word,ADJ,ADP,ADV,AUX,INTJ,NOUN,SCONJ,VERB,X
uniform,0,0,0,0,0,2,0,0,0
beard,0,0,0,0,0,1,0,0,0
stranger,0,0,0,0,0,8,0,0,0
demand,0,0,0,0,0,0,0,1,0
message,0,0,0,0,0,2,0,0,0
furniture,0,0,0,0,0,1,0,0,0
blow,0,0,0,0,0,0,0,5,0
whistle,0,0,0,0,0,5,0,1,0
young,5,0,0,0,0,0,0,0,0
silk,0,0,0,0,0,6,0,0,0
soft,2,0,0,0,0,0,0,0,0
fountain,0,0,0,0,0,1,0,0,0
perfume,0,0,0,0,0,1,0,0,0
closet,0,0,0,0,0,1,0,0,0
comfortable,1,0,0,0,0,0,0,0,0
ribbon,0,0,0,0,0,3,0,0,0
interested,1,0,0,0,0,0,0,0,0
mark,0,0,0,0,0,5,0,0,0
signal,0,0,0,0,0,1,0,0,0
ceiling,0,0,0,0,0,2,0,0,0
throne,0,0,0,0,0,9,0,0,0
enormous,1,0,0,0,0,0,0,0,0
seek,0,0,0,0,0,0,0,5,0
meek,1,0,0,0,0,0,0,0,0
weak,1,0,0,0,0,0,0,0,0
purpose,0,0,0,0,0,1,0,0,0
remember,0,0,0,0,0,0,0,2,0
lady,0,0,0,0,0,6,0,0,0
crown,0,0,0,0,0,1,0,0,0
jewel,0,0,0,0,0,1,0,0,0
shoulder,0,0,0,0,0,1,0,0,0
grow,0,0,0,0,0,0,0,3,0
wing,0,0,0,0,0,3,0,0,0
flutter,0,0,0,0,0,0,0,1,0
bravely,0,0,1,0,0,0,0,0,0
wise,3,0,0,0,0,0,0,0,0
grant,0,0,0,0,0,0,0,2,0
earn,0,0,0,0,0,0,0,2,0
kindhearted,1,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,1,0
rhinoceros,0,0,0,0,0,1,0,0,0
woolly,1,0,0,0,0,0,0,0,0
loving,1,0,0,0,0,0,0,0,0
return,0,0,0,0,0,1,0,3,0
sadness,0,0,0,0,0,1,0,0,0
different,1,0,0,0,0,0,0,0,0
heat,0,0,0,0,0,1,0,0,0
hot,5,0,0,0,0,0,0,0,0
whisker,0,0,0,0,0,2,0,0,0
quiet,1,0,0,0,0,0,0,0,0
beg,0,0,0,0,0,0,0,2,0
power,0,0,0,0,0,6,0,0,0
fiercely,0,0,1,0,0,0,0,0,0
proof,0,0,0,0,0,1,0,0,0
winkie,0,0,0,0,0,3,0,0,0
sharpen,0,0,0,0,0,0,0,1,0
early,0,0,1,0,0,0,0,0,0
crowing,0,0,0,0,0,1,0,0,0
rooster,0,0,0,0,0,1,0,0,0
cackling,0,0,0,0,0,1,0,0,0
hen,0,0,0,0,0,1,0,0,0
unlock,0,0,0,0,0,0,0,2,0
plan,0,0,0,0,0,1,0,2,0
west,0,0,0,0,0,2,0,0,0
daisy,0,0,0,0,0,1,0,0,0
rough,1,0,0,0,0,0,0,0,0
hilli,1,0,0,0,0,0,0,0,0
farm,0,0,0,0,0,1,0,0,0
watch,0,0,0,0,0,0,0,2,0
telescope,0,0,0,0,0,1,0,0,0
pack,0,0,0,0,0,1,0,0,0
wolf,0,0,0,0,0,6,0,0,0
tooth,0,0,0,0,0,1,0,0,0
apart,0,0,1,0,0,0,0,0,0
speed,0,0,0,0,0,1,0,0,0
finally,0,0,1,0,0,0,0,0,0
pile,0,0,0,0,0,2,0,0,0
twice,0,0,2,0,0,0,0,0,0
flock,0,0,0,0,0,2,0,0,0
wild,2,0,0,0,0,0,0,0,0
peck,0,0,0,0,0,0,0,2,0
battle,0,0,0,0,0,1,0,0,0
stretch,0,0,0,0,0,0,0,1,0
frightened,1,0,0,0,0,0,0,0,0
heap,0,0,0,0,0,2,0,0,0
swarm,0,0,0,0,0,1,0,0,0
bee,0,0,0,0,0,4,0,0,0
sting,0,0,0,0,0,1,0,1,0
death,0,0,0,0,0,1,0,0,0
scatter,0,0,0,0,0,0,0,1,0
stamp,0,0,0,0,0,0,0,1,0
dozen,0,0,0,0,0,2,0,0,0
spear,0,0,0,0,0,1,0,0,0
march,0,0,0,0,0,0,0,1,0
mighty,1,0,0,0,0,0,0,0,0
fail,0,0,0,0,0,0,0,1,0
cupboard,0,0,0,0,0,3,0,0,0
circle,0,0,0,0,0,1,0,0,0
diamond,0,0,0,0,0,1,0,0,0
ruby,0,0,0,0,0,2,0,0,0
use,0,0,0,0,0,0,0,4,0
winged,13,0,0,0,0,0,0,0,0
monkey,0,0,0,0,0,17,0,0,0
pep,0,0,0,0,0,0,0,0,1
kak,0,0,0,0,0,0,0,0,1
hil,0,0,0,0,0,0,0,0,1
hol,0,0,0,0,0,0,0,0,1
hel,0,0,0,0,0,0,0,0,1
ziz,0,0,0,0,0,0,0,0,1
zuz,0,0,0,0,0,0,0,0,1
zik,0,0,0,0,0,0,0,0,1
rumble,0,0,0,0,0,0,0,1,0
chattering,0,0,0,0,0,1,0,0,0
laughter,0,0,0,0,0,1,0,0,0
command,0,0,0,0,0,3,0,3,0
seize,0,0,0,0,0,0,0,1,0
drop,0,0,0,0,0,0,0,1,0
dented,1,0,0,0,0,0,0,0,0
rope,0,0,0,0,0,5,0,0,0
scratch,0,0,0,0,0,0,0,1,0
castle,0,0,0,0,0,10,0,0,0
yard,0,0,0,0,0,4,0,0,0
escape,0,0,0,0,0,0,0,2,0
harm,0,0,0,0,0,0,0,2,0
leader,0,0,0,0,0,2,0,0,0
tremble,0,0,0,0,0,1,0,1,0
kitchen,0,0,0,0,0,2,0,0,0
pot,0,0,0,0,0,1,0,0,0
sweep,0,0,0,0,0,0,0,2,0
harness,0,0,0,0,0,0,0,1,0
starve,0,0,0,0,0,0,0,1,0
trouble,0,0,0,0,0,1,0,0,0
constantly,0,0,1,0,0,0,0,0,0
interest,0,0,0,0,0,1,0,0,0
sneaky,1,0,0,0,0,0,0,0,0
iron,0,0,0,0,0,1,0,0,0
bar,0,0,0,0,0,1,0,0,0
invisible,2,0,0,0,0,0,0,0,0
trip,0,0,0,0,0,0,0,1,0
someday,0,0,1,0,0,0,0,0,0
bucket,0,0,0,0,0,2,0,0,0
shrink,0,0,0,0,0,0,0,1,0
melt,0,0,0,0,0,0,0,8,0
sorry,1,0,0,0,0,0,0,0,0
brown,1,0,0,0,0,0,0,0,0
mess,0,0,0,0,0,2,0,0,0
prisoner,0,0,0,0,0,1,0,0,0
rejoice,0,0,0,0,0,0,0,1,0
news,0,0,0,0,0,2,0,0,0
holiday,0,0,0,0,0,1,0,0,0
dance,0,0,0,0,0,1,0,0,0
half,0,0,0,0,0,2,0,0,0
batter,0,0,0,0,0,0,0,1,0
blade,0,0,0,0,0,1,0,0,0
handle,0,0,0,0,0,1,0,0,0
straighten,0,0,0,0,0,0,0,2,0
patch,0,0,0,0,0,1,0,0,0
job,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,1,0,0,0
wet,1,0,0,0,0,0,0,0,0
cheer,0,0,0,0,0,1,0,0,0
complain,0,0,0,0,0,0,0,1,0
include,0,0,0,0,0,0,0,1,0
king,0,0,0,0,0,4,0,0,0
ride,0,0,0,0,0,1,0,1,0
visit,0,0,0,0,0,1,0,2,0
spectacle,0,0,0,0,0,1,0,0,0
solemn,1,0,0,0,0,0,0,0,0
dome,0,0,0,0,0,1,0,0,0
row,0,0,0,0,0,1,0,0,0
claim,0,0,0,0,0,0,0,1,0
remind,0,0,0,0,0,0,0,1,0
tomorrow,0,0,0,0,0,4,0,0,0
tip,0,0,0,0,0,0,0,1,0
screen,0,0,0,0,0,2,0,0,0
crash,0,0,0,0,0,0,0,1,0
bald,1,0,0,0,0,0,0,0,0
wrinkled,1,0,0,0,0,0,0,0,0
hit,0,0,0,0,0,0,0,1,0
ball,0,0,0,0,0,2,0,0,0
pretend,0,0,0,0,0,0,0,1,0
humbug,0,0,0,0,0,4,0,0,0
fake,0,0,0,0,0,1,0,0,0
mask,0,0,0,0,0,1,0,0,0
sew,0,0,0,0,0,0,0,3,0
cotton,0,0,0,0,0,1,0,0,0
pour,0,0,0,0,0,0,0,2,0
ventriloquist,0,0,0,0,0,2,0,0,0
balloonist,0,0,0,0,0,1,0,0,0
balloon,0,0,0,0,0,14,0,0,0
circus,0,0,0,0,0,3,0,0,0
crowd,0,0,0,0,0,2,0,0,0
twist,0,0,0,0,0,0,0,1,0
cloud,0,0,0,0,0,2,0,0,0
second,3,0,0,0,0,0,0,0,0
order,0,0,0,0,0,0,0,1,0
truly,0,0,1,0,0,0,0,0,0
ago,0,0,1,0,0,0,0,0,0
rid,0,0,0,0,0,0,0,1,0
false,1,0,0,0,0,0,0,0,0
magician,0,0,0,0,0,1,0,0,0
learn,0,0,0,0,0,0,0,1,0
quietly,0,0,1,0,0,0,0,0,0
guest,0,0,0,0,0,1,0,0,0
forgive,0,0,0,0,0,0,0,1,0
excuse,0,0,0,0,0,0,0,1,0
empty,0,0,0,0,0,0,0,1,0
measure,0,0,0,0,0,0,0,1,0
bran,0,0,0,0,0,2,0,0,0
mix,0,0,0,0,0,0,0,1,0
pin,0,0,0,0,0,1,0,0,0
needle,0,0,0,0,0,2,0,0,0
chest,0,0,0,0,0,2,0,0,0
special,1,0,0,0,0,0,0,0,0
scissor,0,0,0,0,0,1,0,0,0
sawdust,0,0,0,0,0,1,0,0,0
repair,0,0,0,0,0,0,0,1,0
square,1,0,0,0,0,0,0,0,0
bottle,0,0,0,0,0,1,0,0,0
gold,0,0,0,0,0,1,0,0,0
quickly,0,0,1,0,0,0,0,0,0
imagination,0,0,0,0,0,1,0,0,0
thought,0,0,0,0,0,1,0,0,0
tender,1,0,0,0,0,0,0,0,0
army,0,0,0,0,0,1,0,0,0
fourth,1,0,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,1,0
problem,0,0,0,0,0,1,0,0,0
gas,0,0,0,0,0,1,0,0,0
cold,1,0,0,0,0,0,0,0,0
thread,0,0,0,0,0,1,0,0,0
strip,0,0,0,0,0,3,0,0,0
glue,0,0,0,0,0,1,0,0,0
airtight,1,0,0,0,0,0,0,0,0
word,0,0,0,0,0,3,0,0,0
tug,0,0,0,0,0,0,0,1,0
kitten,0,0,0,0,0,1,0,0,0
snap,0,0,0,0,0,0,0,1,0
ruler,0,0,0,0,0,5,0,0,0
traveler,0,0,0,0,0,3,0,0,0
lucky,1,0,0,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,2,0
excite,0,0,0,0,0,0,0,1,0
magic,1,0,0,0,0,0,0,0,0
advice,0,0,0,0,0,1,0,0,0
straight,1,0,0,0,0,0,0,0,0
race,0,0,0,0,0,1,0,0,0
bog,0,0,0,0,0,1,0,0,0
arrive,0,0,0,0,0,0,0,1,0
brook,0,0,0,0,0,1,0,0,0
short,1,0,0,0,0,0,0,0,0
dinner,0,0,0,0,0,1,0,0,0
comb,0,0,0,0,0,0,0,1,0
pat,0,0,0,0,0,0,0,2,0
polish,0,0,0,0,0,0,0,1,0
pure,1,0,0,0,0,0,0,0,0
horrible,1,0,0,0,0,0,0,0,0
crop,0,0,0,0,0,1,0,0,0
bless,0,0,0,0,0,0,0,1,0
gladly,0,0,1,0,0,0,0,0,0
hill,0,0,0,0,0,2,0,0,0
wisely,0,0,1,0,0,0,0,0,0
spend,0,0,0,0,0,0,0,1,0
till,0,0,0,0,0,0,1,0,0
stuffed,1,0,0,0,0,0,0,0,0
clap,0,0,0,0,0,0,0,1,0
instantly,0,0,1,0,0,0,0,0,0
gracious,0,0,0,0,1,0,0,0,0
milk,0,0,0,0,0,0,0,1,0
barnyard,0,0,0,0,0,1,0,0,0
barn,0,0,0,0,0,1,0,0,0
flight,0,0,0,0,0,1,0,0,0
cabbage,0,0,0,0,0,1,0,0,0
darling,1,0,0,0,0,0,0,0,0
