word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
bear,0,0,0,0,0,0,0,0,0,2
son,0,0,0,0,0,0,4,0,0,0
father,0,0,0,0,0,0,4,0,0,0
rich,4,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,31,0,0,0
able,9,0,0,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,9
study,0,0,0,0,0,0,1,0,0,2
year,0,0,0,0,0,0,21,0,0,0
leave,0,0,0,0,0,0,1,0,0,16
college,0,0,0,0,0,0,1,0,0,0
continue,0,0,0,0,0,0,0,0,0,8
doctor,0,0,0,0,0,0,3,0,0,0
want,0,0,0,0,0,0,0,0,0,32
travel,0,0,0,0,0,0,1,0,0,6
voyage,0,0,0,0,0,0,7,0,0,0
ship,0,0,0,0,0,0,42,0,0,0
marry,0,0,0,0,0,0,0,0,0,1
wife,0,0,0,0,0,0,13,0,0,0
plan,0,0,0,0,0,0,4,0,0,6
stay,0,0,0,0,0,0,3,0,0,17
home,0,0,10,0,0,0,11,0,0,0
discover,0,0,0,0,0,0,0,0,0,9
earn,0,0,0,0,0,0,0,0,0,3
money,0,0,0,0,0,0,12,0,0,0
patient,0,0,0,0,0,0,1,0,0,0
decide,0,0,0,0,0,0,0,0,0,21
sea,0,0,0,0,0,0,19,0,0,0
time,0,0,0,0,0,0,32,0,0,0
join,0,0,0,0,0,0,0,0,0,5
sail,0,0,0,0,0,0,3,0,0,20
island,0,0,0,0,0,0,21,0,0,0
start,0,0,0,0,0,0,0,0,0,12
journey,0,0,0,0,0,0,7,0,0,0
go,0,0,0,0,0,0,0,0,0,22
round,2,7,0,0,0,0,0,0,0,0
coast,0,0,0,0,0,0,4,0,0,0
reach,0,0,0,0,0,0,0,0,0,5
violent,1,0,0,0,0,0,0,0,0,0
storm,0,0,0,0,0,0,6,0,0,0
hit,0,0,0,0,0,0,0,0,0,5
drive,0,0,0,0,0,0,0,0,0,8
