word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
uncle,0,0,0,0,0,0,0,202,0,0,0,0,0
rush,0,0,0,0,0,0,0,0,0,0,0,10,0
little,50,0,1,0,0,0,0,0,0,0,0,0,0
house,0,0,0,0,0,0,0,27,0,0,0,1,0
old,29,0,0,0,0,0,0,0,0,0,0,0,0
street,0,0,0,0,0,0,0,13,0,0,0,0,0
portion,0,0,0,0,0,0,0,9,0,0,0,0,0
city,0,0,0,0,0,0,0,3,0,0,0,0,0
conclude,0,0,0,0,0,0,0,0,0,0,0,6,0
behindhand,0,0,1,0,0,0,0,0,0,0,0,0,0
dinner,0,0,0,0,0,0,0,17,0,0,0,0,0
oven,0,0,0,0,0,0,0,1,0,0,0,0,0
say,0,0,0,0,0,0,0,0,0,0,0,108,0
impatient,3,0,0,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,0,55,0,0,0,0,0
hungry,4,0,0,0,0,0,0,0,0,0,0,0,0
disturbance,0,0,0,0,0,0,0,3,0,0,0,0,0
soon,0,0,33,0,0,0,0,0,0,0,0,0,0
cry,0,0,0,0,0,0,0,4,0,0,0,47,0
poor,15,0,0,0,0,0,0,0,0,0,0,0,0
great,48,0,0,0,0,0,0,0,0,0,0,0,0
alarm,0,0,0,0,0,0,0,4,0,0,0,2,0
half,8,0,12,0,0,7,0,8,0,0,0,0,0
open,5,0,1,0,0,0,0,0,0,0,0,16,0
dining,0,0,0,0,0,0,0,5,0,0,0,0,0
room,0,0,0,0,0,0,0,26,0,0,0,0,0
door,0,0,0,0,0,0,0,15,0,0,0,0,0
yes,0,0,0,0,0,0,35,0,0,0,0,0,0
likely,2,0,1,0,0,0,0,0,0,0,0,0,0
cook,0,0,0,0,0,0,0,1,0,0,0,1,0
clock,0,0,0,0,0,0,0,2,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,0,5,0
past,2,5,1,0,0,0,0,0,0,0,0,0,0
master,0,0,0,0,0,0,0,5,0,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,0,85,0
home,0,0,1,0,0,0,0,4,0,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,0,24,0
run,0,0,0,0,0,0,0,0,0,0,0,12,0
hide,0,0,0,0,0,0,0,0,0,0,0,4,0
argue,0,0,0,0,0,0,0,0,0,0,0,3,0
retreat,0,0,0,0,0,0,0,1,0,0,0,1,0
safety,0,0,0,0,0,0,0,4,0,0,0,0,0
dominion,0,0,0,0,0,0,0,1,0,0,0,0,0
leave,0,0,0,0,0,0,0,2,0,0,0,30,0
possible,13,0,0,0,0,0,0,0,0,0,0,0,0
undecided,1,0,0,0,0,0,0,0,0,0,0,0,0
turn,0,0,0,0,0,0,0,4,0,0,0,13,0
mind,0,0,0,0,0,0,0,14,0,0,0,2,0
successfully,0,0,1,0,0,0,0,0,0,0,0,0,0
irascible,2,0,0,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,0,3,0,0,0,0,0
persuasion,0,0,0,0,0,0,0,1,0,0,0,0,0
hurry,0,0,0,0,0,0,0,1,0,0,0,4,0
away,0,3,19,0,0,0,0,0,0,0,0,0,0
upstairs,0,0,1,0,0,0,0,0,0,0,0,0,0
creak,0,0,0,0,0,0,0,0,0,0,0,2,0
hinge,0,0,0,0,0,0,0,1,0,0,0,0,0
heavy,8,0,0,0,0,0,0,0,0,0,0,0,0
foot,0,0,0,0,0,0,0,55,0,0,0,0,0
flight,0,0,0,0,0,0,0,3,0,0,0,0,0
stair,0,0,0,0,0,0,0,3,0,0,0,0,0
shake,0,0,0,0,0,0,0,0,0,0,0,13,0
pass,0,0,0,0,0,0,0,0,0,0,0,33,0
rapidly,0,0,5,0,0,0,0,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,17,0
haste,0,0,0,0,0,0,0,4,0,0,0,0,0
sanctum,0,0,0,0,0,0,0,1,0,0,0,0,0
rapid,6,0,0,0,0,0,0,0,0,0,0,0,0
way,0,0,0,0,0,0,0,51,0,0,0,0,0
find,0,0,0,0,0,0,0,0,0,0,0,37,0
time,0,0,0,0,0,0,0,56,0,0,0,0,0
fling,0,0,0,0,0,0,0,0,0,0,0,4,0
hazel,1,0,0,0,0,0,0,0,0,0,0,0,0
stick,0,0,0,0,0,0,0,6,0,0,0,0,0
corner,0,0,0,0,0,0,0,1,0,0,0,0,0
rough,5,0,0,0,0,0,0,0,0,0,0,0,0
broadbrim,0,0,0,0,0,0,0,1,0,0,0,0,0
table,0,0,0,0,0,0,0,13,0,0,0,0,0
emphatic,1,0,0,0,0,0,0,0,0,0,0,0,0
word,0,0,0,0,0,0,0,56,0,0,0,0,0
nephew,0,0,0,0,0,0,0,9,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,0,32,0
scarcely,0,0,13,0,0,0,0,0,0,0,0,0,0
shout,0,0,0,0,0,0,0,0,0,0,0,5,0
redoubtable,1,0,0,0,0,0,0,0,0,0,0,0,0
study,0,0,0,0,0,0,0,14,0,0,0,3,0
mischief,0,0,0,0,0,0,0,1,0,0,0,0,0
willingly,0,0,3,0,0,0,0,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,0,9,0
considerably,0,0,2,0,0,0,0,0,0,0,0,0,0
change,0,0,0,0,0,0,0,6,0,0,0,4,0
grow,0,0,0,0,0,0,0,0,0,0,0,8,0
end,0,0,0,0,0,0,0,24,0,0,0,7,0
original,3,0,0,0,0,0,0,1,0,0,0,0,0
character,0,0,0,0,0,0,0,10,0,0,0,0,0
professor,0,0,0,0,0,0,0,21,0,0,0,0,0
