word,ADJ,ADP,ADV,DET,NOUN,NUM,SCONJ,VERB,X
bone,0,0,0,0,939,0,0,0,0
muscle,0,0,0,0,637,0,0,0,0
hold,0,0,0,0,0,0,0,17,0
body,0,0,0,0,134,0,0,0,0
underlie,0,0,0,0,0,0,0,12,0
touch,0,0,0,0,1,0,0,2,0
step,0,0,0,0,4,0,0,0,0
essence,0,0,0,0,1,0,0,0,0
action,0,0,0,0,50,0,0,0,0
undertake,0,0,0,0,0,0,0,1,0
inhalation,0,0,0,0,1,0,0,0,0
exhalation,0,0,0,0,1,0,0,0,0
life,0,0,0,0,24,0,0,0,0
sustain,0,0,0,0,0,0,0,6,0
breath,0,0,0,0,1,0,0,0,0
possible,17,0,0,0,0,0,0,0,0
support,0,0,0,0,25,0,0,29,0
lung,0,0,0,0,15,0,0,0,0
protect,0,0,0,0,0,0,0,14,0
comprise,0,0,0,0,0,0,0,6,0
rib,0,0,0,0,58,0,0,0,0
cage,0,0,0,0,9,0,0,0,0
volume,0,0,0,0,9,0,0,0,0
present,25,0,0,0,0,0,0,11,0
detailed,2,0,0,0,0,0,0,0,0
examination,0,0,0,0,10,0,0,0,0
human,70,0,0,0,84,0,0,0,0
skeletal,58,0,0,0,0,0,0,0,0
system,0,0,0,0,83,0,0,0,0
related,5,0,0,0,0,0,0,0,0
easily,0,0,9,0,0,0,0,0,0
understandable,2,0,0,0,0,0,0,0,0
format,0,0,0,0,1,0,0,0,0
book,0,0,0,0,1,0,0,0,0
create,0,0,0,0,0,0,0,10,0
reader,0,0,0,0,1,0,0,0,0
accessible,1,0,0,0,0,0,0,0,0
map,0,0,0,0,1,0,0,0,0
contribute,0,0,0,0,0,0,0,12,0
musculature,0,0,0,0,9,0,0,0,0
enable,0,0,0,0,0,0,0,15,0
motion,0,0,0,0,41,0,0,0,0
organ,0,0,0,0,31,0,0,0,0
function,0,0,0,0,70,0,0,10,0
skeleton,0,0,0,0,59,0,0,0,0
provide,0,0,0,0,0,0,0,52,0
protection,0,0,0,0,11,0,0,0,0
facilitate,0,0,0,0,0,0,0,4,0
movement,0,0,0,0,93,0,0,0,0
framework,0,0,0,0,6,0,0,0,0
arm,0,0,0,0,75,0,0,0,0
leg,0,0,0,0,78,0,0,0,0
swing,0,0,0,0,11,0,0,14,0
free,18,0,1,0,0,0,0,3,0
connect,0,0,0,0,0,0,0,30,0
joint,18,0,0,0,426,0,0,0,0
contain,0,0,0,0,0,0,0,53,0
fluid,0,0,0,0,53,0,0,0,0
mobile,3,0,0,0,0,0,0,0,0
permit,0,0,0,0,0,0,0,15,0
complex,14,0,0,0,7,0,0,0,0
twist,0,0,0,0,0,0,0,5,0
feature,0,0,0,0,15,0,0,0,0
common,58,0,0,0,0,0,0,0,0
member,0,0,0,0,5,0,0,0,0
kingdom,0,0,0,0,1,0,0,0,0
distinct,15,0,0,0,0,0,0,0,0
find,0,0,0,0,0,0,0,39,0
primate,2,0,0,0,8,0,0,0,0
order,0,0,0,0,12,0,0,0,0
group,0,0,0,0,29,0,0,1,0
belong,0,0,0,0,0,0,0,6,0
specialized,12,0,0,0,0,0,0,0,0
hand,0,0,0,0,69,0,0,0,0
example,0,0,0,0,43,0,0,0,0
opposable,2,0,0,0,0,0,0,0,0
thumb,0,0,0,0,29,0,0,0,0
trait,0,0,0,0,2,0,0,0,0
play,0,0,0,0,2,0,0,12,0
vital,5,0,0,0,0,0,0,0,0
role,0,0,0,0,16,0,0,0,0
allow,0,0,0,0,0,0,0,45,0
grasp,0,0,0,0,0,0,0,5,0
object,0,0,0,0,4,0,0,0,0
use,0,0,0,0,17,0,0,8,0
tool,0,0,0,0,6,0,0,0,0
evolve,0,0,0,0,0,0,0,4,0
structure,0,0,0,0,73,0,0,1,0
begin,0,0,0,0,0,0,0,25,0
change,0,0,0,0,67,0,0,8,0
stand,0,0,0,0,0,0,0,6,0
upright,13,0,3,0,0,0,0,0,0
ability,0,0,0,0,13,0,0,0,0
travel,0,0,0,0,0,0,0,5,0
bipedally,0,0,1,0,0,0,0,0,0
credit,0,0,0,0,0,0,0,1,0
form,0,0,0,0,68,0,0,159,0
major,48,0,0,0,0,0,0,0,0
directional,1,0,0,0,0,0,0,0,0
course,0,0,0,0,19,0,0,0,0
evolution,0,0,0,0,7,0,0,0,0
developmental,4,0,0,0,0,0,0,0,0
impact,0,0,0,0,4,0,0,1,0
