word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB
time,0,0,0,10,0,0,0
cut,0,0,0,0,0,0,4
wide,1,0,0,0,0,0,0
fill,0,0,0,0,0,0,4
transport,0,0,0,0,0,0,1
build,0,0,0,0,0,0,12
center,0,0,0,1,0,0,0
start,0,0,0,0,0,0,4
return,0,0,0,0,0,0,2
mouth,0,0,0,1,0,0,0
know,0,0,0,0,0,0,5
leave,0,0,0,1,0,0,6
groundwater,0,0,0,4,0,0,0
seep,0,0,0,0,0,0,1
saturate,0,0,0,0,0,0,2
table,0,0,0,1,0,0,0
come,0,0,0,0,0,0,5
spring,0,0,0,3,0,0,0
keep,0,0,0,0,0,0,1
long,3,0,0,0,0,0,0
spell,0,0,0,1,0,0,0
weather,0,0,0,2,0,0,0
pattern,0,0,0,2,0,0,0
seasonal,4,0,0,0,0,0,0
high,14,0,0,0,0,0,0
rainfall,0,0,0,2,0,0,0
melt,0,0,0,0,0,0,2
snow,0,0,0,1,0,0,0
major,5,0,0,0,0,0,0
range,0,0,0,1,0,0,0
different,3,0,0,0,0,0,0
climate,0,0,0,3,0,0,0
increase,0,0,0,1,0,0,3
season,0,0,0,1,0,0,0
onetime,2,0,0,0,0,0,0
particularly,0,0,1,0,0,0,0
last,0,0,0,0,0,0,1
regular,3,0,0,0,0,0,0
free,1,0,0,0,0,0,0
severity,0,0,0,1,0,0,0
measure,0,0,0,0,0,0,3
average,4,0,0,0,0,0,0
alongside,0,3,0,0,0,0,0
probably,0,0,1,0,0,0,0
experience,0,0,0,0,0,0,1
lifetime,0,0,0,1,0,0,0
tropical,7,0,0,0,0,0,0
cyclone,0,0,0,11,0,0,0
create,0,0,0,0,0,0,2
drop,0,0,0,1,0,0,4
amount,0,0,0,1,0,0,0
short,3,0,1,0,0,0,0
indian,1,0,0,0,0,0,0
monsoon,0,0,0,5,0,0,0
surge,0,0,0,18,0,0,0
soon,0,0,4,0,0,0,0
take,0,0,0,0,0,0,3
move,0,0,0,0,0,0,6
particular,1,0,0,0,0,0,0
point,0,0,0,1,0,0,0
gradually,0,0,2,0,0,0,0
peak,0,0,0,0,0,0,1
subside,0,0,0,0,0,0,1
hour,0,0,0,3,0,0,0
hundred,0,0,0,6,0,0,0
mile,0,0,0,6,0,0,0
actually,0,0,3,0,0,0,0
certain,1,0,0,0,0,0,0
large,6,0,0,0,0,0,0
volume,0,0,0,3,0,0,0
month,0,0,0,2,0,0,0
drain,0,0,0,2,0,0,4
enormous,1,0,0,0,0,0,0
regularly,0,0,3,0,0,0,0
normal,4,0,0,0,0,0,0
catastrophic,1,0,0,0,0,0,0
meter,0,0,0,9,0,0,0
nearly,0,0,1,0,0,0,0
death,0,0,0,1,0,0,0
sudden,2,0,0,0,0,0,0
slow,0,0,1,0,0,0,1
cloud,0,0,0,7,0,0,0
space,0,0,0,2,0,0,0
quick,1,0,0,0,0,0,0
route,0,0,0,1,0,0,0
narrow,1,0,0,0,0,0,0
city,0,0,0,17,0,0,0
kilometer,0,0,0,2,0,0,0
tall,2,0,0,0,0,0,0
warm,2,0,0,0,0,0,0
humid,1,0,0,0,0,0,0
air,0,0,0,6,0,0,0
inside,0,1,0,0,0,0,0
swirl,0,0,0,0,0,0,1
collapse,0,0,0,0,0,0,6
release,0,0,0,0,0,0,3
thousand,0,0,0,4,0,0,0
ton,0,0,0,2,0,0,0
minute,0,0,0,2,0,0,0
cloudburst,0,0,0,1,0,0,0
torrential,2,0,0,0,0,0,0
street,0,0,0,6,0,0,0
like,1,3,0,0,0,0,0
cope,0,0,0,0,0,0,1
occur,0,0,0,0,0,0,1
waterlogged,1,0,0,0,0,0,0
desert,0,0,0,4,0,0,0
little,2,0,0,0,0,0,0
localized,2,0,0,0,0,0,0
affect,0,0,0,0,0,0,4
english,1,0,0,0,0,0,0
seaside,0,0,0,1,0,0,0
village,0,0,0,4,0,0,0
devastate,0,0,0,0,0,0,3
afternoon,0,0,0,1,0,0,0
series,0,0,0,2,0,0,0
thunderstorm,0,0,0,1,0,0,0
inch,0,0,0,1,0,0,0
millimeter,0,0,0,1,0,0,0
roar,0,0,0,0,0,0,1
deep,4,0,0,0,0,0,0
house,0,0,0,6,0,0,0
destroy,0,0,0,0,0,0,3
luckily,0,0,1,0,0,0,0
expert,0,0,0,4,0,0,0
estimate,0,0,0,0,0,0,3
sort,0,0,0,1,0,0,0
likely,12,0,0,0,0,0,0
yard,0,0,0,4,0,0,0
hold,0,0,0,0,0,0,1
artificial,1,0,0,0,0,0,0
barrier,0,0,0,3,0,0,0
pour,0,0,0,0,0,0,2
inland,0,0,8,0,0,0,0
severe,5,0,0,0,0,0,0
wind,0,0,0,2,0,0,0
combine,0,0,0,0,0,0,2
tide,0,0,0,4,0,0,0
page,0,0,0,3,0,0,0
estuary,0,0,0,3,0,0,0
system,0,0,0,4,0,0,0
pressure,0,0,0,3,0,0,0
word,0,0,0,3,0,0,0
push,0,0,0,0,0,0,6
surface,0,0,0,4,0,0,0
allow,0,0,0,0,0,0,5
underneath,0,0,2,0,0,0,0
bulge,0,0,0,0,0,0,1
slightly,0,0,1,0,0,0,0
underwater,1,0,0,0,0,0,0
autumn,0,0,0,1,0,0,0
percent,0,0,0,4,0,0,0
flooded,1,0,0,0,0,0,0
highly,0,0,1,0,0,0,0
populated,1,0,0,0,0,0,0
part,0,0,0,3,0,0,0
island,0,0,0,4,0,0,0
completely,0,0,2,0,0,0,0
italian,2,0,0,0,0,0,0
polder,0,0,0,2,0,0,0
reclaim,0,0,0,0,0,0,1
dyke,0,0,0,4,0,0,0
southern,1,0,0,0,0,0,0
badly,0,0,1,0,0,0,0
lake,0,0,0,2,0,0,0
levee,0,0,0,2,0,0,0
seventy,0,0,0,0,1,0,0
depth,0,0,0,1,0,0,0
japanese,3,0,0,0,0,0,0
mean,0,0,0,0,0,0,1
harbour,0,0,0,1,0,0,0
tidal,1,0,0,0,0,0,0
travel,0,0,0,0,0,0,5
shore,0,0,0,3,0,0,0
rear,0,0,0,0,0,0,1
path,0,0,0,1,0,0,0
trigger,0,0,0,0,0,0,4
usually,0,0,1,0,0,0,0
undersea,2,0,0,0,0,0,0
floor,0,0,0,2,0,0,0
hole,0,0,0,1,0,0,0
upward,0,0,1,0,0,0,0
movement,0,0,0,1,0,0,0
set,0,0,0,0,0,0,3
landslide,0,0,0,4,0,0,0
gigantic,1,0,0,0,0,0,0
ashore,0,0,1,0,0,0,0
nearby,1,0,0,0,0,0,0
computer,0,0,0,3,0,0,0
simulation,0,0,0,1,0,0,0
direction,0,0,0,1,0,0,0
ripple,0,0,0,1,0,0,0
pond,0,0,0,1,0,0,0
jet,0,0,0,1,0,0,0
airliner,0,0,0,1,0,0,0
gap,0,0,0,1,0,0,0
crest,0,0,0,1,0,0,0
shallow,3,0,0,0,0,0,0
height,0,0,0,2,0,0,0
close,0,0,1,0,0,0,2
lose,0,0,0,0,0,0,4
energy,0,0,0,1,0,0,0
sign,0,0,0,1,0,0,0
approach,0,0,0,0,0,0,2
dramatic,1,0,0,0,0,0,0
go,0,0,0,0,0,0,2
trough,0,0,0,1,0,0,0
arrive,0,0,0,0,0,0,3
follow,0,0,0,0,0,0,1
break,0,0,0,0,0,0,5
devastation,0,0,0,1,0,0,0
indonesian,1,0,0,0,0,0,0
photograph,0,0,0,1,0,0,0
hit,0,0,0,0,0,0,4
asian,1,0,0,0,0,0,0
near,0,1,0,0,0,0,0
second,0,0,1,0,0,0,0
record,0,0,0,0,0,0,1
seabed,0,0,0,1,0,0,0
lift,0,0,0,0,0,0,3
coastline,0,0,0,1,0,0,0
half,0,0,1,2,0,0,0
flatten,0,0,0,0,0,0,1
human,1,0,0,1,0,0,0
vast,1,0,0,0,0,0,0
majority,0,0,0,1,0,0,0
accidental,1,0,0,0,0,0,0
store,0,0,0,1,0,0,4
escape,0,0,0,0,0,0,2
dam,0,0,0,22,0,0,0
embankment,0,0,0,6,0,0,0
future,0,0,0,1,0,0,0
change,0,0,0,2,0,0,3
global,6,0,0,0,0,0,0
warming,0,0,0,6,0,0,0
lead,0,0,0,0,0,0,3
being,0,0,0,1,0,0,0
responsible,1,0,0,0,0,0,0
use,0,0,0,1,0,0,1
fossil,1,0,0,0,0,0,0
fuel,0,0,0,1,0,0,0
burst,0,0,0,1,0,0,0
supply,0,0,0,4,0,0,2
irrigation,0,0,0,2,0,0,0
produce,0,0,0,0,0,0,1
hydroelectricity,0,0,0,1,0,0,0
prevent,0,0,0,0,0,0,8
rare,1,0,0,0,0,0,0
design,0,0,0,1,0,0,2
job,0,0,0,1,0,0,0
deadly,2,0,0,0,0,0,0
poorly,0,0,2,0,0,0,0
foundation,0,0,0,1,0,0,0
believe,0,0,0,0,0,0,1
control,0,0,0,1,0,0,0
wait,0,0,0,0,0,0,1
bad,2,0,0,0,0,0,0
deliberate,1,0,0,0,0,0,0
deliberately,0,0,1,0,0,0,0
permanently,0,0,1,0,0,0,0
reservoir,0,0,0,6,0,0,0
stop,0,0,0,0,0,0,5
wildlife,0,0,0,1,0,0,0
habitat,0,0,0,2,0,0,0
riverbank,0,0,0,2,0,0,0
sluice,0,0,0,1,0,0,0
open,1,0,0,0,0,0,1
occasionally,0,0,1,0,0,0,0
rush,0,0,0,2,0,0,0
help,0,0,0,0,0,0,5
maintain,0,0,0,0,0,0,1
weapon,0,0,0,1,0,0,0
war,0,0,0,1,0,0,0
chinese,1,0,0,0,0,0,0
soldier,0,0,0,1,0,0,0
invasion,0,0,0,1,0,0,0
british,1,0,0,0,0,0,0
bomber,0,0,0,1,0,0,0
important,4,0,0,0,0,0,0
industrial,1,0,0,0,0,0,0
force,0,0,0,0,0,0,1
home,0,0,2,5,0,0,0
failure,0,0,0,1,0,0,0
complete,0,0,0,0,0,0,1
crack,0,0,0,1,0,0,0
appear,0,0,0,0,0,0,2
concrete,0,0,0,2,0,0,0
engineer,0,0,0,1,0,0,0
concern,0,0,0,0,0,0,1
think,0,0,0,0,0,0,1
structurally,0,0,1,0,0,0,0
later,0,0,1,0,0,0,0
wall,0,0,0,2,0,0,0
crash,0,0,0,0,0,0,2
unstable,1,0,0,0,0,0,0
mix,0,0,0,0,0,0,1
contribute,0,0,0,0,0,0,1
effect,0,0,0,4,0,0,0
erosion,0,0,0,6,0,0,0
riverbed,0,0,0,3,0,0,0
course,0,0,0,1,0,0,0
new,2,0,0,0,0,0,0
channel,0,0,0,3,0,0,0
incredible,1,0,0,0,0,0,0
power,0,0,0,2,0,0,0
pick,0,0,0,0,0,0,1
boulder,0,0,0,1,0,0,0
steep,1,0,0,0,0,0,0
weaken,0,0,0,0,0,0,2
side,0,0,0,1,0,0,0
mud,0,0,0,3,0,0,0
slide,0,0,0,1,0,0,0
loose,2,0,0,0,0,0,0
gully,0,0,0,1,0,0,0
lucky,1,0,0,0,0,0,0
undermine,0,0,0,0,0,0,1
deposition,0,0,0,1,0,0,0
brown,1,0,0,0,0,0,0
settle,0,0,0,0,0,0,1
plain,0,0,0,2,0,0,0
silt,0,0,0,1,0,0,0
riverside,0,0,0,1,0,0,0
delta,0,0,0,2,0,0,0
vegetation,0,0,0,3,0,0,0
rip,0,0,0,0,0,0,1
plant,0,0,0,7,0,0,1
strip,0,0,0,0,0,0,2
branch,0,0,0,1,0,0,0
snap,0,0,0,0,0,0,1
trunk,0,0,0,1,0,0,0
pull,0,0,0,0,0,0,1
root,0,0,0,3,0,0,0
salt,0,0,0,1,0,0,0
seed,0,0,0,2,0,0,0
dormant,1,0,0,0,0,0,0
germinate,0,0,0,0,0,0,1
bloom,0,0,0,0,0,0,1
see,0,0,0,0,0,0,2
green,1,0,0,0,0,0,0
reduce,0,0,0,0,0,0,2
clear,0,0,0,0,0,0,1
life,0,0,0,3,0,0,0
country,0,0,0,9,0,0,0
choice,0,0,0,1,0,0,0
threat,0,0,0,1,0,0,0
available,1,0,0,0,0,0,0
definite,1,0,0,0,0,0,0
advantage,0,0,0,3,0,0,0
rich,2,0,0,0,0,0,0
mineral,0,0,0,1,0,0,0
need,0,0,0,0,0,0,2
fresh,1,0,0,0,0,0,0
convenient,1,0,0,0,0,0,0
irrigate,0,0,0,0,0,0,1
stay,0,0,0,0,0,0,1
stilt,0,0,0,1,0,0,0
rice,0,0,0,4,0,0,0
farming,0,0,0,2,0,0,0
farmer,0,0,0,5,0,0,0
rely,0,0,0,0,0,0,2
grass,0,0,0,1,0,0,0
well,0,0,1,0,0,0,0
field,0,0,0,2,0,0,0
paddy,0,0,0,3,0,0,0
ensure,0,0,0,0,0,0,1
remain,0,0,0,0,0,0,1
provide,0,0,0,0,0,0,2
transportation,0,0,0,1,0,0,0
develop,0,0,0,0,0,0,6
enjoy,0,0,0,0,0,0,1
pleasant,1,0,0,0,0,0,0
fish,0,0,0,0,0,0,2
boating,0,0,0,1,0,0,0
living,0,0,0,1,0,0,0
northern,1,0,0,0,0,0,0
method,0,0,0,2,0,0,0
possible,2,0,0,0,0,0,0
eighty,0,0,0,0,1,0,0
prone,1,0,0,0,0,0,0
ruin,0,0,0,0,0,0,1
strike,0,0,0,0,0,0,1
immediate,1,0,0,0,0,0,0
danger,0,0,0,3,0,0,0
face,0,0,0,0,0,0,1
warning,0,0,0,7,0,0,0
injure,0,0,0,0,0,0,1
debris,0,0,0,2,0,0,0
feel,0,0,0,0,0,0,1
severely,0,0,2,0,0,0,0
prepare,0,0,0,0,0,0,2
smash,0,0,0,0,0,0,1
wooden,1,0,0,0,0,0,0
simply,0,0,2,0,0,0,0
float,0,0,0,0,0,0,2
plaster,0,0,0,1,0,0,0
decoration,0,0,0,1,0,0,0
furniture,0,0,0,1,0,0,0
content,0,0,0,1,0,0,0
repair,0,0,0,1,0,0,2
dirty,1,0,0,0,0,0,0
weight,0,0,0,1,0,0,0
wreck,0,0,0,0,0,0,2
boat,0,0,0,1,0,0,0
finally,0,0,1,0,0,0,0
recede,0,0,0,0,0,0,2
stinking,1,0,0,0,0,0,0
historic,1,0,0,0,0,0,0
painting,0,0,0,1,0,0,0
book,0,0,0,1,0,0,0
sculpture,0,0,0,1,0,0,0
kitchen,0,0,0,1,0,0,0
bridge,0,0,0,2,0,0,0
support,0,0,0,1,0,0,0
beneath,0,1,0,0,0,0,0
communications,0,0,0,1,0,0,0
gas,0,0,0,2,0,0,0
pipe,0,0,0,1,0,0,0
leak,0,0,0,0,0,0,1
additional,1,0,0,0,0,0,0
problem,0,0,0,2,0,0,0
basement,0,0,0,1,0,0,0
subway,0,0,0,1,0,0,0
service,0,0,0,3,0,0,0
tunnel,0,0,0,1,0,0,0
sewer,0,0,0,1,0,0,0
health,0,0,0,1,0,0,0
hazard,0,0,0,1,0,0,0
train,0,0,0,2,0,0,0
week,0,0,0,1,0,0,0
track,0,0,0,2,0,0,0
rolling,1,0,0,0,0,0,0
stock,0,0,0,1,0,0,0
agricultural,1,0,0,0,0,0,0
rural,1,0,0,0,0,0,0
scale,0,0,0,2,0,0,0
animal,0,0,0,1,0,0,0
food,0,0,0,2,0,0,0
previous,1,0,0,0,0,0,0
harvest,0,0,0,1,0,0,0
poor,1,0,0,0,0,0,0
insurance,0,0,0,1,0,0,0
loss,0,0,0,1,0,0,0
poverty,0,0,0,1,0,0,0
hunger,0,0,0,1,0,0,0
malnutrition,0,0,0,1,0,0,0
agriculture,0,0,0,1,0,0,0
export,0,0,0,1,0,0,0
economic,1,0,0,0,0,0,0
rescue,0,0,0,1,0,0,6
recovery,0,0,0,1,0,0,0
task,0,0,0,1,0,0,0
emergency,0,0,0,1,0,0,0
sink,0,0,0,0,0,0,1
trap,0,0,0,0,0,0,3
occupant,0,0,0,1,0,0,0
upper,1,0,0,0,0,0,0
story,0,0,0,1,0,0,0
patch,0,0,0,1,0,0,0
shelter,0,0,0,3,0,0,0
abandon,0,0,0,0,0,0,1
give,0,0,0,0,0,0,4
drink,0,0,0,1,0,0,1
authority,0,0,0,2,0,0,0
overwhelmed,1,0,0,0,0,0,0
aid,0,0,0,2,0,0,0
agency,0,0,0,2,0,0,0
step,0,0,0,0,0,0,1
term,0,0,0,1,0,0,0
starvation,0,0,0,1,0,0,0
contaminate,0,0,0,0,0,0,1
sewage,0,0,0,1,0,0,0
contaminated,1,0,0,0,0,0,0
disease,0,0,0,1,0,0,0
typhoid,0,0,0,1,0,0,0
dysentery,0,0,0,1,0,0,0
cholera,0,0,0,1,0,0,0
clean,1,0,0,0,0,0,2
drinking,0,0,0,1,0,0,0
essential,1,0,0,0,0,0,0
armed,1,0,0,0,0,0,0
sailor,0,0,0,1,0,0,0
child,0,0,0,1,0,0,0
safety,0,0,0,1,0,0,0
swollen,1,0,0,0,0,0,0
cleanup,0,0,0,1,0,0,0
operation,0,0,0,2,0,0,0
begin,0,0,0,0,0,0,1
pump,0,0,0,0,0,0,2
especially,0,0,1,0,0,0,0
hot,1,0,0,0,0,0,0
breeding,0,0,0,1,0,0,0
malaria,0,0,0,1,0,0,0
mosquito,0,0,0,1,0,0,0
damaged,1,0,0,0,0,0,0
redecorate,0,0,0,0,0,0,1
firefighter,0,0,0,1,0,0,0
deliver,0,0,0,0,0,0,1
material,0,0,0,1,0,0,0
hotel,0,0,0,1,0,0,0
include,0,0,0,0,0,0,1
sport,0,0,0,1,0,0,0
stadium,0,0,0,1,0,0,0
nation,0,0,0,1,0,0,0
effort,0,0,0,1,0,0,0
relief,0,0,0,1,0,0,0
save,0,0,0,0,0,0,1
response,0,0,0,1,0,0,0
try,0,0,0,0,0,0,1
protect,1,0,0,0,0,0,3
today,0,0,0,1,0,0,0
protection,0,0,0,6,0,0,0
structure,0,0,0,2,0,0,0
simple,1,0,0,0,0,0,0
french,1,0,0,0,0,0,0
divert,0,0,0,0,0,0,1
hollow,0,0,0,1,0,0,0
temporary,2,0,0,0,0,0,0
pile,0,0,0,0,0,0,1
sandbag,0,0,0,1,0,0,0
upstream,0,0,2,0,0,0,0
delay,0,0,0,0,0,0,1
carefully,0,0,1,0,0,0,0
manage,0,0,0,0,0,0,2
barrage,0,0,0,3,0,0,0
gate,0,0,0,2,0,0,0
normally,0,0,1,0,0,0,0
let,0,0,0,0,0,0,1
reclaimed,1,0,0,0,0,0,0
line,0,0,0,3,0,0,0
east,0,0,0,1,0,0,0
argue,0,0,0,0,0,0,1
idea,0,0,0,1,0,0,0
encourage,0,0,0,0,0,0,1
dangerous,1,0,0,0,0,0,0
work,0,0,0,0,0,0,1
nature,0,0,0,1,0,0,0
prediction,0,0,0,4,0,0,0
predict,0,0,0,0,0,0,3
accurate,2,0,0,0,0,0,0
enable,0,0,0,0,0,0,1
evacuate,0,0,0,0,0,0,1
monitor,0,0,0,0,0,0,1
condition,0,0,0,1,0,0,0
forecasting,0,0,0,1,0,0,0
vital,1,0,0,0,0,0,0
forecast,0,0,0,1,0,0,0
tell,0,0,0,0,0,0,2
gauge,0,0,0,1,0,0,0
datum,0,0,0,2,0,0,0
information,0,0,0,2,0,0,0
size,0,0,0,1,0,0,0
feed,0,0,0,0,0,0,1
calculate,0,0,0,0,0,0,1
scientist,0,0,0,1,0,0,0
show,0,0,0,0,0,0,1
model,0,0,0,1,0,0,0
issue,0,0,0,0,0,0,1
television,0,0,0,1,0,0,0
radio,0,0,0,1,0,0,0
web,0,0,0,1,0,0,0
site,0,0,0,1,0,0,0
minor,1,0,0,0,0,0,0
inevitable,1,0,0,0,0,0,0
extra,0,0,1,0,0,0,0
expect,0,0,0,0,0,0,1
meteorologist,0,0,0,1,0,0,0
extent,0,0,0,1,0,0,0
satellite,0,0,0,1,0,0,0
sensor,0,0,0,1,0,0,0
detect,0,0,0,0,0,0,1
mark,0,0,0,0,0,0,1
past,0,0,0,1,0,0,0
overall,1,0,0,0,0,0,0
temperature,0,0,0,1,0,0,0
ice,0,0,0,1,0,0,0
cap,0,0,0,1,0,0,0
expand,0,0,0,0,0,0,1
decade,0,0,0,1,0,0,0
casualty,0,0,0,1,0,0,0
overtop,0,0,0,0,0,0,1
