word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
child,0,0,0,0,0,0,0,109,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,0,0,0,31,0
soon,0,0,34,0,0,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,0,189,0
way,0,0,0,0,0,0,0,89,0,0,0,0,0
day,2,0,0,0,0,0,0,46,0,0,0,0,0
year,0,0,0,0,0,0,0,14,0,0,0,0,0
old,28,0,0,0,0,0,0,0,0,0,0,0,0
play,0,0,0,0,0,0,0,3,0,0,0,24,0
garden,0,0,0,0,0,0,0,1,0,0,0,0,0
pluck,0,0,0,0,0,0,0,1,0,0,0,2,0
flower,0,0,0,0,0,0,0,4,0,0,0,0,0
run,0,0,0,0,0,0,0,0,0,0,0,28,0
mother,0,0,0,0,0,0,0,106,0,0,0,0,0
suppose,0,0,0,0,0,0,0,0,0,0,0,12,0
look,0,0,0,0,0,0,0,14,0,0,0,112,0
delightful,4,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,0,0,0,0,0,0,78,0,0,0,0,0
heart,0,0,0,0,0,0,0,20,0,0,0,0,0
cry,0,0,0,0,0,0,0,18,0,0,0,165,0
remain,0,0,0,0,0,0,0,0,0,0,0,10,0
like,4,69,0,0,0,0,0,0,0,0,0,40,0
pass,0,0,0,0,0,0,0,0,0,0,0,32,0
subject,0,0,0,0,0,0,0,5,0,0,0,1,0
henceforth,0,0,2,0,0,0,0,0,0,0,0,0,0
beginning,0,0,0,0,0,0,0,6,0,0,0,0,0
end,0,0,0,0,0,0,0,17,0,0,0,3,0
course,0,0,43,0,0,0,0,25,0,0,0,0,0
live,0,0,0,0,0,0,0,0,0,0,0,22,0
house,0,0,0,0,0,0,0,50,0,0,0,0,0
number,0,0,0,0,0,0,0,5,0,0,0,0,0
street,0,0,0,0,0,0,0,9,0,0,0,0,0
come,0,0,0,0,0,0,0,1,0,0,0,168,0
chief,3,0,0,0,0,0,0,2,0,0,0,0,0
lovely,24,0,0,0,0,0,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,0,36,0,0,0,0,0
romantic,4,0,0,0,0,0,0,0,0,0,0,0,0
mind,0,0,0,0,0,0,0,21,0,0,0,5,0
sweet,14,0,0,0,0,0,0,0,0,0,0,0,0
mocking,3,0,0,0,0,0,0,0,0,0,0,0,0
mouth,0,0,0,0,0,0,0,36,0,0,0,0,0
tiny,5,0,0,0,0,0,0,0,0,0,0,0,0
box,0,0,0,0,0,0,0,6,0,0,0,0,0
puzzling,2,0,0,0,0,0,0,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,0,0,0,10,0
kiss,0,0,0,0,0,0,0,18,0,0,0,2,0
perfectly,0,0,7,0,0,0,0,0,0,0,0,0,0
conspicuous,1,0,0,0,0,0,0,0,0,0,0,0,0
right,18,0,10,0,0,0,0,4,0,0,0,1,0
corner,0,0,0,0,0,0,0,7,0,0,0,0,0
win,0,0,0,0,0,0,0,0,0,0,0,10,0
gentleman,0,0,0,0,0,0,0,8,0,0,0,0,0
boy,0,0,0,0,0,0,0,148,0,0,0,0,0
girl,0,0,0,0,0,0,0,29,0,0,0,0,0
simultaneously,0,0,4,0,0,0,0,0,0,0,0,0,0
love,0,0,0,0,0,0,0,8,0,0,0,22,0
propose,0,0,0,0,0,0,0,0,0,0,0,3,0
take,0,0,0,0,0,0,0,0,0,0,0,44,0
cab,0,0,0,0,0,0,0,4,0,0,0,0,0
nip,0,0,0,0,0,0,0,0,0,0,0,2,0
get,0,0,0,0,0,0,0,0,0,0,0,47,0
innermost,1,0,0,0,0,0,0,0,0,0,0,0,0
time,0,0,0,0,0,0,0,134,0,0,0,1,0
give,0,0,0,0,0,0,0,0,0,0,0,44,0
try,0,0,0,0,0,0,0,2,0,0,0,42,0
think,0,0,0,0,0,0,0,0,0,0,0,146,0
picture,0,0,0,0,0,0,0,1,0,0,0,1,0
go,0,0,0,0,0,0,0,0,0,0,0,111,0
passion,0,0,0,0,0,0,0,7,0,0,0,0,0
slam,0,0,0,0,0,0,0,1,0,0,0,1,0
door,0,0,0,0,0,0,0,24,0,0,0,0,0
boast,0,0,0,0,0,0,0,1,0,0,0,2,0
respect,0,0,0,0,0,0,0,1,0,0,0,3,0
deep,3,0,1,0,0,0,0,0,0,0,0,0,0
one,0,0,0,0,0,0,0,18,0,0,0,0,0
stock,0,0,0,0,0,0,0,3,0,0,0,0,0
share,0,0,0,0,0,0,0,4,0,0,0,1,0
say,0,0,0,0,0,0,0,0,0,0,0,389,0
woman,0,0,0,0,0,0,0,18,0,0,0,0,0
married,6,0,0,0,0,0,0,0,0,0,0,0,0
white,17,0,0,0,0,0,0,2,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,0,23,0
book,0,0,0,0,0,0,0,6,0,0,0,0,0
gleefully,0,0,4,0,0,0,0,0,0,0,0,0,0
game,0,0,0,0,0,0,0,14,0,0,0,0,0
sprout,0,0,0,0,0,0,0,1,0,0,0,0,0
