word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,SCONJ,VERB
advance,0,0,0,0,0,0,0,1
move,0,0,0,0,5,0,0,2
dynamic,0,0,0,0,1,0,0,0
hardly,0,0,2,0,0,0,0,0
mention,0,0,0,0,0,0,0,1
recall,0,0,0,0,0,0,0,1
acrobatic,1,0,0,0,1,0,0,0
aptly,0,0,1,0,0,0,0,0
know,0,0,0,0,0,0,0,10
icon,0,0,0,0,1,0,0,0
owe,0,0,0,0,0,0,0,1
precede,0,0,0,0,0,0,0,1
continue,0,0,0,0,0,0,0,11
legacy,0,0,0,0,1,0,0,0
innovation,0,0,0,0,2,0,0,0
exciting,2,0,0,0,0,0,0,0
fashion,0,0,0,0,1,0,0,0
humble,1,0,0,0,0,0,0,0
beginning,0,0,0,0,1,0,0,0
school,0,0,0,0,23,0,0,0
endure,0,0,0,0,0,0,0,2
immensely,0,0,1,0,0,0,0,0
invention,0,0,0,0,3,0,0,0
original,2,0,0,0,0,0,0,0
character,0,0,0,0,1,0,0,0
stand,0,0,0,0,0,0,0,6
testament,0,0,0,0,1,0,0,0
imagination,0,0,0,0,1,0,0,0
teacher,0,0,0,0,2,0,0,0
dedication,0,0,0,0,1,0,0,0
remarkable,1,0,0,0,0,0,0,0
reinvent,0,0,0,0,0,0,0,1
idea,0,0,0,0,3,0,0,0
skill,0,0,0,0,6,0,0,0
call,0,0,0,0,0,0,0,6
boxball,0,0,0,0,1,0,0,0
training,0,0,0,0,1,0,0,0
ask,0,0,0,0,0,0,0,1
janitor,0,0,0,0,2,0,0,0
hang,0,0,0,0,1,0,0,1
couple,0,0,0,0,1,0,0,0
box,0,0,0,0,2,0,0,0
balcony,0,0,0,0,3,0,0,0
experimental,1,0,0,0,0,0,0,0
unable,2,0,0,0,0,0,0,0
find,0,0,0,0,0,0,0,1
elevated,1,0,0,0,0,0,0,0
goal,0,0,0,0,7,0,0,0
nail,0,0,0,0,0,0,0,1
half,2,0,0,0,9,0,0,0
bushel,0,0,0,0,1,0,0,0
hope,0,0,0,0,1,0,0,0
cure,0,0,0,0,0,0,0,1
doldrum,0,0,0,0,1,0,0,0
grow,0,0,0,0,0,0,0,6
bored,1,0,0,0,0,0,0,0
routine,0,0,0,0,1,0,0,0
gymnastic,0,0,0,0,1,0,0,0
calisthenic,0,0,0,0,1,0,0,0
experiment,0,0,0,0,0,0,0,1
version,0,0,0,0,2,0,0,0
rugby,0,0,0,0,1,0,0,0
lacrosse,0,0,0,0,1,0,0,0
prove,0,0,0,0,0,0,0,3
violent,1,0,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,1
upright,1,0,0,0,0,0,0,0
minimize,0,0,0,0,0,0,0,1
distance,0,0,0,0,1,0,0,0
scoring,0,0,0,0,13,0,0,0
internationally,0,0,1,0,0,0,0,0
popular,1,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,16
creator,0,0,0,0,1,0,0,0
soccer,0,0,0,0,2,0,0,0
range,0,0,0,0,2,0,0,0
rule,0,0,0,0,6,0,0,0
vary,0,0,0,0,0,0,0,2
irregularly,0,0,1,0,0,0,0,0
shape,0,0,0,0,0,0,0,2
attach,0,0,0,0,0,0,0,2
allow,0,0,0,0,0,0,0,4
swat,0,0,0,0,0,0,0,1
decade,0,0,0,0,6,0,0,0
familiar,1,0,0,0,0,0,0,0
equipment,0,0,0,0,1,0,0,0
modern,3,0,0,0,0,0,0,0
establish,0,0,0,0,0,0,0,8
modify,0,0,0,0,0,0,0,1
enhance,0,0,0,0,0,0,0,1
excitement,0,0,0,0,1,0,0,0
dimension,0,0,0,0,2,0,0,0
floor,0,0,0,0,4,0,0,0
foot,0,0,0,0,16,0,0,0
meter,0,0,0,0,18,0,0,0
college,0,0,0,0,20,0,0,0
high,20,0,1,0,1,0,0,0
small,4,0,0,0,0,0,0,0
include,0,0,0,0,0,0,0,10
line,0,0,0,0,7,0,0,0
divide,0,0,0,0,0,0,0,2
midpoint,0,0,0,0,1,0,0,0
center,2,0,0,0,12,0,0,0
circle,0,0,0,0,4,0,0,0
marking,0,0,0,0,2,0,0,0
free,11,0,0,0,0,0,0,1
lane,0,0,0,0,2,0,0,0
inch,0,0,0,0,12,0,0,0
end,0,0,0,0,11,0,0,0
literally,0,0,2,0,0,0,0,0
ladder,0,0,0,0,1,0,0,0
keep,0,0,0,0,0,0,0,1
nearby,1,0,1,0,0,0,0,0
clear,0,0,0,0,0,0,0,1
successful,7,0,0,0,0,0,0,0
metal,0,0,0,0,3,0,0,0
substitute,0,0,0,0,0,0,0,1
pole,0,0,0,0,1,0,0,0
need,0,0,0,0,0,0,0,2
poke,0,0,0,0,0,0,0,1
hole,0,0,0,0,1,0,0,0
rim,0,0,0,0,6,0,0,0
invent,0,0,0,0,0,0,0,1
bag,0,0,0,0,1,0,0,0
braided,1,0,0,0,0,0,0,0
cord,0,0,0,0,2,0,0,0
netting,0,0,0,0,2,0,0,0
release,0,0,0,0,0,0,0,2
pull,0,0,0,0,0,0,0,1
current,1,0,0,0,0,0,0,0
orange,0,0,0,0,1,0,0,0
ring,0,0,0,0,3,0,0,0
centimeter,0,0,0,0,2,0,0,0
diameter,0,0,0,0,1,0,0,0
net,0,0,0,0,1,0,0,0
suspend,0,0,0,0,0,0,0,1
lay,0,0,0,0,0,0,0,3
hardwood,0,0,0,0,1,0,0,0
area,0,0,0,0,4,0,0,0
mark,0,0,0,0,0,0,0,1
restraining,0,0,0,0,1,0,0,0
popularly,0,0,1,0,0,0,0,0
name,0,0,0,0,0,0,0,20
resemblance,0,0,0,0,1,0,0,0
keyhole,0,0,0,0,1,0,0,0
standard,1,0,0,0,2,0,0,0
length,0,0,0,0,2,0,0,0
width,0,0,0,0,1,0,0,0
backboard,0,0,0,0,5,0,0,0
prevent,0,0,0,0,0,0,0,1
sit,0,0,0,0,0,0,0,1
interfere,0,0,0,0,0,0,0,2
important,1,0,0,0,0,0,0,0
factor,0,0,0,0,1,0,0,0
skilled,1,0,0,0,0,0,0,0
shooting,0,0,0,0,6,0,0,0
easier,0,0,1,0,0,0,0,0
rectangular,1,0,0,0,0,0,0,0
rigid,1,0,0,0,0,0,0,0
material,0,0,0,0,1,0,0,0
usually,0,0,2,0,0,0,0,0
glass,0,0,0,0,1,0,0,0
lace,0,0,0,0,0,0,0,1
leather,0,0,0,0,2,0,0,0
laceless,1,0,0,0,0,0,0,0
one,0,0,0,0,1,0,0,0
finally,0,0,1,0,0,0,0,0
mold,0,0,0,0,0,0,0,1
composition,0,0,0,0,1,0,0,0
cover,0,0,0,0,0,0,0,1
inflated,1,0,0,0,0,0,0,0
grippable,1,0,0,0,0,0,0,0
pebble,0,0,0,0,0,0,0,1
surface,0,0,0,0,1,0,0,0
measure,0,0,0,0,0,0,0,1
circumference,0,0,0,0,1,0,0,0
weigh,0,0,0,0,0,0,0,2
ounce,0,0,0,0,1,0,0,0
gram,0,0,0,0,1,0,0,0
typically,0,0,1,0,0,0,0,0
forward,0,0,0,0,5,0,0,0
power,0,0,0,0,1,0,0,0
guard,0,0,0,0,9,0,0,4
give,0,0,0,0,0,0,0,6
total,1,0,0,0,5,0,0,0
substitution,0,0,0,0,2,0,0,0
occur,0,0,0,0,0,0,0,2
collegiate,7,0,0,0,0,0,0,0
referee,0,0,0,0,3,0,0,0
assist,0,0,0,0,10,0,0,1
timekeeper,0,0,0,0,2,0,0,0
scorer,0,0,0,0,6,0,0,0
single,4,0,0,0,0,0,0,0
acceptable,1,0,0,0,0,0,0,0
regulate,0,0,0,0,0,0,0,1
accord,0,0,0,0,0,0,0,1
age,0,0,0,0,6,0,0,0
strength,0,0,0,0,1,0,0,0
minute,0,0,0,0,11,0,0,0
rest,0,0,0,0,2,0,0,1
tie,0,0,0,0,2,0,0,1
overtime,0,0,0,0,3,0,0,0
period,0,0,0,0,6,0,0,0
break,0,0,0,0,1,0,0,7
intermission,0,0,0,0,1,0,0,0
halftime,0,0,0,0,1,0,0,0
plus,0,0,0,1,0,0,0,0
consist,0,0,0,0,0,0,0,1
visit,0,0,0,0,0,0,0,1
choice,0,0,0,0,1,0,0,0
start,0,0,0,0,2,0,0,3
second,7,0,0,0,3,0,0,0
begin,0,0,0,0,0,0,0,10
toss,0,0,0,0,0,0,0,1
oppose,0,0,0,0,0,0,0,5
inside,0,1,1,0,0,0,0,0
jump,0,0,0,0,4,0,0,2
tap,0,0,0,0,0,0,0,2
teammate,0,0,0,0,7,0,0,0
stay,0,0,0,0,0,0,0,3
outside,0,3,0,0,0,0,0,0
dribble,0,0,0,0,2,0,0,6
strive,0,0,0,0,0,0,0,1
outscore,0,0,0,0,0,0,0,1
make,0,0,0,0,0,0,0,7
possible,1,0,0,0,0,0,0,0
field,0,0,0,0,5,0,0,1
count,0,0,0,0,0,0,0,4
unhindered,1,0,0,0,0,0,0,0
pass,0,0,0,0,6,0,0,3
step,0,0,0,0,2,0,0,0
bounce,0,0,0,0,1,0,0,3
touch,0,0,0,0,2,0,0,2
hand,0,0,0,0,4,0,0,1
permit,0,0,0,0,0,0,0,1
lose,0,0,0,0,0,0,0,4
control,0,0,0,0,5,0,0,2
bat,0,0,0,0,0,0,0,1
roll,0,0,0,0,4,0,0,1
direction,0,0,0,0,1,0,0,0
fail,0,0,0,0,0,0,0,1
put,0,0,0,0,0,0,0,1
clock,0,0,0,0,6,0,0,0
display,0,0,0,0,1,0,0,2
require,0,0,0,0,0,0,0,3
contact,0,0,0,0,3,0,0,0
pace,0,0,0,0,2,0,0,0
penalty,0,0,0,0,2,0,0,0
general,2,0,0,0,0,0,0,0
type,0,0,0,0,1,0,0,0
offense,0,0,0,0,4,0,0,0
violation,0,0,0,0,4,0,0,0
foul,0,0,0,0,21,0,0,4
common,4,0,0,0,0,0,0,0
running,0,0,0,0,1,0,0,0
walk,0,0,0,0,0,0,0,1
double,1,0,1,0,0,0,0,0
dribbling,0,0,0,0,2,0,0,0
stop,0,0,0,0,0,0,0,1
restart,0,0,0,0,0,0,0,1
goaltending,0,0,0,0,1,0,0,0
downward,1,0,0,0,0,0,0,0
path,0,0,0,0,1,0,0,0
kick,0,0,0,0,0,0,0,1
intentionally,0,0,1,0,0,0,0,0
case,0,0,0,0,2,0,0,0
punish,0,0,0,0,0,0,0,1
award,0,0,0,0,2,0,0,3
bounds,0,0,0,0,3,0,0,0
main,1,0,0,0,0,0,0,0
layup,0,0,0,0,2,0,0,0
shooter,0,0,0,0,2,0,0,0
close,1,0,0,0,0,0,0,0
rebound,0,0,0,0,8,0,0,4
away,0,0,2,0,0,0,0,0
push,0,0,0,0,1,0,0,1
stride,0,0,0,0,1,0,0,0
standing,0,0,0,0,1,0,0,0
position,0,0,0,0,4,0,0,0
hook,0,0,0,0,5,0,0,0
overhead,0,0,1,0,0,0,0,0
particularly,0,0,2,0,0,0,0,0
effective,2,0,0,0,0,0,0,0
weapon,0,0,0,0,1,0,0,0
difficult,1,0,0,0,0,0,0,0
dunk,0,0,0,0,2,0,0,3
slam,0,0,0,0,3,0,0,1
jam,0,0,0,0,0,0,0,1
personal,7,0,0,0,0,0,0,0
technical,4,0,0,0,0,0,0,0
theoretically,0,0,2,0,0,0,0,0
body,0,0,0,0,2,0,0,0
involvement,0,0,0,0,1,0,0,0
pushing,0,0,0,0,1,0,0,0
pulling,0,0,0,0,1,0,0,0
bumping,0,0,0,0,1,0,0,0
holding,0,0,0,0,1,0,0,0
tripping,0,0,0,0,1,0,0,0
charging,0,0,0,0,1,0,0,0
infraction,0,0,0,0,1,0,0,0
obvious,1,0,0,0,0,0,0,0
intentional,1,0,0,0,0,0,0,0
opponent,0,0,0,0,3,0,0,0
multiple,2,0,0,0,0,0,0,0
official,2,0,0,0,1,0,0,0
penalize,0,0,0,0,0,0,0,1
offend,0,0,0,0,0,0,0,1
act,0,0,0,0,2,0,0,0
miss,0,0,0,0,0,0,0,1
receive,0,0,0,0,0,0,0,11
additional,1,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,5
register,0,0,0,0,0,0,0,1
exceed,0,0,0,0,0,0,0,2
limit,0,0,0,0,2,0,0,2
quarter,0,0,0,0,1,0,0,0
extra,1,0,0,0,0,0,0,0
right,0,0,3,0,1,0,0,0
handle,0,0,0,0,0,0,0,3
nonplayer,0,0,0,0,1,0,0,0
coach,0,0,0,0,14,0,0,4
spectator,0,0,0,0,1,0,0,0
delay,0,0,0,0,0,0,0,1
unsportsman,1,0,0,0,0,0,0,0
tactic,0,0,0,0,1,0,0,0
illegal,2,0,0,0,0,0,0,0
timeout,0,0,0,0,1,0,0,0
member,0,0,0,0,9,0,0,0
midcourt,0,0,0,0,1,0,0,0
different,2,0,0,0,0,0,0,0
style,0,0,0,0,12,0,0,0
well,1,0,4,0,0,0,0,0
motion,0,0,0,0,3,0,0,0
weave,0,0,0,0,0,0,0,1
try,0,0,0,0,0,0,0,4
block,0,0,0,0,0,0,0,4
defender,0,0,0,0,4,0,0,0
pick,0,0,0,0,9,0,0,0
get,0,0,0,0,0,0,0,2
follow,0,0,0,0,0,0,0,9
handler,0,0,0,0,2,0,0,0
able,2,0,0,0,0,0,0,0
prefer,0,0,0,0,0,0,0,3
fast,3,0,0,0,0,0,0,0
emphasize,0,0,0,0,0,0,0,1
defense,0,0,0,0,9,0,0,0
zone,0,0,0,0,5,0,0,0
specific,1,0,0,0,0,0,0,0
combination,0,0,0,0,2,0,0,0
go,0,0,0,0,0,0,0,4
steal,0,0,0,0,3,0,0,1
major,6,0,0,0,0,0,0,0
completely,0,0,1,0,0,0,0,0
origin,0,0,0,0,2,0,0,0
spread,0,0,0,0,0,0,0,2
turn,0,0,0,0,1,0,0,1
century,0,0,0,0,5,0,0,0
instrumental,1,0,0,0,0,0,0,0
develop,0,0,0,0,0,0,0,5
stir,0,0,0,0,0,0,0,1
emotion,0,0,0,0,1,0,0,0
atmosphere,0,0,0,0,1,0,0,0
frequently,0,0,2,0,0,0,0,0
hostile,1,0,0,0,0,0,0,0
chicken,0,0,0,0,1,0,0,0
wire,0,0,0,0,1,0,0,0
cage,0,0,0,0,1,0,0,0
rope,0,0,0,0,1,0,0,0
separate,0,0,0,0,0,0,0,1
practice,0,0,0,0,1,0,0,0
disappear,0,0,0,0,0,0,0,1
refer,0,0,0,0,0,0,0,1
cager,0,0,0,0,1,0,0,0
barnstorm,0,0,0,0,0,0,0,1
impact,0,0,0,0,2,0,0,0
lead,0,0,0,0,0,0,0,34
dominate,0,0,0,0,0,0,0,6
switch,0,0,0,0,0,0,0,2
superior,3,0,0,0,0,0,0,0
passing,0,0,0,0,3,0,0,0
white,1,0,0,0,0,0,0,0
memorable,1,0,0,0,0,0,0,0
clash,0,0,0,0,1,0,0,0
black,4,0,0,0,0,0,0,0
split,0,0,0,0,0,0,0,1
fine,1,0,0,0,0,0,0,0
barnstorming,0,0,0,0,1,0,0,0
era,0,0,0,0,2,0,0,0
season,0,0,0,0,50,0,0,0
win,0,0,0,0,2,0,0,21
consecutive,11,0,0,0,0,0,0,0
squad,0,0,0,0,3,0,0,0
found,0,0,0,0,0,0,0,1
promoter,0,0,0,0,1,0,0,0
exhibition,0,0,0,0,1,0,0,0
ballroom,0,0,0,0,1,0,0,0
handling,0,0,0,0,1,0,0,0
increasingly,0,0,1,0,0,0,0,0
lopsided,1,0,0,0,0,0,0,0
trademark,0,0,0,0,1,0,0,0
comic,1,0,0,0,0,0,0,0
spin,0,0,0,0,0,0,0,1
finger,0,0,0,0,3,0,0,0
head,2,0,0,0,4,0,0,0
blind,2,0,0,0,0,0,0,0
entertaining,1,0,0,0,0,0,0,0
photograph,0,0,0,0,2,0,0,0
composite,0,0,0,0,1,0,0,0
show,0,0,0,0,0,0,0,2
premiere,1,0,0,0,0,0,0,0
merge,0,0,0,0,0,0,0,1
flourish,0,0,0,0,0,0,0,2
large,2,0,0,0,0,0,0,0
brilliant,1,0,0,0,0,0,0,0
dominant,1,0,0,0,0,0,0,0
playing,0,0,0,0,5,0,0,0
influence,0,0,0,0,1,0,0,0
subsequent,1,0,0,0,0,0,0,0
big,2,0,0,0,0,0,0,0
integrate,0,0,0,0,0,0,0,1
african,3,0,0,0,0,0,0,0
unchallenged,1,0,0,0,0,0,0,0
crowd,0,0,0,0,1,0,0,0
collapse,0,0,0,0,0,0,0,1
financial,3,0,0,0,0,0,0,0
burden,0,0,0,0,1,0,0,0
absorb,0,0,0,0,0,0,0,2
select,0,0,0,0,0,0,0,6
pose,0,0,0,0,0,0,0,1
join,0,0,0,0,0,0,0,11
plague,0,0,0,0,0,0,0,1
money,0,0,0,0,2,0,0,0
franchise,0,0,0,0,3,0,0,0
low,1,0,0,0,0,0,0,0
attendance,0,0,0,0,2,0,0,0
decline,0,0,0,0,0,0,0,1
rating,0,0,0,0,1,0,0,0
leadership,0,0,0,0,3,0,0,0
commissioner,0,0,0,0,5,0,0,0
entertainment,0,0,0,0,1,0,0,0
company,0,0,0,0,2,0,0,0
aggressive,1,0,0,0,0,0,0,0
marketing,0,0,0,0,3,0,0,0
highlight,0,0,0,0,0,0,0,1
star,1,0,0,0,7,0,0,2
especially,0,0,1,0,0,0,0,0
salary,0,0,0,0,4,0,0,0
lucrative,1,0,0,0,0,0,0,0
broadcast,0,0,0,0,1,0,0,0
network,0,0,0,0,4,0,0,0
cable,0,0,0,0,4,0,0,0
expand,0,0,0,0,0,0,0,1
festivity,0,0,0,0,1,0,0,0
ceremony,0,0,0,0,1,0,0,0
organize,0,0,0,0,0,0,0,2
eastern,1,0,0,0,0,0,0,0
western,1,0,0,0,0,0,0,0
conference,0,0,0,0,2,0,0,0
division,0,0,0,0,3,0,0,0
comprise,0,0,0,0,0,0,0,4
base,0,0,0,0,0,0,0,2
pack,0,0,0,0,0,0,0,1
launch,0,0,0,0,0,0,0,1
serve,0,0,0,0,0,0,0,5
kind,0,0,0,0,1,0,0,0
farm,0,0,0,0,1,0,0,0
system,0,0,0,0,3,0,0,0
development,0,0,0,0,2,0,0,0
true,1,0,0,0,0,0,0,0
minor,2,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,1
young,4,0,0,0,0,0,0,0
inexperienced,1,0,0,0,0,0,0,0
exist,0,0,0,0,0,0,0,1
vast,1,0,0,0,0,0,0,0
majority,0,0,0,0,3,0,0,0
recruiting,0,0,0,0,1,0,0,0
somewhat,0,0,1,0,0,0,0,0
draft,0,0,0,0,8,0,0,4
straight,0,0,1,0,0,0,0,0
frequency,0,0,0,0,1,0,0,0
institute,0,0,0,0,0,0,0,1
stipulate,0,0,0,0,0,0,0,1
domestic,1,0,0,0,0,0,0,0
eligible,1,0,0,0,0,0,0,0
effect,0,0,0,0,1,0,0,0
spend,0,0,0,0,0,0,0,3
off,0,0,0,0,3,0,0,0
traditional,3,0,0,0,0,0,0,0
schedule,0,0,0,0,1,0,0,0
involve,0,0,0,0,0,0,0,1
late,3,0,1,0,0,0,0,0
good,3,0,0,0,0,0,0,0
seven,0,0,0,0,0,4,0,0
series,0,0,0,0,3,0,0,0
final,3,0,0,0,10,0,0,0
pairing,0,0,0,0,1,0,0,0
stretch,0,0,0,0,0,0,0,1
traditionally,0,0,1,0,0,0,0,0
fill,0,0,0,0,0,0,0,1
spring,0,0,0,0,1,0,0,0
summer,0,0,0,0,2,0,0,0
rise,0,0,0,0,0,0,0,1
annual,2,0,0,0,0,0,0,0
average,0,0,0,0,12,0,0,7
million,0,0,0,0,0,3,0,0
superstar,0,0,0,0,4,0,0,0
earn,0,0,0,0,0,0,0,7
yearly,0,0,1,0,0,0,0,0
cap,0,0,0,0,2,0,0,0
loophole,0,0,0,0,1,0,0,0
circuit,0,0,0,0,2,0,0,0
intercollegiate,2,0,0,0,0,0,0,0
people,0,0,0,0,2,0,0,0
grade,0,0,0,0,1,0,0,0
athletic,2,0,0,0,0,0,0,0
club,0,0,0,0,2,0,0,0
addition,0,0,0,0,4,0,0,0
amateur,1,0,0,0,0,0,0,0
independent,1,0,0,0,0,0,0,0
world,1,0,0,0,6,0,0,0
observe,0,0,0,0,0,0,0,1
decide,0,0,0,0,0,0,0,2
suit,0,0,0,0,1,0,0,0
meet,0,0,0,0,0,0,0,2
similar,1,0,0,0,0,0,0,0
misread,0,0,0,0,0,0,0,1
diagram,0,0,0,0,1,0,0,0
send,0,0,0,0,0,0,0,2
restrict,0,0,0,0,0,0,0,1
mistake,0,0,0,0,1,0,0,0
embrace,0,0,0,0,0,0,0,1
unladylike,1,0,0,0,0,0,0,0
competitive,2,0,0,0,0,0,0,0
limitation,0,0,0,0,1,0,0,0
worry,0,0,0,0,0,0,0,1
health,0,0,0,0,1,0,0,0
compensate,0,0,0,0,0,0,0,1
shorten,0,0,0,0,0,0,0,1
gold,5,0,0,0,6,0,0,0
medal,0,0,0,0,13,0,0,0
hold,0,0,0,0,0,0,0,2
picture,0,0,0,0,0,0,0,1
anthem,0,0,0,0,1,0,0,0
sponsor,0,0,0,0,0,0,0,1
tournament,0,0,0,0,2,0,0,0
crown,0,0,0,0,0,0,0,1
champion,0,0,0,0,1,0,0,0
boost,0,0,0,0,1,0,0,0
law,0,0,0,0,1,0,0,0
ban,0,0,0,0,0,0,0,1
sexual,1,0,0,0,0,0,0,0
discrimination,0,0,0,0,1,0,0,0
educational,1,0,0,0,0,0,0,0
federal,1,0,0,0,0,0,0,0
fund,0,0,0,0,1,0,0,0
opportunity,0,0,0,0,3,0,0,0
scholarship,0,0,0,0,5,0,0,0
run,0,0,0,0,0,0,0,1
