word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB
live,2,0,0,0,0,0,0,0,0,0,50
main,7,0,0,0,0,0,1,0,0,0,0
road,0,0,0,0,0,0,38,0,0,0,0
dip,0,0,0,0,0,0,0,0,0,0,1
little,181,0,3,0,0,0,0,0,0,0,0
hollow,1,0,0,0,0,0,11,0,0,0,0
fringe,0,0,0,0,0,0,0,0,0,0,3
alder,0,0,0,0,0,0,1,0,0,0,0
lady,0,0,0,0,0,0,15,0,0,0,0
eardrop,0,0,0,0,0,0,1,0,0,0,0
traverse,0,0,0,0,0,0,0,0,0,0,1
brook,0,0,0,0,0,0,27,0,0,0,0
source,0,0,0,0,0,0,1,0,0,0,0
away,0,4,44,0,0,0,0,0,0,0,0
wood,0,0,0,0,0,0,21,0,0,0,0
old,43,0,0,0,0,0,0,0,0,0,0
place,0,0,0,0,0,0,47,0,0,0,3
repute,0,0,0,0,0,0,0,0,0,0,1
intricate,1,0,0,0,0,0,0,0,0,0,0
headlong,1,0,0,0,0,0,0,0,0,0,0
early,7,0,1,0,0,0,0,0,0,0,0
course,0,0,16,0,0,0,28,0,0,0,0
dark,22,0,0,0,0,0,2,0,0,0,0
secret,3,0,0,0,0,0,4,0,0,0,0
pool,0,0,0,0,0,0,2,0,0,0,1
cascade,0,0,0,0,0,0,1,0,0,0,0
time,0,0,0,0,0,0,105,0,0,0,1
reach,0,0,0,0,0,0,0,0,0,0,11
quiet,5,0,0,0,0,0,0,0,0,0,0
conduct,0,0,0,0,0,0,1,0,0,0,1
stream,0,0,0,0,0,0,1,0,0,0,3
run,0,0,0,0,0,0,0,0,0,0,33
past,1,9,1,0,0,0,1,0,0,0,0
door,0,0,0,0,0,0,39,0,0,0,0
regard,0,0,0,0,0,0,1,0,0,0,1
decency,0,0,0,0,0,0,1,0,0,0,0
decorum,0,0,0,0,0,0,1,0,0,0,0
probably,0,0,7,0,0,0,0,0,0,0,0
conscious,2,0,0,0,0,0,0,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,0,67
window,0,0,0,0,0,0,39,0,0,0,0
keep,0,0,0,0,0,0,1,0,0,0,16
sharp,6,0,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,0,76,0,0,0,3
pass,0,0,0,0,0,0,0,0,0,0,13
child,0,0,0,0,0,0,107,0,0,0,0
notice,0,0,0,0,0,0,4,0,0,0,10
odd,11,0,0,0,0,0,0,0,0,0,0
rest,0,0,0,0,0,0,4,0,0,0,2
ferret,0,0,0,0,0,0,0,0,0,0,1
wherefore,0,0,0,0,0,0,1,0,0,0,0
thereof,0,0,3,0,0,0,0,0,0,0,0
plenty,0,0,0,0,0,0,3,0,0,0,0
people,0,0,0,0,0,0,49,0,0,0,0
attend,0,0,0,0,0,0,0,0,0,0,5
closely,0,0,2,0,0,0,0,0,0,0,0
neighbor,0,0,0,0,0,0,2,0,0,0,0
business,0,0,0,0,0,0,6,0,0,0,0
dint,0,0,0,0,0,0,1,0,0,0,0
neglect,0,0,0,0,0,0,1,0,0,0,3
capable,2,0,0,0,0,0,0,0,0,0,0
creature,0,0,0,0,0,0,6,0,0,0,0
manage,0,0,0,0,0,0,0,0,0,0,6
concern,0,0,0,0,0,0,1,0,0,0,3
folk,0,0,0,0,0,0,10,0,0,0,0
