word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,SYM,VERB,X
conclusion,0,0,0,0,0,0,6,0,0,0,0,0,0,0
dissertation,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sail,0,0,0,0,0,0,12,0,0,0,0,0,6,0
immediately,0,0,21,0,0,0,0,0,0,0,0,0,0,0
decisive,1,0,0,0,0,0,0,0,0,0,0,0,0,0
minute,2,0,0,0,0,0,27,0,0,0,0,0,0,0
hearing,0,0,0,0,0,0,1,0,0,0,0,0,0,0
intention,0,0,0,0,0,0,1,0,0,0,0,0,0,0
weaken,0,0,0,0,0,0,0,0,0,0,0,0,1,0
argument,0,0,0,0,0,0,5,0,0,0,0,0,0,0
refute,0,0,0,0,0,0,0,0,0,0,0,0,1,0
consider,0,0,0,0,0,0,0,0,0,0,0,0,7,0
wise,4,0,0,0,0,0,0,0,0,0,0,0,0,0
weighty,1,0,0,0,0,0,0,0,0,0,0,0,0,0
deserve,0,0,0,0,0,0,0,0,0,0,0,0,4,0
justly,0,0,5,0,0,0,0,0,0,0,0,0,0,0
entitled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
form,0,0,0,0,0,0,6,0,0,0,0,0,7,0
basis,0,0,0,0,0,0,1,0,0,0,0,0,0,0
research,0,0,0,0,0,0,2,0,0,0,0,0,0,0
submit,0,0,0,0,0,0,0,0,0,0,0,0,5,0
final,2,0,0,0,0,0,0,0,0,0,0,0,0,0
examination,0,0,0,0,0,0,5,0,0,0,0,0,0,0
worth,4,0,0,0,0,0,1,0,0,0,0,0,0,0
incontestable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
uncontested,1,0,0,0,0,0,0,0,0,0,0,0,0,0
answer,0,0,0,0,0,0,5,0,0,0,0,0,13,0
simple,5,0,0,0,0,0,0,0,0,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,0,0,0,20,0
plain,4,0,1,0,0,0,27,0,0,0,0,0,0,0
western,8,0,0,0,0,0,0,0,0,0,0,0,0,0
scene,0,0,0,0,0,0,5,0,0,0,0,0,0,0
shadow,0,0,0,0,0,0,6,0,0,0,0,0,0,0
true,13,0,0,0,0,0,0,0,0,0,0,0,0,0
later,0,0,4,0,0,0,0,0,0,0,0,0,0,0
fit,1,0,0,0,0,0,3,0,0,0,0,0,2,0
approve,0,0,0,0,0,0,0,0,0,0,0,0,2,0
search,0,0,0,0,0,0,18,0,0,0,0,0,4,0
unreservedly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deny,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mistaken,2,0,0,0,0,0,0,0,0,0,0,0,0,0
resume,0,0,0,0,0,0,0,0,0,0,0,0,11,0
human,8,0,0,0,0,0,0,0,0,0,0,0,0,0
persist,0,0,0,0,0,0,0,0,0,0,0,0,1,0
man,0,0,0,0,0,0,105,0,0,0,0,0,0,0
fool,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stop,0,0,0,0,0,0,0,0,0,0,0,0,24,0
mean,0,0,0,0,0,0,14,0,0,0,0,0,15,0
prolong,0,0,0,0,0,0,0,0,0,0,0,0,3,0
confession,0,0,0,0,0,0,2,0,0,0,0,0,0,0
evidently,0,0,6,0,0,0,0,0,0,0,0,0,0,0
theater,0,0,0,0,0,0,1,0,0,0,0,0,0,0
confess,0,0,0,0,0,0,0,0,0,0,0,0,3,0
willingly,0,0,4,0,0,0,0,0,0,0,0,0,0,0
case,0,0,0,0,0,0,7,0,0,0,0,0,0,0
advice,0,0,0,0,0,0,10,0,0,0,0,0,0,0
rely,0,0,0,0,0,0,0,0,0,0,0,0,5,0
successive,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contradictory,1,0,0,0,0,0,0,0,0,0,0,0,0,0
evidence,0,0,0,0,0,0,2,0,0,0,0,0,0,0
country,0,0,0,0,0,0,46,0,0,0,0,0,0,0
equal,5,0,0,0,0,0,0,0,0,0,0,0,1,0
recommence,0,0,0,0,0,0,0,0,0,0,0,0,1,0
silently,0,0,6,0,0,0,0,0,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,0,0,22,0
remark,0,0,0,0,0,0,2,0,0,0,0,0,1,0
actually,0,0,4,0,0,0,0,0,0,0,0,0,0,0
start,0,0,0,0,0,0,1,0,0,0,0,0,28,0
succession,0,0,0,0,0,0,5,0,0,0,0,0,0,0
parallel,1,0,0,0,0,0,19,0,0,0,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,0,0,0,13,0
precise,3,0,0,0,0,0,0,0,0,0,0,0,0,0
indication,0,0,0,0,0,0,4,0,0,0,0,0,0,0
easily,0,0,15,0,0,0,0,0,0,0,0,0,0,0
quickly,0,0,8,0,0,0,0,0,0,0,0,0,0,0
numerous,10,0,0,0,0,0,0,0,0,0,0,0,0,0
happily,0,0,2,0,0,0,0,0,0,0,0,0,0,0
display,0,0,0,0,0,0,0,0,0,0,0,0,5,0
english,22,0,0,0,0,0,0,0,0,0,0,0,0,0
planisphere,0,0,0,0,0,0,2,0,0,0,0,0,0,0
appearance,0,0,0,0,0,0,8,0,0,0,0,0,0,0
terrestrial,2,0,0,0,0,0,0,0,0,0,0,0,0,0
globe,0,0,0,0,0,0,3,0,0,0,0,0,0,0
able,13,0,0,0,0,0,0,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,0,0,35,0
have,0,0,0,0,0,0,0,0,0,0,0,0,11,0
cross,0,0,0,0,0,0,0,0,0,0,0,0,33,0
cut,0,0,0,0,0,0,1,0,0,0,0,0,12,0
island,0,0,0,0,0,0,30,0,0,0,0,0,0,0
maintain,0,0,0,0,0,0,0,0,0,0,0,0,3,0
relate,0,0,0,0,0,0,0,0,0,0,0,0,6,0
examine,0,0,0,0,0,0,0,0,0,0,0,0,19,0
unanimously,0,0,2,0,0,0,0,0,0,0,0,0,0,0
entirely,0,0,9,0,0,0,0,0,0,0,0,0,0,0
group,0,0,0,0,0,0,14,0,0,0,0,0,0,0
route,0,0,0,0,0,0,25,0,0,0,0,0,0,0
survey,0,0,0,0,0,0,2,0,0,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,0,0,0,0,2,0
french,4,0,0,0,0,0,0,0,0,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,0,0,0,0,2,0
touch,0,0,0,0,0,0,0,0,0,0,0,0,6,0
continent,0,0,0,0,0,0,32,0,0,0,0,0,0,0
strain,0,0,0,0,0,0,3,0,0,0,0,0,2,0
text,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,19,0,0,0,0,0,0,0
proof,0,0,0,0,0,0,4,0,0,0,0,0,0,0
unanimous,3,0,0,0,0,0,0,0,0,0,0,0,0,0
approval,0,0,0,0,0,0,2,0,0,0,0,0,0,0
probability,0,0,0,0,0,0,2,0,0,0,0,0,0,0
favor,0,0,0,0,0,0,6,0,0,0,0,0,3,0
extend,0,0,0,0,0,0,0,0,0,0,0,0,3,0
contin,0,0,0,0,0,0,0,0,0,0,0,0,0,1
irrefragably,0,0,1,0,0,0,0,0,0,0,0,0,0,0
refuge,0,0,0,0,0,0,6,0,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,0,0,0,0,2,0
possibility,0,0,0,0,0,0,2,0,0,0,0,0,0,0
investigation,0,0,0,0,0,0,2,0,0,0,0,0,0,0
chime,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rest,0,0,0,0,0,0,22,0,0,0,0,0,4,0
immense,18,0,0,0,0,0,0,0,0,0,0,0,0,0
space,0,0,0,0,0,0,4,0,0,0,0,0,0,0
large,22,0,0,0,0,0,0,0,0,0,0,0,0,0
american,5,0,0,0,0,0,0,0,0,0,0,0,0,0
solitary,5,0,0,0,0,0,0,0,0,0,0,0,0,0
barren,3,0,0,0,0,0,0,0,0,0,0,0,0,0
mark,0,0,0,0,0,0,8,0,0,0,0,0,5,0
map,0,0,0,0,0,0,2,0,0,0,0,0,0,0
trace,0,0,0,0,0,0,15,0,0,0,0,0,0,0
slight,10,0,0,0,0,0,0,0,0,0,0,0,0,0
decide,0,0,0,0,0,0,0,0,0,0,0,0,8,0
australian,47,0,0,0,0,0,0,0,0,0,0,0,0,0
provision,0,0,0,0,0,0,12,0,0,0,0,0,2,0
coal,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ample,2,0,0,0,0,0,0,0,0,0,0,0,0,0
store,0,0,0,0,0,0,6,0,0,0,0,0,1,0
replenish,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stock,0,0,0,0,0,0,10,0,0,0,0,0,0,0
interrupt,0,0,0,0,0,0,0,0,0,0,0,0,11,0
likelihood,0,0,0,0,0,0,2,0,0,0,0,0,0,0
offer,0,0,0,0,0,0,0,0,0,0,0,0,10,0
advisable,5,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,0,0,0,33,0
ascertain,0,0,0,0,0,0,0,0,0,0,0,0,5,0
incredulous,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stick,0,0,0,0,0,0,1,0,0,0,0,0,9,0
idea,0,0,0,0,0,0,11,0,0,0,0,0,0,0
retrace,0,0,0,0,0,0,0,0,0,0,0,0,1,0
step,0,0,0,0,0,0,5,0,0,0,0,0,3,0
suppose,0,0,0,0,0,0,0,0,0,0,0,0,18,0
disappoint,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sanguine,2,0,0,0,0,0,0,0,0,0,0,0,0,0
precaution,0,0,0,0,0,0,7,0,0,0,0,0,0,0
dissuade,0,0,0,0,0,0,0,0,0,0,0,0,1,0
contrary,1,0,0,0,0,0,5,0,0,0,0,0,0,0
steer,0,0,0,0,0,0,0,0,0,0,0,0,3,0
straight,2,0,6,0,0,0,0,0,0,0,0,0,0,0
deck,0,0,0,0,0,0,14,0,0,0,0,0,0,0
overwhelm,0,0,0,0,0,0,0,0,0,0,0,0,2,0
grateful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thank,0,0,0,0,0,0,9,0,0,0,0,0,9,0
shortly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eastward,2,0,1,0,0,0,0,0,0,0,0,0,0,0
sharp,9,0,0,0,0,0,0,0,0,0,0,0,0,0
keel,0,0,0,0,0,0,2,0,0,0,0,0,0,0
rapidly,0,0,6,0,0,0,0,0,0,0,0,0,0,0
wave,0,0,0,0,0,0,19,0,0,0,0,0,1,0
line,0,0,0,0,0,0,8,0,0,0,0,0,0,0
equator,0,0,0,0,0,0,1,0,0,0,0,0,0,0
separate,0,0,0,0,0,0,0,0,0,0,0,0,10,0
correctly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
geographical,2,0,0,0,0,0,0,0,0,0,0,0,0,0
mile,0,0,0,0,0,0,99,0,0,0,0,0,0,0
owe,0,0,0,0,0,0,0,0,0,0,0,0,4,0
earth,0,0,0,0,0,0,5,0,0,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reckon,0,0,0,0,0,0,0,0,0,0,0,0,4,0
distance,0,0,0,0,0,0,12,0,0,0,0,0,2,0
clear,4,0,0,0,0,0,0,0,0,0,0,0,7,0
east,2,0,0,0,0,0,6,0,0,0,0,0,0,0
retard,0,0,0,0,0,0,0,0,0,0,0,0,3,0
motion,0,0,0,0,0,0,3,0,0,0,0,0,0,0
long,35,0,34,0,0,0,0,0,0,0,0,0,0,0
uneasy,6,0,0,0,0,0,0,0,0,0,0,0,0,0
score,0,0,0,0,0,0,4,0,0,0,0,0,0,0
evening,0,0,0,0,0,0,24,0,0,0,0,0,0,0
breeze,0,0,0,0,0,0,8,0,0,0,0,0,0,0
sensibly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lull,0,0,0,0,0,0,2,0,0,0,0,0,1,0
change,0,0,0,0,0,0,3,0,0,0,0,0,9,0
altogether,0,0,5,0,0,0,0,0,0,0,0,0,0,0
fair,5,0,0,0,0,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,0,9,0,0,0,0,0,0,0
calm,6,0,0,0,0,0,4,0,0,0,0,0,2,0
incomparable,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sailor,0,0,0,0,0,0,47,0,0,0,0,0,0,0
ordinary,1,0,0,0,0,0,0,0,0,0,0,0,0,0
life,0,0,0,0,0,0,12,0,0,0,0,0,0,0
absent,5,0,0,0,0,0,0,0,0,0,0,0,0,0
shade,0,0,0,0,0,0,7,0,0,0,0,0,1,0
difference,0,0,0,0,0,0,3,0,0,0,0,0,0,0
element,0,0,0,0,0,0,7,0,0,0,0,0,0,0
dispose,0,0,0,0,0,0,0,0,0,0,0,0,6,0
utmost,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tranquil,4,0,0,0,0,0,0,0,0,0,0,0,0,0
quarter,0,0,0,0,0,0,14,0,0,0,0,0,0,0
spread,0,0,0,0,0,0,0,0,0,0,0,0,7,0
canvas,0,0,0,0,0,0,4,0,0,0,0,0,0,0
lend,0,0,0,0,0,0,0,0,0,0,0,0,4,0
aid,0,0,0,0,0,0,3,0,0,0,0,0,1,0
indefatigable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
steam,0,0,0,0,0,0,6,0,0,0,0,0,0,0
boiler,0,0,0,0,0,0,4,0,0,0,0,0,0,0
condition,0,0,0,0,0,0,7,0,0,0,0,0,0,0
safely,0,0,4,0,0,0,0,0,0,0,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,0,0,0,0,3,0
confidence,0,0,0,0,0,0,7,0,0,0,0,0,0,0
increase,0,0,0,0,0,0,0,0,0,0,0,0,9,0
nearer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
port,0,0,0,0,0,0,11,0,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,0,0,0,0,31,0
berth,0,0,0,0,0,0,1,0,0,0,0,0,0,0
famous,3,0,0,0,0,0,0,0,0,0,0,0,0,0
possession,0,0,0,0,0,0,3,0,0,0,0,0,0,0
book,0,0,0,0,0,0,9,0,0,0,0,0,2,0
occupy,0,0,0,0,0,0,0,0,0,0,0,0,5,0
vacate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
expect,0,0,0,0,0,0,0,0,0,0,0,0,9,0
great,63,0,0,0,0,0,0,0,0,0,0,0,0,0
delight,0,0,0,0,0,0,3,0,0,0,0,0,1,0
arrange,0,0,0,0,0,0,0,0,0,0,0,0,5,0
adorn,0,0,0,0,0,0,0,0,0,0,0,0,3,0
reception,0,0,0,0,0,0,3,0,0,0,0,0,0,0
love,0,0,0,0,0,0,0,0,0,0,0,0,3,0
inmate,0,0,0,0,0,0,2,0,0,0,0,0,0,0
closely,0,0,3,0,0,0,0,0,0,0,0,0,0,0
shut,0,0,0,0,0,0,0,0,0,0,0,0,5,0
work,0,0,0,0,0,0,14,0,0,0,0,0,8,0
morning,0,0,0,0,0,0,22,0,0,0,0,0,0,0
entitle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sublime,4,0,0,0,0,0,0,0,0,0,0,0,0,0
argentine,4,0,0,0,0,0,0,0,0,0,0,0,0,0
repeat,0,0,0,0,0,0,0,0,0,0,0,0,11,0
elegant,3,0,0,0,0,0,0,0,0,0,0,0,0,0
period,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aloud,0,0,2,0,0,0,0,0,0,0,0,0,0,0
commit,0,0,0,0,0,0,0,0,0,0,0,0,4,0
white,6,0,0,0,0,0,0,0,0,0,0,0,0,0
page,0,0,0,0,0,0,3,0,0,0,0,0,0,0
unfaithful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
muse,0,0,0,0,0,0,2,0,0,0,0,0,0,0
history,0,0,0,0,0,0,12,0,0,0,0,0,0,0
invoke,0,0,0,0,0,0,0,0,0,0,0,0,2,0
transport,0,0,0,0,0,0,7,0,0,0,0,0,4,0
divine,3,0,0,0,0,0,0,0,0,0,0,0,1,0
epic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
poetry,0,0,0,0,0,0,1,0,0,0,0,0,0,0
secret,1,0,0,0,0,0,2,0,0,0,0,0,0,0
chaste,2,0,0,0,0,0,0,0,0,0,0,0,0,0
daughter,0,0,0,0,0,0,1,0,0,0,0,0,0,0
slope,0,0,0,0,0,0,6,0,0,0,0,0,1,0
pay,0,0,0,0,0,0,0,0,0,0,0,0,5,0
mythological,1,0,0,0,0,0,0,0,0,0,0,0,0,0
visitant,0,0,0,0,0,0,1,0,0,0,0,0,0,0
forbear,0,0,0,0,0,0,0,0,0,0,0,0,2,0
chinese,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grammar,0,0,0,0,0,0,1,0,0,0,0,0,0,0
perfectly,0,0,9,0,0,0,0,0,0,0,0,0,0,0
smoothly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
leisure,0,0,0,0,0,0,1,0,0,0,0,0,0,0
watch,0,0,0,0,0,0,8,0,0,0,0,0,11,0
attachment,0,0,0,0,0,0,1,0,0,0,0,0,0,0
remain,0,0,0,0,0,0,0,0,0,0,0,0,25,0
silent,8,0,0,0,0,0,0,0,0,0,0,0,0,0
wife,0,0,0,0,0,0,2,0,0,0,0,0,0,0
make,0,0,0,0,0,0,0,0,0,0,0,0,20,0
rapid,7,0,0,0,0,0,1,0,0,0,0,0,0,0
progress,0,0,0,0,0,0,4,0,0,0,0,0,0,0
sight,0,0,0,0,0,0,19,0,0,0,0,0,2,0
fine,10,0,0,0,0,0,0,0,0,0,0,0,0,0
westerly,3,0,0,0,0,0,0,0,0,0,0,0,0,0
dispense,0,0,0,0,0,0,0,0,0,0,0,0,2,0
screw,0,0,0,0,0,0,6,0,0,0,0,0,0,0
water,0,0,0,0,0,0,37,0,0,0,0,0,4,0
bird,0,0,0,0,0,0,16,0,0,0,0,0,0,0
race,0,0,0,0,0,0,5,0,0,0,0,0,0,0
seaweed,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pond,0,0,0,0,0,0,2,0,0,0,0,0,0,0
choke,0,0,0,0,0,0,0,0,0,0,0,0,2,0
debri,0,0,0,0,0,0,2,0,0,0,0,0,0,0
plant,0,0,0,0,0,0,8,0,0,0,0,0,2,0
neighbor,0,0,0,0,0,0,2,0,0,0,0,0,3,0
specially,0,0,2,0,0,0,0,0,0,0,0,0,0,0
navigator,0,0,0,0,0,0,4,0,0,0,0,0,0,0
glide,0,0,0,0,0,0,0,0,0,0,0,0,2,0
prairie,0,0,0,0,0,0,8,0,0,0,0,0,0,0
speed,0,0,0,0,0,0,10,0,0,0,0,0,2,0
slacken,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hour,0,0,0,0,0,0,39,0,0,0,0,0,0,0
break,0,0,0,0,0,0,1,0,0,0,0,0,11,0
land,0,0,0,0,0,0,9,0,0,0,0,0,4,0
ahead,0,0,3,0,0,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,0,15,0,0,0,0,0,0,0
leeward,1,0,0,0,0,0,0,0,0,0,0,0,0,0
exciting,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cry,0,0,0,0,0,0,13,0,0,0,0,0,28,0
speedily,0,0,9,0,0,0,0,0,0,0,0,0,0,0
telescope,0,0,0,0,0,0,5,0,0,0,0,0,0,0
instrument,0,0,0,0,0,0,3,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,0,0,0,5,0
resemble,0,0,0,0,0,0,0,0,0,0,0,0,9,0
cloud,0,0,0,0,0,0,15,0,0,0,0,0,0,0
peak,0,0,0,0,0,0,6,0,0,0,0,0,0,0
indistinctly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
memory,0,0,0,0,0,0,3,0,0,0,0,0,0,0
serve,0,0,0,0,0,0,0,0,0,0,0,0,9,0
eighty,0,0,0,0,0,0,0,3,0,0,0,0,0,0
seven,0,0,0,0,0,0,0,11,0,0,0,0,0,0
thousand,0,0,0,0,0,0,3,7,0,0,0,0,0,0
foot,0,0,0,0,0,0,47,0,0,0,0,0,1,0
high,22,0,3,0,0,0,0,0,0,0,0,0,0,0
visible,8,0,0,0,0,0,0,0,0,0,0,0,0,0
precisely,0,0,2,0,0,0,0,0,0,0,0,0,0,0
lofty,2,0,0,0,0,0,0,0,0,0,0,0,0,0
crag,0,0,0,0,0,0,2,0,0,0,0,0,0,0
horizon,0,0,0,0,0,0,10,0,0,0,0,0,0,0
conical,3,0,0,0,0,0,0,0,0,0,0,0,0,0
black,10,0,0,0,0,0,4,0,0,0,0,0,0,0
bright,6,0,0,0,0,0,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,0,13,0,0,0,0,0,0,0
ablaze,1,0,0,0,0,0,0,0,0,0,0,0,0,0
splendor,0,0,0,0,0,0,2,0,0,0,0,0,0,0
rise,0,0,0,0,0,0,0,0,0,0,0,0,22,0
sun,0,0,0,0,0,0,15,0,0,0,0,0,0,0
rocky,2,0,0,0,0,0,0,0,0,0,0,0,0,0
mass,0,0,0,0,0,0,4,0,0,0,0,0,0,0
summit,0,0,0,0,0,0,2,0,0,0,0,0,0,0
triangle,0,0,0,0,0,0,2,0,0,0,0,0,0,0
incline,0,0,0,0,0,0,0,0,0,0,0,0,4,0
northeast,0,0,0,0,0,0,2,0,0,0,0,0,0,0
situate,0,0,0,0,0,0,0,0,0,0,0,0,3,0
longitude,0,0,0,0,0,0,8,0,0,0,0,0,0,0
west,1,0,1,0,0,0,2,0,0,0,0,0,0,0
meridian,0,0,0,0,0,0,4,0,0,0,0,0,0,0
eighteen,0,0,0,0,0,0,0,4,0,0,0,0,0,0
southwest,0,0,0,0,0,0,1,0,0,0,0,0,0,0
southeast,0,0,1,0,0,0,3,0,0,0,0,0,0,0
complete,3,0,0,0,0,0,0,0,0,0,0,0,7,0
islet,0,0,0,0,0,0,2,0,0,0,0,0,0,0
noon,0,0,0,0,0,0,4,0,0,0,0,0,0,0
landmark,0,0,0,0,0,0,1,0,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,0,0,0,0,7,0
enter,0,0,0,0,0,0,0,0,0,0,0,0,12,0
whaling,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vessel,0,0,0,0,0,0,19,0,0,0,0,0,0,0
quietly,0,0,8,0,0,0,0,0,0,0,0,0,0,0
anchor,0,0,0,0,0,0,7,0,0,0,0,0,2,0
abound,0,0,0,0,0,0,0,0,0,0,0,0,1,0
seal,0,0,0,0,0,0,5,0,0,0,0,0,2,0
marine,1,0,0,0,0,0,0,0,0,0,0,0,0,0
animal,0,0,0,0,0,0,36,0,0,0,0,0,0,0
anchorage,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,29,0,0,0,0,0,0,0
gentleman,0,0,0,0,0,0,12,0,0,0,0,0,0,0
row,0,0,0,0,0,0,3,0,0,0,0,0,2,0
ashore,0,0,2,0,0,0,0,0,0,0,0,0,0,0
beach,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sand,0,0,0,0,0,0,5,0,0,0,0,0,0,0
impalpable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
calcined,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rock,0,0,0,0,0,0,11,0,0,0,0,0,0,0
capital,1,0,0,0,0,0,11,0,0,0,0,0,0,0
consist,0,0,0,0,0,0,0,0,0,0,0,0,5,0
village,0,0,0,0,0,0,8,0,0,0,0,0,0,0
bay,0,0,0,0,0,0,12,0,0,0,0,0,0,0
noisy,6,0,0,0,0,0,0,0,0,0,0,0,0,0
stream,0,0,0,0,0,0,4,0,0,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,0,0,0,3,0
house,0,0,0,0,0,0,26,0,0,0,0,0,0,0
tolerably,0,0,3,0,0,0,0,0,0,0,0,0,0,0
clean,1,0,0,0,0,0,0,0,0,0,0,0,0,0
geometrical,1,0,0,0,0,0,0,0,0,0,0,0,0,0
regularity,0,0,0,0,0,0,2,0,0,0,0,0,0,0
miniature,2,0,0,0,0,0,1,0,0,0,0,0,0,0
town,0,0,0,0,0,0,22,0,0,0,0,0,0,0
hectare,0,0,0,0,0,0,2,0,0,0,0,0,0,0
meadow,0,0,0,0,0,0,4,0,0,0,0,0,0,0
bound,0,0,0,0,0,0,1,0,0,0,0,0,4,0
embankment,0,0,0,0,0,0,3,0,0,0,0,0,0,0
lava,0,0,0,0,0,0,3,0,0,0,0,0,0,0
receive,0,0,0,0,0,0,0,0,0,0,0,0,8,0
governor,0,0,0,0,0,0,1,0,0,0,0,0,0,0
supply,0,0,0,0,0,0,1,0,0,0,0,0,2,0
colony,0,0,0,0,0,0,17,0,0,0,0,0,0,0
inquire,0,0,0,0,0,0,0,0,0,0,0,0,9,0
respect,0,0,0,0,0,0,2,0,0,0,0,0,1,0
name,0,0,0,0,0,0,8,0,0,0,0,0,5,0
unknown,14,0,0,0,0,0,0,0,0,0,0,0,0,0
frequent,3,0,0,0,0,0,0,0,0,0,0,0,5,0
wreck,0,0,0,0,0,0,9,0,0,0,0,0,3,0
strand,0,0,0,0,0,0,0,0,0,0,0,0,2,0
chief,9,0,0,0,0,0,3,0,0,0,0,0,0,0
mast,0,0,0,0,0,0,7,0,0,0,0,0,0,0
event,0,0,0,0,0,0,9,0,0,0,0,0,0,0
comprise,0,0,0,0,0,0,0,0,0,0,0,0,4,0
catalogue,0,0,0,0,0,0,1,0,0,0,0,0,0,0
maritime,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster,0,0,0,0,0,0,6,0,0,0,0,0,0,0
annal,0,0,0,0,0,0,1,0,0,0,0,0,0,0
glean,0,0,0,0,0,0,0,0,0,0,0,0,1,0
information,0,0,0,0,0,0,10,0,0,0,0,0,0,0
duty,0,0,0,0,0,0,6,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,0,0,0,21,0
circuit,0,0,0,0,0,0,2,0,0,0,0,0,0,0
extent,0,0,0,0,0,0,6,0,0,0,0,0,0,0
seventeen,1,0,0,0,0,0,0,2,0,0,0,0,0,0
interim,0,0,0,0,0,0,1,0,0,0,0,0,0,0
walk,0,0,0,0,0,0,1,0,0,0,0,0,14,0
population,0,0,0,0,0,0,3,0,0,0,0,0,0,0
exceed,0,0,0,0,0,0,0,0,0,0,0,0,1,0
inhabitant,0,0,0,0,0,0,6,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,0,0,0,1,0
negro,0,0,0,0,0,0,1,0,0,0,0,0,0,0
palm,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ugliness,0,0,0,0,0,0,1,0,0,0,0,0,0,0
child,0,0,0,0,0,0,28,0,0,0,0,0,0,0
heterogeneous,1,0,0,0,0,0,0,0,0,0,0,0,0,0
household,0,0,0,0,0,0,1,0,0,0,0,0,0,0
disagreeable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
compound,0,0,0,0,0,0,1,0,0,0,0,0,0,0
saxon,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stiffness,0,0,0,0,0,0,1,0,0,0,0,0,0,0
african,1,0,0,0,0,0,0,0,0,0,0,0,0,0
blackness,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nearly,0,0,4,0,0,0,0,0,0,0,0,0,0,0
nightfall,0,0,0,0,0,0,3,0,0,0,0,0,0,0
chatter,0,0,0,0,0,0,2,0,0,0,0,0,1,0
admire,0,0,0,0,0,0,0,0,0,0,0,0,3,0
rich,7,0,0,0,0,0,2,0,0,0,0,0,0,0
side,0,0,0,0,0,0,7,0,0,0,0,0,0,0
street,0,0,0,0,0,0,5,0,0,0,0,0,0,0
wheat,0,0,0,0,0,0,1,0,0,0,0,0,0,0
maize,0,0,0,0,0,0,1,0,0,0,0,0,0,0
crop,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vegetable,0,0,0,0,0,0,1,0,0,0,0,0,0,0
