word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
hear,0,0,0,0,0,0,0,0,0,0,0,20,0
faint,2,0,0,0,0,0,0,0,0,0,0,0,0
bell,0,0,0,0,0,0,0,6,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,0,0,42,0
cow,0,0,0,0,0,0,0,2,0,0,0,0,0
neck,0,0,0,0,0,0,0,3,0,0,0,0,0
bother,0,0,0,0,0,0,0,0,0,0,0,1,0
turn,0,0,0,0,0,0,0,1,0,0,0,23,0
plus,0,0,0,0,1,0,0,0,0,0,0,0,0
kilometer,0,0,0,0,0,0,0,3,0,0,0,0,0
number,0,0,0,0,0,0,0,3,0,0,0,0,0
care,0,0,0,0,0,0,0,1,0,0,0,7,0
come,0,0,0,0,0,0,0,0,0,0,0,58,0
rest,0,0,0,0,0,0,0,4,0,0,0,5,0
stop,0,0,0,0,0,0,0,1,0,0,0,10,0
find,0,0,0,0,0,0,0,0,0,0,0,12,0
shady,1,0,0,0,0,0,0,0,0,0,0,0,0
spot,0,0,0,0,0,0,0,2,0,0,0,0,0
couple,0,0,0,0,0,0,0,2,0,0,0,0,0
minute,0,0,0,0,0,0,0,21,0,0,0,0,0
exhausted,1,0,0,0,0,0,0,0,0,0,0,0,0
declare,0,0,0,0,0,0,0,0,0,0,0,1,0
officially,0,0,1,0,0,0,0,0,0,0,0,0,0
tired,3,0,0,0,0,0,0,0,0,0,0,0,0
young,24,0,0,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,0,19,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,0,0,11,0
old,29,0,0,0,0,0,0,0,0,0,0,0,0
ice,0,0,0,0,0,0,0,21,0,0,0,0,0
cream,0,0,0,0,0,0,0,20,0,0,0,0,0
cart,0,0,0,0,0,0,0,17,0,0,0,0,0
wipe,0,0,0,0,0,0,0,0,0,0,0,2,0
sweat,0,0,0,0,0,0,0,2,0,0,0,0,0
brow,0,0,0,0,0,0,0,2,0,0,0,0,0
ting,0,0,0,0,0,0,0,3,0,0,0,0,0
ring,0,0,0,0,0,0,0,1,0,0,0,3,0
pause,0,0,0,0,0,0,0,1,0,0,0,1,0
momentarily,0,0,1,0,0,0,0,0,0,0,0,0,0
look,0,0,0,0,0,0,0,7,0,0,0,36,0
want,0,0,0,0,0,0,0,0,0,0,0,29,0
buy,0,0,0,0,0,0,0,0,0,0,0,12,0
bro,0,0,0,0,0,0,0,1,0,0,0,0,0
walking,0,0,0,0,0,0,0,1,0,0,0,0,0
