word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
rendezvous,0,0,0,0,0,1,0,0,0,0
cell,0,0,0,0,0,1579,0,0,0,0
simultaneously,0,0,4,0,0,0,0,0,0,0
open,10,0,0,0,0,0,0,0,13,0
door,0,0,0,0,0,1,0,0,0,0
simplicity,0,0,0,0,0,1,0,0,0,0
complexity,0,0,0,0,0,4,0,0,0,0
diversity,0,0,0,0,0,3,0,0,0,0
tiny,6,0,0,0,0,0,0,0,0,0
fundamental,17,0,0,0,0,0,0,0,0,0
unit,0,0,0,0,0,23,0,0,0,0
fill,0,0,0,0,0,0,0,0,8,0
large,59,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,36,0,0,0,0
support,0,0,0,0,0,5,0,0,9,0
life,0,0,0,0,0,32,0,0,0,0
breathe,0,0,0,0,0,0,0,0,1,0
fuel,0,0,0,0,0,0,0,0,5,0
chemical,41,0,0,0,0,24,0,0,0,0
reaction,0,0,0,0,0,69,0,0,0,0
communicate,0,0,0,0,0,0,0,0,4,0
reproduce,0,0,0,0,0,0,0,0,5,0
study,0,0,0,0,0,42,0,0,26,0
minute,3,0,0,0,0,4,0,0,0,0
factory,0,0,0,0,0,1,0,0,0,0
plant,0,0,0,0,0,132,0,0,0,0
animal,1,0,0,0,0,67,0,0,0,0
unravel,0,0,0,0,0,0,0,0,3,0
mystery,0,0,0,0,0,1,0,0,0,0
organism,0,0,0,0,0,104,0,0,0,0
function,0,0,0,0,0,77,0,0,16,0
provide,0,0,0,0,0,0,0,0,39,0
basis,0,0,0,0,0,28,0,0,0,0
development,0,0,0,0,0,53,0,0,0,0
therapy,0,0,0,0,0,18,0,0,0,0
treat,0,0,0,0,0,0,0,0,5,0
debilitate,0,0,0,0,0,0,0,0,1,0
human,62,0,0,0,0,21,0,0,0,0
disease,0,0,0,0,0,62,0,0,0,0
dynamic,5,0,0,0,0,0,0,0,0,0
volume,0,0,0,0,0,7,0,0,0,0
explain,0,0,0,0,0,0,0,0,8,0
structure,0,0,0,0,0,97,0,0,0,0
evolution,0,0,0,0,0,12,0,0,0,0
intricacy,0,0,0,0,0,1,0,0,0,0
versatile,1,0,0,0,0,0,0,0,0,0
adult,10,0,0,0,0,23,0,0,0,0
compose,0,0,0,0,0,0,0,0,42,0
numerous,9,0,0,0,0,0,0,0,0,0
distinct,17,0,0,0,0,0,0,0,0,0
mammal,0,0,0,0,0,7,0,0,0,0
instance,0,0,0,0,0,5,0,0,0,0
different,92,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,140,0,0,0,0
organize,0,0,0,0,0,0,0,0,26,0
tissue,0,0,0,0,0,221,0,0,0,0
contain,0,0,0,0,0,0,0,0,125,0
perform,0,0,0,0,0,0,0,0,17,0
specific,69,0,0,0,0,0,0,0,0,0
example,0,0,0,0,0,81,0,0,0,0
epithelial,21,0,0,0,0,0,0,0,0,0
line,0,0,0,0,0,11,0,0,10,0
small,71,0,0,0,0,0,0,0,0,0
intestine,0,0,0,0,0,9,0,0,0,0
absorb,0,0,0,0,0,0,0,0,16,0
nutrient,0,0,0,0,0,21,0,0,0,0
secrete,0,0,0,0,0,0,0,0,25,0
mucus,0,0,0,0,0,2,0,0,0,0
enzyme,0,0,0,0,0,81,0,0,0,0
differentiate,0,0,0,0,0,0,0,0,32,0
see,0,0,0,0,0,0,0,0,10,0
base,0,0,0,0,0,10,0,0,22,0
internal,33,0,0,0,0,0,0,0,0,0
organization,0,0,0,0,0,12,0,0,0,0
divide,0,0,0,0,0,0,0,0,39,0
main,6,0,0,0,0,0,0,0,0,0
form,0,0,0,0,0,45,0,0,126,0
prokaryote,0,0,0,0,0,28,0,0,0,0
eukaryote,0,0,0,0,0,16,0,0,0,0
size,0,0,0,0,0,17,0,0,1,0
simple,14,0,0,0,0,0,0,0,0,0
lack,0,0,0,0,0,1,0,0,8,0
membrane,0,0,0,0,0,352,0,0,0,0
bind,0,0,0,0,0,0,0,0,91,0
nucleus,0,0,0,0,0,98,0,0,0,0
store,0,0,0,0,0,1,0,0,7,0
