word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,PRON,VERB
situation,0,0,0,0,1,0,0,0
passenger,0,0,0,0,1,0,0,0
train,0,0,0,0,5,0,0,0
mile,0,0,0,0,4,0,0,0
hour,0,0,0,0,4,0,0,0
shoot,0,0,0,0,0,0,0,2
observer,0,0,0,0,5,0,0,0
stand,0,0,0,0,0,0,0,2
track,0,0,0,0,1,0,0,0
sum,0,0,0,0,1,0,0,0
behave,0,0,0,0,0,0,0,3
kilometer,0,0,0,0,2,0,0,0
evidently,0,0,1,0,0,0,0,0
plus,0,0,0,1,0,0,0,0
recast,0,0,0,0,0,0,0,1
stationary,1,0,0,0,0,0,0,0
location,0,0,0,0,1,0,0,0
target,0,0,0,0,1,0,0,0
case,0,0,0,0,3,0,0,0
respectively,0,0,1,0,0,0,0,0
commonsense,1,0,0,0,0,0,0,0
addition,0,0,0,0,2,0,0,0
laser,0,0,0,0,2,0,0,0
beam,0,0,0,0,2,0,0,0
struggle,0,0,0,0,0,0,0,1
solution,0,0,0,0,1,0,0,0
realm,0,0,0,0,1,0,0,0
equation,0,0,0,0,10,0,0,0
true,3,0,0,0,0,0,0,0
absolute,1,0,0,0,0,0,0,0
assume,0,0,0,0,0,0,0,2
identical,2,0,0,0,0,0,0,0
relative,1,0,0,0,0,0,0,0
entity,0,0,0,0,3,0,0,0
material,1,0,0,0,2,0,0,0
approach,0,0,0,0,0,0,0,2
draw,0,0,0,0,0,0,0,1
startling,1,0,0,0,0,0,0,0
contrary,1,0,0,0,0,0,0,0
everyday,4,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,1
slowly,0,0,4,0,0,0,0,0
life,0,0,0,0,2,0,0,0
difference,0,0,0,0,3,0,0,0
unnoticeable,1,0,0,0,0,0,0,0
low,3,0,0,0,0,0,0,0
match,0,0,0,0,0,0,0,2
beautifully,0,0,1,0,0,0,0,0
suppose,0,0,0,0,0,0,0,1
twin,0,0,0,0,3,0,0,0
fly,0,0,0,0,0,0,0,1
distant,1,0,0,0,0,0,0,0
return,0,0,0,0,0,0,0,1
young,1,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,2
strange,1,0,0,0,0,0,0,0
derive,0,0,0,0,0,0,0,1
long,2,0,1,0,0,0,0,0
elegant,1,0,0,0,0,0,0,0
overturn,0,0,0,0,0,0,0,1
missile,0,0,0,0,1,0,0,0
choice,0,0,0,0,1,0,0,0
equivalent,0,0,0,0,1,0,0,0
enormous,1,0,0,0,0,0,0,0
bomb,0,0,0,0,1,0,0,0
split,0,0,0,0,0,0,0,1
afterward,0,0,1,0,0,0,0,0
total,1,0,0,0,0,0,0,0
miss,0,0,0,0,0,0,0,1
convert,0,0,0,0,0,0,0,1
huge,1,0,0,0,0,0,0,0
circumstance,0,0,0,0,1,0,0,0
depart,0,0,0,0,0,0,0,1
significantly,0,0,1,0,0,0,0,0
especially,0,0,1,0,0,0,0,0
arise,0,0,0,0,0,0,0,2
shape,0,0,0,0,1,0,0,0
bend,0,0,0,0,0,0,0,3
difficult,1,0,0,0,0,0,0,0
visualize,0,0,0,0,0,0,0,1
analogy,0,0,0,0,1,0,0,0
insight,0,0,0,0,1,0,0,0
rubber,0,0,0,0,1,0,0,0
sheet,0,0,0,0,4,0,0,0
flat,1,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,2
bowling,0,0,0,0,3,0,0,0
represent,0,0,0,0,0,0,0,1
curve,0,0,0,0,0,0,0,1
create,0,0,0,0,0,0,0,2
cuplike,1,0,0,0,0,0,0,0
depression,0,0,0,0,3,0,0,0
marble,0,0,0,0,5,0,0,0
near,0,1,0,0,0,0,0,0
slope,0,0,0,0,1,0,0,0
sideways,1,0,0,0,0,0,0,0
orbit,0,0,0,0,0,0,0,4
close,0,0,0,0,0,0,0,1
far,0,0,4,0,0,0,0,0
relativistic,1,0,0,0,0,0,0,0
particularly,0,0,1,0,0,0,0,0
helpful,1,0,0,0,0,0,0,0
model,0,0,0,0,5,0,0,0
entire,1,0,0,0,0,0,0,0
regard,0,0,0,0,0,0,0,1
largely,0,0,3,0,0,0,0,0
mistaken,1,0,0,0,0,0,0,0
element,0,0,0,0,2,0,0,0
analyze,0,0,0,0,0,0,0,1
flow,0,0,0,0,2,0,0,3
endure,0,0,0,0,0,0,0,1
sort,0,0,0,0,2,0,0,0
caloric,2,0,0,0,0,0,0,0
constantly,0,0,1,0,0,0,0,0
disprove,0,0,0,0,0,0,0,1
weigh,0,0,0,0,0,0,0,1
hot,7,0,0,0,0,0,0,0
cold,4,0,0,0,0,0,0,0
correspond,0,0,0,0,0,0,0,1
group,0,0,0,0,1,0,0,0
transform,0,0,0,0,0,0,0,1
bullet,0,0,0,0,1,0,0,0
strike,0,0,0,0,0,0,0,2
piece,0,0,0,0,2,0,0,0
wood,0,0,0,0,1,0,0,0
confirm,0,0,0,0,0,0,0,2
satisfactory,1,0,0,0,0,0,0,0
emit,0,0,0,0,0,0,0,4
stimulate,0,0,0,0,0,0,0,2
poker,0,0,0,0,2,0,0,0
plunge,0,0,0,0,0,0,0,1
cool,2,0,0,0,0,0,0,2
warm,1,0,0,0,0,0,0,0
random,1,0,0,0,0,0,0,0
individual,1,0,0,0,0,0,0,0
average,2,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,2
continue,0,0,0,0,0,0,0,3
stop,0,0,0,0,0,0,0,1
bowl,0,0,0,0,2,0,0,0
soup,0,0,0,0,5,0,0,0
counter,0,0,0,0,1,0,0,0
gradually,0,0,1,0,0,0,0,0
cease,0,0,0,0,0,0,0,1
surround,0,0,0,0,0,0,0,1
infinitely,0,0,2,0,0,0,0,0
amount,0,0,0,0,6,0,0,0
german,3,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,1
reradiate,0,0,0,0,0,0,0,1
wavelength,0,0,0,0,7,0,0,0
infrared,3,0,0,0,0,0,0,0
visible,4,0,0,0,0,0,0,0
ultraviolet,1,0,0,0,2,0,0,0
particular,1,0,0,0,0,0,0,0
distribution,0,0,0,0,2,0,0,0
observe,0,0,0,0,0,0,0,1
divisible,1,0,0,0,0,0,0,0
unquestionably,0,0,1,0,0,0,0,0
accurate,3,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,2
indivisible,1,0,0,0,0,0,0,0
rank,0,0,0,0,0,0,0,1
cornerstone,0,0,0,0,1,0,0,0
quanta,0,0,0,0,0,1,0,0
association,0,0,0,0,1,0,0,0
optical,3,0,0,0,0,0,0,0
shadow,0,0,0,0,1,0,0,0
rainbow,0,0,0,0,2,0,0,0
fire,0,0,0,0,1,0,0,0
reflection,0,0,0,0,2,0,0,0
refraction,0,0,0,0,2,0,0,0
bending,0,0,0,0,1,0,0,0
go,0,0,0,0,0,0,0,3
lense,0,0,0,0,1,0,0,0
dutch,2,0,0,0,0,0,0,0
optician,0,0,0,0,1,0,0,0
name,0,0,0,0,0,0,0,1
moon,0,0,0,0,1,0,0,0
sunspot,0,0,0,0,1,0,0,0
rotation,0,0,0,0,1,0,0,0
stride,0,0,0,0,1,0,0,0
biological,1,0,0,0,0,0,0,0
eel,0,0,0,0,1,0,0,0
amber,0,0,0,0,1,0,0,0
fur,0,0,0,0,2,0,0,0
bit,0,0,0,0,1,0,0,0
straw,0,0,0,0,1,0,0,0
occurrence,0,0,0,0,1,0,0,0
sight,0,0,0,0,1,0,0,0
hearing,0,0,0,0,1,0,0,0
interested,1,0,0,0,0,0,0,0
date,0,0,0,0,1,0,0,0
love,0,0,0,0,1,0,0,0
music,0,0,0,0,1,0,0,0
musical,1,0,0,0,0,0,0,0
pitch,0,0,0,0,2,0,0,0
mathematician,0,0,0,0,1,0,0,0
founder,0,0,0,0,2,0,0,0
investigate,0,0,0,0,0,0,0,1
stringed,1,0,0,0,0,0,0,0
roman,1,0,0,0,0,0,0,0
architectural,1,0,0,0,0,0,0,0
engineer,0,0,0,0,1,0,0,0
series,0,0,0,0,1,0,0,0
circular,1,0,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,1
widen,0,0,0,0,0,0,0,1
sphere,0,0,0,0,1,0,0,0
compression,0,0,0,0,2,0,0,0
region,0,0,0,0,2,0,0,0
crowd,0,0,0,0,0,0,0,1
apart,0,0,1,0,0,0,0,0
usual,1,0,0,0,0,0,0,0
guitar,0,0,0,0,1,0,0,0
string,0,0,0,0,1,0,0,0
pluck,0,0,0,0,0,0,0,1
elastic,1,0,0,0,0,0,0,0
neglect,0,0,0,0,0,0,0,1
receive,0,0,0,0,0,0,0,1
attention,0,0,0,0,1,0,0,0
electrify,0,0,0,0,0,0,0,2
silk,0,0,0,0,1,0,0,0
indicate,0,0,0,0,0,0,0,1
repel,0,0,0,0,0,0,0,1
excess,0,0,0,0,2,0,0,0
deficiency,0,0,0,0,2,0,0,0
positive,3,0,0,0,0,0,0,0
negative,6,0,0,0,0,0,0,0
tend,0,0,0,0,0,0,0,1
occur,0,0,0,0,0,0,0,1
discharge,0,0,0,0,1,0,0,0
thunderstorm,0,0,0,0,1,0,0,0
period,0,0,0,0,1,0,0,0
experimenter,0,0,0,0,1,0,0,0
hamper,0,0,0,0,0,0,0,1
unite,0,0,0,0,0,0,0,1
instantly,0,0,1,0,0,0,0,0
announce,0,0,0,0,0,0,0,1
battery,0,0,0,0,1,0,0,0
direct,1,0,0,0,0,0,0,1
current,0,0,0,0,5,0,0,0
invention,0,0,0,0,3,0,0,0
research,0,0,0,0,1,0,0,0
unprecedented,1,0,0,0,0,0,0,0
degree,0,0,0,0,1,0,0,0
break,0,0,0,0,0,0,0,1
dissolve,0,0,0,0,0,0,0,1
process,0,0,0,0,1,0,0,0
electrolysis,0,0,0,0,1,0,0,0
vice,0,0,2,0,0,0,0,0
versa,0,0,2,0,0,0,0,0
highly,0,0,1,0,0,0,0,0
unified,2,0,0,0,0,0,0,0
framework,0,0,0,0,1,0,0,0
theorize,0,0,0,0,0,0,0,2
electromagnetic,6,0,0,0,0,0,0,0
pioneering,1,0,0,0,0,0,0,0
image,0,0,0,0,1,0,0,0
deliberately,0,0,1,0,0,0,0,0
radio,0,0,0,0,3,0,0,0
fit,0,0,0,0,0,0,0,1
microwave,0,0,0,0,1,0,0,0
gamma,0,0,0,0,1,0,0,0
spectrum,0,0,0,0,1,0,0,0
perform,0,0,0,0,0,0,0,2
downward,0,0,1,0,0,0,0,0
rage,0,0,0,0,0,0,0,1
supporter,0,0,0,0,1,0,0,0
bright,1,0,0,0,0,0,0,0
cancel,0,0,0,0,0,0,0,1
darkness,0,0,0,0,1,0,0,0
interference,0,0,0,0,2,0,0,0
convince,0,0,0,0,0,0,0,1
phase,0,0,0,0,1,0,0,0
revive,0,0,0,0,0,0,0,1
drive,0,0,0,0,0,0,0,1
unable,1,0,0,0,0,0,0,0
photoelectric,2,0,0,0,0,0,0,0
solve,0,0,0,0,0,0,0,1
surface,0,0,0,0,1,0,0,0
photon,0,0,0,0,2,0,0,0
directly,0,0,2,0,0,0,0,0
frequency,0,0,0,0,1,0,0,0
wavelike,1,0,0,0,0,0,0,0
sense,0,0,0,0,2,0,0,0
knock,0,0,0,0,0,0,0,1
block,0,0,0,0,1,0,0,0
clear,2,0,0,0,0,0,0,0
free,1,0,0,0,0,0,0,0
conductor,0,0,0,0,1,0,0,0
connect,0,0,0,0,0,0,0,1
electrically,0,0,1,0,0,0,0,0
neutral,1,0,0,0,0,0,0,0
realize,0,0,0,0,0,0,0,2
danish,1,0,0,0,0,0,0,0
positively,0,0,1,0,0,0,0,0
coexist,0,0,0,0,0,0,0,1
orbital,1,0,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,2
stable,1,0,0,0,0,0,0,0
suddenly,0,0,1,0,0,0,0,0
definite,1,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,1
accomplish,0,0,0,0,0,0,0,1
outgrowth,0,0,0,0,1,0,0,0
scale,0,0,0,0,6,0,0,0
impossible,1,0,0,0,0,0,0,0
simultaneously,0,0,1,0,0,0,0,0
position,0,0,0,0,2,0,0,0
associate,0,0,0,0,0,0,0,1
likely,1,0,0,0,0,0,0,0
undulation,0,0,0,0,1,0,0,0
intense,1,0,0,0,0,0,0,0
term,0,0,0,0,1,0,0,0
randomness,0,0,0,0,2,0,0,0
probability,0,0,0,0,3,0,0,0
forefront,0,0,0,0,1,0,0,0
bond,0,0,0,0,1,0,0,0
stabilize,0,0,0,0,0,0,0,1
collapse,0,0,0,0,0,0,0,1
product,0,0,0,0,1,0,0,0
enable,0,0,0,0,0,0,0,1
differently,0,0,1,0,0,0,0,0
unusual,1,0,0,0,0,0,0,0
downright,0,0,1,0,0,0,0,0
bizarre,1,0,0,0,0,0,0,0
conflict,0,0,0,0,0,0,0,1
common,1,0,0,0,0,0,0,0
notion,0,0,0,0,2,0,0,0
course,0,0,0,0,1,0,0,0
famously,0,0,1,0,0,0,0,0
fail,0,0,0,0,0,0,0,1
indeterminacy,0,0,0,0,1,0,0,0
uncertainty,0,0,0,0,1,0,0,0
indisputable,1,0,0,0,0,0,0,0
extraordinarily,0,0,1,0,0,0,0,0
ultimate,1,0,0,0,0,0,0,0
aim,0,0,0,0,1,0,0,0
set,0,0,0,0,3,0,0,0
completely,0,0,1,0,0,0,0,0
achieve,0,0,0,0,0,0,0,1
ambitious,1,0,0,0,0,0,0,0
goal,0,0,0,0,1,0,0,0
notable,1,0,0,0,0,0,0,0
extent,0,0,0,0,1,0,0,0
appear,0,0,0,0,0,0,0,1
start,0,0,0,0,1,0,0,0
nonmicroscopic,1,0,0,0,0,0,0,0
modify,0,0,0,0,0,0,0,1
proton,0,0,0,0,1,0,0,0
neutron,0,0,0,0,1,0,0,0
grapple,0,0,0,0,0,0,0,1
unknown,0,0,0,0,1,0,0,0
rely,0,0,0,0,0,0,0,1
