word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
introduction,0,0,0,0,0,1,0,0,0,0
ancient,6,0,0,0,0,0,0,0,0,0
culture,0,0,0,0,0,4,0,0,0,0
believe,0,0,0,0,0,0,0,0,4,0
star,0,0,0,0,0,505,0,0,0,0
light,29,0,1,0,0,71,0,0,0,0
attach,0,0,0,0,0,0,0,0,2,0
huge,3,0,0,0,0,0,0,0,0,0
dome,0,0,0,0,0,2,0,0,0,0
sky,0,0,0,0,0,24,0,0,0,0
maintain,0,0,0,0,0,0,0,0,3,0
fix,0,0,0,0,0,0,0,0,3,0
position,0,0,0,0,0,11,0,0,0,0
relative,7,0,1,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,16,0
heaven,0,0,0,0,0,4,0,0,0,0
rotate,0,0,0,0,0,0,0,0,8,0
caption,0,0,0,0,0,24,0,0,0,5
approximately,0,0,2,0,0,0,0,0,0,0
core,0,0,0,0,0,41,0,0,0,0
globular,58,0,0,0,0,0,0,0,0,0
cluster,0,0,0,0,0,176,0,0,0,0
capture,0,0,0,0,0,0,0,0,1,0
people,0,0,0,0,0,6,0,0,0,0
imagine,0,0,0,0,0,0,0,0,2,0
pattern,0,0,0,0,0,2,0,0,0,0
group,0,0,0,0,0,18,0,0,1,0
constellation,0,0,0,0,0,27,0,0,0,0
represent,0,0,0,0,0,0,0,0,4,0
animal,0,0,0,0,0,1,0,0,0,0
mythological,1,0,0,0,0,0,0,0,0,0
hero,0,0,0,0,0,1,0,0,0,0
everyday,1,0,0,0,0,0,0,0,0,0
object,0,0,0,0,0,52,0,0,0,0
attribute,0,0,0,0,0,0,0,0,1,0
godlike,1,0,0,0,0,0,0,0,0,0
power,0,0,0,0,0,4,0,0,1,0
worship,0,0,0,0,0,1,0,0,1,0
think,0,0,0,0,0,0,0,0,9,0
motion,0,0,0,0,0,36,0,0,0,0
heavenly,1,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,4,0,0,0,0
correspond,0,0,0,0,0,0,0,0,6,0
foretell,0,0,0,0,0,0,0,0,1,0
event,0,0,0,0,0,9,0,0,0,0
belief,0,0,0,0,0,2,0,0,0,0
share,0,0,0,0,0,0,0,0,2,0
basis,0,0,0,0,0,8,0,0,0,0
astrology,0,0,0,0,0,1,0,0,0,0
practically,0,0,1,0,0,0,0,0,0,0
planet,0,0,0,0,0,14,0,0,0,0
year,0,0,0,0,0,103,0,0,0,0
calendar,0,0,0,0,0,1,0,0,0,0
crucial,3,0,0,0,0,0,0,0,0,0
development,0,0,0,0,0,1,0,0,0,0
agriculture,0,0,0,0,0,1,0,0,0,0
valuable,1,0,0,0,0,0,0,0,0,0
tool,0,0,0,0,0,4,0,0,0,0
navigation,0,0,0,0,0,2,0,0,0,0
especially,0,0,3,0,0,0,0,0,0,0
seafare,0,0,0,0,0,0,0,0,1,0
century,0,0,0,0,0,14,0,0,0,0
scientist,0,0,0,0,0,4,0,0,0,0
determine,0,0,0,0,0,0,0,0,24,0
enormous,10,0,0,0,0,0,0,0,0,0
ball,0,0,0,0,0,3,0,0,0,0
incandescent,1,0,0,0,0,0,0,0,0,0
gas,0,0,0,0,0,76,0,0,0,0
nuclear,10,0,0,0,0,0,0,0,0,0
fusion,0,0,0,0,0,9,0,0,0,0
reaction,0,0,0,0,0,1,0,0,0,0
shine,0,0,0,0,0,0,0,0,14,0
working,0,0,0,0,0,1,0,0,0,0
internal,3,0,0,0,0,0,0,0,0,0
energy,0,0,0,0,0,51,0,0,0,0
justice,0,0,0,0,0,1,0,0,0,0
nature,0,0,0,0,0,10,0,0,0,0
complexity,0,0,0,0,0,1,0,0,0,0
like,0,11,0,0,0,0,0,0,0,0
massive,17,0,0,0,0,0,0,0,0,0
giant,14,0,0,0,0,17,0,0,0,0
doom,0,0,0,0,0,0,0,0,1,0
burn,0,0,0,0,0,0,0,0,10,0
away,0,2,15,0,0,0,0,0,0,0
merely,0,0,3,0,0,0,0,0,0,0
million,0,0,0,0,0,8,23,0,0,0
violent,3,0,0,0,0,0,0,0,0,0
dramatic,1,0,0,0,0,0,0,0,0,0
fate,0,0,0,0,0,2,0,0,0,0
supernova,6,0,0,0,0,20,0,0,0,0
white,35,0,0,0,0,2,0,0,0,0
dwarf,3,0,0,0,0,46,0,0,0,0
neutron,1,0,0,0,0,30,0,0,0,0
black,37,0,0,0,0,0,0,0,0,0
hole,0,0,0,0,0,34,0,0,0,0
go,0,0,0,0,0,0,0,0,1,0
considerable,3,0,0,0,0,0,0,0,0,0
amount,0,0,0,0,0,1,0,0,0,0
matter,0,0,0,0,0,24,0,0,0,0
equal,5,0,0,0,0,0,0,0,2,0
material,0,0,0,0,0,17,0,0,0,0
blast,0,0,0,0,0,0,0,0,1,0
space,0,0,0,0,0,22,0,0,1,0
burst,0,0,0,0,0,5,0,0,0,0
enable,0,0,0,0,0,0,0,0,2,0
explode,0,0,0,0,0,0,0,0,8,0
outshine,0,0,0,0,0,0,0,0,1,0
entire,5,0,0,0,0,0,0,0,0,0
home,0,0,0,0,0,1,0,0,0,0
galaxy,0,0,0,0,0,43,0,0,0,0
characterize,0,0,0,0,0,0,0,0,3,0
tremendous,3,0,0,0,0,0,0,0,0,0
rapid,3,0,0,0,0,0,0,0,0,0
brightening,0,0,0,0,0,1,0,0,0,0
last,0,0,0,0,0,0,0,0,2,0
week,0,0,0,0,0,4,0,0,0,0
follow,0,0,0,0,0,0,0,0,8,0
slow,2,0,2,0,0,0,0,0,5,0
dim,15,0,0,0,0,0,0,0,1,0
