word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PART,PRON,PUNCT,SCONJ,VERB,X
yes,0,0,0,0,0,36,0,0,0,0,0,0,0,0
drunk,22,0,0,0,0,0,4,0,0,0,0,0,0,0
hog,0,0,0,0,0,0,12,0,0,0,0,0,0,0
part,0,0,0,0,0,0,3,0,0,0,0,0,0,0
rule,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fair,3,0,0,0,0,0,0,0,0,0,0,0,0,0
square,2,0,0,0,0,0,1,0,0,0,0,0,1,0
stump,0,0,0,0,0,0,2,0,0,0,0,0,1,0
offer,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pin,0,0,0,0,0,0,2,0,0,0,0,0,0,0
finger,0,0,0,0,0,0,2,0,0,0,0,0,0,0
line,0,0,0,0,0,0,28,0,0,0,0,0,3,0
business,0,0,0,0,0,0,14,0,0,0,0,0,0,0
robbery,0,0,0,0,0,0,2,0,0,0,0,0,0,0
murder,0,0,0,0,0,0,5,0,0,0,0,0,1,0
rob,0,0,0,0,0,0,0,0,0,0,0,0,5,0
cattle,0,0,0,0,0,0,5,0,0,0,0,0,0,0
stuff,0,0,0,0,0,0,10,0,0,0,0,0,2,0
steal,0,0,0,0,0,0,0,0,0,0,0,0,14,0
burglary,0,0,0,0,0,0,1,0,0,0,0,0,0,0
burglar,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sort,0,0,11,0,0,0,3,0,0,0,0,0,0,0
style,0,0,0,0,0,0,7,0,0,0,0,0,0,0
highwayman,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stage,0,0,0,0,0,0,2,0,0,0,0,0,0,0
carriage,0,0,0,0,0,0,1,0,0,0,0,0,0,0
road,0,0,0,0,0,0,13,0,0,0,0,0,0,0
mask,0,0,0,0,0,0,4,0,0,0,0,0,0,0
watch,0,0,0,0,0,0,9,0,0,0,0,0,28,0
certainly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
authority,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,0,0,14,0
ransom,0,0,0,0,0,0,0,0,0,0,0,0,8,0
blame,0,0,0,0,0,0,5,0,0,0,0,0,18,1
muddle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nation,0,0,0,0,0,0,5,0,0,0,0,0,0,0
fellow,0,0,0,0,0,0,12,0,0,0,0,0,0,0
answer,0,0,0,0,0,0,3,0,0,0,0,0,14,0
bothersome,1,0,0,0,0,0,0,0,0,0,0,0,0,0
loose,5,0,1,0,0,0,0,0,0,0,0,0,1,0
guard,0,0,0,0,0,0,4,0,0,0,0,0,0,0
shoot,0,0,0,0,0,0,0,0,0,0,0,0,23,0
peg,0,0,0,0,0,0,3,0,0,0,0,0,0,0
foolishness,0,0,0,0,0,0,5,0,0,0,0,0,0,0
club,0,0,0,0,0,0,1,0,0,0,0,0,0,0
correct,3,0,0,0,0,0,0,0,0,0,0,0,0,0
deal,0,0,0,0,0,0,10,0,0,0,0,0,0,0
sir,0,0,0,0,0,0,16,0,0,0,0,0,0,0
fool,0,0,0,0,0,0,12,0,0,0,0,0,19,0
woman,0,0,0,0,0,0,39,0,0,0,0,0,0,0
ignorant,4,0,0,0,0,0,0,0,0,0,0,0,0,0
polite,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pie,0,0,0,0,0,0,3,0,0,0,0,0,0,0
love,0,0,0,0,0,0,3,0,0,0,0,0,3,0
home,0,0,23,0,0,0,7,0,0,0,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mighty,7,0,36,0,0,0,0,0,0,0,0,0,0,0
cluttered,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ahead,0,0,16,0,0,0,0,0,0,0,0,0,0,0
asleep,18,0,0,0,0,0,0,0,0,0,0,0,0,0
baby,0,0,0,0,0,0,2,0,0,0,0,0,0,0
quiet,10,0,1,0,0,0,1,0,0,0,0,0,1,0
meet,0,0,0,0,0,0,0,0,0,0,0,0,4,0
week,0,0,0,0,0,0,11,0,0,0,0,0,0,0
settle,0,0,0,0,0,0,0,0,0,0,0,0,6,0
fix,0,0,0,0,0,0,4,0,0,0,0,0,18,0
elect,0,0,0,0,0,0,0,0,0,0,0,0,1,0
captain,0,0,0,0,0,0,9,0,0,0,0,0,0,0
second,7,0,0,0,0,0,13,0,0,0,0,0,0,0
clumb,0,0,0,0,0,0,1,0,0,0,0,0,13,0
break,0,0,0,0,0,0,1,0,0,0,0,0,27,0
grease,0,0,0,0,0,0,1,0,0,0,0,0,2,0
clayey,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tired,9,0,0,0,0,0,0,0,0,0,0,0,0,0
going,0,0,0,0,0,0,3,0,0,0,0,0,0,0
morning,0,0,0,0,0,0,19,0,0,0,0,0,0,0
scold,0,0,0,0,0,0,0,0,0,0,0,0,1,0
clay,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sorry,9,0,0,0,0,0,0,0,0,0,0,0,0,0
awhile,0,0,9,0,0,0,0,0,0,0,0,0,0,0
closet,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pray,0,0,0,0,0,0,0,0,0,0,0,0,7,0
fish,0,0,0,0,0,0,14,0,0,0,0,0,3,0
hook,0,0,0,0,0,0,6,0,0,0,0,0,0,0
pork,0,0,0,0,0,0,3,0,0,0,0,0,0,0
silver,3,0,0,0,0,0,2,0,0,0,0,0,0,0
box,0,0,0,0,0,0,4,0,0,0,0,0,0,0
fat,2,0,0,0,0,0,0,0,0,0,0,0,0,0
spiritual,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gift,0,0,0,0,0,0,1,0,0,0,0,0,0,0
help,0,0,0,0,0,0,5,0,0,0,0,0,19,0
include,0,0,0,0,0,0,0,0,0,0,0,0,2,0
worry,0,0,0,0,0,0,0,0,0,0,0,0,4,0
water,0,0,0,0,0,0,57,0,0,0,0,0,1,0
hold,0,0,0,0,0,0,6,0,0,0,0,0,28,0
knock,0,0,0,0,0,0,0,0,0,0,0,0,7,0
judge,0,0,0,0,0,0,13,0,0,0,0,0,36,0
chap,0,0,0,0,0,0,9,0,0,0,0,0,0,0
low,12,0,12,0,0,0,0,0,0,0,0,0,6,0
ornery,4,0,0,0,0,0,0,0,0,0,0,0,0,0
pap,0,0,0,0,0,0,37,0,0,0,0,0,0,1
whale,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sober,5,0,0,0,0,0,0,0,0,0,0,0,0,0
drownde,0,0,0,0,0,0,0,0,0,0,0,0,10,0
man,0,0,0,0,0,0,201,0,0,0,0,0,2,0
size,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ragged,3,0,0,0,0,0,0,0,0,0,0,0,0,0
uncommon,4,0,0,0,0,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,22,0,0,0,0,0,1,0
float,0,0,0,0,0,0,0,0,0,0,0,0,24,0
bury,0,0,0,0,0,0,0,0,0,0,0,0,3,0
bank,0,0,0,0,0,0,43,0,0,0,0,0,1,0
drownded,3,0,0,0,0,0,0,0,0,0,0,0,0,0
dress,0,0,0,0,0,0,3,0,0,0,0,0,10,0
uncomfortable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
month,0,0,0,0,0,0,10,0,0,0,0,0,0,0
resign,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pretend,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hop,0,0,0,0,0,0,0,0,0,0,0,0,3,0
charge,0,0,0,0,0,0,0,0,0,0,0,0,6,0
driver,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cart,0,0,0,0,0,0,2,0,0,0,0,0,0,0
market,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hive,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ingot,0,0,0,0,0,0,1,0,0,0,0,0,0,0
turnip,0,0,0,0,0,0,3,0,0,0,0,0,0,0
julery,0,0,0,0,0,0,1,0,0,0,0,0,0,0
powwow,0,0,0,0,0,0,3,0,0,0,0,0,1,0
profit,0,0,0,0,0,0,1,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,0,0,0,7,0
blaze,0,0,0,0,0,0,0,0,0,0,0,0,3,0
slogan,0,0,0,0,0,0,1,0,0,0,0,0,0,0
news,0,0,0,0,0,0,2,0,0,0,0,0,0,0
spy,0,0,0,0,0,0,2,0,0,0,0,0,0,0
parcel,0,0,0,0,0,0,2,0,0,0,0,0,0,0
spanish,2,0,0,0,0,0,0,0,0,0,0,0,0,0
merchant,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rab,0,0,0,0,0,0,4,0,0,0,0,0,0,0
camp,0,0,0,0,0,0,23,0,0,0,0,0,2,1
elephant,0,0,0,0,0,0,6,0,0,0,0,0,0,0
camel,0,0,0,0,0,0,3,0,0,0,0,0,0,0
sumter,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mule,0,0,0,0,0,0,1,0,0,0,0,0,0,0
load,0,0,0,0,0,0,2,0,0,0,0,0,3,0
soldier,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ambuscade,0,0,0,0,0,0,2,0,0,0,0,0,0,0
scoop,0,0,0,0,0,0,1,0,0,0,0,0,1,0
slick,3,0,0,0,0,0,0,0,0,0,0,0,1,0
sword,0,0,0,0,0,0,5,0,0,0,0,0,0,0
gun,0,0,0,0,0,0,43,0,0,0,0,0,0,0
scour,0,0,0,0,0,0,0,0,0,0,0,0,3,0
lath,0,0,0,0,0,0,2,0,0,0,0,0,0,0
broomstick,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rot,0,0,0,0,0,0,0,0,0,0,0,0,2,0
worth,11,0,0,0,0,0,2,0,0,0,0,0,0,0
mouthful,0,0,0,0,0,0,1,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,0,0,0,15,0
crowd,0,0,0,0,0,0,15,0,0,0,0,0,4,0
word,0,0,0,0,0,0,26,0,0,0,0,0,0,0
rush,0,0,0,0,0,0,1,0,0,0,0,0,5,0
school,0,0,0,0,0,0,16,0,0,0,0,0,0,0
picnic,0,0,0,0,0,0,2,0,0,0,0,0,0,0
primer,0,0,0,0,0,0,1,0,0,0,0,0,0,0
class,0,0,0,0,0,0,2,0,0,0,0,0,0,0
bust,0,0,0,0,0,0,1,0,0,0,0,0,11,0
chase,0,0,0,0,0,0,0,0,0,0,0,0,7,0
child,0,0,0,0,0,0,14,0,0,0,0,0,0,0
hollow,0,0,0,0,0,0,1,0,0,0,0,0,0,0
doughnut,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jam,0,0,0,0,0,0,1,0,0,0,0,0,3,0
doll,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hymn,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tract,0,0,0,0,0,0,1,0,0,0,0,0,0,0
teacher,0,0,0,0,0,0,1,0,0,0,0,0,0,0
drop,0,0,0,0,0,0,0,0,0,0,0,0,27,0
enchantment,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hundred,0,0,0,0,0,0,3,0,0,0,0,0,0,0
treasure,0,0,0,0,0,0,1,0,0,0,0,0,0,0
enemy,0,0,0,0,0,0,2,0,0,0,0,0,0,0
magician,0,0,0,0,0,0,3,0,0,0,0,0,0,0
infant,0,0,0,0,0,0,3,0,0,0,0,0,0,0
spite,0,0,0,0,0,0,1,0,0,0,0,0,1,0
numskull,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genie,0,0,0,0,0,0,4,0,0,0,0,0,0,0
hash,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tall,8,0,0,0,0,0,0,0,0,0,0,0,0,0
church,0,0,0,0,0,0,7,0,0,0,0,0,0,0
rub,0,0,0,0,0,0,0,0,0,0,0,0,7,0
tin,0,0,0,0,0,0,13,0,0,0,0,0,0,0
lamp,0,0,0,0,0,0,5,0,0,0,0,0,0,0
iron,0,0,0,0,0,0,5,0,0,0,0,0,0,0
thunder,0,0,0,0,0,0,4,0,0,0,0,0,2,0
lightning,0,0,0,0,0,0,11,0,0,0,0,0,0,0
rip,0,0,0,0,0,0,2,0,0,0,0,0,12,0
roll,0,0,0,0,0,0,1,0,0,0,0,0,14,0
shot,0,0,0,0,0,0,7,0,0,0,0,0,0,0
tower,0,0,0,0,0,0,2,0,0,0,0,0,0,0
belt,0,0,0,0,0,0,1,0,0,0,0,0,2,0
superintendent,0,0,0,0,0,0,1,0,0,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,0,0,0,9,0
palace,0,0,0,0,0,0,6,0,0,0,0,0,0,0
fill,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chewing,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gum,0,0,0,0,0,0,1,0,0,0,0,0,0,0
emperor,0,0,0,0,0,0,1,0,0,0,0,0,0,0
daughter,0,0,0,0,0,0,6,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sun,0,0,0,0,0,0,16,0,0,0,0,0,1,0
waltz,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pack,0,0,0,0,0,0,2,0,0,0,0,0,2,0
flathead,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stead,0,1,0,0,0,0,4,0,0,0,0,0,0,0
rubbing,0,0,0,0,0,0,1,0,0,0,0,0,0,0
climb,0,0,0,0,0,0,0,0,0,0,0,0,3,0
shucks,0,0,0,0,0,2,0,0,0,0,0,0,0,0
perfect,2,0,1,0,0,0,0,0,0,0,0,0,0,0
saphead,0,0,0,0,0,0,1,0,0,0,0,0,0,0
calculate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sell,0,0,0,0,0,0,0,0,0,0,0,0,14,0
winter,0,0,0,0,0,0,2,0,0,0,0,0,0,0
spell,0,0,0,0,0,0,1,0,0,0,0,0,5,0
multiplication,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thirty,0,0,0,0,0,0,0,13,0,0,0,0,0,0
mathematic,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hookey,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hiding,0,0,0,0,0,0,3,0,0,0,0,0,0,0
cheer,0,0,0,0,0,0,1,0,0,0,0,0,1,0
raspy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tight,0,0,2,0,0,0,0,0,0,0,0,0,0,0
weather,0,0,0,0,0,0,7,0,0,0,0,0,0,0
one,0,0,0,0,0,0,7,0,0,0,0,0,0,0
bit,0,0,0,0,0,0,12,0,0,0,0,0,0,0
slow,10,0,12,0,0,0,0,0,0,0,0,0,0,0
satisfactory,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ashamed,3,0,0,0,0,0,0,0,0,0,0,0,0,0
salt,0,0,0,0,0,0,2,0,0,0,0,0,0,0
cellar,0,0,0,0,0,0,1,0,0,0,0,0,0,0
breakfast,0,0,0,0,0,0,17,0,0,0,0,0,0,0
reach,0,0,0,0,0,0,6,0,0,0,0,0,3,0
quick,1,0,14,0,0,0,0,0,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,0,21,0
left,13,0,0,0,0,0,0,0,0,0,0,0,0,0
mess,0,0,0,0,0,0,2,0,0,0,0,0,0,0
worried,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shaky,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spirited,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stile,0,0,0,0,0,0,2,0,0,0,0,0,0,0
board,0,0,0,0,0,0,7,0,0,0,0,0,0,0
inch,0,0,0,0,0,0,7,0,0,0,0,0,0,0
snow,0,0,0,0,0,0,3,0,0,0,0,0,0,0
quarry,0,0,0,0,0,0,1,0,0,0,0,0,0,0
funny,3,0,0,0,0,0,0,0,0,0,0,0,0,0
curious,5,0,0,0,0,0,0,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,0,0,14,0
boot,0,0,0,0,0,0,7,0,0,0,0,0,0,0
heel,0,0,0,0,0,0,8,0,0,0,0,0,2,0
shin,0,0,0,0,0,0,2,0,0,0,0,0,4,0
breath,0,0,0,0,0,0,10,0,0,0,0,0,0,0
yearly,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fortune,0,0,0,0,0,0,3,0,0,0,0,0,0,0
invest,0,0,0,0,0,0,0,0,0,0,0,0,1,0
spend,0,0,0,0,0,0,0,0,0,0,0,0,4,0
nuth,1,0,0,0,0,0,0,0,0,0,0,0,0,0
surprised,3,0,0,0,0,0,0,0,0,0,0,0,0,0
question,0,0,0,0,0,0,7,0,0,0,0,0,0,0
puzzled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
study,0,0,0,0,0,0,1,0,0,0,0,0,7,0
oho,0,0,0,0,0,1,0,0,0,0,0,0,0,0
property,0,0,0,0,0,0,3,0,0,0,0,0,0,0
consideration,0,0,0,0,0,0,1,0,0,0,0,0,0,0
buy,0,0,0,0,0,0,0,0,0,0,0,0,10,0
ball,0,0,0,0,0,0,12,0,0,0,0,0,0,0
fist,0,0,0,0,0,0,3,0,0,0,0,0,0,0
fourth,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stomach,0,0,0,0,0,0,3,0,0,0,0,0,0,0
magic,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spirit,0,0,0,0,0,0,9,0,0,0,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,0,0,0,32,0
floor,0,0,0,0,0,0,20,0,0,0,0,0,1,0
solid,12,0,0,0,0,0,0,0,0,0,0,0,0,0
act,0,0,0,0,0,0,2,0,0,0,0,0,6,0
counterfeit,1,0,0,0,0,0,0,0,0,0,0,0,0,0
quarter,0,0,0,0,0,0,15,0,0,0,0,0,0,0
brass,0,0,0,0,0,0,8,0,0,0,0,0,0,0
nohow,0,0,2,0,0,0,0,0,0,0,0,0,0,0
greasy,5,0,0,0,0,0,0,0,0,0,0,0,0,0
difference,0,0,0,0,0,0,10,0,0,0,0,0,0,0
smell,0,0,0,0,0,0,0,0,0,0,0,0,4,0
bite,0,0,0,0,0,0,3,0,0,0,0,0,8,0
manage,0,0,0,0,0,0,0,0,0,0,0,0,4,0
split,2,0,0,0,0,0,0,0,0,0,0,0,2,0
raw,1,0,0,0,0,0,0,0,0,0,0,0,0,0
irish,1,0,0,0,0,0,0,0,0,0,0,0,0,0
potato,0,0,0,0,0,0,2,0,0,0,0,0,0,0
forgot,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ole,13,0,0,0,0,0,1,0,0,0,0,0,0,3
doan,0,0,0,2,0,0,0,0,2,0,0,0,13,1
yit,0,0,0,0,0,0,0,0,0,7,0,0,0,0
spec,0,0,0,0,0,0,0,0,0,0,0,0,6,0
den,0,2,0,0,1,1,6,0,0,0,1,0,0,6
res,0,0,0,0,0,0,0,0,0,0,0,0,2,1
angel,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hoverin,0,0,0,0,0,0,0,0,0,0,0,0,1,0
roun,0,2,0,0,0,0,0,0,0,0,0,0,4,2
white,29,0,0,0,0,0,5,0,0,0,0,0,0,0
shiny,4,0,0,0,0,0,0,0,0,0,0,0,0,0
black,31,0,0,0,0,0,1,0,0,0,0,0,0,0
git,0,0,0,0,0,0,0,0,0,0,0,0,38,0
sail,0,0,0,0,0,0,0,0,0,0,0,0,2,0
considable,3,0,0,0,0,0,0,0,0,0,0,0,0,1
life,0,0,0,0,0,0,16,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hurt,2,0,0,0,0,0,0,0,0,0,0,0,12,0
gal,0,0,0,0,0,0,2,0,0,0,0,0,0,0
flyin,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fust,0,0,0,0,0,0,0,0,0,0,0,0,0,3
fum,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kase,0,3,0,0,0,0,0,0,0,0,0,0,0,2
bill,0,0,0,0,0,0,14,0,0,0,0,0,0,0
dat,0,6,0,0,61,0,1,0,0,2,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,0,0,0,2,0
self,0,0,0,0,0,0,6,0,0,0,0,0,0,0
shut,0,0,0,0,0,0,0,0,0,0,0,0,10,0
tan,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mistake,0,0,0,0,0,0,4,0,0,0,0,0,1,0
jolt,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hitch,0,0,0,0,0,0,0,0,0,0,0,0,5,0
unexpected,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bothre,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tangled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vine,0,0,0,0,0,0,7,0,0,0,0,0,0,0
gray,11,0,0,0,0,0,2,0,0,0,0,0,0,0
whisker,0,0,0,0,0,0,3,0,0,0,0,0,0,0
color,0,0,0,0,0,0,2,0,0,0,0,0,0,0
flesh,0,0,0,0,0,0,1,0,0,0,0,0,0,0
toad,0,0,0,0,0,0,1,0,0,0,0,0,0,0
belly,0,0,0,0,0,0,1,0,0,0,0,0,0,0
toe,0,0,0,0,0,0,3,0,0,0,0,0,0,0
slouch,0,0,0,0,0,0,4,0,0,0,0,0,0,0
lid,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tilt,0,0,0,0,0,0,0,0,0,0,0,0,4,0
starchy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bug,0,0,0,0,0,0,2,0,0,0,0,0,2,0
lip,0,0,0,0,0,0,2,0,0,0,0,0,0,0
frill,0,0,0,0,0,0,4,0,0,0,0,0,0,0
educate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
meddle,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hey,0,0,0,0,0,4,0,0,0,0,0,0,0,0
shovel,0,0,0,0,0,0,2,0,0,0,0,0,0,0
looky,0,0,0,0,0,2,0,0,0,0,0,0,9,0
air,0,0,0,0,0,0,11,0,0,0,0,0,0,0
lemme,0,0,0,0,0,0,0,0,0,0,0,0,2,2
catch,0,0,0,0,0,0,0,0,0,0,0,0,25,0
mother,0,0,0,0,0,0,5,0,0,0,0,0,0,0
nuther,0,0,0,0,0,0,6,0,0,0,0,0,0,0
swell,0,0,0,0,0,0,0,0,0,0,0,0,3,0
war,0,0,0,0,0,0,3,0,0,0,0,0,0,0
whack,0,0,0,0,0,0,2,0,0,0,0,0,2,0
doubt,0,0,0,0,0,0,2,0,0,0,0,0,0,0
put,0,0,0,0,0,0,0,0,0,0,0,0,9,0
smarty,0,0,0,0,0,0,1,0,0,0,0,0,0,0
religion,0,0,0,0,0,0,1,0,0,0,0,0,0,0
blue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
yall,1,0,0,0,0,0,0,0,0,0,0,0,0,0
picture,0,0,0,0,0,0,19,0,0,0,0,0,0,0
cow,0,0,0,0,0,0,12,0,0,0,0,0,0,0
lesson,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cowhide,0,0,0,0,0,0,2,0,0,0,0,0,1,0
mumble,0,0,0,0,0,0,1,0,0,0,0,0,1,0
growl,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sweet,10,0,1,0,0,0,0,0,0,0,0,0,0,0
scent,0,0,0,0,0,0,1,0,0,0,0,0,1,0
dandy,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bedclothe,0,0,0,0,0,0,1,0,0,0,0,0,0,0
carpet,0,0,0,0,0,0,6,0,0,0,0,0,0,0
bet,0,0,0,0,0,0,0,0,0,0,0,0,13,0
gimme,0,0,0,0,0,0,0,0,0,0,0,0,4,0
sass,0,0,0,0,0,0,1,0,0,0,0,0,2,0
bein,0,0,0,0,0,0,0,0,0,0,0,0,2,0
morrow,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pungle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reason,0,0,0,0,0,0,4,0,0,0,0,0,0,0
pocket,0,0,0,0,0,0,5,0,0,0,0,0,0,0
shell,0,0,0,0,0,0,0,0,0,0,0,0,1,0
whisky,0,0,0,0,0,0,13,0,0,0,0,0,0,0
drink,0,0,0,0,0,0,1,0,0,0,0,0,7,0
cuss,0,0,0,0,0,0,2,0,0,0,0,0,10,0
bullyrag,0,0,0,0,0,0,0,0,0,0,0,0,1,0
law,0,0,0,0,0,0,11,0,0,0,0,0,0,0
force,0,0,0,0,0,0,0,0,0,0,0,0,1,0
court,0,0,0,0,0,0,5,0,0,0,0,0,1,0
guardian,0,0,0,0,0,0,2,0,0,0,0,0,0,0
interfere,0,0,0,0,0,0,0,0,0,0,0,0,1,0
separate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
druther,0,0,3,0,0,0,0,0,0,0,0,0,0,0
quit,0,0,0,0,0,0,0,0,0,0,0,0,9,0
please,0,0,0,0,0,0,0,0,0,0,0,0,1,0
raise,0,0,0,0,0,0,2,0,0,0,0,0,23,0
borrow,0,0,0,0,0,0,0,0,0,0,0,0,12,0
blow,0,0,0,0,0,0,0,0,0,0,0,0,10,0
whoop,0,0,0,0,0,0,7,0,0,0,0,0,7,0
carry,0,0,0,0,0,0,0,0,0,0,0,0,9,0
pan,0,0,0,0,0,0,7,0,0,0,0,0,0,0
midnight,0,0,0,0,0,0,6,0,0,0,0,0,0,0
jail,0,0,0,0,0,0,1,0,0,0,0,0,3,0
boss,0,0,0,0,0,0,5,0,0,0,0,0,0,0
warm,4,0,0,0,0,0,0,0,0,0,0,0,1,0
nice,12,0,0,0,0,0,0,0,0,0,0,0,0,0
dinner,0,0,0,0,0,0,14,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,0,0,0,7,0
temperance,0,0,0,0,0,0,2,0,0,0,0,0,0,0
leaf,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hope,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hug,0,0,0,0,0,0,0,0,0,0,0,0,3,0
wife,0,0,0,0,0,0,6,0,0,0,0,0,0,0
misunderstand,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sympathy,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bedtime,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rise,0,0,0,0,0,0,4,0,0,0,0,0,5,0
gentleman,0,0,0,0,0,0,15,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,15,0,0,0,0,0,0,0
afeard,1,0,0,0,0,0,2,0,0,0,0,0,0,2
kiss,0,0,0,0,0,0,0,0,0,0,0,0,4,0
pledge,0,0,0,0,0,0,1,0,0,0,0,0,0,0
holy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
record,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spare,2,0,0,0,0,0,0,0,0,0,0,0,0,0
powerful,10,0,1,0,0,0,0,0,0,0,0,0,0,0
thirsty,1,0,0,0,0,0,0,0,0,0,0,0,0,0
porch,0,0,0,0,0,0,3,0,0,0,0,0,0,0
roof,0,0,0,0,0,0,4,0,0,0,0,0,2,0
stanchion,0,0,0,0,0,0,1,0,0,0,0,0,0,0
trade,0,0,0,0,0,0,1,0,0,0,0,0,3,0
coat,0,0,0,0,0,0,8,0,0,0,0,0,1,0
jug,0,0,0,0,0,0,9,0,0,0,0,0,0,0
rod,0,0,0,0,0,0,2,0,0,0,0,0,0,0
daylight,0,0,0,0,0,0,19,0,0,0,0,0,0,0
fiddler,0,0,0,0,0,0,1,0,0,0,0,0,0,0
arm,0,0,0,0,0,0,21,0,0,0,0,0,0,0
freeze,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sounding,0,0,0,0,0,0,1,0,0,0,0,0,0,0
navigate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sore,2,0,0,0,0,0,0,0,0,0,0,0,0,0
reform,0,0,0,0,0,0,0,0,0,0,0,0,1,0
