word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
present,0,0,0,0,0,0,9,0,0,0
say,0,0,0,0,0,0,0,0,0,392
crossly,0,0,3,0,0,0,0,0,0,0
awful,8,0,0,0,0,0,0,0,0,0
poor,11,0,0,0,0,0,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,5
look,0,0,0,0,0,0,8,0,0,70
old,50,0,0,0,0,0,0,0,0,0
dress,0,0,0,0,0,0,18,0,0,4
right,15,0,2,0,0,0,0,0,0,0
girl,0,0,0,0,0,0,57,0,0,0
pretty,12,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,30,0,0,0
little,39,0,2,0,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,0,29
gently,0,0,9,0,0,0,0,0,0,0
young,36,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,33,0,0,0
round,0,6,3,0,0,0,0,0,0,0
fire,0,0,0,0,0,0,13,0,0,0
cheer,0,0,0,0,0,0,0,0,0,7
think,0,0,0,0,0,0,0,0,0,56
sadly,0,0,3,0,0,0,0,0,0,0
long,15,0,5,0,0,0,0,0,0,0
time,0,0,0,0,0,0,28,0,0,0
silently,0,0,2,0,0,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,0,10
away,0,1,30,0,0,0,0,0,0,0
war,0,0,0,0,0,0,3,0,0,0
spend,0,0,0,0,0,0,0,0,0,4
money,0,0,0,0,0,0,15,0,0,0
man,0,0,0,0,0,0,27,0,0,0
fight,0,0,0,0,0,0,0,0,0,2
expect,0,0,0,0,0,0,0,0,0,10
dollar,0,0,0,0,0,0,3,0,0,0
help,0,0,0,0,0,0,1,0,0,21
army,0,0,0,0,0,0,3,0,0,0
let,0,0,0,0,0,0,0,0,0,20
buy,0,0,0,0,0,0,0,0,0,5
want,0,0,0,0,0,0,0,0,0,44
fun,1,0,0,0,0,0,10,0,0,0
work,0,0,0,0,0,0,9,0,0,12
hard,10,0,12,0,0,0,0,0,0,0
earn,0,0,0,0,0,0,0,0,0,4
teach,0,0,0,0,0,0,0,0,0,6
child,0,0,0,0,0,0,14,0,0,0
shut,0,0,0,0,0,0,0,0,0,5
day,0,0,0,0,0,0,38,0,0,0
terrible,4,0,0,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,19,0,0,0
give,0,0,0,0,0,0,0,0,0,12
different,4,0,0,0,0,0,0,0,0,0
order,0,0,0,0,0,0,2,0,0,2
second,1,0,0,0,0,0,2,0,0,0
wash,0,0,0,0,0,0,0,0,0,2
cup,0,0,0,0,0,0,4,0,0,0
plate,0,0,0,0,0,0,4,0,0,0
keep,0,0,0,0,0,0,0,0,0,5
tidy,5,0,0,0,0,0,0,0,0,1
bad,11,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,0,4,0,0,0
hand,0,0,0,0,0,0,24,0,0,0
tired,7,0,0,0,0,0,0,0,0,0
play,0,0,0,0,0,0,10,0,0,19
music,0,0,0,0,0,0,10,0,0,0
school,0,0,0,0,0,0,4,0,0,0
laugh,0,0,0,0,0,0,0,0,0,28
cruel,3,0,0,0,0,0,0,0,0,0
father,0,0,0,0,0,0,17,0,0,0
rich,9,0,0,0,0,0,0,0,0,0
wish,0,0,0,0,0,0,0,0,0,16
lose,0,0,0,0,0,0,0,0,0,6
boy,0,0,0,0,0,0,25,0,0,0
sixteen,0,0,0,0,0,0,0,3,0,0
large,5,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,0,13,0,0,0
soft,3,0,0,0,0,0,0,0,0,0
brown,4,0,0,0,0,0,0,0,0,0
hair,0,0,0,0,0,0,18,0,0,0
white,7,0,0,0,0,0,0,0,0,0
year,0,0,0,0,0,0,10,0,0,0
tall,4,0,0,0,0,0,0,0,0,0
thin,3,0,0,0,0,0,0,0,0,0
dark,1,0,1,0,0,0,0,0,0,0
red,8,0,0,0,0,0,1,0,0,0
usually,0,0,2,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,4
way,0,0,0,0,0,0,5,0,0,0
thirteen,0,0,0,0,0,0,0,1,0,0
shy,9,0,0,0,0,0,0,0,0,0
live,0,0,0,0,0,0,0,0,0,9
happy,28,0,0,0,0,0,0,0,0,0
important,2,0,0,0,0,0,0,0,0,0
blue,5,0,0,0,0,0,0,0,0,0
yellow,1,0,0,0,0,0,0,0,0,0
curl,0,0,0,0,0,0,2,0,0,2
shoulder,0,0,0,0,0,0,3,0,0,0
pair,0,0,0,0,0,0,6,0,0,0
slipper,0,0,0,0,0,0,10,0,0,0
warm,6,0,0,0,0,0,0,0,0,1
light,0,0,0,0,0,0,0,0,0,1
lamp,0,0,0,0,0,0,1,0,0,0
comfortable,4,0,0,0,0,0,0,0,0,0
chair,0,0,0,0,0,0,9,0,0,0
ask,0,0,0,0,0,0,0,0,0,43
forget,0,0,0,0,0,0,0,0,0,9
hold,0,0,0,0,0,0,0,0,0,12
close,0,0,6,0,0,0,0,0,0,3
mother,0,0,0,0,0,0,52,0,0,0
need,0,0,0,2,0,0,1,0,0,6
new,8,0,0,0,0,0,0,0,0,0
shall,0,0,0,12,0,0,0,0,0,0
cry,0,0,0,0,0,0,2,0,0,36
begin,0,0,0,0,0,0,0,0,0,33
family,0,0,0,0,0,0,16,0,0,0
kind,17,0,0,0,0,0,1,0,0,0
idea,0,0,0,0,0,0,6,0,0,0
moment,0,0,0,0,0,0,12,0,0,0
nice,8,0,0,0,0,0,0,0,0,0
glove,0,0,0,0,0,0,7,0,0,0
good,35,0,0,0,0,1,0,0,0,0
handkerchief,0,0,0,0,0,0,1,0,0,0
bottle,0,0,0,0,0,0,4,0,0,0
perfume,0,0,0,0,0,0,3,0,0,0
cost,0,0,0,0,0,0,0,0,0,2
leave,0,0,0,0,0,0,0,0,0,15
surprise,0,0,0,0,0,0,2,0,0,7
arrive,0,0,0,0,0,0,0,0,0,6
home,0,0,26,0,0,0,13,0,0,0
soon,0,0,27,0,0,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,20
wet,3,0,0,0,0,0,0,0,0,0
tea,0,0,0,0,0,0,9,0,0,0
bring,0,0,0,0,0,0,0,0,0,15
wood,0,0,0,0,0,0,6,0,0,0
quiet,10,0,0,0,0,0,0,0,0,0
busy,5,0,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,0,26,0,0,0
special,1,0,0,0,0,0,0,0,0,0
message,0,0,0,0,0,0,1,0,0,0
come,0,0,0,0,0,0,0,0,0,99
end,0,0,0,0,0,0,7,0,0,1
love,0,0,0,0,0,0,9,0,0,26
kiss,0,0,0,0,0,0,5,0,0,8
know,0,0,0,0,0,0,0,0,0,53
proud,7,0,0,0,0,0,0,0,0,0
woman,0,0,0,0,0,0,7,0,0,0
tear,0,0,0,0,0,0,2,0,0,0
drop,0,0,0,0,0,0,0,0,0,3
nose,0,0,0,0,0,0,1,0,0,0
hide,0,0,0,0,0,0,0,0,0,8
selfish,5,0,0,0,0,0,0,0,0,0
try,0,0,0,0,0,0,0,0,0,28
well,12,0,1,0,0,0,0,0,0,0
hate,0,0,0,0,0,0,0,0,0,3
rough,1,0,0,0,0,0,0,0,0,0
wild,3,0,0,0,0,0,0,0,0,0
make,0,0,0,0,0,0,0,0,0,3
decide,0,0,0,0,0,0,0,0,0,6
cross,1,0,0,0,0,0,0,0,0,1
lazy,1,0,0,0,0,0,0,0,0,0
talk,0,0,0,0,0,0,2,0,0,19
plan,0,0,0,0,0,0,10,0,0,0
evening,0,0,0,0,0,0,9,0,0,0
sheet,0,0,0,0,0,0,1,0,0,0
stop,0,0,0,0,0,0,1,0,0,13
sing,0,0,0,0,0,0,0,0,0,6
song,0,0,0,0,0,0,3,0,0,0
piano,0,0,0,0,0,0,11,0,0,0
lead,0,0,0,0,0,0,0,0,0,1
singing,0,0,0,0,0,0,2,0,0,0
wrong,9,0,0,0,0,0,0,0,0,0
place,0,0,0,0,0,0,6,0,0,0
wake,0,0,0,0,0,0,0,0,0,4
morning,0,0,0,0,0,0,8,0,0,0
awake,2,0,0,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,77
downstairs,0,0,4,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,2
like,0,23,0,0,0,0,0,0,0,31
friend,0,0,0,0,0,0,23,0,0,0
servant,0,0,0,0,0,0,9,0,0,0
door,0,0,0,0,0,0,25,0,0,0
basket,0,0,0,0,0,0,5,0,0,0
ready,12,0,0,0,0,0,0,0,0,0
paper,0,0,0,0,0,0,8,0,0,0
suddenly,0,0,11,0,0,0,0,0,0,0
hear,0,0,0,0,0,0,0,0,0,29
outside,2,2,2,0,0,0,0,0,0,0
quick,1,0,1,0,0,0,0,0,0,0
quickly,0,0,15,0,0,0,0,0,0,0
run,0,0,0,0,0,0,1,0,0,27
shop,0,0,0,0,0,0,2,0,0,1
change,0,0,0,0,0,0,4,0,0,3
big,12,0,0,0,0,0,0,0,0,0
smile,0,0,0,0,0,0,8,0,0,24
proudly,0,0,2,0,0,0,0,0,0,0
arm,0,0,0,0,0,0,14,0,0,0
