word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
story,0,0,0,0,0,0,0,38,0,0,0,0,0
adventure,0,0,0,0,0,0,0,5,0,0,0,0,0
happen,0,0,0,0,0,0,0,0,0,0,0,31,0
land,0,0,0,0,0,0,0,20,0,0,0,1,0
golden,4,0,0,0,0,0,0,0,0,0,0,0,0
age,0,0,0,0,0,0,0,14,0,0,0,0,0
high,32,0,4,0,0,0,0,0,0,0,0,0,0
brother,0,0,0,0,0,0,0,23,0,0,0,0,0
sister,0,0,0,0,0,0,0,9,0,0,0,0,0
day,0,0,0,0,0,0,0,61,0,0,0,0,0
far,16,0,38,0,0,0,0,0,0,0,0,0,0
south,0,0,7,0,0,0,0,0,0,0,0,0,0
little,100,0,6,0,0,0,0,1,0,0,0,0,0
creek,0,0,0,0,0,0,0,3,0,0,0,0,0
sea,0,0,0,0,0,0,0,17,0,0,0,0,0
live,0,0,0,0,0,0,0,0,0,0,0,47,0
poor,12,0,0,0,0,0,0,0,0,0,0,0,0
fisherman,0,0,0,0,0,0,0,13,0,0,0,0,0
call,0,0,0,0,0,0,0,0,0,0,0,24,0
boy,0,0,0,0,0,0,0,49,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,0,144,0
boat,0,0,0,0,0,0,0,10,0,0,0,0,0
fish,0,0,0,0,0,0,0,3,0,0,0,1,0
morning,0,0,0,0,0,0,0,33,0,0,0,0,0
afternoon,0,0,0,0,0,0,0,3,0,0,0,0,0
harness,0,0,0,0,0,0,0,0,0,0,0,1,0
donkey,0,0,0,0,0,0,0,14,0,0,0,0,0
cart,0,0,0,0,0,0,0,2,0,0,0,0,0
load,0,0,0,0,0,0,0,0,0,0,0,2,0
mile,0,0,0,0,0,0,0,14,0,0,0,0,0
southward,0,0,1,0,0,0,0,0,0,0,0,0,0
village,0,0,0,0,0,0,0,9,0,0,0,0,0
sell,0,0,0,0,0,0,0,0,0,0,0,10,0
come,0,0,0,0,0,0,0,0,0,0,0,191,0
home,0,0,8,0,0,0,0,7,0,0,0,0,0
moderately,0,0,1,0,0,0,0,0,0,0,0,0,0
good,90,0,1,0,0,0,0,3,0,0,0,0,0
temper,0,0,0,0,0,0,0,2,0,0,0,0,0
badly,0,0,3,0,0,0,0,0,0,0,0,0,0
find,0,0,0,0,0,0,0,0,0,0,0,73,0
fault,0,0,0,0,0,0,0,4,0,0,0,0,0
beat,0,0,0,0,0,0,0,0,0,0,0,8,0
plenty,0,0,0,0,0,0,0,5,0,0,0,0,0
work,0,0,0,0,0,0,0,8,0,0,0,2,0
mend,0,0,0,0,0,0,0,0,0,0,0,4,0
wash,0,0,0,0,0,0,0,0,0,0,0,4,0
net,0,0,0,0,0,0,0,3,0,0,0,0,0
cook,0,0,0,0,0,0,0,1,0,0,0,1,0
supper,0,0,0,0,0,0,0,7,0,0,0,0,0
clean,2,0,1,0,0,0,0,0,0,0,0,1,0
cottage,0,0,0,0,0,0,0,12,0,0,0,0,0
interested,5,0,0,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,1,0,0,0,36,0
twice,0,0,4,0,0,1,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,0,161,0
interesting,2,0,0,0,0,0,0,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,1,0,0,0,33,0
man,0,0,0,0,0,0,0,82,0,0,0,1,0
like,7,119,0,0,0,0,0,0,0,0,0,25,0
father,0,0,0,0,0,0,0,54,0,0,0,0,0
long,43,0,36,0,0,0,0,0,0,0,0,2,0
dirty,4,0,0,0,0,0,0,0,0,0,0,0,0
robe,0,0,0,0,0,0,0,3,0,0,0,0,0
wooden,4,0,0,0,0,0,0,0,0,0,0,0,0
shoe,0,0,0,0,0,0,0,3,0,0,0,0,0
turn,0,0,0,0,0,0,0,4,0,0,0,43,0
toe,0,0,0,0,0,0,0,5,0,0,0,0,0
turban,0,0,0,0,0,0,0,4,0,0,0,0,0
head,0,0,0,0,0,0,0,61,0,0,0,0,0
beard,0,0,0,0,0,0,0,8,0,0,0,0,0
talk,0,0,0,0,0,0,0,3,0,0,0,49,0
slowly,0,0,14,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,0,72,0,0,0,0,0
sound,0,0,0,0,0,0,0,21,0,0,0,7,0
dull,1,0,0,0,0,0,0,0,0,0,0,0,0
way,0,0,0,0,0,0,0,71,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,0,6,0
sit,0,0,0,0,0,0,0,0,0,0,0,35,0
door,0,0,0,0,0,0,0,22,0,0,0,0,0
