word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
issue,0,0,0,0,0,1,0,0,0,0,2,0
recommendation,0,0,0,0,0,6,0,0,0,0,0,0
aim,0,0,0,0,0,0,0,0,0,0,3,0
compliance,0,0,0,0,0,1,0,0,0,0,0,0
measure,0,0,0,0,0,8,0,0,0,0,2,0
vary,0,0,0,0,0,0,0,0,0,0,17,0
essentially,0,0,5,0,0,0,0,0,0,0,0,0
solid,5,0,0,0,0,0,0,0,0,0,0,0
belonging,0,0,0,0,0,2,0,0,0,0,0,0
screen,0,0,0,0,0,0,0,0,0,0,3,0
deny,0,0,0,0,0,0,0,0,0,0,2,0
certain,5,0,0,0,0,0,0,0,0,0,0,0
attack,0,0,0,0,0,16,0,0,0,0,1,0
undergo,0,0,0,0,0,0,0,0,0,0,2,0
major,22,0,0,0,0,0,0,0,0,0,0,0
scrutiny,0,0,0,0,0,2,0,0,0,0,0,0
intensify,0,0,0,0,0,0,0,0,0,0,1,0
massive,4,0,0,0,0,0,0,0,0,0,0,0
expansion,0,0,0,0,0,7,0,0,0,0,0,0
security,0,0,0,0,0,25,0,0,0,0,0,0
personnel,0,0,0,0,0,4,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,0,9,0
ahead,0,0,3,0,0,0,0,0,0,0,0,0
time,0,0,0,0,0,56,0,0,0,0,0,0
screening,0,0,0,0,0,1,0,0,0,0,0,0
additional,15,0,0,0,0,0,0,0,0,0,0,0
attention,0,0,0,0,0,9,0,0,0,0,0,0
pay,0,0,0,0,0,0,0,0,0,0,3,0
parking,0,0,0,0,0,10,0,0,0,0,0,0
loading,0,0,0,0,0,4,0,0,0,0,0,0
outside,2,2,0,0,0,0,0,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,0,12,0
damage,0,0,0,0,0,3,0,0,0,0,1,0
vehicular,1,0,0,0,0,0,0,0,0,0,0,0
explosion,0,0,0,0,0,5,0,0,0,0,0,0
life,0,0,0,0,0,4,0,0,0,0,0,0
irrevocably,0,0,1,0,0,0,0,0,0,0,0,0
alter,0,0,0,0,0,0,0,0,0,0,2,0
advent,0,0,0,0,0,5,0,0,0,0,0,0
individual,10,0,0,0,0,5,0,0,0,0,0,0
home,0,0,0,0,0,2,0,0,0,0,0,0
return,0,0,0,0,0,1,0,0,0,0,7,0
send,0,0,0,0,0,0,0,0,0,0,4,0
distance,0,0,0,0,0,32,0,0,0,0,0,0
week,0,0,0,0,0,5,0,0,0,0,0,0
nation,0,0,0,0,0,2,0,0,0,0,0,0
wait,0,0,0,0,0,0,0,0,0,0,1,0
month,0,0,0,0,0,11,0,0,0,0,0,0
supply,0,0,0,0,0,6,0,0,0,0,4,0
troop,0,0,0,0,0,2,0,0,0,0,0,0
accessible,1,0,0,0,0,0,0,0,0,0,0,0
interdependent,1,0,0,0,0,0,0,0,0,0,0,0
detail,0,0,0,0,0,0,0,0,0,0,1,0
fascinating,1,0,0,0,0,0,0,0,0,0,0,0
journey,0,0,0,0,0,4,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,13,0
people,0,0,0,0,0,10,0,0,0,0,0,0
close,5,0,11,0,0,0,0,0,0,0,6,0
untethered,2,0,0,0,0,0,0,0,0,0,0,0
manned,13,0,0,0,0,0,0,0,0,0,0,0
ascent,0,0,0,0,0,6,0,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,0,22,0
place,0,0,0,0,0,8,0,0,0,0,6,0
climb,0,0,0,0,0,4,0,0,0,0,4,0
wicker,0,0,0,0,0,5,0,0,0,0,0,0
suspend,0,0,0,0,0,0,0,0,0,0,5,0
beautifully,0,0,1,0,0,0,0,0,0,0,0,0
decorate,0,0,0,0,0,0,0,0,0,0,2,0
cotton,0,0,0,0,0,6,0,0,0,0,0,0
fill,0,0,0,0,0,0,0,0,0,0,20,0
aloft,0,0,7,0,0,0,0,0,0,0,0,0
minute,1,0,0,0,0,23,0,0,0,0,0,0
ascension,0,0,0,0,0,2,0,0,0,0,0,0
member,0,0,0,0,0,6,0,0,0,0,0,0
multitude,0,0,0,0,0,1,0,0,0,0,0,0
event,0,0,0,0,0,9,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,4,0
profound,2,0,0,0,0,0,0,0,0,0,0,0
impression,0,0,0,0,0,1,0,0,0,0,0,0
actually,0,0,7,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,9,0,0,0,0,0,0
rocket,0,0,0,0,0,2,0,0,0,0,0,0
spacecraft,0,0,0,0,0,4,0,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,0,26,0
recreation,0,0,0,0,0,1,0,0,0,0,0,0
competitive,7,0,0,0,0,0,0,0,0,0,0,0
sport,0,0,0,0,0,11,0,0,0,0,1,0
scientific,10,0,0,0,0,0,0,0,0,0,0,0
exploration,0,0,0,0,0,3,0,0,0,0,0,0
short,15,0,2,0,0,0,0,0,0,0,0,0
low,27,0,1,0,0,0,0,0,0,0,0,0
jump,0,0,0,0,0,1,0,0,0,0,2,0
strong,8,0,0,0,0,0,0,0,0,0,0,0
winter,0,0,0,0,0,4,0,0,0,0,0,0
wind,0,0,0,0,0,25,0,0,0,0,0,0
hundred,0,0,0,0,0,4,0,0,0,0,0,0
kilometre,0,0,0,0,0,6,0,0,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,0,2,0
thousand,0,0,0,0,0,6,3,0,0,0,0,0
combination,0,0,0,0,0,10,0,0,0,0,0,0
circle,0,0,0,0,0,3,0,0,0,0,3,0
globe,0,0,0,0,0,6,0,0,0,0,0,0
special,7,0,0,0,0,0,0,0,0,0,0,0
float,0,0,0,0,0,3,0,0,0,0,4,0
stable,6,0,0,0,0,0,0,0,0,0,0,0
condition,0,0,0,0,0,30,0,0,0,0,0,0
payload,0,0,0,0,0,9,0,0,0,0,0,0
upper,5,0,0,0,0,0,0,0,0,0,0,0
stratosphere,0,0,0,0,0,8,0,0,0,0,0,0
technically,0,0,3,0,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,0,2,0
light,27,0,0,0,0,10,0,0,0,0,0,0
passage,0,0,0,0,0,3,0,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,0,9,0
buoyant,3,0,0,0,0,0,0,0,0,0,0,0
helium,0,0,0,0,0,13,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,0,0,2,0
mathematician,0,0,0,0,0,2,0,0,0,0,0,0
british,18,0,0,0,0,0,0,0,0,0,0,0
natural,9,0,0,0,0,0,0,0,0,0,0,0
philosopher,0,0,0,0,0,1,0,0,0,0,0,0
physicist,0,0,0,0,0,2,0,0,0,0,0,0
bce,0,0,0,0,0,1,0,0,0,0,0,0
state,0,0,0,0,0,8,0,0,0,0,4,0
body,0,0,0,0,0,13,0,0,0,0,1,0
completely,0,0,3,0,0,0,0,0,0,0,0,0
partially,0,0,4,0,0,0,0,0,0,0,0,0
submerge,0,0,0,0,0,0,0,0,0,0,1,0
fluid,0,0,0,0,0,4,0,0,0,0,0,0
liquid,3,0,0,0,0,5,0,0,0,0,0,0
rest,0,0,0,0,0,1,0,0,0,0,2,0
act,0,0,0,0,0,7,0,0,0,0,5,0
upward,5,0,4,0,0,0,0,0,0,0,0,0
force,0,0,0,0,0,29,0,0,0,0,8,0
magnitude,0,0,0,0,0,1,0,0,0,0,0,0
law,0,0,0,0,0,7,0,0,0,0,0,0
pres,0,0,0,0,0,1,0,0,0,0,0,0
sure,0,0,0,0,0,1,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,27,0
quantity,0,0,0,0,0,4,0,0,0,0,0,0
inversely,0,0,1,0,0,0,0,0,0,0,0,0
volume,0,0,0,0,0,11,0,0,0,0,0,0
constant,6,0,0,0,0,0,0,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,0,0,2,0
fix,0,0,0,0,0,0,0,0,0,0,7,0
directly,0,0,6,0,0,0,0,0,0,0,0,0
proportional,1,0,0,0,0,0,0,0,0,0,0,0
absolute,2,0,0,0,0,0,0,0,0,0,0,0
cubic,5,0,0,0,0,3,0,0,0,0,0,0
metre,0,0,0,0,0,51,0,0,0,0,0,0
hydrogen,0,0,0,0,0,21,0,0,0,0,0,0
weigh,0,0,0,0,0,0,0,0,0,0,9,0
pound,0,0,0,0,0,21,0,0,0,0,0,0
methane,0,0,0,0,0,1,0,0,0,0,0,0
normal,5,0,0,0,0,0,0,0,0,0,0,0
operating,0,0,0,0,0,5,0,0,0,0,0,0
choose,0,0,0,0,0,0,0,0,0,0,5,0
obtain,0,0,0,0,0,0,0,0,0,0,8,0
subtract,0,0,0,0,0,0,0,0,0,0,1,0
typical,4,0,0,0,0,0,0,0,0,0,0,0
atmosphere,0,0,0,0,0,8,0,0,0,0,0,0
compress,0,0,0,0,0,0,0,0,0,0,4,0
dense,4,0,0,0,0,0,0,0,0,0,0,0
approximately,0,0,3,0,0,0,0,0,0,0,0,0
third,0,0,0,0,0,2,0,0,0,0,0,0
progressively,0,0,2,0,0,0,0,0,0,0,0,0
tenth,0,0,0,0,0,2,0,0,0,0,0,0
hundredth,0,0,0,0,0,1,0,0,0,0,0,0
thousandth,0,0,0,0,0,1,0,0,0,0,0,0
order,0,0,0,0,0,22,0,0,0,0,0,0
load,0,0,0,0,0,22,0,0,0,0,5,0
sea,0,0,0,0,0,7,0,0,0,0,0,0
level,1,0,0,0,0,21,0,0,0,0,1,0
big,6,0,0,0,0,0,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,7,0
ballast,0,0,0,0,0,6,0,0,0,0,0,0
extra,4,0,0,0,0,0,0,0,0,0,0,0
tiny,3,0,0,0,0,0,0,0,0,0,0,0
component,0,0,0,0,0,10,0,0,0,0,0,0
dramatic,3,0,0,0,0,0,0,0,0,0,0,0
oneor,0,0,0,0,0,0,1,0,0,0,0,0
degree,0,0,0,0,0,3,0,0,0,0,0,0
gram,0,0,0,0,0,1,0,0,0,0,0,0
drop,0,0,0,0,0,0,0,0,0,0,6,0
ascend,0,0,0,0,0,0,0,0,0,0,8,0
descend,0,0,0,0,0,0,0,0,0,0,3,0
accordingly,0,0,4,0,0,0,0,0,0,0,0,0
hand,0,0,0,0,0,15,0,0,0,0,0,0
violent,1,0,0,0,0,0,0,0,0,0,0,0
maneuver,0,0,0,0,0,2,0,0,0,0,5,0
storm,0,0,0,0,0,2,0,0,0,0,0,0
bag,0,0,0,0,0,8,0,0,0,0,0,0
sand,0,0,0,0,0,2,0,0,0,0,0,0
great,35,0,0,0,0,0,0,0,0,0,0,0
blast,0,0,0,0,0,1,0,0,0,0,0,0
proper,4,0,0,0,0,0,0,0,0,0,0,0
correction,0,0,0,0,0,1,0,0,0,0,0,0
help,0,0,0,0,0,1,0,0,0,0,3,0
rapid,8,0,0,0,0,0,0,0,0,0,0,0
atmospheric,6,0,0,0,0,0,0,0,0,0,0,0
cooling,0,0,0,0,0,2,0,0,0,0,0,0
vent,0,0,0,0,0,1,0,0,0,0,2,0
form,0,0,0,0,0,11,0,0,0,0,8,0
parachute,0,0,0,0,0,20,0,0,0,0,1,0
seal,0,0,0,0,0,2,0,0,0,0,6,0
unseal,0,0,0,0,0,0,0,0,0,0,1,0
opening,0,0,0,0,0,5,0,0,0,0,0,0
permit,0,0,0,0,0,0,0,0,0,0,9,0
follow,0,0,0,0,0,0,0,0,0,0,30,0
different,6,0,0,0,0,0,0,0,0,0,0,0
current,4,0,0,0,0,2,0,0,0,0,0,0
usually,0,0,20,0,0,0,0,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,0,0,15,0
superior,4,0,0,0,0,0,0,0,0,0,0,0
monitoring,0,0,0,0,0,2,0,0,0,0,0,0
positioning,0,0,0,0,0,5,0,0,0,0,0,0
radio,0,0,0,0,0,17,0,0,0,0,0,0
remarkable,3,0,0,0,0,0,0,0,0,0,0,0
element,0,0,0,0,0,6,0,0,0,0,0,0
hallmark,0,0,0,0,0,1,0,0,0,0,0,0
nongovernmental,1,0,0,0,0,0,0,0,0,0,0,0
maintain,0,0,0,0,0,0,0,0,0,0,12,0
vehicle,0,0,0,0,0,8,0,0,0,0,0,0
sporting,1,0,0,0,0,0,0,0,0,0,0,0
national,11,0,0,0,0,0,0,0,0,0,0,0
aeronautic,2,0,0,0,0,1,0,0,0,0,0,0
airworthiness,0,0,0,0,0,1,0,0,0,0,0,0
criterion,0,0,0,0,0,1,0,0,0,0,0,0
generally,0,0,15,0,0,0,0,0,0,0,0,0
minor,3,0,0,0,0,0,0,0,0,0,0,0
local,6,0,0,0,0,0,0,0,0,0,0,0
variation,0,0,0,0,0,3,0,0,0,0,0,0
credit,0,0,0,0,0,2,0,0,0,0,0,0
invention,0,0,0,0,0,13,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,18,0
pair,0,0,0,0,0,6,0,0,0,0,0,0
town,0,0,0,0,0,3,0,0,0,0,0,0
south,0,0,1,0,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,0,10,0
english,7,0,0,0,0,0,0,0,0,0,0,0
scientist,0,0,0,0,0,4,0,0,0,0,0,0
recently,0,0,1,0,0,0,0,0,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,0,0,11,0
applicable,2,0,0,0,0,0,0,0,0,0,0,0
airborne,3,0,0,0,0,0,0,0,0,0,0,0
object,0,0,0,0,0,3,0,0,0,0,0,0
soap,0,0,0,0,0,1,0,0,0,0,0,0
bubble,0,0,0,0,0,1,0,0,0,0,0,0
attempt,0,0,0,0,0,9,0,0,0,0,6,0
duplicate,1,0,0,0,0,1,0,0,0,0,1,0
animal,0,0,0,0,0,2,0,0,0,0,0,0
bladder,0,0,0,0,0,1,0,0,0,0,0,0
fortunately,0,0,2,0,0,0,0,0,0,0,0,0
provincial,1,0,0,0,0,0,0,0,0,0,0,0
constrain,0,0,0,0,0,0,0,0,0,0,1,0
laboratory,0,0,0,0,0,3,0,0,0,0,0,0
technique,0,0,0,0,0,9,0,0,0,0,0,0
crude,2,0,0,0,0,0,0,0,0,0,0,0
scale,0,0,0,0,0,11,0,0,0,0,0,0
square,4,0,0,0,0,1,0,0,0,0,0,0
diameter,0,0,0,0,0,8,0,0,0,0,0,0
cube,0,0,0,0,0,1,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,0,0,5,0
handily,0,0,1,0,0,0,0,0,0,0,0,0
demonstration,0,0,0,0,0,3,0,0,0,0,0,0
fire,0,0,0,0,0,11,0,0,0,0,0,0
child,0,0,0,0,0,1,0,0,0,0,0,0
prosperous,1,0,0,0,0,0,0,0,0,0,0,0
factory,0,0,0,0,0,4,0,0,0,0,0,0
southern,3,0,0,0,0,0,0,0,0,0,0,0
ensure,0,0,0,0,0,0,0,0,0,0,6,0
financial,6,0,0,0,0,0,0,0,0,0,0,0
heated,3,0,0,0,0,0,0,0,0,0,0,0
collect,0,0,0,0,0,0,0,0,0,0,1,0
inside,0,4,0,0,0,1,0,0,0,0,0,0
accord,0,0,0,0,0,0,0,0,0,0,3,0
possibly,0,0,1,0,0,0,0,0,0,0,0,0
apocryphal,1,0,0,0,0,0,0,0,0,0,0,0
inspiration,0,0,0,0,0,1,0,0,0,0,0,0
watch,0,0,0,0,0,1,0,0,0,0,2,0
wife,0,0,0,0,0,4,0,0,0,0,0,0
skirt,0,0,0,0,0,1,0,0,0,0,0,0
billow,0,0,0,0,0,0,0,0,0,0,1,0
kitchen,0,0,0,0,0,1,0,0,0,0,0,0
charcoal,0,0,0,0,0,1,0,0,0,0,0,0
dry,0,0,0,0,0,0,0,0,0,0,2,0
laundry,0,0,0,0,0,1,0,0,0,0,0,0
discovery,0,0,0,0,0,2,0,0,0,0,0,0
marketplace,0,0,0,0,0,1,0,0,0,0,0,0
wool,0,0,0,0,0,1,0,0,0,0,0,0
settle,0,0,0,0,0,0,0,0,0,0,3,0
repeat,0,0,0,0,0,0,0,0,0,0,4,0
sheep,0,0,0,0,0,2,0,0,0,0,0,0
rooster,0,0,0,0,0,2,0,0,0,0,0,0
duck,0,0,0,0,0,2,0,0,0,0,0,0
land,0,0,0,0,0,6,0,0,0,0,15,0
safely,0,0,4,0,0,0,0,0,0,0,0,0
marqui,0,0,0,0,0,2,0,0,0,0,0,0
sail,0,0,0,0,0,0,0,0,0,0,1,0
honour,0,0,0,0,0,0,0,0,0,0,1,0
publish,0,0,0,0,0,0,0,0,0,0,3,0
aeronautics,0,0,0,0,0,4,0,0,0,0,0,0
career,0,0,0,0,0,3,0,0,0,0,0,0
invent,0,0,0,0,0,0,0,0,0,0,6,0
calorimeter,0,0,0,0,0,2,0,0,0,0,0,0
hydraulic,1,0,0,0,0,0,0,0,0,0,0,0
ram,0,0,0,0,0,1,0,0,0,0,0,0
process,0,0,0,0,0,8,0,0,0,0,1,0
manufacture,0,0,0,0,0,1,0,0,0,0,4,0
vellum,0,0,0,0,0,1,0,0,0,0,0,0
modification,0,0,0,0,0,4,0,0,0,0,0,0
incorporate,0,0,0,0,0,0,0,0,0,0,2,0
open,12,0,1,0,0,0,0,0,0,0,8,0
reason,0,0,0,0,0,3,0,0,0,0,0,0
pioneer,0,0,0,0,0,14,0,0,0,0,3,0
news,0,0,0,0,0,1,0,0,0,0,0,0
know,0,0,0,0,0,1,0,0,0,0,20,0
smoke,0,0,0,0,0,8,0,0,0,0,0,0
realize,0,0,0,0,0,0,0,0,0,0,5,0
race,0,0,0,0,0,4,0,0,0,0,0,0
varnish,0,0,0,0,0,0,0,0,0,0,1,0
destroy,0,0,0,0,0,0,0,0,0,0,4,0
villager,0,0,0,0,0,1,0,0,0,0,0,0
northeast,0,0,0,0,0,1,0,0,0,0,0,0
counter,0,0,0,0,0,0,0,0,0,0,2,0
survive,0,0,0,0,0,0,0,0,0,0,5,0
person,0,0,0,0,0,6,0,0,0,0,0,0
menagerie,0,0,0,0,0,1,0,0,0,0,0,0
pilot,0,0,0,0,0,69,0,0,0,0,12,0
caption,0,0,0,0,0,23,0,0,0,0,0,7
aeronaut,0,0,0,0,0,8,0,0,0,0,0,0
teach,0,0,0,0,0,0,0,0,0,0,1,0
restrain,0,0,0,0,0,0,0,0,0,0,3,0
rope,0,0,0,0,0,8,0,0,0,0,0,0
ready,2,0,0,0,0,0,0,0,0,0,0,0
marquis,0,0,0,0,0,1,0,0,0,0,0,0
persuade,0,0,0,0,0,0,0,0,0,0,2,0
king,0,0,0,0,0,1,0,0,0,0,0,0
free,9,0,1,0,0,0,0,0,0,0,0,0
later,6,0,19,0,0,0,0,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,0,2,0
away,0,1,2,0,0,0,0,0,0,0,0,0
step,0,0,0,0,0,8,0,0,0,0,2,0
let,0,0,0,0,0,0,0,0,0,0,3,0
second,8,0,0,0,0,5,0,0,0,0,0,0
terrifying,1,0,0,0,0,0,0,0,0,0,0,0
rate,0,0,0,0,0,4,0,0,0,0,0,0
able,5,0,0,0,0,0,0,0,0,0,0,0
classic,2,0,0,0,0,0,0,0,0,0,0,0
important,16,0,0,0,0,0,0,0,0,0,0,0
rip,4,0,0,0,0,1,0,0,0,0,1,0
panel,0,0,0,0,0,9,0,0,0,0,0,0
drag,0,0,0,0,0,15,0,0,0,0,2,0
elongated,2,0,0,0,0,0,0,0,0,0,0,0
section,0,0,0,0,0,6,0,0,0,0,0,0
lightly,0,0,3,0,0,0,0,0,0,0,0,0
quickly,0,0,9,0,0,0,0,0,0,0,0,0
pull,0,0,0,0,0,3,0,0,0,0,7,0
moment,0,0,0,0,0,6,0,0,0,0,0,0
add,0,0,0,0,0,0,0,0,0,0,4,0
greatly,0,0,6,0,0,0,0,0,0,0,0,0
make,0,0,0,0,0,0,0,0,0,0,9,0
quick,3,0,0,0,0,0,0,0,0,0,0,0
deflation,0,0,0,0,0,4,0,0,0,0,0,0
compensator,0,0,0,0,0,1,0,0,0,0,0,0
trail,0,0,0,0,0,0,0,0,0,0,2,0
slow,6,0,0,0,0,0,0,0,0,0,2,0
touch,0,0,0,0,0,0,0,0,0,0,1,0
abort,0,0,0,0,0,0,0,0,0,0,1,0
automatically,0,0,3,0,0,0,0,0,0,0,0,0
recover,0,0,0,0,0,0,0,0,0,0,2,0
electrical,3,0,0,0,0,0,0,0,0,0,0,0
epoch,0,0,0,0,0,3,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,0,1,0
compensate,0,0,0,0,0,0,0,0,0,0,4,0
shortcoming,0,0,0,0,0,1,0,0,0,0,0,0
combine,0,0,0,0,0,0,0,0,0,0,7,0
constantly,0,0,4,0,0,0,0,0,0,0,0,0
christen,0,0,0,0,0,0,0,0,0,0,2,0
brilliantly,0,0,1,0,0,0,0,0,0,0,0,0
artwork,0,0,0,0,0,1,0,0,0,0,0,0
metallic,3,0,0,0,0,0,0,0,0,0,0,0
gilding,0,0,0,0,0,1,0,0,0,0,0,0
investigation,0,0,0,0,0,3,0,0,0,0,0,0
coating,0,0,0,0,0,1,0,0,0,0,0,0
static,2,0,0,0,0,0,0,0,0,0,0,0
discharge,0,0,0,0,0,3,0,0,0,0,1,0
varnished,1,0,0,0,0,0,0,0,0,0,0,0
die,0,0,0,0,0,0,0,0,0,0,3,0
ensue,0,0,0,0,0,0,0,0,0,0,1,0
fatality,0,0,0,0,0,1,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,5,0,0
tragic,2,0,0,0,0,0,0,0,0,0,0,0
failure,0,0,0,0,0,9,0,0,0,0,0,0
eventually,0,0,13,0,0,0,0,0,0,0,0,0
ultimate,4,0,0,0,0,0,0,0,0,0,0,0
transglobal,1,0,0,0,0,0,0,0,0,0,0,0
voyage,0,0,0,0,0,2,0,0,0,0,0,0
hybrid,0,0,0,0,0,1,0,0,0,0,0,0
beginning,0,0,0,0,0,7,0,0,0,0,0,0
fourth,2,0,0,0,0,0,0,0,0,0,0,0
superpressure,0,0,0,0,0,4,0,0,0,0,0,0
propose,0,0,0,0,0,0,0,0,0,0,3,0
available,10,0,0,0,0,0,0,0,0,0,0,0
onboard,6,0,1,0,0,0,0,0,0,0,0,0
fair,0,0,0,0,0,1,0,0,0,0,1,0
exhibition,0,0,0,0,0,2,0,0,0,0,0,0
perfect,0,0,0,0,0,0,0,0,0,0,2,0
particular,8,0,0,0,0,0,0,0,0,0,0,0
grand,2,0,0,0,0,0,0,0,0,0,0,0
climax,0,0,0,0,0,1,0,0,0,0,0,0
celebration,0,0,0,0,0,1,0,0,0,0,0,0
trapeze,0,0,0,0,0,2,0,0,0,0,0,0
artist,0,0,0,0,0,2,0,0,0,0,0,0
belch,0,0,0,0,0,0,0,0,0,0,1,0
essential,8,0,0,0,0,0,0,0,0,0,0,0
retain,0,0,0,0,0,0,0,0,0,0,1,0
clean,1,0,0,0,0,0,0,0,0,0,0,0
cool,1,0,0,0,0,0,0,0,0,0,8,0
rapidly,0,0,9,0,0,0,0,0,0,0,0,0
radiation,0,0,0,0,0,1,0,0,0,0,0,0
adiabatic,2,0,0,0,0,0,0,0,0,0,0,0
carbon,0,0,0,0,0,4,0,0,0,0,0,0
particle,0,0,0,0,0,2,0,0,0,0,0,0
affect,0,0,0,0,0,0,0,0,0,0,9,0
sink,0,0,0,0,0,1,0,0,0,0,2,0
freshly,0,0,1,0,0,0,0,0,0,0,0,0
porous,1,0,0,0,0,0,0,0,0,0,0,0
muslin,0,0,0,0,0,2,0,0,0,0,0,0
typically,0,0,6,0,0,0,0,0,0,0,0,0
coronation,0,0,0,0,0,1,0,0,0,0,0,0
inflate,0,0,0,0,0,0,0,0,0,0,4,0
historic,2,0,0,0,0,0,0,0,0,0,0,0
period,0,0,0,0,0,11,0,0,0,0,0,0
transatlantic,17,0,0,0,0,0,0,0,0,0,0,0
illustration,0,0,0,0,0,1,0,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,0,4,0
balloonist,0,0,0,0,0,10,0,0,0,0,0,0
digital,1,0,0,0,0,1,0,0,0,0,0,0
cph,0,0,0,0,0,1,0,0,0,0,0,0
minimal,1,0,0,0,0,0,0,0,0,0,0,0
franco,3,0,0,0,0,0,0,0,0,0,0,0
prussian,3,0,0,0,0,0,0,0,0,0,0,0
notable,4,0,0,0,0,0,0,0,0,0,0,0
exception,0,0,0,0,0,2,0,0,0,0,0,0
carrier,0,0,0,0,0,5,0,0,0,0,0,0
pigeon,0,0,0,0,0,2,0,0,0,0,0,0
unused,1,0,0,0,0,0,0,0,0,0,0,0
forerunner,0,0,0,0,0,1,0,0,0,0,0,0
plentiful,2,0,0,0,0,0,0,0,0,0,0,0
inexpensive,3,0,0,0,0,0,0,0,0,0,0,0
locally,0,0,1,0,0,0,0,0,0,0,0,0
expeditionary,1,0,0,0,0,0,0,0,0,0,0,0
severe,2,0,0,0,0,0,0,0,0,0,0,0
logistic,1,0,0,0,0,0,0,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,0,0,41,0
promote,0,0,0,0,0,0,0,0,0,0,3,0
concept,0,0,0,0,0,6,0,0,0,0,0,0
perform,0,0,0,0,0,0,0,0,0,0,3,0
observation,0,0,0,0,0,6,0,0,0,0,0,0
trial,0,0,0,0,0,1,0,0,0,0,0,0
summer,0,0,0,0,0,2,0,0,0,0,0,0
pursue,0,0,0,0,0,0,0,0,0,0,2,0
work,0,0,0,0,0,15,0,0,0,0,10,0
unnoticed,1,0,0,0,0,0,0,0,0,0,0,0
community,0,0,0,0,0,2,0,0,0,0,0,0
utilize,0,0,0,0,0,0,0,0,0,0,5,0
austrian,1,0,0,0,0,0,0,0,0,0,0,0
effort,0,0,0,0,0,13,0,0,0,0,0,0
promising,3,0,0,0,0,0,0,0,0,0,0,0
replace,0,0,0,0,0,0,0,0,0,0,12,0
philosophy,0,0,0,0,0,2,0,0,0,0,0,0
entail,0,0,0,0,0,0,0,0,0,0,1,0
considerable,8,0,0,0,0,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,0,0,3,0
fearlessly,0,0,1,0,0,0,0,0,0,0,0,0
cumbersome,1,0,0,0,0,0,0,0,0,0,0,0
traditional,3,0,0,0,0,0,0,0,0,0,0,0
routine,0,0,0,0,0,2,0,0,0,0,0,0
fear,0,0,0,0,0,1,0,0,0,0,1,0
interest,0,0,0,0,0,9,0,0,0,0,1,0
republican,1,0,0,0,0,0,0,0,0,0,0,0
politician,0,0,0,0,0,1,0,0,0,0,0,0
hat,0,0,0,0,0,2,0,0,0,0,0,0
escape,0,0,0,0,0,0,0,0,0,0,4,0
besiege,0,0,0,0,0,0,0,0,0,0,1,0
sound,1,0,0,0,0,11,0,0,0,0,1,0
introduce,0,0,0,0,0,0,0,0,0,0,11,0
moderate,2,0,0,0,0,0,0,0,0,0,0,0
swiss,5,0,0,0,0,0,0,0,0,0,0,0
invert,0,0,0,0,0,0,0,0,0,0,1,0
conception,0,0,0,0,0,1,0,0,0,0,0,0
devise,0,0,0,0,0,0,0,0,0,0,2,0
twin,20,0,0,0,0,1,0,0,0,0,0,0
dive,0,0,0,0,0,0,0,0,0,0,1,0
consist,0,0,0,0,0,0,0,0,0,0,12,0
spherical,4,0,0,0,0,0,0,0,0,0,0,0
aluminum,0,0,0,0,0,10,0,0,0,0,0,0
rubberized,1,0,0,0,0,0,0,0,0,0,0,0
netless,2,0,0,0,0,0,0,0,0,0,0,0
assistant,0,0,0,0,0,1,0,0,0,0,0,0
slightly,0,0,5,0,0,0,0,0,0,0,0,0
magnesium,0,0,0,0,0,3,0,0,0,0,0,0
alloy,0,0,0,0,0,4,0,0,0,0,0,0
official,2,0,0,0,0,2,0,0,0,0,0,0
project,0,0,0,0,0,5,0,0,0,0,1,0
novel,2,0,0,0,0,0,0,0,0,0,0,0
significant,9,0,0,0,0,0,0,0,0,0,0,0
