word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB
bear,0,0,0,0,0,0,0,0,0,0,4
workhouse,0,0,0,0,0,0,24,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,0,14
hard,9,0,15,0,0,0,0,0,0,0,0
world,0,0,0,0,0,0,6,0,0,0,0
doubtful,5,0,0,0,0,0,0,0,0,0,0
live,0,0,0,0,0,0,0,0,0,0,16
minute,0,0,0,0,0,0,18,0,0,0,0
lie,0,0,0,0,0,0,2,0,0,0,26
little,30,0,1,0,0,0,0,0,0,0,0
bed,0,0,0,0,0,0,23,0,0,0,0
struggle,0,0,0,0,0,0,0,0,0,0,5
start,0,0,0,0,0,0,0,0,0,0,25
breathe,0,0,0,0,0,0,0,0,0,0,6
fight,0,0,0,0,0,0,2,0,0,0,10
battle,0,0,0,0,0,0,2,0,0,0,0
assistance,0,0,0,0,0,0,1,0,0,0,0
people,0,0,0,0,0,0,47,0,0,0,0
present,2,0,0,0,0,0,0,0,0,0,0
birth,0,0,0,0,0,0,11,0,0,0,0
old,103,0,0,0,0,0,0,0,0,0,0
woman,0,0,0,0,0,0,59,0,0,0,0
nearly,0,0,6,0,0,0,0,0,0,0,0
drunk,5,0,0,0,0,0,0,0,0,0,0
busy,1,0,0,0,0,0,0,0,0,0,0
local,5,0,0,0,0,0,0,0,0,0,0
doctor,0,0,0,0,0,0,17,0,0,0,0
pay,0,0,0,0,0,0,0,0,0,0,7
interested,6,0,0,0,0,0,0,0,0,0,0
survival,0,0,0,0,0,0,1,0,0,0,0
death,0,0,0,0,0,0,15,0,0,0,0
common,2,0,0,0,0,0,0,0,0,0,0
event,0,0,0,0,0,0,3,0,0,0,0
poor,32,0,0,0,0,0,0,0,0,0,0
homeless,2,0,0,0,0,0,0,0,0,0,0
manage,0,0,0,0,0,0,0,0,0,0,6
draw,0,0,0,0,0,0,0,0,0,0,1
breath,0,0,0,0,0,0,4,0,0,0,0
announce,0,0,0,0,0,0,0,0,0,0,6
arrival,0,0,0,0,0,0,3,0,0,0,0
rest,0,0,0,0,0,0,9,0,0,0,0
cry,0,0,0,0,0,0,5,0,0,0,41
loudly,0,0,10,0,0,0,0,0,0,0,0
mother,0,0,0,0,0,0,28,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,8
pale,18,0,0,0,0,0,0,0,0,0,0
young,47,0,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,52,0,0,0,0
pillow,0,0,0,0,0,0,1,0,0,0,0
whisper,0,0,0,0,0,0,4,0,0,0,10
let,0,0,0,0,0,0,0,0,0,0,19
child,0,0,0,0,0,0,40,0,0,0,0
die,0,0,0,0,0,0,0,0,0,0,36
turn,0,0,0,0,0,0,0,0,0,0,48
away,0,1,35,0,0,0,0,0,0,0,0
fire,0,0,0,0,0,0,23,0,0,0,1
warm,4,0,0,0,0,0,0,0,0,0,2
hand,0,0,0,0,0,0,39,0,0,0,2
talk,0,0,0,0,0,0,1,0,0,0,26
say,0,0,0,0,0,0,0,0,0,0,235
kindly,0,0,8,0,0,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,30
hold,0,0,0,0,0,0,2,0,0,0,15
lovingly,0,0,1,0,0,0,0,0,0,0,0
kiss,0,0,0,0,0,0,1,0,0,0,2
baby,0,0,0,0,0,0,5,0,0,0,0
forehead,0,0,0,0,0,0,3,0,0,0,0
cold,15,0,0,0,0,0,0,0,0,0,0
white,12,0,0,0,0,0,0,0,0,0,0
lip,0,0,0,0,0,0,5,0,0,0,0
stare,0,0,0,0,0,0,2,0,0,0,30
wildly,0,0,9,0,0,0,0,0,0,0,0
room,0,0,0,0,0,0,69,0,0,0,0
fall,0,0,0,0,0,0,0,0,0,0,24
dear,11,0,0,0,0,0,22,0,0,0,0
nurse,0,0,0,0,0,0,8,0,0,0,1
hurriedly,0,0,1,0,0,0,0,0,0,0,0
put,0,0,0,0,0,0,0,0,0,0,6
green,1,0,0,0,0,0,0,0,0,0,0
glass,0,0,0,0,0,0,5,0,0,0,0
bottle,0,0,0,0,0,0,7,0,0,0,0
pocket,0,0,0,0,0,0,24,0,0,0,0
long,18,0,13,0,0,0,0,0,0,0,0
skirt,0,0,0,0,0,0,1,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,0,31
coat,0,0,0,0,0,0,15,0,0,0,0
weak,11,0,0,0,0,0,0,0,0,0,0
probably,0,0,4,0,0,0,0,0,0,0,0
difficulty,0,0,0,0,0,0,2,0,0,0,0
milk,0,0,0,0,0,0,1,0,0,0,0
quiet,21,0,0,0,0,0,0,0,0,0,1
look,0,0,0,0,0,0,5,0,0,0,100
dead,23,0,0,0,0,0,0,0,0,0,0
good,38,0,0,0,0,0,0,0,0,0,0
looking,5,0,0,0,0,0,0,0,0,0,0
girl,0,0,0,0,0,0,48,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,84
bring,0,0,0,0,0,0,0,0,0,0,17
night,0,0,0,0,0,0,51,0,0,0,0
reply,0,0,0,0,0,0,1,0,0,0,30
find,0,0,0,0,0,0,0,0,0,0,41
street,0,0,0,0,0,0,40,0,0,0,0
walk,0,0,0,0,0,0,4,0,0,0,42
distance,0,0,0,0,0,0,5,0,0,0,0
judge,0,0,0,0,0,0,2,0,0,0,1
shoe,0,0,0,0,0,0,3,0,0,0,0
wear,0,0,0,0,0,0,0,0,0,0,6
piece,0,0,0,0,0,0,15,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,94
know,0,0,0,0,0,0,0,0,0,0,81
lift,0,0,0,0,0,0,1,0,0,0,4
left,2,0,1,0,0,0,0,0,0,0,0
story,0,0,0,0,0,0,13,0,0,0,0
sadly,0,0,5,0,0,0,0,0,0,0,0
shake,0,0,0,0,0,0,0,0,0,0,19
head,0,0,0,0,0,0,31,0,0,0,0
wedding,0,0,0,0,0,0,2,0,0,0,0
ring,0,0,0,0,0,0,7,0,0,0,5
leave,0,0,0,0,0,0,0,0,0,0,56
drunken,3,0,0,0,0,0,0,0,0,0,0
clothe,0,0,0,0,0,0,12,0,0,0,0
blanket,0,0,0,0,0,0,2,0,0,0,0
king,0,0,0,0,0,0,1,0,0,0,0
beggar,0,0,0,0,0,0,1,0,0,0,0
dress,0,0,0,0,0,0,0,0,0,0,2
later,0,0,18,0,0,0,0,0,0,0,0
rough,8,0,0,0,0,0,0,0,0,0,0
cotton,0,0,0,0,0,0,1,0,0,0,0
yellow,2,0,0,0,0,0,0,0,0,0,0
age,0,0,0,0,0,0,10,0,0,0,0
exactly,0,0,7,0,0,0,0,0,0,0,0
orphan,0,0,0,0,0,0,9,0,0,0,0
ready,8,0,0,0,0,0,0,0,0,0,0
life,0,0,0,0,0,0,33,0,0,0,0
misery,0,0,0,0,0,0,4,0,0,0,0
hunger,0,0,0,0,0,0,5,0,0,0,0
neglect,0,0,0,0,0,0,1,0,0,0,0
send,0,0,0,0,0,0,0,0,0,0,14
special,2,0,0,0,0,0,0,0,0,0,0
farm,0,0,0,0,0,0,2,0,0,0,0
nearby,1,0,1,0,0,0,0,0,0,0,0
thirty,0,0,0,0,0,0,0,2,0,0,0
roll,0,0,0,0,0,0,0,0,0,0,3
floor,0,0,0,0,0,0,12,0,0,0,0
day,0,0,0,0,0,0,51,0,0,0,0
inconvenience,0,0,0,0,0,0,1,0,0,0,0
food,0,0,0,0,0,0,11,0,0,0,0
clothing,0,0,0,0,0,0,1,0,0,0,0
experienced,2,0,0,0,0,0,0,0,0,0,0
stomach,0,0,0,0,0,0,1,0,0,0,0
dangerous,8,0,0,0,0,0,0,0,0,0,0
health,0,0,0,0,0,0,2,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,7
use,0,0,0,0,0,0,3,0,0,0,3
money,0,0,0,0,0,0,37,0,0,0,0
board,0,0,0,0,0,0,8,0,0,0,0
responsible,1,0,0,0,0,0,0,0,0,0,0
check,0,0,0,0,0,0,0,0,0,0,2
beadle,0,0,0,0,0,0,15,0,0,0,0
kind,15,0,0,0,0,0,5,0,0,0,0
policeman,0,0,0,0,0,0,9,0,0,0,0
visit,0,0,0,0,0,0,2,0,0,0,1
course,0,0,3,0,0,0,3,0,0,0,0
neat,2,0,0,0,0,0,0,0,0,0,0
clean,2,0,0,0,0,0,0,0,0,0,0
way,0,0,0,0,0,0,14,0,0,0,0
consequently,0,0,1,0,0,0,0,0,0,0,0
thin,8,0,0,0,0,0,0,0,0,0,0
short,6,0,0,0,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,3,0
frequent,1,0,0,0,0,0,0,0,0,0,0
beating,0,0,0,0,0,0,1,0,0,0,0
spirit,0,0,0,0,0,0,2,0,0,0,0
strong,7,0,0,0,0,0,0,0,0,0,0
reason,0,0,0,0,0,0,5,0,0,0,0
reach,0,0,0,0,0,0,0,0,0,0,13
ninth,1,0,0,0,0,0,0,0,0,0,0
birthday,0,0,0,0,0,0,1,0,0,0,0
house,0,0,0,0,0,0,83,0,0,0,0
window,0,0,0,0,0,0,13,0,0,0,0
see,0,0,0,0,0,0,0,0,0,0,58
gate,0,0,0,0,0,0,7,0,0,0,0
quickly,0,0,27,0,0,0,0,0,0,0,0
work,0,0,0,0,0,0,22,0,0,0,14
quick,3,0,5,0,0,0,0,0,0,0,0
upstairs,4,0,12,0,0,0,0,0,0,0,0
wash,0,0,0,0,0,0,0,0,0,0,5
run,0,0,0,0,0,0,0,0,0,0,63
unlock,0,0,0,0,0,0,0,0,0,0,3
lock,0,0,0,0,0,0,1,0,0,0,16
prevent,0,0,0,0,0,0,0,0,0,0,1
official,2,0,0,0,0,0,1,0,0,0,0
visitor,0,0,0,0,0,0,3,0,0,0,0
unexpectedly,0,0,1,0,0,0,0,0,0,0,0
business,0,0,0,0,0,0,11,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,99
enter,0,0,0,0,0,0,0,0,0,0,26
big,8,0,0,0,0,0,0,0,0,0,0
fat,7,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,126,0,0,0,0
bad,15,0,0,0,0,0,0,0,0,0,0
tempered,4,0,0,0,0,0,0,0,0,0,0
self,0,0,0,0,0,0,1,0,0,0,0
importance,0,0,0,0,0,0,1,0,0,0,0
like,0,31,0,0,0,0,0,0,0,0,9
wait,0,0,0,0,0,0,1,0,0,0,18
take,0,0,0,0,0,0,0,0,0,0,47
hat,0,0,0,0,0,0,8,0,0,0,0
place,0,0,0,0,0,0,19,0,0,0,4
chair,0,0,0,0,0,0,14,0,0,0,0
express,1,0,0,0,0,0,0,0,0,0,1
great,31,0,0,0,0,0,0,0,0,0,0
concern,0,0,0,0,0,0,1,0,0,0,0
comfort,0,0,0,0,0,0,4,0,0,0,0
thirsty,1,0,0,0,0,0,0,0,0,0,0
cupboard,0,0,0,0,0,0,1,0,0,0,0
thank,0,0,0,0,0,0,1,0,0,0,5
drop,0,0,0,0,0,0,3,0,0,0,2
wave,0,0,0,0,0,0,0,0,0,0,1
water,0,0,0,0,0,0,13,0,0,0,0
persuasively,0,0,1,0,0,0,0,0,0,0,0
cough,0,0,0,0,0,0,0,0,0,0,2
ask,0,0,0,0,0,0,0,0,0,0,91
interest,0,0,0,0,0,0,2,0,0,0,0
gin,0,0,0,0,0,0,8,0,0,0,0
medicine,0,0,0,0,0,0,4,0,0,0,0
drink,0,0,0,0,0,0,7,0,0,0,9
watch,0,0,0,0,0,0,8,0,0,0,16
mix,0,0,0,0,0,0,0,0,0,0,1
sir,0,0,0,0,0,0,27,0,0,0,0
suffer,0,0,0,0,0,0,0,0,0,0,3
half,3,0,3,0,2,0,3,0,0,0,0
immediately,0,0,16,0,0,0,0,0,0,0,0
year,0,0,0,0,0,0,9,0,0,0,0
today,0,0,0,0,0,0,4,0,0,0,0
able,8,0,0,0,0,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,0,0,4
parent,0,0,0,0,0,0,6,0,0,0,0
proudly,0,0,3,0,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,26
alphabet,0,0,0,0,0,0,1,0,0,0,0
return,0,0,0,0,0,0,1,0,0,0,18
finish,0,0,0,0,0,0,0,0,0,0,8
lead,0,0,0,0,0,0,0,0,0,0,11
loud,9,0,0,0,0,0,0,0,0,0,0
voice,0,0,0,0,0,0,21,0,0,0,0
glad,4,0,0,0,0,0,0,0,0,0,0
free,6,0,0,0,0,0,0,0,0,0,0
violence,0,0,0,0,0,0,3,0,0,0,0
angrily,0,0,11,0,0,0,0,0,0,0,0
finger,0,0,0,0,0,0,2,0,0,0,0
close,1,0,7,0,0,0,0,0,0,0,6
burst,0,0,0,0,0,0,1,0,0,0,6
tear,0,0,0,0,0,0,14,0,0,0,2
friend,0,0,0,0,0,0,32,0,0,0,0
realize,0,0,0,0,0,0,0,0,0,0,11
moment,0,0,0,0,0,0,15,0,0,0,0
lonely,7,0,0,0,0,0,0,0,0,0,0
step,0,0,0,0,0,0,8,0,0,0,1
leg,0,0,0,0,0,0,4,0,0,0,0
feeling,0,0,0,0,0,0,2,0,0,0,0
contentment,0,0,0,0,0,0,2,0,0,0,0
produce,0,0,0,0,0,0,0,0,0,0,3
disappear,0,0,0,0,0,0,0,0,0,0,5
mood,0,0,0,0,0,0,5,0,0,0,0
stand,0,0,0,0,0,0,0,0,0,0,16
sit,0,0,0,0,0,0,0,0,0,0,42
table,0,0,0,0,0,0,19,0,0,0,0
boy,0,0,0,0,0,0,144,0,0,0,0
