word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
distant,6,0,0,0,0,0,0,0,0,0
intriguing,1,0,0,0,0,0,0,0,0,0
planet,0,0,0,0,0,211,0,0,0,0
solar,40,0,0,0,0,0,0,0,0,0
system,0,0,0,0,0,65,0,0,0,0
know,0,0,0,0,0,0,0,0,15,0
outer,39,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,8,0,0,0,0
ancient,15,0,0,0,0,0,0,0,0,0
astronomer,0,0,0,0,0,19,0,0,0,0
bright,20,0,0,0,0,0,0,0,0,0
night,0,0,0,0,0,3,0,0,0,0
sky,0,0,0,0,0,6,0,0,0,0
thank,0,0,0,0,0,2,0,0,0,0
deep,5,0,1,0,0,0,0,0,0,0
space,0,0,0,0,0,11,0,0,0,0
probe,0,0,0,0,0,22,0,0,0,0
constantly,0,0,2,0,0,0,0,0,0,0
improve,0,0,0,0,0,0,0,0,1,0
base,0,0,0,0,0,0,0,0,7,0
observational,2,0,0,0,0,0,0,0,0,0
technology,0,0,0,0,0,2,0,0,0,0
scientist,0,0,0,0,0,33,0,0,0,0
today,0,0,0,0,0,2,0,0,0,0
steadily,0,0,1,0,0,0,0,0,0,0
unravel,0,0,0,0,0,0,0,0,1,0
mystery,0,0,0,0,0,2,0,0,0,0
moon,0,0,0,0,0,141,0,0,0,0
ring,0,0,0,0,0,135,0,0,0,0
book,0,0,0,0,0,1,0,0,0,0
take,0,0,0,0,0,0,0,0,40,0
journey,0,0,0,0,0,3,0,0,0,0
remote,1,0,0,0,0,0,0,0,0,0
destination,0,0,0,0,0,2,0,0,0,0
large,55,0,0,0,0,0,0,0,0,0
big,17,0,0,0,0,0,0,0,0,0
fit,0,0,0,0,0,0,0,0,3,0
inside,0,7,0,0,0,0,0,0,0,0
fifth,2,0,0,0,0,0,0,0,0,0
multicolored,2,0,0,0,0,0,0,0,0,0
stripe,0,0,0,0,0,3,0,0,0,0
small,50,0,0,0,0,0,0,0,0,0
telescope,0,0,0,0,0,25,0,0,0,0
visible,16,0,0,0,0,0,0,0,0,0
red,11,0,0,0,0,2,0,0,0,0
oval,9,0,0,0,0,9,0,0,0,0
call,0,0,0,0,0,0,0,0,23,0
storm,0,0,0,0,0,28,0,0,0,0
atmosphere,0,0,0,0,0,79,0,0,0,0
go,0,0,0,0,0,0,0,0,1,0
year,0,0,0,0,0,44,0,0,0,0
surface,0,0,0,0,0,39,0,0,0,0
interior,1,0,0,0,0,25,0,0,0,0
compose,0,0,0,0,0,0,0,0,8,0
mainly,0,0,6,0,0,0,0,0,0,0
hydrogen,0,0,0,0,0,38,0,0,0,0
helium,0,0,0,0,0,24,0,0,0,0
narrow,9,0,0,0,0,0,0,0,0,0
orbit,0,0,0,0,0,47,0,0,32,0
elliptical,5,0,0,0,0,0,0,0,0,0
equal,2,0,0,0,0,0,0,0,2,0
encounter,0,0,0,0,0,0,0,0,4,0
second,2,0,5,0,0,1,0,0,0,0
like,0,49,0,0,0,0,0,0,0,0
gaseous,2,0,0,0,0,0,0,0,0,0
surround,0,0,0,0,0,0,0,0,10,0
complex,9,0,0,0,0,0,0,0,0,0
weather,0,0,0,0,0,5,0,0,0,0
pattern,0,0,0,0,0,6,0,0,1,0
liquid,14,0,0,0,0,4,0,0,0,0
core,0,0,0,0,0,6,0,0,0,0
metallic,5,0,0,0,0,0,0,0,0,0
typical,1,0,0,0,0,0,0,0,0,0
magnificent,1,0,0,0,0,0,0,0,0,0
