word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
read,0,0,0,0,0,0,0,0,0,2
newspaper,0,0,0,0,0,0,1,0,0,0
know,0,0,0,0,0,0,0,0,0,35
trouble,0,0,0,0,0,0,2,0,0,0
come,0,0,0,0,0,0,0,0,0,30
big,17,0,0,0,0,0,0,0,0,0
dog,0,0,0,0,0,0,171,0,0,0
man,0,0,0,0,0,0,115,0,0,0
find,0,0,0,0,0,0,0,0,0,15
gold,0,0,0,0,0,0,14,0,0,0
want,0,0,0,0,0,0,0,0,0,26
strong,20,0,0,0,0,0,0,0,0,0
work,0,0,0,0,0,0,11,0,0,15
cold,9,0,0,0,0,0,1,0,0,0
snow,0,0,0,0,0,0,36,0,0,2
north,1,0,1,0,0,0,11,0,0,0
live,0,0,0,0,0,0,0,0,0,6
house,0,0,0,0,0,0,5,0,0,0
sunny,1,0,0,0,0,0,0,0,0,0
valley,0,0,0,0,0,0,6,0,0,0
large,5,0,0,0,0,0,0,0,0,0
garden,0,0,0,0,0,0,3,0,0,0
field,0,0,0,0,0,0,1,0,0,0
fruit,0,0,0,0,0,0,1,0,0,0
tree,0,0,0,0,0,0,7,0,0,0
river,0,0,0,0,0,0,20,0,0,0
nearby,0,0,2,0,0,0,0,0,0,0
place,0,0,0,0,0,0,15,0,0,0
like,0,25,0,0,0,0,0,0,0,4
course,0,0,2,0,0,0,1,0,0,0
farm,0,0,0,0,0,0,1,0,0,0
important,4,0,0,0,0,0,0,0,0,0
chief,1,0,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,1
year,0,0,0,0,0,0,5,0,0,0
old,13,0,0,0,0,0,0,0,0,0
weigh,0,0,0,0,0,0,0,0,0,3
kilo,0,0,0,0,0,0,6,0,0,0
go,0,0,0,0,0,0,0,0,0,44
swim,0,0,0,0,0,0,0,0,0,6
son,0,0,0,0,0,0,1,0,0,0
walk,0,0,0,0,0,0,2,0,0,17
daughter,0,0,0,0,0,0,1,0,0,0
carry,0,0,0,0,0,0,0,0,0,8
grandchild,0,0,0,0,0,0,1,0,0,0
sit,0,0,0,0,0,0,0,0,0,14
foot,0,0,0,0,0,0,12,0,0,0
fire,0,0,0,0,0,0,14,0,0,0
winter,0,0,0,0,0,0,7,0,0,0
hurry,0,0,0,0,0,0,0,0,0,1
west,1,0,0,0,0,0,0,0,0,0
look,0,0,0,0,0,0,0,0,0,25
gardener,0,0,0,0,0,0,1,0,0,0
need,0,0,0,0,0,0,0,0,0,12
money,0,0,0,0,0,0,6,0,0,0
family,0,0,0,0,0,0,1,0,0,0
day,0,0,0,0,0,0,67,0,0,0
leave,0,0,0,0,0,0,0,0,0,14
evening,0,0,0,0,0,0,11,0,0,0
think,0,0,0,0,0,0,0,0,0,16
see,0,0,0,0,0,0,0,0,0,33
arrive,0,0,0,0,0,0,0,0,0,4
railway,0,0,0,0,0,0,2,0,0,0
station,0,0,0,0,0,0,3,0,0,0
talk,0,0,0,0,0,0,0,0,0,7
give,0,0,0,0,0,0,0,0,0,8
tie,0,0,0,0,0,0,0,0,0,3
piece,0,0,0,0,0,0,10,0,0,0
rope,0,0,0,0,0,0,9,0,0,0
neck,0,0,0,0,0,0,9,0,0,0
growl,0,0,0,0,0,0,0,0,0,5
surprised,6,0,0,0,0,0,0,0,0,0
pull,0,0,0,0,0,0,0,0,0,60
hard,13,0,23,0,0,0,0,0,0,0
jump,0,0,0,0,0,0,0,0,0,35
catch,0,0,0,0,0,0,0,0,0,11
suddenly,0,0,13,0,0,0,0,0,0,0
tongue,0,0,0,0,0,0,4,0,0,0
mouth,0,0,0,0,0,0,6,0,0,0
moment,0,0,0,0,0,0,5,0,0,0
unable,1,0,0,0,0,0,0,0,0,0
easy,6,0,0,0,0,0,0,0,0,0
train,0,0,0,0,0,0,5,0,0,0
wake,0,0,0,0,0,0,0,0,0,8
move,0,0,0,0,0,0,0,0,0,23
watch,0,0,0,0,0,0,1,0,0,30
quick,4,0,0,0,0,0,0,0,0,0
bite,0,0,0,0,0,0,3,0,0,20
hand,0,0,0,0,0,0,14,0,0,0
let,0,0,0,0,0,0,0,0,0,7
take,0,0,0,0,0,0,0,0,0,30
room,0,0,0,0,0,0,2,0,0,0
bar,0,0,0,0,0,0,6,0,0,0
barman,0,0,0,0,0,0,2,0,0,0
trouser,0,0,0,0,0,0,1,0,0,0
cover,0,0,0,0,0,0,0,0,0,6
blood,0,0,0,0,0,0,8,0,0,0
pay,0,0,0,0,0,0,0,0,0,2
ask,0,0,0,0,0,0,0,0,0,12
dollar,0,0,0,0,0,0,12,0,0,0
steal,0,0,0,0,0,0,0,0,0,8
make,0,0,0,0,0,0,0,0,0,3
good,22,0,0,0,0,0,0,0,0,0
price,0,0,0,0,0,0,3,0,0,0
help,0,0,0,0,0,0,0,0,0,5
push,0,0,0,0,0,0,0,0,0,5
wooden,2,0,0,0,0,0,0,0,0,0
box,0,0,0,0,0,0,10,0,0,0
spend,0,0,0,0,0,0,0,0,0,6
night,0,0,0,0,0,0,22,0,0,0
ache,0,0,0,0,0,0,0,0,0,1
pain,0,0,0,0,0,0,2,0,0,0
understand,0,0,0,0,0,0,0,0,0,9
mean,0,0,0,0,0,0,0,0,0,2
strange,8,0,0,0,0,0,0,0,0,0
travel,0,0,0,0,0,0,0,0,0,19
eat,0,0,0,0,0,0,0,0,0,20
drink,0,0,0,0,0,0,0,0,0,5
laugh,0,0,0,0,0,0,0,0,0,8
stick,0,0,0,0,0,0,1,0,0,0
hole,0,0,0,0,0,0,12,0,0,0
get,0,0,0,0,0,0,0,0,0,18
angry,11,0,0,0,0,0,0,0,0,0
hungry,6,0,0,0,0,0,0,0,0,0
thirsty,1,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,0,11,0,0,1
grow,0,0,0,0,0,0,0,0,0,7
red,5,0,0,0,0,0,0,0,0,0
small,3,0,0,0,0,0,0,0,0,0
high,1,0,1,0,0,0,0,0,0,0
wall,0,0,0,0,0,0,2,0,0,1
fat,12,0,0,0,0,0,0,0,0,0
coat,0,0,0,0,0,0,6,0,0,0
wait,0,0,0,0,0,0,0,0,0,13
side,0,0,0,0,0,0,3,0,0,0
smile,0,0,0,0,0,0,0,0,0,7
axe,0,0,0,0,0,0,8,0,0,0
club,0,0,0,0,0,0,21,0,0,0
answer,0,0,0,0,0,0,1,0,0,6
begin,0,0,0,0,0,0,0,0,0,5
break,0,0,0,0,0,0,0,0,0,16
immediately,0,0,6,0,0,0,0,0,0,0
climb,0,0,0,0,0,0,0,0,0,1
safe,3,0,0,0,0,0,0,0,0,0
hit,0,0,0,0,0,0,0,0,0,15
tooth,0,0,0,0,0,0,15,0,0,0
wood,0,0,0,0,0,0,5,0,0,0
minute,0,0,0,0,0,0,13,0,0,0
say,0,0,0,0,0,0,0,0,0,40
drop,0,0,0,0,0,0,0,0,0,4
right,4,0,1,0,0,1,1,0,0,0
anger,0,0,0,0,0,0,3,0,0,0
wide,1,0,1,0,0,0,0,0,0,0
open,3,0,0,0,0,0,0,0,0,1
ready,9,0,0,0,0,0,0,0,0,0
touch,0,0,0,0,0,0,0,0,0,4
skin,0,0,0,0,0,0,4,0,0,0
fall,0,0,0,0,0,0,0,0,0,17
ground,0,0,0,0,0,0,10,0,0,0
time,0,0,0,0,0,0,38,0,0,0
stand,0,0,0,0,0,0,0,0,0,19
crash,0,0,0,0,0,0,0,0,0,3
slowly,0,0,16,0,0,0,0,0,0,0
able,2,0,0,0,0,0,0,0,0,0
nose,0,0,0,0,0,0,5,0,0,0
ear,0,0,0,0,0,0,3,0,0,0
terrible,6,0,0,0,0,0,0,0,0,0
knock,0,0,0,0,0,0,0,0,0,4
teach,0,0,0,0,0,0,0,0,0,3
lesson,0,0,0,0,0,0,1,0,0,0
letter,0,0,0,0,0,0,5,0,0,0
boy,0,0,0,0,0,0,1,0,0,0
friendly,8,0,0,0,0,0,0,0,0,0
