word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
modern,23,0,0,0,0,0,0,0,0,0
history,0,0,0,0,0,6,0,0,0,0
refer,0,0,0,0,0,0,0,0,2,0
process,0,0,0,0,0,62,0,0,2,0
change,0,0,0,0,0,49,0,0,20,0
agrarian,2,0,0,0,0,0,0,0,0,0
handicraft,0,0,0,0,0,1,0,0,0,0
economy,0,0,0,0,0,24,0,0,0,0
dominate,0,0,0,0,0,0,0,0,4,0
industry,0,0,0,0,0,115,0,0,0,0
machine,0,0,0,0,0,82,0,0,0,0
manufacture,0,0,0,0,0,27,0,0,20,0
begin,0,0,0,0,0,0,0,0,70,0
century,0,0,0,0,0,147,0,0,0,0
spread,0,0,0,0,0,8,0,0,15,0
part,0,0,0,0,0,27,0,0,0,0
world,0,0,0,0,0,46,0,0,0,0
early,45,0,9,0,0,0,0,0,0,0
french,18,0,0,0,0,0,0,0,0,0
writer,0,0,0,0,0,3,0,0,0,0
term,0,0,0,0,0,17,0,0,0,0
popularize,0,0,0,0,0,0,0,0,1,0
english,12,0,0,0,0,0,0,0,0,0
economic,45,0,0,0,0,0,0,0,0,0
historian,0,0,0,0,0,2,0,0,0,0
describe,0,0,0,0,0,0,0,0,10,0
development,0,0,0,0,0,63,0,0,0,0
time,0,0,0,0,0,56,0,0,0,0
broadly,0,0,1,0,0,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,21,0
impossible,2,0,0,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,1,0
like,1,16,0,0,0,0,0,0,0,0
effect,0,0,0,0,0,12,0,0,1,0
sweep,0,0,0,0,0,1,0,0,1,0
away,0,0,9,0,0,0,0,0,0,0
electric,25,0,0,0,0,0,0,0,0,0
light,6,0,0,0,0,12,0,0,1,0
automobile,0,0,0,0,0,8,0,0,0,0
airplane,0,0,0,0,0,5,0,0,0,0
vanish,0,0,0,0,0,0,0,0,1,0
telephone,0,0,0,0,0,12,0,0,0,0
radio,0,0,0,0,0,5,0,0,0,0
television,0,0,0,0,0,3,0,0,0,0
disappear,0,0,0,0,0,0,0,0,3,0
abundant,2,0,0,0,0,0,0,0,0,0
stock,0,0,0,0,0,9,0,0,0,0
shelf,0,0,0,0,0,1,0,0,0,0
department,0,0,0,0,0,3,0,0,0,0
store,0,0,0,0,0,5,0,0,0,0
go,0,0,0,0,0,0,0,0,16,0
child,0,0,0,0,0,56,0,0,0,0
poor,17,0,0,0,0,0,0,0,0,0
little,12,0,4,0,0,0,0,0,0,0
schooling,0,0,0,0,0,2,0,0,0,0
work,0,0,0,0,0,89,0,0,68,0
dawn,0,0,0,0,0,1,0,0,0,0
dark,1,0,0,0,0,1,0,0,0,0
farm,1,0,0,0,0,13,0,0,0,0
home,0,0,0,0,0,20,0,0,0,0
invent,0,0,0,0,0,0,0,0,23,0
adult,0,0,0,0,0,3,0,0,0,0
need,0,0,0,0,0,29,0,0,15,0
order,0,0,0,0,0,18,0,0,2,0
provide,0,0,0,0,0,0,0,0,46,0
food,0,0,0,0,0,16,0,0,0,0
clothing,0,0,0,0,0,8,0,0,0,0
shelter,0,0,0,0,0,3,0,0,0,0
main,14,0,0,0,0,0,0,0,0,0
feature,0,0,0,0,0,14,0,0,0,0
involve,0,0,0,0,0,0,0,0,7,0
technological,27,0,0,0,0,0,0,0,0,0
socioeconomic,3,0,0,0,0,0,0,0,0,0
cultural,3,0,0,0,0,0,0,0,0,0
include,0,0,0,0,0,0,0,0,16,0
follow,0,0,0,0,0,0,0,0,21,0
use,0,0,0,0,0,38,0,0,13,0
new,142,0,0,0,0,0,0,0,0,0
basic,17,0,0,0,0,0,0,0,0,0
material,4,0,0,0,0,39,0,0,0,0
chiefly,0,0,4,0,0,0,0,0,0,0
iron,0,0,0,0,0,74,0,0,0,0
steel,0,0,0,0,0,34,0,0,0,0
energy,0,0,0,0,0,16,0,0,0,0
source,0,0,0,0,0,25,0,0,0,0
fuel,0,0,0,0,0,20,0,0,0,0
motive,0,0,0,0,0,1,0,0,0,0
power,0,0,0,0,0,80,0,0,6,0
coal,0,0,0,0,0,42,0,0,0,0
steam,0,0,0,0,0,118,0,0,0,0
engine,0,0,0,0,0,136,0,0,0,0
electricity,0,0,0,0,0,20,0,0,0,0
petroleum,0,0,0,0,0,4,0,0,0,0
internal,14,0,0,0,0,0,0,0,0,0
combustion,0,0,0,0,0,11,0,0,0,0
invention,0,0,0,0,0,43,0,0,0,0
spin,0,0,0,0,0,0,0,0,24,0
jenny,0,0,0,0,0,6,0,0,0,0
loom,0,0,0,0,0,21,0,0,0,0
permit,0,0,0,0,0,0,0,0,8,0
increase,0,0,0,0,0,14,0,0,65,0
production,0,0,0,0,0,87,0,0,0,0
small,27,0,0,0,0,0,0,0,0,0
expenditure,0,0,0,0,0,1,0,0,0,0
human,13,0,0,0,0,1,0,0,0,0
organization,0,0,0,0,0,22,0,0,0,0
know,0,0,0,0,0,1,0,0,19,0
factory,0,0,0,0,0,76,0,0,0,0
system,0,0,0,0,0,61,0,0,0,0
entail,0,0,0,0,0,0,0,0,2,0
division,0,0,0,0,0,12,0,0,0,0
labour,0,0,0,0,0,49,0,0,4,0
specialization,0,0,0,0,0,9,0,0,0,0
function,0,0,0,0,0,5,0,0,0,0
important,54,0,0,0,0,0,0,0,0,0
transportation,0,0,0,0,0,11,0,0,0,0
communication,0,0,0,0,0,12,0,0,0,0
locomotive,3,0,0,0,0,26,0,0,0,0
steamship,0,0,0,0,0,13,0,0,0,0
telegraph,0,0,0,0,0,7,0,0,0,0
application,0,0,0,0,0,14,0,0,0,0
science,0,0,0,0,0,15,0,0,0,0
possible,19,0,0,0,0,0,0,0,0,0
tremendously,0,0,1,0,0,0,0,0,0,0
natural,8,0,0,0,0,0,0,0,0,0
resource,0,0,0,0,0,12,0,0,0,0
mass,10,0,1,0,0,16,0,0,2,0
good,8,0,0,0,0,33,0,0,0,0
completed,1,0,0,0,0,0,0,0,0,0
ford,1,0,0,0,0,0,0,0,0,0
model,0,0,0,0,0,19,0,0,2,0
come,0,0,0,0,0,0,0,0,31,0
assembly,0,0,0,0,0,9,0,0,0,0
line,0,0,0,0,0,23,0,0,2,0
nonindustrial,1,0,0,0,0,0,0,0,0,0
sphere,0,0,0,0,0,2,0,0,0,0
agricultural,15,0,0,0,0,0,0,0,0,0
improvement,0,0,0,0,0,36,0,0,0,0
provision,0,0,0,0,0,5,0,0,0,0
large,76,0,0,0,0,0,0,0,0,0
nonagricultural,1,0,0,0,0,0,0,0,0,0
population,0,0,0,0,0,20,0,0,0,0
result,0,0,0,0,0,22,0,0,5,0
wide,15,0,0,0,0,0,0,0,0,0
distribution,0,0,0,0,0,4,0,0,0,0
wealth,0,0,0,0,0,8,0,0,0,0
decline,0,0,0,0,0,6,0,0,5,0
land,0,0,0,0,0,21,0,0,0,0
face,0,0,0,0,0,5,0,0,2,0
rise,0,0,0,0,0,19,0,0,13,0
