word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
rationally,0,0,2,0,0,0,0,0,0,0,0,0,0,0
unfounded,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brief,4,0,0,0,0,0,0,0,0,0,0,0,0,0
british,9,0,0,0,0,0,0,0,0,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,0,0,0,3,0
wake,0,0,0,0,0,0,0,1,0,0,0,0,0,0
research,0,0,0,0,0,0,0,3,0,0,0,0,0,0
mental,18,0,0,0,0,0,0,0,0,0,0,0,0,0
young,9,0,0,0,0,0,0,0,0,0,0,0,0,0
child,0,0,0,0,0,0,0,3,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,0,0,0,0,10,0
language,0,0,0,0,0,0,0,31,0,0,0,0,0,0
quickly,0,0,3,0,0,0,0,0,0,0,0,0,0,0
gulf,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bridge,0,0,0,0,0,0,0,1,0,0,0,0,1,0
argue,0,0,0,0,0,0,0,0,0,0,0,0,42,0
common,18,0,0,0,0,0,0,1,0,0,0,0,0,0
mistake,0,0,0,0,0,0,0,4,0,0,0,0,1,0
school,0,0,0,0,0,0,0,19,0,0,0,0,1,0
lie,0,0,0,0,0,0,0,1,0,0,0,0,13,0
conceive,0,0,0,0,0,0,0,0,0,0,0,0,17,0
conform,0,0,0,0,0,0,0,0,0,0,0,0,7,0
object,0,0,0,0,0,0,0,52,0,0,0,0,2,0
feature,0,0,0,0,0,0,0,12,0,0,0,0,1,0
causal,7,0,0,0,0,0,0,0,0,0,0,0,0,0
relation,0,0,0,0,0,0,0,23,0,0,0,0,0,0
possible,24,0,0,0,0,0,0,0,0,0,0,0,0,0
idealism,0,0,0,0,0,0,0,14,0,0,0,0,0,0
encompass,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reality,0,0,0,0,0,0,0,42,0,0,0,0,0,0
blur,0,0,0,0,0,0,0,0,0,0,0,0,2,0
erase,0,0,0,0,0,0,0,0,0,0,0,0,1,0
distinction,0,0,0,0,0,0,0,20,0,0,0,0,0,0
recast,0,0,0,0,0,0,0,0,0,0,0,0,1,0
logical,33,0,0,0,0,0,0,0,0,0,0,0,0,0
linguistic,5,0,0,0,0,0,0,0,0,0,0,0,0,0
discussion,0,0,0,0,0,0,0,11,0,0,0,0,0,0
notable,8,0,0,0,0,0,0,0,0,0,0,0,0,0
contribution,0,0,0,0,0,0,0,13,0,0,0,0,0,0
recover,0,0,0,0,0,0,0,0,0,0,0,0,5,0
range,0,0,0,0,0,0,0,3,0,0,0,0,2,0
vitality,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stoic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
epicurean,3,0,0,0,0,0,0,0,0,0,0,0,0,0
virtue,0,0,0,0,0,0,0,47,0,0,0,0,0,0
good,32,0,0,0,0,0,0,10,0,0,0,0,0,0
cultivated,2,0,0,0,0,0,0,0,0,0,0,0,0,0
indifference,0,0,0,0,0,0,0,1,0,0,0,0,0,0
travail,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ordinary,12,0,0,0,0,0,0,0,0,0,0,0,0,0
profoundly,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ethical,17,0,0,0,0,0,0,0,0,0,0,0,0,0
utilitarian,10,0,0,0,0,0,0,0,0,0,0,0,0,0
pleasure,0,0,0,0,0,0,0,11,0,0,0,0,0,0
pain,0,0,0,0,0,0,0,7,0,0,0,0,0,0
theoretical,6,0,0,0,0,0,0,0,0,0,0,0,0,0
normative,4,0,0,0,0,0,0,0,0,0,0,0,0,0
reformer,0,0,0,0,0,0,0,3,0,0,0,0,0,0
articulate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
noteworthy,2,0,0,0,0,0,0,0,0,0,0,0,0,0
consistency,0,0,0,0,0,0,0,2,0,0,0,0,0,0
refine,0,0,0,0,0,0,0,0,0,0,0,0,3,0
student,0,0,0,0,0,0,0,9,0,0,0,0,0,0
friend,0,0,0,0,0,0,0,9,0,0,0,0,0,0
deontology,0,0,0,0,0,0,0,2,0,0,0,0,0,0
oppose,0,0,0,0,0,0,0,0,0,0,0,0,10,0
broadly,0,0,3,0,0,0,0,0,0,0,0,0,0,0
conduct,0,0,0,0,0,0,0,3,0,0,0,0,3,0
rightness,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wrongness,0,0,0,0,0,0,0,1,0,0,0,0,0,0
action,0,0,0,0,0,0,0,45,0,0,0,0,0,0
depend,0,0,0,0,0,0,0,0,0,0,0,0,21,0
solely,0,0,5,0,0,0,0,0,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,0,0,26,0
rule,0,0,0,0,0,0,0,13,0,0,0,0,7,0
likely,5,0,0,0,0,0,0,0,0,0,0,0,0,0
consequence,0,0,0,0,0,0,0,15,0,0,0,0,0,0
irrelevant,2,0,0,0,0,0,0,0,0,0,0,0,0,0
exponent,0,0,0,0,0,0,0,3,0,0,0,0,0,0
deontological,2,0,0,0,0,0,0,0,0,0,0,0,0,0
universalizable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contradiction,0,0,0,0,0,0,0,6,0,0,0,0,0,0
universal,18,0,0,0,0,0,0,4,0,0,0,0,0,0
interest,0,0,0,0,0,0,0,35,0,0,0,0,0,0
issue,0,0,0,0,0,0,0,9,0,0,0,0,1,0
abortion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
treatment,0,0,0,0,0,0,0,7,0,0,0,0,0,0
animal,0,0,0,0,0,0,0,3,0,0,0,0,0,0
spur,0,0,0,0,0,0,0,0,0,0,0,0,4,0
apply,0,0,0,0,0,0,0,0,0,0,0,0,15,0
inspire,0,0,0,0,0,0,0,0,0,0,0,0,12,0
activism,0,0,0,0,0,0,0,1,0,0,0,0,0,0
debate,0,0,0,0,0,0,0,2,0,0,0,0,0,0
public,21,0,0,0,0,0,0,1,0,0,0,0,0,0
policy,0,0,0,0,0,0,0,3,0,0,0,0,0,0
practical,14,0,0,0,0,0,0,0,0,0,0,0,0,0
affair,0,0,0,0,0,0,0,9,0,0,0,0,0,0
extent,0,0,0,0,0,0,0,10,0,0,0,0,0,0
french,22,0,0,0,0,0,0,0,0,0,0,0,0,0
page,0,0,0,0,0,0,0,2,0,0,0,0,0,0
book,0,0,0,0,0,0,0,15,0,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,0,0,0,0,7,0
enormous,4,0,0,0,0,0,0,0,0,0,0,0,0,0
today,0,0,0,0,0,0,0,3,0,0,0,0,0,0
historically,0,0,2,0,0,0,0,0,0,0,0,0,0,0
informed,2,0,0,0,0,0,0,0,0,0,0,0,0,0
practically,0,0,3,0,0,0,0,0,0,0,0,0,0,0
relevant,1,0,0,0,0,0,0,0,0,0,0,0,0,0
history,0,0,0,0,0,0,0,50,0,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,0,0,0,0,17,0
response,0,0,0,0,0,0,0,8,0,0,0,0,0,0
need,0,0,0,2,0,0,0,13,0,0,0,0,14,0
civilization,0,0,0,0,0,0,0,9,0,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,0,0,0,15,0
creative,3,0,0,0,0,0,0,0,0,0,0,0,0,0
respond,0,0,0,0,0,0,0,0,0,0,0,0,3,0
unique,6,0,0,0,0,0,0,0,0,0,0,0,0,0
challenge,0,0,0,0,0,0,0,5,0,0,0,0,5,0
stage,0,0,0,0,0,0,0,12,0,0,0,0,0,0
career,0,0,0,0,0,0,0,6,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,0,0,0,17,0
special,5,0,0,0,0,0,0,0,0,0,0,0,0,0
achievement,0,0,0,0,0,0,0,15,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,0,0,0,0,0,12,0
use,0,0,0,0,0,0,0,13,0,0,0,0,10,0
scope,0,0,0,0,0,0,0,4,0,0,0,0,0,0
matter,0,0,0,0,0,0,0,27,0,0,0,0,0,0
criterion,0,0,0,0,0,0,0,3,0,0,0,0,0,0
meaning,0,0,0,0,0,0,0,16,0,0,0,0,0,0
truth,0,0,0,0,0,0,0,60,0,0,0,0,0,0
hinge,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mode,0,0,0,0,0,0,0,14,0,0,0,0,0,0
successive,2,0,0,0,0,0,0,0,0,0,0,0,0,0
primarily,0,0,4,0,0,0,0,0,0,0,0,0,0,0
complement,0,0,0,0,0,0,0,0,0,0,0,0,1,0
divine,9,0,0,0,0,0,0,0,0,0,0,0,0,0
revelation,0,0,0,0,0,0,0,3,0,0,0,0,0,0
feudal,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cosmology,0,0,0,0,0,0,0,2,0,0,0,0,0,0
devote,0,0,0,0,0,0,0,0,0,0,0,0,10,0
measure,0,0,0,0,0,0,0,2,0,0,0,0,1,0
institutional,1,0,0,0,0,0,0,0,0,0,0,0,0,0
accident,0,0,0,0,0,0,0,3,0,0,0,0,0,0
churchman,0,0,0,0,0,0,0,2,0,0,0,0,0,0
happen,0,0,0,0,0,0,0,0,0,0,0,0,2,0
professor,0,0,0,0,0,0,0,5,0,0,0,0,0,0
different,19,0,0,0,0,0,0,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,0,0,0,16,0
line,0,0,0,0,0,0,0,8,0,0,0,0,0,0
endeavour,0,0,0,0,0,0,0,4,0,0,0,0,0,0
introduction,0,0,0,0,0,0,0,6,0,0,0,0,0,0
novel,4,0,0,0,0,0,0,2,0,0,0,0,0,0
mechanical,5,0,0,0,0,0,0,0,0,0,0,0,0,0
gunpowder,0,0,0,0,0,0,0,1,0,0,0,0,0,0
block,0,0,0,0,0,0,0,1,0,0,0,0,1,0
printing,0,0,0,0,0,0,0,5,0,0,0,0,0,0
movable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,0,0,6,0,0,0,0,0,0
compass,0,0,0,0,0,0,0,2,0,0,0,0,0,0
explode,0,0,0,0,0,0,0,0,0,0,0,0,1,0
massive,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fortification,0,0,0,0,0,0,0,2,0,0,0,0,0,0
agent,0,0,0,0,0,0,0,2,0,0,0,0,0,0
spirit,0,0,0,0,0,0,0,21,0,0,0,0,0,0
nationalism,0,0,0,0,0,0,0,1,0,0,0,0,0,0
threaten,0,0,0,0,0,0,0,0,0,0,0,0,3,0
universalist,1,0,0,0,0,0,0,0,0,0,0,0,0,0
church,0,0,0,0,0,0,0,15,0,0,0,0,0,0
compete,0,0,0,0,0,0,0,0,0,0,0,0,3,0
second,24,0,0,0,0,0,0,1,0,0,0,0,0,1
widely,0,0,6,0,0,0,0,0,0,0,0,0,0,0
propagate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
secularize,0,0,0,0,0,0,0,0,0,0,0,0,1,0
learning,0,0,0,0,0,0,0,8,0,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,0,0,0,8,0
monopoly,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ecclesiastical,4,0,0,0,0,0,0,0,0,0,0,0,0,0
elite,0,0,0,0,0,0,0,6,0,0,0,0,0,0
restore,0,0,0,0,0,0,0,0,0,0,0,0,6,0
classic,1,0,0,0,0,0,0,8,0,0,0,0,0,0
safety,0,0,0,0,0,0,0,9,0,0,0,0,0,0
navigation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
produce,0,0,0,0,0,0,0,1,0,0,0,0,24,0
voyage,0,0,0,0,0,0,0,1,0,0,0,0,0,0
discovery,0,0,0,0,0,0,0,8,0,0,0,0,0,0
open,4,0,0,0,0,0,0,0,0,0,0,0,1,0
symbolize,0,0,0,0,0,0,0,0,0,0,0,0,1,0
physical,39,0,0,0,0,0,0,0,0,0,0,0,0,0
adventure,0,0,0,0,0,0,0,2,0,0,0,0,0,0
prove,0,0,0,0,0,0,0,0,0,0,0,0,9,0
fertile,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ground,0,0,0,0,0,0,0,4,0,0,0,0,7,0
wide,4,0,2,0,0,0,0,0,0,0,0,0,0,0
cultural,6,0,0,0,0,0,0,0,0,0,0,0,0,0
environment,0,0,0,0,0,0,0,4,0,0,0,0,0,0
single,8,0,0,0,0,0,0,0,0,0,0,0,1,0
religious,16,0,0,0,0,0,0,0,0,0,0,0,0,0
slowly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
erode,0,0,0,0,0,0,0,0,0,0,0,0,1,0
prestige,0,0,0,0,0,0,0,2,0,0,0,0,0,0
latin,8,0,0,0,0,0,0,0,0,0,0,0,0,0
vernacular,3,0,0,0,0,0,0,0,0,0,0,0,0,0
tongue,0,0,0,0,0,0,0,2,0,0,0,0,0,0
identified,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hierarchy,0,0,0,0,0,0,0,5,0,0,0,0,0,0
origin,0,0,0,0,0,0,0,11,0,0,0,0,0,0
basically,0,0,2,0,0,0,0,0,0,0,0,0,0,0
unrelated,1,0,0,0,0,0,0,0,0,0,0,0,0,0
country,0,0,0,0,0,0,0,10,0,0,0,0,0,0
birth,0,0,0,0,0,0,0,5,0,0,0,0,0,0
directly,0,0,9,0,0,0,0,0,0,0,0,0,0,0
related,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,20,0,0,0,0,0,0,0,0,0,0,0,0,0
english,16,0,0,0,0,0,0,0,0,0,0,0,0,0
core,0,0,0,0,0,0,0,3,0,0,0,0,0,0
likewise,0,0,1,0,0,0,0,0,0,0,0,0,0,0
thought,0,0,0,0,0,0,0,44,0,0,0,0,0,0
standard,0,0,0,0,0,0,0,6,0,0,0,0,0,0
tone,0,0,0,0,0,0,0,2,0,0,0,0,0,0
divide,0,0,0,0,0,0,0,0,0,0,0,0,8,0
science,0,0,0,0,0,0,0,92,0,0,0,0,0,0
humanity,0,0,0,0,0,0,0,16,0,0,0,0,0,0
sharply,0,0,3,0,0,0,0,0,0,0,0,0,0,0
departmentalized,1,0,0,0,0,0,0,0,0,0,0,0,0,0
division,0,0,0,0,0,0,0,7,0,0,0,0,0,0
comprehensive,7,0,0,0,0,0,0,0,0,0,0,0,0,0
inclusive,2,0,0,0,0,0,0,0,0,0,0,0,0,0
mount,0,0,0,0,0,0,0,0,0,0,0,0,1,0
revolt,0,0,0,0,0,0,0,4,0,0,0,0,2,0
reign,0,0,0,0,0,0,0,2,0,0,0,0,7,0
religion,0,0,0,0,0,0,0,27,0,0,0,0,0,0
react,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sudden,2,0,0,0,0,0,0,0,0,0,0,0,0,0
blossoming,0,0,0,0,0,0,0,1,0,0,0,0,0,0
centre,0,0,0,0,0,0,0,5,0,0,0,0,2,0
humankind,0,0,0,0,0,0,0,5,0,0,0,0,0,0
civil,25,0,0,0,0,0,0,0,0,0,0,0,0,0
correspond,0,0,0,0,0,0,0,0,0,0,0,0,13,0
exactly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
strand,0,0,0,0,0,0,0,1,0,0,0,0,0,0
coin,0,0,0,0,0,0,0,0,0,0,0,0,3,0
designate,0,0,0,0,0,0,0,0,0,0,0,0,5,0
interval,0,0,0,0,0,0,0,1,0,0,0,0,0,0
downfall,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beginning,0,0,0,0,0,0,0,10,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,0,0,12,0
participate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
darkness,0,0,0,0,0,0,0,1,0,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,0,0,0,15,0
event,0,0,0,0,0,0,0,21,0,0,0,0,0,0
motion,0,0,0,0,0,0,0,23,0,0,0,0,0,0
culminate,0,0,0,0,0,0,0,0,0,0,0,0,3,0
failure,0,0,0,0,0,0,0,5,0,0,0,0,0,0
provide,0,0,0,0,0,0,0,0,0,0,0,0,24,0
stable,3,0,0,0,0,0,0,0,0,0,0,0,0,0
unifying,2,0,0,0,0,0,0,0,0,0,0,0,0,0
framework,0,0,0,0,0,0,0,5,0,0,0,0,0,0
spiritual,11,0,0,0,0,0,0,0,0,0,0,0,0,0
material,10,0,0,0,0,0,0,4,0,0,0,0,0,0
breakup,0,0,0,0,0,0,0,1,0,0,0,0,0,0
old,10,0,0,0,0,0,0,0,0,0,0,0,0,0
initiate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
man,0,0,0,0,0,0,0,38,0,0,0,0,0,0
letter,0,0,0,0,0,0,0,18,0,0,0,0,0,0
cleric,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scholastic,5,0,0,0,0,0,0,1,0,0,0,0,0,0
achieve,0,0,0,0,0,0,0,0,0,0,0,0,10,0
fruition,0,0,0,0,0,0,0,1,0,0,0,0,0,0
predecessor,0,0,0,0,0,0,0,1,0,0,0,0,0,0
like,0,23,0,0,0,0,0,1,0,0,0,0,1,0
chief,18,0,0,0,0,0,0,0,0,0,0,0,0,0
protagonist,0,0,0,0,0,0,0,2,0,0,0,0,0,0
fall,0,0,0,0,0,0,0,2,0,0,0,0,7,0
boost,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eastern,3,0,0,0,0,0,0,0,0,0,0,0,0,0
flee,0,0,0,0,0,0,0,0,0,0,0,0,7,0
manuscript,0,0,0,0,0,0,0,6,0,0,0,0,0,0
tradition,0,0,0,0,0,0,0,30,0,0,0,0,0,0
scholarship,0,0,0,0,0,0,0,2,0,0,0,0,0,0
manifestation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stress,0,0,0,0,0,0,0,2,0,0,0,0,10,0
unity,0,0,0,0,0,0,0,7,0,0,0,0,0,0
compatibility,0,0,0,0,0,0,0,1,0,0,0,0,0,0
find,0,0,0,0,0,0,0,0,0,0,0,0,27,0
theological,9,0,0,0,0,0,0,0,0,0,0,0,0,0
system,0,0,0,0,0,0,0,32,0,0,0,0,0,0
syncretism,0,0,0,0,0,0,0,1,0,0,0,0,0,0
place,0,0,0,0,0,0,0,10,0,0,0,0,6,0
penance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
high,15,0,0,0,0,0,0,0,0,0,0,0,0,0
noble,3,0,0,0,0,0,0,1,0,0,0,0,0,0
look,0,0,0,0,0,0,0,1,0,0,0,0,7,0
struggle,0,0,0,0,0,0,0,3,0,0,0,0,2,0
creation,0,0,0,0,0,0,0,8,0,0,0,0,0,0
attempt,0,0,0,0,0,0,0,11,0,0,0,0,10,0
exert,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mastery,0,0,0,0,0,0,0,5,0,0,0,0,0,0
finally,0,0,15,0,0,0,0,0,0,0,0,0,0,0
forward,0,0,3,0,0,0,0,0,0,0,0,0,0,0
rebirth,0,0,0,0,0,0,0,4,0,0,0,0,0,0
lost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wisdom,0,0,0,0,0,0,0,14,0,0,0,0,0,0
course,0,0,0,0,0,0,0,15,0,0,0,0,0,0
strive,0,0,0,0,0,0,0,0,0,0,0,0,2,0
assist,0,0,0,0,0,0,0,0,0,0,0,0,1,0
consolidation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
outlook,0,0,0,0,0,0,0,2,0,0,0,0,0,0
body,0,0,0,0,0,0,0,30,0,0,0,0,0,0
help,0,0,0,0,0,0,0,1,0,0,0,0,4,0
break,0,0,0,0,0,0,0,1,0,0,0,0,4,0
free,31,0,1,0,0,0,0,1,0,0,0,0,3,0
stricture,0,0,0,0,0,0,0,1,0,0,0,0,0,0
impose,0,0,0,0,0,0,0,0,0,0,0,0,5,0
inquiry,0,0,0,0,0,0,0,10,0,0,0,0,0,0
criticism,0,0,0,0,0,0,0,12,0,0,0,0,0,0
possibility,0,0,0,0,0,0,0,5,0,0,0,0,0,0
chagrin,0,0,0,0,0,0,0,1,0,0,0,0,0,0
spark,0,0,0,0,0,0,0,0,0,0,0,0,2,0
engender,0,0,0,0,0,0,0,0,0,0,0,0,2,0
spread,0,0,0,0,0,0,0,0,0,0,0,0,4,0
north,0,0,1,0,0,0,0,0,0,0,0,0,0,0
part,0,0,0,0,0,0,0,5,0,0,0,0,0,0
aid,0,0,0,0,0,0,0,0,0,0,0,0,4,0
explosive,1,0,0,0,0,0,0,0,0,0,0,0,0,0
literacy,0,0,0,0,0,0,0,1,0,0,0,0,0,0
availability,0,0,0,0,0,0,0,1,0,0,0,0,0,0
foremost,1,0,1,0,0,0,0,0,0,0,0,0,0,0
northern,5,0,0,0,0,0,0,0,0,0,0,0,0,0
praise,0,0,0,0,0,0,0,1,0,0,0,0,1,0
epitomize,0,0,0,0,0,0,0,0,0,0,0,0,3,0
insistence,0,0,0,0,0,0,0,3,0,0,0,0,0,0
heartfelt,1,0,0,0,0,0,0,0,0,0,0,0,0,0
goodness,0,0,0,0,0,0,0,2,0,0,0,0,0,0
formalistic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
piety,0,0,0,0,0,0,0,2,0,0,0,0,0,0
stimulation,0,0,0,0,0,0,0,2,0,0,0,0,0,0
recoil,0,0,0,0,0,0,0,0,0,0,0,0,2,0
battle,0,0,0,0,0,0,0,3,0,0,0,0,0,0
command,0,0,0,0,0,0,0,1,0,0,0,0,6,0
energy,0,0,0,0,0,0,0,3,0,0,0,0,0,0
attention,0,0,0,0,0,0,0,11,0,0,0,0,0,0
poise,0,0,0,0,0,0,0,0,0,0,0,0,1,0
brink,0,0,0,0,0,0,0,1,0,0,0,0,0,0
complex,14,0,0,0,0,0,0,0,0,0,0,0,0,0
enlightening,1,0,0,0,0,0,0,0,0,0,0,0,0,0
humanismus,0,0,0,0,0,0,0,0,0,0,0,0,0,1
education,0,0,0,0,0,0,0,10,0,0,0,0,0,0
endorse,0,0,0,0,0,0,0,0,0,0,0,0,7,0
educator,0,0,0,0,0,0,0,2,0,0,0,0,0,0
umanisti,0,0,0,0,0,0,0,0,0,0,0,0,0,3
literature,0,0,0,0,0,0,0,7,0,0,0,0,0,0
word,0,0,0,0,0,0,0,28,0,0,0,0,0,0
studia,0,0,0,0,0,0,0,0,0,0,0,0,0,3
humanitatis,0,0,0,0,0,0,0,0,0,0,0,0,0,3
grammar,0,0,0,0,0,0,0,2,0,0,0,0,0,0
poetry,0,0,0,0,0,0,0,5,0,0,0,0,0,0
rhetoric,0,0,0,0,0,0,0,11,0,0,0,0,0,0
equivalent,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paideia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
base,1,0,0,0,0,0,0,1,0,0,0,0,28,0
humanitas,0,0,0,0,0,0,0,4,0,0,0,0,0,5
educational,2,0,0,0,0,0,0,0,0,0,0,0,0,0
renaissance,2,0,0,0,0,0,0,2,0,0,0,0,0,0
straining,0,0,0,0,0,0,0,2,0,0,0,0,0,0
validity,0,0,0,0,0,0,0,7,0,0,0,0,0,0
understanding,0,0,0,0,0,0,0,31,0,0,0,0,0,0
mean,0,0,0,0,0,0,0,11,0,0,0,0,11,0
full,1,0,0,0,0,0,0,0,0,0,0,0,0,0
imply,0,0,0,0,0,0,0,0,0,0,0,0,5,0
quality,0,0,0,0,0,0,0,28,0,0,0,0,0,0
associate,0,0,0,0,0,0,0,0,0,0,0,0,10,0
benevolence,0,0,0,0,0,0,0,2,0,0,0,0,0,0
compassion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mercy,0,0,0,0,0,0,0,3,0,0,0,0,0,0
aggressive,2,0,0,0,0,0,0,0,0,0,0,0,0,0
characteristic,2,0,0,0,0,0,0,2,0,0,0,0,0,0
fortitude,0,0,0,0,0,0,0,1,0,0,0,0,0,0
judgment,0,0,0,0,0,0,0,14,0,0,0,0,0,0
prudence,0,0,0,0,0,0,0,3,0,0,0,0,0,0
eloquence,0,0,0,0,0,0,0,7,0,0,0,0,0,0
love,0,0,0,0,0,0,0,8,0,0,0,0,4,0
honour,0,0,0,0,0,0,0,4,0,0,0,0,0,0
consequently,0,0,6,0,0,0,0,0,0,0,0,0,0,0
possessor,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sedentary,1,0,0,0,0,0,0,0,0,0,0,0,0,0
isolated,1,0,0,0,0,0,0,0,0,0,0,0,0,0
participant,0,0,0,0,0,0,0,1,0,0,0,0,0,0
active,11,0,0,0,0,0,0,0,0,0,0,0,0,0
insight,0,0,0,0,0,0,0,12,0,0,0,0,0,0
aimless,1,0,0,0,0,0,0,0,0,0,0,0,0,0
barbaric,1,0,0,0,0,0,0,0,0,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,0,0,0,0,18,0
barren,3,0,0,0,0,0,0,0,0,0,0,0,0,0
imperfect,3,0,0,0,0,0,0,0,0,0,0,0,0,0
fine,1,0,0,0,0,0,0,0,0,0,0,0,0,0
balance,0,0,0,0,0,0,0,6,0,0,0,0,0,0
contemplation,0,0,0,0,0,0,0,2,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,0,0,0,12,0
compromise,0,0,0,0,0,0,0,2,0,0,0,0,1,0
complementarity,0,0,0,0,0,0,0,1,0,0,0,0,0,0
goal,0,0,0,0,0,0,0,10,0,0,0,0,0,0
fulfilled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
balanced,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sense,0,0,0,0,0,0,0,37,0,0,0,0,2,0
purview,0,0,0,0,0,0,0,1,0,0,0,0,0,0
guidance,0,0,0,0,0,0,0,2,0,0,0,0,0,0
adult,0,0,0,0,0,0,0,1,0,0,0,0,0,0
strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
utopian,4,0,0,0,0,0,0,1,0,0,0,0,0,0
painstaking,2,0,0,0,0,0,0,0,0,0,0,0,0,0
reassessment,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bold,5,0,0,0,0,0,0,0,0,0,0,0,0,0
reshaping,0,0,0,0,0,0,0,1,0,0,0,0,0,0
future,7,0,0,0,0,0,0,8,0,0,0,0,0,0
reform,0,0,0,0,0,0,0,6,0,0,0,0,6,0
transfiguration,0,0,0,0,0,0,0,1,0,0,0,0,0,0
passive,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ignorant,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dark,4,0,0,0,0,0,0,0,0,0,0,0,0,0
age,0,0,0,0,0,0,0,16,0,0,0,0,0,0
encourage,0,0,0,0,0,0,0,0,0,0,0,0,3,0
grand,1,0,0,0,0,0,0,0,0,0,0,0,0,0
potentiality,0,0,0,0,0,0,0,2,0,0,0,0,0,0
evangelical,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dimension,0,0,0,0,0,0,0,6,0,0,0,0,0,0
seek,0,0,0,0,0,0,0,0,0,0,0,0,25,0
project,0,0,0,0,0,0,0,2,0,0,0,0,2,0
large,6,0,0,0,0,0,0,0,0,0,0,0,0,0
wellspring,0,0,0,0,0,0,0,1,0,0,0,0,0,0
available,4,0,0,0,0,0,0,0,0,0,0,0,0,0
flood,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rediscover,0,0,0,0,0,0,0,0,0,0,0,0,2,0
newly,0,0,2,0,0,0,0,0,0,0,0,0,0,0
translate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
date,0,0,0,0,0,0,0,0,0,0,0,0,3,0
outworn,1,0,0,0,0,0,0,0,0,0,0,0,0,0
writing,0,0,0,0,0,0,0,10,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,0,0,0,0,5,0
typical,3,0,0,0,0,0,0,0,0,0,0,0,0,0
production,0,0,0,0,0,0,0,4,0,0,0,0,0,0
pagan,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fresh,4,0,0,0,0,0,0,0,0,0,0,0,0,0
