word,ADJ,ADP,ADV,AUX,INTJ,NOUN,NUM,PRON,VERB
bear,0,0,0,0,0,0,0,0,7
east,1,0,0,0,0,2,0,0,0
give,0,0,0,0,0,0,0,0,28
poor,45,0,0,0,0,0,0,0,0
father,0,0,0,0,0,27,0,0,0
sadly,0,0,7,0,0,0,0,0,0
see,0,0,0,0,0,0,0,0,53
old,51,0,0,0,0,0,0,0,0
mother,0,0,0,0,0,73,0,0,0
marry,0,0,0,0,0,0,0,0,34
die,0,0,0,0,0,0,0,0,22
month,0,0,0,0,0,12,0,0,0
death,0,0,0,0,0,9,0,0,0
beautiful,24,0,0,0,0,0,0,0,0
young,41,0,0,0,0,0,0,0,0
unhappy,17,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,100
find,0,0,0,0,0,0,0,0,42
life,0,0,0,0,0,38,0,0,0
extremely,0,0,7,0,0,0,0,0,0
difficult,6,0,0,0,0,0,0,0,0
new,14,0,0,0,0,0,0,0,0
baby,0,0,0,0,0,11,0,0,0
husband,0,0,0,0,0,16,0,0,0
rich,4,0,0,0,0,0,0,0,0
important,8,0,0,0,0,0,0,0,0
person,0,0,0,0,0,9,0,0,0
family,0,0,0,0,0,20,0,0,0
aunt,0,0,0,0,0,93,0,0,0
fact,0,0,0,0,0,10,0,0,0
married,4,0,0,0,0,0,0,0,0
handsome,12,0,0,0,0,0,0,0,0
demand,0,0,0,0,0,0,0,0,5
money,0,0,0,0,0,45,0,0,0
beat,0,0,0,0,0,0,0,0,7
decide,0,0,0,0,0,0,0,0,20
separate,0,0,0,0,0,0,0,0,3
go,0,0,0,0,0,0,0,0,97
abroad,0,0,1,0,0,0,0,0,0
soon,0,0,39,0,0,0,0,0,0
news,0,0,0,0,0,7,0,0,0
come,0,0,0,0,0,0,0,0,84
buy,0,0,0,0,0,0,0,0,10
small,16,0,0,0,0,0,0,0,0
house,0,0,0,0,0,78,0,0,0
sea,0,0,0,0,0,2,0,0,0
live,0,0,0,0,0,0,0,0,42
servant,0,0,0,0,0,15,0,0,0
speak,0,0,0,0,0,0,0,0,29
marriage,0,0,0,0,0,4,0,0,0
consider,0,0,0,0,0,0,0,0,12
mistake,0,0,0,0,0,7,0,0,0
girl,0,0,0,0,0,25,0,0,0
hear,0,0,0,0,0,0,0,0,29
expect,0,0,0,0,0,0,0,0,8
visit,0,0,0,0,0,3,0,0,21
