word,ADJ,ADP,ADV,AUX,CCONJ,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
pause,0,0,0,0,0,0,4,0,0,0,1,0
join,0,0,0,0,0,0,0,0,0,0,6,0
fit,2,0,0,0,0,0,0,0,0,0,0,0
persevere,0,0,0,0,0,0,0,0,0,0,1,0
fool,0,0,0,0,0,0,9,0,0,0,1,0
main,4,0,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,31,0,0,0,0,0
foul,1,0,0,0,0,0,0,0,0,0,0,0
besmirched,1,0,0,0,0,0,0,0,0,0,0,0
envy,0,0,0,0,0,0,4,0,0,0,0,0
gorge,0,0,0,0,0,0,0,0,0,0,1,0
seek,0,0,0,0,0,0,1,0,0,0,3,0
absorbed,1,0,0,0,0,0,0,0,0,0,0,0
finally,0,0,3,0,0,0,0,0,0,0,0,0
hamlet,0,0,0,0,0,0,1,0,0,0,0,0
necessary,8,0,0,0,0,0,0,0,0,0,0,0
hope,0,0,0,0,0,0,7,0,0,0,0,0
understanding,0,0,0,0,0,0,2,0,0,0,0,0
ahead,0,0,7,0,0,0,0,0,0,0,0,0
bind,0,0,0,0,0,0,0,0,0,0,6,0
jail,0,0,0,0,0,0,3,0,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,0,6,0
release,0,0,0,0,0,0,0,0,0,0,3,0
twice,0,0,1,0,0,0,0,0,0,0,0,0
ought,0,0,0,17,0,0,0,0,0,0,0,0
test,0,0,0,0,0,0,0,0,0,0,2,0
late,1,0,1,0,0,0,0,0,0,0,0,0
gobble,0,0,0,0,0,0,0,0,0,0,1,0
deal,0,0,0,0,0,0,4,0,0,0,2,0
stuff,0,0,0,0,0,0,2,0,0,0,0,0
bury,0,0,0,0,0,0,0,0,0,0,1,0
perish,0,0,0,0,0,0,0,0,0,0,4,0
sadly,0,0,6,0,0,0,0,0,0,0,0,0
deep,5,0,1,0,0,0,0,0,0,0,0,0
questioning,1,0,0,0,0,0,0,0,0,0,0,0
expectant,2,0,0,0,0,0,0,0,0,0,0,0
powerful,6,0,0,0,0,0,0,0,0,0,0,0
forward,3,0,10,0,0,0,0,0,0,0,0,0
prop,0,0,0,0,0,0,0,0,0,0,1,0
seat,0,0,0,0,0,0,2,0,0,0,3,0
swarthy,2,0,0,0,0,0,0,0,0,0,0,0
pale,11,0,0,0,0,0,0,0,0,0,1,0
black,8,0,0,0,0,0,0,0,0,0,0,0
frame,0,0,0,0,0,0,2,0,0,0,0,0
thou,0,0,0,0,0,0,0,0,2,0,0,0
shalt,0,0,0,1,0,0,0,0,0,0,0,0
new,21,0,0,0,0,0,0,0,0,0,0,0
regard,0,0,0,0,0,0,3,0,0,0,9,0
near,3,3,4,0,0,0,0,0,0,0,1,0
death,0,0,0,0,0,0,11,0,0,0,0,0
shrewd,2,0,0,0,0,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,14,0
straight,2,0,4,0,0,0,0,0,0,0,0,0
course,0,0,4,0,0,0,11,0,0,0,0,0
fidget,0,0,0,0,0,0,0,0,0,0,1,0
tavern,0,0,0,0,0,0,2,0,0,0,0,0
busy,2,0,0,0,0,0,0,0,0,0,0,0
rush,0,0,0,0,0,0,0,0,0,0,2,0
exchange,0,0,0,0,0,0,0,0,0,0,2,0
brief,2,0,0,0,0,0,0,0,0,0,0,0
promise,0,0,0,0,0,0,1,0,0,0,4,0
quit,0,0,0,0,0,0,0,0,0,0,2,0
job,0,0,0,0,0,0,4,0,0,0,0,0
early,1,0,3,0,0,0,0,0,0,0,0,0
morning,0,0,0,0,0,0,7,0,0,0,0,0
crawl,0,0,0,0,0,0,0,0,0,0,3,0
porch,0,0,0,0,0,0,7,0,0,0,0,0
reluctantly,0,0,1,0,0,0,0,0,0,0,0,0
clumsily,0,0,1,0,0,0,0,0,0,0,0,0
moment,0,0,0,0,0,0,10,0,0,0,0,0
depart,0,0,0,0,0,0,0,0,0,0,3,0
footstep,0,0,0,0,0,0,2,0,0,0,0,0
doubt,0,0,0,0,0,0,1,0,0,0,0,0
noiselessly,0,0,4,0,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,0,11,0
peer,0,0,0,0,0,0,2,0,0,0,2,0
darkness,0,0,0,0,0,0,3,0,0,0,0,0
motionless,1,0,0,0,0,0,0,0,0,0,0,0
gape,0,0,0,0,0,0,0,0,0,0,1,0
flat,1,0,0,0,0,0,0,0,0,0,0,0
abysmal,1,0,0,0,0,0,0,0,0,0,0,0
mouth,0,0,0,0,0,0,7,0,0,0,0,0
night,0,0,0,0,0,0,15,0,0,0,0,0
forever,0,0,2,0,0,0,0,0,0,0,0,0
pity,0,0,0,0,0,0,5,0,0,0,4,0
sedate,1,0,0,0,0,0,0,0,0,0,0,0
broad,11,0,0,0,0,0,0,0,0,0,0,0
strong,9,0,0,0,0,0,0,0,0,0,0,0
certain,7,0,0,0,0,0,0,0,0,0,0,0
helplessness,0,0,0,0,0,0,2,0,0,0,0,0
presently,0,0,1,0,0,0,0,0,0,0,0,0
vivacious,2,0,0,0,0,0,0,0,0,0,0,0
ring,0,0,0,0,0,0,0,0,0,0,9,0
arouse,0,0,0,0,0,0,0,0,0,0,3,0
hard,15,0,3,0,0,0,0,0,0,0,0,0
circumspectly,0,0,1,0,0,0,0,0,0,0,0,0
deceive,0,0,0,0,0,0,0,0,0,0,3,0
bother,0,0,0,0,0,0,0,0,0,0,1,0
dear,27,0,0,0,0,0,12,0,0,0,0,0
charity,0,0,0,0,0,0,1,0,0,0,0,0
instance,0,0,0,0,0,0,1,0,0,0,0,0
earn,0,0,0,0,0,0,0,0,0,0,1,0
seventy,0,0,0,0,0,0,0,1,0,0,0,0
ruble,0,0,0,0,0,0,1,0,0,0,0,0
month,0,0,0,0,0,0,2,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,17,0
hungry,3,0,0,0,0,0,0,0,0,0,0,0
student,0,0,0,0,0,0,2,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,0,8,0
collect,0,0,0,0,0,0,0,0,0,0,1,0
penny,0,0,0,0,0,0,2,0,0,0,0,0
different,12,0,0,0,0,0,0,0,0,0,0,0
kind,1,0,0,0,0,0,3,0,0,0,0,0
march,0,0,0,0,0,0,1,0,0,0,9,0
holiday,0,0,0,0,0,0,10,0,0,0,0,0
rub,0,0,0,0,0,0,0,0,0,0,5,0
vigorously,0,0,2,0,0,0,0,0,0,0,0,0
flight,0,0,0,0,0,0,2,0,0,0,0,0
eagle,0,0,0,0,0,0,1,0,0,0,0,0
wing,0,0,0,0,0,0,3,0,0,0,0,0
enable,0,0,0,0,0,0,0,0,0,0,1,0
jolly,2,0,0,0,0,0,0,0,0,0,0,0
vivacity,0,0,0,0,0,0,1,0,0,0,0,0
dispel,0,0,0,0,0,0,0,0,0,0,2,0
alarm,0,0,0,0,0,0,2,0,0,0,1,0
excite,0,0,0,0,0,0,0,0,0,0,3,0
floor,0,0,0,0,0,0,12,0,0,0,0,0
chest,0,0,0,0,0,0,2,0,0,0,0,0
wonderful,1,0,0,0,0,0,0,0,0,0,0,0
feeling,0,0,0,0,0,0,17,0,0,0,0,0
comrade,0,0,0,0,0,0,35,0,0,0,0,0
burn,0,0,0,0,0,0,0,0,0,0,21,0
fire,0,0,0,0,0,0,8,0,0,0,0,0
merry,2,0,0,0,0,0,0,0,0,0,0,0
hinder,0,0,0,0,0,0,0,0,0,0,2,0
insult,0,0,0,0,0,0,3,0,0,0,8,0
unison,0,0,0,0,0,0,1,0,0,0,0,0
sing,0,0,0,0,0,0,0,0,0,0,10,0
song,0,0,0,0,0,0,27,0,0,0,0,0
flow,0,0,0,0,0,0,1,0,0,0,5,0
brook,0,0,0,0,0,0,3,0,0,0,0,0
stream,0,0,0,0,0,0,2,0,0,0,3,0
swell,0,0,0,0,0,0,0,0,0,0,1,0
huge,6,0,0,0,0,0,0,0,0,0,0,0
river,0,0,0,0,0,0,2,0,0,0,0,0
bright,13,0,0,0,0,0,0,0,0,0,0,0
roll,0,0,0,0,0,0,0,0,0,0,4,0
free,4,0,0,0,0,0,0,0,0,0,4,0
help,0,0,0,0,0,0,1,0,0,0,14,0
wonderstruck,1,0,0,0,0,0,0,0,0,0,0,0
weep,0,0,0,0,0,0,0,0,0,0,3,0
disturb,0,0,0,0,0,0,0,0,0,0,4,0
interrupt,0,0,0,0,0,0,0,0,0,0,1,0
speech,0,0,0,0,0,0,4,0,0,0,0,0
attention,0,0,0,0,0,0,3,0,0,0,0,0
anybody,0,0,0,0,0,0,0,0,6,0,0,0
simply,0,0,6,0,0,0,0,0,0,0,0,0
grip,0,0,0,0,0,0,2,0,0,0,1,0
powerfully,0,0,2,0,0,0,0,0,0,0,0,0
probably,0,0,2,0,0,0,0,0,0,0,0,0
future,2,0,0,0,0,0,7,0,0,0,0,0
remote,1,0,0,0,0,0,0,0,0,0,0,0
legend,0,0,0,0,0,0,2,0,0,0,0,0
earth,0,0,0,0,0,0,11,0,0,0,0,0
render,0,0,0,0,0,0,0,0,0,0,3,0
meaning,0,0,0,0,0,0,3,0,0,0,0,0
clear,10,0,0,0,0,0,0,0,0,0,6,0
wake,0,0,0,0,0,0,0,0,0,0,2,0
toss,0,0,0,0,0,0,0,0,0,0,2,0
alongside,0,2,1,0,0,0,0,0,0,0,0,0
filthy,1,0,0,0,0,0,0,0,0,0,0,0
churn,0,0,0,0,0,0,0,0,0,0,1,0
mud,0,0,0,0,0,0,9,0,0,0,0,0
highway,0,0,0,0,0,0,2,0,0,0,0,0
tread,0,0,0,0,0,0,0,0,0,0,1,0
underfoot,0,0,0,0,0,0,1,0,0,0,0,0
sad,6,0,0,0,0,0,0,0,0,0,0,0
fear,0,0,0,0,0,0,8,0,0,0,6,0
hate,0,0,0,0,0,0,1,0,0,0,2,0
divide,0,0,0,0,0,0,0,0,0,0,2,0
cut,0,0,0,0,0,0,0,0,0,0,5,0
love,0,0,0,0,0,0,5,0,0,0,8,0
forgive,0,0,0,0,0,0,0,0,0,0,7,0
wild,2,0,0,0,0,0,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,0,0,2,0
kick,0,0,0,0,0,0,0,0,0,0,4,0
concern,0,0,0,0,0,0,1,0,0,0,1,0
indulgence,0,0,0,0,0,0,1,0,0,0,0,0
beat,0,0,0,0,0,0,0,0,0,0,10,0
sparkle,0,0,0,0,0,0,1,0,0,0,3,0
gleam,0,0,0,0,0,0,5,0,0,0,0,0
incline,0,0,0,0,0,0,0,0,0,0,1,0
doggedly,0,0,1,0,0,0,0,0,0,0,0,0
resolute,4,0,0,0,0,0,0,0,0,0,0,0
tone,0,0,0,0,0,0,13,0,0,0,0,0
noxious,3,0,0,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,0,15,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,2,0
maybe,0,0,7,0,0,0,0,0,0,0,0,0
afford,0,0,0,0,0,0,0,0,0,0,1,0
sting,0,0,0,0,0,0,0,0,0,0,1,0
have,0,0,0,0,0,0,0,0,0,0,2,0
offender,0,0,0,0,0,0,1,0,0,0,0,0
proceed,0,0,0,0,0,0,0,0,0,0,3,0
flay,0,0,0,0,0,0,0,0,0,0,2,0
compel,0,0,0,0,0,0,0,0,0,0,2,0
discriminate,0,0,0,0,0,0,0,0,0,0,1,0
classify,0,0,0,0,0,0,0,0,0,0,1,0
mankind,0,0,0,0,0,0,3,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,0,2,0
stranger,0,0,0,0,0,0,2,0,0,0,0,0
officer,0,0,0,0,0,0,8,0,0,0,0,0
sigh,0,0,0,0,0,0,12,0,0,0,5,0
sort,0,0,0,0,0,0,2,0,0,0,0,0
expect,0,0,0,0,0,0,0,0,0,0,1,0
unbolted,1,0,0,0,0,0,0,0,0,0,0,0
meal,0,0,0,0,0,0,2,0,0,0,0,0
throb,0,0,0,0,0,0,0,0,0,0,4,0
bosom,0,0,0,0,0,0,6,0,0,0,0,0
halt,0,0,0,0,0,0,0,0,0,0,4,0
husband,0,0,0,0,0,0,5,0,0,0,0,0
somber,2,0,0,0,0,0,0,0,0,0,0,0
ponderous,2,0,0,0,0,0,0,0,0,0,0,0
moss,0,0,0,0,0,0,1,0,0,0,0,0
stone,0,0,0,0,0,0,3,0,0,0,0,0
memory,0,0,0,0,0,0,1,0,0,0,0,0
mental,1,0,0,0,0,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,0,4,0
warm,4,0,0,0,0,0,0,0,0,0,3,0
plainly,0,0,1,0,0,0,0,0,0,0,0,0
evident,3,0,0,0,0,0,0,0,0,0,0,0
downright,0,0,1,0,0,0,0,0,0,0,0,0
ridiculous,1,0,0,0,0,0,0,0,0,0,0,0
equal,1,0,0,0,0,0,0,0,0,0,0,0
footing,0,0,0,0,0,0,1,0,0,0,0,0
equalize,0,0,0,0,0,0,0,0,0,0,1,0
row,0,0,0,0,0,0,2,0,0,0,0,0
equally,0,0,1,0,0,0,0,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,0,0,3,0
slavery,0,0,0,0,0,0,2,0,0,0,0,0
thraldom,0,0,0,0,0,0,1,0,0,0,0,0
greed,0,0,0,0,0,0,5,0,0,0,0,0
frequently,0,0,6,0,0,0,0,0,0,0,0,0
earning,0,0,0,0,0,0,1,0,0,0,0,0
fuss,0,0,0,0,0,0,1,0,0,0,0,0
twinkle,0,0,0,0,0,0,2,0,0,0,0,0
shall,0,0,0,9,0,0,0,0,0,0,0,0
invariably,0,0,1,0,0,0,0,0,0,0,0,0
refuse,0,0,0,0,0,0,0,0,0,0,2,0
playfully,0,0,2,0,0,0,0,0,0,0,0,0
resolutely,0,0,1,0,0,0,0,0,0,0,0,0
discomfit,0,0,0,0,0,0,0,0,0,0,1,0
slight,1,0,0,0,0,0,0,0,0,0,0,0
offense,0,0,0,0,0,0,2,0,0,0,0,0
notice,0,0,0,0,0,0,1,0,0,0,8,0
increase,0,0,0,0,0,0,0,0,0,0,3,0
frequency,0,0,0,0,0,0,1,0,0,0,0,0
aside,0,0,12,0,0,0,0,0,0,0,0,0
information,0,0,0,0,0,0,2,0,0,0,0,0
monotonous,2,0,0,0,0,0,0,0,0,0,0,0
indifference,0,0,0,0,0,0,2,0,0,0,0,0
divine,0,0,0,0,0,0,0,0,0,0,2,0
study,0,0,0,0,0,0,0,0,0,0,2,0
bashfulness,0,0,0,0,0,0,1,0,0,0,0,0
cease,0,0,0,0,0,0,0,0,0,0,7,0
invite,0,0,0,0,0,0,0,0,0,0,1,0
shortly,0,0,1,0,0,0,0,0,0,0,0,0
weak,2,0,0,0,0,0,0,0,0,0,0,0
glass,0,0,0,0,0,0,7,0,0,0,0,0
physician,0,0,0,0,0,0,1,0,0,0,0,0
friend,0,0,0,0,0,0,2,0,0,0,0,0
meeting,0,0,0,0,0,0,2,0,0,0,0,0
gendarme,0,0,0,0,0,0,8,0,0,0,0,0
gray,13,0,0,0,0,0,1,0,0,0,0,0
purple,1,0,0,0,0,0,0,0,0,0,0,0
cheek,0,0,0,0,0,0,6,0,0,0,0,0
nose,0,0,0,0,0,0,2,0,0,0,0,0
week,0,0,0,0,0,0,4,0,0,0,0,0
present,4,0,0,0,0,0,1,0,0,0,0,0
impossible,5,0,0,0,0,0,0,0,0,0,0,0
round,6,0,0,0,0,0,0,0,0,0,0,0
creature,0,0,0,0,0,0,6,0,0,0,0,0
remind,0,0,0,0,0,0,0,0,0,0,2,0
ripe,1,0,0,0,0,0,0,0,0,0,0,0
plum,0,0,0,0,0,0,1,0,0,0,0,0
somewhat,0,0,3,0,0,0,0,0,0,0,0,0
long,22,0,16,0,0,0,0,0,0,0,0,0
keeping,0,0,0,0,0,0,1,0,0,0,0,0
covered,2,0,0,0,0,0,0,0,0,0,0,0
downy,1,0,0,0,0,0,0,0,0,0,0,0
mold,0,0,0,0,0,0,1,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,7,0
constantly,0,0,2,0,0,0,0,0,0,0,0,0
pick,0,0,0,0,0,0,0,0,0,0,3,0
small,8,0,0,0,0,0,0,0,0,0,0,0
white,5,0,0,0,0,0,0,0,0,0,0,0
tooth,0,0,0,0,0,0,7,0,0,0,0,0
sharp,11,0,0,0,0,0,0,0,0,0,0,0
yellow,2,0,0,0,0,0,0,0,0,0,0,0
toothpick,0,0,0,0,0,0,1,0,0,0,0,0
greenish,1,0,0,0,0,0,0,0,0,0,0,0
friendly,3,0,0,0,0,0,0,0,0,0,0,0
caress,0,0,0,0,0,0,0,0,0,0,1,0
polite,1,0,0,0,0,0,0,0,0,0,0,0
thoughtful,3,0,0,0,0,0,0,0,0,0,0,0
air,0,0,0,0,0,0,17,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,0,1,0
affair,0,0,0,0,0,0,6,0,0,0,0,0
grin,0,0,0,0,0,0,1,0,0,0,4,0
gentle,1,0,0,0,0,0,0,0,0,0,0,0
wise,5,0,0,0,0,0,0,0,0,0,0,0
dangerous,3,0,0,0,0,0,0,0,0,0,0,0
hang,0,0,0,0,0,0,0,0,0,0,6,0
dog,0,0,0,0,0,0,10,0,0,0,0,0
being,0,0,0,0,0,0,4,0,0,0,0,0
stun,0,0,0,0,0,0,0,0,0,0,1,0
insensible,1,0,0,0,0,0,0,0,0,0,0,0
tool,0,0,0,0,0,0,1,0,0,0,0,0
mean,0,0,0,0,0,0,1,0,0,0,9,0
wherewith,0,0,0,0,0,0,0,0,0,1,0,0
state,0,0,0,0,0,0,1,0,0,0,0,0
fixed,2,0,0,0,0,0,0,0,0,0,0,0
instrument,0,0,0,0,0,0,1,0,0,0,0,0
govern,0,0,0,0,0,0,0,0,0,0,1,0
permission,0,0,0,0,0,0,2,0,0,0,0,0
modestly,0,0,1,0,0,0,0,0,0,0,0,0
corner,0,0,0,0,0,0,15,0,0,0,0,0
office,0,0,0,0,0,0,1,0,0,0,0,0
narrow,6,0,0,0,0,0,0,0,0,0,0,0
dingy,1,0,0,0,0,0,0,0,0,0,0,0
apartment,0,0,0,0,0,0,1,0,0,0,0,0
relative,0,0,0,0,0,0,1,0,0,0,0,0
evidently,0,0,3,0,0,0,0,0,0,0,0,0
lazy,1,0,0,0,0,0,0,0,0,0,0,0
languid,1,0,0,0,0,0,0,0,0,0,0,0
stout,3,0,0,0,0,0,0,0,0,0,0,0
woman,0,0,0,0,0,0,21,0,0,0,0,0
travel,0,0,0,0,0,0,0,0,0,0,4,0
bag,0,0,0,0,0,0,1,0,0,0,0,0
lap,0,0,0,0,0,0,1,0,0,0,0,0
mass,0,0,0,0,0,0,2,0,0,0,0,0
church,0,0,0,0,0,0,7,0,0,0,0,0
regent,0,0,0,0,0,0,1,0,0,0,0,0
rip,0,0,0,0,0,0,0,0,0,0,1,0
choir,0,0,0,0,0,0,2,0,0,0,0,0
boy,0,0,0,0,0,0,13,0,0,0,0,0
elderly,3,0,0,0,0,0,0,0,0,0,0,0
uniform,0,0,0,0,0,0,1,0,0,0,0,0
retire,0,0,0,0,0,0,0,0,0,0,1,0
soldier,0,0,0,0,0,0,24,0,0,0,0,0
cough,0,0,0,0,0,0,0,0,0,0,1,0
loafer,0,0,0,0,0,0,1,0,0,0,0,0
bald,2,0,0,0,0,0,0,0,0,0,0,0
leg,0,0,0,0,0,0,8,0,0,0,0,0
arm,0,0,0,0,0,0,5,0,0,0,1,0
protrude,0,0,0,0,0,0,0,0,0,0,1,0
jaw,0,0,0,0,0,0,1,0,0,0,0,0
officiously,0,0,1,0,0,0,0,0,0,0,0,0
cracked,1,0,0,0,0,0,0,0,0,0,0,0
inferior,1,0,0,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,0,0,1,0,0,0,0,0
beef,0,0,0,0,0,0,1,0,0,0,0,0
fourteen,0,0,0,0,0,0,0,1,0,0,0,0
cent,0,0,0,0,0,0,3,0,0,0,0,0
half,0,0,5,0,0,0,2,0,0,0,0,0
prisoner,0,0,0,0,0,0,1,0,0,0,0,0
coarse,3,0,0,0,0,0,0,0,0,0,0,0
leather,0,0,0,0,0,0,1,0,0,0,0,0
shoe,0,0,0,0,0,0,2,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,0,0,7,0
iron,0,0,0,0,0,0,3,0,0,0,0,0
rattle,0,0,0,0,0,0,0,0,0,0,2,0
quiet,7,0,0,0,0,0,1,0,0,0,0,0
simplicity,0,0,0,0,0,0,3,0,0,0,0,0
strange,12,0,0,0,0,0,0,0,0,0,0,0
uncouth,2,0,0,0,0,0,0,0,0,0,0,0
impression,0,0,0,0,0,0,2,0,0,0,0,0
accustomed,2,0,0,0,0,0,0,0,0,0,0,0
situation,0,0,0,0,0,0,1,0,0,0,0,0
quietly,0,0,4,0,0,0,0,0,0,0,0,0
idly,0,0,1,0,0,0,0,0,0,0,0,0
pay,0,0,0,0,0,0,0,0,0,0,3,0
regular,1,0,0,0,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,0,1,0,0,0,0,0
weariness,0,0,0,0,0,0,1,0,0,0,0,0
quiver,0,0,0,0,0,0,1,0,0,0,12,0
impatience,0,0,0,0,0,0,2,0,0,0,0,0
puzzled,1,0,0,0,0,0,0,0,0,0,0,0
amazed,1,0,0,0,0,0,0,0,0,0,0,0
oppressive,2,0,0,0,0,0,0,0,0,0,0,0
wrinkled,1,0,0,0,0,0,0,0,0,0,0,0
youthful,3,0,0,0,0,0,0,0,0,0,0,0
thin,14,0,0,0,0,0,0,0,0,0,0,0
side,0,0,0,0,0,0,3,0,0,0,0,0
eagerness,0,0,0,0,0,0,1,0,0,0,0,0
softly,0,0,22,0,0,0,0,0,0,0,0,0
loud,6,0,1,0,0,0,0,0,0,0,0,0
brusque,1,0,0,0,0,0,0,0,0,0,0,0
seven,0,0,0,0,0,0,0,2,0,0,0,0
note,0,0,0,0,0,0,3,0,0,0,0,0
pride,0,0,0,0,0,0,2,0,0,0,0,0
escape,0,0,0,0,0,0,1,0,0,0,3,0
tall,9,0,0,0,0,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,1,0,0,0,0,0
lingeringly,0,0,1,0,0,0,0,0,0,0,0,0
decent,1,0,0,0,0,0,0,0,0,0,0,0
endure,0,0,0,0,0,0,0,0,0,0,2,0
loathe,0,0,0,0,0,0,0,0,0,0,1,0
patience,0,0,0,0,0,0,4,0,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,0,4,0
everybody,0,0,0,0,0,0,0,0,16,0,0,0
clamor,0,0,0,0,0,0,1,0,0,0,1,0
price,0,0,0,0,0,0,2,0,0,0,0,0
mount,0,0,0,0,0,0,0,0,0,0,3,0
higher,0,0,3,0,0,0,0,0,0,0,0,0
consequence,0,0,0,0,0,0,1,0,0,0,0,0
value,0,0,0,0,0,0,2,0,0,0,1,0
depreciate,0,0,0,0,0,0,0,0,0,0,1,0
conciliatory,1,0,0,0,0,0,0,0,0,0,0,0
perfectly,0,0,1,0,0,0,0,0,0,0,0,0
true,10,0,0,0,0,0,0,0,0,0,0,0
retired,1,0,0,0,0,0,0,0,0,0,0,0
military,1,0,0,0,0,0,0,0,0,0,0,0
monstrous,1,0,0,0,0,0,0,0,0,0,0,0
silence,0,0,0,0,0,0,12,0,0,0,0,0
opinion,0,0,0,0,0,0,2,0,0,0,0,0
subdued,6,0,0,0,0,0,0,0,0,0,0,0
hostility,0,0,0,0,0,0,2,0,0,0,0,0
differently,0,0,3,0,0,0,0,0,0,0,0,0
intelligibly,0,0,1,0,0,0,0,0,0,0,0,0
loudly,0,0,6,0,0,0,0,0,0,0,0,0
fat,1,0,0,0,0,0,0,0,0,0,0,0
warden,0,0,0,0,0,0,8,0,0,0,0,0
square,2,0,0,0,0,0,3,0,0,0,0,0
red,23,0,0,0,0,0,0,0,0,0,0,0
limp,0,0,0,0,0,0,0,0,0,0,1,0
fast,0,0,4,0,0,0,0,0,0,0,0,0
grasp,0,0,0,0,0,0,2,0,0,0,4,0
swiftly,0,0,3,0,0,0,0,0,0,0,0,0
loss,0,0,0,0,0,0,1,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,0,2,0
press,0,0,0,0,0,0,0,0,0,0,10,0
fetch,0,0,0,0,0,0,0,0,0,0,2,0
suppose,0,0,0,0,0,0,0,0,0,0,7,0
bit,0,0,0,0,0,0,7,0,0,0,0,0
yawn,0,0,0,0,0,0,1,0,0,0,1,0
health,0,0,0,0,0,0,1,0,0,0,0,0
usual,3,0,0,0,0,0,0,0,0,0,0,0
large,2,0,0,0,0,0,0,0,0,0,0,0
eyelid,0,0,0,0,0,0,2,0,0,0,0,0
fall,0,0,0,0,0,0,1,0,0,0,23,0
brighten,0,0,0,0,0,0,0,0,0,0,1,0
poignant,1,0,0,0,0,0,0,0,0,0,0,0
bitterness,0,0,0,0,0,0,2,0,0,0,0,0
smite,0,0,0,0,0,0,0,0,0,0,2,0
sudden,5,0,1,0,0,0,0,0,0,0,0,0
injury,0,0,0,0,0,0,1,0,0,0,0,0
agitation,0,0,0,0,0,0,1,0,0,0,0,0
paper,0,0,0,0,0,0,4,0,0,0,0,0
flash,0,0,0,0,0,0,0,0,0,0,8,0
delight,0,0,0,0,0,0,5,0,0,0,0,0
forbid,0,0,0,0,0,0,0,0,0,0,7,0
subject,0,0,0,0,0,0,3,0,0,0,0,0
lazily,0,0,2,0,0,0,0,0,0,0,0,0
announce,0,0,0,0,0,0,0,0,0,0,3,0
family,0,0,0,0,0,0,4,0,0,0,0,0
retort,0,0,0,0,0,0,0,0,0,0,4,0
underwear,0,0,0,0,0,0,1,0,0,0,0,0
food,0,0,0,0,0,0,3,0,0,0,0,0
insist,0,0,0,0,0,0,0,0,0,0,2,0
express,0,0,0,0,0,0,0,0,0,0,3,0
domestic,1,0,0,0,0,0,0,0,0,0,0,0
boldly,0,0,2,0,0,0,0,0,0,0,0,0
ardor,0,0,0,0,0,0,1,0,0,0,0,0
sour,1,0,0,0,0,0,0,0,0,0,0,0
soup,0,0,0,0,0,0,1,0,0,0,0,0
gruel,0,0,0,0,0,0,1,0,0,0,0,0
cookery,0,0,0,0,0,0,1,0,0,0,0,0
muscle,0,0,0,0,0,0,1,0,0,0,0,0
restrained,1,0,0,0,0,0,0,0,0,0,0,0
hair,0,0,0,0,0,0,7,0,0,0,0,0
tender,3,0,0,0,0,0,0,0,0,0,0,0
use,0,0,0,0,0,0,3,0,0,0,1,0
tedious,1,0,0,0,0,0,0,0,0,0,0,0
lonesome,1,0,0,0,0,0,0,0,0,0,0,0
deprive,0,0,0,0,0,0,0,0,0,0,2,0
liberty,0,0,0,0,0,0,2,0,0,0,0,0
news,0,0,0,0,0,0,1,0,0,0,0,0
provoke,0,0,0,0,0,0,0,0,0,0,3,0
chance,0,0,0,0,0,0,3,0,0,0,1,0
usually,0,0,1,0,0,0,0,0,0,0,0,0
assistant,1,0,0,0,0,0,0,0,0,0,0,0
superintendent,0,0,0,0,0,0,2,0,0,0,0,0
occasion,0,0,0,0,0,0,1,0,0,0,0,0
afraid,11,0,0,0,0,0,0,0,0,0,0,0
watch,0,0,0,0,0,0,1,0,0,0,5,0
darling,2,0,0,0,0,0,0,0,0,0,0,0
worry,0,0,0,0,0,0,0,0,0,0,1,0
embrace,0,0,0,0,0,0,1,0,0,0,5,0
warmly,0,0,1,0,0,0,0,0,0,0,0,0
kiss,0,0,0,0,0,0,0,0,0,0,3,0
touch,0,0,0,0,0,0,0,0,0,0,9,0
endearment,0,0,0,0,0,0,1,0,0,0,0,0
separate,0,0,0,0,0,0,0,0,0,0,1,0
mumble,0,0,0,0,0,0,0,0,0,0,6,0
crowded,1,0,0,0,0,0,0,0,0,0,0,0
wear,0,0,0,0,0,0,0,0,0,0,9,0
cleverly,0,0,1,0,0,0,0,0,0,0,0,0
