word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
year,0,0,0,0,0,0,0,34,0,0,0,0,0
half,2,0,5,0,0,15,0,17,0,0,0,0,0
castaway,0,0,0,0,0,0,0,6,0,0,0,0,0
balloon,0,0,0,0,0,0,0,3,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,27,0
period,0,0,0,0,0,0,0,8,0,0,0,0,0
communication,0,0,0,0,0,0,0,19,0,0,0,0,0
fellow,0,0,0,0,0,0,0,9,0,0,0,0,0
creature,0,0,0,0,0,0,0,9,0,0,0,0,0
reporter,0,0,0,0,0,0,0,111,0,0,0,0,0
attempt,0,0,0,0,0,0,0,5,0,0,0,16,0
communicate,0,0,0,0,0,0,0,0,0,0,0,7,0
inhabited,7,0,0,0,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,0,0,16,0,0,0,0,0
confide,0,0,0,0,0,0,0,0,0,0,0,3,0
bird,0,0,0,0,0,0,0,8,0,0,0,0,0
letter,0,0,0,0,0,0,0,1,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,0,0,26,0
secret,6,0,0,0,0,0,0,6,0,0,0,0,0
situation,0,0,0,0,0,0,0,18,0,0,0,0,0
chance,0,0,0,0,0,0,0,19,0,0,0,0,0
impossible,29,0,0,0,0,0,0,0,0,0,0,0,0
reckon,0,0,0,0,0,0,0,0,0,0,0,1,0
seriously,0,0,6,0,0,0,0,0,0,0,0,0,0
circumstance,0,0,0,0,0,0,0,11,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,0,0,3,0
come,0,0,0,0,0,0,0,0,0,0,0,71,0
join,0,0,0,0,0,0,0,0,0,0,0,10,0
little,41,0,4,0,0,0,0,0,0,0,0,0,0
colony,0,0,0,0,0,0,0,23,0,0,0,0,0
suddenly,0,0,15,0,0,0,0,0,0,0,0,0,0
day,0,0,0,0,0,0,0,128,0,0,0,0,0
man,0,0,0,0,0,0,0,106,0,0,0,1,0
unexpectedly,0,0,2,0,0,0,0,0,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,0,0,73,0
sight,0,0,0,0,0,0,0,20,0,0,0,0,0
island,0,0,0,0,0,0,0,182,0,0,0,0,0
