word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB,X
introduction,0,0,0,1,0,0,0,0
concept,0,0,0,3,0,0,0,0
homeostasis,0,0,0,4,0,0,0,0
live,0,0,0,0,0,0,16,0
organism,0,0,0,30,0,0,0,0
maintain,0,0,0,0,0,0,6,0
constant,5,0,0,0,0,0,0,0
internal,1,0,0,0,0,0,0,0
environment,0,0,0,6,0,0,0,0
suggest,0,0,0,0,0,0,1,0
nineteenth,1,0,0,0,0,0,0,0
century,0,0,0,1,0,0,0,0
french,1,0,0,0,0,0,0,0
scientist,0,0,0,9,0,0,0,0
study,0,0,0,2,0,0,2,0
way,0,0,0,6,0,0,0,0
function,0,0,0,13,0,0,2,0
originally,0,0,1,0,0,0,0,0
envision,0,0,0,0,0,0,1,0
apply,0,0,0,0,0,0,1,0
struggle,0,0,0,1,0,0,0,0
single,10,0,0,0,0,0,0,0
survive,0,0,0,0,0,0,4,0
later,1,0,1,0,0,0,0,0
expand,0,0,0,0,0,0,2,0
include,0,0,0,0,0,0,11,0
biological,2,0,0,0,0,0,0,0
system,0,0,0,8,0,0,0,0
cell,0,0,0,248,0,0,0,0
entire,3,0,0,0,0,0,0,0
biosphere,0,0,0,1,0,0,0,0
area,0,0,0,6,0,0,0,0
inhabit,0,0,0,0,0,0,1,0
base,0,0,0,2,0,0,1,0
core,0,0,0,1,0,0,0,0
difference,0,0,0,3,0,0,0,0
structure,0,0,0,25,0,0,0,0
divide,0,0,0,0,0,0,4,0
major,3,0,0,0,0,0,0,0
group,0,0,0,9,0,0,0,0
prokaryote,0,0,0,2,0,0,0,0
eukaryote,0,0,0,3,0,0,0,0
bacteria,0,0,0,6,0,0,0,0
archaea,0,0,0,1,0,0,0,0
animal,0,0,0,7,0,0,0,0
human,25,0,0,15,0,0,0,0
plant,0,0,0,24,0,0,0,0
fungus,0,0,0,1,0,0,0,0
protist,0,0,0,1,0,0,0,0
despite,0,0,0,0,0,1,0,0
uniqueness,0,0,0,1,0,0,0,0
certain,15,0,0,0,0,0,0,0
chemical,14,0,0,12,0,0,0,0
physical,1,0,0,0,0,0,0,0
characteristic,1,0,0,2,0,0,0,0
common,3,0,0,0,0,0,0,0
compose,0,0,0,0,0,0,2,0
basic,7,0,0,0,0,0,0,0
unit,0,0,0,10,0,0,0,0
substance,0,0,0,26,0,0,0,0
analyze,0,0,0,0,0,0,1,0
exhibit,0,0,0,0,0,0,1,0
noteworthy,1,0,0,0,0,0,0,0
similarity,0,0,0,1,0,0,0,0
differ,0,0,0,0,0,0,1,0
action,0,0,0,5,0,0,0,0
determine,0,0,0,0,0,0,3,0
manner,0,0,0,1,0,0,0,0
interact,0,0,0,0,0,0,4,0
functioning,0,0,0,2,0,0,0,0
alike,1,0,0,0,0,0,0,0
left,1,0,0,1,0,0,0,0
eukaryotic,6,0,0,0,0,0,0,0
contain,0,0,0,0,0,0,21,0
membrane,0,0,0,48,0,0,0,0
cytoplasm,0,0,0,11,0,0,0,0
nucleus,0,0,0,12,0,0,0,0
organelle,0,0,0,24,0,0,0,0
carry,0,0,0,0,0,0,7,0
important,3,0,0,0,0,0,0,0
cellular,7,0,0,0,0,0,0,0
right,1,0,0,1,0,0,0,0
prokaryotic,3,0,0,0,0,0,0,0
bacterium,0,0,0,2,0,0,0,0
typical,2,0,0,0,0,0,0,0
wall,0,0,0,3,0,0,0,0
plasmid,0,0,0,1,0,0,0,0
flagella,0,0,0,2,0,0,0,0
feature,0,0,0,2,0,0,0,0
bind,0,0,0,0,0,0,4,0
surround,0,0,0,0,0,0,5,0
chloroplast,0,0,0,4,0,0,0,0
chlorophyll,0,0,0,3,0,0,0,0
origin,0,0,0,2,0,0,0,0
life,0,0,0,11,0,0,0,0
explain,0,0,0,0,0,0,1,0
slime,0,0,0,1,0,0,0,0
mold,0,0,0,3,0,0,0,0
form,0,0,0,9,0,0,18,0
deoxyribonucleic,2,0,0,0,0,0,0,0
acid,0,0,0,31,0,0,0,0
account,0,0,0,0,0,0,1,0
ability,0,0,0,4,0,0,0,0
matter,0,0,0,1,0,0,0,0
replicate,0,0,0,0,0,0,3,0
copy,0,0,0,1,0,0,2,0
exactly,0,0,1,0,0,0,0,0
transfer,0,0,0,3,0,0,1,0
genetic,3,0,0,0,0,0,0,0
information,0,0,0,9,0,0,0,0
parent,0,0,0,1,0,0,0,0
offspring,0,0,0,1,0,0,0,0
mean,0,0,0,1,0,0,8,0
follow,0,0,0,0,0,0,1,0
pattern,0,0,0,1,0,0,0,0
similar,9,0,0,0,0,0,0,0
process,0,0,0,25,0,0,1,0
specific,6,0,0,0,0,0,0,0
material,0,0,0,10,0,0,0,0
assemble,0,0,0,0,0,0,4,0
definite,1,0,0,0,0,0,0,0
consequently,0,0,1,0,0,0,0,0
define,0,0,0,0,0,0,1,0
reproduce,0,0,0,0,0,0,1,0
change,0,0,0,6,0,0,2,0
period,0,0,0,2,0,0,0,0
time,0,0,0,13,0,0,0,0
individuality,0,0,0,1,0,0,0,0
continuous,2,0,0,0,0,0,0,0
metabolism,0,0,0,7,0,0,0,0
repair,0,0,0,1,0,0,2,0
replace,0,0,0,0,0,0,1,0
supply,0,0,0,2,0,0,0,0
keep,0,0,0,0,0,0,1,0
operation,0,0,0,1,0,0,0,0
steady,1,0,0,0,0,0,0,0
energy,0,0,0,45,0,0,0,0
contribute,0,0,0,0,0,0,1,0
survival,0,0,0,1,0,0,0,0
chapter,0,0,0,4,0,0,0,0
busy,1,0,0,0,0,0,0,0
rest,0,0,0,1,0,0,0,0
sleep,0,0,0,0,0,0,1,0
activity,0,0,0,12,0,0,0,0
take,0,0,0,0,0,0,6,0
place,0,0,0,8,0,0,0,0
body,0,0,0,29,0,0,0,0
long,7,0,1,0,0,0,0,0
try,0,0,0,0,0,0,1,0
number,0,0,0,5,0,0,0,0
researcher,0,0,0,1,0,0,0,0
estimate,0,0,0,1,0,0,2,0
trillion,0,0,0,1,2,0,0,0
recent,1,0,0,0,0,0,0,0
close,0,0,1,0,0,0,1,0
work,0,0,0,2,0,0,4,0
individual,2,0,0,3,0,0,0,0
breathe,0,0,0,0,0,0,4,0
energize,0,0,0,0,0,0,2,0
feed,0,0,0,0,0,0,2,0
alive,2,0,0,0,0,0,0,0
english,1,0,0,0,0,0,0,0
describe,0,0,0,0,0,0,3,0
publish,0,0,0,0,0,0,1,0
finding,0,0,0,1,0,0,0,0
slice,0,0,0,0,0,0,1,0
thin,2,0,0,0,0,0,0,0
section,0,0,0,1,0,0,0,0
cork,0,0,0,4,0,0,0,0
examine,0,0,0,0,0,0,1,0
microscope,0,0,0,7,0,0,0,0
design,0,0,0,0,0,0,2,0
see,0,0,0,0,0,0,1,0
tiny,7,0,0,0,0,0,0,0
boxlike,1,0,0,0,0,0,0,0
make,0,0,0,0,0,0,13,0
call,0,0,0,0,0,0,35,0
remind,0,0,0,0,0,0,1,0
monk,0,0,0,1,0,0,0,0
little,2,0,0,0,0,0,0,0
room,0,0,0,1,0,0,0,0
monastery,0,0,0,1,0,0,0,0
tissue,0,0,0,7,0,0,0,0
tree,0,0,0,1,0,0,0,0
discern,0,0,0,0,0,0,1,0
fill,0,0,0,0,0,0,5,0
liquid,0,0,0,8,0,0,0,0
suppose,0,0,0,0,0,0,1,0
