word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB
originally,0,0,4,0,0,0,0,0,0,0,0
name,0,0,0,0,0,0,4,0,0,0,4
olden,1,0,0,0,0,0,0,0,0,0,0
time,0,0,0,0,0,0,29,0,0,0,0
wishing,0,0,0,0,0,0,1,0,0,0,0
work,0,0,0,0,0,0,3,0,0,0,7
live,0,0,0,0,0,0,0,0,0,0,11
king,0,0,0,0,0,0,66,0,0,0,0
daughter,0,0,0,0,0,0,21,0,0,0,0
beautiful,37,0,0,0,0,0,0,0,0,0,0
young,16,0,0,0,0,0,0,0,0,0,0
sun,0,0,0,0,0,0,5,0,0,0,0
astonish,0,0,0,0,0,0,0,0,0,0,3
shine,0,0,0,0,0,0,0,0,0,0,5
face,0,0,0,0,0,0,7,0,0,0,0
close,0,0,2,0,0,0,0,0,0,0,5
castle,0,0,0,0,0,0,7,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,0,22
great,14,0,0,0,0,0,0,0,0,0,0
dark,7,0,0,0,0,0,1,0,0,0,0
forest,0,0,0,0,0,0,33,0,0,0,0
old,34,0,0,0,0,0,0,0,0,0,0
lime,0,0,0,0,0,0,1,0,0,0,0
tree,0,0,0,0,0,0,25,0,0,0,0
day,0,0,0,0,0,0,39,0,0,0,0
warm,1,0,0,0,0,0,0,0,0,0,0
child,0,0,0,0,0,0,52,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,84
sit,0,0,0,0,0,0,0,0,0,0,36
cool,2,0,0,0,0,0,0,0,0,0,0
fountain,0,0,0,0,0,0,1,0,0,0,0
bore,0,0,0,0,0,0,0,0,0,0,1
take,0,0,0,0,0,0,0,0,0,0,48
golden,18,0,0,0,0,0,0,0,0,0,0
ball,0,0,0,0,0,0,8,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,16
high,5,0,2,0,0,0,0,0,0,0,0
catch,0,0,0,0,0,0,0,0,0,0,4
favorite,1,0,0,0,0,0,0,0,0,0,0
plaything,0,0,0,0,0,0,3,0,0,0,0
occasion,0,0,0,0,0,0,1,0,0,0,0
princess,0,0,0,0,0,0,19,0,0,0,0
fall,0,0,0,0,0,0,0,0,0,0,33
little,89,0,0,0,0,0,0,0,0,0,0
hand,0,0,0,0,0,0,20,0,0,0,0
hold,0,0,0,0,0,0,4,0,0,0,5
land,0,0,0,0,0,0,10,0,0,0,1
ground,0,0,0,0,0,0,8,0,0,0,0
roll,0,0,0,0,0,0,0,0,0,0,1
straight,0,0,5,0,0,0,0,0,0,0,0
water,0,0,0,0,0,0,16,0,0,0,1
follow,0,0,0,0,0,0,0,0,0,0,7
eye,0,0,0,0,0,0,18,0,0,0,0
vanish,0,0,0,0,0,0,0,0,0,0,1
deep,4,0,1,0,0,0,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,0,41
begin,0,0,0,0,0,0,0,0,0,0,29
cry,0,0,0,0,0,0,0,0,0,0,47
louder,0,0,2,0,0,0,0,0,0,0,0
ail,0,0,0,0,0,0,0,0,0,0,2
say,0,0,0,0,0,0,0,0,0,0,146
weep,0,0,0,0,0,0,0,0,0,0,15
stone,0,0,0,0,0,0,6,0,0,0,0
pity,0,0,0,0,0,0,3,0,0,0,1
look,0,0,0,0,0,0,2,0,0,0,55
round,1,5,7,0,0,0,0,0,0,0,0
voice,0,0,0,0,0,0,8,0,0,0,0
come,0,0,0,0,0,0,0,0,0,0,88
frog,0,0,0,0,0,0,24,0,0,0,0
stretch,0,0,0,0,0,0,1,0,0,0,5
forth,0,0,3,0,0,0,0,0,0,0,0
big,9,0,0,0,0,0,0,0,0,0,0
ugly,1,0,0,0,0,0,0,0,0,0,0
head,0,0,0,0,0,0,13,0,0,0,0
splasher,0,0,0,0,0,0,1,0,0,0,0
quiet,6,0,0,0,0,0,0,0,0,0,0
help,0,0,0,0,0,0,2,0,0,0,16
bring,0,0,0,0,0,0,0,0,0,0,23
dear,20,0,0,0,0,0,1,0,0,0,0
clothe,0,0,0,0,0,0,12,0,0,0,0
pearl,0,0,0,0,0,0,6,0,0,0,0
jewel,0,0,0,0,0,0,5,0,0,0,0
crown,0,0,0,0,0,0,2,0,0,0,0
wear,0,0,0,0,0,0,0,0,0,0,3
care,0,0,0,0,0,0,3,0,0,0,3
love,0,0,0,0,0,0,0,0,0,0,6
let,0,0,0,0,0,0,0,0,0,0,27
companion,0,0,0,0,0,0,4,0,0,0,0
table,0,0,0,0,0,0,8,0,0,0,0
eat,0,0,0,0,0,0,0,0,0,0,37
plate,0,0,0,0,0,0,8,0,0,0,0
drink,0,0,0,0,0,0,0,0,0,0,4
cup,0,0,0,0,0,0,1,0,0,0,0
sleep,0,0,0,0,0,0,5,0,0,0,21
bed,0,0,0,0,0,0,28,0,0,0,0
yes,0,0,0,0,0,4,0,0,0,0,0
promise,0,0,0,0,0,0,2,0,0,0,6
wish,0,0,0,0,0,0,2,0,0,0,15
think,0,0,0,0,0,0,0,0,0,0,25
silly,2,0,0,0,0,0,0,0,0,0,0
talk,0,0,0,0,0,0,0,0,0,0,3
croak,0,0,0,0,0,0,0,0,0,0,1
human,2,0,0,0,0,0,0,0,0,0,0
receive,0,0,0,0,0,0,0,0,0,0,3
sink,0,0,0,0,0,0,2,0,0,0,1
short,4,0,0,0,0,0,0,0,0,0,0
swim,0,0,0,0,0,0,0,0,0,0,3
mouth,0,0,0,0,0,0,5,0,0,0,0
delight,0,0,0,0,0,0,0,0,0,0,4
pick,0,0,0,0,0,0,0,0,0,0,22
run,0,0,0,0,0,0,0,0,0,0,30
away,0,0,28,0,0,0,0,0,0,0,0
wait,0,0,0,0,0,0,0,0,0,0,12
listen,0,0,0,0,0,0,0,0,0,0,9
home,0,0,20,0,0,0,5,0,0,0,0
soon,0,0,20,0,0,0,0,0,0,0,0
forget,0,0,0,0,0,0,0,0,0,0,4
poor,19,0,0,0,0,0,0,0,0,0,0
force,0,0,0,0,0,0,0,0,0,0,9
seat,0,0,0,0,0,0,0,0,0,0,4
noble,0,0,0,0,0,0,1,0,0,0,0
creep,0,0,0,0,0,0,0,0,0,0,16
splish,2,0,0,0,0,0,0,0,0,0,0
splash,0,0,0,0,0,0,1,0,0,0,1
marble,0,0,0,0,0,0,1,0,0,0,0
staircase,0,0,0,0,0,0,3,0,0,0,0
get,0,0,0,0,0,0,0,0,0,0,17
knock,0,0,0,0,0,0,0,0,0,0,9
door,0,0,0,0,0,0,36,0,0,0,0
open,5,2,0,0,0,0,0,0,0,0,20
outside,0,0,5,0,0,0,0,0,0,0,0
slam,0,0,0,0,0,0,0,0,0,0,1
dinner,0,0,0,0,0,0,2,0,0,0,0
frightened,5,0,0,0,0,0,0,0,0,0,0
afraid,6,0,0,0,0,0,0,0,0,0,0
giant,0,0,0,0,0,0,2,0,0,0,0
want,0,0,0,0,0,0,0,0,0,0,23
carry,0,0,0,0,0,0,0,0,0,0,11
disgusting,1,0,0,0,0,0,0,0,0,0,0
reply,0,0,0,0,0,0,1,0,0,0,9
yesterday,0,0,0,0,0,0,4,0,0,0,0
play,0,0,0,0,0,0,0,0,0,0,1
insist,0,0,0,0,0,0,0,0,0,0,2
able,5,0,0,0,0,0,0,0,0,0,0
second,5,0,0,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,28
perform,0,0,0,0,0,0,0,0,0,0,1
hop,0,0,0,0,0,0,0,0,0,0,2
chair,0,0,0,0,0,0,4,0,0,0,0
lift,0,0,0,0,0,0,0,0,0,0,5
delay,0,0,0,0,0,0,0,0,0,0,1
command,0,0,0,0,0,0,0,0,0,0,3
push,0,0,0,0,0,0,1,0,0,0,3
near,0,2,3,0,0,0,0,0,0,0,0
easy,1,0,0,0,0,0,0,0,0,0,0
willingly,0,0,1,0,0,0,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,0,2
mouthful,0,0,0,0,0,0,2,0,0,0,0
choke,0,0,0,0,0,0,0,0,0,0,1
length,0,0,0,0,0,0,2,0,0,0,0
satisfied,3,0,0,0,0,0,0,0,0,0,0
tired,3,0,0,0,0,0,0,0,0,0,0
room,0,0,0,0,0,0,23,0,0,0,0
silken,1,0,0,0,0,0,0,0,0,0,0
ready,5,0,0,0,0,0,0,0,0,0,0
cold,2,0,0,0,0,0,0,0,0,0,0
pretty,13,0,0,0,0,0,0,0,0,0,0
clean,5,0,0,0,0,0,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,0,0,14
angry,3,0,0,0,0,0,0,0,0,0,0
trouble,0,0,0,0,0,0,1,0,0,0,0
afterward,0,0,6,0,0,0,0,0,0,0,0
despise,0,0,0,0,0,0,0,0,0,0,1
finger,0,0,0,0,0,0,6,0,0,0,0
upstairs,0,0,1,0,0,0,0,0,0,0,0
corner,0,0,0,0,0,0,5,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,15
father,0,0,0,0,0,0,28,0,0,0,0
terribly,0,0,4,0,0,0,0,0,0,0,0
wall,0,0,0,0,0,0,12,0,0,0,0
horrid,1,0,0,0,0,0,0,0,0,0,0
son,0,0,0,0,0,0,34,0,0,0,0
kind,3,0,0,0,0,0,0,0,0,0,0
curse,0,0,0,0,0,0,1,0,0,0,1
wicked,12,0,0,0,0,0,0,0,0,0,0
witch,0,0,0,0,0,0,10,0,0,0,0
