word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
grey,3,0,0,0,0,0,0,0,0,0
autumn,0,0,0,0,0,0,1,0,0,0
day,0,0,0,0,0,0,31,0,0,0
sky,0,0,0,0,0,0,1,0,0,0
large,15,0,0,0,0,0,0,0,0,0
black,23,0,0,0,0,0,0,0,0,0
cloud,0,0,0,0,0,0,5,0,0,0
ride,0,0,0,0,0,0,0,0,0,2
flat,1,0,0,0,0,0,0,0,0,0
uninteresting,1,0,0,0,0,0,0,0,0,0
countryside,0,0,0,0,0,0,2,0,0,0
begin,0,0,0,0,0,0,0,0,0,19
grow,0,0,0,0,0,0,0,0,0,20
dark,15,0,0,0,0,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,22
end,0,0,0,0,0,0,9,0,0,0
journey,0,0,0,0,0,0,1,0,0,0
stand,0,0,0,0,0,0,0,0,0,20
know,0,0,0,0,0,0,0,0,0,36
strange,26,0,0,0,0,0,0,0,0,0
feeling,0,0,0,0,0,0,13,0,0,0
deep,14,0,2,0,0,0,0,0,0,0
gloom,0,0,0,0,0,0,13,0,0,0
come,0,0,0,0,0,0,0,0,0,34
cover,0,0,0,0,0,0,2,0,0,9
like,1,32,0,0,0,0,0,0,0,8
blanket,0,0,0,0,0,0,1,0,0,0
look,0,0,0,0,0,0,3,0,0,47
old,26,0,0,0,0,0,0,0,0,0
house,0,0,0,0,0,0,43,0,0,0
high,4,0,1,0,0,0,0,0,0,0
stone,0,0,0,0,0,0,7,0,0,0
wall,0,0,0,0,0,0,40,0,0,0
narrow,4,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,15,0,0,0
thin,8,0,0,0,0,0,0,0,0,0
dry,2,0,0,0,0,0,0,0,0,0
grass,0,0,0,0,0,0,1,0,0,0
die,0,0,0,0,0,0,0,0,0,12
tree,0,0,0,0,0,0,7,0,0,0
icy,1,0,0,0,0,0,0,0,0,0
hand,0,0,0,0,0,0,13,0,0,0
hold,0,0,0,0,0,0,5,0,0,3
heart,0,0,0,0,0,0,11,0,0,0
feel,0,0,0,0,0,0,0,0,0,38
cold,5,0,0,0,0,0,0,0,0,0
sick,1,0,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,34
happy,9,0,0,0,0,0,0,0,0,0
thought,0,0,0,0,0,0,2,0,0,0
chase,0,0,0,0,0,0,0,0,0,2
away,0,0,19,0,0,0,0,0,0,0
wonder,0,0,0,0,0,0,0,0,0,2
sad,6,0,0,0,0,0,0,0,0,0
find,0,0,0,0,0,0,0,0,0,16
answer,0,0,0,0,0,0,2,0,0,1
lake,0,0,0,0,0,0,8,0,0,0
horse,0,0,0,0,0,0,2,0,0,0
edge,0,0,0,0,0,0,2,0,0,0
stop,0,0,0,0,0,0,0,0,0,19
mirror,0,0,0,0,0,0,3,0,0,0
water,0,0,0,0,0,0,3,0,0,0
eye,0,0,0,0,0,0,25,0,0,0
strong,14,0,0,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,33
spend,0,0,0,0,0,0,0,0,0,6
week,0,0,0,0,0,0,5,0,0,0
owner,0,0,0,0,0,0,1,0,0,0
good,5,0,0,0,0,0,0,0,0,0
friend,0,0,0,0,0,0,22,0,0,0
boy,0,0,0,0,0,0,11,0,0,0
year,0,0,0,0,0,0,15,0,0,0
recently,0,0,2,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,3
letter,0,0,0,0,0,0,2,0,0,0
terrible,21,0,0,0,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,5
ill,4,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,0,27,0,0,0
mind,0,0,0,0,0,0,11,0,0,0
want,0,0,0,0,0,0,0,0,0,21
need,0,0,0,0,0,0,4,0,0,3
person,0,0,0,0,0,0,13,0,0,0
help,0,0,0,0,0,0,0,0,0,4
illness,0,0,0,0,0,0,9,0,0,0
young,6,0,0,0,0,0,0,0,0,0
little,9,0,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,22
family,0,0,0,0,0,0,12,0,0,0
live,0,0,0,0,0,0,0,0,0,9
man,0,0,0,0,0,0,41,0,0,0
child,0,0,0,0,0,0,5,0,0,0
hundred,0,0,0,0,0,0,1,0,0,0
home,0,0,3,0,0,0,2,0,0,0
pass,0,0,0,0,0,0,0,0,0,12
straight,0,0,3,0,0,0,0,0,0,0
father,0,0,0,0,0,0,1,0,0,0
son,0,0,0,0,0,0,2,0,0,0
underneath,0,2,1,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,8
fear,0,0,0,0,0,0,31,0,0,1
thing,0,0,0,0,0,0,23,0,0,0
imagine,0,0,0,0,0,0,0,0,0,1
real,7,0,0,0,0,0,0,0,0,0
mysterious,4,0,0,0,0,0,0,0,0,0
heavy,17,0,0,0,0,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,0,3
disease,0,0,0,0,0,0,6,0,0,0
dream,0,0,0,0,0,0,8,0,0,0
tell,0,0,0,0,0,0,0,0,0,19
carefully,0,0,11,0,0,0,0,0,0,0
building,0,0,0,0,0,0,7,0,0,0
notice,0,0,0,0,0,0,0,0,0,20
crack,0,0,0,0,0,0,5,0,0,2
hole,0,0,0,0,0,0,2,0,0,0
wrong,4,0,0,0,0,0,0,0,0,0
miss,0,0,0,0,0,0,0,0,0,1
small,6,0,0,0,0,0,0,0,0,0
start,0,0,0,0,0,0,0,0,0,18
continue,0,0,0,0,0,0,0,0,0,13
way,0,0,0,0,0,0,22,0,0,0
servant,0,0,0,0,0,0,4,0,0,0
take,0,0,0,0,0,0,0,0,0,20
step,0,0,0,0,0,0,3,0,0,2
hall,0,0,0,0,0,0,2,0,0,0
lead,0,0,0,0,0,0,0,0,0,1
silently,0,0,7,0,0,0,0,0,0,0
upstairs,0,0,2,0,0,0,0,0,0,0
picture,0,0,0,0,0,0,6,0,0,0
nervous,5,0,0,0,0,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,0,4
early,1,0,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,0,2,0,0,4
give,0,0,0,0,0,0,0,0,0,7
new,8,0,0,0,0,0,0,0,0,0
stair,0,0,0,0,0,0,2,0,0,0
meet,0,0,0,0,0,0,0,0,0,5
doctor,0,0,0,0,0,0,3,0,0,0
face,0,0,0,0,0,0,35,0,0,0
hurry,0,0,0,0,0,0,1,0,0,4
finally,0,0,3,0,0,0,0,0,0,0
open,3,3,0,0,0,0,0,0,0,18
