word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB,X
triumphant,1,0,0,0,0,0,0,0
quote,0,0,0,1,0,0,0,0
veni,0,0,0,0,0,0,0,1
vidi,0,0,0,0,0,0,0,1
vici,0,0,0,0,0,0,0,1
come,0,0,0,0,0,0,12,0
see,0,0,0,0,0,0,6,0
conquer,0,0,0,0,0,0,21,0
ancient,19,0,0,0,0,0,0,0
rallying,0,0,0,1,0,0,0,0
cry,0,0,0,1,0,0,0,0
excel,0,0,0,0,0,0,1,0
warfare,0,0,0,7,0,0,0,0
engineering,0,0,0,7,0,0,0,0
government,0,0,0,10,0,0,0,0
trio,0,0,0,1,0,0,0,0
strength,0,0,0,1,0,0,0,0
help,0,0,0,1,0,0,2,0
world,0,0,0,21,0,0,0,0
power,0,0,0,31,0,0,0,0
period,0,0,0,10,0,0,0,0
know,0,0,0,0,0,0,5,0
unite,0,0,0,0,0,0,5,0
roman,97,0,0,0,0,0,0,0
rule,0,0,0,12,0,0,8,0
volume,0,0,0,2,0,0,0,0
provide,0,0,0,0,0,0,4,0
lively,2,0,0,0,0,0,0,0
overview,0,0,0,1,0,0,0,0
history,0,0,0,14,0,0,0,0
highlight,0,0,0,0,0,0,2,0
literary,5,0,0,0,0,0,0,0
architectural,3,0,0,0,0,0,0,0
achievement,0,0,0,3,0,0,0,0
early,14,0,2,0,0,0,0,0
shroud,0,0,0,0,0,0,1,0
myth,0,0,0,3,0,0,0,0
legend,0,0,0,7,0,0,0,0
accord,0,0,0,0,0,0,3,0
tradition,0,0,0,2,0,0,0,0
city,0,0,0,50,0,0,0,0
found,0,0,0,0,0,0,5,0
twin,3,0,0,3,0,0,0,0
brother,0,0,0,2,0,0,0,0
serve,0,0,0,0,0,0,3,0
king,0,0,0,21,0,0,0,0
mythical,2,0,0,0,0,0,0,0
figure,0,0,0,1,0,0,0,0
follow,0,0,0,0,0,0,16,0
likely,0,0,1,0,0,0,0,0
exist,0,0,0,0,0,0,8,0
century,0,0,0,19,0,0,0,0
improvement,0,0,0,1,0,0,0,0
build,0,0,0,0,0,0,29,0
temple,0,0,0,8,0,0,0,0
public,13,0,0,0,0,0,0,0
work,0,0,0,15,0,0,1,0
remarkable,2,0,0,0,0,0,0,0
sewer,0,0,0,3,0,0,0,0
prosper,0,0,0,0,0,0,2,0
wealthy,6,0,0,0,0,0,0,0
etruscan,11,0,0,0,0,0,0,0
universally,0,0,1,0,0,0,0,0
appreciate,0,0,0,0,0,0,1,0
revolt,0,0,0,2,0,0,1,0
tyrannical,1,0,0,0,0,0,0,0
expel,0,0,0,0,0,0,2,0
make,0,0,0,0,0,0,2,0
republic,0,0,0,7,0,0,0,0
initially,0,0,1,0,0,0,0,0
aristocracy,0,0,0,4,0,0,0,0
call,0,0,0,0,0,0,19,0
patrician,1,0,0,4,0,0,0,0
run,0,0,0,0,0,0,2,0
common,4,0,0,0,0,0,0,0
people,0,0,0,23,0,0,0,0
plebeian,2,0,0,10,0,0,0,0
little,5,0,0,0,0,0,0,0
long,8,0,5,0,0,0,0,0
struggle,0,0,0,10,0,0,1,0
declare,0,0,0,0,0,0,6,0
leader,0,0,0,9,0,0,0,0
consul,0,0,0,10,0,0,0,0
include,0,0,0,0,0,0,5,0
dictatorship,0,0,0,2,0,0,0,0
rise,0,0,0,5,0,0,5,0
inclusion,0,0,0,1,0,0,0,0
addition,0,0,0,3,0,0,0,0
new,10,0,0,0,0,0,0,0
assembly,0,0,0,5,0,0,0,0
comitia,0,0,0,0,0,0,0,2
tributa,0,0,0,0,0,0,0,1
sway,0,0,0,1,0,0,0,0
body,0,0,0,11,0,0,0,0
man,0,0,0,14,0,0,0,0
vote,0,0,0,3,0,0,2,0
equal,2,0,0,0,0,0,0,0
military,13,0,0,0,0,0,0,0
neighbor,0,0,0,2,0,0,3,0
battle,0,0,0,11,0,0,1,0
intimidating,1,0,0,0,0,0,0,0
final,2,0,0,0,0,0,0,0
defeat,0,0,0,3,0,0,11,0
northern,8,0,0,0,0,0,0,0
central,6,0,0,0,0,0,0,0
ensue,0,0,0,0,0,0,2,0
conquest,0,0,0,8,0,0,0,0
greek,20,0,0,0,0,0,0,0
state,0,0,0,13,0,0,0,0
occupy,0,0,0,0,0,0,2,0
south,0,0,2,3,0,0,0,0
master,0,0,0,6,0,0,0,0
skillfully,0,0,1,0,0,0,0,0
grant,0,0,0,0,0,0,3,0
status,0,0,0,3,0,0,0,0
ally,0,0,0,7,0,0,0,0
enjoy,0,0,0,0,0,0,2,0
self,0,0,0,3,0,0,0,0
degree,0,0,0,1,0,0,0,0
citizenship,0,0,0,7,0,0,0,0
god,0,0,0,8,0,0,0,0
target,0,0,0,1,0,0,0,0
begin,0,0,0,0,0,0,18,0
fight,0,0,0,0,0,0,10,0
war,0,0,0,25,0,0,0,0
triumph,0,0,0,2,0,0,3,0
time,0,0,0,22,0,0,0,0
finally,0,0,6,0,0,0,0,0
unfortunately,0,0,2,0,0,0,0,0
young,6,0,0,0,0,0,0,0
ruler,0,0,0,11,0,0,0,0
share,0,0,0,1,0,0,1,0
sage,0,0,0,1,0,0,0,0
police,0,0,0,1,0,0,0,0
cause,0,0,0,0,0,0,1,0
ruin,0,0,0,1,0,0,3,0
country,0,0,0,4,0,0,0,0
win,0,0,0,0,0,0,11,0
murder,0,0,0,2,0,0,4,0
politician,0,0,0,2,0,0,0,0
trigger,0,0,0,0,0,0,1,0
political,14,0,0,0,0,0,0,0
strife,0,0,0,3,0,0,0,0
civil,6,0,0,0,0,0,0,0
emerge,0,0,0,0,0,0,3,0
great,37,0,0,0,0,0,0,0
powerful,4,0,0,0,0,0,0,0
senator,0,0,0,3,0,0,0,0
assassinate,0,0,0,0,0,0,3,0
soldier,0,0,0,6,0,0,0,0
adopt,0,0,0,0,0,0,2,0
son,0,0,0,10,0,0,0,0
potent,1,0,0,0,0,0,0,0
right,0,0,0,10,0,0,1,0
present,0,0,0,0,0,0,2,0
historian,0,0,0,6,0,0,0,0
agree,0,0,0,0,0,0,2,0
commence,0,0,0,0,0,0,1,0
year,0,0,0,31,0,0,0,0
relative,1,0,0,1,0,0,0,0
peace,0,0,0,7,0,0,0,0
prosperity,0,0,0,3,0,0,0,0
free,5,0,1,0,0,0,0,0
consider,0,0,0,0,0,0,3,0
citizen,0,0,0,12,0,0,0,0
law,0,0,0,15,0,0,0,0
apply,0,0,0,0,0,0,1,0
court,0,0,0,4,0,0,0,0
slowly,0,0,3,0,0,0,0,0
spread,0,0,0,2,0,0,3,0
official,2,0,0,1,0,0,0,0
faith,0,0,0,2,0,0,0,0
end,0,0,0,9,0,0,4,0
line,0,0,0,5,0,0,0,0
emperor,0,0,0,20,0,0,0,0
bring,0,0,0,0,0,0,10,0
height,0,0,0,4,0,0,0,0
fortify,0,0,0,0,0,0,2,0
frontier,0,0,0,3,0,0,0,0
wall,0,0,0,6,0,0,0,0
stand,0,0,0,0,0,0,4,0
part,0,0,0,6,0,0,0,0
death,0,0,0,10,0,0,0,0
succession,0,0,0,2,0,0,0,0
short,2,0,1,0,0,0,0,0
live,0,0,0,0,0,0,7,0
transfer,0,0,0,2,0,0,1,0
capital,0,0,0,5,0,0,0,0
east,0,0,0,1,0,0,0,0
irreparably,0,0,1,0,0,0,0,0
divide,0,0,0,0,0,0,4,0
barbarian,5,0,0,3,0,0,0,0
uprising,0,0,0,1,0,0,0,0
topple,0,0,0,0,0,0,1,0
far,0,0,6,0,0,0,0,0
imperial,4,0,0,0,0,0,0,0
superiority,0,0,0,1,0,0,0,0
trade,0,0,0,1,0,0,4,0
big,1,0,0,0,0,0,0,0
feature,0,0,0,1,0,0,2,0
theater,0,0,0,2,0,0,0,0
huge,7,0,0,0,0,0,0,0
arena,0,0,0,2,0,0,0,0
bath,0,0,0,6,0,0,0,0
boast,0,0,0,0,0,0,1,0
impressive,3,0,0,0,0,0,0,0
road,0,0,0,13,0,0,0,0
system,0,0,0,5,0,0,0,0
bridge,0,0,0,17,0,0,0,0
latin,19,0,0,0,0,0,0,0
language,0,0,0,6,0,0,0,0
laud,0,0,0,0,0,0,1,0
beauty,0,0,0,2,0,0,0,0
type,0,0,0,3,0,0,0,0
literature,0,0,0,9,0,0,0,0
author,0,0,0,2,0,0,0,0
study,0,0,0,2,0,0,3,0
today,0,0,0,4,0,0,0,0
fascinating,1,0,0,0,0,0,0,0
art,0,0,0,9,0,0,0,0
offer,0,0,0,0,0,0,2,0
intriguing,1,0,0,0,0,0,0,0
look,0,0,0,1,0,0,0,0
accomplishment,0,0,0,3,0,0,0,0
layer,0,0,0,1,0,0,0,0
fertile,1,0,0,0,0,0,0,0
culture,0,0,0,3,0,0,0,0
reach,0,0,0,0,0,0,5,0
glory,0,0,0,1,0,0,0,0
west,2,0,0,2,0,0,0,0
genius,0,0,0,2,0,0,0,0
lie,0,0,0,0,0,0,2,0
science,0,0,0,1,0,0,0,0
philosophy,0,0,0,2,0,0,0,0
good,6,0,0,1,0,0,0,0
gradually,0,0,7,0,0,0,0,0
set,0,0,0,0,0,0,9,0
plan,0,0,0,4,0,0,2,0
enslave,0,0,0,0,0,0,1,0
reign,0,0,0,9,0,0,1,0
unify,0,0,0,0,0,0,1,0
halfway,0,0,1,0,0,0,0,0
italian,5,0,0,0,0,0,0,0
peninsula,0,0,0,3,0,0,0,0
coast,0,0,0,3,0,0,0,0
small,4,0,0,0,0,0,0,0
river,0,0,0,6,0,0,0,0
coastal,1,0,0,0,0,0,0,0
plain,0,0,0,2,0,0,0,0
shepherd,0,0,0,1,0,0,0,0
farmer,0,0,0,3,0,0,0,0
hill,0,0,0,7,0,0,0,0
