word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB
aged,2,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,44,0,0,0,0
stand,0,0,0,0,0,0,0,0,0,0,18
window,0,0,0,0,0,0,4,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,6
mournful,1,0,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,0,0,25,0,0,0,0
deep,10,0,2,0,0,0,0,0,0,0,0
blue,3,0,0,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,0,7,0,0,0,0
star,0,0,0,0,0,0,6,0,0,0,0
float,0,0,0,0,0,0,0,0,0,0,1
like,3,39,0,0,0,0,0,0,0,0,6
white,13,0,0,0,0,0,0,0,0,0,0
lily,0,0,0,0,0,0,19,0,0,0,0
surface,0,0,0,0,0,0,1,0,0,0,0
clear,6,0,1,0,0,0,0,0,0,0,0
calm,1,0,0,0,0,0,0,0,0,0,0
lake,0,0,0,0,0,0,1,0,0,0,0
cast,0,0,0,0,0,0,0,0,0,0,6
earth,0,0,0,0,0,0,6,0,0,0,0
hopeless,1,0,0,0,0,0,0,0,0,0,0
people,0,0,0,0,0,0,40,0,0,0,0
move,0,0,0,0,0,0,0,0,0,0,4
certain,1,0,0,0,0,0,0,0,0,0,0
goal,0,0,0,0,0,0,6,0,0,0,0
tomb,0,0,0,0,0,0,1,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,0,11
stage,0,0,0,0,0,0,3,0,0,0,0
lead,0,0,0,0,0,0,0,0,0,0,7
bring,0,0,0,0,0,0,0,0,0,0,5
journey,0,0,0,0,0,0,11,0,0,0,0
error,0,0,0,0,0,0,1,0,0,0,0
remorse,0,0,0,0,0,0,2,0,0,0,0
health,0,0,0,0,0,0,3,0,0,0,0
poor,5,0,0,0,0,0,0,0,0,0,0
mind,0,0,0,0,0,0,8,0,0,0,0
vacant,1,0,0,0,0,0,0,0,0,0,0
heart,0,0,0,0,0,0,20,0,0,0,0
sorrowful,1,0,0,0,0,0,0,0,0,0,0
old,28,0,0,0,0,0,0,0,0,0,0
age,0,0,0,0,0,0,6,0,0,0,0
short,3,0,3,0,0,0,0,0,0,0,0
comfort,0,0,0,0,0,0,1,0,0,0,1
