word,ADJ,ADP,ADV,NOUN,NUM,VERB,X
immediate,1,0,0,0,0,0,0
beneficiary,0,0,0,1,0,0,0
secure,0,0,0,0,0,1,0
face,0,0,0,0,0,1,0
momentous,1,0,0,0,0,0,0
gain,0,0,0,0,0,1,0
recognition,0,0,0,2,0,0,0
title,0,0,0,15,0,0,0
invalid,1,0,0,0,0,0,0
locate,0,0,0,0,0,1,0
contain,0,0,0,0,0,1,0
tomb,0,0,0,1,0,0,0
act,0,0,0,3,0,0,0
illegal,1,0,0,0,0,0,0
right,0,0,1,9,0,0,0
crowning,0,0,0,2,0,0,0
positive,1,0,0,0,0,0,0
powerful,6,0,0,0,0,0,0
monarch,0,0,0,1,0,0,0
main,2,0,0,0,0,0,0
practical,1,0,0,0,0,0,0
outcome,0,0,0,1,0,0,0
separation,0,0,0,1,0,0,0
admittedly,0,0,1,0,0,0,0
intent,0,0,0,1,0,0,0
reunite,0,0,0,0,0,1,0
offer,0,0,0,0,0,2,0
marriage,0,0,0,1,0,0,0
unfortunately,0,0,2,0,0,0,0
revolution,0,0,0,1,0,0,0
deposition,0,0,0,2,0,0,0
bring,0,0,0,0,0,8,0
plan,0,0,0,1,0,0,0
halt,0,0,0,1,0,0,0
extralegal,1,0,0,0,0,0,0
revolutionary,1,0,0,0,0,0,0
proceeding,0,0,0,2,0,0,0
new,7,0,0,0,0,0,0
western,5,0,0,0,0,0,0
eastern,2,0,0,0,0,0,0
usurper,0,0,0,1,0,0,0
eye,0,0,0,2,0,0,0
represent,0,0,0,0,0,1,0
rivalry,0,0,0,6,0,0,0
real,3,0,0,0,0,0,0
advantage,0,0,0,1,0,0,0
unsuccessful,2,0,0,0,0,0,0
war,0,0,0,3,0,0,0
wearisome,1,0,0,0,0,0,0
negotiation,0,0,0,1,0,0,0
recognize,0,0,0,0,0,3,0
imperial,17,0,0,0,0,0,0
personal,2,0,0,0,0,0,0
merely,0,0,2,0,0,0,0
maintain,0,0,0,0,0,4,0
true,5,0,0,0,0,0,0
grudgingly,0,0,1,0,0,0,0
give,0,0,0,0,0,1,0
refuse,0,0,0,0,0,2,0
extend,0,0,0,0,0,2,0
automatically,0,0,1,0,0,0,0
remain,0,0,0,0,0,4,0
important,3,0,0,0,0,0,0
factor,0,0,0,1,0,0,0
history,0,0,0,3,0,0,0
left,0,0,1,0,0,0,0
annexation,0,0,0,1,0,0,0
involve,0,0,0,0,0,2,0
pretension,0,0,0,4,0,0,0
relationship,0,0,0,2,0,0,0
ruler,0,0,0,2,0,0,0
nearly,0,0,1,0,0,0,0
intensify,0,0,0,0,0,1,0
metropolitan,1,0,0,0,0,0,0
dominion,0,0,0,5,0,0,0
ecclesiastical,1,0,0,0,0,0,0
adviser,0,0,0,1,0,0,0
forevermore,0,0,1,0,0,0,0
promotion,0,0,0,1,0,0,0
christian,6,0,0,0,0,0,0
function,0,0,0,1,0,0,0
duty,0,0,0,4,0,0,0
furthermore,0,0,1,0,0,0,0
rightfully,0,0,1,0,0,0,0
impress,0,0,0,0,0,1,0
take,0,0,0,0,0,5,0
initiative,0,0,0,1,0,0,0
transfer,0,0,0,0,0,2,0
argue,0,0,0,0,0,2,0
wish,0,0,0,0,0,2,0
french,2,0,0,0,0,0,0
miniature,0,0,0,4,0,0,0
date,0,0,0,0,0,2,0
fifteenth,1,0,0,0,0,0,0
depict,0,0,0,0,0,4,0
construction,0,0,0,1,0,0,0
palace,0,0,0,1,0,0,0
oversee,0,0,0,0,0,1,0
turn,0,0,0,0,0,1,0
way,0,0,0,4,0,0,0
different,3,0,0,0,0,0,0
father,0,0,0,4,0,0,0
unifying,1,0,0,0,0,0,0
idea,0,0,0,2,0,0,0
hold,0,0,0,0,0,5,0
eld,1,0,0,0,0,0,0
ordinatio,0,0,0,0,0,0,1
imperii,0,0,0,0,0,0,1
dignity,0,0,0,1,0,0,0
arouse,0,0,0,0,0,1,0
conservative,1,0,0,0,0,0,0
opposition,0,0,0,2,0,0,0
nobility,0,0,0,2,0,0,0
land,0,0,0,5,0,0,0
civil,2,0,0,0,0,0,0
internal,1,0,0,0,0,0,0
dissension,0,0,0,2,0,0,0
ultimately,0,0,2,0,0,0,0
help,0,0,0,0,0,1,0
increase,0,0,0,0,0,1,0
influence,0,0,0,3,0,0,0
persuade,0,0,0,0,0,1,0
repair,0,0,0,0,0,1,0
defect,0,0,0,1,0,0,0
ceremony,0,0,0,3,0,0,0
intervention,0,0,0,1,0,0,0
fit,2,0,0,0,0,0,0
strengthen,0,0,0,0,0,1,0
instead,0,0,2,0,0,0,0
loyal,2,0,0,0,0,0,0
kingship,0,0,0,1,0,0,0
draw,0,0,0,0,0,3,0
sphere,0,0,0,1,0,0,0
uncle,0,0,0,1,0,0,0
support,0,0,0,3,0,2,0
dislocation,0,0,0,1,0,0,0
carolingian,2,0,0,0,0,0,0
realm,0,0,0,2,0,0,0
culminate,0,0,0,0,0,1,0
east,5,0,0,0,0,0,0
magnate,0,0,0,1,0,0,0
decline,0,0,0,1,0,0,0
rapid,3,0,0,0,0,0,0
seal,0,0,0,1,0,0,0
separate,1,0,0,0,0,0,0
unify,0,0,0,0,0,2,0
nation,0,0,0,1,0,0,0
succession,0,0,0,1,0,0,0
nominee,0,0,0,1,0,0,0
follow,0,0,0,0,0,1,0
man,0,0,0,6,0,0,0
current,1,0,0,0,0,0,0
family,0,0,0,1,0,0,0
determined,1,0,0,0,0,0,0
hand,0,0,0,3,0,0,0
abolish,0,0,0,0,0,1,0
belong,0,0,0,0,0,2,0
particularly,0,0,2,0,0,0,0
branch,0,0,0,1,0,0,0
speak,0,0,0,0,0,1,0
decade,0,0,0,1,0,0,0
unite,0,0,0,0,0,2,0
deep,1,0,0,0,0,0,0
sympathy,0,0,0,1,0,0,0
peasant,1,0,0,1,0,0,0
believe,0,0,0,0,0,1,0
benefit,0,0,0,1,0,0,0
govern,0,0,0,0,0,2,0
throne,0,0,0,2,0,0,0
local,1,0,0,0,0,0,0
governor,0,0,0,1,0,0,0
count,0,0,0,1,0,0,0
lax,1,0,0,0,0,0,0
oppressive,1,0,0,0,0,0,0
reform,0,0,0,1,0,5,0
expand,0,0,0,0,0,1,0
investigator,0,0,0,1,0,0,0
missi,0,0,0,0,0,0,1
dominici,0,0,0,0,0,0,1
prescribe,0,0,0,0,0,1,0
document,0,0,0,1,0,0,0
capitularie,0,0,0,1,0,0,0
send,0,0,0,0,0,2,0
team,0,0,0,1,0,0,0
churchman,0,0,0,2,0,0,0
noble,0,0,0,2,0,0,0
ride,0,0,0,0,0,1,0
part,0,0,0,1,0,0,0
inspect,0,0,0,0,0,1,0
administer,0,0,0,0,0,1,0
justice,0,0,0,1,0,0,0
reawaken,0,0,0,0,0,1,0
citizen,0,0,0,1,0,0,0
twice,0,0,2,0,0,0,0
summon,0,0,0,0,0,1,0
chief,1,0,0,0,0,0,0
discuss,0,0,0,0,0,1,0
affair,0,0,0,3,0,0,0
problem,0,0,0,2,0,0,0
final,1,0,0,0,0,0,0
arbiter,0,0,0,1,0,0,0
issue,0,0,0,4,0,1,0
largely,0,0,3,0,0,0,0
tireless,1,0,0,0,0,0,0
reformer,0,0,0,2,0,0,0
improve,0,0,0,0,0,1,0
lot,0,0,0,1,0,0,0
set,0,0,0,0,0,5,0
money,0,0,0,1,0,0,0
standard,0,0,0,1,0,0,0
encourage,0,0,0,0,0,1,0
commerce,0,0,0,1,0,0,0
canal,0,0,0,1,0,0,0
urge,0,0,0,0,0,1,0
well,1,0,0,0,0,0,0
farming,0,0,0,1,0,0,0
method,0,0,0,1,0,0,0
especially,0,0,2,0,0,0,0
spread,0,0,0,1,0,4,0
education,0,0,0,1,0,0,0
class,0,0,0,1,0,0,0
cathedral,0,0,0,1,0,0,0
school,0,0,0,1,0,0,0
open,0,0,0,0,0,2,0
boy,0,0,0,1,0,0,0
stop,0,0,0,0,0,1,0
study,0,0,0,0,0,1,0
english,1,0,0,0,0,0,0
monk,0,0,0,4,0,0,0
scholar,0,0,0,1,0,0,0
court,0,0,0,1,0,0,0
learn,0,0,0,0,0,2,0
read,0,0,0,0,0,2,0
master,0,0,0,1,0,1,0
write,0,0,0,0,0,1,0
meal,0,0,0,1,0,0,0
have,0,0,0,0,0,1,0
jester,0,0,0,1,0,0,0
perform,0,0,0,0,0,1,0
listen,0,0,0,0,0,1,0
music,0,0,0,1,0,0,0
train,0,0,0,0,0,1,0
singer,0,0,0,1,0,0,0
restore,0,0,0,0,0,3,0
appreciation,0,0,0,1,0,0,0
art,0,0,0,1,0,0,0
valuable,1,0,0,0,0,0,0
piece,0,0,0,1,0,0,0
style,0,0,0,1,0,0,0
agreement,0,0,0,3,0,0,0
decide,0,0,0,0,0,1,0
bestow,0,0,0,0,0,1,0
exclude,0,0,0,0,0,1,0
bestowal,0,0,0,1,0,0,0
frame,0,0,0,0,0,1,0
action,0,0,0,1,0,0,0
accordingly,0,0,1,0,0,0,0
chapel,0,0,0,1,0,0,0
present,1,0,0,0,0,0,0
constitutive,1,0,0,0,0,0,0
approval,0,0,0,1,0,0,0
gather,0,0,0,0,0,1,0
receive,0,0,0,0,0,2,0
altar,0,0,0,1,0,0,0
contrast,0,0,0,1,0,0,0
deliberate,1,0,0,0,0,0,0
henceforward,0,0,1,0,0,0,0
contrary,1,0,0,0,0,0,0
view,0,0,0,2,0,0,0
theory,0,0,0,1,0,0,0
dominant,1,0,0,0,0,0,0
theme,0,0,0,1,0,0,0
temporarily,0,0,1,0,0,0,0
persist,0,0,0,0,0,2,0
notion,0,0,0,2,0,0,0
tradition,0,0,0,2,0,0,0
look,0,0,0,0,0,2,0
reflect,0,0,0,0,0,1,0
amid,0,1,0,0,0,0,0
division,0,0,0,2,0,0,0
dwindle,0,0,0,0,0,1,0
expression,0,0,0,1,0,0,0
hegemony,0,0,0,1,0,0,0
number,0,0,0,2,0,0,0
country,0,0,0,1,0,0,0
middle,0,0,0,2,0,0,0
tenth,2,0,0,0,0,0,0
compose,0,0,0,0,0,1,0
germanic,2,0,0,0,0,0,0
saxon,3,0,0,0,0,0,0
victory,0,0,0,2,0,0,0
west,2,0,0,0,0,0,0
color,0,0,0,0,0,1,0
map,0,0,0,1,0,0,0
basically,0,0,1,0,0,0,0
succeed,0,0,0,0,0,1,0
heir,0,0,0,1,0,0,0
slavic,1,0,0,0,0,0,0
make,0,0,0,0,0,1,0
minister,0,0,0,1,0,0,0
missionary,1,0,0,0,0,0,0
district,0,0,0,1,0,0,0
descend,0,0,0,0,0,1,0
marry,0,0,0,0,0,2,0
late,1,0,0,0,0,0,0
widow,0,0,0,1,0,0,0
force,0,0,0,1,0,3,0
vassal,0,0,0,1,0,0,0
german,17,0,0,0,0,0,0
import,0,0,0,1,0,0,0
scarcely,0,0,1,0,0,0,0
advocacy,0,0,0,1,0,0,0
territorial,3,0,0,0,0,0,0
decrease,0,0,0,0,0,1,0
pretense,0,0,0,1,0,0,0
likewise,0,0,2,0,0,0,0
reign,0,0,0,3,0,1,0
union,0,0,0,1,0,0,0
certainly,0,0,1,0,0,0,0
exercise,0,0,0,0,0,1,0
world,0,0,0,1,0,0,0
challenge,0,0,0,1,0,1,0
octagonal,1,0,0,0,0,0,0
belfry,0,0,0,2,0,0,0
tower,0,0,0,1,0,0,0
small,2,0,0,0,0,0,0
south,1,0,0,2,0,0,0
transept,0,0,0,1,0,0,0
abbey,0,0,0,1,0,0,0
construct,0,0,0,0,0,1,0
relation,0,0,0,2,0,0,0
reassert,0,0,0,0,0,1,0
recovery,0,0,0,2,0,0,0
prepare,0,0,0,0,0,1,0
embark,0,0,0,0,0,1,0
expansion,0,0,0,1,0,0,0
reconquest,0,0,0,1,0,0,0
fear,0,0,0,1,0,1,0
interference,0,0,0,1,0,0,0
politic,0,0,0,2,0,0,0
southern,2,0,0,0,0,0,0
soon,0,0,1,0,0,0,0
catalyst,0,0,0,1,0,0,0
major,1,0,0,0,0,0,0
development,0,0,0,2,0,0,0
romanization,0,0,0,1,0,0,0
italian,3,0,0,0,0,0,0
manuscript,0,0,0,3,0,0,0
show,0,0,0,0,0,2,0
shy,0,0,0,0,0,1,0
away,0,1,0,0,0,0,0
proclaim,0,0,0,0,0,1,0
short,1,0,0,0,0,0,0
step,0,0,0,1,0,0,0
describe,0,0,0,0,0,1,0
change,0,0,0,2,0,1,0
occur,0,0,0,0,0,1,0
noteworthy,1,0,0,0,0,0,0
formal,1,0,0,0,0,0,0
result,0,0,0,3,0,0,0
heritage,0,0,0,1,0,0,0
ancient,1,0,0,0,0,0,0
simply,0,0,1,0,0,0,0
feel,0,0,0,0,0,1,0
domination,0,0,0,2,0,0,0
greek,1,0,0,0,0,0,0
princess,0,0,0,1,0,0,0
instill,0,0,0,0,0,1,0
strand,0,0,0,1,0,0,0
form,0,0,0,2,0,2,0
synthesis,0,0,0,1,0,0,0
combine,0,0,0,0,0,1,0
heterogeneous,1,0,0,0,0,0,0
element,0,0,0,1,0,0,0
lieutenant,0,0,0,1,0,0,0
distance,0,0,0,1,0,0,0
unified,1,0,0,0,0,0,0
lose,0,0,0,0,0,2,0
shortly,0,0,1,0,0,0,0
characteristic,1,0,0,0,0,0,0
feature,0,0,0,1,0,0,0
subordination,0,0,0,1,0,0,0
subject,1,0,0,0,0,0,0
nominate,0,0,0,0,0,1,0
oppression,0,0,0,1,0,0,0
fulfillment,0,0,0,1,0,0,0
watch,0,0,0,0,0,1,0
welfare,0,0,0,1,0,0,0
iconography,0,0,0,1,0,0,0
stand,0,0,0,0,0,2,0
vicar,0,0,0,1,0,0,0
earth,0,0,0,2,0,0,0
period,0,0,0,2,0,0,0
zenith,0,0,0,1,0,0,0
match,0,0,0,1,0,0,0
revival,0,0,0,4,0,0,0
last,0,0,0,0,0,1,0
foundation,0,0,0,3,0,0,0
monastery,0,0,0,5,0,0,0
abbot,0,0,0,4,0,0,0
age,0,0,0,2,0,0,0
effective,2,0,0,0,0,0,0
stirring,0,0,0,1,0,0,0
movement,0,0,0,1,0,0,0
transform,0,0,0,0,0,1,0
eleventh,2,0,0,0,0,0,0
think,0,0,0,0,0,1,0
prominence,0,0,0,1,0,0,0
direction,0,0,0,1,0,0,0
spiritual,2,0,0,0,0,0,0
leader,0,0,0,1,0,0,0
beginning,0,0,0,1,0,0,0
enjoy,0,0,0,0,0,1,0
tie,0,0,0,1,0,0,0
ensure,0,0,0,0,0,3,0
independence,0,0,0,1,0,0,0
forbid,0,0,0,0,0,1,0
secular,2,0,0,0,0,0,0
interfere,0,0,0,0,0,1,0
develop,0,0,0,0,0,1,0
reputation,0,0,0,1,0,0,0
high,1,0,0,0,0,0,0
life,0,0,0,2,0,0,0
paradise,0,0,0,1,0,0,0
cluniac,2,0,0,0,0,0,0
practice,0,0,0,1,0,0,0
live,0,0,0,0,0,1,0
strictly,0,0,1,0,0,0,0
canonical,1,0,0,0,0,0,0
oppose,0,0,0,0,0,2,0
simony,0,0,0,1,0,0,0
clerical,1,0,0,0,0,0,0
unchastity,0,0,0,1,0,0,0
participate,0,0,0,0,0,1,0
elaborate,1,0,0,0,0,0,0
liturgical,2,0,0,0,0,0,0
routine,0,0,0,1,0,0,0
singe,0,0,0,0,0,1,0
monastic,2,0,0,0,0,0,0
hour,0,0,0,2,0,0,0
devotional,1,0,0,0,0,0,0
certain,1,0,0,0,0,0,0
day,0,0,0,2,0,0,0
daily,1,0,0,0,0,0,0
schedule,0,0,0,1,0,0,0
dead,0,0,0,1,0,0,0
numerous,1,0,0,0,0,0,0
benefactor,0,0,0,1,0,0,0
house,0,0,0,2,0,0,0
ideal,0,0,0,1,0,0,0
embody,0,0,0,0,0,1,0
precedent,0,0,0,1,0,0,0
unviable,1,0,0,0,0,0,0
cause,0,0,0,1,0,0,0
progress,0,0,0,1,0,0,0
european,2,0,0,0,0,0,0
economic,1,0,0,0,0,0,0
detrimental,1,0,0,0,0,0,0
immediately,0,0,1,0,0,0,0
comeback,0,0,0,1,0,0,0
minded,1,0,0,0,0,0,0
individual,0,0,0,1,0,0,0
elect,0,0,0,0,0,2,0
notable,1,0,0,0,0,0,0
waste,0,0,0,0,0,1,0
refute,0,0,0,0,0,1,0
throw,0,0,0,0,0,1,0
statement,0,0,0,1,0,0,0
opponent,0,0,0,1,0,0,0
traditional,1,0,0,0,0,0,0
twelfth,1,0,0,0,0,0,0
ground,0,0,0,1,0,0,0
counter,0,0,0,0,0,1,0
argument,0,0,0,1,0,0,0
lawyer,0,0,0,2,0,0,0
grasp,0,0,0,0,0,1,0
weapon,0,0,0,1,0,0,0
provide,0,0,0,0,0,1,0
exalted,1,0,0,0,0,0,0
conception,0,0,0,1,0,0,0
ask,0,0,0,0,0,1,0
forgiveness,0,0,0,1,0,0,0
excommunicate,0,0,0,0,0,3,0
era,0,0,0,1,0,0,0
unceasing,1,0,0,0,0,0,0
add,0,0,0,0,0,1,0
sacrum,0,0,0,0,0,0,1
balance,0,0,0,0,0,1,0
emphasize,0,0,0,0,0,2,0
continuity,0,0,0,1,0,0,0
go,0,0,0,0,0,1,0
reason,0,0,0,1,0,0,0
choose,0,0,0,0,0,3,0
canonize,0,0,0,0,0,1,0
determine,0,0,0,0,0,1,0
base,0,0,0,0,0,2,0
deed,0,0,0,1,0,0,0
unlike,0,1,0,0,0,0,0
early,2,0,0,0,0,0,0
special,1,0,0,0,0,0,0
election,0,0,0,2,0,0,0
prince,0,0,0,5,0,0,0
generally,0,0,1,0,0,0,0
cross,0,0,0,1,0,0,0
breast,0,0,0,1,0,0,0
tunic,0,0,0,1,0,0,0
dedicate,0,0,0,0,0,1,0
copy,0,0,0,1,0,0,0
artwork,0,0,0,1,0,0,0
desire,0,0,0,1,0,0,0
shatter,0,0,0,0,0,1,0
temptation,0,0,0,1,0,0,0
persistent,1,0,0,0,0,0,0
heiress,0,0,0,1,0,0,0
norman,1,0,0,0,0,0,0
grandiose,1,0,0,0,0,0,0
policy,0,0,0,2,0,0,0
overstrain,0,0,0,0,0,1,0
engulf,0,0,0,0,0,1,0
react,0,0,0,0,0,1,0
vigorously,0,0,1,0,0,0,0
threat,0,0,0,1,0,0,0
portray,0,0,0,0,0,1,0
burgerbibliothek,0,0,0,1,0,0,0
find,0,0,0,0,0,1,0
ally,0,0,0,1,0,0,0
profit,0,0,0,0,0,1,0
play,0,0,0,0,0,2,0
faction,0,0,0,2,0,0,0
concession,0,0,0,1,0,0,0
order,0,0,0,1,0,0,0
vain,0,0,0,1,0,0,0
spite,0,0,0,1,0,0,0
battlefield,0,0,0,1,0,0,0
long,2,0,1,0,0,0,0
interregnum,0,0,0,1,0,0,0
structure,0,0,0,2,0,0,0
restoration,0,0,0,1,0,0,0
royal,1,0,0,0,0,0,0
investiture,0,0,0,2,0,0,0
controversy,0,0,0,4,0,0,0
matter,0,0,0,1,0,0,0
question,0,0,0,1,0,0,0
appoint,0,0,0,0,0,2,0
invest,0,0,0,0,0,1,0
symbol,0,0,0,1,0,0,0
office,0,0,0,2,0,0,0
heart,0,0,0,1,0,0,0
society,0,0,0,1,0,0,0
initiate,0,0,0,0,0,1,0
sole,1,0,0,0,0,0,0
official,1,0,0,1,0,0,0
compromise,0,0,0,1,0,0,0
reserve,0,0,0,0,0,1,0
appointment,0,0,0,1,0,0,0
swear,0,0,0,0,0,1,0
oath,0,0,0,1,0,0,0
pay,0,0,0,0,0,1,0
homage,0,0,0,1,0,0,0
settle,0,0,0,0,0,1,0
future,2,0,0,0,0,0,0
nephew,0,0,0,1,0,0,0
beard,0,0,0,1,0,0,0
nickname,0,0,0,1,0,0,0
effort,0,0,0,2,0,0,0
run,0,0,0,1,0,0,0
found,0,0,0,0,0,1,0
role,0,0,0,1,0,0,0
city,0,0,0,3,0,0,0
grow,0,0,0,0,0,1,0
group,0,0,0,2,0,0,0
army,0,0,0,2,0,0,0
defeat,0,0,0,0,0,2,0
battle,0,0,0,1,0,0,0
completely,0,0,1,0,0,0,0
independent,1,0,0,0,0,0,0
young,1,0,0,0,0,0,0
accompany,0,0,0,0,0,1,0
free,0,0,0,0,0,1,0
trek,0,0,0,1,0,0,0
drown,0,0,0,0,0,1,0
coalition,0,0,0,1,0,0,0
federation,0,0,0,1,0,0,0
abandon,0,0,0,0,0,2,0
center,0,0,0,1,0,0,0
retain,0,0,0,0,0,1,0
nominal,1,0,0,0,0,0,0
entangled,1,0,0,0,0,0,0
continue,0,0,0,0,0,2,0
usually,0,0,1,0,0,0,0
legate,0,0,0,1,0,0,0
delegate,0,0,0,1,0,0,0
stain,0,0,0,0,0,1,0
glass,0,0,0,1,0,0,0
window,0,0,0,1,0,0,0
like,0,1,0,0,0,0,0
contend,0,0,0,0,0,1,0
continent,0,0,0,1,0,0,0
disunited,1,0,0,0,0,0,0
kind,0,0,0,1,0,0,0
united,1,0,0,0,0,0,0
entirely,0,0,1,0,0,0,0
travel,0,0,0,0,0,1,0
refashion,0,0,0,0,0,1,0
contact,0,0,0,1,0,0,0
queen,0,0,0,1,0,0,0
meet,0,0,0,0,0,1,0
member,0,0,0,1,0,0,0
council,0,0,0,1,0,0,0
point,0,0,0,2,0,0,0
essentially,0,0,1,0,0,0,0
memory,0,0,0,1,0,0,0
thinking,0,0,0,1,0,0,0
multinational,1,0,0,0,0,0,0
notably,0,0,1,0,0,0,0
sixteenth,2,0,0,0,0,0,0
entertain,0,0,0,0,0,1,0
large,1,0,0,0,0,0,0
vision,0,0,0,1,0,0,0
spanish,1,0,0,0,0,0,0
austrian,1,0,0,0,0,0,0
