word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,PRON,SCONJ,VERB,X
neck,0,0,0,0,0,0,4,0,0,0,0
neat,1,0,0,0,0,0,0,0,0,0,0
silver,2,0,0,0,0,0,0,0,0,0,0
suspender,0,0,0,0,0,0,3,0,0,0,0
button,0,0,0,0,0,0,7,0,0,0,0
trouser,0,0,0,0,0,0,1,0,0,0,0
black,4,0,0,0,0,0,0,0,0,0,0
thread,0,0,0,0,0,0,3,0,0,0,0
pupil,0,0,0,0,0,0,1,0,0,0,0
puzzle,0,0,0,0,0,0,0,0,0,3,0
ear,0,0,0,0,0,0,15,0,0,0,0
important,9,0,0,0,0,0,0,0,0,0,0
distinctly,0,0,2,0,0,0,0,0,0,0,0
thin,2,0,0,0,0,0,0,0,0,0,0
attach,0,0,0,0,0,0,0,0,0,3,0
mean,1,0,0,0,0,0,2,0,0,15,0
hole,0,0,0,0,0,0,9,0,0,0,0
bore,0,0,0,0,0,0,0,0,0,2,0
metal,0,0,0,0,0,0,2,0,0,0,0
common,3,0,0,0,0,0,0,0,0,0,0
soft,5,0,1,0,0,0,0,0,0,0,0
pliable,1,0,0,0,0,0,0,0,0,0,0
slit,0,0,0,0,0,0,1,0,0,0,0
mouth,0,0,0,0,0,0,15,0,0,0,0
pearl,1,0,0,0,0,0,3,0,0,0,0
tooth,0,0,0,0,0,0,4,0,0,0,0
strip,0,0,0,0,0,0,1,0,0,0,0
scarlet,3,0,0,0,0,0,0,0,0,0,0
plush,1,0,0,0,0,0,1,0,0,0,0
tongue,0,0,0,0,0,0,2,0,0,0,0
artistic,1,0,0,0,0,0,0,0,0,0,0
lifelike,1,0,0,0,0,0,0,0,0,0,0
praise,0,0,0,0,0,0,0,0,0,1,0
strictly,0,0,1,0,0,0,0,0,0,0,0
cheek,0,0,0,0,0,0,2,0,0,0,0
yellow,26,0,0,0,0,0,3,0,0,0,0
chin,0,0,0,0,0,0,2,0,0,0,0
forehead,0,0,0,0,0,0,2,0,0,0,0
purple,2,0,0,0,0,0,1,0,0,0,0
center,0,0,0,0,0,0,8,0,0,0,0
nose,0,0,0,0,0,0,6,0,0,0,0
pad,0,0,0,0,0,0,0,0,0,2,0
ought,0,0,0,11,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,5,0
useful,4,0,0,0,0,0,0,0,0,0,0
ornamental,2,0,0,0,0,0,0,0,0,0,0
patched,2,0,0,0,0,0,0,0,0,0,0
whitewash,0,0,0,0,0,0,0,0,0,1,0
remind,0,0,0,0,0,0,0,0,0,3,0
late,3,0,0,0,0,0,0,0,0,0,0
supply,0,0,0,0,0,0,0,0,0,1,0
careful,6,0,0,0,0,0,0,0,0,0,0
fit,0,0,0,0,0,0,0,0,0,4,0
station,0,0,0,0,0,0,4,0,0,0,0
wrong,8,0,1,0,0,0,0,0,0,0,0
return,0,0,0,0,0,0,2,0,0,20,0
obey,0,0,0,0,0,0,0,0,0,5,0
true,17,0,0,0,0,0,0,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,6,0
contrary,0,0,0,0,0,0,1,0,0,0,0
independent,1,0,0,0,0,0,0,0,0,0,0
mighty,1,0,1,0,0,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,12,0
quantity,0,0,0,0,0,0,2,0,0,0,0
fill,0,0,0,0,0,0,0,0,0,7,0
line,0,0,0,0,0,0,1,0,0,1,0
glass,0,0,0,0,0,0,18,0,0,0,0
bottle,0,0,0,0,0,0,23,0,0,1,0
label,0,0,0,0,0,0,1,0,0,3,0
contain,0,0,0,0,0,0,0,0,0,8,0
mark,0,0,0,0,0,0,0,0,0,2,0
furniture,0,0,0,0,0,0,3,0,0,0,0
obedience,0,0,0,0,0,0,2,0,0,0,0
cleverness,0,0,0,0,0,0,4,0,0,0,0
judgment,0,0,0,0,0,0,1,0,0,0,0
courage,0,0,0,0,0,0,3,0,0,0,0
ingenuity,0,0,0,0,0,0,1,0,0,0,0
amiability,0,0,0,0,0,0,2,0,0,0,0
learning,0,0,0,0,0,0,1,0,0,0,0
truth,0,0,0,0,0,0,2,0,0,0,0
poesy,0,0,0,0,0,0,2,0,0,0,0
self,0,0,0,0,0,0,1,0,0,0,0
reliance,0,0,0,0,0,0,1,0,0,0,0
quality,0,0,0,0,0,0,7,0,0,0,0
bear,0,0,0,0,0,0,1,0,0,8,0
pour,0,0,0,0,0,0,0,0,0,3,0
grain,0,0,0,0,0,0,7,0,0,0,0
content,0,0,0,0,0,0,3,0,0,0,0
need,0,0,0,1,0,0,0,0,0,17,0
touch,0,0,0,0,0,0,0,0,0,4,0
sir,0,0,0,0,0,0,9,0,0,0,0
suddenly,0,0,8,0,0,0,0,0,0,0,0
excitedly,0,0,1,0,0,0,0,0,0,0,0
quick,0,0,2,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,1,0,0,30,0
lift,0,0,0,0,0,0,0,0,0,2,0
boil,0,0,0,0,0,0,0,0,0,2,0
leave,0,0,0,0,0,0,12,0,0,17,0
remove,0,0,0,0,0,0,0,0,0,2,0
spoon,0,0,0,0,0,0,1,0,0,0,0
scarcely,0,0,4,0,0,0,0,0,0,0,0
handful,0,0,0,0,0,0,1,0,0,0,0
triumphant,1,0,0,0,0,0,0,0,0,0,0
world,0,0,0,0,0,0,19,0,0,0,0
precious,4,0,0,0,0,0,0,0,0,0,0
dust,0,0,0,0,0,0,1,0,0,2,0
heap,0,0,0,0,0,0,3,0,0,0,0
worth,3,0,0,0,0,0,0,0,0,0,0
price,0,0,0,0,0,0,1,0,0,0,0
kingdom,0,0,0,0,0,0,1,0,0,0,0
king,0,0,0,0,0,0,2,0,0,0,0
possess,0,0,0,0,0,0,0,0,0,3,0
meantime,0,0,2,0,0,0,0,0,0,0,0
lest,0,1,0,0,0,0,0,0,0,0,0
gust,0,0,0,0,0,0,1,0,0,0,0
wind,0,0,0,0,0,0,3,0,0,4,0
blow,0,0,0,0,0,0,0,0,0,2,0
scatter,0,0,0,0,0,0,0,0,0,7,0
marvelous,2,0,0,0,0,0,0,0,0,0,0
interested,4,0,0,0,0,0,0,0,0,0,0
unfair,1,0,0,0,0,0,0,0,0,0,0
unkind,3,0,0,0,0,0,0,0,0,0,0
deprive,0,0,0,0,0,0,0,0,0,1,0
soon,0,0,17,0,0,0,0,0,0,0,0
substitute,0,0,0,0,0,0,1,0,0,0,0
intelligence,0,0,0,0,0,0,2,0,0,0,0
manufacture,0,0,0,0,0,0,0,0,0,2,0
bit,0,0,0,0,0,0,8,0,0,0,0
uneasy,2,0,0,0,0,0,0,0,0,0,0
interfere,0,0,0,0,0,0,0,0,0,1,0
comfort,0,0,0,0,0,0,0,0,0,1,0
carry,0,0,0,0,0,0,0,0,0,11,0
rip,0,0,0,0,0,0,0,0,0,2,0
seam,0,0,0,0,0,0,3,0,0,0,0
securely,0,0,2,0,0,0,0,0,0,0,0
ready,8,0,0,0,0,0,0,0,0,0,0
select,0,0,0,0,0,0,0,0,0,1,0
pepper,0,0,0,0,0,0,1,0,0,0,0
box,0,0,0,0,0,0,2,0,0,0,0
lock,0,0,0,0,0,0,0,0,0,3,0
drawer,0,0,0,0,0,0,2,0,0,0,0
cabinet,0,0,0,0,0,0,3,0,0,0,0
rub,0,0,0,0,0,0,0,0,0,4,0
gleefully,0,0,2,0,0,0,0,0,0,0,0
leisure,0,0,0,0,0,0,1,0,0,0,0
cosily,0,0,1,0,0,0,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,3,0
talking,0,0,0,0,0,0,2,0,0,0,0
agreeable,2,0,0,0,0,0,0,0,0,0,0
gossip,0,0,0,0,0,0,1,0,0,0,0
relief,0,0,0,0,0,0,2,0,0,0,0
awe,0,0,0,0,0,0,2,0,0,0,0
curiosity,0,0,0,0,0,0,3,0,0,0,0
annoying,1,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,6,0,0,0,0
accuse,0,0,0,0,0,0,0,0,0,2,0
genuine,0,0,0,0,0,0,1,0,0,0,0
twisted,1,0,0,0,0,0,0,0,0,0,0
cheerful,5,0,0,0,0,0,0,0,0,0,0
expression,0,0,0,0,0,0,5,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,7,0
perform,0,0,0,0,0,0,0,0,0,4,0
amusement,0,0,0,0,0,0,3,0,0,0,0
pipe,0,0,0,0,0,0,1,0,0,0,0
stem,0,0,0,0,0,0,5,0,0,0,0
lovely,9,0,0,0,0,0,0,0,0,0,0
wicked,3,0,0,0,0,0,0,0,0,0,0
cause,0,0,0,0,0,0,0,0,0,5,0
trouble,0,0,0,0,0,0,13,0,0,0,0
permit,0,0,0,0,0,0,0,0,0,2,0
practice,0,0,0,0,0,0,0,0,0,2,0
art,0,0,0,0,0,0,2,0,0,0,0
harm,0,0,0,0,0,0,3,0,0,2,0
humbug,0,0,0,0,0,0,1,0,0,0,0
lesson,0,0,0,0,0,0,1,0,0,0,0
assistant,0,0,0,0,0,0,1,0,0,0,0
forbid,0,0,0,0,0,0,0,0,0,1,0
profession,0,0,0,0,0,0,1,0,0,0,0
interesting,5,0,0,0,0,0,0,0,0,0,0
study,0,0,0,0,0,0,1,0,0,1,0
truly,0,0,1,0,0,0,0,0,0,0,0
assert,0,0,0,0,0,0,0,0,0,9,0
magical,1,0,0,0,0,0,0,0,0,0,0
feat,0,0,0,0,0,0,2,0,0,0,0
worthy,1,0,0,0,0,0,0,0,0,0,0
skill,0,0,0,0,0,0,1,0,0,0,0
instance,0,0,0,0,0,0,3,0,0,0,0
yonder,0,0,1,0,0,0,1,0,0,0,0
solid,6,0,0,0,0,0,0,0,0,0,0
marble,0,0,0,0,0,0,13,0,0,0,0
invention,0,0,0,0,0,0,2,0,0,0,0
tiger,0,0,0,0,0,0,1,0,0,0,0
attack,0,0,0,0,0,0,1,0,0,1,0
instantly,0,0,2,0,0,0,0,0,0,0,0
statuary,0,0,0,0,0,0,1,0,0,0,0
drop,0,0,0,0,0,0,6,0,0,2,0
break,0,0,0,0,0,0,0,0,0,17,0
wag,0,0,0,0,0,0,0,0,0,1,0
gray,3,0,0,0,0,0,1,0,0,0,0
chatterbox,0,0,0,0,0,0,1,0,0,0,0
compliment,0,0,0,0,0,0,4,0,0,0,0
scratching,0,0,0,0,0,0,1,0,0,0,0
shrill,1,0,0,0,0,0,0,0,0,0,0
voice,0,0,0,0,0,0,19,0,0,0,0
cry,0,0,0,0,0,0,2,0,0,29,0
hurry,0,0,0,0,0,0,2,0,0,3,0
mee,0,0,0,0,0,1,0,0,0,0,0
suit,0,0,0,0,0,0,1,0,0,5,0
royal,8,0,0,0,0,0,0,0,0,0,0
highness,0,0,0,0,0,0,1,0,0,0,0
scornful,2,0,0,0,0,0,0,0,0,0,0
accent,0,0,0,0,0,0,1,0,0,0,0
proper,4,0,0,0,0,0,0,0,0,0,0
short,2,0,3,0,0,0,0,0,0,0,0
surely,0,0,5,0,0,0,0,0,0,0,0
creature,0,0,0,0,0,0,14,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,4,0
clear,7,0,0,0,0,0,0,0,0,0,0
transparent,4,0,0,0,0,0,0,0,0,0,0
easily,0,0,5,0,0,0,0,0,0,0,0
mass,0,0,0,0,0,0,1,0,0,0,0
ball,0,0,0,0,0,0,1,0,0,0,0
jewel,0,0,0,0,0,0,2,0,0,0,0
large,5,0,0,0,0,0,0,0,0,0,0
emerald,0,0,0,0,0,0,2,0,0,0,0
animal,0,0,0,0,0,0,10,0,0,0,0
spin,0,0,0,0,0,0,0,0,0,2,0
tail,0,0,0,0,0,0,20,0,0,0,0
introduce,0,0,0,0,0,0,0,0,0,7,0
demand,0,0,0,0,0,0,0,0,0,2,0
annoyance,0,0,0,0,0,0,2,0,0,0,0
manner,0,0,0,0,0,0,4,0,0,0,0
excuse,0,0,0,0,0,0,0,0,0,2,0
descendant,0,0,0,0,0,0,1,0,0,0,0
haircut,0,0,0,0,0,0,1,0,0,0,0
observe,0,0,0,0,0,0,0,0,0,8,0
low,6,0,0,0,0,0,0,0,0,0,0
chuckle,0,0,0,0,0,0,1,0,0,1,0
barbarous,1,0,0,0,0,0,0,0,0,0,0
barber,0,0,0,0,0,0,1,0,0,0,0
dwarf,0,0,0,0,0,0,2,0,0,0,0
useless,3,0,0,0,0,0,0,0,0,0,0
bother,0,0,0,0,0,0,1,0,0,5,0
saucy,1,0,0,0,0,0,0,0,0,0,0
inconsiderate,1,0,0,0,0,0,0,0,0,0,0
regret,0,0,0,0,0,0,1,0,0,1,0
fact,0,0,0,0,0,0,3,0,0,0,0
crouch,0,0,0,0,0,0,0,0,0,1,0
floor,0,0,0,0,0,0,4,0,0,0,0
sway,0,0,0,0,0,0,0,0,0,5,0
uninteresting,1,0,0,0,0,0,0,0,0,0,0
wander,0,0,0,0,0,0,0,0,0,5,0
conversation,0,0,0,0,0,0,2,0,0,0,0
fat,1,0,0,0,0,0,0,0,0,0,0
replace,0,0,0,0,0,0,0,0,0,3,0
pebble,0,0,0,0,0,0,4,0,0,0,0
pleadingly,0,0,1,0,0,0,0,0,0,0,0
recline,0,0,0,0,0,0,0,0,0,2,0
attentively,0,0,1,0,0,0,0,0,0,0,0
maid,0,0,0,0,0,0,2,0,0,0,0
alive,7,0,0,0,0,0,0,0,0,0,0
treat,0,0,0,0,0,0,1,0,0,1,0
respectfully,0,0,1,0,0,0,0,0,0,0,0
respect,0,0,0,0,0,0,1,0,0,2,0
bundle,0,0,0,0,0,0,5,0,0,0,0
scrap,0,0,0,0,0,0,22,0,0,0,0
circumstance,0,0,0,0,0,0,2,0,0,0,0
angrily,0,0,3,0,0,0,0,0,0,0,0
roll,0,0,0,0,0,0,0,0,0,9,0
beat,0,0,0,0,0,0,0,0,0,5,0
mirror,0,0,0,0,0,0,4,0,0,0,0
air,0,0,0,0,0,0,8,0,0,0,0
pride,0,0,0,0,0,0,3,0,0,1,0
hate,0,0,0,0,0,0,0,0,0,7,0
mop,0,0,0,0,0,0,1,0,0,0,0
perverted,1,0,0,0,0,0,0,0,0,0,0
taste,0,0,0,0,0,0,5,0,0,2,0
snap,0,0,0,0,0,0,0,0,0,1,0
annoy,0,0,0,0,0,0,0,0,0,7,0
frank,1,0,0,0,0,0,0,0,0,0,0
criticism,0,0,0,0,0,0,1,0,0,0,0
rainbow,0,0,0,0,0,0,2,0,0,0,0
admit,0,0,0,0,0,0,0,0,0,7,0
yawn,0,0,0,0,0,0,0,0,0,4,0
stretch,0,0,0,0,0,0,0,0,0,3,0
sorry,3,0,0,0,0,0,0,0,0,0,0
sleep,0,0,0,0,0,0,3,0,0,5,0
night,0,0,0,0,0,0,9,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,7,0
anxious,3,0,0,0,0,0,0,0,0,0,0
unite,0,0,0,0,0,0,0,0,0,1,0
acknowledge,0,0,0,0,0,0,0,0,0,1,0
sole,2,0,0,0,0,0,0,0,0,0,0
ruler,0,0,0,0,0,0,5,0,0,0,0
retire,0,0,0,0,0,0,0,0,0,1,0
nook,0,0,0,0,0,0,1,0,0,0,0
baby,0,0,0,0,0,0,2,0,0,0,0
neglect,0,0,0,0,0,0,0,0,0,3,0
fail,0,0,0,0,0,0,0,0,0,4,0
solitary,1,0,0,0,0,0,0,0,0,0,0
mingle,0,0,0,0,0,0,0,0,0,3,0
wink,0,0,0,0,0,0,2,0,0,1,0
engage,0,0,0,0,0,0,0,0,0,2,0
sweep,0,0,0,0,0,0,0,0,0,1,0
relieve,0,0,0,0,0,0,0,0,0,1,0
drudgery,0,0,0,0,0,0,1,0,0,0,0
humble,2,0,0,0,0,0,0,0,0,0,0
require,0,0,0,0,0,0,0,0,0,1,0
discontented,1,0,0,0,0,0,0,0,0,0,0
somewhat,0,0,3,0,0,0,0,0,0,0,0
listen,0,0,0,0,0,0,0,0,0,11,0
fear,0,0,0,0,0,0,5,0,0,3,0
inside,0,3,1,0,0,0,0,0,0,0,0
confess,0,0,0,0,0,0,0,0,0,1,0
incur,0,0,0,0,0,0,0,0,0,1,0
anger,0,0,0,0,0,0,3,0,0,0,0
believe,0,0,0,0,0,0,0,0,0,5,0
absolutely,0,0,1,0,0,0,0,0,0,0,0
necessary,3,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,7,0
limp,2,0,0,0,0,0,0,0,0,1,0
lifeless,1,0,0,0,0,0,0,0,0,0,0
brisk,1,0,0,0,0,0,0,0,0,0,0
possible,6,0,0,0,0,0,0,0,0,0,0
music,0,0,0,0,0,0,25,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,1,0
phonograph,0,0,0,0,0,0,30,0,0,0,0
screw,0,0,0,0,0,0,0,0,0,2,0
spring,0,0,0,0,0,0,3,0,0,4,0
instrument,0,0,0,0,0,0,1,0,0,0,0
adjust,0,0,0,0,0,0,0,0,0,1,0
horn,0,0,0,0,0,0,6,0,0,0,0
usually,0,0,1,0,0,0,0,0,0,0,0
unseen,2,0,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,0,4,0,0,0,0
waken,0,0,0,0,0,0,0,0,0,4,0
realization,0,0,0,0,0,0,1,0,0,0,0
afterward,0,0,2,0,0,0,0,0,0,0,0
play,0,0,0,0,0,0,1,0,0,16,0
march,0,0,0,0,0,0,1,0,0,1,0
tune,0,0,0,0,0,0,8,0,0,0,0
unlock,0,0,0,0,0,0,0,0,0,2,0
bend,0,0,0,0,0,0,3,0,0,4,0
freedom,0,0,0,0,0,0,1,0,0,0,0
scene,0,0,0,0,0,0,3,0,0,0,0
lean,0,0,0,0,0,0,0,0,0,2,0
fall,0,0,0,0,0,0,0,0,0,13,0
minute,0,0,0,0,0,0,10,0,0,0,0
send,0,0,0,0,0,0,0,0,0,1,0
fly,0,0,0,0,0,0,1,0,0,4,0
startled,2,0,0,0,0,0,0,0,0,0,0
leap,0,0,0,0,0,0,0,0,0,3,0
backward,0,0,5,0,0,0,0,0,0,0,0
bump,0,0,0,0,0,0,1,0,0,5,0
joggle,0,0,0,0,0,0,0,0,0,1,0
upset,0,0,0,0,0,0,0,0,0,1,0
utter,0,0,0,0,0,0,0,0,0,4,0
wild,5,0,0,0,0,0,1,0,0,0,0
jump,0,0,0,0,0,0,2,0,0,5,0
clasp,0,0,0,0,0,0,0,0,0,1,0
terror,0,0,0,0,0,0,1,0,0,0,0
snarl,0,0,0,0,0,0,0,0,0,2,0
hide,0,0,0,0,0,0,0,0,0,5,0
powerful,3,0,0,0,0,0,0,0,0,0,0
spill,0,0,0,0,0,0,0,0,0,1,0
promptly,0,0,2,0,0,0,0,0,0,0,0
motionless,2,0,0,0,0,0,0,0,0,0,0
stiff,3,0,0,0,0,0,0,0,0,0,0
statue,0,0,0,0,0,0,4,0,0,0,0
exactly,0,0,5,0,0,0,0,0,0,0,0
position,0,0,0,0,0,0,3,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,3,0
push,0,0,0,0,0,0,0,0,0,3,0
terrible,7,0,0,0,0,0,0,0,0,0,0
protector,0,0,0,0,0,0,1,0,0,0,0
grasp,0,0,0,0,0,0,0,0,0,2,0
cold,1,0,0,0,0,0,0,0,0,0,0
dance,0,0,0,0,0,0,2,0,0,12,0
frenzy,0,0,0,0,0,0,1,0,0,0,0
despair,0,0,0,0,0,0,3,0,0,0,0
forgive,0,0,0,0,0,0,0,0,0,3,0
quickly,0,0,4,0,0,0,0,0,0,0,0
recover,0,0,0,0,0,0,0,0,0,1,0
fright,0,0,0,0,0,0,2,0,0,0,0
interest,0,0,0,0,0,0,4,0,0,3,0
extraordinary,2,0,0,0,0,0,0,0,0,0,0
feature,0,0,0,0,0,0,2,0,0,0,0
amazement,0,0,0,0,0,0,2,0,0,0,0
bead,0,0,0,0,0,0,1,0,0,0,0
puffy,1,0,0,0,0,0,0,0,0,0,0
address,0,0,0,0,0,0,0,0,0,1,0
reflection,0,0,0,0,0,0,2,0,0,0,0
whee,0,0,0,0,0,1,0,0,0,0,0
gaudy,2,0,0,0,0,0,0,0,0,0,0
dame,0,0,0,0,0,0,1,0,0,0,0
blush,0,0,0,0,0,0,0,0,0,2,0
shame,0,0,0,0,0,0,2,0,0,0,0
razzle,0,0,0,0,0,0,1,0,0,0,0
dazzle,0,0,0,0,0,0,1,0,0,1,0
fizzle,0,0,0,0,0,0,1,0,0,0,0
fazzle,0,0,0,0,0,0,1,0,0,0,0
howdy,0,0,0,0,0,2,0,0,0,0,0
bow,0,0,0,0,0,0,1,0,0,4,0
merrily,0,0,6,0,0,0,0,0,0,0,0
creep,0,0,0,0,0,0,0,0,0,5,0
blame,0,0,0,0,0,0,0,0,0,4,0
horrid,3,0,0,0,0,0,0,0,0,0,0
thoroughly,0,0,1,0,0,0,0,0,0,0,0
delightful,3,0,0,0,0,0,0,0,0,0,0
original,1,0,0,0,0,0,0,0,0,0,0
incomparable,1,0,0,0,0,0,0,0,0,0,0
comic,1,0,0,0,0,0,0,0,0,0,0
absurd,2,0,0,0,0,0,0,0,0,0,0
rare,4,0,0,0,0,0,0,0,0,0,0
amusing,1,0,0,0,0,0,0,0,0,0,0
supreme,1,0,0,0,0,0,0,0,0,0,0
freak,0,0,0,0,0,0,2,0,0,0,0
invent,0,0,0,0,0,0,0,0,0,2,0
unreasonable,1,0,0,0,0,0,0,0,0,0,0
awfully,0,0,2,0,0,0,0,0,0,0,0
quiet,8,0,0,0,0,0,0,0,0,1,0
frantic,1,0,0,0,0,0,0,0,0,0,0
mad,2,0,0,0,0,0,0,0,0,0,0
ahead,0,0,12,0,0,0,0,0,0,0,0
gee,0,0,0,0,0,1,0,0,0,0,0
brazen,1,0,0,0,0,0,0,0,0,0,0
scratchy,1,0,0,0,0,0,0,0,0,0,0
gloomily,0,0,2,0,0,0,0,0,0,0,0
machine,0,0,0,0,0,0,11,0,0,0,0
wail,0,0,0,0,0,0,1,0,0,1,0
despondently,0,0,1,0,0,0,0,0,0,0,0
jig,0,0,0,0,0,0,2,0,0,0,0
kick,0,0,0,0,0,0,1,0,0,3,0
hold,0,0,0,0,0,0,1,0,0,11,0
resentfully,0,0,1,0,0,0,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,5,0
sane,1,0,0,0,0,0,0,0,0,0,0
stark,1,0,1,0,0,0,0,0,0,0,0
insult,0,0,0,0,0,0,2,0,0,0,0
surly,1,0,0,0,0,0,0,0,0,0,0
bungle,0,0,0,0,0,0,2,0,0,1,0
contemptuously,0,0,1,0,0,0,0,0,0,0,0
whirl,0,0,0,0,0,0,0,0,0,1,0
grief,0,0,0,0,0,0,1,0,0,0,0
sad,8,0,0,0,0,0,0,0,0,0,0
fate,0,0,0,0,0,0,2,0,0,0,0
fault,0,0,0,0,0,0,3,0,0,0,0
nonsense,0,0,0,0,0,0,2,0,0,0,0
kiddie,0,0,0,0,0,0,1,0,0,0,0
retort,0,0,0,0,0,0,0,0,0,5,0
cheerfully,0,0,3,0,0,0,0,0,0,0,0
direct,0,0,0,0,0,0,0,0,0,1,0
action,0,0,0,0,0,0,1,0,0,0,0
one,0,0,0,0,0,0,1,0,0,0,0
beg,0,0,0,0,0,0,0,0,0,6,0
maker,0,0,0,0,0,0,3,0,0,0,0
accidentally,0,0,1,0,0,0,0,0,0,0,0
sadly,0,0,2,0,0,0,0,0,0,0,0
joyfully,0,0,2,0,0,0,0,0,0,0,0
grab,0,0,0,0,0,0,0,0,0,2,0
higgledy,1,0,0,0,0,0,0,0,0,0,0
piggledy,1,0,0,0,0,0,0,0,0,0,0
dee,0,0,0,0,0,0,0,0,0,0,1
fool,0,0,0,0,0,0,3,0,0,1,0
advice,0,0,0,0,0,0,10,0,0,0,0
reach,0,0,0,0,0,0,3,0,0,11,0
pull,0,0,0,0,0,0,1,0,0,20,0
cover,0,0,0,0,0,0,1,0,0,6,0
glance,0,0,0,0,0,0,1,0,0,1,0
waste,0,0,0,0,0,0,0,0,0,1,0
miserable,2,0,0,0,0,0,0,0,0,0,0
save,0,0,0,0,0,0,0,0,0,15,0
sorrowful,1,0,0,0,0,0,0,0,0,0,0
softly,0,0,1,0,0,0,0,0,0,0,0
weary,2,0,0,0,0,0,0,0,0,0,0
agonized,1,0,0,0,0,0,0,0,0,0,0
image,0,0,0,0,0,0,2,0,0,0,0
destroy,0,0,0,0,0,0,0,0,0,3,0
spell,0,0,0,0,0,0,2,0,0,0,0
restore,0,0,0,0,0,0,0,0,0,11,0
instant,0,0,0,0,0,0,4,0,0,0,0
sensible,1,0,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,0,2,0,0,0,0
approvingly,0,0,1,0,0,0,0,0,0,0,0
decent,1,0,0,0,0,0,0,0,0,0,0
exceptionally,0,0,1,0,0,0,0,0,0,0,0
well,7,0,7,0,0,0,0,0,0,0,0
foolish,9,0,0,0,0,0,0,0,0,0,0
importance,0,0,0,0,0,0,3,0,0,0,0
sigh,0,0,0,0,0,0,1,0,0,4,0
conceited,1,0,0,0,0,0,0,0,0,0,0
brittle,3,0,0,0,0,0,0,0,0,0,0
experiment,0,0,0,0,0,0,0,0,0,1,0
crack,0,0,0,0,0,0,0,0,0,2,0
chip,0,0,0,0,0,0,1,0,0,1,0
shoulder,0,0,0,0,0,0,2,0,0,0,0
plead,0,0,0,0,0,0,0,0,0,2,0
leaved,9,0,0,0,0,0,0,0,0,0,0
clover,0,0,0,0,0,0,10,0,0,0,0
scarce,2,0,0,0,0,0,0,0,0,0,0
wing,0,0,0,0,0,0,7,0,0,0,0
butterfly,0,0,0,0,0,0,5,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,5,0
book,0,0,0,0,0,0,6,0,0,0,0
page,0,0,0,0,0,0,1,0,0,0,0
recipe,0,0,0,0,0,0,4,0,0,0,0
gill,0,0,0,0,0,0,2,0,0,0,0
day,0,0,0,0,0,0,11,0,0,0,0
penetrate,0,0,0,0,0,0,0,0,0,1,0
tip,0,0,0,0,0,0,5,0,0,1,0
oil,0,0,0,0,0,0,8,0,0,0,0
grave,3,0,0,0,0,0,0,0,0,0,0
describe,0,0,0,0,0,0,0,0,0,3,0
discouraged,2,0,0,0,0,0,0,0,0,0,0
doubtful,1,0,0,0,0,0,0,0,0,0,0
journey,0,0,0,0,0,0,17,0,0,0,0
unluckily,0,0,1,0,0,0,0,0,0,0,0
secure,0,0,0,0,0,0,0,0,0,1,0
succeed,0,0,0,0,0,0,0,0,0,1,0
tiresome,3,0,0,0,0,0,0,0,0,0,0
discharge,0,0,0,0,0,0,0,0,0,1,0
slave,0,0,0,0,0,0,2,0,0,0,0
aware,2,0,0,0,0,0,0,0,0,0,0
undertake,0,0,0,0,0,0,0,0,0,2,0
resume,0,0,0,0,0,0,0,0,0,3,0
vein,0,0,0,0,0,0,1,0,0,0,0
nice,5,0,0,0,0,0,0,0,0,0,0
pitch,1,0,0,0,0,0,0,0,0,0,0
chunk,0,0,0,0,0,0,1,0,0,0,0
thoughtfully,0,0,4,0,0,0,0,0,0,0,0
mistake,0,0,0,0,0,0,4,0,0,0,0
article,0,0,0,0,0,0,1,0,0,0,0
overdose,0,0,0,0,0,0,2,0,0,0,0
underdose,0,0,0,0,0,0,1,0,0,0,0
service,0,0,0,0,0,0,2,0,0,0,0
expect,0,0,0,0,0,0,0,0,0,9,0
souvenir,0,0,0,0,0,0,1,0,0,0,0
stuffing,0,0,0,0,0,0,4,0,0,0,0
loose,2,0,0,0,0,0,0,0,0,0,0
tighter,0,0,1,0,0,0,0,0,0,0,0
hem,0,0,0,0,0,0,0,0,0,1,0
belong,0,0,0,0,0,0,0,0,0,2,0
mission,0,0,0,0,0,0,1,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,0,2,0
announce,0,0,0,0,0,0,0,0,0,4,0
differ,0,0,0,0,0,0,0,0,0,2,0
irritably,0,0,1,0,0,0,0,0,0,0,0
