word,ADJ,ADP,ADV,NOUN,NUM,VERB,X
extraordinary,2,0,0,0,0,0,0
stone,0,0,0,12,0,0,0
mark,0,0,0,0,0,1,0
narrow,2,0,0,0,0,0,0
plaza,0,0,0,4,0,0,0
ceremonial,1,0,0,0,0,0,0
enclosure,0,0,0,1,0,0,0
fade,0,0,0,0,0,1,0
influence,0,0,0,3,0,1,0
spread,0,0,0,0,0,4,0
north,0,0,0,3,0,0,0
south,0,0,0,2,0,0,0
decline,0,0,0,0,0,4,0
reach,0,0,0,0,0,5,0
peak,0,0,0,3,0,0,0
era,0,0,0,1,0,0,0
period,0,0,0,2,0,0,0
last,0,0,0,0,0,3,0
southern,2,0,0,0,0,0,0
political,2,0,0,0,0,0,0
cultural,1,0,0,0,0,0,0
center,0,0,0,3,0,1,0
near,0,3,0,0,0,0,0
present,4,0,0,0,0,0,0
pyramid,0,0,0,12,0,0,0
temple,0,0,0,13,0,0,0
tomb,0,0,0,2,0,0,0
underground,1,0,0,0,0,0,0
passageway,0,0,0,1,0,0,0
ball,0,0,0,11,0,0,0
court,0,0,0,9,0,0,0
height,0,0,0,5,0,0,0
ascend,0,0,0,0,0,1,0
photograph,0,0,0,1,0,0,0
show,0,0,0,0,0,6,0
view,0,0,0,1,0,0,0
world,0,0,0,10,0,0,0
flourish,0,0,0,0,0,2,0
emerge,0,0,0,0,0,2,0
locate,0,0,0,0,0,1,0
arrival,0,0,0,1,0,0,0
house,0,0,0,0,0,1,0
contain,0,0,0,0,0,3,0
palace,0,0,0,5,0,0,0
noble,1,0,0,3,0,0,0
priest,0,0,0,10,0,0,0
apartment,0,0,0,1,0,0,0
compound,0,0,0,1,0,0,0
main,5,0,0,0,0,0,0
burn,0,0,0,1,0,3,0
possibly,0,0,2,0,0,0,0
rebellion,0,0,0,1,0,0,0
civil,1,0,0,0,0,0,0
war,0,0,0,6,0,0,0
occupy,0,0,0,0,0,1,0
event,0,0,0,4,0,0,0
fall,0,0,0,0,0,3,0
ruin,0,0,0,4,0,0,0
highland,0,0,0,5,0,0,0
lowland,0,0,0,7,0,0,0
mayan,14,0,0,0,0,0,0
consist,0,0,0,0,0,3,0
population,0,0,0,4,0,0,0
million,0,0,0,0,2,0,0
tree,0,0,0,5,0,0,0
observatory,0,0,0,1,0,0,0
name,0,0,0,1,0,2,0
snail,0,0,0,1,0,0,0
spiral,1,0,0,0,0,0,0
stairway,0,0,0,1,0,0,0
know,0,0,0,0,0,3,0
warfare,0,0,0,2,0,0,0
exhaustion,0,0,0,1,0,0,0
farmland,0,0,0,1,0,0,0
play,0,0,0,0,0,3,0
role,0,0,0,1,0,0,0
hundred,0,0,0,1,0,0,0
flag,0,0,0,2,0,0,0
scene,0,0,0,3,0,0,0
founder,0,0,0,1,0,0,0
supposedly,0,0,1,0,0,0,0
see,0,0,0,0,0,3,0
eagle,0,0,0,4,0,0,0
snake,0,0,0,5,0,0,0
beak,0,0,0,1,0,0,0
stand,0,0,0,0,0,4,0
cactus,0,0,0,3,0,0,0
final,1,0,0,0,0,0,0
history,0,0,0,2,0,0,0
mean,0,0,0,0,0,1,0
spanish,6,0,0,0,0,0,0
conqueror,0,0,0,2,0,0,0
arrive,0,0,0,0,0,3,0
toltec,2,0,0,0,0,0,0
powerful,3,0,0,0,0,0,0
culturally,0,0,1,0,0,0,0
capital,0,0,0,4,0,0,0
far,0,0,1,0,0,0,0
probably,0,0,4,0,0,0,0
ten,0,0,0,1,0,0,0
heart,0,0,0,4,0,0,0
border,0,0,0,0,0,1,0
dedicate,0,0,0,0,0,3,0
god,0,0,0,50,0,0,0
control,0,0,0,0,0,4,0
invade,0,0,0,0,0,1,0
destroy,0,0,0,0,0,6,0
empire,0,0,0,2,0,0,0
dominate,0,0,0,0,0,1,0
region,0,0,0,4,0,0,0
army,0,0,0,1,0,0,0
conquer,0,0,0,0,0,1,0
end,0,0,0,2,0,1,0
accord,0,0,0,0,0,1,0
aztec,10,0,0,0,0,0,0
legend,0,0,0,1,0,0,0
lead,0,0,0,0,0,1,0
sacred,3,0,0,0,0,0,0
tell,0,0,0,0,0,4,0
sit,0,0,0,0,0,1,0
eat,0,0,0,0,0,2,0
wandering,0,0,0,1,0,0,0
sign,0,0,0,1,0,0,0
emblem,0,0,0,1,0,0,0
official,1,0,0,0,0,0,0
seal,0,0,0,1,0,0,0
feature,0,0,0,2,0,3,0
depict,0,0,0,0,0,9,0
myth,0,0,0,3,0,0,0
founding,0,0,0,1,0,0,0
span,0,0,0,0,0,1,0
thrive,0,0,0,0,0,1,0
variety,0,0,0,2,0,0,0
landscape,0,0,0,1,0,0,0
common,4,0,0,0,0,0,0
heritage,0,0,0,1,0,0,0
similarity,0,0,0,1,0,0,0
economy,0,0,0,1,0,0,0
organization,0,0,0,1,0,0,0
agriculture,0,0,0,7,0,0,0
maize,0,0,0,1,0,0,0
include,0,0,0,0,0,8,0
tomato,0,0,0,5,0,0,0
sweet,1,0,0,0,0,0,0
potato,0,0,0,1,0,0,0
manioc,0,0,0,1,0,0,0
cotton,0,0,0,2,0,0,0
cacao,0,0,0,2,0,0,0
pineapple,0,0,0,1,0,0,0
papaya,0,0,0,1,0,0,0
peanut,0,0,0,2,0,0,0
avocado,0,0,0,4,0,0,0
type,0,0,0,2,0,0,0
particular,2,0,0,0,0,0,0
area,0,0,0,4,0,0,0
depend,0,0,0,0,0,4,0
turn,0,0,0,1,0,1,0
geography,0,0,0,1,0,0,0
certain,5,0,0,0,0,0,0
drawing,0,0,0,3,0,0,0
century,0,0,0,5,0,0,0
manuscript,0,0,0,1,0,0,0
harvest,0,0,0,0,0,1,0
productive,1,0,0,0,0,0,0
field,0,0,0,7,0,0,0
special,1,0,0,0,0,0,0
technique,0,0,0,1,0,0,0
sloping,1,0,0,0,0,0,0
terrace,0,0,0,3,0,0,0
erosion,0,0,0,1,0,0,0
level,1,0,0,1,0,0,0
plot,0,0,0,2,0,0,0
side,0,0,0,2,0,0,0
hill,0,0,0,1,0,0,0
stepped,1,0,0,0,0,0,0
pattern,0,0,0,1,0,0,0
earth,0,0,0,3,0,0,0
maguey,0,0,0,3,0,0,0
hard,1,0,0,0,0,0,0
fiber,0,0,0,1,0,0,0
take,0,0,0,0,0,2,0
agave,0,0,0,1,0,0,0
irrigation,0,0,0,2,0,0,0
canal,0,0,0,3,0,0,0
carry,0,0,0,0,0,1,0
water,0,0,0,4,0,0,0
chinampa,0,0,0,4,0,0,0
drive,0,0,0,0,0,1,0
pole,0,0,0,2,0,0,0
lake,0,0,0,3,0,0,0
bed,0,0,0,2,0,0,0
weave,0,0,0,0,0,1,0
raft,0,0,0,2,0,0,0
branch,0,0,0,1,0,0,0
reed,0,0,0,1,0,0,0
fill,0,0,0,0,0,1,0
mud,0,0,0,3,0,0,0
vegetation,0,0,0,2,0,0,0
travel,0,0,0,0,0,2,0
artificial,2,0,0,0,0,0,0
boat,0,0,0,2,0,0,0
unique,2,0,0,0,0,0,0
surface,0,0,0,1,0,0,0
shallow,1,0,0,0,0,0,0
floor,0,0,0,3,0,0,0
rich,1,0,0,0,0,0,0
planting,0,0,0,3,0,0,0
chinampas,0,0,0,0,0,0,1
typically,0,0,2,0,0,0,0
practice,0,0,0,1,0,2,0
slash,0,0,0,2,0,0,0
dry,2,0,0,0,0,1,0
season,0,0,0,1,0,0,0
select,0,0,0,0,0,1,0
patch,0,0,0,1,0,0,0
remove,0,0,0,0,0,1,0
bark,0,0,0,2,0,0,0
trunk,0,0,0,1,0,0,0
cause,0,0,0,0,0,3,0
die,0,0,0,0,0,3,0
shed,0,0,0,0,0,1,0
clear,0,0,0,0,0,1,0
away,0,0,2,0,0,0,0
undergrowth,0,0,0,1,0,0,0
new,4,0,0,0,0,0,0
fertility,0,0,0,1,0,0,0
soil,0,0,0,1,0,0,0
weed,0,0,0,1,0,0,0
increase,0,0,0,0,0,1,0
abandon,0,0,0,0,0,1,0
ceramic,2,0,0,0,0,0,0
woman,0,0,0,3,0,0,0
goblet,0,0,0,1,0,0,0
chocolate,0,0,0,4,0,0,0
gift,0,0,0,1,0,0,0
later,2,0,2,0,0,0,0
pile,0,0,0,0,0,1,0
dirt,0,0,0,1,0,0,0
similar,3,0,0,0,0,0,0
construct,0,0,0,0,0,1,0
diet,0,0,0,2,0,0,0
boil,0,0,0,0,0,2,0
soften,0,0,0,0,0,1,0
hull,0,0,0,1,0,0,0
grind,0,0,0,0,0,2,0
cornmeal,0,0,0,2,0,0,0
dough,0,0,0,2,0,0,0
thin,1,0,0,0,0,0,0
flat,4,0,0,0,0,0,0
bread,0,0,0,1,0,0,0
tortilla,0,0,0,2,0,0,0
sauce,0,0,0,1,0,0,0
prepare,0,0,0,0,0,1,0
mix,0,0,0,0,0,1,0
drink,0,0,0,4,0,0,0
altitude,0,0,0,1,0,0,0
pulque,0,0,0,2,0,0,0
alcoholic,1,0,0,0,0,0,0
ferment,0,0,0,0,0,1,0
sap,0,0,0,2,0,0,0
luxury,0,0,0,1,0,0,0
cocoa,0,0,0,4,0,0,0
meat,0,0,0,2,0,0,0
fish,0,0,0,1,0,0,0
deer,0,0,0,1,0,0,0
game,0,0,0,7,0,0,0
rabbit,0,0,0,2,0,0,0
raccoon,0,0,0,1,0,0,0
keep,0,0,0,0,0,1,0
dog,0,0,0,1,0,0,0
turkey,0,0,0,2,0,0,0
divide,0,0,0,0,0,1,0
person,0,0,0,2,0,0,0
position,0,0,0,1,0,0,0
system,0,0,0,5,0,0,0
wealth,0,0,0,1,0,0,0
status,0,0,0,1,0,0,0
ruler,0,0,0,5,0,0,0
separately,0,0,1,0,0,0,0
commoner,0,0,0,1,0,0,0
upper,2,0,0,0,0,0,0
elite,0,0,0,2,0,0,0
authority,0,0,0,2,0,0,0
engraving,0,0,0,1,0,0,0
man,0,0,0,5,0,0,0
extract,0,0,0,0,0,1,0
agricultural,1,0,0,0,0,0,0
order,0,0,0,1,0,1,0
rank,0,0,0,0,0,1,0
carve,0,0,0,0,0,4,0
huge,4,0,0,0,0,0,0
sculpture,0,0,0,7,0,0,0
different,1,0,0,0,0,0,0
leader,0,0,0,2,0,0,0
command,0,0,0,0,0,1,0
craftsman,0,0,0,2,0,0,0
laborer,0,0,0,1,0,0,0
monumental,1,0,0,0,0,0,0
addition,0,0,0,3,0,0,0
think,0,0,0,0,0,8,0
chief,0,0,0,1,0,0,0
highly,0,0,2,0,0,0,0
organize,0,0,0,0,0,1,0
peasant,0,0,0,1,0,0,0
free,0,0,0,0,0,1,0
nobility,0,0,0,1,0,0,0
daily,2,0,0,0,0,0,0
drudgery,0,0,0,1,0,0,0
extra,1,0,0,0,0,0,0
intellectual,1,0,0,0,0,0,0
study,0,0,0,2,0,1,0
structure,0,0,0,2,0,0,0
reflect,0,0,0,0,0,1,0
mighty,1,0,0,0,0,0,0
range,0,0,0,0,0,2,0
tiny,1,0,0,0,0,0,0
thatch,0,0,0,1,0,0,0
dwelling,0,0,0,1,0,0,0
gigantic,1,0,0,0,0,0,0
monk,0,0,0,1,0,0,0
artisan,0,0,0,2,0,0,0
process,0,0,0,0,0,1,0
feather,0,0,0,3,0,0,0
headdress,0,0,0,1,0,0,0
shield,0,0,0,1,0,0,0
worker,0,0,0,2,0,0,0
allow,0,0,0,0,0,1,0
wear,0,0,0,0,0,2,0
creation,0,0,0,1,0,0,0
hierarchy,0,0,0,1,0,0,0
serf,0,0,0,2,0,0,0
slave,0,0,0,3,0,0,0
private,1,0,0,0,0,0,0
own,0,0,0,0,0,1,0
rural,1,0,0,0,0,0,0
estate,0,0,0,1,0,0,0
human,6,0,0,2,0,0,0
sacrifice,0,0,0,6,0,2,0
promotion,0,0,0,1,0,0,0
usually,0,0,3,0,0,0,0
reward,0,0,0,1,0,1,0
courage,0,0,0,1,0,0,0
similarly,0,0,1,0,0,0,0
brave,0,0,0,0,0,1,0
danger,0,0,0,1,0,0,0
childbirth,0,0,0,2,0,0,0
occupation,0,0,0,1,0,0,0
merchant,0,0,0,1,0,0,0
goldsmith,0,0,0,1,0,0,0
give,0,0,0,0,0,3,0
prestige,0,0,0,1,0,0,0
sport,0,0,0,1,0,0,0
simply,0,0,1,0,0,0,0
originate,0,0,0,0,0,3,0
pok,0,0,0,0,0,0,2
well,0,0,1,0,0,0,0
preserve,0,0,0,0,0,1,0
wall,0,0,0,6,0,0,0
player,0,0,0,2,0,0,0
heavy,1,0,0,0,0,0,0
padding,0,0,0,1,0,0,0
elbow,0,0,0,1,0,0,0
knee,0,0,0,1,0,0,0
hip,0,0,0,1,0,0,0
knock,0,0,0,0,0,1,0
solid,1,0,0,0,0,0,0
rubber,0,0,0,3,0,0,0
opponent,0,0,0,1,0,0,0
late,3,0,0,0,0,0,0
object,0,0,0,3,0,0,0
hit,0,0,0,0,0,1,0
ring,0,0,0,2,0,0,0
attach,0,0,0,0,0,1,0
significance,0,0,0,2,0,0,0
mention,0,0,0,0,0,1,0
contest,0,0,0,1,0,0,0
night,0,0,0,1,0,0,0
heaven,0,0,0,7,0,0,0
star,0,0,0,2,0,0,0
sunrise,0,0,0,1,0,0,0
sunset,0,0,0,1,0,0,0
equinox,0,0,0,3,0,0,0
extremely,0,0,1,0,0,0,0
violent,1,0,0,0,0,0,0
injury,0,0,0,1,0,0,0
occasionally,0,0,1,0,0,0,0
death,0,0,0,3,0,0,0
captain,0,0,0,1,0,0,0
lose,0,0,0,0,0,1,0
team,0,0,0,2,0,0,0
entire,2,0,0,0,0,0,0
ritual,0,0,0,3,0,0,0
substance,0,0,0,1,0,0,0
unknown,2,0,0,0,0,0,0
variation,0,0,0,1,0,0,0
word,0,0,0,8,0,0,0
discover,0,0,0,0,0,3,0
thing,0,0,0,3,0,0,0
surprise,0,0,0,1,0,0,0
adopt,0,0,0,0,0,2,0
jicama,0,0,0,1,0,0,0
tamale,0,0,0,1,0,0,0
guacamole,0,0,0,1,0,0,0
term,0,0,0,1,0,0,0
speaker,0,0,0,1,0,0,0
mesquite,0,0,0,1,0,0,0
shack,0,0,0,1,0,0,0
ocelot,0,0,0,1,0,0,0
coyote,0,0,0,1,0,0,0
counterfeit,1,0,0,1,0,0,0
market,0,0,0,3,0,0,0
sister,0,0,0,1,0,0,0
major,1,0,0,0,0,0,0
buy,0,0,0,0,0,3,0
sell,0,0,0,0,0,2,0
good,1,0,0,2,0,0,0
medium,0,0,0,1,0,0,0
exchange,0,0,0,1,0,0,0
hen,0,0,0,1,0,0,0
try,0,0,0,0,0,2,0
cheat,0,0,0,0,0,1,0
open,1,0,0,0,0,1,0
shell,0,0,0,1,0,0,0
replace,0,0,0,0,0,1,0
wax,0,0,0,1,0,0,0
religion,0,0,0,4,0,0,0
understand,0,0,0,0,0,1,0
wind,0,0,0,1,0,0,0
sky,0,0,0,2,0,0,0
decide,0,0,0,0,0,1,0
unseen,1,0,0,0,0,0,0
force,0,0,0,1,0,0,0
worldview,0,0,0,2,0,0,0
layer,0,0,0,1,0,0,0
thirteen,0,0,0,0,1,0,0
underworld,0,0,0,5,0,0,0
christian,1,0,0,0,0,0,0
idea,0,0,0,1,0,0,0
hell,0,0,0,1,0,0,0
evil,0,0,0,1,0,0,0
light,1,0,0,1,0,0,0
dark,0,0,0,1,0,0,0
afterlife,0,0,0,1,0,0,0
go,0,0,0,0,0,1,0
warrior,0,0,0,1,0,0,0
battle,0,0,0,2,0,0,0
depiction,0,0,0,1,0,0,0
fire,0,0,0,1,0,0,0
face,0,0,0,1,0,1,0
east,0,0,0,1,0,0,0
west,0,0,0,1,0,0,0
foot,0,0,0,3,0,0,0
universe,0,0,0,3,0,0,0
example,0,0,0,3,0,0,0
sun,0,0,0,4,0,0,0
catastrophe,0,0,0,1,0,0,0
fifth,1,0,0,0,0,0,0
divine,1,0,0,0,0,0,0
duty,0,0,0,1,0,0,0
nourish,0,0,0,0,0,1,0
disappear,0,0,0,0,0,2,0
welfare,0,0,0,1,0,0,0
survival,0,0,0,1,0,0,0
offering,0,0,0,2,0,0,0
blood,0,0,0,3,0,0,0
carving,0,0,0,4,0,0,0
head,0,0,0,11,0,0,0
hand,0,0,0,1,0,0,0
astronomer,0,0,0,4,0,0,0
chart,0,0,0,0,0,1,0
movement,0,0,0,2,0,0,0
heavenly,3,0,0,0,0,0,0
body,0,0,0,4,0,0,0
assign,0,0,0,0,0,1,0
calendar,0,0,0,7,0,0,0
specific,2,0,0,0,0,0,0
require,0,0,0,0,0,1,0
emphasize,0,0,0,0,0,1,0
invent,0,0,0,0,0,2,0
basic,2,0,0,0,0,0,0
hunting,0,0,0,1,0,0,0
craft,0,0,0,1,0,0,0
realm,0,0,0,1,0,0,0
essential,1,0,0,0,0,0,0
bring,0,0,0,0,0,2,0
gentle,1,0,0,0,0,0,0
shower,0,0,0,1,0,0,0
storm,0,0,0,1,0,0,0
lightning,0,0,0,1,0,0,0
send,0,0,0,0,0,2,0
withhold,0,0,0,0,0,1,0
incense,0,0,0,2,0,0,0
burner,0,0,0,1,0,0,0
nose,0,0,0,2,0,0,0
fang,0,0,0,1,0,0,0
bowl,0,0,0,1,0,0,0
smoke,0,0,0,0,0,1,0
jade,0,0,0,3,0,0,0
figurine,0,0,0,1,0,0,0
jaguar,0,0,0,3,0,0,0
spirit,0,0,0,1,0,0,0
typical,1,0,0,0,0,0,0
facial,1,0,0,0,0,0,0
thick,1,0,0,0,0,0,0
lip,0,0,0,1,0,0,0
mouth,0,0,0,2,0,0,0
eye,0,0,0,1,0,0,0
hummingbird,0,0,0,1,0,0,0
cross,0,0,0,1,0,0,0
infant,0,0,0,1,0,0,0
cry,0,0,0,0,0,1,0
snarl,0,0,0,0,0,1,0
appear,0,0,0,0,0,7,0
widely,0,0,1,0,0,0,0
worship,0,0,0,1,0,3,0
morning,0,0,0,1,0,0,0
evening,0,0,0,1,0,0,0
disappearance,0,0,0,1,0,0,0
reappearance,0,0,0,1,0,0,0
rebirth,0,0,0,1,0,0,0
white,1,0,0,0,0,0,0
triangle,0,0,0,2,0,0,0
sunlight,0,0,0,1,0,0,0
staircase,0,0,0,2,0,0,0
shadow,0,0,0,3,0,0,0
shift,0,0,0,0,0,1,0
appearance,0,0,0,1,0,0,0
top,0,0,0,1,0,0,0
series,0,0,0,1,0,0,0
rectangular,1,0,0,0,0,0,0
platform,0,0,0,1,0,0,0
stack,0,0,0,0,0,1,0
beneath,0,1,0,0,0,0,0
cave,0,0,0,1,0,0,0
entrance,0,0,0,1,0,0,0
deceased,1,0,0,0,0,0,0
claim,0,0,0,0,0,1,0
descent,0,0,0,1,0,0,0
procession,0,0,0,1,0,0,0
dance,0,0,0,1,0,0,0
theatrical,1,0,0,0,0,0,0
performance,0,0,0,1,0,0,0
atop,0,1,0,0,0,0,0
cut,0,0,0,0,0,1,0
victim,0,0,0,3,0,0,0
offer,0,0,0,0,0,2,0
honor,0,0,0,0,0,1,0
constant,1,0,0,0,0,0,0
flower,0,0,0,2,0,0,0
need,0,0,0,0,0,1,0
nourishment,0,0,0,1,0,0,0
strength,0,0,0,2,0,0,0
self,0,0,0,1,0,0,0
bloodletting,0,0,0,1,0,0,0
pierce,0,0,0,0,0,1,0
ear,0,0,0,1,0,0,0
tongue,0,0,0,1,0,0,0
particularly,0,0,1,0,0,0,0
start,0,0,0,0,0,1,0
acquire,0,0,0,0,0,1,0
prisoner,0,0,0,1,0,0,0
necessary,1,0,0,0,0,0,0
hurl,0,0,0,0,0,1,0
cenote,0,0,0,1,0,0,0
deep,1,0,0,0,0,0,0
natural,1,0,0,0,0,0,0
return,0,0,0,0,0,3,0
skinned,1,0,0,0,0,0,0
bearded,1,0,0,0,0,0,0
trick,0,0,0,0,0,1,0
vow,0,0,0,0,0,1,0
translate,0,0,0,0,0,1,0
european,1,0,0,0,0,0,0
soldier,0,0,0,1,0,0,0
welcome,0,0,0,0,0,1,0
rattlesnake,0,0,0,2,0,0,0
twice,0,0,1,0,0,0,0
visit,0,0,0,1,0,1,0
happen,0,0,0,0,0,1,0
spring,0,0,0,1,0,0,0
autumn,0,0,0,1,0,0,0
afternoon,0,0,0,1,0,0,0
seven,0,0,0,0,1,0,0
resemble,0,0,0,0,0,1,0
slither,0,0,0,0,0,1,0
stair,0,0,0,1,0,0,0
giant,2,0,0,0,0,0,0
serpent,0,0,0,1,0,0,0
minute,0,0,0,1,0,0,0
achievement,0,0,0,4,0,0,0
number,0,0,0,1,0,0,0
architectural,1,0,0,0,0,0,0
wonder,0,0,0,1,0,0,0
stride,0,0,0,1,0,0,0
making,0,0,0,1,0,0,0
mathematics,0,0,0,2,0,0,0
mind,0,0,0,1,0,0,0
closely,0,0,1,0,0,0,0
tie,0,0,0,0,0,2,0
watch,0,0,0,0,0,1,0
purpose,0,0,0,1,0,0,0
observation,0,0,0,2,0,0,0
extraordinarily,0,0,1,0,0,0,0
detailed,1,0,0,0,0,0,0
accurate,2,0,0,0,0,0,0
trace,0,0,0,0,0,1,0
path,0,0,0,1,0,0,0
planet,0,0,0,1,0,0,0
correctly,0,0,1,0,0,0,0
predict,0,0,0,0,0,1,0
solar,2,0,0,0,0,0,0
eclipse,0,0,0,1,0,0,0
inscription,0,0,0,2,0,0,0
astronomical,1,0,0,0,0,0,0
help,0,0,0,0,0,2,0
schedule,0,0,0,0,0,1,0
determine,0,0,0,0,0,1,0
bad,1,0,0,0,0,0,0
perfect,0,0,0,0,0,1,0
mathematic,0,0,0,1,0,0,0
revolutionary,1,0,0,0,0,0,0
