word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB,X
thousand,0,0,0,0,5,0,0,0
year,0,0,0,6,0,0,0,0
ago,0,0,1,0,0,0,0,0
begin,0,0,0,0,0,0,2,0
develop,0,0,0,0,0,0,3,0
remarkable,1,0,0,0,0,0,0,0
civilization,0,0,0,4,0,0,0,0
ancient,42,0,0,0,0,0,0,0
world,0,0,0,14,0,0,0,0
time,0,0,0,8,0,0,0,0
spread,0,0,0,0,0,0,1,0
influence,0,0,0,6,0,0,3,0
far,0,0,3,0,0,0,0,0
wide,0,0,1,0,0,0,0,0
expand,0,0,0,0,0,0,1,0
border,0,0,0,2,0,0,0,0
know,0,0,0,0,0,0,16,0
today,0,0,0,11,0,0,0,0
found,0,0,0,0,0,0,1,0
city,0,0,0,23,0,0,0,0
coast,0,0,0,1,0,0,0,0
carry,0,0,0,0,0,0,2,0
culture,0,0,0,5,0,0,0,0
region,0,0,0,2,0,0,0,0
impact,0,0,0,1,0,0,0,0
end,0,0,0,0,0,0,1,0
achievement,0,0,0,1,0,0,0,0
politics,0,0,0,1,0,0,0,0
philosophy,0,0,0,9,0,0,0,0
science,0,0,0,3,0,0,0,0
art,0,0,0,6,0,0,0,0
form,0,0,0,6,0,0,3,0
legacy,0,0,0,1,0,0,0,0
unmatched,1,0,0,0,0,0,0,0
western,7,0,0,0,0,0,0,0
day,0,0,0,5,0,0,0,0
live,0,0,0,0,0,0,4,0
self,0,0,0,3,0,0,0,0
govern,0,0,0,0,0,0,4,0
community,0,0,0,2,0,0,0,0
call,0,0,0,0,0,0,12,0
state,0,0,0,19,0,0,0,0
famous,7,0,0,0,0,0,0,0
create,0,0,0,0,0,0,4,0
democracy,0,0,0,15,0,0,0,0
word,0,0,0,7,0,0,0,0
come,0,0,0,0,0,0,4,0
greek,32,0,0,0,0,0,0,0
mean,0,0,0,1,0,0,3,0
rule,0,0,0,4,0,0,6,0
people,0,0,0,16,0,0,0,0
widely,0,0,1,0,0,0,0,0
political,7,0,0,0,0,0,0,0
system,0,0,0,4,0,0,0,0
show,0,0,0,0,0,0,3,0
map,0,0,0,1,0,0,0,0
boundary,0,0,0,1,0,0,0,0
extent,0,0,0,1,0,0,0,0
go,0,0,0,0,0,0,3,0
modern,4,0,0,0,0,0,0,0
country,0,0,0,3,0,0,0,0
separate,2,0,0,0,0,0,1,0
barrier,0,0,0,1,0,0,0,0
sea,0,0,0,3,0,0,0,0
mountain,0,0,0,2,0,0,0,0
unite,0,0,0,0,0,0,1,0
common,3,0,0,0,0,0,0,0
language,0,0,0,1,0,0,0,0
religion,0,0,0,1,0,0,0,0
custom,0,0,0,1,0,0,0,0
share,0,0,0,0,0,0,2,0
body,0,0,0,5,0,0,0,0
story,0,0,0,12,0,0,0,0
god,0,0,0,34,0,0,0,0
hero,0,0,0,12,0,0,0,0
nature,0,0,0,4,0,0,0,0
universe,0,0,0,2,0,0,0,0
myth,0,0,0,11,0,0,0,0
literature,0,0,0,10,0,0,0,0
continue,0,0,0,0,0,0,1,0
study,0,0,0,0,0,0,2,0
interesting,2,0,0,0,0,0,0,0
ready,1,0,0,0,0,0,0,0
explore,0,0,0,0,0,0,2,0
let,0,0,0,0,0,0,1,0
discovery,0,0,0,1,0,0,0,0
chapter,0,0,0,5,0,0,0,0
life,0,0,0,9,0,0,0,0
like,0,3,0,0,0,0,0,0
class,0,0,0,5,0,0,0,0
group,0,0,0,2,0,0,1,0
distinct,2,0,0,0,0,0,0,0
social,2,0,0,0,0,0,0,0
ranking,0,0,0,1,0,0,0,0
hierarchy,0,0,0,1,0,0,0,0
