word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB
sunny,1,0,0,0,0,0,0,0,0,0,0
morning,0,0,0,0,0,0,19,0,0,0,0
early,2,0,5,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,94
school,0,0,0,0,0,0,22,0,0,0,0
carriage,0,0,0,0,0,0,42,0,0,0,0
take,0,0,0,0,0,0,0,0,0,0,59
away,0,6,66,0,0,0,0,0,0,0,0
young,54,0,0,0,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,48,0,0,0,0
fill,0,0,0,0,0,0,0,0,0,0,7
gift,0,0,0,0,0,0,10,0,0,0,0
flower,0,0,0,0,0,0,8,0,0,0,0
love,0,0,0,0,0,0,29,0,0,0,45
cry,0,0,0,0,0,0,2,0,0,0,50
go,0,0,0,0,0,0,0,0,0,0,129
great,41,0,1,0,0,0,0,0,0,0,0
deal,0,0,0,0,0,0,9,0,0,0,1
harm,0,0,0,0,0,0,3,0,0,0,0
say,0,0,0,0,0,0,0,0,0,0,336
straight,0,0,5,0,0,0,0,0,0,0,0
dear,51,0,0,0,0,0,11,0,0,0,0
little,141,0,2,0,0,0,0,0,0,0,0
creature,0,0,0,0,0,0,8,0,0,0,0
heroine,0,0,0,0,0,0,2,0,0,0,0
nose,0,0,0,0,0,0,2,0,0,0,0
short,8,0,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,0,56,0,0,0,0
round,1,9,8,0,0,0,0,0,0,0,0
shine,0,0,0,0,0,0,0,0,0,0,9
rosy,1,0,0,0,0,0,0,0,0,0,0
health,0,0,0,0,0,0,6,0,0,0,0
lovely,2,0,0,0,0,0,0,0,0,0,0
smile,0,0,0,0,0,0,13,0,0,0,14
eye,0,0,0,0,0,0,38,0,0,0,0
bright,11,0,0,0,0,0,0,0,0,0,0
good,68,0,3,0,0,1,0,0,0,0,0
humour,0,0,0,0,0,0,2,0,0,0,0
tear,0,0,0,0,0,0,15,0,0,0,4
happen,0,0,0,0,0,0,0,0,0,0,19
kind,28,0,0,0,0,0,2,0,0,0,1
heart,0,0,0,0,0,0,37,0,0,0,0
world,0,0,0,0,0,0,10,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,80
glad,7,0,0,0,0,0,0,0,0,0,0
home,0,0,23,0,0,0,27,0,0,0,0
sad,25,0,0,0,0,0,0,0,0,0,0
friend,0,0,0,0,0,0,88,0,0,0,0
goodbye,0,0,1,0,0,7,11,0,0,0,0
drive,0,0,0,0,0,0,1,0,0,0,9
hand,0,0,0,0,0,0,47,0,0,0,1
hold,0,0,0,0,0,0,0,0,0,0,25
letter,0,0,0,0,0,0,71,0,0,0,0
headmistress,0,0,0,0,0,0,1,0,0,0,0
praise,0,0,0,0,0,0,4,0,0,0,1
educational,1,0,0,0,0,0,0,0,0,0,0
achievement,0,0,0,0,0,0,1,0,0,0,0
sweetness,0,0,0,0,0,0,2,0,0,0,0
nature,0,0,0,0,0,0,5,0,0,0,0
companion,0,0,0,0,0,0,12,0,0,0,0
delighted,3,0,0,0,0,0,0,0,0,0,0
hate,0,0,0,0,0,0,1,0,0,0,6
place,0,0,0,0,0,0,13,0,0,0,2
want,0,0,0,0,0,0,0,0,0,0,37
wish,0,0,0,0,0,0,3,0,0,0,16
river,0,0,0,0,0,0,2,0,0,0,0
shock,0,0,0,0,0,0,2,0,0,0,6
wicked,9,0,0,0,0,0,0,0,0,0,0
thought,0,0,0,0,0,0,13,0,0,0,0
guess,0,0,0,0,0,0,1,0,0,0,3
forgiving,2,0,0,0,0,0,0,0,0,0,0
person,0,0,0,0,0,0,10,0,0,0,0
treat,0,0,0,0,0,0,0,0,0,0,10
badly,0,0,4,0,0,0,0,0,0,0,0
possible,7,0,0,0,0,0,0,0,0,0,0
deserve,0,0,0,0,0,0,0,0,0,0,4
treatment,0,0,0,0,0,0,3,0,0,0,0
get,0,0,0,0,0,0,0,0,0,0,20
father,0,0,0,0,0,0,70,0,0,0,0
artist,0,0,0,0,0,0,4,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,58
drawing,0,0,0,0,0,0,18,0,0,0,0
lesson,0,0,0,0,0,0,5,0,0,0,0
clever,12,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,77,0,0,0,0
pleasant,9,0,0,0,0,0,0,0,0,0,0
debt,0,0,0,0,0,0,24,0,0,0,0
fondness,0,0,0,0,0,0,1,0,0,0,0
bottle,0,0,0,0,0,0,3,0,0,0,0
drunk,2,0,0,0,0,0,0,0,0,0,0
beat,0,0,0,0,0,0,0,0,0,0,11
wife,0,0,0,0,0,0,59,0,0,0,0
daughter,0,0,0,0,0,0,27,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,0,44
french,5,0,0,0,0,0,0,0,0,0,0
dancer,0,0,0,0,0,0,3,0,0,0,0
teach,0,0,0,0,0,0,0,0,0,0,2
speak,0,0,0,0,0,0,0,0,0,0,24
perfect,3,0,0,0,0,0,0,0,0,0,0
die,0,0,0,0,0,0,0,0,0,0,18
care,0,0,0,0,0,0,15,0,0,0,14
seventeen,0,0,0,0,0,0,0,3,0,0,0
deathbed,0,0,0,0,0,0,1,0,0,0,0
write,0,0,0,0,0,0,0,0,0,0,44
beg,0,0,0,0,0,0,0,0,0,0,19
look,0,0,0,0,0,0,9,0,0,0,71
orphan,0,0,0,0,0,0,4,0,0,0,0
employ,0,0,0,0,0,0,0,0,0,0,1
return,0,0,0,0,0,0,4,0,0,0,28
live,0,0,0,0,0,0,0,0,0,0,36
pay,0,0,0,0,0,0,3,0,0,0,54
pound,0,0,0,0,0,0,26,0,0,0,0
year,0,0,0,0,0,0,41,0,0,0,0
allow,0,0,0,0,0,0,0,0,0,0,9
attend,0,0,0,0,0,0,0,0,0,0,2
class,0,0,0,0,0,0,2,0,0,0,0
free,3,0,0,0,0,0,0,0,0,0,1
call,0,0,0,0,0,0,0,0,0,0,15
small,9,0,0,0,0,0,0,0,0,0,0
thin,6,0,0,0,0,0,0,0,0,0,0
pale,12,0,0,0,0,0,0,0,0,0,0
light,2,0,0,0,0,0,3,0,0,0,3
red,11,0,0,0,0,0,1,0,0,0,0
hair,0,0,0,0,0,0,8,0,0,0,0
usually,0,0,6,0,0,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,10
head,0,0,0,0,0,0,14,0,0,0,0
green,7,0,0,0,0,0,0,0,0,0,0
large,11,0,0,0,0,0,0,0,0,0,0
attractive,1,0,0,0,0,0,0,0,0,0,0
especially,0,0,6,0,0,0,0,0,0,0,0
tall,5,0,0,0,0,0,0,0,0,0,0
healthy,1,0,0,0,0,0,0,0,0,0,0
like,1,33,0,0,0,0,1,0,0,0,35
child,0,0,0,0,0,0,32,0,0,0,0
poor,56,0,0,0,0,0,0,0,0,0,0
adult,0,0,0,0,0,0,1,0,0,0,0
angry,12,0,0,0,0,0,0,0,0,0,0
shopkeeper,0,0,0,0,0,0,1,0,0,0,0
demand,0,0,0,0,0,0,0,0,0,0,4
money,0,0,0,0,0,0,89,0,0,0,0
