word,ADJ,ADP,ADV,DET,NOUN,NUM,SCONJ,VERB,X
ancient,15,0,0,0,0,0,0,0,0
time,0,0,0,0,29,0,0,0,0
human,1,0,0,0,6,0,0,0,0
gaze,0,0,0,0,0,0,0,1,0
wonder,0,0,0,0,1,0,0,1,0
vast,2,0,0,0,0,0,0,0,0
blanket,0,0,0,0,2,0,0,1,0
star,0,0,0,0,8,0,0,0,0
cover,0,0,0,0,1,0,0,4,0
night,0,0,0,0,4,0,0,0,0
sky,0,0,0,0,10,0,0,0,0
record,0,0,0,0,2,0,0,1,0
go,0,0,0,0,0,0,0,1,0
year,0,0,0,0,30,0,0,0,0
sumerian,1,0,0,0,0,0,0,0,0
astronomer,0,0,0,0,16,0,0,0,0
recognize,0,0,0,0,0,0,0,1,0
move,0,0,0,0,0,0,0,4,0
differently,0,0,1,0,0,0,0,0,0
celestial,1,0,0,0,0,0,0,0,0
body,0,0,0,0,4,0,0,0,0
special,1,0,0,0,0,0,0,0,0
object,0,0,0,0,8,0,0,0,0
track,0,0,0,0,1,0,0,1,0
close,18,0,8,0,0,0,0,0,0
planet,0,0,0,0,215,0,0,0,0
fascinate,0,0,0,0,0,0,0,1,0
today,0,0,0,0,8,0,0,0,0
book,0,0,0,0,2,0,0,0,0
journey,0,0,0,0,2,0,0,0,0
learn,0,0,0,0,0,0,0,2,0
neighbor,0,0,0,0,2,0,0,1,0
solar,21,0,0,0,0,0,0,0,0
system,0,0,0,0,30,0,0,0,0
stop,0,0,0,0,3,0,0,0,0
tour,0,0,0,0,1,0,0,0,0
tiny,3,0,0,0,0,0,0,0,0
fifth,0,0,0,0,2,0,0,0,0
size,0,0,0,0,13,0,0,0,0
small,28,0,0,0,0,0,0,0,0
complete,0,0,0,0,0,0,0,14,0
orbit,0,0,0,0,47,0,0,24,0
day,0,0,0,0,31,0,0,0,0
take,0,0,0,0,0,0,0,34,0
rotation,0,0,0,0,13,0,0,0,0
axis,0,0,0,0,16,0,0,0,0
atmosphere,0,0,0,0,56,0,0,0,0
leave,0,0,0,0,0,0,0,4,0
dry,7,0,0,0,0,0,0,0,0
rocky,10,0,0,0,0,0,0,0,0
surface,0,0,0,0,121,0,0,0,0
little,8,0,0,0,0,0,0,0,0
protection,0,0,0,0,1,0,0,0,0
crater,0,0,0,0,32,0,0,0,0
blast,0,0,0,0,1,0,0,1,0
asteroid,0,0,0,0,8,0,0,0,0
dense,10,0,0,0,0,0,0,0,0
second,6,0,1,0,2,0,0,0,0
similar,11,0,0,0,0,0,0,0,0
remarkably,0,0,1,0,0,0,0,0,0
massive,5,0,0,0,0,0,0,0,0
thick,18,0,0,0,0,0,0,0,0
heat,0,0,0,0,6,0,0,1,0
trap,0,0,0,0,0,0,0,4,0
layer,0,0,0,0,13,0,0,0,0
carbon,0,0,0,0,13,0,0,0,0
dioxide,0,0,0,0,13,0,0,0,0
heavy,2,0,0,0,0,0,0,0,0
make,0,0,0,0,0,0,0,11,0
hot,9,0,0,0,0,0,0,0,0
difficult,4,0,0,0,0,0,0,0,0
study,0,0,0,0,3,0,0,15,0
unusual,3,0,0,0,0,0,0,0,0
spin,0,0,0,0,6,0,0,3,0
slowly,0,0,6,0,0,0,0,0,0
long,15,0,8,0,0,0,0,0,0
rotate,0,0,0,0,0,0,0,10,0
travel,0,0,0,0,0,0,0,9,0
counterclockwise,1,0,2,0,0,0,0,0,0
half,3,0,1,2,3,0,0,0,0
revolution,0,0,0,0,4,0,0,0,0
martian,32,0,0,0,0,0,0,0,0
last,0,0,0,0,0,0,0,5,0
hour,0,0,0,0,9,0,0,0,0
potato,0,0,0,0,2,0,0,0,0
shaped,4,0,0,0,0,0,0,0,0
moon,0,0,0,0,15,0,0,0,0
observer,0,0,0,0,8,0,0,0,0
life,0,0,0,0,22,0,0,0,0
appear,0,0,0,0,0,0,0,34,0
channel,0,0,0,0,5,0,0,0,0
contain,0,0,0,0,0,0,0,8,0
water,0,0,0,0,40,0,0,0,0
necessary,2,0,0,0,0,0,0,0,0
ingredient,0,0,0,0,1,0,0,0,0
fact,0,0,0,0,3,0,0,0,0
freeze,0,0,0,0,0,0,0,3,0
beneath,0,3,0,0,0,0,0,0,0
thin,10,0,0,0,0,0,0,0,0
shield,0,0,0,0,2,0,0,2,0
harsh,2,0,0,0,0,0,0,0,0
ultraviolet,6,0,0,0,3,0,0,0,0
radiation,0,0,0,0,5,0,0,0,0
hit,0,0,0,0,0,0,0,1,0
space,0,0,0,0,15,0,0,0,0
junk,0,0,0,0,1,0,0,0,0
beginning,0,0,0,0,1,0,0,0,0
age,0,0,0,0,4,0,0,0,0
power,0,0,0,0,2,0,0,0,0
inner,6,0,0,0,0,0,0,0,0
afar,0,0,1,0,0,0,0,0,0
development,0,0,0,0,1,0,0,0,0
probe,0,0,0,0,20,0,0,0,0
satellite,0,0,0,0,2,0,0,0,0
allow,0,0,0,0,0,0,0,6,0
send,0,0,0,0,0,0,0,10,0
spacecraft,0,0,0,0,48,0,0,0,0
fly,0,0,0,0,0,0,0,14,0
land,0,0,0,0,0,0,0,8,0
