word,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,VERB,X
hyperbola,0,0,0,0,0,0,9,0,0,0
separate,1,0,0,0,0,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,2,0
scope,0,0,0,0,0,0,2,0,0,0
yield,0,0,0,0,0,0,0,0,1,0
value,0,0,0,0,0,0,12,0,0,0
stretch,0,0,0,0,0,0,0,0,1,0
football,0,0,0,0,0,0,1,0,0,0
grow,0,0,0,0,0,0,0,0,9,0
apart,0,1,0,0,0,0,0,0,0,0
perfect,1,0,0,0,0,0,0,0,0,0
eccentric,1,0,0,0,0,0,0,0,0,0
radically,0,0,1,0,0,0,0,0,0,0
enormous,1,0,0,0,0,0,0,0,0,0
detection,0,0,0,0,0,0,1,0,0,0
system,0,0,0,0,0,0,2,0,0,0
locate,0,0,0,0,0,0,0,0,1,0
ship,0,0,0,0,0,0,1,0,0,0
sea,0,0,0,0,0,0,1,0,0,0
satellite,1,0,0,0,0,0,0,0,0,0
dish,0,0,0,0,0,0,1,0,0,0
television,0,0,0,0,0,0,1,0,0,0
reception,0,0,0,0,0,0,1,0,0,0
slice,0,0,0,0,0,0,0,0,1,0
cone,0,0,0,0,0,0,6,0,0,0
conic,7,0,0,0,0,0,3,0,0,0
section,0,0,0,0,0,0,10,0,0,0
roman,1,0,0,0,0,0,0,0,0,0
conical,2,0,0,0,0,0,0,0,0,0
sundial,0,0,0,0,0,0,1,0,0,0
advance,0,0,0,0,0,0,1,0,1,0
depict,0,0,0,0,0,0,0,0,2,0
incise,0,0,0,0,0,0,0,0,1,0
hour,0,0,0,0,0,0,1,0,0,0
winter,0,0,0,0,0,0,1,0,0,0
solstice,0,0,0,0,0,0,2,0,0,0
equinox,0,0,0,0,0,0,1,0,0,0
summer,0,0,0,0,0,0,1,0,0,0
exactly,0,0,2,0,0,0,0,0,0,0
circular,3,0,0,0,0,0,0,0,0,0
trace,0,0,0,0,0,0,0,0,2,0
move,0,0,0,0,0,0,0,0,1,0
pass,0,0,0,0,0,0,0,0,2,0
fixed,1,0,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,0,2,0,0,0
lie,0,0,0,0,0,0,0,0,2,0
occupy,0,0,0,0,0,0,0,0,1,0
width,0,0,0,0,0,0,2,0,0,0
depth,0,0,0,0,0,0,2,0,0,0
object,0,0,0,0,0,0,6,0,0,0
height,0,0,0,0,0,0,2,0,0,0
affectionately,0,0,1,0,0,0,0,0,0,0
friend,0,0,0,0,0,0,1,0,0,0
accomplishment,0,0,0,0,0,0,1,0,0,0
field,0,0,0,0,0,0,3,0,0,0
specifically,0,0,1,0,0,0,0,0,0,0
theory,0,0,0,0,0,0,4,0,0,0
elaborate,0,0,0,0,0,0,0,0,1,0
major,1,0,0,0,0,0,0,0,0,0
earn,0,0,0,0,0,0,0,0,1,0
plaudit,0,0,0,0,0,0,1,0,0,0
contemporary,0,0,0,0,0,0,1,0,0,0
unusual,1,0,0,0,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,1,0
note,0,0,0,0,0,0,0,0,1,0
introduce,0,0,0,0,0,0,0,0,1,0
order,0,0,0,0,0,0,2,0,1,0
confused,1,0,0,0,0,0,0,0,0,0
ill,0,0,1,0,0,0,0,0,0,0
immensely,0,0,1,0,0,0,0,0,0,0
engineer,0,0,0,0,0,0,1,0,0,0
citizen,0,0,0,0,0,0,1,0,0,0
bear,0,0,0,0,0,0,0,0,3,0
town,0,0,0,0,0,0,1,0,0,0
university,0,0,0,0,0,0,2,0,0,0
travel,0,0,0,0,0,0,0,0,1,0
library,0,0,0,0,0,0,1,0,0,0
expand,0,0,0,0,0,0,0,0,1,0
understanding,0,0,0,0,0,0,2,0,0,0
numerous,1,0,0,0,0,0,0,0,0,0
acknowledge,0,0,0,0,0,0,0,0,1,0
summarize,0,0,0,0,0,0,0,0,1,0
proceed,0,0,0,0,0,0,0,0,1,0
contribution,0,0,0,0,0,0,2,0,0,0
solids,0,0,0,0,0,0,0,1,0,0
sphere,0,0,0,0,0,0,6,0,0,0
polyhedron,0,0,0,0,0,0,7,0,0,0
cube,0,0,0,0,0,0,1,0,0,0
numeral,0,0,0,0,0,0,1,0,0,0
tetrahedron,0,0,0,0,0,0,4,0,0,0
triangular,2,0,0,0,0,0,0,0,0,0
pentahedron,0,0,0,0,0,0,2,0,0,0
pyramid,0,0,0,0,0,0,7,0,0,0
pentahedra,0,0,0,0,0,0,5,0,0,0
vertex,0,0,0,0,0,0,3,0,0,0
edge,0,0,0,0,0,0,4,0,0,0
count,0,0,0,0,0,0,0,0,1,0
restriction,0,0,0,0,0,0,1,0,0,0
hexahedra,0,0,0,0,0,0,4,0,0,0
hexahedron,0,0,0,0,0,0,3,0,0,0
distort,0,0,0,0,0,0,0,0,1,0
circumscribe,0,0,0,0,0,0,0,0,3,0
cylinder,0,0,0,0,0,0,3,0,0,0
diameter,0,0,0,0,0,0,1,0,0,0
determine,0,0,0,0,0,0,0,0,1,0
third,0,0,0,0,0,0,2,0,0,0
classify,0,0,0,0,0,0,0,0,1,0
accord,0,0,0,0,0,0,0,0,2,0
suggest,0,0,0,0,0,0,0,0,2,0
prism,0,0,0,0,0,0,3,0,0,0
basis,0,0,0,0,0,0,1,0,0,0
frustum,0,0,0,0,0,0,1,0,0,0
polyhedra,0,0,0,0,0,0,2,0,0,0
truncate,0,0,0,0,0,0,0,0,2,0
worthy,1,0,0,0,0,0,0,0,0,0
qualify,0,0,0,0,0,0,0,0,1,0
platonic,1,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,0,3,0,0,0
investigate,0,0,0,0,0,0,0,0,1,0
investigation,0,0,0,0,0,0,1,0,0,0
closely,0,0,1,0,0,0,0,0,0,0
one,0,0,0,0,0,0,1,0,0,0
conflict,0,0,0,0,0,0,0,0,1,0
accept,0,0,0,0,0,0,0,0,1,0
community,0,0,0,0,0,0,1,0,0,0
power,0,0,0,0,0,0,1,0,0,0
lever,0,0,0,0,0,0,2,0,0,0
gifted,1,0,0,0,0,0,0,0,0,0
stand,0,0,0,0,0,0,0,0,1,0
rest,0,0,0,0,0,0,0,0,1,0
invent,0,0,0,0,0,0,0,0,1,0
compound,0,0,0,0,0,0,1,0,1,0
pulley,0,0,0,0,0,0,1,0,0,0
screw,0,0,0,0,0,0,1,0,0,0
brilliant,1,0,0,0,0,0,0,0,0,0
science,0,0,0,0,0,0,3,0,0,0
legend,0,0,0,0,0,0,2,0,0,0
displacement,0,0,0,0,0,0,1,0,0,0
step,0,0,0,0,0,0,0,0,1,0
bath,0,0,0,0,0,0,1,0,0,0
water,0,0,0,0,0,0,3,0,0,0
submerged,1,0,0,0,0,0,0,0,0,0
experiment,0,0,0,0,0,0,1,0,0,0
deduce,0,0,0,0,0,0,0,0,1,0
buoyancy,0,0,0,0,0,0,2,0,0,0
immerse,0,0,0,0,0,0,0,0,3,0
fluid,0,0,0,0,0,0,2,0,0,0
weight,0,0,0,0,0,0,5,0,0,0
uncover,0,0,0,0,0,0,0,0,1,0
fraud,0,0,0,0,0,0,1,0,0,0
king,0,0,0,0,0,0,1,0,0,0
suspect,0,0,0,0,0,0,0,0,1,0
gold,0,0,0,0,0,0,3,0,0,0
crown,0,0,0,0,0,0,4,0,0,0
partly,0,0,1,0,0,0,0,0,0,0
silver,0,0,0,0,0,0,3,0,0,0
pure,1,0,0,0,0,0,0,0,0,0
identical,1,0,0,0,0,0,0,0,0,0
comparison,0,0,0,0,0,0,1,0,0,0
reveal,0,0,0,0,0,0,0,0,1,0
fifth,2,0,0,0,0,0,1,0,0,0
assert,0,0,0,0,0,0,0,0,1,0
unique,1,0,0,0,0,0,0,0,0,0
obvious,2,0,0,0,0,0,0,0,0,0
strive,0,0,0,0,0,0,0,0,1,0
obviously,0,0,1,0,0,0,0,0,0,0
direct,1,0,0,0,0,0,0,0,0,0
forthcoming,1,0,0,0,0,0,0,0,0,0
infinitely,0,0,2,0,0,0,0,0,0,0
hyperbolic,3,0,0,0,0,0,0,0,0,0
elliptic,4,0,0,0,0,0,0,0,0,0
hope,0,0,0,0,0,0,1,0,0,0
contradiction,0,0,0,0,0,0,1,0,0,0
indirectly,0,0,1,0,0,0,0,0,0,0
particularly,0,0,1,0,0,0,0,0,0,0
flawed,1,0,0,0,0,0,0,0,0,0
italian,1,0,0,0,0,0,0,0,0,0
persian,1,0,0,0,0,0,0,0,0,0
fractal,5,0,0,0,0,0,6,0,0,0
progress,0,0,0,0,0,0,1,0,0,0
russian,1,0,0,0,0,0,0,0,0,0
paper,0,0,0,0,0,0,1,0,0,0
continue,0,0,0,0,0,0,0,0,5,0
research,0,0,0,0,0,0,1,0,0,0
imaginary,1,0,0,0,0,0,0,0,0,0
decade,0,0,0,0,0,0,1,0,0,0
widely,0,0,1,0,0,0,0,0,0,0
respect,0,0,0,0,0,0,0,0,1,0
little,2,0,0,0,0,0,0,0,0,0
impact,0,0,0,0,0,0,1,0,0,0
argue,0,0,0,0,0,0,0,0,2,0
fundamental,2,0,0,0,0,0,1,0,0,0
ingredient,0,0,0,0,0,0,1,0,0,0
manifold,0,0,0,0,0,0,2,0,0,0
ordinary,1,0,0,0,0,0,0,0,0,0
contemplate,0,0,0,0,0,0,0,0,1,0
infinite,1,0,0,0,0,0,0,0,0,0
entirety,0,0,0,0,0,0,1,0,0,0
suddenly,0,0,1,0,0,0,0,0,0,0
incompatible,1,0,0,0,0,0,0,0,0,0
loss,0,0,0,0,0,0,1,0,0,0
certainty,0,0,0,0,0,0,1,0,0,0
realm,0,0,0,0,0,0,1,0,0,0
indisputable,1,0,0,0,0,0,0,0,0,0
alternate,1,0,0,0,0,0,0,0,1,0
internally,0,0,1,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,1,0
question,0,0,0,0,0,0,1,0,0,0
correspond,0,0,0,0,0,0,0,0,1,0
reality,0,0,0,0,0,0,1,0,0,0
beginning,0,0,0,0,0,0,2,0,0,0
incorporate,0,0,0,0,0,0,0,0,1,0
relativity,0,0,0,0,0,0,2,0,0,0
riemannian,2,0,0,0,0,0,0,0,0,0
context,0,0,0,0,0,0,1,0,0,0
general,1,0,0,0,0,0,0,0,0,0
approximately,0,0,1,0,0,0,0,0,0,0
curvature,0,0,0,0,0,0,1,0,0,0
responsible,1,0,0,0,0,0,0,0,0,0
gravitational,1,0,0,0,0,0,0,0,0,0
force,0,0,0,0,0,0,1,0,0,0
lithograph,0,0,0,0,0,0,1,0,0,0
portrait,0,0,0,0,0,0,1,0,0,0
für,0,1,0,0,0,0,0,0,0,0
und,0,0,0,0,1,0,0,0,0,0
irregularly,0,0,1,0,0,0,0,0,0,0
phenomenon,0,0,0,0,0,0,1,0,0,0
coastline,0,0,0,0,0,0,2,0,0,0
snowflake,0,0,0,0,0,0,1,0,0,0
tree,0,0,0,0,0,0,1,0,0,0
coin,0,0,0,0,0,0,0,0,1,0
signify,0,0,0,0,0,0,0,0,1,0
complex,2,0,0,0,0,0,0,0,0,0
derive,0,0,0,0,0,0,0,0,1,0
fractus,0,0,0,0,0,0,1,0,0,0
fragmented,1,0,0,0,0,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,1,0
similar,3,0,0,0,0,0,0,0,0,0
component,0,0,0,0,0,0,3,0,0,0
resemble,0,0,0,0,0,0,0,0,2,0
tendency,0,0,0,0,0,0,1,0,0,0
repeat,0,0,0,0,0,0,0,0,4,0
scale,0,0,0,0,0,0,3,0,0,0
magnify,0,0,0,0,0,0,0,0,2,0
basically,0,0,2,0,0,0,0,0,0,0
physiology,0,0,0,0,0,0,1,0,0,0
chemistry,0,0,0,0,0,0,1,0,0,0
mechanic,0,0,0,0,0,0,1,0,0,0
analyze,0,0,0,0,0,0,0,0,1,0
root,0,0,0,0,0,0,1,0,0,0
antiquity,0,0,0,0,0,0,1,0,0,0
spherical,4,0,0,0,0,0,0,0,0,0
reside,0,0,0,0,0,0,0,0,1,0
central,1,0,0,0,0,0,0,0,0,0
cartography,0,0,0,0,0,0,1,0,0,0
astronomy,0,0,0,0,0,0,3,0,0,0
coincide,0,0,0,0,0,0,0,0,1,0
hemisphere,0,0,0,0,0,0,1,0,0,0
diametrically,0,0,1,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,1,0,0,0
equator,0,0,0,0,0,0,1,0,0,0
explode,0,0,0,0,0,0,0,0,1,0
emerge,0,0,0,0,0,0,0,0,1,0
universally,0,0,1,0,0,0,0,0,0,0
father,0,0,0,0,0,0,1,0,0,0
diverse,1,0,0,0,0,0,0,0,0,0
behavior,0,0,0,0,0,0,1,0,0,0
economics,0,0,0,0,0,0,1,0,0,0
finance,0,0,0,0,0,0,1,0,0,0
stock,0,0,0,0,0,0,1,0,0,0
market,0,0,0,0,0,0,1,0,0,0
unlike,0,1,0,0,0,0,0,0,0,0
tidy,1,0,0,0,0,0,0,0,0,0
claim,0,0,0,0,0,0,0,0,1,0
intrigue,0,0,0,0,0,0,0,0,1,0
messy,1,0,0,0,0,0,0,0,0,0
rough,1,0,0,0,0,0,0,0,0,0
memoir,0,0,0,0,0,0,1,0,0,0
fractalist,0,0,0,0,0,0,1,0,0,0
death,0,0,0,0,0,0,1,0,0,0
interest,0,0,0,0,0,0,1,0,0,0
map,0,0,0,0,0,0,1,0,0,0
child,0,0,0,0,0,0,1,0,0,0
random,1,0,0,0,0,0,0,0,0,0
quadratic,1,0,0,0,0,0,0,0,0,0
equation,0,0,0,0,0,0,3,0,0,0
substitute,0,0,0,0,0,0,0,0,1,0
answer,0,0,0,0,0,0,2,0,0,0
plug,0,0,0,0,0,0,0,0,1,0
iterate,0,0,0,0,0,0,0,0,1,0
thousand,0,0,0,0,0,0,2,0,0,0
plot,0,0,0,0,0,0,0,0,1,0
surprised,1,0,0,0,0,0,0,0,0,0
similarity,0,0,0,0,0,0,2,0,0,0
innovative,1,0,0,0,0,0,0,0,0,0
graphic,0,0,0,0,0,0,1,0,0,0
stimulate,0,0,0,0,0,0,0,0,1,0
explore,0,0,0,0,0,0,0,0,2,0
internet,0,0,0,0,0,0,2,0,0,0
currently,0,0,1,0,0,0,0,0,0,0
evolve,0,0,0,0,0,0,0,0,1,0
intense,1,0,0,0,0,0,0,0,0,0
trigonometric,1,0,0,0,0,0,0,0,0,0
function,0,0,0,0,0,0,1,0,0,0
building,0,0,0,0,0,0,1,0,0,0
egyptian,1,0,0,0,0,0,0,0,0,0
radar,0,0,0,0,0,0,1,0,0,0
bomb,0,0,0,0,0,0,1,0,0,0
activity,0,0,0,0,0,0,1,0,0,0
physical,1,0,0,0,0,0,0,0,0,0
facet,0,0,0,0,0,0,1,0,0,0
exploration,0,0,0,0,0,0,2,0,0,0
glimpse,0,0,0,0,0,0,0,0,1,0
trigonon,0,0,0,0,0,0,1,0,0,0
metron,0,0,0,0,0,0,1,0,0,0
notice,0,0,0,0,0,0,0,0,3,0
swing,0,0,0,0,0,0,0,0,2,0
cycle,0,0,0,0,0,0,6,0,0,0
periodic,7,0,0,0,0,0,0,0,0,0
motion,0,0,0,0,0,0,7,0,0,0
period,0,0,0,0,0,0,7,0,0,0
pedal,0,0,0,0,0,0,0,0,1,0
bicycle,0,0,0,0,0,0,1,0,0,0
pattern,0,0,0,0,0,0,3,0,0,0
astronomer,0,0,0,0,0,0,2,0,0,0
astronomical,2,0,0,0,0,0,0,0,0,0
meaning,0,0,0,0,0,0,1,0,0,0
sine,0,0,0,0,0,0,3,0,0,0
abbreviation,0,0,0,0,0,0,1,0,0,0
sin,0,0,0,0,0,0,2,0,0,0
infinity,0,0,0,0,0,0,1,0,0,0
visual,1,0,0,0,0,0,0,0,0,0
light,0,0,0,0,0,0,1,0,0,0
heart,0,0,0,0,0,0,1,0,0,0
monitor,0,0,0,0,0,0,1,0,0,0
screen,0,0,0,0,0,0,1,0,0,0
hospital,0,0,0,0,0,0,1,0,0,0
musician,0,0,0,0,0,0,1,0,0,0
tune,0,0,0,0,0,0,0,0,1,0
guitar,0,0,0,0,0,0,1,0,0,0
ear,0,0,0,0,0,0,1,0,0,0
attraction,0,0,0,0,0,0,1,0,0,0
background,0,0,0,0,0,0,1,0,0,0
college,0,0,0,0,0,0,1,0,0,0
rotate,0,0,0,0,0,0,0,0,1,0
sun,0,0,0,0,0,0,6,0,0,0
morning,0,0,0,0,0,0,2,0,0,0
night,0,0,0,0,0,0,2,0,0,0
forth,0,0,1,0,0,0,0,0,0,0
prolific,1,0,0,0,0,0,0,0,0,0
talented,1,0,0,0,0,0,0,0,0,0
advancement,0,0,0,0,0,0,1,0,0,0
lay,0,0,0,0,0,0,0,0,1,0
foundation,0,0,0,0,0,0,1,0,0,0
young,1,0,0,0,0,0,0,0,0,0
local,1,0,0,0,0,0,0,0,0,0
weather,0,0,0,0,0,0,1,0,0,0
adult,0,0,0,0,0,0,1,0,0,0
spend,0,0,0,0,0,0,0,0,1,0
carry,0,0,0,0,0,0,0,0,1,0
observation,0,0,0,0,0,0,3,0,0,0
stationary,1,0,0,0,0,0,0,0,0,0
moon,0,0,0,0,0,0,3,0,0,0
planet,0,0,0,0,0,0,1,0,0,0
star,0,0,0,0,0,0,3,0,0,0
revolve,0,0,0,0,0,0,0,0,1,0
west,0,0,0,0,0,0,1,0,0,0
east,0,0,0,0,0,0,1,0,0,0
believe,0,0,0,0,0,0,0,0,1,0
ecliptic,0,0,0,0,0,0,2,0,0,0
calculate,0,0,0,0,0,0,0,0,2,0
orbit,0,0,0,0,0,0,1,0,0,0
tropical,2,0,0,0,0,0,0,0,0,0
passage,0,0,0,0,0,0,1,0,0,0
estimate,0,0,0,0,0,0,1,0,0,0
minute,0,0,0,0,0,0,1,0,0,0
position,0,0,0,0,0,0,1,0,0,0
shift,0,0,0,0,0,0,0,0,1,0
wobble,0,0,0,0,0,0,1,0,0,0
axis,0,0,0,0,0,0,1,0,0,0
movement,0,0,0,0,0,0,1,0,0,0
approximate,1,0,0,0,0,0,0,0,0,0
able,1,0,0,0,0,0,0,0,0,0
roughly,0,0,1,0,0,0,0,0,0,0
actual,1,0,0,0,0,0,0,0,0,0
pretty,0,0,1,0,0,0,0,0,0,0
approximation,0,0,0,0,0,0,1,0,0,0
hold,0,0,0,0,0,0,0,0,1,0
varied,1,0,0,0,0,0,0,0,0,0
appeal,0,0,0,0,0,0,1,0,0,0
allow,0,0,0,0,0,0,0,0,2,0
quickly,0,0,1,0,0,0,0,0,0,0
hand,0,0,0,0,0,0,1,0,0,0
read,0,0,0,0,0,0,0,0,1,0
online,1,0,0,0,0,0,0,0,0,0
article,0,0,0,0,0,0,1,0,0,0
exciting,1,0,0,0,0,0,0,0,0,0
potential,0,0,0,0,0,0,1,0,0,0
possess,0,0,0,0,0,0,0,0,1,0
repetition,0,0,0,0,0,0,1,0,0,0
occur,0,0,0,0,0,0,0,0,1,0
progressively,0,0,1,0,0,0,0,0,0,0
indefinitely,0,0,1,0,0,0,0,0,0,0
fix,0,0,0,0,0,0,0,0,1,0
away,0,0,1,0,0,0,0,0,0,0
rise,0,0,0,0,0,0,1,0,0,0
fall,0,0,0,0,0,0,1,0,0,0
current,0,0,0,0,0,0,1,0,0,0
voltage,0,0,0,0,0,0,1,0,0,0
violin,0,0,0,0,0,0,1,0,0,0
vary,0,0,0,0,0,0,0,0,1,0
simply,0,0,1,0,0,0,0,0,0,0
artistic,1,0,0,0,0,0,0,0,0,0
calling,0,0,0,0,0,0,1,0,0,0
track,0,0,0,0,0,0,0,0,1,0
dozen,0,0,0,0,0,0,1,0,0,0
site,0,0,0,0,0,0,1,0,0,0
beautiful,1,0,0,0,0,0,0,0,0,0
relatively,0,0,1,0,0,0,0,0,0,0
await,0,0,0,0,0,0,0,0,1,0
browse,0,0,0,0,0,0,0,0,1,0
let,0,0,0,0,0,0,0,0,1,0
wander,0,0,0,0,0,0,0,0,1,0
