word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB
evening,0,0,0,0,0,0,27,0,0,0,0
end,0,0,0,0,0,0,12,0,0,0,1
middle,3,0,0,0,0,0,4,0,0,0,0
aged,2,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,92,0,0,0,0
walk,0,0,0,0,0,0,5,0,0,0,68
home,0,0,31,0,0,0,20,0,0,0,0
village,0,0,0,0,0,0,26,0,0,0,0
leg,0,0,0,0,0,0,1,0,0,0,0
thin,7,0,0,0,0,0,0,0,0,0,0
weak,7,0,0,0,0,0,0,0,0,0,0
straight,1,0,3,0,0,0,0,0,0,0,0
line,0,0,0,0,0,0,7,0,0,0,0
egg,0,0,0,0,0,0,1,0,0,0,0
basket,0,0,0,0,0,0,12,0,0,0,0
arm,0,0,0,0,0,0,28,0,0,0,0
hat,0,0,0,0,0,0,5,0,0,0,0
old,56,0,0,0,0,0,0,0,0,0,0
worn,4,0,0,0,0,0,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,0,21
elderly,1,0,0,0,0,0,0,0,0,0,0
parson,0,0,0,0,0,0,30,0,0,0,0
ride,0,0,0,0,0,0,2,0,0,0,12
grey,4,0,0,0,0,0,1,0,0,0,0
horse,0,0,0,0,0,0,18,0,0,0,0
good,57,0,0,0,0,0,6,0,0,0,0
night,0,0,0,0,0,0,45,0,0,0,0
say,0,0,0,0,0,0,0,0,0,0,227
step,0,0,0,0,0,0,4,0,0,0,7
stop,0,0,0,0,0,0,0,0,0,0,34
turn,0,0,0,0,0,0,2,0,0,0,36
round,3,11,12,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,0,13
sir,0,0,0,0,0,0,25,0,0,0,0
market,0,0,0,0,0,0,4,0,0,0,0
day,0,0,0,0,0,0,79,0,0,0,0
meet,0,0,0,0,0,0,0,0,0,0,29
road,0,0,0,0,0,0,27,0,0,0,0
time,0,0,0,0,0,0,63,0,0,0,0
answer,0,0,0,0,0,0,6,0,0,0,19
month,0,0,0,0,0,0,10,0,0,0,0
ago,0,0,9,0,0,0,0,0,0,0,0
near,3,15,3,0,0,0,0,0,0,0,0
moment,0,0,0,0,0,0,32,0,0,0,0
hesitation,0,0,0,0,0,0,3,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,0,11
discover,0,0,0,0,0,0,0,0,0,0,13
historical,3,0,0,0,0,0,0,0,0,0,0
interest,0,0,0,0,0,0,8,0,0,0,3
historian,0,0,0,0,0,0,2,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,132
direct,2,0,0,0,0,0,0,0,0,0,1
descendant,0,0,0,0,0,0,5,0,0,0,0
ancient,12,0,0,0,0,0,0,0,0,0,0
noble,20,0,0,0,0,0,0,0,0,0,0
family,0,0,0,0,0,0,79,0,0,0,0
descend,0,0,0,0,0,0,0,0,0,0,1
come,0,0,0,0,0,0,0,0,0,0,144
hear,0,0,0,0,0,0,0,0,0,0,30
true,15,0,0,0,0,0,0,0,0,0,0
let,0,0,0,0,0,0,0,0,0,0,19
face,0,0,0,0,0,0,54,0,0,0,1
yes,0,0,0,0,0,61,1,0,0,0,1
nose,0,0,0,0,0,0,1,0,0,0,0
chin,0,0,0,0,0,0,1,0,0,0,0
own,0,0,0,0,0,0,0,0,0,0,4
land,0,0,0,0,0,0,11,0,0,0,0
serve,0,0,0,0,0,0,0,0,0,0,1
king,0,0,0,0,0,0,2,0,0,0,0
hundred,0,0,0,0,0,0,2,0,0,0,0
year,0,0,0,0,0,0,29,0,0,0,0
exclaim,0,0,0,0,0,0,0,0,0,0,1
long,18,0,27,0,0,0,0,0,0,0,1
news,0,0,0,0,0,0,8,0,0,0,0
happen,0,0,0,0,0,0,0,0,0,0,29
spring,0,0,0,0,0,0,5,0,0,0,0
try,0,0,0,0,0,0,0,0,0,0,28
find,0,0,0,0,0,0,0,0,0,0,54
notice,0,0,0,0,0,0,2,0,0,0,24
get,0,0,0,0,0,0,0,0,0,0,17
silver,4,0,0,0,0,0,0,0,0,0,0
spoon,0,0,0,0,0,0,6,0,0,0,0
seal,0,0,0,0,0,0,6,0,0,0,0
wonder,0,0,0,0,0,0,1,0,0,0,18
live,0,0,0,0,0,0,0,0,0,0,45
die,0,0,0,0,0,0,0,0,0,0,27
bad,20,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,4,0,0,0,29
churchyard,0,0,0,0,0,0,9,0,0,0,0
pause,0,0,0,0,0,0,2,0,0,0,4
fact,0,0,0,0,0,0,11,0,0,0,0
beer,0,0,0,0,0,0,3,0,0,0,0
thank,0,0,0,0,0,0,1,0,0,0,8
away,0,1,64,0,0,0,0,0,0,0,0
half,3,0,8,0,1,0,4,0,0,0,0
regret,0,0,0,0,0,0,0,0,0,0,5
tell,0,0,0,0,0,0,0,0,0,0,98
discovery,0,0,0,0,0,0,1,0,0,0,0
dream,0,0,0,0,0,0,7,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,0,25
minute,0,0,0,0,0,0,3,0,0,0,0
boy,0,0,0,0,0,0,11,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,0,10
call,0,0,0,0,0,0,0,0,0,0,15
want,0,0,0,0,0,0,0,0,0,0,62
frown,0,0,0,0,0,0,0,0,0,0,2
order,0,0,0,0,0,0,2,0,0,0,4
secret,3,0,0,0,0,0,7,0,0,0,0
mind,0,0,0,0,0,0,11,0,0,0,6
comfortably,0,0,1,0,0,0,0,0,0,0,0
grass,0,0,0,0,0,0,4,0,0,0,0
prove,0,0,0,0,0,0,0,0,0,0,3
send,0,0,0,0,0,0,0,0,0,0,14
carriage,0,0,0,0,0,0,26,0,0,0,0
immediately,0,0,11,0,0,0,0,0,0,0,0
shilling,0,0,0,0,0,0,3,0,0,0,0
difference,0,0,0,0,0,0,2,0,0,0,0
view,0,0,0,0,0,0,12,0,0,0,0
situation,0,0,0,0,0,0,5,0,0,0,0
sound,0,0,0,0,0,0,5,0,0,0,1
music,0,0,0,0,0,0,7,0,0,0,0
air,0,0,0,0,0,0,13,0,0,0,1
woman,0,0,0,0,0,0,54,0,0,0,0
dance,0,0,0,0,0,0,5,0,0,0,13
go,0,0,0,0,0,0,0,0,0,0,129
way,0,0,0,0,0,0,46,0,0,0,0
wait,0,0,0,0,0,0,0,0,0,0,34
sun,0,0,0,0,0,0,20,0,0,0,0
faint,1,0,0,0,0,0,0,0,0,0,3
distance,0,0,0,0,0,0,8,0,0,0,0
beautiful,21,0,0,0,0,0,0,0,0,0,0
valley,0,0,0,0,0,0,11,0,0,0,0
hour,0,0,0,0,0,0,7,0,0,0,0
tourist,0,0,0,0,0,0,1,0,0,0,0
artist,0,0,0,0,0,0,1,0,0,0,0
vale,0,0,0,0,0,0,1,0,0,0,0
hill,0,0,0,0,0,0,19,0,0,0,0
surround,0,0,0,0,0,0,0,0,0,0,8
look,0,0,0,0,0,0,2,0,0,0,133
like,0,84,0,0,0,0,0,0,0,0,25
map,0,0,0,0,0,0,1,0,0,0,0
spread,0,0,0,0,0,0,0,0,0,0,3
quiet,10,0,0,0,0,0,0,0,0,0,0
sheltered,1,0,0,0,0,0,0,0,0,0,0
countryside,0,0,0,0,0,0,3,0,0,0,0
field,0,0,0,0,0,0,33,0,0,0,0
green,4,0,0,0,0,0,2,0,0,0,0
river,0,0,0,0,0,0,8,0,0,0,0
dry,8,0,0,0,0,0,0,0,0,0,3
south,0,0,0,0,0,0,4,0,0,0,0
great,24,0,0,0,0,0,0,0,0,0,0
dividing,0,0,0,0,0,0,1,0,0,0,0
