word,ADJ,ADP,ADV,AUX,CCONJ,NOUN,NUM,PRON,SCONJ,VERB,X
explode,0,0,0,0,0,0,0,0,0,2,0
temporarily,0,0,4,0,0,0,0,0,0,0,0
monarchy,0,0,0,0,0,7,0,0,0,0,0
permanently,0,0,1,0,0,0,0,0,0,0,0
monarch,0,0,0,0,0,5,0,0,0,0,0
clearly,0,0,11,0,0,0,0,0,0,0,0
aspect,0,0,0,0,0,10,0,0,0,0,0
growth,0,0,0,0,0,5,0,0,0,0,0
extraordinary,14,0,0,0,0,0,0,0,0,0,0
detail,0,0,0,0,0,6,0,0,0,3,0
staggering,2,0,0,0,0,0,0,0,0,0,0
process,0,0,0,0,0,12,0,0,0,0,0
culture,0,0,0,0,0,10,0,0,0,0,0
assimilate,0,0,0,0,0,0,0,0,0,2,0
diverse,3,0,0,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,4,0
timeless,1,0,0,0,0,0,0,0,0,0,0
stigmatize,0,0,0,0,0,0,0,0,0,1,0
insular,5,0,0,0,0,0,0,0,0,0,0
argue,0,0,0,0,0,0,0,0,0,14,0
single,19,0,0,0,0,0,0,0,0,0,0
novel,0,0,0,0,0,4,0,0,0,0,0
attain,0,0,0,0,0,0,0,0,0,1,0
universality,0,0,0,0,0,1,0,0,0,0,0
russian,1,0,0,0,0,0,0,0,0,0,0
subjugate,0,0,0,0,0,0,0,0,0,1,0
leaven,0,0,0,0,0,0,0,0,0,1,0
latin,24,0,0,0,0,0,0,0,0,0,0
anglo,23,0,0,0,0,0,0,0,0,0,0
eminently,0,0,1,0,0,0,0,0,0,0,0
foreign,6,0,0,0,0,0,0,0,0,0,0
origin,0,0,0,0,0,8,0,0,0,0,0
churchman,0,0,0,0,0,2,0,0,0,0,0
conqueror,0,0,0,0,0,4,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,10,0
combination,0,0,0,0,0,3,0,0,0,0,0
flexible,3,0,0,0,0,0,0,0,0,0,0
subtle,5,0,0,0,0,0,0,0,0,0,0
instrument,0,0,0,0,0,5,0,0,0,0,0
exploit,0,0,0,0,0,2,0,0,0,1,0
supreme,5,0,0,0,0,0,0,0,0,0,0
renew,0,0,0,0,0,0,0,0,0,6,0
interest,0,0,0,0,0,28,0,0,0,2,0
learning,0,0,0,0,0,15,0,0,0,0,0
idea,0,0,0,0,0,16,0,0,0,0,0
augustan,3,0,0,0,0,0,0,0,0,0,0
propriety,0,0,0,0,0,1,0,0,0,0,0
reverence,0,0,0,0,0,1,0,0,0,0,0
specific,1,0,0,0,0,0,0,0,0,0,0
selectively,0,0,1,0,0,0,0,0,0,0,0
view,0,0,0,0,0,17,0,0,0,7,0
antiquity,0,0,0,0,0,8,0,0,0,0,0
shape,0,0,0,0,0,2,0,0,0,3,0
impulse,0,0,0,0,0,4,0,0,0,0,0
derive,0,0,0,0,0,0,0,0,0,21,0
source,0,0,0,0,0,26,0,0,0,0,0
basin,0,0,0,0,0,1,0,0,0,0,0
look,0,0,0,0,0,1,0,0,0,14,0
continental,9,0,0,0,0,0,0,0,0,0,0
individual,8,0,0,0,0,8,0,0,0,0,0
inspiration,0,0,0,0,0,6,0,0,0,0,0
attraction,0,0,0,0,0,6,0,0,0,0,0
intellectualism,0,0,0,0,0,1,0,0,0,0,0
dead,5,0,0,0,0,0,0,0,0,0,0
approach,0,0,0,0,0,1,0,0,0,1,0
structuralism,0,0,0,0,0,1,0,0,0,0,0
phenomenon,0,0,0,0,0,4,0,0,0,0,0
predominantly,0,0,3,0,0,0,0,0,0,0,0
german,2,0,0,0,0,0,0,0,0,0,0
infuse,0,0,0,0,0,0,0,0,0,2,0
host,0,0,0,0,0,5,0,0,0,0,0
publish,0,0,0,0,0,0,0,0,0,49,0
critical,3,0,0,0,0,0,0,0,0,0,0
university,0,0,0,0,0,15,0,0,0,0,0
department,0,0,0,0,0,1,0,0,0,0,0
additional,2,0,0,0,0,0,0,0,0,0,0
exercise,0,0,0,0,0,4,0,0,0,4,0
deconstructionist,1,0,0,0,0,0,0,0,0,0,0
analysis,0,0,0,0,0,1,0,0,0,0,0
philosopher,0,0,0,0,0,8,0,0,0,0,0
past,2,0,0,0,0,1,0,0,0,0,0
imperial,1,0,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,0,7,0,0,0,0,0
globe,0,0,0,0,0,1,0,0,0,0,0
wistful,1,0,0,0,0,0,0,0,0,0,0
hostile,2,0,0,0,0,0,0,0,0,0,0
finally,0,0,6,0,0,0,0,0,0,0,0
certain,17,0,0,0,0,0,0,0,0,0,0
diffusion,0,0,0,0,0,1,0,0,0,0,0
abroad,0,0,6,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,17,0
country,0,0,0,0,0,21,0,0,0,0,0
second,22,0,1,0,0,0,0,0,0,0,0
detach,0,0,0,0,0,0,0,0,0,1,0
strong,14,0,0,0,0,0,0,0,0,0,0
conventional,13,0,0,0,0,0,0,0,0,0,0
category,0,0,0,0,0,4,0,0,0,0,0
bookseller,0,0,0,0,0,1,0,0,0,0,0
list,0,0,0,0,0,6,0,0,0,3,0
dramatist,0,0,0,0,0,21,0,0,0,0,0
world,0,0,0,0,0,39,0,0,0,0,0
renown,0,0,0,0,0,1,0,0,0,0,0
genre,0,0,0,0,0,36,0,0,0,0,0
notoriously,0,0,1,0,0,0,0,0,0,0,0
resistant,1,0,0,0,0,0,0,0,0,0,0
adequate,1,0,0,0,0,0,0,0,0,0,0
difficult,9,0,0,0,0,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,0,6,0
peculiarly,0,0,1,0,0,0,0,0,0,0,0
merit,0,0,0,0,0,3,0,0,0,1,0
inclusion,0,0,0,0,0,1,0,0,0,0,0
rank,0,0,0,0,0,6,0,0,0,5,0
hard,6,0,1,0,0,0,0,0,0,0,0
convey,0,0,0,0,0,0,0,0,0,5,0
foreigner,0,0,0,0,0,1,0,0,0,0,0
fact,0,0,0,0,0,18,0,0,0,0,0
rate,0,0,0,0,0,1,0,0,0,0,0
permit,0,0,0,0,0,0,0,0,0,1,0
bestowal,0,0,0,0,0,1,0,0,0,0,0
label,0,0,0,0,0,2,0,0,0,1,0
idiosyncratic,2,0,0,0,0,0,0,0,0,0,0
travel,0,0,0,0,0,5,0,0,0,3,0
constitute,0,0,0,0,0,0,0,0,0,2,0
counterthrust,0,0,0,0,0,1,0,0,0,0,0
charge,0,0,0,0,0,4,0,0,0,3,0
insularity,0,0,0,0,0,1,0,0,0,0,0
autobiography,0,0,0,0,0,3,0,0,0,0,0
biography,0,0,0,0,0,6,0,0,0,0,0
historical,35,0,0,0,0,0,0,0,0,0,0
child,0,0,0,0,0,20,0,0,0,0,0
fantasy,0,0,0,0,0,2,0,0,0,0,0
essay,0,0,0,0,0,8,0,0,0,1,0
journal,0,0,0,0,0,1,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,5,0
minor,11,0,0,0,0,1,0,0,0,0,0
exceptional,1,0,0,0,0,0,0,0,0,0,0
achievement,0,0,0,0,0,17,0,0,0,0,0
regard,0,0,0,0,0,3,0,0,0,10,0
philosophical,9,0,0,0,0,0,0,0,0,0,0
popularly,0,0,2,0,0,0,0,0,0,0,0
combine,0,0,0,0,0,0,0,0,0,10,0
thinker,0,0,0,0,0,1,0,0,0,0,0
comparison,0,0,0,0,0,6,0,0,0,0,0
lucidity,0,0,0,0,0,2,0,0,0,0,0
grace,0,0,0,0,0,5,0,0,0,0,0
master,0,0,0,0,0,8,0,0,0,0,0
distinguished,5,0,0,0,0,0,0,0,0,0,0
practitioner,0,0,0,0,0,3,0,0,0,0,0
outside,0,7,0,0,0,0,0,0,0,0,0
aforementioned,2,0,0,0,0,0,0,0,0,0,0
adoptive,0,0,0,0,0,1,0,0,0,0,0
instance,0,0,0,0,0,10,0,0,0,0,0
immigrant,0,0,0,0,0,1,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,17,0
british,8,0,0,0,0,0,0,0,0,0,0
family,0,0,0,0,0,30,0,0,0,0,0
soil,0,0,0,0,0,1,0,0,0,0,0
hand,0,0,0,0,0,32,0,0,0,1,0
leave,0,0,0,0,0,1,0,0,0,26,0
carry,0,0,0,0,0,0,0,0,0,12,0
extent,0,0,0,0,0,11,0,0,0,0,0
purely,0,0,3,0,0,0,0,0,0,0,0
extraordinarily,0,0,2,0,0,0,0,0,0,0,0
heterogeneous,2,0,0,0,0,0,0,0,0,0,0
actually,0,0,4,0,0,0,0,0,0,0,0
celtic,5,0,0,0,0,0,0,0,0,0,0
tongue,0,0,0,0,0,4,0,0,0,0,0
prevalent,1,0,0,0,0,0,0,0,0,0,0
treat,0,0,0,0,0,0,0,0,0,11,0
separately,0,0,1,0,0,0,0,0,0,0,0
welsh,3,0,0,0,0,0,0,0,0,0,0
enormously,0,0,2,0,0,0,0,0,0,0,0
recent,4,0,0,0,0,0,0,0,0,0,0
settler,0,0,0,0,0,1,0,0,0,0,0
people,0,0,0,0,0,16,0,0,0,1,0
proper,4,0,0,0,0,0,0,0,0,0,0
indian,1,0,0,0,0,0,0,0,0,0,0
subcontinent,0,0,0,0,0,1,0,0,0,0,0
historically,0,0,4,0,0,0,0,0,0,0,0
dominant,6,0,0,0,0,0,0,0,0,0,0
partner,0,0,0,0,0,3,0,0,0,0,0
union,0,0,0,0,0,5,0,0,0,0,0
territory,0,0,0,0,0,1,0,0,0,0,0
comprise,0,0,0,0,0,0,0,0,0,1,0
enriched,1,0,0,0,0,0,0,0,0,0,0
strongly,0,0,7,0,0,0,0,0,0,0,0
provincial,4,0,0,0,0,0,0,0,0,0,0
metropolitan,3,0,0,0,0,0,0,0,0,0,0
one,0,0,0,0,0,1,0,0,0,0,0
contrast,0,0,0,0,0,10,0,0,0,5,0
fruitful,2,0,0,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,25,0,0,0,0,0
milieus,0,0,0,0,0,0,0,0,0,0,1
observer,0,0,0,0,0,1,0,0,0,0,0
deplore,0,0,0,0,0,0,0,0,0,1,0
survival,0,0,0,0,0,5,0,0,0,0,0
distinction,0,0,0,0,0,5,0,0,0,0,0
far,0,0,12,0,0,0,0,0,0,0,0
cros,0,0,0,0,0,0,0,0,0,1,0
fertilize,0,0,0,0,0,0,0,0,0,1,0
earthy,2,0,0,0,0,0,0,0,0,0,0
demotic,2,0,0,0,0,0,0,0,0,0,0
frequent,3,0,0,0,0,0,0,0,0,0,0
juxtaposition,0,0,0,0,0,1,0,0,0,0,0
royalty,0,0,0,0,0,1,0,0,0,0,0
scene,0,0,0,0,0,29,0,0,0,0,0
plebeian,0,0,0,0,0,2,0,0,0,0,0
awareness,0,0,0,0,0,2,0,0,0,0,0
difference,0,0,0,0,0,3,0,0,0,0,0
high,18,0,3,0,0,0,0,0,0,0,0
low,5,0,0,0,0,1,0,0,0,0,0
state,0,0,0,0,0,19,0,0,0,2,0
affair,0,0,0,0,0,11,0,0,0,0,0
fertile,1,0,0,0,0,0,0,0,0,0,0
creative,1,0,0,0,0,0,0,0,0,0,0
observable,1,0,0,0,0,0,0,0,0,0,0
syntactical,1,0,0,0,0,0,0,0,0,0,0
caesura,0,0,0,0,0,2,0,0,0,0,0
pattern,0,0,0,0,0,6,0,0,0,0,0
occasionally,0,0,7,0,0,0,0,0,0,0,0
vary,0,0,0,0,0,0,0,0,0,4,0
formulaic,1,0,0,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,16,0
stock,0,0,0,0,0,2,0,0,0,0,0
phrase,0,0,0,0,0,4,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,0,5,0
epithet,0,0,0,0,0,2,0,0,0,0,0
depict,0,0,0,0,0,0,0,0,0,15,0
scenery,0,0,0,0,0,3,0,0,0,0,0
recur,0,0,0,0,0,0,0,0,0,5,0
eagle,0,0,0,0,0,3,0,0,0,0,0
wolf,0,0,0,0,0,2,0,0,0,0,0
wait,0,0,0,0,0,0,0,0,0,1,0
battle,0,0,0,0,0,25,0,0,0,0,0
feast,0,0,0,0,0,4,0,0,0,1,0
carrion,0,0,0,0,0,1,0,0,0,0,0
ice,0,0,0,0,0,1,0,0,0,0,0
snow,0,0,0,0,0,1,0,0,0,0,0
sorrow,0,0,0,0,0,3,0,0,0,1,0
formula,0,0,0,0,0,2,0,0,0,0,0
tedious,1,0,0,0,0,0,0,0,0,0,0
impression,0,0,0,0,0,1,0,0,0,0,0
richness,0,0,0,0,0,4,0,0,0,0,0
fund,0,0,0,0,0,1,0,0,0,0,0
kenning,0,0,0,0,0,0,0,0,0,0,1
figurative,3,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,13,0,0,0,0,0
compound,1,0,0,0,0,0,0,0,0,0,0
noun,0,0,0,0,0,1,0,0,0,0,0
swan,0,0,0,0,0,1,0,0,0,0,0
road,0,0,0,0,0,1,0,0,0,0,0
sea,0,0,0,0,0,9,0,0,0,0,0
variation,0,0,0,0,0,2,0,0,0,0,0
repeating,0,0,0,0,0,1,0,0,0,0,0
repetition,0,0,0,0,0,1,0,0,0,0,0
level,1,0,0,0,0,4,0,0,0,0,0
little,19,0,2,0,0,0,0,0,0,0,0
production,0,0,0,0,0,9,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,21,0
extreme,5,0,0,0,0,4,0,0,0,0,0
conservatism,0,0,0,0,0,1,0,0,0,0,0
saxon,21,0,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,22,0
contain,0,0,0,0,0,0,0,0,0,23,0
miscellaneous,2,0,0,0,0,0,0,0,0,0,0
gathering,0,0,0,0,0,1,0,0,0,0,0
riddle,0,0,0,0,0,3,0,0,0,0,0
content,2,0,0,0,0,4,0,0,0,0,0
attribute,0,0,0,0,0,0,0,0,0,15,0
paraphrase,0,0,0,0,0,7,0,0,0,1,0
cathedral,0,0,0,0,0,3,0,0,0,0,0
library,0,0,0,0,0,4,0,0,0,0,0
saint,0,0,0,0,0,8,0,0,0,0,0
homily,0,0,0,0,0,13,0,0,0,0,0
rendering,0,0,0,0,0,5,0,0,0,0,0
consolatione,0,0,0,0,0,0,0,0,0,0,1
philosophiae,0,0,0,0,0,0,0,0,0,0,1
philosophy,0,0,0,0,0,8,0,0,0,0,0
magical,2,0,0,0,0,0,0,0,0,0,0
miscellaneously,0,0,1,0,0,0,0,0,0,0,0
intersperse,0,0,0,0,0,0,0,0,0,5,0
jot,0,0,0,0,0,0,0,0,0,1,0
margin,0,0,0,0,0,1,0,0,0,0,0
stone,0,0,0,0,0,3,0,0,0,0,0
metal,0,0,0,0,0,1,0,0,0,0,0
closely,0,0,5,0,0,0,0,0,0,0,0
fall,0,0,0,0,0,15,0,0,0,19,0
death,0,0,0,0,0,69,0,0,0,0,0
fix,0,0,0,0,0,0,0,0,0,3,0
commemorate,0,0,0,0,0,0,0,0,0,5,0
dream,0,0,0,0,0,18,0,0,0,1,0
rood,0,0,0,0,0,6,0,0,0,0,0
excerpt,0,0,0,0,0,1,0,0,0,0,0
carve,0,0,0,0,0,0,0,0,0,3,0
absence,0,0,0,0,0,5,0,0,0,0,0
indication,0,0,0,0,0,2,0,0,0,0,0
scholarly,6,0,0,0,0,0,0,0,0,0,0
consensus,0,0,0,0,0,4,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,41,0
uncertainty,0,0,0,0,0,5,0,0,0,0,0
hold,0,0,0,0,0,0,0,0,0,14,0
assume,0,0,0,0,0,0,0,0,0,3,0
belief,0,0,0,0,0,9,0,0,0,0,0
accurately,0,0,2,0,0,0,0,0,0,0,0
few,2,0,0,0,0,0,0,0,0,0,0
particular,9,0,0,0,0,1,0,0,0,0,0
considerable,6,0,0,0,0,0,0,0,0,0,0
wove,0,0,0,0,0,0,0,0,0,1,0
runic,4,0,0,0,0,0,0,0,0,0,0
signature,0,0,0,0,0,2,0,0,0,0,0
epilogue,0,0,0,0,0,4,0,0,0,0,0
aside,0,0,4,0,0,0,0,0,0,0,0
probably,0,0,39,0,0,0,0,0,0,0,0
fate,0,0,0,0,0,10,0,0,0,0,0
apostle,0,0,0,0,0,2,0,0,0,0,0
martyrology,0,0,0,0,0,2,0,0,0,0,0
passion,0,0,0,0,0,3,0,0,0,0,0
emperor,0,0,0,0,0,2,0,0,0,0,0
describe,0,0,0,0,0,0,0,0,0,23,0
mission,0,0,0,0,0,10,0,0,0,0,0
mother,0,0,0,0,0,11,0,0,0,0,0
recover,0,0,0,0,0,0,0,0,0,7,0
cross,0,0,0,0,0,5,0,0,0,2,0
lucid,2,0,0,0,0,0,0,0,0,0,0
technically,0,0,3,0,0,0,0,0,0,0,0
elegant,3,0,0,0,0,0,0,0,0,0,0
evangelical,1,0,0,0,0,0,0,0,0,0,0
triumph,0,0,0,0,0,7,0,0,0,2,0
matter,0,0,0,0,0,29,0,0,0,0,0
apocryphal,2,0,0,0,0,0,0,0,0,0,0
cannibalistic,1,0,0,0,0,0,0,0,0,0,0
presumably,0,0,6,0,0,0,0,0,0,0,0
mythical,1,0,0,0,0,0,0,0,0,0,0
affinity,0,0,0,0,0,4,0,0,0,0,0
loyal,5,0,0,0,0,0,0,0,0,0,0
thane,0,0,0,0,0,1,0,0,0,0,1
tragic,22,0,0,0,0,0,0,0,0,0,0
paradox,0,0,0,0,0,6,0,0,0,0,0
echo,0,0,0,0,0,0,0,0,0,5,0
movingly,0,0,1,0,0,0,0,0,0,0,0
humankind,0,0,0,0,0,11,0,0,0,0,0
redemption,0,0,0,0,0,7,0,0,0,0,0
sin,0,0,0,0,0,9,0,0,0,0,0
intricate,3,0,0,0,0,0,0,0,0,0,0
diction,0,0,0,0,0,7,0,0,0,0,0
bold,2,0,0,0,0,0,0,0,0,0,0
imagery,0,0,0,0,0,4,0,0,0,0,0
fragmentary,7,0,0,0,0,0,0,0,0,0,0
stirringly,0,0,1,0,0,0,0,0,0,0,0
embellish,0,0,0,0,0,0,0,0,0,2,0
heroine,0,0,0,0,0,8,0,0,0,0,0
victory,0,0,0,0,0,10,0,0,0,0,0
term,0,0,0,0,0,21,0,0,0,0,0
elegy,0,0,0,0,0,19,0,0,0,0,0
lament,0,0,0,0,0,7,0,0,0,3,0
loss,0,0,0,0,0,11,0,0,0,0,0
worldly,6,0,0,0,0,0,0,0,0,0,0
glory,0,0,0,0,0,6,0,0,0,1,0
human,39,0,0,0,0,1,0,0,0,0,0
companionship,0,0,0,0,0,3,0,0,0,0,0
wanderer,0,0,0,0,0,2,0,0,0,0,0
narrate,0,0,0,0,0,0,0,0,0,3,0
deprive,0,0,0,0,0,0,0,0,0,2,0
kinsman,0,0,0,0,0,2,0,0,0,0,0
realization,0,0,0,0,0,4,0,0,0,0,0
stability,0,0,0,0,0,2,0,0,0,0,0
heaven,0,0,0,0,0,9,0,0,0,0,0
seafarer,0,0,0,0,0,1,0,0,0,0,0
similar,19,0,0,0,0,0,0,0,0,0,0
motif,0,0,0,0,0,4,0,0,0,0,0
explicitly,0,0,3,0,0,0,0,0,0,0,0
symbolize,0,0,0,0,0,0,0,0,0,1,0
speaker,0,0,0,0,0,9,0,0,0,0,0
spiritual,9,0,0,0,0,0,0,0,0,0,0
yearning,0,0,0,0,0,1,0,0,0,0,0
husband,0,0,0,0,0,17,0,0,0,0,0
message,0,0,0,0,0,6,0,0,0,0,0
wife,0,0,0,0,0,46,0,0,0,0,0
situation,0,0,0,0,0,11,0,0,0,0,0
separation,0,0,0,0,0,7,0,0,0,0,0
exile,0,0,0,0,0,6,0,0,0,2,0
bridge,0,0,0,0,0,0,0,0,0,1,0
gap,0,0,0,0,0,3,0,0,0,0,0
allude,0,0,0,0,0,0,0,0,0,1,0
sorrowful,1,0,0,0,0,0,0,0,0,0,0
prince,0,0,0,0,0,9,0,0,0,0,0
tribe,0,0,0,0,0,4,0,0,0,0,0
southern,2,0,0,0,0,0,0,0,0,0,0
monstrous,3,0,0,0,0,0,0,0,0,0,0
fire,0,0,0,0,0,5,0,0,0,0,0
breathe,0,0,0,0,0,0,0,0,0,2,0
dragon,0,0,0,0,0,3,0,0,0,0,0
account,0,0,0,0,0,28,0,0,0,1,0
marvelous,4,0,0,0,0,0,0,0,0,0,0
background,0,0,0,0,0,5,0,0,0,0,0
temporary,3,0,0,0,0,0,0,0,0,0,0
strife,0,0,0,0,0,7,0,0,0,0,0
cast,0,0,0,0,0,2,0,0,0,2,0
passage,0,0,0,0,0,13,0,0,0,0,0
foe,0,0,0,0,0,1,0,0,0,0,0
enemy,0,0,0,0,0,11,0,0,0,0,0
champion,0,0,0,0,0,4,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,14,0
fast,0,0,4,0,0,0,0,0,0,0,0
paced,1,0,0,0,0,0,0,0,0,0,0
stirring,1,0,0,0,0,0,0,0,0,0,0
caption,0,0,0,0,0,20,0,0,0,0,12
illustration,0,0,0,0,0,5,0,0,0,0,0
panegyric,0,0,0,0,0,5,0,0,0,0,0
occasion,0,0,0,0,0,5,0,0,0,1,0
coalition,0,0,0,0,0,1,0,0,0,0,0
defeat,0,0,0,0,0,7,0,0,0,5,0
army,0,0,0,0,0,3,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,0,10,0
ideal,1,0,0,0,0,8,0,0,0,0,0
determination,0,0,0,0,0,3,0,0,0,0,0
avenge,0,0,0,0,0,0,0,0,0,6,0
die,0,0,0,0,0,0,0,0,0,32,0
cowardice,0,0,0,0,0,1,0,0,0,0,0
catalog,0,0,0,0,0,1,0,0,0,0,0
ruler,0,0,0,0,0,5,0,0,0,0,0
dialogue,0,0,0,0,0,9,0,0,0,0,0
metrical,5,0,0,0,0,0,0,0,0,0,0
preface,0,0,0,0,0,5,0,0,0,0,0
alfredian,1,0,0,0,0,0,0,0,0,0,0
liturgical,4,0,0,0,0,0,0,0,0,0,0
code,0,0,0,0,0,6,0,0,0,0,0
arrival,0,0,0,0,0,3,0,0,0,0,0
similarly,0,0,7,0,0,0,0,0,0,0,0
will,0,0,0,0,0,1,0,0,0,0,0
charter,0,0,0,0,0,2,0,0,0,0,0
monk,0,0,0,0,0,7,0,0,0,0,0
finish,0,0,0,0,0,0,0,0,0,6,0
medical,1,0,0,0,0,0,0,0,0,0,0
quadrupedibus,0,0,0,0,0,0,0,0,0,0,1
likely,6,0,3,0,0,0,0,0,0,0,0
eager,3,0,0,0,0,0,0,0,0,0,0
vigorous,5,0,0,0,0,0,0,0,0,0,0
program,0,0,0,0,0,4,0,0,0,0,0
necessary,3,0,0,0,0,0,0,0,0,0,0
literal,1,0,0,0,0,0,0,0,0,0,0
restructure,0,0,0,0,0,0,0,0,0,1,0
revise,0,0,0,0,0,0,0,0,0,4,0
explicit,4,0,0,0,0,0,0,0,0,0,0
commentator,0,0,0,0,0,3,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,26,0
radically,0,0,1,0,0,0,0,0,0,0,0
depart,0,0,0,0,0,0,0,0,0,1,0
number,0,0,0,0,0,20,0,0,0,0,0
urging,0,0,0,0,0,1,0,0,0,0,0
anonymous,18,0,0,0,0,0,0,0,0,0,0
scholar,0,0,0,0,0,17,0,0,0,0,0
ecclesiastica,0,0,0,0,0,0,0,0,0,0,1
gentis,0,0,0,0,0,0,0,0,0,0,1
historiarum,0,0,0,0,0,0,0,0,0,0,1
adversum,0,0,0,0,0,0,0,0,0,0,1
paganos,0,0,0,0,0,0,0,0,0,0,1
libri,0,0,0,0,0,0,0,0,0,0,1
vii,0,0,0,0,0,0,0,0,0,0,1
seven,0,0,0,0,0,0,17,0,0,0,0
abridged,1,0,0,0,0,0,0,0,0,0,0
slavishly,0,0,1,0,0,0,0,0,0,0,0
translator,0,0,0,0,0,5,0,0,0,0,0
geography,0,0,0,0,0,1,0,0,0,0,0
voyage,0,0,0,0,0,2,0,0,0,0,0
geographical,1,0,0,0,0,0,0,0,0,0,0
friendly,1,0,0,0,0,0,0,0,0,0,0
commerce,0,0,0,0,0,3,0,0,0,0,0
possible,14,0,0,0,0,0,0,0,0,0,0
danish,2,0,0,0,0,0,0,0,0,0,0
war,0,0,0,0,0,24,0,0,0,0,0
originate,0,0,0,0,0,0,0,0,0,4,0
annal,0,0,0,0,0,6,0,0,0,0,0
laconic,2,0,0,0,0,0,0,0,0,0,0
entry,0,0,0,0,0,4,0,0,0,0,0
record,0,0,0,0,0,10,0,0,0,7,0
feud,0,0,0,0,0,3,0,0,0,0,0
west,2,0,0,0,0,0,0,0,0,0,0
king,0,0,0,0,0,61,0,0,0,0,0
usurper,0,0,0,0,0,1,0,0,0,0,0
cover,0,0,0,0,0,3,0,0,0,3,0
full,2,0,0,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,0,5,0
exist,0,0,0,0,0,0,0,0,0,9,0
version,0,0,0,0,0,31,0,0,0,0,0
excellent,3,0,0,0,0,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,4,0
midto,1,0,0,0,0,0,0,0,0,0,0
impose,0,0,0,0,0,0,0,0,0,2,0
order,0,0,0,0,0,23,0,0,0,4,0
discipline,0,0,0,0,0,5,0,0,0,0,0
monastic,5,0,0,0,0,0,0,0,0,0,0
establishment,0,0,0,0,0,3,0,0,0,0,0
lax,1,0,0,0,0,0,0,0,0,0,0
bishop,0,0,0,0,0,12,0,0,0,0,0
leader,0,0,0,0,0,6,0,0,0,0,0
reform,0,0,0,0,0,4,0,0,0,1,0
prolific,4,0,0,0,0,0,0,0,0,0,0
pupil,0,0,0,0,0,3,0,0,0,0,0
abbot,0,0,0,0,0,2,0,0,0,0,0
vol,0,0,0,0,0,1,0,0,0,0,0
grammar,0,0,0,0,0,3,0,0,0,0,0
treatise,0,0,0,0,0,11,0,0,0,0,0
natural,6,0,0,0,0,0,0,0,0,0,0
pastoral,22,0,0,0,0,4,0,0,0,0,0
supply,0,0,0,0,0,0,0,0,0,2,0
glossarist,0,0,0,0,0,1,0,0,0,0,0
fascinating,1,0,0,0,0,0,0,0,0,0,0
glimpse,0,0,0,0,0,3,0,0,0,0,0
classroom,0,0,0,0,0,1,0,0,0,0,0
astonishing,3,0,0,0,0,0,0,0,0,0,0
rhetorical,6,0,0,0,0,0,0,0,0,0,0
frequently,0,0,12,0,0,0,0,0,0,0,0
ostentation,0,0,0,0,0,1,0,0,0,0,0
loosely,0,0,4,0,0,0,0,0,0,0,0
imitate,0,0,0,0,0,0,0,0,0,7,0
rhythm,0,0,0,0,0,8,0,0,0,0,0
archbishop,0,0,0,0,0,1,0,0,0,0,0
legal,6,0,0,0,0,0,0,0,0,0,0
civil,11,0,0,0,0,0,0,0,0,0,0
ecclesiastical,7,0,0,0,0,0,0,0,0,0,0
ferocious,1,0,0,0,0,0,0,0,0,0,0
denunciation,0,0,0,0,0,3,0,0,0,0,0
judge,0,0,0,0,0,0,0,0,0,2,0
extant,13,0,0,0,0,0,0,0,0,0,0
textbook,0,0,0,0,0,1,0,0,0,0,0
calendar,0,0,0,0,0,3,0,0,0,0,0
ornate,1,0,0,0,0,0,0,0,0,0,0
numerous,7,0,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,0,16,0,0,0,0,0
penitential,2,0,0,0,0,0,0,0,0,0,0
handbook,0,0,0,0,0,3,0,0,0,0,0
millennium,0,0,0,0,0,1,0,0,0,0,0
securely,0,0,1,0,0,0,0,0,0,0,0
continued,1,0,0,0,0,0,0,0,0,0,0
vigour,0,0,0,0,0,2,0,0,0,0,0
show,0,0,0,0,0,1,0,0,0,25,0
deduce,0,0,0,0,0,0,0,0,0,2,0
highlight,0,0,0,0,0,0,0,0,0,4,0
theologian,0,0,0,0,0,4,0,0,0,0,0
historian,0,0,0,0,0,5,0,0,0,0,0
birth,0,0,0,0,0,11,0,0,0,0,0
universal,7,0,0,0,0,0,0,0,0,0,0
