word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,SCONJ,VERB,X
instruction,0,0,0,0,0,1,0,0,0,0
envoy,0,0,0,0,0,1,0,0,0,0
agent,0,0,0,0,0,2,0,0,0,0
space,0,0,0,0,0,4,0,0,0,0
judicial,2,0,0,0,0,0,0,0,0,0
secretarial,1,0,0,0,0,0,0,0,0,0
room,0,0,0,0,0,1,0,0,0,0
storage,0,0,0,0,0,1,0,0,0,0
bulge,0,0,0,0,0,0,0,0,1,0
archive,0,0,0,0,0,1,0,0,0,0
air,0,0,0,0,0,2,0,0,0,0
ceremonial,1,0,0,0,0,0,0,0,0,0
setting,0,0,0,0,0,2,0,0,0,0
interact,0,0,0,0,0,0,0,0,2,0
receive,0,0,0,0,0,0,0,0,3,0
foreign,3,0,0,0,0,0,0,0,0,0
visitor,0,0,0,0,0,1,0,0,0,0
need,0,0,0,0,0,5,0,0,2,0
join,0,0,0,0,0,0,0,0,2,0
blend,0,0,0,0,0,1,0,0,1,0
one,0,0,0,0,0,2,0,0,0,0
alongside,0,2,0,0,0,0,0,0,0,0
church,0,0,0,0,0,6,0,0,0,0
monastery,0,0,0,0,0,3,0,0,0,0
patron,0,0,0,0,0,3,0,0,0,0
builder,0,0,0,0,0,1,0,0,0,0
sculptor,0,0,0,0,0,2,0,0,0,0
person,0,0,0,0,0,3,0,0,0,0
program,0,0,0,0,0,6,0,0,0,0
building,0,0,0,0,0,1,0,0,0,0
decoration,0,0,0,0,0,1,0,0,0,0
intend,0,0,0,0,0,0,0,0,2,0
symbolize,0,0,0,0,0,0,0,0,1,0
portray,0,0,0,0,0,0,0,0,2,0
beneficence,0,0,0,0,0,1,0,0,0,0
communicate,0,0,0,0,0,0,0,0,3,0
good,7,0,0,0,0,8,0,0,0,0
accompany,0,0,0,0,0,0,0,0,1,0
ideology,0,0,0,0,0,1,0,0,0,0
rhetoric,0,0,0,0,0,8,0,0,0,0
conscious,2,0,0,0,0,0,0,0,0,0
blessing,0,0,0,0,0,1,0,0,0,0
responsibility,0,0,0,0,0,1,0,0,0,0
absorb,0,0,0,0,0,0,0,0,5,0
protective,1,0,0,0,0,0,0,0,0,0
associative,1,0,0,0,0,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,2,0
clan,0,0,0,0,0,1,0,0,0,0
guild,0,0,0,0,0,2,0,0,0,0
party,0,0,0,0,0,3,0,0,0,0
claim,0,0,0,0,0,2,0,0,4,0
foster,0,0,0,0,0,0,0,0,2,0
individualism,0,0,0,0,0,1,0,0,0,0
association,0,0,0,0,0,2,0,0,0,0
problematic,1,0,0,0,0,0,0,0,0,0
individual,3,0,0,0,0,2,0,0,0,0
vague,1,0,0,0,0,0,0,0,0,0
concept,0,0,0,0,0,1,0,0,0,0
lend,0,0,0,0,0,0,0,0,2,0
different,4,0,0,0,0,0,0,0,0,0
meaning,0,0,0,0,0,3,0,0,0,0
argue,0,0,0,0,0,0,0,0,6,0
example,0,0,0,0,0,10,0,0,0,0
enhance,0,0,0,0,0,0,0,0,3,0
right,0,0,0,0,0,2,0,0,0,0
participatory,1,0,0,0,0,0,0,0,0,0
promote,0,0,0,0,0,0,0,0,2,0
consciousness,0,0,0,0,0,3,0,0,0,0
effective,3,0,0,0,0,0,0,0,0,0
controller,0,0,0,0,0,1,0,0,0,0
voluntary,1,0,0,0,0,0,0,0,0,0
respect,0,0,0,0,0,2,0,0,0,0
operate,0,0,0,0,0,0,0,0,1,0
international,5,0,0,0,0,0,0,0,0,0
market,0,0,0,0,0,6,0,0,0,0
freedom,0,0,0,0,0,5,0,0,0,0
tradespeople,0,0,0,0,0,1,0,0,0,0
subject,3,0,0,0,0,8,0,0,0,0
restriction,0,0,0,0,0,1,0,0,0,0
price,0,0,0,0,0,1,0,0,0,0
quality,0,0,0,0,0,2,0,0,0,0
usury,0,0,0,0,0,1,0,0,0,0
ideal,1,0,0,0,0,7,0,0,0,0
mercantilism,0,0,0,0,0,1,0,0,0,0
amid,0,2,0,0,0,0,0,0,0,0
confusion,0,0,0,0,0,2,0,0,0,0
pattern,0,0,0,0,0,1,0,0,0,0
revolve,0,0,0,0,0,0,0,0,4,0
papal,3,0,0,0,0,0,0,0,0,0
imperial,6,0,0,0,0,0,0,0,0,0
orbit,0,0,0,0,0,1,0,0,1,0
assert,0,0,0,0,0,0,0,0,2,0
dominance,0,0,0,0,0,1,0,0,0,0
evolve,0,0,0,0,0,0,0,0,2,0
ambitious,2,0,0,0,0,0,0,0,0,0
especially,0,0,6,0,0,0,0,0,0,0
domestic,2,0,0,0,0,0,0,0,0,0
bid,0,0,0,0,0,1,0,0,0,0
wide,3,0,0,0,0,0,0,0,0,0
peninsula,0,0,0,0,0,3,0,0,0,0
attempt,0,0,0,0,0,1,0,0,1,0
expand,0,0,0,0,0,0,0,0,3,0
push,0,0,0,0,0,0,0,0,1,0
milanese,2,0,0,0,0,0,0,0,0,0
eastward,0,0,1,0,0,0,0,0,0,0
far,0,0,3,0,0,0,0,0,0,0
doorstep,0,0,0,0,0,1,0,0,0,0
southward,0,0,3,0,0,0,0,0,0,0
believe,0,0,0,0,0,0,0,0,7,0
king,0,0,0,0,0,12,0,0,0,0
true,7,0,0,0,0,0,0,0,0,0
overrun,0,0,0,0,0,0,0,0,2,0
outpost,0,0,0,0,0,1,0,0,0,0
resistance,0,0,0,0,0,1,0,0,0,0
die,0,0,0,0,0,0,0,0,5,0
suddenly,0,0,1,0,0,0,0,0,0,0
divided,1,0,0,0,0,0,0,0,0,0
coat,0,0,0,0,0,1,0,0,0,0
arm,0,0,0,0,0,5,0,0,0,0
show,0,0,0,0,0,0,0,0,7,0
artist,0,0,0,0,0,6,0,0,0,0
patronize,0,0,0,0,0,0,0,0,1,0
territorial,1,0,0,0,0,0,0,0,0,0
ambition,0,0,0,0,0,3,0,0,0,0
block,0,0,0,0,0,1,0,0,1,0
advance,0,0,0,0,0,3,0,0,0,0
side,0,0,0,0,0,3,0,0,1,0
neutral,1,0,0,0,0,0,0,0,0,0
accord,0,0,0,0,0,0,0,0,8,0
interest,0,0,0,0,0,4,0,0,0,0
embroil,0,0,0,0,0,0,0,0,1,0
turmoil,0,0,0,0,0,1,0,0,0,0
intrigue,0,0,0,0,0,1,0,0,0,0
plot,0,0,0,0,0,1,0,0,0,0
revolt,0,0,0,0,0,1,0,0,1,0
shift,0,0,0,0,0,1,0,0,2,0
alliance,0,0,0,0,0,4,0,0,0,0
sensational,1,0,0,0,0,0,0,0,0,0
reversal,0,0,0,0,0,1,0,0,0,0
venetian,1,0,0,0,0,0,0,0,0,0
diplomatic,1,0,0,0,0,0,0,0,0,0
revolution,0,0,0,0,0,6,0,0,0,0
support,0,0,0,0,0,1,0,0,2,0
unofficial,1,0,0,0,0,0,0,0,0,0
head,0,0,0,0,0,3,0,0,0,0
florentine,8,0,0,0,0,0,0,0,0,0
significant,4,0,0,0,0,0,0,0,0,0
illustration,0,0,0,0,0,4,0,0,0,0
balance,0,0,0,0,0,3,0,0,0,0
spell,0,0,0,0,0,0,0,0,1,0
sympathetic,2,0,0,0,0,0,0,0,0,0
holy,2,0,0,0,0,0,0,0,0,0
oppose,0,0,0,0,0,0,0,0,3,0
split,0,0,0,0,0,1,0,0,1,0
contribute,0,0,0,0,0,0,0,0,4,0
chronic,1,0,0,0,0,0,0,0,0,0
derive,0,0,0,0,0,0,0,0,6,0
dynasty,0,0,0,0,0,2,0,0,0,0
duke,0,0,0,0,0,3,0,0,0,0
throne,0,0,0,0,0,1,0,0,0,0
castle,0,0,0,0,0,1,0,0,0,0
opponent,0,0,0,0,0,2,0,0,0,0
famous,5,0,0,0,0,0,0,0,0,0
try,0,0,0,0,0,0,0,0,6,0
reassert,0,0,0,0,0,0,0,0,2,0
authority,0,0,0,0,0,4,0,0,0,0
expedition,0,0,0,0,0,4,0,0,0,0
lombard,1,0,0,0,0,0,0,0,0,0
wish,0,0,0,0,0,0,0,0,1,0
preserve,0,0,0,0,0,0,0,0,2,0
elect,0,0,0,0,0,0,0,0,2,0
gain,0,0,0,0,0,0,0,0,4,0
seek,0,0,0,0,0,0,0,0,5,0
prerogative,0,0,0,0,0,2,0,0,0,0
interference,0,0,0,0,0,1,0,0,0,0
reign,0,0,0,0,0,1,0,0,1,0
intensify,0,0,0,0,0,0,0,0,1,0
antagonism,0,0,0,0,0,1,0,0,0,0
represent,0,0,0,0,0,0,0,0,6,0
aristocrat,0,0,0,0,0,1,0,0,0,0
wealthy,1,0,0,0,0,0,0,0,0,0
ferocious,1,0,0,0,0,0,0,0,0,0
twice,0,0,1,0,0,0,0,0,0,0
invade,0,0,0,0,0,0,0,0,1,0
ghibelline,1,0,0,0,0,0,0,0,0,0
ally,0,0,0,0,0,2,0,0,0,0
loss,0,0,0,0,0,2,0,0,0,0
southern,5,0,0,0,0,0,0,0,0,0
final,5,0,0,0,0,0,0,0,0,0
extinction,0,0,0,0,0,1,0,0,0,0
line,0,0,0,0,0,3,0,0,0,0
sphere,0,0,0,0,0,3,0,0,0,0
constitute,0,0,0,0,0,0,0,0,1,0
angevin,2,0,0,0,0,0,0,0,0,0
presence,0,0,0,0,0,1,0,0,0,0
ruler,0,0,0,0,0,7,0,0,0,0
triumph,0,0,0,0,0,2,0,0,1,0
conservative,1,0,0,0,0,1,0,0,0,0
own,0,0,0,0,0,0,0,0,1,0
interested,1,0,0,0,0,0,0,0,0,0
maintain,0,0,0,0,0,0,0,0,4,0
holding,0,0,0,0,0,1,0,0,0,0
nostalgia,0,0,0,0,0,1,0,0,0,0
wane,0,0,0,0,0,0,0,0,1,0
briefly,0,0,3,0,0,0,0,0,0,0
course,0,0,0,0,0,7,0,0,1,0
rapidly,0,0,2,0,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,2,0
significance,0,0,0,0,0,1,0,0,0,0
interfere,0,0,0,0,0,0,0,0,1,0
move,0,0,0,0,0,0,0,0,5,0
imply,0,0,0,0,0,0,0,0,2,0
wisdom,0,0,0,0,0,5,0,0,0,0
myth,0,0,0,0,0,2,0,0,0,0
invention,0,0,0,0,0,5,0,0,0,0
style,0,0,0,0,0,5,0,0,0,0
permeate,0,0,0,0,0,0,0,0,1,0
culture,0,0,0,0,0,11,0,0,0,0
counting,0,0,0,0,0,1,0,0,0,0
author,0,0,0,0,0,12,0,0,0,0
text,0,0,0,0,0,6,0,0,0,0
discover,0,0,0,0,0,0,0,0,1,0
original,1,0,0,0,0,2,0,0,0,0
copy,0,0,0,0,0,4,0,0,3,0
monastic,2,0,0,0,0,0,0,0,0,0
cathedral,0,0,0,0,0,1,0,0,0,0
library,0,0,0,0,0,2,0,0,0,0
antiquity,0,0,0,0,0,7,0,0,0,0
save,0,0,0,0,0,0,0,0,2,0
destruction,0,0,0,0,0,1,0,0,0,0
oblivion,0,0,0,0,0,1,0,0,0,0
pass,0,0,0,0,0,0,0,0,2,0
posterity,0,0,0,0,0,2,0,0,0,0
beautiful,1,0,0,0,0,0,0,0,0,0
minuscule,1,0,0,0,0,0,0,0,0,0
script,0,0,0,0,0,3,0,0,0,0
latin,6,0,0,0,0,0,0,0,0,0
poetry,0,0,0,0,0,11,0,0,0,0
science,0,0,0,0,0,14,0,0,0,0
writing,0,0,0,0,0,8,0,0,0,0
substance,0,0,0,0,0,2,0,0,0,0
justifiably,0,0,1,0,0,0,0,0,0,0
unique,1,0,0,0,0,0,0,0,0,0
page,0,0,0,0,0,4,0,0,0,0
bce,0,0,0,0,0,2,0,0,0,0
study,0,0,0,0,0,15,0,0,6,0
virtually,0,0,2,0,0,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,4,0
churchman,0,0,0,0,0,2,0,0,0,0
order,0,0,0,0,0,6,0,0,0,0
boast,0,0,0,0,0,0,0,0,1,0
literate,2,0,0,0,0,0,0,0,0,0
taste,0,0,0,0,0,2,0,0,0,0
literary,13,0,0,0,0,0,0,0,0,0
profession,0,0,0,0,0,1,0,0,0,0
specialized,2,0,0,0,0,0,0,0,0,0
education,0,0,0,0,0,5,0,0,0,0
dictatores,0,0,0,0,0,0,0,0,0,1
teacher,0,0,0,0,0,4,0,0,0,0
practical,3,0,0,0,0,0,0,0,0,0
lawyer,0,0,0,0,0,4,0,0,0,0
present,2,0,0,0,0,0,0,0,1,0
notary,0,0,0,0,0,2,0,0,0,0
combination,0,0,0,0,0,2,0,0,0,0
solicitor,0,0,0,0,0,1,0,0,0,0
recorder,0,0,0,0,0,1,0,0,0,0
kind,0,0,0,0,0,3,0,0,0,0
flourish,0,0,0,0,0,0,0,0,2,0
paduan,4,0,0,0,0,0,0,0,0,0
classicism,0,0,0,0,0,2,0,0,0,0
product,0,0,0,0,0,1,0,0,0,0
vigorous,2,0,0,0,0,0,0,0,0,0
coincide,0,0,0,0,0,0,0,0,2,0
jurist,0,0,0,0,0,1,0,0,0,0
train,0,0,0,0,0,0,0,0,1,0
dictatore,0,0,0,0,0,2,0,0,0,0
stem,0,0,0,0,0,0,0,0,2,0
professional,2,0,0,0,0,0,0,0,0,0
affinity,0,0,0,0,0,1,0,0,0,0
classicist,0,0,0,0,0,2,0,0,0,0
poet,0,0,0,0,0,14,0,0,0,0
playwright,0,0,0,0,0,1,0,0,0,0
politician,0,0,0,0,0,2,0,0,0,0
play,0,0,0,0,0,3,0,0,0,0
model,0,0,0,0,0,8,0,0,2,0
tragedy,0,0,0,0,0,2,0,0,0,0
type,0,0,0,0,0,6,0,0,0,0
use,0,0,0,0,0,8,0,0,0,0
little,4,0,0,0,0,0,0,0,0,0
comprehension,0,0,0,0,0,1,0,0,0,0
vast,6,0,0,0,0,0,0,0,0,0
historical,2,0,0,0,0,0,0,0,0,0
gulf,0,0,0,0,0,1,0,0,0,0
separate,2,0,0,0,0,0,0,0,1,0
medical,3,0,0,0,0,0,0,0,0,0
textbook,0,0,0,0,0,2,0,0,0,0
anatomy,0,0,0,0,0,2,0,0,0,0
lesson,0,0,0,0,0,3,0,0,0,0
student,0,0,0,0,0,3,0,0,0,0
witness,0,0,0,0,0,0,0,0,3,0
dissection,0,0,0,0,0,1,0,0,0,0
body,0,0,0,0,0,9,0,0,0,0
fully,0,0,1,0,0,0,0,0,0,0
civilization,0,0,0,0,0,1,0,0,0,0
apart,0,0,1,0,0,0,0,0,0,0
outline,0,0,0,0,0,0,0,0,1,0
classically,0,0,1,0,0,0,0,0,0,0
orient,0,0,0,0,0,0,0,0,1,0
bare,1,0,0,0,0,0,0,0,0,0
focus,0,0,0,0,0,1,0,0,0,0
insight,0,0,0,0,0,1,0,0,0,0
speech,0,0,0,0,0,1,0,0,0,0
vehicle,0,0,0,0,0,1,0,0,0,0
grammar,0,0,0,0,0,4,0,0,0,0
reading,0,0,0,0,0,2,0,0,0,0
careful,1,0,0,0,0,0,0,0,0,0
imitation,0,0,0,0,0,2,0,0,0,0
linguistic,3,0,0,0,0,0,0,0,0,0
point,0,0,0,0,0,5,0,0,1,0
entire,2,0,0,0,0,0,0,0,0,0
mastery,0,0,0,0,0,4,0,0,0,0
attainment,0,0,0,0,0,1,0,0,0,0
eloquence,0,0,0,0,0,7,0,0,0,0
merely,0,0,1,0,0,0,0,0,0,0
possession,0,0,0,0,0,2,0,0,0,0
elegant,4,0,0,0,0,0,0,0,0,0
persuasion,0,0,0,0,0,1,0,0,0,0
union,0,0,0,0,0,2,0,0,0,0
elegance,0,0,0,0,0,1,0,0,0,0
virtue,0,0,0,0,0,3,0,0,0,0
orator,0,0,0,0,0,2,0,0,0,0
moral,7,0,0,0,0,1,0,0,0,0
purpose,0,0,0,0,0,2,0,0,0,0
persuade,0,0,0,0,0,0,0,0,1,0
woman,0,0,0,0,0,5,0,0,0,0
say,0,0,0,0,0,0,0,0,1,0
statement,0,0,0,0,0,1,0,0,0,0
stand,0,0,0,0,0,0,0,0,1,0
slogan,0,0,0,0,0,1,0,0,0,0
well,1,0,5,0,0,0,0,0,0,0
truth,0,0,0,0,0,2,0,0,0,0
humanity,0,0,0,0,0,3,0,0,0,0
lead,0,0,0,0,0,0,0,0,6,0
generation,0,0,0,0,0,4,0,0,0,0
manner,0,0,0,0,0,3,0,0,0,0
acquire,0,0,0,0,0,0,0,0,2,0
learning,0,0,0,0,0,4,0,0,0,0
dignity,0,0,0,0,0,3,0,0,0,0
ethos,0,0,0,0,0,1,0,0,0,0
lacking,1,0,0,0,0,0,0,0,0,0
studia,0,0,0,0,0,0,0,0,0,2
humanitatis,0,0,0,0,0,0,0,0,0,2
elaborate,0,0,0,0,0,0,0,0,2,0
liberal,2,0,0,0,0,0,0,0,0,0
curriculum,0,0,0,0,0,3,0,0,0,0
conceive,0,0,0,0,0,0,0,0,4,0
poem,0,0,0,0,0,8,0,0,0,0
address,0,0,0,0,0,0,0,0,1,0
idealized,1,0,0,0,0,0,0,0,0,0
beloved,0,0,0,0,0,1,0,0,0,0
flowering,0,0,0,0,0,2,0,0,0,0
lyric,2,0,0,0,0,0,0,0,0,0
fascinate,0,0,0,0,0,0,0,0,1,0
seven,0,0,0,0,0,0,1,0,0,0
agree,0,0,0,0,0,0,0,0,1,0
favorite,0,0,0,0,0,1,0,0,0,0
nod,0,0,0,0,0,1,0,0,0,0
music,0,0,0,0,0,1,0,0,0,0
mathematic,0,0,0,0,0,6,0,0,0,0
teaching,0,0,0,0,0,4,0,0,0,0
insist,0,0,0,0,0,0,0,0,2,0
possible,2,0,0,0,0,0,0,0,0,0
invite,0,0,0,0,0,0,0,0,1,0
lecture,0,0,0,0,0,0,0,0,1,0
banish,0,0,0,0,0,0,0,0,1,0
school,0,0,0,0,0,5,0,0,1,0
greatly,0,0,1,0,0,0,0,0,0,0
demand,0,0,0,0,0,2,0,0,2,0
meet,0,0,0,0,0,0,0,0,2,0
humanistic,2,0,0,0,0,0,0,0,0,0
print,0,0,0,0,0,1,0,0,5,0
movable,2,0,0,0,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,0,3,0
prize,0,0,0,0,0,0,0,0,1,0
remote,1,0,0,0,0,0,0,0,0,0
circulate,0,0,0,0,0,0,0,0,1,0
read,0,0,0,0,0,0,0,0,3,0
umanista,0,0,0,0,0,0,0,0,0,1
humanista,0,0,0,0,0,0,0,0,0,1
occur,0,0,0,0,0,0,0,0,2,0
document,0,0,0,0,0,1,0,0,0,0
teach,0,0,0,0,0,0,0,0,4,0
variety,0,0,0,0,0,4,0,0,0,0
found,0,0,0,0,0,0,0,0,3,0
elementary,1,0,0,0,0,0,0,0,0,0
advanced,1,0,0,0,0,0,0,0,0,0
level,0,0,0,0,0,2,0,0,0,0
university,0,0,0,0,0,3,0,0,0,0
stronghold,0,0,0,0,0,2,0,0,0,0
specialization,0,0,0,0,0,1,0,0,0,0
medicine,0,0,0,0,0,3,0,0,0,0
theology,0,0,0,0,0,2,0,0,0,0
discipline,0,0,0,0,0,4,0,0,0,0
employ,0,0,0,0,0,0,0,0,1,0
household,0,0,0,0,0,1,0,0,0,0
tutor,0,0,0,0,0,1,0,0,0,0
child,0,0,0,0,0,2,0,0,0,0
professor,0,0,0,0,0,1,0,0,0,0
formal,4,0,0,0,0,0,0,0,0,0
shape,0,0,0,0,0,1,0,0,6,0
mind,0,0,0,0,0,2,0,0,0,0
age,0,0,0,0,0,8,0,0,0,0
exemplify,0,0,0,0,0,0,0,0,1,0
contain,0,0,0,0,0,0,0,0,2,0
graceful,2,0,0,0,0,0,0,0,0,0
lyrical,1,0,0,0,0,0,0,0,0,0
expression,0,0,0,0,0,3,0,0,0,0
drama,0,0,0,0,0,5,0,0,0,0
innovator,0,0,0,0,0,2,0,0,0,0
composition,0,0,0,0,0,2,0,0,0,0
dialogue,0,0,0,0,0,5,0,0,0,0
discourse,0,0,0,0,0,3,0,0,0,0
apply,0,0,0,0,0,0,0,0,6,0
demonstrate,0,0,0,0,0,0,0,0,2,0
vulgar,1,0,0,0,0,0,0,0,0,0
tongue,0,0,0,0,0,1,0,0,0,0
supple,1,0,0,0,0,0,0,0,0,0
prose,0,0,0,0,0,3,0,0,0,0
assist,0,0,0,0,0,0,0,0,2,0
pen,0,0,0,0,0,0,0,0,1,0
relate,0,0,0,0,0,0,0,0,1,0
technique,0,0,0,0,0,4,0,0,0,0
available,2,0,0,0,0,0,0,0,0,0
convenient,1,0,0,0,0,0,0,0,0,0
essentially,0,0,1,0,0,0,0,0,0,0
addition,0,0,0,0,0,2,0,0,0,0
search,0,0,0,0,0,2,0,0,2,0
authenticate,0,0,0,0,0,0,0,0,1,0
editing,0,0,0,0,0,1,0,0,0,0
compare,0,0,0,0,0,0,0,0,1,0
variant,2,0,0,0,0,0,0,0,0,0
correct,0,0,0,0,0,0,0,0,3,0
faulty,1,0,0,0,0,0,0,0,0,0
doubtful,1,0,0,0,0,0,0,0,0,0
passage,0,0,0,0,0,1,0,0,0,0
comment,0,0,0,0,0,0,0,0,2,0
note,0,0,0,0,0,1,0,0,2,0
treatise,0,0,0,0,0,4,0,0,0,0
context,0,0,0,0,0,2,0,0,0,0
obviously,0,0,1,0,0,0,0,0,0,0
superb,1,0,0,0,0,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,3,0
knowledge,0,0,0,0,0,7,0,0,0,0
consequently,0,0,1,0,0,0,0,0,0,0
create,0,0,0,0,0,0,0,0,7,0
scholarly,2,0,0,0,0,0,0,0,0,0
devote,0,0,0,0,0,0,0,0,4,0
instructive,1,0,0,0,0,0,0,0,0,0
critical,4,0,0,0,0,0,0,0,0,0
philology,0,0,0,0,0,1,0,0,0,0
impulse,0,0,0,0,0,3,0,0,0,0
go,0,0,0,0,0,0,0,0,5,0
grace,0,0,0,0,0,1,0,0,0,0
compose,0,0,0,0,0,0,0,0,4,0
epistle,0,0,0,0,0,2,0,0,0,0
essay,0,0,0,0,0,1,0,0,0,0
fair,4,0,0,0,0,0,0,0,0,0
collect,0,0,0,0,0,0,0,0,1,0
reorder,0,0,0,0,0,0,0,0,1,0
rewrite,0,0,0,0,0,0,0,0,1,0
treat,0,0,0,0,0,0,0,0,3,0
imitate,0,0,0,0,0,0,0,0,1,0
lengthy,1,0,0,0,0,0,0,0,0,0
discussion,0,0,0,0,0,4,0,0,0,0
likely,2,0,0,0,0,0,0,0,0,0
opportunity,0,0,0,0,0,5,0,0,0,0
imagination,0,0,0,0,0,2,0,0,0,0
weighty,1,0,0,0,0,0,0,0,0,0
publish,0,0,0,0,0,0,0,0,4,0
love,0,0,0,0,0,11,0,0,3,0
courtly,2,0,0,0,0,0,0,0,0,0
perfect,3,0,0,0,0,0,0,0,1,0
gentleman,0,0,0,0,0,2,0,0,0,0
enormous,4,0,0,0,0,0,0,0,0,0
delightful,1,0,0,0,0,0,0,0,0,0
epic,2,0,0,0,0,4,0,0,0,0
furioso,0,0,0,0,0,0,0,0,0,2
complete,2,0,0,0,0,0,0,0,1,0
medium,0,0,0,0,0,1,0,0,0,0
death,0,0,0,0,0,4,0,0,0,0
mortal,1,0,0,0,0,0,0,0,0,0
impede,0,0,0,0,0,0,0,0,1,0
brilliant,2,0,0,0,0,0,0,0,0,0
choice,0,0,0,0,0,3,0,0,0,0
writer,0,0,0,0,0,5,0,0,0,0
restoration,0,0,0,0,0,2,0,0,0,0
contact,0,0,0,0,0,2,0,0,0,0
native,3,0,0,0,0,0,0,0,0,0
root,0,0,0,0,0,6,0,0,0,0
reality,0,0,0,0,0,2,0,0,0,0
somewhat,0,0,1,0,0,0,0,0,0,0
dramatic,1,0,0,0,0,0,0,0,0,0
complicated,1,0,0,0,0,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,1,0
powerful,3,0,0,0,0,0,0,0,0,0
dialect,0,0,0,0,0,1,0,0,0,0
primary,1,0,0,0,0,0,0,0,0,0
ensure,0,0,0,0,0,0,0,0,1,0
preeminence,0,0,0,0,0,1,0,0,0,0
canzone,0,0,0,0,0,1,0,0,0,0
song,0,0,0,0,0,3,0,0,0,0
sonnet,0,0,0,0,0,3,0,0,0,0
praise,0,0,0,0,0,2,0,0,0,0
reveal,0,0,0,0,0,0,0,0,3,0
effect,0,0,0,0,0,5,0,0,0,0
lover,0,0,0,0,0,1,0,0,0,0
mia,0,0,0,0,0,0,0,0,0,1
plea,0,0,0,0,0,1,0,0,0,0
peace,0,0,0,0,0,2,0,0,0,0
evoke,0,0,0,0,0,0,0,0,2,0
beauty,0,0,0,0,0,1,0,0,0,0
deep,4,0,1,0,0,0,0,0,0,0
feeling,0,0,0,0,0,1,0,0,0,0
illustrate,0,0,0,0,0,0,0,0,1,0
date,0,0,0,0,0,0,0,0,5,0
printing,0,0,0,0,0,7,0,0,0,0
friend,0,0,0,0,0,2,0,0,0,0
admirer,0,0,0,0,0,1,0,0,0,0
pioneer,0,0,0,0,0,1,0,0,1,0
adapt,0,0,0,0,0,0,0,0,1,0
usage,0,0,0,0,0,1,0,0,0,0
hunting,0,0,0,0,0,2,0,0,0,0
romance,0,0,0,0,0,1,0,0,0,0
idyll,0,0,0,0,0,1,0,0,0,0
pastoral,1,0,0,0,0,0,0,0,0,0
theme,0,0,0,0,0,6,0,0,0,0
notably,0,0,2,0,0,0,0,0,0,0
story,0,0,0,0,0,2,0,0,0,0
scarcity,0,0,0,0,0,1,0,0,0,0
rate,0,0,0,0,0,2,0,0,0,0
cause,0,0,0,0,0,3,0,0,1,0
regret,0,0,0,0,0,0,0,0,1,0
passing,0,0,0,0,0,1,0,0,0,0
buon,0,0,0,0,0,0,0,0,0,1
secolo,0,0,0,0,0,0,0,0,0,1
supposedly,0,0,1,0,0,0,0,0,0,0
ascendancy,0,0,0,0,0,1,0,0,0,0
disdain,0,0,0,0,0,1,0,0,1,0
excellence,0,0,0,0,0,2,0,0,0,0
prove,0,0,0,0,0,0,0,0,3,0
absence,0,0,0,0,0,1,0,0,0,0
suggest,0,0,0,0,0,0,0,0,4,0
lack,0,0,0,0,0,1,0,0,1,0
poetic,2,0,0,0,0,0,0,0,0,0
creativity,0,0,0,0,0,2,0,0,0,0
assimilate,0,0,0,0,0,0,0,0,2,0
tendency,0,0,0,0,0,3,0,0,0,0
precede,0,0,0,0,0,0,0,0,1,0
young,2,0,0,0,0,0,0,0,0,0
brother,0,0,0,0,0,3,0,0,0,0
assassination,0,0,0,0,0,1,0,0,0,0
sole,1,0,0,0,0,0,0,0,0,0
tutelage,0,0,0,0,0,1,0,0,0,0
virtual,1,0,0,0,0,0,0,0,0,0
epitomize,0,0,0,0,0,0,0,0,1,0
universale,0,0,0,0,0,0,0,0,0,1
sided,1,0,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,6,0,0,0,0
woodland,0,0,0,0,0,1,0,0,0,0
scene,0,0,0,0,0,1,0,0,0,0
relief,0,0,0,0,0,2,0,0,0,0
busy,1,0,0,0,0,0,0,0,0,0
mistress,0,0,0,0,0,1,0,0,0,0
bawdy,1,0,0,0,0,0,0,0,0,0
carnival,0,0,0,0,0,1,0,0,0,0
ballad,0,0,0,0,0,1,0,0,0,0
face,0,0,0,0,0,1,0,0,0,0
devoted,1,0,0,0,0,0,0,0,0,0
father,0,0,0,0,0,5,0,0,0,0
affectionate,1,0,0,0,0,0,0,0,0,0
husband,0,0,0,0,0,1,0,0,0,0
celebration,0,0,0,0,0,1,0,0,0,0
youth,0,0,0,0,0,3,0,0,0,0
etch,0,0,0,0,0,0,0,0,1,0
sad,1,0,0,0,0,0,0,0,0,0
realization,0,0,0,0,0,1,0,0,0,0
brevity,0,0,0,0,0,1,0,0,0,0
fleeting,1,0,0,0,0,0,0,0,0,0
let,0,0,0,0,0,0,0,0,1,0
joyous,1,0,0,0,0,0,0,0,0,0
tomorrow,0,0,0,0,0,1,0,0,0,0
certainty,0,0,0,0,0,2,0,0,0,0
patronage,0,0,0,0,0,2,0,0,0,0
innamorato,0,0,0,0,0,0,0,0,0,1
