word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB
prehistoric,1,0,0,0,0,0,0
time,0,0,0,13,0,0,0
people,0,0,0,10,0,0,0
create,0,0,0,0,0,0,17
tool,0,0,0,8,0,0,0
order,0,0,0,3,0,0,0
save,0,0,0,0,0,0,2
energy,0,0,0,2,0,0,0
perform,0,0,0,0,0,0,9
work,0,0,0,13,0,0,7
fast,7,0,3,0,0,0,0
computer,0,0,0,109,0,0,0
sophisticated,5,0,0,0,0,0,0
machine,0,0,0,32,0,0,0
user,0,0,0,20,0,0,0
instantly,0,0,1,0,0,0,0
communicate,0,0,0,0,0,0,3
globe,0,0,0,1,0,0,0
learn,0,0,0,0,0,0,4
new,19,0,0,0,0,0,0
skill,0,0,0,1,0,0,0
diverse,1,0,0,0,0,0,0
community,0,0,0,2,0,0,0
process,0,0,0,1,0,0,3
astronomical,3,0,0,0,0,0,0
datum,0,0,0,17,0,0,0
news,0,0,0,1,0,0,0
weather,0,0,0,1,0,0,0
buy,0,0,0,0,0,0,1
sell,0,0,0,0,0,0,7
good,1,0,0,2,0,0,0
recent,3,0,0,0,0,0,0
addition,0,0,0,4,0,0,0
history,0,0,0,4,0,0,0
reason,0,0,0,1,0,0,0
evolution,0,0,0,2,0,0,0
want,0,0,0,0,0,0,2
effectively,0,0,1,0,0,0,0
common,1,0,0,0,0,0,0
way,0,0,0,9,0,0,0
get,0,0,0,0,0,0,1
add,0,0,0,0,0,0,5
job,0,0,0,1,0,0,0
replace,0,0,0,0,0,0,2
need,0,0,0,1,0,0,5
additional,3,0,0,0,0,0,0
worker,0,0,0,2,0,0,0
certain,4,0,0,0,0,0,0
thing,0,0,0,1,0,0,0
well,0,0,2,0,0,0,0
human,14,0,0,7,0,0,0
brain,0,0,0,2,0,0,0
capable,9,0,0,0,0,0,0
high,2,0,0,0,0,0,0
thought,0,0,0,1,0,0,0
like,0,15,0,0,0,0,0
empathy,0,0,0,1,0,0,0
creativity,0,0,0,1,0,0,0
lateral,1,0,0,0,0,0,0
thinking,0,0,0,2,0,0,0
difficult,1,0,0,0,0,0,0
replicate,0,0,0,0,0,0,1
push,0,0,0,1,0,0,2
digital,7,0,0,0,0,0,0
computing,0,0,0,11,0,0,0
happen,0,0,0,0,0,0,1
thousand,0,0,0,4,0,0,0
year,0,0,0,23,0,0,0
mathematical,4,0,0,0,0,0,0
advance,0,0,0,2,0,0,0
math,0,0,0,3,0,0,0
ancient,2,0,0,0,0,0,0
field,0,0,0,5,0,0,0
attempt,0,0,0,0,0,0,4
easy,2,0,0,0,0,0,0
invent,0,0,0,0,0,0,2
prior,0,0,1,0,0,0,0
advent,0,0,0,1,0,0,0
require,0,0,0,0,0,0,8
great,5,0,0,0,0,0,0
deal,0,0,0,1,0,0,1
manual,1,0,0,0,0,0,0
labor,0,0,0,1,0,0,0
limited,2,0,0,0,0,0,0
output,0,0,0,2,0,0,0
electronics,0,0,0,1,0,0,0
factory,0,0,0,2,0,0,0
historical,1,0,0,0,0,0,0
circumstance,0,0,0,1,0,0,0
outside,0,0,1,0,0,0,0
commercial,4,0,0,1,0,0,0
development,0,0,0,4,0,0,0
essential,2,0,0,0,0,0,0
raise,0,0,0,0,0,0,1
question,0,0,0,5,0,0,0
use,0,0,0,5,0,0,9
collect,0,0,0,0,0,0,2
information,0,0,0,10,0,0,0
gain,0,0,0,0,0,0,3
advantage,0,0,0,3,0,0,0
opponent,0,0,0,1,0,0,0
conflict,0,0,0,1,0,0,0
lead,0,0,0,2,0,0,1
spy,0,0,0,1,0,0,0
effort,0,0,0,2,0,0,0
involve,0,0,0,0,0,0,4
translate,0,0,0,0,0,0,2
code,0,0,0,7,0,0,2
german,6,0,0,0,0,0,0
message,0,0,0,5,0,0,0
intelligible,1,0,0,0,0,0,0
language,0,0,0,9,0,0,0
afterward,0,0,2,0,0,0,0
space,0,0,0,12,0,0,0
race,0,0,0,8,0,0,0
ability,0,0,0,5,0,0,0
compete,0,0,0,0,0,0,1
flight,0,0,0,2,0,0,0
come,0,0,0,0,0,0,11
forefront,0,0,0,1,0,0,0
world,0,0,0,11,0,0,0
attention,0,0,0,2,0,0,0
follow,0,0,0,0,0,0,3
immensely,0,0,1,0,0,0,0
small,7,0,0,0,0,0,0
efficient,2,0,0,0,0,0,0
future,0,0,0,3,0,0,0
concern,0,0,0,2,0,0,1
artificial,5,0,0,0,0,0,0
intelligence,0,0,0,7,0,0,0
outdo,0,0,0,0,0,0,2
task,0,0,0,7,0,0,1
security,0,0,0,5,0,0,0
centered,1,0,0,0,0,0,0
life,0,0,0,2,0,0,0
lesson,0,0,0,1,0,0,0
past,0,0,0,2,0,0,0
help,0,0,0,1,0,0,9
determine,0,0,0,0,0,0,4
compute,0,0,0,0,0,0,3
humble,3,0,0,0,0,0,0
beginning,0,0,0,3,0,0,0
precursor,0,0,0,2,0,0,0
monumentally,0,0,1,0,0,0,0
important,5,0,0,0,0,0,0
device,0,0,0,23,0,0,0
store,0,0,0,2,0,0,12
large,7,0,0,0,0,0,0
amount,0,0,0,2,0,0,0
aid,0,0,0,0,0,0,1
scientific,2,0,0,0,0,0,0
calculation,0,0,0,6,0,0,0
accessible,1,0,0,0,0,0,0
elite,1,0,0,0,0,0,0
began,0,0,0,0,0,0,1
calculator,0,0,0,7,0,0,0
early,19,0,0,0,0,0,0
abacus,0,0,0,8,0,0,0
system,0,0,0,23,0,0,0
string,0,0,0,2,0,0,0
move,0,0,0,0,0,0,3
bead,0,0,0,3,0,0,0
allow,0,0,0,0,0,0,7
big,2,0,0,0,0,0,0
finger,0,0,0,1,0,0,0
set,0,0,0,4,0,0,3
formation,0,0,0,1,0,0,0
subsequent,1,0,0,0,0,0,0
different,5,0,0,0,0,0,0
closely,0,0,1,0,0,0,0
mimic,0,0,0,0,0,0,2
today,0,0,0,8,0,0,0
see,0,0,0,0,0,0,3
century,0,0,0,3,0,0,0
commonly,0,0,1,0,0,0,0
day,0,0,0,5,0,0,0
lab,0,0,0,2,0,0,0
office,0,0,0,2,0,0,0
kindergarten,0,0,0,1,0,0,0
grade,0,0,0,1,0,0,0
school,0,0,0,2,0,0,0
classroom,0,0,0,1,0,0,0
demonstrate,0,0,0,0,0,0,4
low,2,0,0,0,0,0,0
level,0,0,0,5,0,0,0
concept,0,0,0,3,0,0,0
form,0,0,0,4,0,0,0
slide,0,0,0,2,0,0,1
rule,0,0,0,2,0,0,0
regard,0,0,0,0,0,0,1
successful,5,0,0,0,0,0,0
analog,0,0,0,1,0,0,0
