word,ADJ,ADP,ADV,DET,NOUN,NUM,SCONJ,VERB,X
process,0,0,0,0,64,0,0,2,0
generate,0,0,0,0,0,0,0,35,0
live,2,0,0,0,0,0,0,14,0
entity,0,0,0,0,1,0,0,0,0
genetic,92,0,0,0,17,0,0,0,0
duplicate,0,0,0,0,5,0,0,2,0
know,0,0,0,0,0,0,0,48,0
cloning,0,0,0,0,160,0,0,0,0
science,0,0,0,0,16,0,0,0,0
technology,0,0,0,0,67,0,0,0,0
powerful,4,0,0,0,0,0,0,0,0
potential,9,0,0,0,21,0,0,0,0
treat,0,0,0,0,0,0,0,17,0
human,130,0,0,0,48,0,0,0,0
disease,0,0,0,0,57,0,0,1,0
improve,0,0,0,0,0,0,0,8,0
agriculture,0,0,0,0,10,0,0,0,0
advance,0,0,0,0,29,0,0,6,0
scientist,0,0,0,0,75,0,0,0,0
understanding,0,0,0,0,6,0,0,0,0
basic,12,0,0,0,0,0,0,0,0
cellular,9,0,0,0,0,0,0,0,0
benefit,0,0,0,0,5,0,0,1,0
humankind,0,0,0,0,1,0,0,0,0
immense,1,0,0,0,0,0,0,0,0
use,0,0,0,0,45,0,0,9,0
clone,0,0,0,0,111,0,0,108,0
raise,0,0,0,0,0,0,0,19,0
significant,13,0,0,0,0,0,0,0,0
ethical,14,0,0,0,0,0,0,0,0
issue,0,0,0,0,12,0,0,2,0
particular,8,0,0,0,0,0,0,0,0
concern,0,0,0,0,18,0,0,7,0
embryo,0,0,0,0,129,0,0,0,0
generation,0,0,0,0,33,0,0,0,0
stem,0,0,0,0,116,0,0,1,0
cell,0,0,0,0,571,0,0,0,0
form,0,0,0,0,13,0,0,24,0
basis,0,0,0,0,9,0,0,0,0
therapeutic,31,0,0,0,2,0,0,0,0
reproductive,46,0,0,0,0,0,0,0,0
produce,0,0,0,0,0,0,0,141,0
genetically,0,0,58,0,0,0,0,0,0
identical,44,0,0,0,0,0,0,0,0
copy,0,0,0,0,23,0,0,2,0
derive,0,0,0,0,0,0,0,38,0
century,0,0,0,0,12,0,0,0,0
research,0,0,0,0,91,0,0,0,0
development,0,0,0,0,63,0,0,0,0
objective,0,0,0,0,1,0,0,0,0
create,0,0,0,0,0,0,0,32,0
individual,15,0,0,0,41,0,0,0,0
organism,0,0,0,0,66,0,0,0,0
generally,0,0,5,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,15,0
begin,0,0,0,0,0,0,0,33,0
work,0,0,0,0,24,0,0,7,0
german,4,0,0,0,0,0,0,0,0
embryologist,0,0,0,0,5,0,0,0,0
early,23,0,4,0,0,0,0,0,0
artificially,0,0,1,0,0,0,0,0,0
twin,2,0,0,0,9,0,0,2,0
salamander,0,0,0,0,6,0,0,0,0
constrict,0,0,0,0,0,0,0,1,0
zygote,0,0,0,0,10,0,0,0,0
fertilize,0,0,0,0,0,0,0,19,0
egg,0,0,0,0,114,0,0,0,0
nucleus,0,0,0,0,76,0,0,0,0
