word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,SCONJ,VERB,X
purposeful,1,0,0,0,0,0,0,0,0
theory,0,0,0,0,6,0,0,0,0
brainchild,0,0,0,0,1,0,0,0,0
follower,0,0,0,0,12,0,0,0,0
scheme,0,0,0,0,13,0,0,0,0
westernized,1,0,0,0,0,0,0,0,0
version,0,0,0,0,5,0,0,0,0
optical,2,0,0,0,0,0,0,0,0
arab,1,0,0,0,0,0,0,0,0
mathematician,0,0,0,0,2,0,0,0,0
astronomer,0,0,0,0,1,0,0,0,0
base,0,0,0,0,0,0,0,8,0
vanish,0,0,0,0,0,0,0,5,0
lose,0,0,0,0,0,0,0,14,0
application,0,0,0,0,2,0,0,0,0
revolutionize,0,0,0,0,0,0,0,2,0
seminal,1,0,0,0,0,0,0,0,0
pittura,0,0,0,0,1,0,0,0,0
codify,0,0,0,0,0,0,0,1,0
practical,3,0,0,0,0,0,0,0,0
formulate,0,0,0,0,0,0,0,2,0
make,0,0,0,0,0,0,0,8,0
triangle,0,0,0,0,2,0,0,0,0
distant,6,0,0,0,0,0,0,0,0
quantity,0,0,0,0,4,0,0,0,0
reader,0,0,0,0,1,0,0,0,0
imagine,0,0,0,0,0,0,0,1,0
head,0,0,0,0,16,0,0,0,0
external,1,0,0,0,0,0,0,0,0
glass,0,0,0,0,5,0,0,0,0
pyramid,0,0,0,0,3,0,0,0,0
suppose,0,0,0,0,0,0,0,4,0
decorate,0,0,0,0,0,0,0,18,0
canvas,0,0,0,0,24,0,0,0,0
interpret,0,0,0,0,0,0,0,5,0
projection,0,0,0,0,2,0,0,0,0
life,0,0,0,0,93,0,0,0,0
vertical,5,0,0,0,0,0,0,0,0
plane,0,0,0,0,9,0,0,0,0
distinctive,1,0,0,0,0,0,0,0,0
infinity,0,0,0,0,1,0,0,0,0
converge,0,0,0,0,0,0,0,3,0
procedure,0,0,0,0,1,0,0,0,0
develop,0,0,0,0,0,0,0,26,0
wish,0,0,0,0,1,0,0,3,0
render,0,0,0,0,0,0,0,24,0
persuasively,0,0,1,0,0,0,0,0,0
cartographer,0,0,0,0,1,0,0,0,0
try,0,0,0,0,0,0,0,5,0
sphere,0,0,0,0,2,0,0,0,0
accommodate,0,0,0,0,0,0,0,1,0
record,0,0,0,0,7,0,0,13,0
discovery,0,0,0,0,6,0,0,0,0
portuguese,1,0,0,0,0,0,0,0,0
exploration,0,0,0,0,3,0,0,0,0
west,2,0,0,0,0,0,0,0,0
coast,0,0,0,0,2,0,0,0,0
date,0,0,0,0,16,0,0,29,0
central,18,0,0,0,0,0,0,0,0
angel,0,0,0,0,15,0,0,0,0
tradition,0,0,0,0,29,0,0,0,0
gold,2,0,0,0,3,0,0,0,0
throne,0,0,0,0,5,0,0,0,0
awareness,0,0,0,0,5,0,0,0,0
architecture,0,0,0,0,22,0,0,0,0
elegant,12,0,0,0,0,0,0,0,0
queen,0,0,0,0,1,0,0,0,0
heaven,0,0,0,0,5,0,0,0,0
mother,0,0,0,0,5,0,0,0,0
child,0,0,0,0,17,0,0,0,0
lap,0,0,0,0,1,0,0,0,0
demonstration,0,0,0,0,2,0,0,0,0
future,6,0,0,0,1,0,0,0,0
generation,0,0,0,0,15,0,0,0,0
shade,0,0,0,0,4,0,0,0,0
solid,4,0,0,0,0,0,0,0,0
body,0,0,0,0,22,0,0,0,0
foundation,0,0,0,0,2,0,0,0,0
current,3,0,0,0,3,0,0,0,0
sculpturally,0,0,2,0,0,0,0,0,0
conceive,0,0,0,0,0,0,0,8,0
bathe,0,0,0,0,0,0,0,3,0
strong,11,0,0,0,0,0,0,0,0
manner,0,0,0,0,20,0,0,0,0
quiet,1,0,0,0,0,0,0,0,0
dignity,0,0,0,0,7,0,0,0,0
summary,0,0,0,0,2,0,0,0,0
aesthetic,5,0,0,0,1,0,0,0,0
acquire,0,0,0,0,0,0,0,11,0
touching,1,0,0,0,0,0,0,0,0
crucify,0,0,0,0,0,0,0,4,0
addition,0,0,0,0,15,0,0,0,0
unite,0,0,0,0,0,0,0,6,0
word,0,0,0,0,9,0,0,0,0
strength,0,0,0,0,4,0,0,0,0
being,0,0,0,0,2,0,0,0,0
participant,0,0,0,0,1,0,0,0,0
wall,0,0,0,0,28,0,0,0,0
true,10,0,0,0,0,0,0,0,0
stature,0,0,0,0,5,0,0,0,0
group,0,0,0,0,34,0,0,2,0
age,0,0,0,0,17,0,0,4,0
follow,0,0,0,0,0,0,0,31,0
footstep,0,0,0,0,3,0,0,0,0
less,2,0,0,0,0,0,0,0,0
degree,0,0,0,0,5,0,0,0,0
carmelite,2,0,0,0,0,0,0,0,0
monk,0,0,0,0,8,0,0,0,0
daily,3,0,1,0,0,0,0,0,0
expose,0,0,0,0,0,0,0,1,0
datable,1,0,0,0,0,0,0,0,0
earthiness,0,0,0,0,1,0,0,0,0
sweetness,0,0,0,0,6,0,0,0,0
unlike,1,4,0,0,0,0,0,0,0
urchin,0,0,0,0,1,0,0,0,0
lumpy,1,0,0,0,0,0,0,0,0
placement,0,0,0,0,2,0,0,0,0
open,4,0,0,0,0,0,0,2,0
key,1,0,0,0,5,0,0,0,0
elegance,0,0,0,0,10,0,0,0,0
reflection,0,0,0,0,4,0,0,0,0
outside,1,9,0,0,0,0,0,0,0
documented,3,0,0,0,0,0,0,0,0
traditional,8,0,0,0,0,0,0,0,0
male,6,0,0,0,0,0,0,0,0
wing,0,0,0,0,19,0,0,0,0
composite,2,0,0,0,0,0,0,0,0
typically,0,0,4,0,0,0,0,0,0
tripartite,1,0,0,0,0,0,0,0,0
execute,0,0,0,0,0,0,0,55,0
altar,0,0,0,0,21,0,0,0,0
landmark,0,0,0,0,2,0,0,0,0
appearance,0,0,0,0,8,0,0,0,0
occupy,0,0,0,0,0,0,0,3,0
inaugurate,0,0,0,0,0,0,0,4,0
treatment,0,0,0,0,11,0,0,0,0
accurate,3,0,0,0,0,0,0,0,0
treatise,0,0,0,0,9,0,0,0,0
cell,0,0,0,0,6,0,0,0,0
image,0,0,0,0,10,0,0,0,0
execution,0,0,0,0,10,0,0,0,0
assistant,0,0,0,0,16,0,0,0,0
apparently,0,0,14,0,0,0,0,0,0
didactic,2,0,0,0,0,0,0,0,0
reputation,0,0,0,0,18,0,0,0,0
truly,0,0,3,0,0,0,0,0,0
remarkable,12,0,0,0,0,0,0,0,0
gift,0,0,0,0,3,0,0,0,0
decorator,0,0,0,0,1,0,0,0,0
overlook,0,0,0,0,0,0,0,1,0
suggest,0,0,0,0,0,0,0,17,0
interested,6,0,0,0,0,0,0,0,0
optic,0,0,0,0,3,0,0,0,0
cathedral,0,0,0,0,18,0,0,0,0
order,0,0,0,0,10,0,0,3,0
respect,0,0,0,0,4,0,0,1,0
integrity,0,0,0,0,2,0,0,0,0
attach,0,0,0,0,0,0,0,1,0
design,0,0,0,0,20,0,0,13,0
decoration,0,0,0,0,35,0,0,0,0
resemble,0,0,0,0,0,0,0,4,0
tapestry,0,0,0,0,8,0,0,0,0
small,35,0,0,0,0,0,0,0,0
boxlike,1,0,0,0,0,0,0,0,0
action,0,0,0,0,12,0,0,0,0
interweaving,0,0,0,0,1,0,0,0,0
animal,1,0,0,0,3,0,0,0,0
primary,1,0,0,0,0,0,0,0,0
rhythmic,2,0,0,0,0,0,0,0,0
disposition,0,0,0,0,3,0,0,0,0
surface,0,0,0,0,16,0,0,0,0
reinforce,0,0,0,0,0,0,0,3,0
repetition,0,0,0,0,1,0,0,0,0
arc,0,0,0,0,1,0,0,0,0
circle,0,0,0,0,3,0,0,0,0
property,0,0,0,0,3,0,0,0,0
cassone,0,0,0,0,1,0,0,0,0
ch,1,0,0,0,0,0,0,0,0
find,0,0,0,0,0,0,0,28,0
refinement,0,0,0,0,4,0,0,0,0
leader,0,0,0,0,4,0,0,0,0
convent,0,0,0,0,11,0,0,0,0
desire,0,0,0,0,5,0,0,0,0
credible,2,0,0,0,0,0,0,0,0
betray,0,0,0,0,0,0,0,5,0
pedantic,2,0,0,0,0,0,0,0,0
similar,14,0,0,0,0,0,0,0,0
letter,0,0,0,0,13,0,0,0,0
fictive,2,0,0,0,0,0,0,0,0
marble,0,0,0,0,4,0,0,0,0
rear,1,0,0,0,1,0,0,0,0
sphinx,0,0,0,0,1,0,0,0,0
bench,0,0,0,0,1,0,0,0,0
prototype,0,0,0,0,2,0,0,0,0
abruptly,0,0,1,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,15,0
highly,0,0,25,0,0,0,0,0,0
emotionalism,0,0,0,0,1,0,0,0,0
originally,0,0,8,0,0,0,0,0,0
plan,0,0,0,0,3,0,0,6,0
balanced,2,0,0,0,0,0,0,0,0
underpainting,0,0,0,0,1,0,0,0,0
final,12,0,0,0,0,0,0,0,0
project,0,0,0,0,22,0,0,1,0
agitation,0,0,0,0,2,0,0,0,0
emaciated,1,0,0,0,0,0,0,0,0
radically,0,0,4,0,0,0,0,0,0
optimism,0,0,0,0,1,0,0,0,0
rationality,0,0,0,0,2,0,0,0,0
personal,17,0,0,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,12,0
enigmatic,4,0,0,0,0,0,0,0,0
second,32,0,1,0,0,0,0,0,0
principal,7,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,6,0
associate,0,0,0,0,4,0,0,6,0
help,0,0,0,0,3,0,0,10,0
train,0,0,0,0,1,0,0,10,0
somewhat,0,0,7,0,0,0,0,0,0
juxtaposition,0,0,0,0,3,0,0,0,0
pink,0,0,0,0,2,0,0,0,0
green,1,0,0,0,2,0,0,0,0
blond,1,0,0,0,0,0,0,0,0
tonality,0,0,0,0,1,0,0,0,0
tower,0,0,0,0,2,0,0,2,0
enhance,0,0,0,0,0,0,0,3,0
expense,0,0,0,0,2,0,0,0,0
receive,0,0,0,0,0,0,0,19,0
training,0,0,0,0,10,0,0,0,0
active,7,0,0,0,0,0,0,0,0
flagellation,0,0,0,0,1,0,0,0,0
mathematic,0,0,0,0,3,0,0,0,0
cool,3,0,0,0,0,0,0,0,0
monumental,10,0,0,0,0,0,0,0,0
compare,0,0,0,0,0,0,0,5,0
bce,0,0,0,0,2,0,0,0,0
greek,7,0,0,0,0,0,0,0,0
cycle,0,0,0,0,13,0,0,0,0
hiatus,0,0,0,0,1,0,0,0,0
occur,0,0,0,0,0,0,0,6,0
die,0,0,0,0,0,0,0,27,0
dominate,0,0,0,0,0,0,0,13,0
prolong,0,0,0,0,0,0,0,1,0
contact,0,0,0,0,10,0,0,0,0
goldsmith,0,0,0,0,8,0,0,0,0
noticeable,3,0,0,0,0,0,0,0,0
engraver,0,0,0,0,3,0,0,0,0
fascination,0,0,0,0,3,0,0,0,0
muscle,0,0,0,0,1,0,0,0,0
say,0,0,0,0,0,0,0,4,0
dissect,0,0,0,0,0,0,0,1,0
archer,0,0,0,0,1,0,0,0,0
demonstrate,0,0,0,0,0,0,0,11,0
muscular,1,0,0,0,0,0,0,0,0
engraving,0,0,0,0,8,0,0,0,0
violent,1,0,0,0,0,0,0,0,0
lovely,1,0,0,0,0,0,0,0,0
hair,0,0,0,0,3,0,0,0,0
contour,0,0,0,0,6,0,0,0,0
arm,0,0,0,0,2,0,0,0,0
gesture,0,0,0,0,8,0,0,0,0
grace,0,0,0,0,3,0,0,0,0
nervosity,0,0,0,0,1,0,0,0,0
pessimistic,2,0,0,0,0,0,0,0,0
introspection,0,0,0,0,1,0,0,0,0
break,0,0,0,0,1,0,0,7,0
forth,0,0,1,0,0,0,0,0,0
denial,0,0,0,0,1,0,0,0,0
ambiguity,0,0,0,0,2,0,0,0,0
unprecedented,8,0,0,0,0,0,0,0,0
creation,0,0,0,0,18,0,0,0,0
emotionally,0,0,2,0,0,0,0,0,0
charge,0,0,0,0,3,0,0,3,0
statement,0,0,0,0,4,0,0,0,0
apprentice,0,0,0,0,7,0,0,10,0
madonna,0,0,0,0,2,0,0,0,0
easily,0,0,4,0,0,0,0,0,0
confuse,0,0,0,0,0,0,0,1,0
nervous,1,0,0,0,0,0,0,0,0
agitated,3,0,0,0,0,0,0,0,0
series,0,0,0,0,26,0,0,0,0
distortion,0,0,0,0,3,0,0,0,0
reporter,0,0,0,0,1,0,0,0,0
finish,0,0,0,0,0,0,0,17,0
girl,0,0,0,0,3,0,0,0,0
fashioned,1,0,0,0,0,0,0,0,0
difficult,9,0,0,0,0,0,0,0,0
diffusion,0,0,0,0,1,0,0,0,0
diffuse,0,0,0,0,0,0,0,5,0
mid,1,0,0,0,2,0,0,0,0
transmit,0,0,0,0,0,0,0,3,0
arise,0,0,0,0,0,0,0,2,0
actually,0,0,4,0,0,0,0,0,0
challenge,0,0,0,0,2,0,0,1,0
preeminence,0,0,0,0,1,0,0,0,0
special,2,0,0,0,0,0,0,0,0
devise,0,0,0,0,0,0,0,1,0
horizon,0,0,0,0,2,0,0,0,0
stony,1,0,0,0,0,0,0,0,0
descend,0,0,0,0,0,0,0,2,0
model,0,0,0,0,9,0,0,4,0
court,0,0,0,0,37,0,0,0,0
family,0,0,0,0,39,0,0,0,0
dynasty,0,0,0,0,1,0,0,0,0
owe,0,0,0,0,0,0,0,6,0
prevail,0,0,0,0,0,0,0,10,0
daughter,0,0,0,0,10,0,0,0,0
married,1,0,0,0,0,0,0,0,0
son,0,0,0,0,31,0,0,0,0
closely,0,0,9,0,0,0,0,0,0
doge,0,0,0,0,1,0,0,0,0
sultan,0,0,0,0,1,0,0,0,0
procession,0,0,0,0,5,0,0,0,0
unknown,5,0,0,0,0,0,0,0,0
different,14,0,0,0,0,0,0,0,0
permit,0,0,0,0,0,0,0,4,0
evolve,0,0,0,0,0,0,0,4,0
greatly,0,0,9,0,0,0,0,0,0
subsequent,4,0,0,0,0,0,0,0,0
consist,0,0,0,0,0,0,0,10,0
softly,0,0,3,0,0,0,0,0,0
achieve,0,0,0,0,0,0,0,15,0
egg,0,0,0,0,2,0,0,0,0
retain,0,0,0,0,0,0,0,5,0
crispness,0,0,0,0,1,0,0,0,0
tightness,0,0,0,0,1,0,0,0,0
soften,0,0,0,0,0,0,0,2,0
outline,0,0,0,0,4,0,0,2,0
elegiac,1,0,0,0,0,0,0,0,0
soft,7,0,0,0,0,0,0,0,0
suffuse,0,0,0,0,0,0,0,2,0
entire,4,0,0,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,2,0
golden,5,0,0,0,0,0,0,0,0
dome,0,0,0,0,8,0,0,0,0
apse,0,0,0,0,7,0,0,0,0
ample,2,0,0,0,0,0,0,0,0
palpable,3,0,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,12,0
dimension,0,0,0,0,4,0,0,0,0
wander,0,0,0,0,0,0,0,1,0
tree,0,0,0,0,2,0,0,0,0
guidepost,0,0,0,0,1,0,0,0,0
lead,0,0,0,0,2,0,0,33,0
importantly,0,0,1,0,0,0,0,0,0
transformation,0,0,0,0,3,0,0,0,0
richness,0,0,0,0,10,0,0,0,0
contradiction,0,0,0,0,2,0,0,0,0
transform,0,0,0,0,0,0,0,4,0
person,0,0,0,0,3,0,0,0,0
multifaceted,2,0,0,0,0,0,0,0,0
genius,0,0,0,0,12,0,0,0,0
devote,0,0,0,0,0,0,0,5,0
operate,0,0,0,0,0,0,0,2,0
curiosity,0,0,0,0,1,0,0,0,0
flight,0,0,0,0,6,0,0,0,0
bird,0,0,0,0,4,0,0,0,0
water,0,0,0,0,7,0,0,0,0
land,0,0,0,0,2,0,0,0,0
mechanical,4,0,0,0,0,0,0,0,0
advantage,0,0,0,0,1,0,0,0,0
obtainable,1,0,0,0,0,0,0,0,0
gear,0,0,0,0,2,0,0,0,0
growth,0,0,0,0,2,0,0,0,0
plant,0,0,0,0,2,0,0,0,0
consummate,4,0,0,0,0,0,0,0,0
draftsman,0,0,0,0,2,0,0,0,0
possible,9,0,0,0,0,0,0,0,0
gain,0,0,0,0,0,0,0,6,0
enrich,0,0,0,0,0,0,0,3,0
think,0,0,0,0,0,0,0,9,0
complete,4,0,0,0,0,0,0,36,0
youth,0,0,0,0,8,0,0,0,0
shop,0,0,0,0,6,0,0,0,0
prepare,0,0,0,0,0,0,0,6,0
collaboration,0,0,0,0,4,0,0,0,0
contribution,0,0,0,0,4,0,0,0,0
superiority,0,0,0,0,1,0,0,0,0
write,0,0,0,0,0,0,0,13,0
offer,0,0,0,0,2,0,0,9,0
innumerable,1,0,0,0,0,0,0,0,0
drawing,0,0,0,0,47,0,0,0,0
extensively,0,0,2,0,0,0,0,0,0
threshold,0,0,0,0,1,0,0,0,0
pyramidal,3,0,0,0,0,0,0,0,0
hallmark,0,0,0,0,3,0,0,0,0
willingly,0,0,1,0,0,0,0,0,0
imply,0,0,0,0,0,0,0,8,0
stability,0,0,0,0,1,0,0,0,0
grandeur,0,0,0,0,8,0,0,0,0
mysterious,3,0,0,0,0,0,0,0,0
adequate,1,0,0,0,0,0,0,0,0
exist,0,0,0,0,0,0,0,8,0
delicately,0,0,2,0,0,0,0,0,0
dissolve,0,0,0,0,0,0,0,2,0
gently,0,0,3,0,0,0,0,0,0
delicate,6,0,0,0,0,0,0,0,0
modeling,0,0,0,0,2,0,0,0,0
delineate,0,0,0,0,0,0,0,1,0
imitate,0,0,0,0,0,0,0,3,0
influential,8,0,0,0,0,0,0,0,0
unifying,1,0,0,0,0,0,0,0,0
compositional,8,0,0,0,0,0,0,0,0
factor,0,0,0,0,2,0,0,0,0
tonal,0,0,0,0,2,0,0,0,0
continuity,0,0,0,0,3,0,0,0,0
conditional,1,0,0,0,0,0,0,0,0
severe,3,0,0,0,0,0,0,0,0
restriction,0,0,0,0,2,0,0,0,0
local,7,0,0,0,0,0,0,0,0
sfumare,0,0,0,0,0,0,0,0,1
tone,0,0,0,0,7,0,0,2,0
evaporate,0,0,0,0,0,0,0,1,0
smoke,0,0,0,0,2,0,0,0,0
fine,13,0,0,0,0,0,0,0,0
imperceptible,1,0,0,0,0,0,0,0,0
transition,0,0,0,0,4,0,0,0,0
describe,0,0,0,0,0,0,0,6,0
gradation,0,0,0,0,1,0,0,0,0
border,0,0,0,0,1,0,0,0,0
dark,5,0,0,0,1,0,0,0,0
illusionistic,8,0,0,0,0,0,0,0,1
rendering,0,0,0,0,6,0,0,0,0
facial,4,0,0,0,0,0,0,0,0
atmospheric,2,0,0,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,8,0
chiaroscuro,0,0,0,0,3,0,0,0,1
play,0,0,0,0,4,0,0,4,0
lengthy,2,0,0,0,0,0,0,0,0
drying,0,0,0,0,1,0,0,0,0
adjust,0,0,0,0,0,0,0,1,0
transparent,3,0,0,0,0,0,0,0,0
glaze,0,0,0,0,2,0,0,0,0
unity,0,0,0,0,4,0,0,0,0
atmosphere,0,0,0,0,9,0,0,0,0
rich,15,0,0,0,1,0,0,0,0
impasto,0,0,0,0,0,0,0,0,1
deliberately,0,0,3,0,0,0,0,0,0
rough,1,0,0,0,0,0,0,0,0
thick,1,0,0,0,0,0,0,0,0
exploit,0,0,0,0,0,0,0,6,0
support,0,0,0,0,1,0,0,2,0
doubt,0,0,2,0,7,0,0,0,0
originate,0,0,0,0,0,0,0,1,0
attempt,0,0,0,0,2,0,0,2,0
transfer,0,0,0,0,0,0,0,3,0
triumph,0,0,0,0,5,0,0,0,0
tragedy,0,0,0,0,2,0,0,0,0
method,0,0,0,0,9,0,0,0,0
invent,0,0,0,0,0,0,0,4,0
fully,0,0,17,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,7,0
revise,0,0,0,0,0,0,0,2,0
permanent,1,0,0,0,0,0,0,0,0
deteriorate,0,0,0,0,0,0,0,1,0
room,0,0,0,0,22,0,0,0,0
accord,0,0,0,0,0,0,0,10,0
rule,0,0,0,0,2,0,0,1,0
disturb,0,0,0,0,0,0,0,1,0
apostle,0,0,0,0,7,0,0,0,0
construct,0,0,0,0,0,0,0,4,0
synthesis,0,0,0,0,5,0,0,0,0
far,2,0,11,0,0,0,0,0,0
predecessor,0,0,0,0,1,0,0,0,0
dream,0,0,0,0,2,0,0,1,0
actual,3,0,0,0,0,0,0,0,0
culmination,0,0,0,0,3,0,0,0,0
harmony,0,0,0,0,7,0,0,0,0
necessary,3,0,0,0,0,0,0,0,0
rest,0,0,0,0,10,0,0,2,0
conform,0,0,0,0,0,0,0,1,0
theorist,0,0,0,0,3,0,0,0,0
definition,0,0,0,0,2,0,0,0,0
destroy,0,0,0,0,0,0,0,11,0
dignified,1,0,0,0,0,0,0,0,0
impression,0,0,0,0,6,0,0,0,0
exhibit,0,0,0,0,0,0,0,7,0
maintain,0,0,0,0,0,0,0,6,0
conscious,5,0,0,0,0,0,0,0,0
laboured,1,0,0,0,0,0,0,0,0
frequently,0,0,7,0,0,0,0,0,0
marriage,0,0,0,0,19,0,0,0,0
hardboard,0,0,0,0,1,0,0,0,0
courtesy,0,0,0,0,3,0,0,0,0
assign,0,0,0,0,0,0,0,3,0
attract,0,0,0,0,0,0,0,6,0
modification,0,0,0,0,1,0,0,0,0
immediate,4,0,0,0,0,0,0,0,0
repercussion,0,0,0,0,1,0,0,0,0
unfinished,14,0,0,0,0,0,0,0,0
broad,5,0,0,0,0,0,0,0,0
comprehend,0,0,0,0,0,0,0,2,0
innovational,1,0,0,0,0,0,0,0,0
crowd,0,0,0,0,11,0,0,4,0
flock,0,0,0,0,0,0,0,1,0
cartoon,0,0,0,0,5,0,0,0,0
scale,0,0,0,0,10,0,0,0,0
finished,4,0,0,0,0,0,0,0,0
pit,0,0,0,0,0,0,0,1,0
competition,0,0,0,0,1,0,0,0,0
history,0,0,0,0,14,0,0,0,0
seat,0,0,0,0,1,0,0,2,0
government,0,0,0,0,4,0,0,0,0
inconclusive,1,0,0,0,0,0,0,0,0
partially,0,0,5,0,0,0,0,0,0
stay,0,0,0,0,5,0,0,3,0
leave,0,0,0,0,1,0,0,30,0
encourage,0,0,0,0,0,0,0,4,0
fellow,7,0,0,0,1,0,0,0,0
free,11,0,0,0,0,0,0,4,0
connoisseur,0,0,0,0,4,0,0,0,0
collect,0,0,0,0,0,0,0,2,0
milanese,3,0,0,0,0,0,0,0,0
finally,0,0,5,0,0,0,0,0,0
thinker,0,0,0,0,2,0,0,0,0
assure,0,0,0,0,0,0,0,3,0
freedom,0,0,0,0,5,0,0,0,0
exquisite,9,0,0,0,0,0,0,0,0
sitter,0,0,0,0,13,0,0,0,0
née,0,0,0,0,0,0,0,0,1
wife,0,0,0,0,15,0,0,0,0
merchant,0,0,0,0,9,0,0,0,0
alternative,1,0,0,0,0,0,0,0,0
title,0,0,0,0,6,0,0,2,0
picture,0,0,0,0,50,0,0,0,0
backdrop,0,0,0,0,1,0,0,0,0
description,0,0,0,0,4,0,0,0,0
seemingly,0,0,1,0,0,0,0,0,0
sensuous,6,0,0,0,0,0,0,0,0
curve,0,0,0,0,1,0,0,0,0
clothing,0,0,0,0,1,0,0,0,0
echo,0,0,0,0,4,0,0,3,0
shape,0,0,0,0,6,0,0,1,0
valley,0,0,0,0,2,0,0,0,0
river,0,0,0,0,2,0,0,0,0
overall,3,0,0,0,0,0,0,0,0
faint,2,0,0,0,0,0,0,0,0
smile,0,0,0,0,1,0,0,0,0
cosmic,1,0,0,0,0,0,0,0,0
link,0,0,0,0,1,0,0,3,0
connect,0,0,0,0,0,0,0,1,0
enduring,1,0,0,0,0,0,0,0,0
preliminary,2,0,0,0,0,0,0,0,0
stimulate,0,0,0,0,0,0,0,2,0
format,0,0,0,0,6,0,0,0,0
dress,0,0,0,0,3,0,0,3,0
publish,0,0,0,0,0,0,0,5,0
avoid,0,0,0,0,0,0,0,3,0
costume,0,0,0,0,5,0,0,0,0
tombstone,0,0,0,0,1,0,0,0,0
spare,1,0,0,0,0,0,0,1,0
laugh,0,0,0,0,0,0,0,1,0
mad,1,0,0,0,0,0,0,0,0
perfectly,0,0,2,0,0,0,0,0,0
coloured,2,0,0,0,0,0,0,0,0
shift,0,0,0,0,2,0,0,0,0
loosely,0,0,5,0,0,0,0,0,0
pleat,0,0,0,0,1,0,0,1,0
instead,0,0,5,0,0,0,0,0,0
tight,4,0,1,0,0,0,0,0,0
benefit,0,0,0,0,0,0,0,1,0
undoubtedly,0,0,7,0,0,0,0,0,0
successful,4,0,0,0,0,0,0,0,0
respected,2,0,0,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,3,0
interior,3,0,0,0,5,0,0,0,0
hatching,0,0,0,0,1,0,0,0,0
flowing,1,0,0,0,0,0,0,0,0
type,0,0,0,0,15,0,0,0,0
gentle,5,0,0,0,0,0,0,0,0
depart,0,0,0,0,0,0,0,1,0
assimilate,0,0,0,0,0,0,0,3,0
ready,3,0,0,0,0,0,0,0,0
constitute,0,0,0,0,0,0,0,3,0
apartment,0,0,0,0,6,0,0,0,0
ordered,3,0,0,0,0,0,0,0,0
stable,2,0,0,0,0,0,0,0,0
interweave,0,0,0,0,0,0,0,4,0
interlocking,2,0,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,17,0
papal,7,0,0,0,0,0,0,0,0
undertake,0,0,0,0,0,0,0,8,0
formidable,2,0,0,0,0,0,0,0,0
task,0,0,0,0,6,0,0,0,0
uncle,0,0,0,0,4,0,0,0,0
chapel,0,0,0,0,28,0,0,0,0
power,0,0,0,0,13,0,0,0,0
reverse,1,0,0,0,3,0,0,1,0
chronological,1,0,0,0,0,0,0,0,0
drunkenness,0,0,0,0,1,0,0,0,0
door,0,0,0,0,4,0,0,0,0
kinetic,1,0,0,0,0,0,0,0,0
energy,0,0,0,0,6,0,0,0,0
whirlwind,0,0,0,0,1,0,0,0,0
flaccid,1,0,0,0,0,0,0,0,0
lifeless,2,0,0,0,0,0,0,0,0
significant,6,0,0,0,0,0,0,0,0
void,0,0,0,0,1,0,0,0,0
sistine,3,0,0,0,0,0,0,0,0
judge,0,0,0,0,0,0,0,2,0
superhuman,1,0,0,0,0,0,0,0,0
earn,0,0,0,0,0,0,0,2,0
divine,1,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,4,0
terribilità,0,0,0,0,2,0,0,0,0
awesome,2,0,0,0,0,0,0,0,0
creator,0,0,0,0,3,0,0,0,0
raise,0,0,0,0,0,0,0,4,0
esteem,0,0,0,0,2,0,0,0,0
enjoy,0,0,0,0,0,0,0,3,0
deserve,0,0,0,0,0,0,0,2,0
certainly,0,0,19,0,0,0,0,0,0
soar,0,0,0,0,0,0,0,1,0
level,0,0,0,0,4,0,0,0,0
succeed,0,0,0,0,0,0,0,9,0
impossible,3,0,0,0,0,0,0,0,0
surpass,0,0,0,0,0,0,0,6,0
anticlassic,1,0,0,0,0,0,0,0,0
emerge,0,0,0,0,0,0,0,11,0
elect,0,0,0,0,1,0,0,4,0
pope,0,0,0,0,9,0,0,0,0
involved,2,0,0,0,0,0,0,0,0
divert,0,0,0,0,0,0,0,2,0
path,0,0,0,0,3,0,0,0,0
hitherto,0,0,2,0,0,0,0,0,0
king,0,0,0,0,16,0,0,0,0
tomb,0,0,0,0,7,0,0,0,0
ruler,0,0,0,0,5,0,0,0,0
administrative,1,0,0,0,0,0,0,0,0
duty,0,0,0,0,3,0,0,0,0
surveyor,0,0,0,0,1,0,0,0,0
talented,2,0,0,0,0,0,0,0,0
worker,0,0,0,0,2,0,0,0,0
completely,0,0,5,0,0,0,0,0,0
tension,0,0,0,0,5,0,0,0,0
baroque,8,0,0,0,0,0,0,0,0
nascent,1,0,0,0,0,0,0,0,0
relaxed,3,0,0,0,0,0,0,0,0
deeply,0,0,3,0,0,0,0,0,0
moving,2,0,0,0,0,0,0,0,0
reconsideration,0,0,0,0,1,0,0,0,0
experience,0,0,0,0,7,0,0,1,0
past,3,0,0,0,0,0,0,0,0
entirely,0,0,5,0,0,0,0,0,0
enrichment,0,0,0,0,2,0,0,0,0
witness,0,0,0,0,2,0,0,1,0
