word,ADJ,ADP,ADV,NOUN,NUM,VERB,X
training,0,0,0,3,0,0,0
field,0,0,0,15,0,0,0
call,0,0,0,0,0,23,0
combine,0,0,0,0,0,2,0
excitement,0,0,0,1,0,0,0
treasure,0,0,0,6,0,0,0
hunting,0,0,0,1,0,0,0
investigative,1,0,0,0,0,0,0
labor,0,0,0,1,0,0,0
detective,0,0,0,1,0,0,0
settlement,0,0,0,2,0,0,0
building,0,0,0,5,0,0,0
ornament,0,0,0,1,0,0,0
pure,2,0,0,0,0,0,0
nonartifactual,1,0,0,0,0,0,0
unworked,1,0,0,0,0,0,0
trace,0,0,0,3,0,1,0
charcoal,0,0,0,3,0,0,0
hearth,0,0,0,1,0,0,0
shift,0,0,0,1,0,0,0
emphasis,0,0,0,3,0,0,0
try,0,0,0,0,0,3,0
modern,13,0,0,0,0,0,0
establish,0,0,0,0,0,12,0
true,1,0,0,0,0,0,0
science,0,0,0,3,0,0,0
generalization,0,0,0,3,0,0,0
law,0,0,0,4,0,0,0
cause,0,0,0,1,0,0,0
cultural,8,0,0,0,0,0,0
sword,0,0,0,2,0,0,0
armor,0,0,0,1,0,0,0
historical,8,0,0,0,0,0,0
context,0,0,0,4,0,0,0
well,0,0,4,0,0,0,0
usually,0,0,4,0,0,0,0
student,0,0,0,8,0,0,0
obtain,0,0,0,0,0,3,0
degree,0,0,0,5,0,0,0
pursue,0,0,0,0,0,1,0
doctorate,0,0,0,1,0,0,0
choose,0,0,0,0,0,2,0
addition,0,0,0,1,0,0,0
classwork,0,0,0,1,0,0,0
graduate,0,0,0,2,0,1,0
complete,1,0,0,0,0,4,0
support,0,0,0,0,0,4,0
thesis,0,0,0,1,0,0,0
original,2,0,0,0,0,0,0
dissertation,0,0,0,1,0,0,0
outline,0,0,0,0,0,1,0
solution,0,0,0,1,0,0,0
specific,6,0,0,0,0,0,0
problem,0,0,0,1,0,0,0
choosing,0,0,0,1,0,0,0
earn,0,0,0,0,0,2,0
ready,1,0,0,0,0,0,0
job,0,0,0,3,0,0,0
employ,0,0,0,0,0,3,0
museum,0,0,0,5,0,0,0
college,0,0,0,1,0,0,0
agency,0,0,0,1,0,0,0
private,1,0,0,0,0,0,0
foundation,0,0,0,3,0,0,0
activity,0,0,0,3,0,0,0
early,20,0,3,0,0,0,0
stone,0,0,0,12,0,0,0
bury,0,0,0,0,0,9,0
throw,0,0,0,0,0,1,0
away,0,1,2,0,0,0,0
day,0,0,0,4,0,0,0
being,0,0,0,1,0,0,0
simple,4,0,0,0,0,0,0
complex,3,0,0,0,0,0,0
machine,0,0,0,1,0,0,0
house,0,0,0,6,0,0,0
temple,0,0,0,17,0,0,0
tomb,0,0,0,8,0,0,0
palace,0,0,0,5,0,0,0
cathedral,0,0,0,1,0,0,0
pyramid,0,0,0,2,0,0,0
aim,0,0,0,1,0,0,0
supplement,0,0,0,0,0,1,0
source,0,0,0,1,0,0,0
increase,0,0,0,0,0,5,0
understanding,0,0,0,2,0,0,0
concern,0,0,0,1,0,2,0
direct,1,0,0,0,0,1,0
bear,0,0,0,0,0,8,0
history,0,0,0,15,0,0,0
inference,0,0,0,1,0,0,0
yield,0,0,0,0,0,3,0
information,0,0,0,9,0,0,0
religion,0,0,0,3,0,0,0
economy,0,0,0,2,0,0,0
create,0,0,0,0,0,1,0
classical,14,0,0,0,0,0,0
anthropological,5,0,0,0,0,0,0
prehistoric,13,0,0,0,0,0,0
education,0,0,0,1,0,0,0
line,0,0,0,1,0,0,0
sequence,0,0,0,6,0,0,0
similar,7,0,0,0,0,0,0
explore,0,0,0,0,0,6,0
particularly,0,0,3,0,0,0,0
interested,2,0,0,0,0,0,0
especially,0,0,2,0,0,0,0
valley,0,0,0,1,0,0,0
prominent,1,0,0,0,0,0,0
country,0,0,0,2,0,0,0
interest,0,0,0,3,0,1,0
preserve,0,0,0,0,0,8,0
national,2,0,0,0,0,0,0
heritage,0,0,0,2,0,0,0
naturally,0,0,1,0,0,0,0
curriculum,0,0,0,2,0,0,0
basic,3,0,0,0,0,0,0
principle,0,0,0,2,0,0,0
emphasize,0,0,0,0,0,2,0
philology,0,0,0,2,0,0,0
literature,0,0,0,1,0,0,0
linguistics,0,0,0,2,0,0,0
ceramics,0,0,0,1,0,0,0
architecture,0,0,0,2,0,0,0
mineralogy,0,0,0,1,0,0,0
subject,0,0,0,1,0,0,0
see,0,0,0,0,0,1,0
focus,0,0,0,0,0,3,0
prehistory,0,0,0,3,0,0,0
keep,0,0,0,0,0,2,0
physical,5,0,0,0,0,0,0
anthropology,0,0,0,5,0,0,0
involve,0,0,0,0,0,10,0
interdisciplinary,2,0,0,0,0,0,0
particular,3,0,0,0,0,0,0
way,0,0,0,9,0,0,0
paleontology,0,0,0,1,0,0,0
evolution,0,0,0,4,0,0,0
geomorphology,0,0,0,1,0,0,0
geology,0,0,0,5,0,0,0
aerial,2,0,0,0,0,0,0
photography,0,0,0,2,0,0,0
relate,0,0,0,0,0,2,0
great,7,0,0,0,0,0,0
majority,0,0,0,1,0,0,0
analyze,0,0,0,0,0,9,0
synthesize,0,0,0,0,0,2,0
datum,0,0,0,13,0,0,0
process,0,0,0,8,0,0,0
reconnaissance,0,0,0,3,0,0,0
geography,0,0,0,1,0,0,0
excavate,0,0,0,0,0,14,0
actually,0,0,4,0,0,0,0
dig,0,0,0,2,0,11,0
period,0,0,0,13,0,0,0
come,0,0,0,0,0,4,0
reconstruct,0,0,0,0,0,10,0
analysis,0,0,0,15,0,0,0
integration,0,0,0,1,0,0,0
end,0,0,0,0,0,1,0
order,0,0,0,2,0,0,0
produce,0,0,0,0,0,4,0
hypothesis,0,0,0,4,0,0,0
tentative,1,0,0,0,0,0,0
explanation,0,0,0,2,0,0,0
take,0,0,0,0,0,7,0
test,0,0,0,3,0,3,0
data,0,0,0,1,0,0,0
believe,0,0,0,0,0,14,0
arrive,0,0,0,0,0,1,0
development,0,0,0,5,0,0,0
race,0,0,0,1,0,0,0
certain,10,0,0,0,0,0,0
thousand,0,0,0,1,0,0,0
million,0,0,0,2,2,0,0
year,0,0,0,30,0,0,0
fieldwork,0,0,0,4,0,0,0
carry,0,0,0,0,0,4,0
individual,0,0,0,2,0,0,0
large,14,0,0,0,0,0,0
brush,0,0,0,0,0,1,0
soil,0,0,0,7,0,0,0
size,0,0,0,4,0,0,0
depend,0,0,0,0,0,3,0
financial,1,0,0,0,0,0,0
resource,0,0,0,3,0,0,0
range,0,0,0,3,0,2,0
solitary,1,0,0,0,0,0,0
digger,0,0,0,3,0,0,0
kind,0,0,0,8,0,0,0
military,1,0,0,0,0,0,0
like,1,4,0,0,0,0,0
organization,0,0,0,3,0,0,0
mid,1,0,0,0,0,0,0
twentieth,1,0,0,0,0,0,0
fund,0,0,0,0,0,1,0
administrative,2,0,0,0,0,0,0
excavational,3,0,0,0,0,0,0
director,0,0,0,1,0,0,0
chief,0,0,0,3,0,0,0
quartermaster,0,0,0,1,0,0,0
corp,0,0,0,1,0,0,0
accountant,0,0,0,1,0,0,0
secretary,0,0,0,1,0,0,0
mechanical,1,0,0,0,0,0,0
nonskilled,1,0,0,0,0,0,0
staff,0,0,0,2,0,0,0
go,0,0,0,0,0,3,0
supervise,0,0,0,0,0,1,0
artist,0,0,0,2,0,0,0
draftsman,0,0,0,1,0,0,0
analyzer,0,0,0,1,0,0,0
repairer,0,0,0,1,0,0,0
specimen,0,0,0,8,0,0,0
numberer,0,0,0,1,0,0,0
digging,0,0,0,4,0,0,0
crew,0,0,0,2,0,0,0
assistant,0,0,0,1,0,0,0
recorder,0,0,0,1,0,0,0
photographer,0,0,0,1,0,0,0
variety,0,0,0,3,0,0,0
specialize,0,0,0,0,0,1,0
trowel,0,0,0,1,0,1,0
screen,0,0,0,1,0,1,0
remove,0,0,0,0,0,2,0
dirt,0,0,0,2,0,0,0
refuse,0,0,0,1,0,0,0
british,9,0,0,0,0,0,0
advancement,0,0,0,3,0,0,0
right,1,0,0,0,0,0,0
bank,0,0,0,1,0,0,0
southeastern,1,0,0,0,0,0,0
indian,2,0,0,0,0,0,0
subcontinent,0,0,0,1,0,0,0
declare,0,0,0,0,0,1,0
remarkable,2,0,0,0,0,0,0
example,0,0,0,12,0,0,0
urban,1,0,0,0,0,0,0
planning,0,0,0,1,0,0,0
mile,0,0,0,9,0,0,0
kilometer,0,0,0,9,0,0,0
artificial,1,0,0,0,0,0,0
barrier,0,0,0,1,0,0,0
build,0,0,0,0,0,14,0
lay,0,0,0,0,0,1,0
precision,0,0,0,1,0,0,0
dozen,0,0,0,2,0,0,0
block,0,0,0,3,0,0,0
island,0,0,0,7,0,0,0
foot,0,0,0,13,0,0,0
meter,0,0,0,10,1,0,0
north,1,0,0,2,0,0,0
south,0,0,1,1,0,0,0
east,0,0,0,1,0,0,0
west,0,0,0,1,0,0,0
central,1,0,0,0,0,0,0
western,3,0,0,0,0,0,0
ruin,0,0,0,11,0,0,0
citadel,0,0,0,3,0,0,0
high,6,0,0,0,0,0,0
fortress,0,0,0,1,0,0,0
mud,0,0,0,5,0,0,0
brick,0,0,0,3,0,0,0
height,0,0,0,3,0,0,0
tower,0,0,0,1,0,0,0
bake,0,0,0,0,0,1,0
fortify,0,0,0,0,0,1,0
elaborate,1,0,0,0,0,0,0
bath,0,0,0,1,0,0,0
tank,0,0,0,1,0,0,0
surround,0,0,0,0,0,3,0
veranda,0,0,0,1,0,0,0
residential,1,0,0,0,0,0,0
huge,1,0,0,0,0,0,0
granary,0,0,0,1,0,0,0
hall,0,0,0,1,0,0,0
assembly,0,0,0,1,0,0,0
religious,2,0,0,0,0,0,0
ceremonial,3,0,0,0,0,0,0
headquarters,0,0,0,1,0,0,0
low,4,0,0,0,0,0,0
substantial,1,0,0,0,0,0,0
courtyard,0,0,0,1,0,0,0
indicate,0,0,0,0,0,10,0
considerable,2,0,0,0,0,0,0
middle,1,0,0,3,0,0,0
class,0,0,0,2,0,0,0
small,5,0,0,0,0,0,0
bathroom,0,0,0,1,0,0,0
street,0,0,0,1,0,0,0
drain,0,0,0,1,0,0,0
sanitation,0,0,0,1,0,0,0
stair,0,0,0,1,0,0,0
upper,1,0,0,0,0,0,0
flat,1,0,0,0,0,0,0
habitable,1,0,0,0,0,0,0
roof,0,0,0,1,0,0,0
wall,0,0,0,4,0,0,0
originally,0,0,1,0,0,0,0
plaster,0,0,0,0,0,1,0
bronze,0,0,0,2,0,0,0
figure,0,0,0,2,0,0,0
dance,0,0,0,0,0,1,0
girl,0,0,0,1,0,0,0
wear,0,0,0,0,0,1,0
armlet,0,0,0,1,0,0,0
sculpture,0,0,0,4,0,0,0
numerous,6,0,0,0,0,0,0
terra,0,0,0,2,0,0,0
cotta,0,0,0,2,0,0,0
clay,0,0,0,5,0,0,0
depict,0,0,0,0,0,2,0
seal,0,0,0,2,0,0,0
beautifully,0,0,2,0,0,0,0
carve,0,0,0,0,0,1,0
bull,0,0,0,1,0,0,0
elephant,0,0,0,1,0,0,0
unicorn,0,0,0,1,0,0,0
inscription,0,0,0,2,0,0,0
script,0,0,0,2,0,0,0
seed,0,0,0,1,0,0,0
wheat,0,0,0,1,0,0,0
barley,0,0,0,1,0,0,0
crop,0,0,0,2,0,0,0
millet,0,0,0,1,0,0,0
melon,0,0,0,1,0,0,0
cotton,0,0,0,1,0,0,0
attack,0,0,0,0,0,1,0
destroy,0,0,0,0,0,5,0
millennium,0,0,0,1,0,0,0
identity,0,0,0,1,0,0,0
attacker,0,0,0,1,0,0,0
uncertain,1,0,0,0,0,0,0
decline,0,0,0,0,0,2,0
heavy,2,0,0,0,0,0,0
flood,0,0,0,1,0,0,0
submerge,0,0,0,0,0,1,0
increasingly,0,0,2,0,0,0,0
shoddy,1,0,0,0,0,0,0
sign,0,0,0,2,0,0,0
overcrowding,0,0,0,1,0,0,0
preliminary,4,0,0,0,0,0,0
stage,0,0,0,4,0,0,0
recording,0,0,0,2,0,0,0
superficial,1,0,0,0,0,0,0
examination,0,0,0,2,0,0,0
luck,0,0,0,1,0,0,0
famous,5,0,0,0,0,0,0
painting,0,0,0,4,0,0,0
discover,0,0,0,0,0,22,0
boy,0,0,0,2,0,0,0
climb,0,0,0,0,0,1,0
hole,0,0,0,3,0,0,0
miss,0,0,0,0,0,1,0
dog,0,0,0,2,0,0,0
uncover,0,0,0,0,0,7,0
course,0,0,0,1,0,0,0
preparation,0,0,0,2,0,0,0
construction,0,0,0,5,0,0,0
project,0,0,0,4,0,0,0
result,0,0,0,2,0,1,0
bombing,0,0,0,1,0,0,0
careful,2,0,0,0,0,0,0
plan,0,0,0,0,0,2,0
survey,0,0,0,5,0,1,0
program,0,0,0,6,0,0,0
search,0,0,0,8,0,1,0
lose,0,0,0,0,0,1,0
cave,0,0,0,1,0,0,0
exact,3,0,0,0,0,0,0
vary,0,0,0,0,0,1,0
primarily,0,0,2,0,0,0,0
different,11,0,0,0,0,0,0
type,0,0,0,8,0,0,0
mound,0,0,0,12,0,0,0
fort,0,0,0,1,0,0,0
road,0,0,0,1,0,0,0
easily,0,0,1,0,0,0,0
visible,1,0,0,0,0,0,0
ground,0,0,0,6,0,0,0
exploration,0,0,0,3,0,0,0
jeep,0,0,0,1,0,0,0
car,0,0,0,1,0,0,0
horse,0,0,0,1,0,0,0
mule,0,0,0,1,0,0,0
camel,0,0,0,1,0,0,0
comprehensive,1,0,0,0,0,0,0
entire,2,0,0,0,0,0,0
cover,0,0,0,0,0,4,0
technique,0,0,0,21,0,0,0
sampling,0,0,0,4,0,0,0
limited,1,0,0,0,0,0,0
number,0,0,0,9,0,0,0
strategic,3,0,0,0,0,0,0
spot,0,0,0,1,0,0,0
region,0,0,0,8,0,0,0
check,0,0,0,0,0,3,0
underlie,0,0,0,0,0,1,0
passage,0,0,0,3,0,0,0
act,0,0,0,1,0,1,0
design,0,0,0,1,0,4,0
encourage,0,0,0,0,0,1,0
danger,0,0,0,1,0,0,0
growth,0,0,0,3,0,0,0
completely,0,0,1,0,0,0,0
unbroken,1,0,0,0,0,0,0
designate,0,0,0,0,0,5,0
balloon,0,0,0,1,0,0,0
airplane,0,0,0,2,0,0,0
satellite,0,0,0,2,0,0,0
camera,0,0,0,4,0,0,0
remote,2,0,1,0,0,0,0
sensor,0,0,0,1,0,0,0
infrared,1,0,0,0,0,0,0
film,0,0,0,2,0,0,0
device,0,0,0,6,0,0,0
clue,0,0,0,2,0,0,0
variation,0,0,0,2,0,0,0
color,0,0,0,2,0,0,0
contour,1,0,0,3,0,0,0
density,0,0,0,1,0,0,0
existence,0,0,0,3,0,0,0
simply,0,0,3,0,0,0,0
probe,0,0,0,7,0,3,0
sound,0,0,0,2,0,0,0
reflection,0,0,0,1,0,0,0
presence,0,0,0,2,0,0,0
hollow,0,0,0,1,0,0,0
periscope,0,0,0,2,0,0,0
insert,0,0,0,0,0,1,0
ditch,0,0,0,1,0,0,0
etruscan,1,0,0,0,0,0,0
electricity,0,0,0,1,0,0,0
magnetism,0,0,0,1,0,0,0
electron,0,0,0,3,0,0,0
proton,0,0,0,1,0,0,0
magnetometer,0,0,0,2,0,0,0
detector,0,0,0,2,0,0,0
force,0,0,0,0,0,1,0
current,0,0,0,1,0,0,0
earth,0,0,0,3,0,0,0
feature,0,0,0,1,0,0,0
solid,1,0,0,0,0,0,0
lie,0,0,0,0,0,4,0
beneath,0,5,0,0,0,0,0
drag,0,0,0,0,0,1,0
water,0,0,0,8,0,0,0
sunken,1,0,0,0,0,0,0
ship,0,0,0,36,0,1,0
explorer,0,0,0,3,0,0,0
success,0,0,0,1,0,0,0
oceanographer,0,0,0,2,0,0,0
filmmaker,0,0,0,1,0,0,0
inventor,0,0,0,1,0,0,0
properly,0,0,1,0,0,0,0
give,0,0,0,0,0,5,0
sort,0,0,0,4,0,0,0
discoverer,0,0,0,2,0,0,0
owner,0,0,0,1,0,0,0
property,0,0,0,1,0,0,0
serial,1,0,0,0,0,0,0
village,0,0,0,1,0,0,0
system,0,0,0,11,0,0,0
identification,0,0,0,1,0,0,0
coordinate,0,0,0,1,0,0,0
latitude,0,0,0,1,0,0,0
longitude,0,0,0,1,0,0,0
township,0,0,0,1,0,0,0
geographic,1,0,0,0,0,0,0
universally,0,0,1,0,0,0,0
accept,0,0,0,0,0,1,0
designation,0,0,0,1,0,0,0
description,0,0,0,3,0,0,0
idea,0,0,0,3,0,0,0
mind,0,0,0,1,0,0,0
fact,0,0,0,3,0,0,0
nonrenewable,1,0,0,0,0,0,0
scrupulous,1,0,0,0,0,0,0
keeping,0,0,0,2,0,0,0
preservation,0,0,0,3,0,0,0
critical,1,0,0,0,0,0,0
make,0,0,0,0,0,3,0
meaningful,1,0,0,0,0,0,0
mechanism,0,0,0,1,0,0,0
set,0,0,0,0,0,5,0
vertical,2,0,0,0,0,0,0
measurement,0,0,0,2,0,0,0
respect,0,0,0,1,0,0,0
agree,0,0,0,0,0,1,0
point,0,0,0,13,0,0,0
centimeter,0,0,0,1,0,0,0
horizontal,3,0,0,0,0,0,0
unit,0,0,0,4,0,0,0
provenience,0,0,0,1,0,0,0
exactly,0,0,1,0,0,0,0
gridde,0,0,0,0,0,1,0
stake,0,0,0,0,0,1,0
devise,0,0,0,0,0,1,0
organize,0,0,0,0,0,1,0
major,2,0,0,0,0,0,0
begin,0,0,0,0,0,13,0
generally,0,0,3,0,0,0,0
perform,0,0,0,0,0,2,0
good,1,0,0,3,0,0,0
entirely,0,0,1,0,0,0,0
sondage,0,0,0,2,0,0,0
instead,0,0,2,0,0,0,0
random,2,0,0,0,0,0,0
space,0,0,0,1,0,1,0
checkerboard,0,0,0,1,0,0,0
crosswise,1,0,0,0,0,0,0
parallel,1,0,0,0,0,0,0
crisscross,1,0,0,0,0,0,0
trench,0,0,0,2,0,0,0
stereotypical,1,0,0,0,0,0,0
spade,0,0,0,1,0,0,0
scrape,0,0,0,0,0,1,0
slice,0,0,0,0,0,2,0
clean,0,0,0,0,0,2,0
trade,0,0,0,5,0,1,0
spoon,0,0,0,1,0,0,0
pick,0,0,0,1,0,1,0
paintbrush,0,0,0,1,0,0,0
dissect,0,0,0,0,0,1,0
needle,0,0,0,1,0,0,0
chronology,0,0,0,7,0,0,0
calendar,0,0,0,2,0,0,0
event,0,0,0,6,0,0,0
sedimentary,2,0,0,0,0,0,0
rock,0,0,0,4,0,0,0
accumulate,0,0,0,0,0,3,0
geologic,2,0,0,0,0,0,0
marine,9,0,0,1,0,0,0
continental,1,0,0,0,0,0,0
formation,0,0,0,2,0,0,0
fossil,0,0,0,5,0,0,0
organism,0,0,0,1,0,0,0
geologist,0,0,0,2,0,0,0
relative,13,0,0,0,0,0,0
occurrence,0,0,0,2,0,0,0
correct,1,0,0,0,0,0,0
succession,0,0,0,1,0,0,0
radiometric,1,0,0,0,0,0,0
approach,0,0,0,2,0,0,0
absolute,12,0,0,0,0,0,0
complementary,1,0,0,0,0,0,0
correlate,0,0,0,0,0,1,0
wide,2,0,0,0,0,0,0
strip,0,0,0,0,0,1,0
layer,0,0,0,6,0,0,0
expose,0,0,0,0,0,2,0
arbitrary,1,0,0,0,0,0,0
thickness,0,0,0,2,0,0,0
correspond,0,0,0,0,0,1,0
stratum,0,0,0,3,0,0,0
vertically,0,0,1,0,0,0,0
strata,0,0,0,5,0,0,0
combination,0,0,0,1,0,0,0
excavator,0,0,0,1,0,0,0
scrupulously,0,0,1,0,0,0,0
traditionally,0,0,1,0,0,0,0
note,0,0,0,3,0,1,0
diary,0,0,0,2,0,0,0
describe,0,0,0,0,0,2,0
accompany,0,0,0,0,0,3,0
drawing,0,0,0,3,0,0,0
floor,0,0,0,4,0,0,0
plot,0,0,0,1,0,0,0
cross,0,0,0,2,0,1,0
section,0,0,0,4,0,0,0
form,0,0,0,8,0,4,0
pollen,0,0,0,2,0,0,0
aid,0,0,0,1,0,1,0
midto,0,1,0,0,0,0,0
late,6,0,0,0,0,0,0
digitize,0,0,0,0,0,1,0
advanced,3,0,0,0,0,0,0
underwater,7,0,2,0,0,0,0
need,0,0,0,0,0,1,0
fragile,1,0,0,0,0,0,0
store,0,0,0,0,0,2,0
plastic,1,0,0,0,0,0,0
bag,0,0,0,2,0,0,0
label,0,0,0,2,0,0,0
nature,0,0,0,1,0,0,0
delicate,1,0,0,0,0,0,0
case,0,0,0,3,0,0,0
coat,0,0,0,0,0,1,0
preservative,0,0,0,1,0,0,0
chemical,1,0,0,1,0,0,0
advance,0,0,0,3,0,1,0
chemistry,0,0,0,3,0,0,0
enable,0,0,0,0,0,1,0
feat,0,0,0,1,0,0,0
probably,0,0,3,0,0,0,0
impossible,1,0,0,0,0,0,0
decade,0,0,0,2,0,0,0
ideally,0,0,1,0,0,0,0
progress,0,0,0,1,0,1,0
relatively,0,0,2,0,0,0,0
brief,1,0,0,0,0,0,0
aspect,0,0,0,3,0,0,0
environmental,2,0,0,0,0,0,0
broad,1,0,0,0,0,0,0
category,0,0,0,1,0,0,0
chronological,8,0,0,0,0,0,0
contextual,7,0,0,0,0,0,0
relation,0,0,0,3,0,0,0
assign,0,0,0,0,0,4,0
fairly,0,0,1,0,0,0,0
precise,2,0,0,0,0,0,0
chronometric,2,0,0,0,0,0,0
stratigraphy,0,0,0,1,0,0,0
arrangement,0,0,0,3,0,0,0
assumption,0,0,0,3,0,0,0
occur,0,0,0,0,0,2,0
deep,10,0,2,0,0,0,0
rough,2,0,0,0,0,0,0
undated,1,0,0,0,0,0,0
distinctive,2,0,0,0,0,0,0
