word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB,X
come,0,0,0,0,0,0,9,0
world,0,0,0,19,0,0,0,0
popular,7,0,0,0,0,0,0,0
team,0,0,0,122,0,0,0,0
sport,0,0,0,19,0,0,0,0
designation,0,0,0,1,0,0,0,0
use,0,0,0,1,0,0,1,0
generally,0,0,2,0,0,0,0,0
signify,0,0,0,0,0,0,1,0
refer,0,0,0,0,0,0,1,0
soccer,0,0,0,90,0,0,0,0
speak,0,0,0,0,0,0,2,0
country,0,0,0,13,0,0,0,0
fútbol,0,0,0,3,0,0,0,0
rest,0,0,0,2,0,0,0,0
call,0,0,0,1,0,0,15,0
football,0,0,0,21,0,0,0,0
technically,0,0,1,0,0,0,0,0
official,4,0,0,2,0,0,0,0
title,0,0,0,26,0,0,0,0
association,0,0,0,14,0,0,0,0
clearly,0,0,1,0,0,0,0,0
linguistic,1,0,0,0,0,0,0,0
piece,0,0,0,2,0,0,0,0
word,0,0,0,2,0,0,0,0
actually,0,0,1,0,0,0,0,0
originate,0,0,0,0,0,0,2,0
year,0,0,0,50,0,0,0,0
ago,0,0,2,0,0,0,0,0
slang,0,0,0,1,0,0,0,0
abbreviation,0,0,0,1,0,0,0,0
base,0,0,0,0,0,0,2,0
soc,0,0,0,0,0,0,0,1
wordplay,0,0,0,1,0,0,0,0
game,0,0,0,78,0,0,0,0
take,0,0,0,0,0,0,10,0
step,0,0,0,1,0,0,0,0
national,33,0,0,0,0,0,0,0
nickname,0,0,0,1,0,0,3,0
melding,0,0,0,1,0,0,0,0
kangaroo,0,0,0,1,0,0,0,0
follow,0,0,0,0,0,0,8,0
premier,1,0,0,0,0,0,0,0
international,16,0,0,0,0,0,0,0
tournament,1,0,0,30,0,0,0,0
play,0,0,0,9,0,0,57,0
sporting,1,0,0,1,0,0,0,0
event,0,0,0,7,0,0,0,0
distinction,0,0,0,1,0,0,0,0
include,0,0,0,0,0,0,11,0
honor,0,0,0,1,0,0,0,0
gain,0,0,0,0,0,0,2,0
reader,0,0,0,1,0,0,0,0
book,0,0,0,2,0,0,0,0
learn,0,0,0,0,0,0,2,0
early,6,0,1,0,0,0,0,0
root,0,0,0,2,0,0,0,0
modern,4,0,0,0,0,0,0,0
emergence,0,0,0,1,0,0,0,0
century,0,0,0,13,0,0,0,0
group,0,0,0,3,0,0,0,0
european,6,0,0,0,0,0,0,0
attempt,0,0,0,1,0,0,2,0
bring,0,0,0,0,0,0,2,0
order,0,0,0,1,0,0,0,0
turn,0,0,0,4,0,0,3,0
form,0,0,0,4,0,0,5,0
course,0,0,1,1,0,0,0,0
rule,0,0,0,10,0,0,1,0
evolve,0,0,0,0,0,0,1,0
governing,0,0,0,3,0,0,0,0
body,0,0,0,8,0,0,0,0
responsive,1,0,0,0,0,0,0,0
hundred,0,0,0,1,0,0,0,0
worldwide,1,0,3,0,0,0,0,0
occasionally,0,0,1,0,0,0,0,0
release,0,0,0,0,0,0,2,0
modification,0,0,0,1,0,0,0,0
clarification,0,0,0,1,0,0,0,0
