word,ADJ,ADP,ADV,NOUN,NUM,VERB
look,0,0,0,1,0,2
far,0,0,2,0,0,0
day,0,0,0,1,0,0
encounter,0,0,0,0,0,1
form,0,0,0,4,0,6
electronic,44,0,0,23,0,0
entertain,0,0,0,0,0,1
operate,0,0,0,0,0,6
machinery,0,0,0,1,0,0
perform,0,0,0,0,0,13
complex,6,0,0,0,0,0
calculation,0,0,0,3,0,0
play,0,0,0,1,0,7
significant,2,0,0,0,0,0
role,0,0,0,2,0,0
life,0,0,0,6,0,0
end,0,0,0,4,0,0
sight,0,0,0,1,0,0
fascinating,1,0,0,0,0,0
new,2,0,0,0,0,0
innovation,0,0,0,1,0,0
book,0,0,0,3,0,0
provide,0,0,0,0,0,5
overview,0,0,0,2,0,0
different,13,0,0,0,0,0
kind,0,0,0,2,0,0
work,0,0,0,1,0,7
use,0,0,0,9,0,10
history,0,0,0,5,0,0
development,0,0,0,12,0,0
common,4,0,0,0,0,0
rarely,0,0,1,0,0,0
stop,0,0,0,0,0,1
think,0,0,0,0,0,1
branch,0,0,0,2,0,0
physics,0,0,0,2,0,0
know,0,0,0,0,0,8
electronics,0,0,0,1,0,0
deal,0,0,0,0,0,2
production,0,0,0,5,0,0
behavior,0,0,0,2,0,0
effect,0,0,0,6,0,0
electron,0,0,0,29,0,0
device,0,0,0,40,0,0
especially,0,0,3,0,0,0
concern,0,0,0,0,0,3
transistor,0,0,0,36,0,0
tube,0,0,0,40,0,0
basic,10,0,0,0,0,0
type,0,0,0,23,0,0
signal,0,0,0,34,0,1
analog,5,0,0,1,0,0
digital,16,0,0,0,0,0
electric,8,0,0,0,0,0
current,1,0,0,23,0,0
indicate,0,0,0,0,0,4
information,0,0,0,16,0,0
commonly,0,0,1,0,0,0
semiconductor,0,0,0,17,0,0
material,0,0,0,13,0,0
conduct,0,0,0,0,0,6
electricity,0,0,0,6,0,0
certain,3,0,0,0,0,0
condition,0,0,0,2,0,0
manipulate,0,0,0,0,0,2
invent,0,0,0,0,0,7
replace,0,0,0,0,0,6
vacuum,0,0,0,11,0,0
operation,0,0,0,10,0,0
computer,0,0,0,57,0,0
equipment,0,0,0,3,0,0
result,0,0,0,4,0,6
combination,0,0,0,4,0,0
circuit,0,0,0,90,0,0
supply,0,0,0,1,0,3
conduit,0,0,0,1,0,0
power,0,0,0,6,0,2
today,0,0,0,8,0,0
small,19,0,0,0,0,0
make,0,0,0,0,0,2
microprocessor,0,0,0,33,0,0
possible,9,0,0,0,0,0
element,0,0,0,14,0,0
vast,2,0,0,0,0,0
variety,0,0,0,2,0,0
function,0,0,0,8,0,0
central,2,0,0,0,0,0
resistor,0,0,0,4,0,0
slow,0,0,0,0,0,1
flow,0,0,0,4,0,6
control,0,0,0,9,0,7
voltage,0,0,0,17,0,0
conductor,0,0,0,4,0,0
connector,0,0,0,2,0,0
capacitor,0,0,0,3,0,0
store,0,0,0,0,0,16
electrical,12,0,0,0,0,0
charge,0,0,0,12,0,0
multiple,1,0,0,0,0,0
individual,6,0,0,0,0,0
part,0,0,0,7,0,0
million,0,0,0,10,5,0
tiny,8,0,0,0,0,0
implant,0,0,0,0,0,1
integrate,0,0,0,0,0,21
powerful,5,0,0,0,0,0
little,1,0,0,0,0,0
chip,0,0,0,38,0,0
originate,0,0,0,0,0,1
find,0,0,0,0,0,3
video,0,0,0,7,0,0
game,0,0,0,15,0,0
security,0,0,0,3,0,0
system,0,0,0,16,0,0
calculator,0,0,0,4,0,0
improvement,0,0,0,2,0,0
manufacture,0,0,0,3,0,5
readily,0,0,2,0,0,0
available,3,0,0,0,0,0
modern,7,0,0,0,0,0
consumer,0,0,0,6,0,0
start,0,0,0,1,0,2
phonograph,0,0,0,3,0,0
field,0,0,0,15,0,0
expand,0,0,0,0,0,1
satellite,0,0,0,2,0,0
radio,0,0,0,23,0,0
player,0,0,0,7,0,0
tablet,0,0,0,3,0,0
touch,0,0,0,3,0,0
screen,0,0,0,7,0,0
keyboard,0,0,0,2,0,0
course,0,0,1,1,0,0
home,0,0,0,4,0,0
medicine,0,0,0,1,0,0
take,0,0,0,0,0,2
advantage,0,0,0,1,0,0
time,0,0,0,8,0,0
doctor,0,0,0,1,0,0
detailed,1,0,0,0,0,0
human,4,0,0,0,0,0
body,0,0,0,1,0,0
diagnostic,1,0,0,0,0,0
instrument,0,0,0,1,0,0
compute,0,0,0,0,0,1
tomography,0,0,0,1,0,0
nuclear,1,0,0,0,0,0
magnetic,2,0,0,0,0,0
