word,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,PRON,SCONJ,VERB,X
culminate,0,0,0,0,0,0,0,0,0,0,4,0
series,0,0,0,0,0,0,16,0,0,0,0,0
disaster,0,0,0,0,0,0,7,0,0,0,0,0
famine,0,0,0,0,0,0,5,0,0,0,0,0
plague,0,0,0,0,0,0,1,0,0,0,0,0
recover,0,0,0,0,0,0,0,0,0,0,4,0
thank,0,0,0,0,0,0,1,0,0,0,0,0
stability,0,0,0,0,0,0,6,0,0,0,0,0
place,0,0,0,0,0,0,31,0,0,0,10,0
especially,0,0,33,0,0,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,10,0,0
massive,5,0,0,0,0,0,0,0,0,0,0,0
banking,0,0,0,0,0,0,7,0,0,0,0,0
failure,0,0,0,0,0,0,2,0,0,0,0,0
continually,0,0,2,0,0,0,0,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,0,0,17,0
balance,0,0,0,0,0,0,5,0,0,0,0,0
diplomacy,0,0,0,0,0,0,8,0,0,0,0,0
italian,48,0,0,0,0,0,0,0,0,0,0,0
revival,0,0,0,0,0,0,14,0,0,0,0,0
ideal,5,0,0,0,0,0,13,0,0,0,0,0
movement,0,0,0,0,0,0,36,0,0,0,0,0
term,0,0,0,0,0,0,44,0,0,0,6,0
humanism,0,0,0,0,0,0,18,0,0,0,0,0
emphasize,0,0,0,0,0,0,0,0,0,0,9,0
literacy,0,0,0,0,0,0,2,0,0,0,0,0
concern,0,0,0,0,0,0,8,0,0,0,3,0
liberal,5,0,0,0,0,0,0,0,0,0,0,0
rhetoric,0,0,0,0,0,0,9,0,0,0,0,0
grammar,0,0,0,0,0,0,4,0,0,0,0,0
moral,18,0,0,0,0,0,1,0,0,0,0,0
music,0,0,0,0,0,0,2,0,0,0,0,0
mathematic,0,0,0,0,0,0,5,0,0,0,0,0
originally,0,0,17,0,0,0,0,0,0,0,0,0
humanist,16,0,0,0,0,0,40,0,0,0,0,0
eventually,0,0,11,0,0,0,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,0,0,0,12,0
acceptable,3,0,0,0,0,0,0,0,0,0,0,0
literature,0,0,0,0,0,0,29,0,0,0,0,0
achievement,0,0,0,0,0,0,18,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,22,0
artistic,10,0,0,0,0,0,0,0,0,0,0,0
intellectual,17,0,0,0,0,0,0,0,0,0,0,0
spirit,0,0,0,0,0,0,8,0,0,0,0,0
unlike,0,1,0,0,0,0,0,0,0,0,0,0
courtly,3,0,0,0,0,0,0,0,0,0,0,0
linguistic,6,0,0,0,0,0,0,0,0,0,0,0
skill,0,0,0,0,0,0,7,0,0,0,0,0
mystic,0,0,0,0,0,0,3,0,0,0,0,0
direct,4,0,0,0,0,0,0,0,0,0,1,0
connection,0,0,0,0,0,0,3,0,0,0,0,0
spirituality,0,0,0,0,0,0,2,0,0,0,0,0
native,5,0,0,0,0,0,0,0,0,0,0,0
tongue,0,0,0,0,0,0,2,0,0,0,0,0
recognition,0,0,0,0,0,0,3,0,0,0,0,0
northern,54,0,0,0,0,0,0,0,0,0,0,0
well,4,0,12,0,0,0,2,0,0,0,0,0
example,0,0,0,0,0,0,30,0,0,0,0,0
new,168,0,0,0,0,0,0,0,0,0,0,0
scientific,4,0,0,0,0,0,0,0,0,0,0,0
rejection,0,0,0,0,0,0,1,0,0,0,0,0
earth,0,0,0,0,0,0,6,0,0,0,0,0
centred,1,0,0,0,0,0,0,0,0,0,0,0
universe,0,0,0,0,0,0,3,0,0,0,0,0
artist,0,0,0,0,0,0,3,0,0,0,0,0
mathematical,4,0,0,0,0,0,0,0,0,0,0,0
order,0,0,0,0,0,0,46,0,0,0,0,0
natural,8,0,0,0,0,0,0,0,0,0,0,0
chiefly,0,0,7,0,0,0,0,0,0,0,0,0
invention,0,0,0,0,0,0,17,0,0,0,0,0
printing,0,0,0,0,0,0,9,0,0,0,0,0
press,0,0,0,0,0,0,6,0,0,0,3,0
information,0,0,0,0,0,0,7,0,0,0,0,0
travel,0,0,0,0,0,0,0,0,0,0,6,0
fast,2,0,1,0,0,0,0,0,0,0,0,0
literate,4,0,0,0,0,0,0,0,0,0,0,0
politically,0,0,3,0,0,0,0,0,0,0,0,0
firm,1,0,0,0,0,0,0,0,0,0,0,0
boundary,0,0,0,0,0,0,1,0,0,0,0,0
kingship,0,0,0,0,0,0,3,0,0,0,0,0
dominant,5,0,0,0,0,0,0,0,0,0,0,0
leadership,0,0,0,0,0,0,10,0,0,0,0,0
economically,0,0,3,0,0,0,0,0,0,0,0,0
feudal,13,0,0,0,0,0,0,0,0,0,0,0
decline,0,0,0,0,0,0,14,0,0,0,7,0
manufacturing,0,0,0,0,0,0,6,0,0,0,0,0
known,1,0,0,0,0,0,0,0,0,0,0,0
specialized,8,0,0,0,0,0,0,0,0,0,0,0
cloth,0,0,0,0,0,0,6,0,0,0,0,0
industry,0,0,0,0,0,0,4,0,0,0,0,0
gateway,0,0,0,0,0,0,3,0,0,0,0,0
scattering,0,0,0,0,0,0,1,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,0,0,18,0
foster,0,0,0,0,0,0,0,0,0,0,4,0
sharing,0,0,0,0,0,0,1,0,0,0,0,0
technology,0,0,0,0,0,0,20,0,0,0,0,0
improve,0,0,0,0,0,0,0,0,0,0,5,0
living,0,0,0,0,0,0,2,0,0,0,0,0
ambition,0,0,0,0,0,0,7,0,0,0,0,0
create,0,0,0,0,0,0,0,0,0,0,32,0
capable,5,0,0,0,0,0,0,0,0,0,0,0
infrastructure,0,0,0,0,0,0,1,0,0,0,0,0
flourishing,1,0,0,0,0,0,2,0,0,0,0,0
transform,0,0,0,0,0,0,0,0,0,0,11,0
culturally,0,0,5,0,0,0,0,0,0,0,0,0
cohesive,1,0,0,0,0,0,0,0,0,0,0,0
truly,0,0,1,0,0,0,0,0,0,0,0,0
unify,0,0,0,0,0,0,0,0,0,0,5,0
accompany,0,0,0,0,0,0,0,0,0,0,10,0
major,24,0,0,0,0,0,0,0,0,0,0,0
glaciation,0,0,0,0,0,0,8,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,0,0,12,0
million,0,0,0,0,0,0,0,6,0,0,0,0
ago,0,0,4,0,0,0,0,0,0,0,0,0
widespread,12,0,0,0,0,0,0,0,0,0,0,0
adoption,0,0,0,0,0,0,13,0,0,0,0,0
farming,0,0,0,0,0,0,17,0,0,0,0,0
establishment,0,0,0,0,0,0,9,0,0,0,0,0
settlement,0,0,0,0,0,0,59,0,0,0,0,0
foundation,0,0,0,0,0,0,12,0,0,0,0,0
future,2,0,0,0,0,0,2,0,0,0,0,0
knowledge,0,0,0,0,0,0,7,0,0,0,0,0
past,0,1,0,0,0,0,16,0,0,0,0,0
entirely,0,0,4,0,0,0,0,0,0,0,0,0
dependent,6,0,0,0,0,0,1,0,0,0,0,0
archaeology,0,0,0,0,0,0,2,0,0,0,0,0
middle,18,0,0,0,0,0,5,0,0,0,0,0
vary,0,0,0,0,0,0,0,0,0,0,15,0
greatly,0,0,17,0,0,0,0,0,0,0,0,0
region,0,0,0,0,0,0,48,0,0,0,0,0
limit,0,0,0,0,0,0,6,0,0,0,7,0
deposit,0,0,0,0,0,0,8,0,0,0,10,0
disturb,0,0,0,0,0,0,0,0,0,0,1,0
range,0,0,0,0,0,0,15,0,0,0,5,0
process,0,0,0,0,0,0,24,0,0,0,0,0
glacial,3,0,0,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,0,0,29,0,0,0,0,0
technique,0,0,0,0,0,0,16,0,0,0,0,0
part,0,0,0,0,0,0,31,0,0,0,0,0
story,0,0,0,0,0,0,5,0,0,0,0,0
impossible,4,0,0,0,0,0,0,0,0,0,0,0
reveal,0,0,0,0,0,0,0,0,0,0,11,0
need,0,0,0,0,0,0,19,0,0,0,12,0
assess,0,0,0,0,0,0,0,0,0,0,1,0
light,0,0,0,0,0,0,1,0,0,0,0,0
factor,0,0,0,0,0,0,14,0,0,0,0,0
pleistocene,1,0,0,0,0,0,0,0,0,0,0,0
climatic,6,0,0,0,0,0,0,0,0,0,0,0
cyclic,1,0,0,0,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,0,30,0,0,0,0,0
cold,5,0,0,0,0,0,0,0,0,0,0,0
cycle,0,0,0,0,0,0,5,0,0,0,0,0
short,12,0,2,0,0,0,0,0,0,0,0,0
episode,0,0,0,0,0,0,2,0,0,0,0,0
alpine,2,0,0,0,0,0,0,0,0,0,0,0
ice,0,0,0,0,0,0,4,0,0,0,0,0
sheet,0,0,0,0,0,0,6,0,0,0,0,0
sea,0,0,0,0,0,0,9,0,0,0,0,0
level,1,0,0,0,0,0,18,0,0,0,0,0
fall,0,0,0,0,0,0,7,0,0,0,6,0
southern,37,0,0,0,0,0,0,0,0,0,0,0
little,13,0,4,0,0,0,0,0,0,0,0,0
affect,0,0,0,0,0,0,0,0,0,0,7,0
retreat,0,0,0,0,0,0,1,0,0,0,3,0
accompanying,1,0,0,0,0,0,0,0,0,0,0,0
environment,0,0,0,0,0,0,17,0,0,0,0,0
impact,0,0,0,0,0,0,7,0,0,0,0,0
maximum,2,0,0,0,0,0,0,0,0,0,0,0
cover,0,0,0,0,0,0,1,0,0,0,7,0
occupation,0,0,0,0,0,0,11,0,0,0,0,0
fluctuate,0,0,0,0,0,0,0,0,0,0,1,0
response,0,0,0,0,0,0,3,0,0,0,0,0
condition,0,0,0,0,0,0,21,0,0,0,0,0
continuous,6,0,0,0,0,0,0,0,0,0,0,0
require,0,0,0,0,0,0,0,0,0,0,14,0
solution,0,0,0,0,0,0,6,0,0,0,0,0
problem,0,0,0,0,0,0,14,0,0,0,0,0
extremely,0,0,3,0,0,0,0,0,0,0,0,0
hominin,0,0,0,0,0,0,3,0,0,0,0,0
widely,0,0,20,0,0,0,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0,0,0,1,0
securely,0,0,1,0,0,0,0,0,0,0,0,0
date,0,0,0,0,0,0,8,0,0,0,8,0
plentiful,3,0,0,0,0,0,0,0,0,0,0,0
fossil,1,0,0,0,0,0,2,0,0,0,0,0
rare,6,0,0,0,0,0,0,0,0,0,0,0
pebble,0,0,0,0,0,0,1,0,0,0,0,0
flake,0,0,0,0,0,0,2,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,4,0
tradition,0,0,0,0,0,0,30,0,0,0,0,0
toolmaking,0,0,0,0,0,0,1,0,0,0,0,0
hand,0,0,0,0,0,0,17,0,0,0,1,0
axis,0,0,0,0,0,0,4,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,0,0,5,0
french,16,0,0,0,0,0,0,0,0,0,0,0
site,0,0,0,0,0,0,51,0,0,0,0,0
woodworking,0,0,0,0,0,0,1,0,0,0,0,0
rarely,0,0,2,0,0,0,0,0,0,0,0,0
organic,5,0,0,0,0,0,0,0,0,0,0,0
wooden,5,0,0,0,0,0,0,0,0,0,0,0
spear,0,0,0,0,0,0,7,0,0,0,0,0
paleolithic,2,0,0,0,0,0,0,0,0,0,0,0
blade,0,0,0,0,0,0,5,0,0,0,0,0
fossilize,0,0,0,0,0,0,0,0,0,0,1,0
biotic,1,0,0,0,0,0,0,0,0,0,0,0
archaeologist,0,0,0,0,0,0,3,0,0,0,0,0
insight,0,0,0,0,0,0,5,0,0,0,0,0
subsistence,0,0,0,0,0,0,10,0,0,0,0,0
hunting,0,0,0,0,0,0,15,0,0,0,0,0
gathering,0,0,0,0,0,0,11,0,0,0,0,0
density,0,0,0,0,0,0,3,0,0,0,0,0
low,23,0,0,0,0,0,0,0,0,0,0,0
main,7,0,0,0,0,0,0,0,0,0,0,0
varied,2,0,0,0,0,0,0,0,0,0,0,0
reliance,0,0,0,0,0,0,3,0,0,0,0,0
specie,0,0,0,0,0,0,6,0,0,0,0,0
rhinoceros,0,0,0,0,0,0,3,0,0,0,0,0
red,3,0,0,0,0,0,0,0,0,0,0,0
deer,0,0,0,0,0,0,4,0,0,0,0,0
ibex,0,0,0,0,0,0,3,0,0,0,0,0
reconstruct,0,0,0,0,0,0,0,0,0,0,2,0
food,0,0,0,0,0,0,19,0,0,0,0,0
actually,0,0,2,0,0,0,0,0,0,0,0,0
acquire,0,0,0,0,0,0,0,0,0,0,10,0
open,6,0,0,0,0,0,0,0,0,0,3,0
confrontation,0,0,0,0,0,0,1,0,0,0,0,0
unlikely,3,0,0,0,0,0,0,0,0,0,0,0
probably,0,0,12,0,0,0,0,0,0,0,0,0
kill,0,0,0,0,0,0,0,0,0,0,1,0
vulnerable,2,0,0,0,0,0,0,0,0,0,0,0
lake,0,0,0,0,0,0,4,0,0,0,0,0
watering,0,0,0,0,0,0,1,0,0,0,0,0
spot,0,0,0,0,0,0,3,0,0,0,0,0
mammoth,0,0,0,0,0,0,3,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,0,9,0
cliff,0,0,0,0,0,0,1,0,0,0,0,0
migratory,2,0,0,0,0,0,0,0,0,0,0,0
seasonally,0,0,2,0,0,0,0,0,0,0,0,0
annual,3,0,0,0,0,0,0,0,0,0,0,0
strategy,0,0,0,0,0,0,7,0,0,0,0,0
necessary,6,0,0,0,0,0,0,0,0,0,0,0
carcass,0,0,0,0,0,0,1,0,0,0,0,0
freeze,0,0,0,0,0,0,0,0,0,0,2,0
snow,0,0,0,0,0,0,1,0,0,0,0,0
store,0,0,0,0,0,0,1,0,0,0,1,0
clear,12,0,0,0,0,0,0,0,0,0,0,0
plenty,0,0,0,0,0,0,1,0,0,0,0,0
beginning,0,0,0,0,0,0,22,0,0,0,0,0
biologically,0,0,1,0,0,0,0,0,0,0,0,0
adapted,1,0,0,0,0,0,0,0,0,0,0,0
harsh,3,0,0,0,0,0,0,0,0,0,0,0
moderate,2,0,0,0,0,0,0,0,0,0,0,0
russian,3,0,0,0,0,0,0,0,0,0,0,0
plain,1,0,0,0,0,0,4,0,0,0,0,0
certain,7,0,0,0,0,0,0,0,0,0,0,0
colonization,0,0,0,0,0,0,5,0,0,0,0,0
heavy,8,0,0,0,0,0,0,0,0,0,0,0
skeleton,0,0,0,0,0,0,3,0,0,0,0,0
developed,2,0,0,0,0,0,0,0,0,0,0,0
brow,0,0,0,0,0,0,1,0,0,0,0,0
ridge,0,0,0,0,0,0,1,0,0,0,0,0
different,65,0,0,0,0,0,0,0,0,0,0,0
skeletal,2,0,0,0,0,0,0,0,0,0,0,0
deliberate,3,0,0,0,0,0,0,0,0,0,0,0
behaviour,0,0,0,0,0,0,10,0,0,0,0,0
sapiens,1,0,0,0,0,0,0,0,0,0,0,1
ancestor,0,0,0,0,0,0,7,0,0,0,0,0
comparative,1,0,0,0,0,0,0,0,0,0,0,0
hundred,0,0,0,0,0,0,3,0,0,0,0,0
simply,0,0,7,0,0,0,0,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,0,14,0
sudden,3,0,0,0,0,0,0,0,0,0,0,0
intelligent,2,0,0,0,0,0,0,0,0,0,0,0
differ,0,0,0,0,0,0,0,0,0,0,5,0
brain,0,0,0,0,0,0,1,0,0,0,0,0
size,0,0,0,0,0,0,8,0,0,0,0,0
associate,0,0,0,0,0,0,0,0,0,0,8,0
assemblage,0,0,0,0,0,0,6,0,0,0,0,0
behavioral,2,0,0,0,0,0,0,0,0,0,0,0
relationship,0,0,0,0,0,0,9,0,0,0,0,0
total,1,0,0,0,0,0,1,0,0,0,0,0
replacement,0,0,0,0,0,0,2,0,0,0,0,0
interbreeding,0,0,0,0,0,0,1,0,0,0,0,0
immigrant,2,0,0,0,0,0,0,0,0,0,0,0
disappearance,0,0,0,0,0,0,3,0,0,0,0,0
chopper,0,0,0,0,0,0,1,0,0,0,0,0
wide,18,0,1,0,0,0,0,0,0,0,0,0
special,7,0,0,0,0,0,0,0,0,0,0,0
purpose,0,0,0,0,0,0,9,0,0,0,0,0
thin,2,0,0,0,0,0,0,0,0,0,0,0
ivory,0,0,0,0,0,0,4,0,0,0,0,0
apparently,0,0,6,0,0,0,0,0,0,0,0,0
pretreate,0,0,0,0,0,0,0,0,0,0,1,0
heating,0,0,0,0,0,0,1,0,0,0,0,0
alter,0,0,0,0,0,0,1,0,0,0,4,0
flaking,0,0,0,0,0,0,1,0,0,0,0,0
easier,0,0,1,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,0,22,0,0,0,0,0
harpoon,0,0,0,0,0,0,1,0,0,0,0,0
needle,0,0,0,0,0,0,1,0,0,0,0,0
sew,0,0,0,0,0,0,0,0,0,0,2,0
fur,0,0,0,0,0,0,2,0,0,0,0,0
garment,0,0,0,0,0,0,3,0,0,0,0,0
hafte,0,0,0,0,0,0,0,0,0,0,2,0
arrow,0,0,0,0,0,0,4,0,0,0,0,0
energy,0,0,0,0,0,0,4,0,0,0,0,0
expenditure,0,0,0,0,0,0,4,0,0,0,0,0
effort,0,0,0,0,0,0,8,0,0,0,0,0
careful,3,0,0,0,0,0,0,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,0,0,2,0
discard,0,0,0,0,0,0,0,0,0,0,2,0
expediently,0,0,1,0,0,0,0,0,0,0,0,0
height,0,0,0,0,0,0,4,0,0,0,0,0
abandon,0,0,0,0,0,0,0,0,0,0,4,0
number,0,0,0,0,0,0,47,0,0,0,1,0
hearth,0,0,0,0,0,0,2,0,0,0,0,0
pavement,0,0,0,0,0,0,1,0,0,0,0,0
shelter,0,0,0,0,0,0,1,0,0,0,1,0
skin,0,0,0,0,0,0,2,0,0,0,0,0
frame,0,0,0,0,0,0,1,0,0,0,0,0
likelihood,0,0,0,0,0,0,1,0,0,0,0,0
recent,3,0,0,0,0,0,0,0,0,0,0,0
investment,0,0,0,0,0,0,5,0,0,0,0,0
role,0,0,0,0,0,0,23,0,0,0,0,0
estimate,0,0,0,0,0,0,1,0,0,0,5,0
necessitate,0,0,0,0,0,0,0,0,0,0,2,0
appropriate,4,0,0,0,0,0,0,0,0,0,2,0
concentration,0,0,0,0,0,0,3,0,0,0,0,0
particular,22,0,0,0,0,0,0,0,0,0,0,0
reindeer,0,0,0,0,0,0,4,0,0,0,0,0
rabbit,0,0,0,0,0,0,1,0,0,0,0,0
fish,0,0,0,0,0,0,3,0,0,0,1,0
shellfish,0,0,0,0,0,0,4,0,0,0,0,0
comparison,0,0,0,0,0,0,5,0,0,0,0,0
amount,0,0,0,0,0,0,3,0,0,0,1,0
addition,0,0,0,0,0,0,14,0,0,0,0,0
reliability,0,0,0,0,0,0,1,0,0,0,0,0
stay,0,0,0,0,0,0,0,0,0,0,1,0
procure,0,0,0,0,0,0,0,0,0,0,3,0
distant,8,0,0,0,0,0,0,0,0,0,0,0
organization,0,0,0,0,0,0,22,0,0,0,0,0
elaborate,15,0,0,0,0,0,0,0,0,0,4,0
treatment,0,0,0,0,0,0,1,0,0,0,0,0
instance,0,0,0,0,0,0,7,0,0,0,0,0
ornament,0,0,0,0,0,0,12,0,0,0,1,0
respect,0,0,0,0,0,0,11,0,0,0,1,0
bracelet,0,0,0,0,0,0,1,0,0,0,0,0
bead,0,0,0,0,0,0,2,0,0,0,0,0
pendant,0,0,0,0,0,0,2,0,0,0,0,0
variety,0,0,0,0,0,0,15,0,0,0,0,0
tooth,0,0,0,0,0,0,1,0,0,0,0,0
shell,0,0,0,0,0,0,2,0,0,0,0,0
ornamentation,0,0,0,0,0,0,2,0,0,0,0,0
elaboration,0,0,0,0,0,0,2,0,0,0,0,0
clothing,0,0,0,0,0,0,4,0,0,0,0,0
interest,0,0,0,0,0,0,17,0,0,0,0,0
display,0,0,0,0,0,0,7,0,0,0,3,0
means,0,0,0,0,0,0,3,0,0,0,0,0
signal,0,0,0,0,0,0,0,0,0,0,1,0
figurine,0,0,0,0,0,0,6,0,0,0,0,0
finely,0,0,2,0,0,0,0,0,0,0,0,0
carve,0,0,0,0,0,0,0,0,0,0,3,0
striking,3,0,0,0,0,0,0,0,0,0,0,0
stylized,1,0,0,0,0,0,0,0,0,0,0,0
representation,0,0,0,0,0,0,5,0,0,0,0,0
female,7,0,0,0,0,0,3,0,0,0,0,0
breast,0,0,0,0,0,0,2,0,0,0,0,0
buttock,0,0,0,0,0,0,1,0,0,0,0,0
degree,0,0,0,0,0,0,12,0,0,0,0,0
similarity,0,0,0,0,0,0,5,0,0,0,0,0
plaque,0,0,0,0,0,0,1,0,0,0,0,0
engrave,0,0,0,0,0,0,0,0,0,0,2,0
cave,0,0,0,0,0,0,5,0,0,0,0,0
particularly,0,0,24,0,0,0,0,0,0,0,0,0
decoration,0,0,0,0,0,0,8,0,0,0,0,0
style,0,0,0,0,0,0,34,0,0,0,0,0
case,0,0,0,0,0,0,20,0,0,0,0,0
relief,0,0,0,0,0,0,2,0,0,0,0,0
rock,0,0,0,0,0,0,6,0,0,0,0,0
wall,0,0,0,0,0,0,16,0,0,0,0,0
spectacular,3,0,0,0,0,0,0,0,0,0,0,0
artwork,0,0,0,0,0,0,2,0,0,0,0,0
painting,0,0,0,0,0,0,5,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,0,11,0
bison,0,0,0,0,0,0,2,0,0,0,0,0
sign,0,0,0,0,0,0,8,0,0,0,1,0
precise,6,0,0,0,0,0,0,0,0,0,0,0
meaning,0,0,0,0,0,0,11,0,0,0,0,0
play,0,0,0,0,0,0,3,0,0,0,7,0
ceremonial,6,0,0,0,0,0,0,0,0,0,0,0
inaccessible,1,0,0,0,0,0,0,0,0,0,0,0
depth,0,0,0,0,0,0,1,0,0,0,0,0
ritual,10,0,0,0,0,0,19,0,0,0,0,0
initiation,0,0,0,0,0,0,1,0,0,0,0,0
section,0,0,0,0,0,0,2,0,0,0,0,0
upper,9,0,0,0,0,0,0,0,0,0,0,0
distance,0,0,0,0,0,0,5,0,0,0,0,0
clearly,0,0,7,0,0,0,0,0,0,0,0,0
existence,0,0,0,0,0,0,9,0,0,0,0,0
extensive,9,0,0,0,0,0,0,0,0,0,0,0
network,0,0,0,0,0,0,12,0,0,0,0,0
transmit,0,0,0,0,0,0,0,0,0,0,3,0
marine,3,0,0,0,0,0,0,0,0,0,0,0
mollusk,0,0,0,0,0,0,1,0,0,0,0,0
extreme,4,0,0,0,0,0,3,0,0,0,0,0
supply,0,0,0,0,0,0,6,0,0,0,7,0
flung,1,0,0,0,0,0,0,0,0,0,0,0
adaptation,0,0,0,0,0,0,3,0,0,0,0,0
awareness,0,0,0,0,0,0,3,0,0,0,0,0
field,0,0,0,0,0,0,18,0,0,0,1,0
symbolic,4,0,0,0,0,0,0,0,0,0,0,0
temperature,0,0,0,0,0,0,3,0,0,0,0,0
slowly,0,0,7,0,0,0,0,0,0,0,0,0
rise,0,0,0,0,0,0,10,0,0,0,4,0
start,0,0,0,0,0,0,2,0,0,0,6,0
northward,0,0,3,0,0,0,0,0,0,0,0,0
origin,0,0,0,0,0,0,11,0,0,0,0,0
environmental,6,0,0,0,0,0,0,0,0,0,0,0
transitional,1,0,0,0,0,0,0,0,0,0,0,0
alternative,4,0,0,0,0,0,0,0,0,0,0,0
stress,0,0,0,0,0,0,1,0,0,0,6,0
continuity,0,0,0,0,0,0,4,0,0,0,0,0
foraging,1,0,0,0,0,0,2,0,0,0,0,0
primarily,0,0,9,0,0,0,0,0,0,0,0,0
wild,6,0,0,0,0,0,0,0,0,0,0,0
domestication,0,0,0,0,0,0,1,0,0,0,0,0
southwest,1,0,0,0,0,0,0,0,0,0,0,0
hunter,0,0,0,0,0,0,3,0,0,0,0,0
gatherer,0,0,0,0,0,0,3,0,0,0,0,0
diverse,3,0,0,0,0,0,0,0,0,0,0,0
trap,0,0,0,0,0,0,1,0,0,0,3,0
big,2,0,0,0,0,0,0,0,0,0,0,0
gather,0,0,0,0,0,0,0,0,0,0,4,0
insect,0,0,0,0,0,0,1,0,0,0,0,0
fruit,0,0,0,0,0,0,3,0,0,0,0,0
vegetable,0,0,0,0,0,0,1,0,0,0,0,0
tuber,0,0,0,0,0,0,1,0,0,0,0,0
seed,0,0,0,0,0,0,1,0,0,0,0,0
nut,0,0,0,0,0,0,2,0,0,0,0,0
combine,0,0,0,0,0,0,0,0,0,0,12,0
ensure,0,0,0,0,0,0,0,0,0,0,6,0
balanced,1,0,0,0,0,0,0,0,0,0,0,0
diet,0,0,0,0,0,0,4,0,0,0,0,0
forage,0,0,0,0,0,0,0,0,0,0,1,0
usually,0,0,34,0,0,0,0,0,0,0,0,0
demand,0,0,0,0,0,0,5,0,0,0,4,0
method,0,0,0,0,0,0,17,0,0,0,0,0
square,2,0,0,0,0,0,1,0,0,0,0,0
mile,0,0,0,0,0,0,3,0,0,0,0,0
capita,0,0,0,0,0,0,2,0,0,0,0,0
town,0,0,0,0,0,0,32,0,0,0,0,0
generally,0,0,14,0,0,0,0,0,0,0,0,0
unusually,0,0,1,0,0,0,0,0,0,0,0,0
abundant,1,0,0,0,0,0,0,0,0,0,0,0
reliable,1,0,0,0,0,0,0,0,0,0,0,0
abundance,0,0,0,0,0,0,3,0,0,0,0,0
exhaust,0,0,0,0,0,0,0,0,0,0,3,0
possession,0,0,0,0,0,0,8,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,0,0,11,0
camp,0,0,0,0,0,0,2,0,0,0,0,0
housing,0,0,0,0,0,0,1,0,0,0,0,0
transport,0,0,0,0,0,0,2,0,0,0,1,0
comprise,0,0,0,0,0,0,0,0,0,0,6,0
hut,0,0,0,0,0,0,1,0,0,0,0,0
tent,0,0,0,0,0,0,1,0,0,0,0,0
lean,0,0,0,0,0,0,1,0,0,0,0,0
to,0,0,0,0,0,0,1,0,0,0,0,0
limited,3,0,0,0,0,0,0,0,0,0,0,0
congregate,0,0,0,0,0,0,0,0,0,0,2,0
quickly,0,0,4,0,0,0,0,0,0,0,0,0
locality,0,0,0,0,0,0,1,0,0,0,0,0
typically,0,0,4,0,0,0,0,0,0,0,0,0
extended,5,0,0,0,0,0,0,0,0,0,0,0
family,0,0,0,0,0,0,30,0,0,0,0,0
unit,0,0,0,0,0,0,7,0,0,0,0,0
related,5,0,0,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,0,7,0,0,0,0,0
foot,0,0,0,0,0,0,6,0,0,0,0,0
mean,0,0,0,0,0,0,10,0,0,0,10,0
resident,1,0,0,0,0,0,1,0,0,0,0,0
tie,0,0,0,0,0,0,2,0,0,0,1,0
kinship,0,0,0,0,0,0,5,0,0,0,0,0
reciprocity,0,0,0,0,0,0,1,0,0,0,0,0
resettlement,0,0,0,0,0,0,1,0,0,0,0,0
melting,0,0,0,0,0,0,1,0,0,0,0,0
glacier,0,0,0,0,0,0,1,0,0,0,0,0
extent,0,0,0,0,0,0,7,0,0,0,0,0
offset,0,0,0,0,0,0,0,0,0,0,1,0
weight,0,0,0,0,0,0,2,0,0,0,0,0
overlie,0,0,0,0,0,0,0,0,0,0,1,0
remove,0,0,0,0,0,0,0,0,0,0,3,0
effect,0,0,0,0,0,0,15,0,0,0,0,0
flood,0,0,0,0,0,0,0,0,0,0,1,0
isolate,0,0,0,0,0,0,0,0,0,0,1,0
coastline,0,0,0,0,0,0,1,0,0,0,0,0
broadly,0,0,1,0,0,0,0,0,0,0,0,0
landform,0,0,0,0,0,0,1,0,0,0,0,0
similarly,0,0,3,0,0,0,0,0,0,0,0,0
humidity,0,0,0,0,0,0,1,0,0,0,0,0
birch,0,0,0,0,0,0,2,0,0,0,0,0
pine,0,0,0,0,0,0,1,0,0,0,0,0
tree,0,0,0,0,0,0,2,0,0,0,0,0
bush,0,0,0,0,0,0,1,0,0,0,0,0
amelioration,0,0,0,0,0,0,1,0,0,0,0,0
initial,4,0,0,0,0,0,0,0,0,0,0,0
forest,0,0,0,0,0,0,12,0,0,0,0,0
progressively,0,0,3,0,0,0,0,0,0,0,0,0
