word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PUNCT,SCONJ,VERB,X
massive,4,0,0,0,0,0,0,0,0,0,0
offer,0,0,0,0,0,0,0,0,0,4,0
glimpse,0,0,0,0,0,1,0,0,0,0,0
possibly,0,0,6,0,0,0,0,0,0,0,0
future,3,0,0,0,0,4,0,0,0,0,0
extract,0,0,0,0,0,0,0,0,0,2,0
test,0,0,0,0,0,1,0,0,0,1,0
datum,0,0,0,0,0,12,0,0,0,0,0
prehistoric,1,0,0,0,0,0,0,0,0,0,0
time,0,0,0,0,0,101,0,0,0,0,0
bubble,0,0,0,0,0,11,0,0,0,0,0
confirm,0,0,0,0,0,0,0,0,0,3,0
amount,0,0,0,0,0,9,0,0,0,4,0
carbon,0,0,0,0,0,6,0,0,0,0,0
dioxide,0,0,0,0,0,6,0,0,0,0,0
atmospheric,23,0,0,0,0,0,0,0,0,0,0
concentration,0,0,0,0,0,16,0,0,0,0,0
contribute,0,0,0,0,0,0,0,0,0,7,0
global,27,0,1,0,0,0,0,0,0,0,0
warming,0,0,0,0,0,19,0,0,0,0,0
human,6,0,0,0,0,7,0,0,0,0,0
activity,0,0,0,0,0,22,0,0,0,0,0
cite,0,0,0,0,0,0,0,0,0,2,0
reason,0,0,0,0,0,13,0,0,0,0,0
decrease,0,0,0,0,0,7,0,0,0,28,0
disappearance,0,0,0,0,0,2,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,23,0
name,0,0,0,0,0,1,0,0,0,4,0
culprit,0,0,0,0,0,1,0,0,0,0,0
rise,0,0,0,0,0,15,0,0,0,35,0
uncertain,4,0,0,0,0,0,0,0,0,0,0
sampling,0,0,0,0,0,2,0,0,0,0,0
rapidly,0,0,26,0,0,0,0,0,0,0,0
decade,0,0,0,0,0,8,0,0,0,0,0
addition,0,0,0,0,0,28,0,0,0,0,0
estimate,0,0,0,0,0,8,0,0,0,13,0
worldwide,1,0,1,0,0,0,0,0,0,0,0
fourth,2,0,0,0,0,2,0,0,0,0,0
fact,0,0,0,0,0,5,0,0,0,0,0
statistic,0,0,0,0,0,1,0,0,0,0,0
underscore,0,0,0,0,0,0,0,0,0,1,0
tremendous,3,0,0,0,0,0,0,0,0,0,0
simply,0,0,1,0,0,0,0,0,0,0,0
substance,0,0,0,0,0,4,0,0,0,0,0
vapour,0,0,0,0,0,9,0,0,0,0,0
develop,0,0,0,0,0,0,0,0,0,35,0
frost,0,0,0,0,0,40,0,0,0,0,0
snowflake,0,0,0,0,0,1,0,0,0,0,0
cloud,0,0,0,0,0,9,0,0,0,0,0
hail,0,0,0,0,0,2,0,0,0,0,0
commercially,0,0,1,0,0,0,0,0,0,0,0
household,0,0,0,0,0,1,0,0,0,0,0
refrigerator,0,0,0,0,0,1,0,0,0,0,0
continent,0,0,0,0,0,40,0,0,0,0,0
variety,0,0,0,0,0,8,0,0,0,0,0
notable,2,0,0,0,0,0,0,0,0,0,0
perennial,8,0,0,0,0,0,0,0,0,0,0
cap,0,0,0,0,0,29,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,0,8,0
latitude,0,0,0,0,0,53,0,0,0,0,0
restricted,1,0,0,0,0,0,0,0,0,0,0
flatland,0,0,0,0,0,1,0,0,0,0,0
occurrence,0,0,0,0,0,6,0,0,0,0,0
different,23,0,0,0,0,0,0,0,0,0,0
associate,0,0,0,0,0,0,0,0,0,13,0
permanently,0,0,4,0,0,0,0,0,0,0,0
common,22,0,0,0,0,0,0,0,0,0,0
oceanic,11,0,0,0,0,0,0,0,0,0,0
seawater,0,0,0,0,0,14,0,0,0,0,0
month,0,0,0,0,0,19,0,0,0,0,0
similar,30,0,0,0,0,0,0,0,0,0,0
extraordinary,1,0,0,0,0,0,0,0,0,0,0
anomalous,1,0,0,0,0,0,0,0,0,0,0
nearly,0,0,14,0,0,0,0,0,0,0,0
easily,0,0,8,0,0,0,0,0,0,0,0
familiar,3,0,0,0,0,0,0,0,0,0,0
covalently,0,0,1,0,0,0,0,0,0,0,0
nucleus,0,0,0,0,0,4,0,0,0,0,0
link,0,0,0,0,0,0,0,0,0,3,0
attraction,0,0,0,0,0,1,0,0,0,0,0
share,0,0,0,0,0,3,0,0,0,3,0
electron,0,0,0,0,0,2,0,0,0,0,0
specific,5,0,0,0,0,0,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,0,7,0
straight,3,0,0,0,0,0,0,0,0,0,0
instead,0,0,7,0,0,0,0,0,0,0,0
bend,0,0,0,0,0,0,0,0,0,2,0
angle,0,0,0,0,0,5,0,0,0,0,0
dimensional,4,0,0,0,0,0,0,0,0,0,0
picture,0,0,0,0,0,2,0,0,0,1,0
tetrahedron,0,0,0,0,0,2,0,0,0,0,0
centre,1,0,0,0,0,22,0,0,0,2,0
leg,0,0,0,0,0,3,0,0,0,0,0
probability,0,0,0,0,0,1,0,0,0,0,0
bonding,0,0,0,0,0,2,0,0,0,0,0
orbital,0,0,0,0,0,3,0,0,0,0,0
opposite,4,1,0,0,0,0,0,0,0,0,0
direct,5,0,0,0,0,0,0,0,0,5,0
corner,0,0,0,0,0,2,0,0,0,0,0
negative,7,0,0,0,0,0,0,0,0,0,0
electrical,4,0,0,0,0,0,0,0,0,0,0
charge,0,0,0,0,0,2,0,0,0,2,0
lone,1,0,0,0,0,0,0,0,0,0,0
pair,0,0,0,0,0,1,0,0,0,0,0
key,1,0,0,0,0,1,0,0,0,1,0
peculiar,1,0,0,0,0,0,0,0,0,0,0
behaviour,0,0,0,0,0,9,0,0,0,0,0
attract,0,0,0,0,0,0,0,0,0,3,0
adjacent,15,0,0,0,0,0,0,0,0,0,0
strong,12,0,0,0,0,0,0,0,0,0,0
orient,0,0,0,0,0,0,0,0,0,5,0
configuration,0,0,0,0,0,1,0,0,0,0,0
significantly,0,0,5,0,0,0,0,0,0,0,0
affect,0,0,0,0,0,0,0,0,0,19,0
polymeric,2,0,0,0,0,0,0,0,0,0,0
chain,0,0,0,0,0,3,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,0,5,0
weak,5,0,0,0,0,0,0,0,0,0,0
agitation,0,0,0,0,0,1,0,0,0,0,0
constant,9,0,0,0,0,3,0,0,0,0,0
breaking,0,0,0,0,0,2,0,0,0,0,0
reforming,0,0,0,0,0,1,0,0,0,0,0
steam,0,0,0,0,0,1,0,0,0,0,0
largely,0,0,12,0,0,0,0,0,0,0,0
independent,7,0,0,0,0,0,0,0,0,0,0
collision,0,0,0,0,0,2,0,0,0,0,0
slight,10,0,0,0,0,0,0,0,0,0,0
monomeric,1,0,0,0,0,0,0,0,0,0,0
dimer,0,0,0,0,0,1,0,0,0,0,0
union,0,0,0,0,0,1,0,0,0,0,0
trimer,0,0,0,0,0,1,0,0,0,0,0
combination,0,0,0,0,0,6,0,0,0,0,0
interact,0,0,0,0,0,0,0,0,0,2,0
strongly,0,0,7,0,0,0,0,0,0,0,0
ordered,1,0,0,0,0,0,0,0,0,0,0
collect,0,0,0,0,0,0,0,0,0,3,0
neighbour,0,0,0,0,0,1,0,0,0,3,0
arrange,0,0,0,0,0,0,0,0,0,2,0
rigid,3,0,0,0,0,0,0,0,0,0,0
lattice,0,0,0,0,0,5,0,0,0,0,0
open,24,0,0,0,0,0,0,0,0,0,0
assembly,0,0,0,0,0,3,0,0,0,0,0
density,0,0,0,0,0,42,0,0,0,0,0
closely,0,0,9,0,0,0,0,0,0,0,0
actually,0,0,12,0,0,0,0,0,0,0,0
drop,0,0,0,0,0,1,0,0,0,11,0
cubic,58,0,0,0,0,0,0,0,0,0,0
pound,0,0,0,0,0,15,0,0,0,0,0
sink,0,0,0,0,0,0,0,0,0,4,0
contract,0,0,0,0,0,0,0,0,0,1,0
initial,16,0,0,0,0,0,0,0,0,0,0
portion,0,0,0,0,0,16,0,0,0,0,0
structured,1,0,0,0,0,0,0,0,0,0,0
arrangement,0,0,0,0,0,2,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,20,0
volume,0,0,0,0,0,32,0,0,0,0,0
expand,0,0,0,0,0,0,0,0,0,8,0
usual,5,0,0,0,0,0,0,0,0,0,0
intermolecular,1,0,0,0,0,0,0,0,0,0,0
vibration,0,0,0,0,0,1,0,0,0,0,0
standard,2,0,0,0,0,0,0,0,0,0,0
commonly,0,0,9,0,0,0,0,0,0,0,0
plane,0,0,0,0,0,8,0,0,0,0,0
join,0,0,0,0,0,0,0,0,0,8,0
series,0,0,0,0,0,4,0,0,0,0,0
hexagonal,5,0,0,0,0,0,0,0,0,0,0
ring,0,0,0,0,0,5,0,0,0,0,0
axis,0,0,0,0,0,17,0,0,0,0,0
parallel,5,0,6,0,0,2,0,0,0,0,0
term,0,0,0,0,0,21,0,0,0,13,0
coincide,0,0,0,0,0,0,0,0,0,6,0
view,0,0,0,0,0,7,0,0,0,4,0
perpendicular,3,0,1,0,0,0,0,0,0,0,0
slightly,0,0,14,0,0,0,0,0,0,0,0
dimpled,1,0,0,0,0,0,0,0,0,0,0
stack,0,0,0,0,0,0,0,0,0,2,0
laminar,1,0,0,0,0,0,0,0,0,0,0
deform,0,0,0,0,0,0,0,0,0,13,0
glide,0,0,0,0,0,1,0,0,0,3,0
like,3,13,0,0,0,0,0,0,0,0,0
deck,0,0,0,0,0,1,0,0,0,0,0
card,0,0,0,0,0,1,0,0,0,0,0
deformation,0,0,0,0,0,20,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,0,18,0
migrate,0,0,0,0,0,0,0,0,0,2,0
reach,0,0,0,0,0,12,0,0,0,58,0
covalent,1,0,0,0,0,0,0,0,0,0,0
site,0,0,0,0,0,7,0,0,0,2,0
depend,0,0,0,0,0,0,0,0,0,38,0
readjustment,0,0,0,0,0,2,0,0,0,0,0
sensitive,4,0,0,0,0,0,0,0,0,0,0
interrelate,0,0,0,0,0,0,0,0,0,1,0
expose,0,0,0,0,0,0,0,0,0,20,0
free,21,0,0,0,0,0,0,0,0,1,0
grass,0,0,0,0,0,2,0,0,0,0,0
blade,0,0,0,0,0,2,0,0,0,0,0
tree,0,0,0,0,0,9,0,0,0,0,0
branch,0,0,0,0,0,1,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,12,0
analogous,2,0,0,0,0,0,0,0,0,0,0
dew,0,0,0,0,0,3,0,0,0,0,0
case,0,0,0,0,0,29,0,0,0,0,0
saturation,0,0,0,0,0,5,0,0,0,0,0
guarantee,0,0,0,0,0,0,0,0,0,1,0
additionally,0,0,3,0,0,0,0,0,0,0,0
initially,0,0,5,0,0,0,0,0,0,0,0
damp,1,0,0,0,0,0,0,0,0,0,0
additional,8,0,0,0,0,0,0,0,0,0,0
absence,0,0,0,0,0,3,0,0,0,0,0
sufficient,11,0,0,0,0,0,0,0,0,0,0
tissue,0,0,0,0,0,1,0,0,0,0,0
condition,0,0,0,0,0,35,0,0,0,0,0
black,3,0,0,0,0,0,0,0,0,0,0
describe,0,0,0,0,0,0,0,0,0,5,0
white,5,0,0,0,0,0,0,0,0,0,0
opaque,2,0,0,0,0,0,0,0,0,0,0
granular,8,0,0,0,0,0,0,0,0,0,0
supercoole,0,0,0,0,0,0,0,0,0,5,0
droplet,0,0,0,0,0,4,0,0,0,0,0
fog,0,0,0,0,0,6,0,0,0,0,0
contact,0,0,0,0,0,7,0,0,0,0,0
immediately,0,0,5,0,0,0,0,0,0,0,0
windward,1,0,0,0,0,0,0,0,0,0,0
upper,21,0,0,0,0,0,0,0,0,0,0
envelop,0,0,0,0,0,0,0,0,0,1,0
supercooled,2,0,0,0,0,0,0,0,0,0,0
plume,0,0,0,0,0,1,0,0,0,0,0
feather,0,0,0,0,0,1,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,12,0
pocket,0,0,0,0,0,3,0,0,0,0,0
typical,18,0,0,0,0,0,0,0,0,0,0
appearance,0,0,0,0,0,5,0,0,0,0,0
rapid,14,0,0,0,0,0,0,0,0,0,0
relatively,0,0,29,0,0,0,0,0,0,0,0
poor,5,0,0,0,0,0,0,0,0,0,0
cohesion,0,0,0,0,0,1,0,0,0,0,0
shatter,0,0,0,0,0,0,0,0,0,3,0
normally,0,0,11,0,0,0,0,0,0,0,0
wing,0,0,0,0,0,1,0,0,0,0,0
subject,7,0,0,0,0,3,0,0,0,3,0
undergo,0,0,0,0,0,0,0,0,0,5,0
elastic,2,0,0,0,0,0,0,0,0,0,0
return,0,0,0,0,0,1,0,0,0,4,0
original,7,0,0,0,0,0,0,0,0,0,0
cease,0,0,0,0,0,0,0,0,0,3,0
shear,8,0,0,0,0,7,0,0,0,2,0
apply,0,0,0,0,0,0,0,0,0,6,0
sample,0,0,0,0,0,6,0,0,0,0,0
elastically,0,0,1,0,0,0,0,0,0,0,0
plastically,0,0,2,0,0,0,0,0,0,0,0
permanent,11,0,0,0,0,0,0,0,0,0,0
alteration,0,0,0,0,0,3,0,0,0,0,0
creep,0,0,0,0,0,7,0,0,0,1,0
importance,0,0,0,0,0,6,0,0,0,0,0
intracrystalline,1,0,0,0,0,0,0,0,0,0,0
gliding,0,0,0,0,0,1,0,0,0,0,0
destroy,0,0,0,0,0,0,0,0,0,10,0
continuity,0,0,0,0,0,3,0,0,0,0,0
boundary,0,0,0,0,0,13,0,0,0,0,0
orientation,0,0,0,0,0,5,0,0,0,0,0
exert,0,0,0,0,0,0,0,0,0,5,0
dislocation,0,0,0,0,0,2,0,0,0,0,0
defect,0,0,0,0,0,1,0,0,0,0,0
disorder,0,0,0,0,0,1,0,0,0,0,0
strength,0,0,0,0,0,20,0,0,0,0,0
yield,0,0,0,0,0,2,0,0,0,3,0
ultimate,2,0,0,0,0,0,0,0,0,0,0
short,14,0,1,0,0,0,0,0,0,0,0
experiment,0,0,0,0,0,1,0,0,0,0,0
conventional,1,0,0,0,0,0,0,0,0,0,0
testing,0,0,0,0,0,2,0,0,0,0,0
machine,0,0,0,0,0,2,0,0,0,0,0
value,0,0,0,0,0,23,0,0,0,0,0
bar,0,0,0,0,0,3,0,0,0,0,0
crushing,0,0,0,0,0,1,0,0,0,0,0
bending,0,0,0,0,0,2,0,0,0,0,0
tensile,3,0,0,0,0,0,0,0,0,0,0
fusion,0,0,0,0,0,3,0,0,0,0,0
kilojoule,0,0,0,0,0,2,0,0,0,0,0
kilogram,0,0,0,0,0,5,0,0,0,0,0
degree,0,0,0,0,0,10,0,0,0,0,0
celsius,0,0,0,0,0,3,0,0,0,0,0
conductivity,0,0,0,0,0,8,0,0,0,0,0
watt,0,0,0,0,0,5,0,0,0,0,0
kelvin,0,0,0,0,0,5,0,0,0,0,0
lowering,0,0,0,0,0,2,0,0,0,0,0
hydrostatic,3,0,0,0,0,0,0,0,0,0,0
pure,7,0,0,0,0,0,0,0,0,0,0
transparent,3,0,0,0,0,0,0,0,0,0,0
render,0,0,0,0,0,0,0,0,0,1,0
somewhat,0,0,7,0,0,0,0,0,0,0,0
absorption,0,0,0,0,0,8,0,0,0,0,0
coefficient,0,0,0,0,0,4,0,0,0,0,0
incident,0,0,0,0,0,2,0,0,0,0,0
depth,0,0,0,0,0,67,0,0,0,0,0
clear,15,0,0,0,0,0,0,0,0,4,0
weakly,0,0,1,0,0,0,0,0,0,0,0
birefringent,1,0,0,0,0,0,0,0,0,0,0
doubly,0,0,1,0,0,0,0,0,0,0,0
refract,0,0,0,0,0,0,0,0,0,1,0
light,6,0,0,0,0,7,0,0,0,0,0
crystallographic,1,0,0,0,0,0,0,0,0,0,0
section,0,0,0,0,0,16,0,0,0,0,0
conveniently,0,0,1,0,0,0,0,0,0,0,0
polarize,0,0,0,0,0,0,0,0,0,1,0
red,1,0,0,0,0,0,0,0,0,0,0
wavelength,3,0,0,0,0,7,0,0,0,0,0
scatter,0,0,0,0,0,0,0,0,0,2,0
see,0,0,0,0,0,0,0,0,0,12,0
unweathered,1,0,0,0,0,0,0,0,0,0,0
face,0,0,0,0,0,6,0,0,0,5,0
blue,5,0,0,0,0,0,0,0,0,0,0
green,4,0,0,0,0,0,0,0,0,0,0
albedo,0,0,0,0,0,15,0,0,0,0,0
reflectivity,0,0,0,0,0,6,0,0,0,0,0
range,0,0,0,0,0,18,0,0,0,23,0
firn,0,0,0,0,0,9,0,0,0,0,1
infrared,2,0,0,0,0,1,0,0,0,0,0
perfectly,0,0,3,0,0,0,0,0,0,0,0
absorbent,1,0,0,0,0,0,0,0,0,0,0
radiate,0,0,0,0,0,0,0,0,0,2,0
efficiency,0,0,0,0,0,1,0,0,0,0,0
microwave,0,0,0,0,0,1,0,0,0,0,0
radio,0,0,0,0,0,3,0,0,0,0,0
frequency,0,0,0,0,0,2,0,0,0,0,0
dry,15,0,0,0,0,0,0,0,0,1,0
presence,0,0,0,0,0,9,0,0,0,0,0
modify,0,0,0,0,0,0,0,0,0,8,0
echo,0,0,0,0,0,2,0,0,0,0,0
sound,0,0,0,0,0,4,0,0,0,2,0
radar,0,0,0,0,0,5,0,0,0,0,0
technique,0,0,0,0,0,8,0,0,0,0,0
routinely,0,0,2,0,0,0,0,0,0,0,0
geologic,7,0,0,0,0,0,0,0,0,0,0
period,0,0,0,0,0,59,0,0,0,0,0
vast,13,0,0,0,0,0,0,0,0,0,0
glaciation,0,0,0,0,0,18,0,0,0,0,0
drastically,0,0,2,0,0,0,0,0,0,0,0
reshape,0,0,0,0,0,0,0,0,0,2,0
entire,14,0,0,0,0,0,0,0,0,0,0
number,0,0,0,0,0,19,0,0,0,0,0
major,29,0,0,0,0,0,0,0,0,0,0
history,0,0,0,0,0,10,0,0,0,0,0
early,22,0,7,0,0,0,0,0,0,0,0
precambrian,2,0,0,0,0,0,0,0,0,0,0
date,0,0,0,0,0,8,0,0,0,6,0
widespread,22,0,0,0,0,0,0,0,0,0,0
ago,0,0,27,0,0,0,0,0,0,0,0
less,5,0,0,0,0,0,0,0,0,0,0
stage,0,0,0,0,0,7,0,0,0,0,0
century,0,0,0,0,0,18,0,0,0,0,0
recede,0,0,0,0,0,0,0,0,0,2,0
intermittently,0,0,2,0,0,0,0,0,0,0,0
maximum,17,0,0,0,0,7,0,0,0,0,0
end,0,0,0,0,0,15,0,0,0,8,0
perennially,0,0,14,0,0,0,0,0,0,0,0
naturally,0,0,3,0,0,0,0,0,0,0,0
continuously,0,0,4,0,0,0,0,0,0,0,0
designate,0,0,0,0,0,0,0,0,0,5,0
exclusively,0,0,2,0,0,0,0,0,0,0,0
basis,0,0,0,0,0,7,0,0,0,0,0
unfreeze,0,0,0,0,0,0,0,0,0,1,0
composition,0,0,0,0,0,6,0,0,0,0,0
capillary,1,0,0,0,0,0,0,0,0,0,0
saline,5,0,0,0,0,0,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,32,0
firmly,0,0,2,0,0,0,0,0,0,0,0
cement,0,0,0,0,0,0,0,0,0,2,0
consolidate,0,0,0,0,0,0,0,0,0,1,0
table,0,0,0,0,0,4,0,0,0,0,0
mainly,0,0,11,0,0,0,0,0,0,0,0
content,0,0,0,0,0,5,0,0,0,0,0
vary,0,0,0,0,0,0,0,0,0,28,0
wet,7,0,0,0,0,0,0,0,0,1,0
organic,4,0,0,0,0,0,0,0,0,0,0
gravel,0,0,0,0,0,14,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,0,7,0
little,17,0,1,0,0,0,0,0,0,0,0
underlie,0,0,0,0,0,0,0,0,0,19,0
caption,0,0,0,0,0,21,0,0,0,0,4
give,0,0,0,0,0,0,0,0,0,15,0
geothermal,9,0,0,0,0,0,0,0,0,0,0
heating,0,0,0,0,0,3,0,0,0,0,0
wax,0,0,0,0,0,0,0,0,0,1,0
wane,0,0,0,0,0,0,0,0,0,1,0
accord,0,0,0,0,0,0,0,0,0,6,0
order,0,0,0,0,0,13,0,0,0,0,0
new,20,0,0,0,0,0,0,0,0,0,0
equilibrium,2,0,0,0,0,13,0,0,0,0,0
completely,0,0,20,0,0,0,0,0,0,0,0
downward,2,0,4,0,0,0,0,0,0,0,0
gradually,0,0,7,0,0,0,0,0,0,0,0
outward,1,0,8,0,0,0,0,0,0,0,0
gradient,0,0,0,0,0,13,0,0,0,0,0
equal,6,0,0,0,0,0,0,0,0,3,0
require,0,0,0,0,0,0,0,0,0,12,0
attain,0,0,0,0,0,0,0,0,0,3,0
fluctuation,0,0,0,0,0,19,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,9,0
subdued,1,0,0,0,0,0,0,0,0,0,0
manner,0,0,0,0,0,6,0,0,0,0,0
diminish,0,0,0,0,0,0,0,0,0,3,0
barely,0,0,1,0,0,0,0,0,0,0,0
detectable,3,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,5,0,0,0,0
amplitude,0,0,0,0,0,3,0,0,0,0,0
hardly,0,0,2,0,0,0,0,0,0,0,0
regard,0,0,0,0,0,1,0,0,0,2,0
minimum,5,0,0,0,0,1,0,0,0,0,0
steadily,0,0,3,0,0,0,0,0,0,0,0
southern,26,0,0,0,0,0,0,0,0,0,0
limit,0,0,0,0,0,11,0,0,0,7,0
northeastern,11,0,0,0,0,0,0,0,0,0,0
maintain,0,0,0,0,0,0,0,0,0,9,0
correspondingly,0,0,1,0,0,0,0,0,0,0,0
decline,0,0,0,0,0,4,0,0,0,3,0
position,0,0,0,0,0,18,0,0,0,0,0
lower,1,0,1,0,0,0,0,0,0,9,0
stable,10,0,0,0,0,0,0,0,0,0,0
possible,15,0,0,0,0,0,0,0,0,0,0
predict,0,0,0,0,0,0,0,0,0,12,0
knowledge,0,0,0,0,0,7,0,0,0,0,0
particular,6,0,0,0,0,0,0,0,0,0,0
remote,6,0,1,0,0,0,0,0,0,0,0
profile,0,0,0,0,0,10,0,0,0,0,0
measurement,0,0,0,0,0,14,0,0,0,0,0
product,0,0,0,0,0,6,0,0,0,0,0
subsea,8,0,0,0,0,0,0,0,0,0,0
epoch,0,0,0,0,0,2,0,0,0,0,0
subsequently,0,0,4,0,0,0,0,0,0,0,0
degrade,0,0,0,0,0,0,0,0,0,1,0
relict,2,0,0,0,0,1,0,0,0,0,0
reduction,0,0,0,0,0,10,0,0,0,0,0
consequent,1,0,0,0,0,0,0,0,0,0,0
rich,11,0,0,0,0,0,0,0,0,0,0
encroach,0,0,0,0,0,0,0,0,0,1,0
think,0,0,0,0,0,0,0,0,0,15,0
conjunction,0,0,0,0,0,2,0,0,0,0,0
onset,0,0,0,0,0,5,0,0,0,0,0
late,13,0,0,0,0,0,0,0,0,0,0
subarctic,13,0,0,0,0,0,0,0,0,0,0
probably,0,0,22,0,0,0,0,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,2,0
interglacial,5,0,0,0,0,0,0,0,0,0,0
reappear,0,0,0,0,0,0,0,0,0,1,0
north,8,0,18,0,0,32,0,0,0,0,0
south,5,0,14,0,0,14,0,0,0,0,0
progressively,0,0,2,0,0,0,0,0,0,0,0
differentiate,0,0,0,0,0,0,0,0,0,1,0
broad,8,0,0,0,0,0,0,0,0,0,0
zone,0,0,0,0,0,73,0,0,0,0,0
continuous,25,0,0,0,0,0,0,0,0,0,0
discontinuous,9,0,0,0,0,0,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,0,12,0
lateral,3,0,0,0,0,0,0,0,0,0,0
far,4,0,32,0,0,0,0,0,0,0,0
numerous,13,0,0,0,0,0,0,0,0,0,0
rare,5,0,0,0,0,0,0,0,0,0,0
patch,0,0,0,0,0,2,0,0,0,0,0
plateau,0,0,0,0,0,18,0,0,0,0,0
scarce,1,0,0,0,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,14,0
persist,0,0,0,0,0,0,0,0,0,10,0
western,21,0,0,0,0,0,0,0,0,0,0
contiguous,1,0,0,0,0,0,0,0,0,0,0
west,5,0,2,0,0,9,0,0,0,0,0
unique,10,0,0,0,0,0,0,0,0,0,0
analogue,0,0,0,0,0,1,0,0,0,0,0
offshore,2,0,2,0,0,0,0,0,0,0,0
areal,0,0,0,0,0,2,0,0,0,0,0
directly,0,0,17,0,0,0,0,0,0,0,0
conspicuous,5,0,0,0,0,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,5,0
central,25,0,0,0,0,0,0,0,0,0,0
border,0,0,0,0,0,7,0,0,0,4,0
interesting,4,0,0,0,0,0,0,0,0,0,0
siliceous,1,0,0,0,0,0,0,0,0,0,0
profound,4,0,0,0,0,0,0,0,0,0,0
underlain,5,0,0,0,0,0,0,0,0,0,0
thawed,2,0,0,0,0,0,0,0,0,0,0
horizontal,7,0,0,0,0,0,0,0,0,0,0
dimension,0,0,0,0,0,4,0,0,0,0,0
twice,0,0,1,0,2,0,0,0,0,0,0
nearby,4,0,2,0,0,0,0,0,0,0,0
unfrozen,3,0,0,0,0,0,0,0,0,0,0
vertical,16,0,0,0,0,0,0,0,0,0,0
wide,20,0,0,0,0,1,0,0,0,0,0
floodplain,0,0,0,0,0,1,0,0,0,0,0
sporadically,0,0,1,0,0,0,0,0,0,0,0
laterally,0,0,3,0,0,0,0,0,0,0,0
vertically,0,0,4,0,0,0,0,0,0,0,0
shallow,25,0,0,0,0,0,0,0,0,0,0
hillslope,0,0,0,0,0,1,0,0,0,0,0
receive,0,0,0,0,0,0,0,0,0,8,0
incoming,8,0,0,0,0,0,0,0,0,0,0
unit,0,0,0,0,0,3,0,0,0,0,0
absent,6,0,0,0,0,0,0,0,0,0,0
main,20,0,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,3,0,0,0,0,0
shield,0,0,0,0,0,7,0,0,0,1,0
excellent,2,0,0,0,0,0,0,0,0,0,0
medium,0,0,0,0,0,1,0,0,0,0,0
removal,0,0,0,0,0,7,0,0,0,0,0
disturbance,0,0,0,0,0,6,0,0,0,0,0
thawing,0,0,0,0,0,20,0,0,0,0,0
merely,0,0,2,0,0,0,0,0,0,0,0
certain,9,0,0,0,0,0,0,0,0,0,0
net,19,0,0,0,0,3,0,0,0,0,0
timely,1,0,0,0,0,0,0,0,0,0,0
snowfall,0,0,0,0,0,31,0,0,0,0,0
prevent,0,0,0,0,0,0,0,0,0,8,0
difference,0,0,0,0,0,17,0,0,0,0,0
critical,7,0,0,0,0,0,0,0,0,0,0
existence,0,0,0,0,0,3,0,0,0,0,0
greenery,0,0,0,0,0,1,0,0,0,0,0
sun,0,0,0,0,0,6,0,0,0,0,0
underneath,0,1,1,0,0,0,0,0,0,0,0
important,26,0,0,0,0,0,0,0,0,0,0
definite,2,0,0,0,0,0,0,0,0,0,0
group,0,0,0,0,0,11,0,0,0,1,0
segregate,0,0,0,0,0,0,0,0,0,1,0
foliate,0,0,0,0,0,0,0,0,0,1,0
fill,0,0,0,0,0,5,0,0,0,16,0
partially,0,0,6,0,0,0,0,0,0,0,0
space,0,0,0,0,0,9,0,0,0,1,0
situ,0,0,0,0,0,1,0,0,0,0,0
film,0,0,0,0,0,1,0,0,0,0,0
seam,0,0,0,0,0,2,0,0,0,0,0
lense,0,0,0,0,0,3,0,0,0,0,0
pod,0,0,0,0,0,1,0,0,0,0,0
segregation,0,0,0,0,0,2,0,0,0,0,0
spectacular,7,0,0,0,0,0,0,0,0,0,0
extensive,14,0,0,0,0,0,0,0,0,0,0
geologist,0,0,0,0,0,4,0,0,0,0,0
interested,1,0,0,0,0,0,0,0,0,0,0
considerably,0,0,3,0,0,0,0,0,0,0,0
observer,0,0,0,0,0,3,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,0,2,0
principle,0,0,0,0,0,3,0,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,2,0
mechanic,0,0,0,0,0,1,0,0,0,0,0
contraction,0,0,0,0,0,5,0,0,0,0,0
horizontally,0,0,1,0,0,0,0,0,0,0,0
lens,0,0,0,0,0,1,0,0,0,0,0
originate,0,0,0,0,0,0,0,0,0,12,0
recrystallize,0,0,0,0,0,0,0,0,0,1,0
