word,ADJ,ADP,ADV,NOUN,NUM,VERB
electricity,0,0,0,38,0,0
form,0,0,0,6,0,3
energy,0,0,0,33,0,0
discovery,0,0,0,3,0,0
lead,0,0,0,0,0,5
fundamental,5,0,0,0,0,0
change,0,0,0,4,0,17
human,3,0,0,0,0,0
life,0,0,0,4,0,0
civilization,0,0,0,2,0,0
know,0,0,0,0,0,7
computer,0,0,0,5,0,0
cable,0,0,0,1,0,0
box,0,0,0,1,0,0
microwave,0,0,0,1,0,0
motorcycle,0,0,0,1,0,0
refrigerator,0,0,0,1,0,0
radio,0,0,0,3,0,0
telephone,0,0,0,3,0,0
toaster,0,0,0,2,0,0
light,0,0,0,7,0,1
camera,0,0,0,1,0,0
action,0,0,0,3,0,0
right,6,0,7,2,0,0
think,0,0,0,0,0,2
happen,0,0,0,0,0,5
outside,0,2,0,0,0,0
body,0,0,0,3,0,0
lightning,0,0,0,4,0,0
crackle,0,0,0,0,0,1
sky,0,0,0,1,0,0
turn,0,0,0,2,0,4
flip,0,0,0,1,0,0
switch,0,0,0,9,0,1
include,0,0,0,0,0,3
index,0,0,0,1,0,0
finger,0,0,0,4,0,0
flicking,0,0,0,1,0,0
host,0,0,0,0,0,1
plethora,0,0,0,1,0,0
electric,85,0,0,0,0,0
signal,0,0,0,1,0,0
time,0,0,0,8,0,0
shocking,1,0,0,0,0,0
true,1,0,0,0,0,0
essential,2,0,0,0,0,0
thing,0,0,0,2,0,0
reason,0,0,0,1,0,0
occur,0,0,0,0,0,11
naturally,0,0,3,0,0,0
result,0,0,0,1,0,5
have,0,0,0,0,0,1
learn,0,0,0,0,0,1
harness,0,0,0,0,0,1
generate,0,0,0,0,0,11
big,1,0,0,0,0,0
player,0,0,0,1,0,0
involve,0,0,0,0,0,3
actually,0,0,3,0,0,0
microscopically,0,0,1,0,0,0
tiny,3,0,0,0,0,0
particle,0,0,0,8,0,0
atom,0,0,0,25,0,0
course,0,0,0,1,0,0
go,0,0,0,0,0,2
deeply,0,0,1,0,0,0
real,1,0,0,0,0,0
star,0,0,0,1,0,0
small,6,0,0,0,0,0
ultimately,0,0,1,0,0,0
come,0,0,0,0,0,3
movement,0,0,0,9,0,0
order,0,0,0,2,0,0
principal,1,0,0,0,0,0
tenant,0,0,0,1,0,0
proton,0,0,0,9,0,0
positive,42,0,0,0,0,0
electrical,11,0,0,0,0,0
charge,0,0,0,105,0,33
electron,0,0,0,64,0,0
negative,22,0,0,0,0,0
attract,0,0,0,0,0,13
try,0,0,0,0,0,1
close,1,0,1,0,0,5
conversely,0,0,2,0,0,0
like,3,3,0,0,0,0
push,0,0,0,0,0,3
away,0,0,10,0,0,0
pushing,0,0,0,1,0,0
pull,0,0,0,0,0,3
understand,0,0,0,0,0,4
omnipresent,1,0,0,0,0,0
power,0,0,0,15,0,1
remember,0,0,0,0,0,1
bolt,0,0,0,1,0,0
beat,0,0,0,1,0,0
heart,0,0,0,3,0,0
fact,0,0,0,4,0,0
ability,0,0,0,2,0,0
conduct,0,0,0,0,0,2
keep,0,0,0,0,0,3
blood,0,0,0,1,0,0
pump,0,0,0,0,0,1
plant,0,0,0,4,0,0
send,0,0,0,0,0,2
wire,0,0,0,26,0,1
home,0,0,0,3,0,0
television,0,0,0,6,0,0
plug,0,0,0,0,0,2
store,0,0,0,0,0,3
battery,0,0,0,14,0,0
inside,0,2,0,0,0,0
laptop,0,0,0,1,0,0
cell,0,0,0,10,0,0
phone,0,0,0,1,0,0
bright,1,0,0,0,0,0
idea,0,0,0,2,0,0
lightbulb,0,0,0,5,0,0
long,3,0,3,0,0,0
represent,0,0,0,0,0,7
initial,1,0,0,0,0,0
spark,0,0,0,2,0,0
thought,0,0,0,1,0,0
creativity,0,0,0,1,0,0
book,0,0,0,2,0,0
offer,0,0,0,0,0,2
concise,1,0,0,0,0,0
view,0,0,0,1,0,0
history,0,0,0,1,0,0
work,0,0,0,3,0,5
reader,0,0,0,1,0,0
discover,0,0,0,0,0,2
cause,0,0,0,0,0,15
hair,0,0,0,4,0,0
raise,0,0,0,0,0,1
static,6,0,0,0,0,0
field,0,0,0,119,0,0
page,0,0,0,6,0,0
explore,0,0,0,0,0,1
explain,0,0,0,0,0,4
flow,0,0,0,3,0,18
relationship,0,0,0,2,0,0
magnetism,0,0,0,5,0,0
motor,0,0,0,21,0,0
generator,0,0,0,16,0,0
fit,0,0,0,0,0,1
electromagnetic,7,0,0,0,0,0
landscape,0,0,0,1,0,0
century,0,0,0,6,0,0
accidental,2,0,0,0,0,0
intentional,1,0,0,0,0,0
understanding,0,0,0,2,0,0
control,0,0,0,0,0,2
worth,1,0,0,0,0,0
note,0,0,0,0,0,4
probably,0,0,1,0,0,0
accident,0,0,0,2,0,0
visual,1,0,0,0,0,0
metaphor,0,0,0,1,0,0
central,3,0,0,0,0,0
creation,0,0,0,1,0,0
express,0,0,0,0,0,2
transform,0,0,0,0,0,1
everyday,1,0,0,0,0,0
