word,ADJ,ADP,ADV,INTJ,NOUN,NUM,SYM,VERB,X
shorten,0,0,0,0,0,0,0,4,0
share,0,0,0,0,0,0,0,1,0
adjustable,1,0,0,0,0,0,0,0,0
general,2,0,0,0,0,0,0,0,0
title,0,0,0,0,1,0,0,0,0
unknown,1,0,0,0,0,0,0,0,0
say,0,0,0,0,0,0,0,3,0
case,0,0,0,0,2,0,0,0,0
matter,0,0,2,0,1,0,0,0,0
branch,0,0,0,0,3,0,0,0,0
increasingly,0,0,1,0,0,0,0,0,0
low,1,0,0,0,0,0,0,0,0
grade,0,0,0,0,1,0,0,0,0
insight,0,0,0,0,1,0,0,0,0
program,0,0,0,0,1,0,0,0,0
enjoyable,1,0,0,0,0,0,0,0,0
career,0,0,0,0,1,0,0,0,0
engineering,0,0,0,0,1,0,0,0,0
knowledge,0,0,0,0,2,0,0,0,0
indispensable,1,0,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,0,1,0
part,0,0,0,0,4,0,0,0,0
difficulty,0,0,0,0,1,0,0,0,0
backward,1,0,1,0,0,0,0,0,0
ask,0,0,0,0,0,0,0,1,0
exactly,0,0,2,0,0,0,0,0,0
milk,0,0,0,0,3,0,0,0,0
fill,0,0,0,0,0,0,0,4,0
quart,0,0,0,0,7,0,0,0,0
container,0,0,0,0,4,0,0,0,0
transfer,0,0,0,0,0,0,0,1,0
literally,0,0,1,0,0,0,0,0,0
can,0,0,0,0,1,0,0,0,0
pour,0,0,0,0,0,0,0,1,0
fourth,1,0,0,0,0,0,0,0,0
effect,0,0,0,0,1,0,0,0,0
ounce,0,0,0,0,2,0,0,0,0
glass,0,0,0,0,1,0,0,0,0
pitcher,0,0,0,0,1,0,0,0,0
lemonade,0,0,0,0,1,0,0,0,0
pose,0,0,0,0,0,0,0,1,0
dividend,0,0,0,0,1,0,0,0,0
divisor,0,0,0,0,1,0,0,0,0
quotient,0,0,0,0,1,0,0,0,0
derive,0,0,0,0,0,0,0,2,0
unmultiplying,0,0,0,0,1,0,0,0,0
guess,0,0,0,0,0,0,0,2,0
entire,1,0,0,0,0,0,0,0,0
unmultiplie,0,0,0,0,0,0,0,1,0
yield,0,0,0,0,0,0,0,2,0
end,0,0,0,0,0,0,0,1,0
neatly,0,0,2,0,0,0,0,0,0
exact,2,0,0,0,0,0,0,0,0
close,2,0,0,0,0,0,0,0,0
extremely,0,0,2,0,0,0,0,0,0
impractical,1,0,0,0,0,0,0,0,0
avoid,0,0,0,0,0,0,0,2,0
type,0,0,0,0,2,0,0,0,0
insist,0,0,0,0,0,0,0,2,0
land,0,0,0,0,5,0,0,0,0
half,1,0,0,0,1,0,0,0,0
papyrus,0,0,0,0,2,0,0,0,0
egyptian,1,0,0,0,0,0,0,0,0
document,0,0,0,0,1,0,0,0,0
numerator,0,0,0,0,2,0,0,0,0
individual,1,0,0,0,0,0,0,0,0
area,0,0,0,0,1,0,0,0,0
exist,0,0,0,0,0,0,0,1,0
measurable,1,0,0,0,0,0,0,0,0
try,0,0,0,0,0,0,0,1,0
subdivide,0,0,0,0,0,0,0,1,0
measurement,0,0,0,0,3,0,0,0,0
subunit,0,0,0,0,4,0,0,0,0
minute,0,0,0,0,2,0,0,0,0
inch,0,0,0,0,2,0,0,0,0
circle,0,0,0,0,1,0,0,0,0
reason,0,0,0,0,1,0,0,1,0
appear,0,0,0,0,0,0,0,1,0
factor,0,0,0,0,2,0,0,0,0
date,0,0,0,0,0,0,0,1,0
occasion,0,0,0,0,1,0,0,0,0
portion,0,0,0,0,4,0,0,0,0
size,0,0,0,0,1,0,0,0,0
third,0,0,0,0,1,0,0,0,0
compact,1,0,0,0,0,0,0,0,0
parent,0,0,0,0,1,0,0,0,0
dig,0,0,0,0,0,0,0,1,0
fit,0,0,0,0,0,0,0,1,0
etc,0,0,0,0,0,0,0,0,1
convert,0,0,0,0,0,0,0,3,0
denominator,0,0,0,0,1,0,0,0,0
major,1,0,0,0,0,0,0,0,0
advantage,0,0,0,0,1,0,0,0,0
quarter,0,0,0,0,1,0,0,0,0
dime,0,0,0,0,1,0,0,0,0
nickel,0,0,0,0,1,0,0,0,0
penny,0,0,0,0,1,0,0,0,0
fracture,0,0,0,0,1,0,0,1,0
piece,0,0,0,0,2,0,0,0,0
fractus,0,0,0,0,0,0,0,0,1
broken,1,0,0,0,0,0,0,0,0
convenient,1,0,0,0,0,0,0,0,0
customary,1,0,0,0,0,0,0,0,0
segment,0,0,0,0,2,0,0,0,0
month,0,0,0,0,1,0,0,0,0
mile,0,0,0,0,1,0,0,0,0
kilometer,0,0,0,0,1,0,0,0,0
meter,0,0,0,0,1,0,0,0,0
twelfth,0,0,0,0,1,0,0,0,0
helpful,1,0,0,0,0,0,0,0,0
precise,1,0,0,0,0,0,0,0,0
tenth,0,0,0,0,1,0,0,0,0
gallon,0,0,0,0,2,0,0,0,0
involution,0,0,0,0,1,0,0,0,0
evolution,0,0,0,0,1,0,0,0,0
popular,1,0,0,0,0,0,0,0,0
favor,0,0,0,0,1,0,0,0,0
multiple,1,0,0,0,0,0,0,0,0
advance,0,0,0,0,2,0,0,0,0
significant,2,0,0,0,0,0,0,0,0
edge,0,0,0,0,2,0,0,0,0
shorthand,0,0,0,0,1,0,0,0,0
exponent,0,0,0,0,14,0,0,0,0
exponential,7,0,0,0,0,0,0,0,0
fifth,1,0,0,0,0,0,0,0,0
practice,0,0,0,0,1,0,0,0,0
speed,0,0,0,0,1,0,0,0,0
light,0,0,0,0,2,0,0,0,0
centimeter,0,0,0,0,1,0,0,0,0
travel,0,0,0,0,0,0,0,1,0
huge,1,0,0,0,0,0,0,0,0
common,3,0,0,0,0,0,0,0,0
signal,0,0,0,0,0,0,0,1,0
foundation,0,0,0,0,1,0,0,0,0
unnecessarily,0,0,1,0,0,0,0,0,0
fortunately,0,0,1,0,0,0,0,0,0
alternative,1,0,0,0,0,0,0,0,0
fractional,2,0,0,0,0,0,0,0,0
square,1,0,0,0,0,0,0,0,0
regular,1,0,0,0,0,0,0,0,0
equivalence,0,0,0,0,1,0,0,0,0
real,1,0,0,0,0,0,0,0,0
similar,1,0,0,0,0,0,0,0,0
scottish,1,0,0,0,0,0,0,0,0
british,1,0,0,0,0,0,0,0,0
logarithm,0,0,0,0,2,0,0,0,0
reduce,0,0,0,0,0,0,0,1,0
create,0,0,0,0,0,0,0,1,0
log,0,0,0,0,5,0,0,0,0
region,0,0,0,0,1,0,0,0,0
attempt,0,0,0,0,0,0,0,1,0
justify,0,0,0,0,0,0,0,1,0
belief,0,0,0,0,1,0,0,0,0
human,1,0,0,0,0,0,0,0,0
being,0,0,0,0,1,0,0,0,0
doubt,0,0,0,0,1,0,0,0,0
theory,0,0,0,0,2,0,0,0,0
mind,0,0,0,0,1,0,0,0,0
body,0,0,0,0,2,0,0,0,0
essentially,0,0,1,0,0,0,0,0,0
substance,0,0,0,0,1,0,0,0,0
distinction,0,0,0,0,1,0,0,0,0
occupy,0,0,0,0,0,0,0,1,0
philosopher,0,0,0,0,1,0,0,0,0
analytic,2,0,0,0,0,0,0,0,0
coordinate,1,0,0,0,0,0,0,0,0
certainty,0,0,0,0,1,0,0,0,0
observation,0,0,0,0,1,0,0,0,0
pair,0,0,0,0,1,0,0,0,0
curve,0,0,0,0,1,0,0,0,0
algebraic,1,0,0,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,1,0
geometric,1,0,0,0,0,0,0,0,0
conclude,0,0,0,0,0,0,0,1,0
universe,0,0,0,0,1,0,0,0,0
mathematically,0,0,1,0,0,0,0,0,0
logical,1,0,0,0,0,0,0,0,0
structure,0,0,0,0,1,0,0,0,0
single,1,0,0,0,0,0,0,0,0
reasoning,0,0,0,0,2,0,0,0,0
accept,0,0,0,0,0,0,0,1,0
self,0,0,0,0,1,0,0,0,0
evident,1,0,0,0,0,0,0,0,0
systematically,0,0,1,0,0,0,0,0,0
deduce,0,0,0,0,0,0,0,1,0
conclusion,0,0,0,0,2,0,0,0,0
rechecke,0,0,0,0,0,0,0,1,0
german,1,0,0,0,0,0,0,0,0
frequently,0,0,1,0,0,0,0,0,0
founder,0,0,0,0,2,0,0,0,0
astronomy,0,0,0,0,1,0,0,0,0
physics,0,0,0,0,1,0,0,0,0
nearly,0,0,2,0,0,0,0,0,0
anecdote,0,0,0,0,1,0,0,0,0
extraordinary,1,0,0,0,0,0,0,0,0
mental,1,0,0,0,0,0,0,0,0
jokingly,0,0,1,0,0,0,0,0,0
talk,0,0,0,0,0,0,0,1,0
elementary,1,0,0,0,0,0,0,0,0
impress,0,0,0,0,0,0,0,1,0
teacher,0,0,0,0,1,0,0,0,0
convince,0,0,0,0,0,0,0,1,0
son,0,0,0,0,1,0,0,0,0
permit,0,0,0,0,0,0,0,2,0
enter,0,0,0,0,0,0,0,1,0
secondary,1,0,0,0,0,0,0,0,0
rapidly,0,0,1,0,0,0,0,0,0
age,0,0,0,0,1,0,0,0,0
duke,0,0,0,0,3,0,0,0,0
court,0,0,0,0,1,0,0,0,0
exhibit,0,0,0,0,0,0,0,1,0
computing,0,0,0,0,1,0,0,0,0
skill,0,0,0,0,1,0,0,0,0
impressed,1,0,0,0,0,0,0,0,0
generously,0,0,1,0,0,0,0,0,0
support,0,0,0,0,0,0,0,1,0
death,0,0,0,0,1,0,0,0,0
totally,0,0,1,0,0,0,0,0,0
innovative,1,0,0,0,0,0,0,0,0
intensive,1,0,0,0,0,0,0,0,0
prime,1,0,0,0,0,0,0,0,0
passion,0,0,0,0,1,0,0,0,0
regard,0,0,0,0,0,0,0,1,0
verse,0,0,0,0,0,0,0,1,0
classic,0,0,0,0,1,0,0,0,0
extensively,0,0,1,0,0,0,0,0,0
literature,0,0,0,0,1,0,0,0,0
late,1,0,0,0,0,0,0,0,0
shower,0,0,0,0,0,0,0,1,0
honor,0,0,0,0,1,0,0,0,0
government,0,0,0,0,1,0,0,0,0
die,0,0,0,0,0,0,0,1,0
advent,0,0,0,0,1,0,0,0,0
pocket,0,0,0,0,1,0,0,0,0
accomplish,0,0,0,0,0,0,0,1,0
easily,0,0,1,0,0,0,0,0,0
tablet,0,0,0,0,1,0,0,0,0
laptop,0,0,0,0,1,0,0,0,0
quick,1,0,0,0,0,0,0,0,0
skim,0,0,0,0,0,0,0,1,0
interesting,1,0,0,0,0,0,0,0,0
story,0,0,0,0,1,0,0,0,0
correctly,0,0,1,0,0,0,0,0,0
purpose,0,0,0,0,1,0,0,0,0
