word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB,X
introduction,0,0,0,1,0,0,0,0
martial,109,0,0,0,0,0,0,0
art,0,0,0,117,0,0,0,0
variety,0,0,0,5,0,0,0,0
fighting,0,0,0,20,0,0,0,0
sport,0,0,0,35,0,0,1,0
skill,0,0,0,18,0,0,0,0
associate,0,0,0,0,0,0,2,0
combat,0,0,0,20,0,0,1,0
individual,2,0,0,1,0,0,0,0
practice,0,0,0,10,0,0,12,0
promote,0,0,0,0,0,0,6,0
self,0,0,0,11,0,0,0,0
defense,0,0,0,13,0,0,0,0
fitness,0,0,0,2,0,0,0,0
people,0,0,0,6,0,0,0,0
world,0,0,0,16,0,0,0,0
use,0,0,0,16,0,0,5,0
improve,0,0,0,0,0,0,3,0
physical,5,0,0,0,0,0,0,0
emotional,3,0,0,0,0,0,0,0
spiritual,6,0,0,0,0,0,0,0
mental,7,0,0,0,0,0,0,0
health,0,0,0,3,0,0,0,0
trace,0,0,0,0,0,0,2,0
ancient,11,0,0,0,0,0,0,0
culture,0,0,0,5,0,0,0,0
painting,0,0,0,2,0,0,0,0
egyptian,1,0,0,0,0,0,0,0
pyramid,0,0,0,1,0,0,0,0
date,0,0,0,1,0,0,3,0
far,0,0,4,0,0,0,0,0
bce,0,0,0,4,0,0,0,0
depict,0,0,0,0,0,0,3,0
battle,0,0,0,7,0,0,0,0
link,0,0,0,1,0,0,3,0
poem,0,0,0,1,0,0,0,0
form,0,0,0,28,0,0,0,0
writing,0,0,0,1,0,0,0,0
time,0,0,0,17,0,0,2,0
describe,0,0,0,0,0,0,5,0
early,12,0,3,0,0,0,0,0
drawing,0,0,0,2,0,0,0,0
year,0,0,0,11,0,0,0,0
later,0,0,11,0,0,0,0,0
primitive,1,0,0,0,0,0,0,0
armed,4,0,0,0,0,0,0,0
display,0,0,0,0,0,0,1,0
spear,0,0,0,2,0,0,0,0
bow,0,0,0,1,0,0,0,0
sword,0,0,0,16,0,0,0,0
modern,6,0,0,0,0,0,0,0
extend,0,0,0,0,0,0,1,0
mean,0,0,0,1,0,0,14,0
sixteenth,1,0,0,0,0,0,0,0
century,0,0,0,30,0,0,0,0
term,0,0,0,5,0,0,0,0
fencing,0,0,0,10,0,0,0,0
discipline,0,0,0,8,0,0,0,0
kung,0,0,0,11,0,0,0,0
judo,0,0,0,19,0,0,0,0
karate,0,0,0,9,0,0,0,0
kendo,0,0,0,7,0,0,0,0
buddhist,4,0,0,0,0,0,0,0
monk,0,0,0,8,0,0,0,0
renowne,0,0,0,0,0,0,1,0
prowess,0,0,0,1,0,0,0,0
divide,0,0,0,0,0,0,1,0
unarmed,8,0,0,0,0,0,0,0
style,0,0,0,17,0,0,0,0
origin,0,0,0,3,0,0,0,0
european,2,0,0,0,0,0,0,0
include,0,0,0,0,0,0,16,0
archery,0,0,0,3,0,0,0,0
bear,0,0,0,1,0,0,14,0
develop,0,0,0,0,0,0,14,0
stress,0,0,0,0,0,0,4,0
strike,0,0,0,2,0,0,4,0
foot,0,0,0,13,0,0,0,0
hand,0,0,0,9,0,0,1,0
advancement,0,0,0,1,0,0,0,0
everyday,1,0,0,0,0,0,0,0
work,0,0,0,5,0,0,5,0
tool,0,0,0,1,0,0,0,0
sickle,0,0,0,1,0,0,0,0
knife,0,0,0,4,0,0,0,0
student,0,0,0,4,0,0,0,0
drill,0,0,0,2,0,0,0,0
shinai,0,0,0,0,0,0,0,3
wooden,3,0,0,0,0,0,0,0
usually,0,0,5,0,0,0,0,0
bamboo,0,0,0,5,0,0,0,0
japanese,15,0,0,0,0,0,0,0
originate,0,0,0,0,0,0,7,0
method,0,0,0,9,0,0,0,0
warrior,0,0,0,8,0,0,0,0
class,0,0,0,11,0,0,0,0
call,0,0,0,0,0,0,15,0
samurai,0,0,0,19,0,0,0,0
offshoot,0,0,0,1,0,0,0,0
kyudo,0,0,0,1,0,0,0,0
spinoff,0,0,0,1,0,0,0,0
sumo,0,0,0,10,0,0,0,0
wrestling,0,0,0,13,0,0,0,0
tae,0,0,0,6,0,0,0,0
kwon,0,0,0,5,0,0,0,0
embrace,0,0,0,0,0,0,6,0
aikido,0,0,0,9,0,0,0,0
hapkido,0,0,0,1,0,0,0,0
chinese,10,0,0,0,0,0,0,0
tai,0,0,0,4,0,0,0,0
chi,0,0,0,6,0,0,0,0
simplify,0,0,0,0,0,0,1,0
peaceful,1,0,0,0,0,0,0,0
purpose,0,0,0,1,0,0,0,0
east,5,0,0,0,0,0,0,0
asian,6,0,0,0,0,0,0,0
boast,0,0,0,0,0,0,4,0
strong,6,0,0,0,0,0,0,0
tie,0,0,0,1,0,0,2,0
strength,0,0,0,8,0,0,0,0
set,0,0,0,2,0,0,3,0
apart,0,0,1,0,0,0,0,0
heavily,0,0,4,0,0,0,0,0
influence,0,0,0,3,0,0,4,0
religion,0,0,0,5,0,0,0,0
region,0,0,0,4,0,0,0,0
place,0,0,0,2,0,0,3,0
emphasis,0,0,0,1,0,0,0,0
create,0,0,0,0,0,0,8,0
ideal,1,0,0,1,0,0,0,0
relationship,0,0,0,2,0,0,0,0
body,1,0,0,8,0,0,0,0
mind,0,0,0,3,0,0,0,0
unison,0,0,0,1,0,0,0,0
goal,0,0,0,2,0,0,0,0
shut,0,0,0,0,0,0,1,0
calculate,0,0,0,0,0,0,1,0
rationalize,0,0,0,0,0,0,1,0
function,0,0,0,1,0,0,0,0
shutdown,0,0,0,1,0,0,0,0
allow,0,0,0,0,0,0,6,0
react,0,0,0,0,0,0,1,0
immediately,0,0,1,0,0,0,0,0
harmony,0,0,0,3,0,0,0,0
situation,0,0,0,2,0,0,0,0
encounter,0,0,0,0,0,0,1,0
book,0,0,0,2,0,0,0,0
examine,0,0,0,0,0,0,1,0
beginning,0,0,0,1,0,0,0,0
grow,0,0,0,0,0,0,11,0
present,1,0,0,1,0,0,1,0
introduce,0,0,0,0,0,0,3,0
reader,0,0,0,1,0,0,0,0
historic,1,0,0,0,0,0,0,0
figure,0,0,0,4,0,0,0,0
long,2,0,2,0,0,0,0,0
celebrate,0,0,0,0,0,0,1,0
today,0,0,0,4,0,0,0,0
star,0,0,0,9,0,0,1,0
stand,0,0,0,0,0,0,1,0
exceptional,2,0,0,0,0,0,0,0
technique,0,0,0,17,0,0,0,0
profile,0,0,0,0,0,0,1,0
exemplify,0,0,0,0,0,0,1,0
rich,2,0,0,0,0,0,0,0
continue,0,0,0,0,0,0,7,0
capture,0,0,0,0,0,0,5,0
interest,0,0,0,4,0,0,0,0
athlete,0,0,0,4,0,0,0,0
want,0,0,0,0,0,0,2,0
master,0,0,0,3,0,0,3,0
attack,0,0,0,6,0,0,3,0
offer,0,0,0,0,0,0,2,0
noteworthy,1,0,0,0,0,0,0,0
contribute,0,0,0,0,0,0,1,0
greatly,0,0,3,0,0,0,0,0
evolution,0,0,0,1,0,0,0,0
legitimate,1,0,0,0,0,0,0,0
highly,0,0,3,0,0,0,0,0
regulate,0,0,0,0,0,0,1,0
athletic,0,0,0,1,0,0,0,0
competition,0,0,0,9,0,0,0,0
chapter,0,0,0,4,0,0,0,0
overview,0,0,0,1,0,0,0,0
refer,0,0,0,0,0,0,2,0
large,3,0,0,0,0,0,0,0
word,0,0,0,4,0,0,0,0
derive,0,0,0,0,0,0,1,0
roman,5,0,0,0,0,0,0,0
god,0,0,0,1,0,0,0,0
war,0,0,0,1,0,0,0,0
activity,0,0,0,4,0,0,0,0
combative,4,0,0,0,0,0,0,0
bent,0,0,0,1,0,0,0,0
meditative,1,0,0,0,0,0,0,0
religious,2,0,0,0,0,0,0,0
philosophical,1,0,0,0,0,0,0,0
overtone,0,0,0,1,0,0,0,0
eastern,4,0,0,0,0,0,0,0
emphasize,0,0,0,0,0,0,3,0
training,0,0,0,7,0,0,0,0
folktale,0,0,0,1,0,0,0,0
mythology,0,0,0,1,0,0,0,0
cloud,0,0,0,0,0,0,1,0
popular,7,0,0,0,0,0,0,0
legend,0,0,0,8,0,0,0,0
hold,0,0,0,4,0,0,11,0
learn,0,0,0,0,0,0,14,0
indian,1,0,0,0,0,0,0,0
founder,0,0,0,4,0,0,0,0
system,0,0,0,10,0,0,0,0
thousand,0,0,0,3,0,0,0,0
ago,0,0,3,0,0,0,0,0
military,5,0,0,0,0,0,0,0
organization,0,0,0,3,0,0,0,0
secret,1,0,0,0,0,0,0,0
society,0,0,0,2,0,0,0,0
originated,0,0,0,0,0,0,1,0
fight,0,0,0,4,0,0,9,0
bare,2,0,0,0,0,0,0,0
handed,2,0,0,0,0,0,0,0
dignitary,0,0,0,1,0,0,0,0
think,0,0,0,0,0,0,2,0
phrase,0,0,0,1,0,0,0,0
simply,0,0,4,0,0,0,0,0
talent,0,0,0,6,0,0,0,0
cooking,0,0,0,1,0,0,0,0
wushu,0,0,0,0,0,0,0,4
cover,0,0,0,1,0,0,1,0
hundred,0,0,0,2,0,0,0,0
combination,0,0,0,1,0,0,0,0
exercise,0,0,0,8,0,0,0,0
performing,0,0,0,1,0,0,0,0
typically,0,0,1,0,0,0,0,0
consider,0,0,0,0,0,0,10,0
external,2,0,0,0,0,0,0,0
internal,4,0,0,0,0,0,0,0
know,0,0,0,0,0,0,15,0
powerful,4,0,0,0,0,0,0,0
kick,0,0,0,4,0,0,4,0
punch,0,0,0,3,0,0,2,0
speedy,1,0,0,0,0,0,0,0
movement,0,0,0,9,0,0,0,0
tend,0,0,0,0,0,0,1,0
orient,0,0,0,0,0,0,1,0
inspiration,0,0,0,1,0,0,0,0
animal,0,0,0,5,0,0,0,0
monkey,0,0,0,4,0,0,0,0
eagle,0,0,0,1,0,0,0,0
attempt,0,0,0,0,0,0,3,0
imitate,0,0,0,0,0,0,4,0
weapon,0,0,0,9,0,0,0,0
staff,0,0,0,2,0,0,0,0
require,0,0,0,0,0,0,5,0
concentration,0,0,0,1,0,0,0,0
mode,0,0,0,1,0,0,0,0
personal,1,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,2,0
careful,1,0,0,0,0,0,0,0
preparation,0,0,0,1,0,0,0,0
performance,0,0,0,3,0,0,0,0
perform,0,0,0,0,0,0,13,0
instinctively,0,0,1,0,0,0,0,0
thought,0,0,0,2,0,0,0,0
process,0,0,0,1,0,0,0,0
emotion,0,0,0,1,0,0,0,0
dynasty,0,0,0,2,0,0,0,0
feature,0,0,0,0,0,0,15,0
basic,3,0,0,0,0,0,0,0
position,0,0,0,4,0,0,0,0
normal,1,0,0,0,0,0,0,0
upright,1,0,0,0,0,0,0,0
posture,0,0,0,1,0,0,0,0
stance,0,0,0,5,0,0,0,0
dragon,0,0,0,2,0,0,0,0
frog,0,0,0,1,0,0,0,0
horse,0,0,0,2,0,0,0,0
riding,0,0,0,1,0,0,0,0
snake,0,0,0,2,0,0,0,0
boxing,0,0,0,7,0,0,0,0
draw,0,0,0,0,0,0,2,0
principle,0,0,0,4,0,0,0,0
taiji,0,0,0,1,0,0,0,0
bring,0,0,0,0,0,0,4,0
yin,0,0,0,4,0,0,0,0
yang,0,0,0,4,0,0,0,0
passive,1,0,0,0,0,0,0,0
active,1,0,0,0,0,0,0,0
taoist,3,0,0,0,0,0,0,0
wear,0,0,0,0,0,0,6,0
white,2,0,0,0,0,0,0,0
lead,0,0,0,0,0,0,7,0
chuan,0,0,0,1,0,0,0,1
monastery,0,0,0,1,0,0,0,0
creature,0,0,0,1,0,0,0,0
bird,0,0,0,2,0,0,0,0
deer,0,0,0,1,0,0,0,0
tiger,0,0,0,1,0,0,0,0
begin,0,0,0,0,0,0,12,0
add,0,0,0,0,0,0,1,0
provide,0,0,0,0,0,0,1,0
number,0,0,0,5,0,0,0,0
vary,0,0,0,0,0,0,2,0
name,0,0,0,0,0,0,4,0
image,0,0,0,1,0,0,0,0
execute,0,0,0,0,0,0,1,0
fall,0,0,0,0,0,0,2,0
twist,0,0,0,0,0,0,1,0
like,0,4,0,0,0,0,0,0
start,0,0,0,2,0,0,1,0
weight,0,0,0,8,0,0,0,0
forward,0,0,1,0,0,0,0,0
rear,1,0,0,0,0,0,0,0
leg,0,0,0,6,0,0,0,0
spread,0,0,0,0,0,0,2,0
ride,0,0,0,0,0,0,1,0
nation,0,0,0,4,0,0,0,0
history,0,0,0,5,0,0,0,0
tradition,0,0,0,2,0,0,0,0
means,0,0,0,4,0,0,0,0
well,1,0,3,0,0,0,0,0
arise,0,0,0,0,0,0,1,0
famous,2,0,0,0,0,0,0,0
strongly,0,0,2,0,0,0,0,0
state,0,0,0,3,0,0,0,0
insight,0,0,0,1,0,0,0,0
escape,0,0,0,1,0,0,1,0
find,0,0,0,0,0,0,5,0
readiness,0,0,0,2,0,0,0,0
rid,0,0,0,0,0,0,1,0
fear,0,0,0,1,0,0,0,0
regard,0,0,0,1,0,0,0,0
pain,0,0,0,1,0,0,0,0
threat,0,0,0,1,0,0,0,0
death,0,0,0,6,0,0,0,0
building,0,0,0,1,0,0,0,0
dojo,0,0,0,2,0,0,0,0
originally,0,0,3,0,0,0,0,0
temple,0,0,0,1,0,0,0,0
teacher,0,0,0,1,0,0,0,0
sensei,0,0,0,1,0,0,0,0
old,5,0,0,0,0,0,0,0
family,0,0,0,6,0,0,0,0
member,0,0,0,1,0,0,0,0
important,3,0,0,0,0,0,0,0
competitive,3,0,0,0,0,0,0,0
aid,0,0,0,1,0,0,1,0
jujitsu,0,0,0,14,0,0,0,0
jujutsu,0,0,0,1,0,0,0,0
kenjutsu,0,0,0,1,0,0,0,0
ninjutsu,0,0,0,1,0,0,0,0
pronounce,0,0,0,0,0,0,3,0
dao,0,0,0,0,0,0,0,1
way,0,0,0,10,0,0,0,0
enlightenment,0,0,0,1,0,0,0,0
meditation,0,0,0,1,0,0,0,0
skillful,1,0,0,0,0,0,0,0
gentle,4,0,0,0,0,0,0,0
make,0,0,0,0,0,0,3,0
throw,0,0,0,2,0,0,3,0
blow,0,0,0,9,0,0,0,0
subdue,0,0,0,0,0,0,2,0
opponent,0,0,0,17,0,0,0,0
evolve,0,0,0,0,0,0,2,0
design,0,0,0,0,0,0,3,0
heighten,0,0,0,0,0,0,2,0
ruthless,1,0,0,0,0,0,0,0
usual,1,0,0,0,0,0,0,0
object,0,0,0,2,0,0,0,0
warfare,0,0,0,1,0,0,0,0
cripple,0,0,0,0,0,0,1,0
kill,0,0,0,0,0,0,4,0
attacker,0,0,0,4,0,0,0,0
involve,0,0,0,0,0,0,5,0
hitting,0,0,0,1,0,0,0,0
kicking,0,0,0,5,0,0,0,0
kneeing,0,0,0,2,0,0,0,0
throwing,0,0,0,2,0,0,0,0
choking,0,0,0,2,0,0,0,0
pacify,0,0,0,0,0,0,1,0
foe,0,0,0,5,0,0,0,0
certain,3,0,0,0,0,0,0,0
revolve,0,0,0,0,0,0,2,0
concept,0,0,0,2,0,0,0,0
character,0,0,0,2,0,0,0,0
commonly,0,0,1,0,0,0,0,0
interpret,0,0,0,0,0,0,1,0
case,0,0,0,1,0,0,0,0
give,0,0,0,0,0,0,2,0
direction,0,0,0,4,0,0,0,0
control,0,0,0,2,0,0,1,0
hard,1,0,0,0,0,0,0,0
tough,1,0,0,0,0,0,0,0
part,0,0,0,2,0,0,0,0
knuckle,0,0,0,2,0,0,0,0
fist,0,0,0,1,0,0,0,0
