word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,SCONJ,VERB
aunt,0,0,0,0,0,1,0,0,0
farm,0,0,0,0,0,1,0,0,0
world,0,0,0,0,0,8,0,0,0
successful,4,0,0,0,0,0,0,0,0
spidery,1,0,0,0,0,0,0,0,0
contrivance,0,0,0,0,0,1,0,0,0
tube,0,0,0,0,0,1,0,0,0
horizontally,0,0,1,0,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,10
eventually,0,0,2,0,0,0,0,0,0
model,0,0,0,0,0,2,0,0,0
half,0,0,0,0,2,1,0,0,0
conceive,0,0,0,0,0,0,0,0,2
virtually,0,0,2,0,0,0,0,0,0
component,0,0,0,0,0,10,0,0,0
inspire,0,0,0,0,0,0,0,0,2
popularizer,0,0,0,0,0,1,0,0,0
enthusiast,0,0,0,0,0,1,0,0,0
society,0,0,0,0,0,7,0,0,0
noted,1,0,0,0,0,0,0,0,0
found,0,0,0,0,0,0,0,0,2
suppress,0,0,0,0,0,0,0,0,1
organization,0,0,0,0,0,11,0,0,0
ultimately,0,0,2,0,0,0,0,0,0
provide,0,0,0,0,0,0,0,0,14
nucleus,0,0,0,0,0,2,0,0,0
government,0,0,0,0,0,5,0,0,0
agency,0,0,0,0,0,12,0,0,0
rename,0,0,0,0,0,0,0,0,1
member,0,0,0,0,0,10,0,0,0
missile,0,0,0,0,0,11,0,0,0
weapon,0,0,0,0,0,6,0,0,0
forerunner,0,0,0,0,0,1,0,0,0
effort,0,0,0,0,0,2,0,0,0
lead,0,0,0,0,0,0,0,0,4
organize,0,0,0,0,0,0,0,0,1
experiment,0,0,0,0,0,21,0,0,1
conduct,0,0,0,0,0,1,0,0,10
pave,0,0,0,0,0,0,0,0,1
ballistic,6,0,0,0,0,0,0,0,0
contribute,0,0,0,0,0,0,0,0,2
greatly,0,0,3,0,0,0,0,0,0
production,0,0,0,0,0,2,0,0,0
booster,0,0,0,0,0,6,0,0,0
developer,0,0,0,0,0,1,0,0,0
come,0,0,0,0,0,0,0,0,3
war,0,0,0,0,0,2,0,0,0
play,0,0,0,0,0,0,0,0,2
role,0,0,0,0,0,3,0,0,0
vehicle,0,0,0,0,0,34,0,0,0
expensive,2,0,0,0,0,0,0,0,0
private,2,0,0,0,0,0,0,0,0
corporation,0,0,0,0,0,1,0,0,0
undertake,0,0,0,0,0,0,0,0,2
despite,0,0,0,0,0,0,0,1,0
dream,0,0,0,0,0,1,0,0,0
short,2,0,0,0,0,0,0,0,0
distance,0,0,0,0,0,6,0,0,0
kite,0,0,0,0,0,1,0,0,0
airplane,0,0,0,0,0,4,0,0,0
confine,0,0,0,0,0,0,0,0,1
depend,0,0,0,0,0,0,0,0,3
support,0,0,0,0,0,5,0,0,7
burn,0,0,0,0,0,0,0,0,1
advent,0,0,0,0,0,1,0,0,0
visit,0,0,0,0,0,0,0,0,5
mechanical,1,0,0,0,0,0,0,0,0
surrogate,0,0,0,0,0,1,0,0,0
edge,0,0,0,0,0,2,0,0,0
oxidizer,0,0,0,0,0,5,0,0,0
reaction,0,0,0,0,0,5,0,0,0
accordance,0,0,0,0,0,2,0,0,0
state,0,0,0,0,0,2,0,0,1
action,0,0,0,0,0,2,0,0,0
equal,1,0,0,0,0,0,0,0,3
opposite,2,0,0,0,0,0,0,0,0
propel,0,0,0,0,0,0,0,0,3
forward,1,0,0,0,0,0,0,0,0
push,0,0,0,0,0,1,0,0,0
result,0,0,0,0,0,4,0,0,3
ejection,0,0,0,0,0,1,0,0,0
gas,0,0,0,0,0,5,0,0,0
extremely,0,0,2,0,0,0,0,0,0
place,0,0,0,0,0,4,0,0,9
atop,0,1,0,0,0,0,0,0,0
successive,3,0,0,0,0,0,0,0,0
stage,0,0,0,0,0,11,0,0,0
discard,0,0,0,0,0,0,0,0,2
process,0,0,0,0,0,4,0,0,0
efficiency,0,0,0,0,0,1,0,0,0
fall,0,0,0,0,0,1,0,0,8
accelerate,0,0,0,0,0,0,0,0,1
reduce,0,0,0,0,0,0,0,0,2
thrust,0,0,0,0,0,6,0,0,0
express,0,0,0,0,0,0,0,0,2
hot,1,0,0,0,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,3
combustion,0,0,0,0,0,2,0,0,0
easy,2,0,0,0,0,0,0,0,0
handle,0,0,0,0,0,0,0,0,2
store,0,0,0,0,0,0,0,0,3
throttle,0,0,0,0,0,0,0,0,1
combination,0,0,0,0,0,2,0,0,0
heavy,1,0,0,0,0,0,0,0,0
hydrocarbon,0,0,0,0,0,1,0,0,0
kerosene,0,0,0,0,0,1,0,0,0
hydrogen,0,0,0,0,0,4,0,0,0
chemical,3,0,0,0,0,0,0,0,0
pump,0,0,0,0,0,0,0,0,1
separate,2,0,0,0,0,0,0,0,1
chamber,0,0,0,0,0,1,0,0,0
mix,0,0,0,0,0,0,0,0,1
initially,0,0,1,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,0,7
inefficient,1,0,0,0,0,0,0,0,0
long,8,0,6,0,0,0,0,0,0
technological,1,0,0,0,0,0,0,0,0
type,0,0,0,0,0,4,0,0,0
fission,0,0,0,0,0,1,0,0,0
fusion,0,0,0,0,0,1,0,0,0
widely,0,0,2,0,0,0,0,0,0
future,1,0,0,0,0,2,0,0,0
divide,0,0,0,0,0,0,0,0,2
explosive,1,0,0,0,0,1,0,0,0
upper,3,0,0,0,0,0,0,0,0
ordinarily,0,0,2,0,0,0,0,0,0
package,0,0,0,0,0,2,0,0,0
detach,0,0,0,0,0,0,0,0,3
parachute,0,0,0,0,0,2,0,0,3
board,0,0,0,0,0,4,0,0,4
playback,0,0,0,0,0,1,0,0,0
telemetere,0,0,0,0,0,0,0,0,2
descend,0,0,0,0,0,0,0,0,1
useful,1,0,0,0,0,0,0,0,0
dense,1,0,0,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,6
day,0,0,0,0,0,21,0,0,0
cost,0,0,0,0,0,1,0,0,0
graduate,0,0,0,0,0,1,0,0,1
student,0,0,0,0,0,1,0,0,0
access,0,0,0,0,0,1,0,0,0
order,0,0,0,0,0,5,0,0,0
basic,8,0,0,0,0,0,0,0,0
wealthy,1,0,0,0,0,0,0,0,0
nation,0,0,0,0,0,1,0,0,0
afford,0,0,0,0,0,0,0,0,3
modest,1,0,0,0,0,0,0,0,0
program,0,0,0,0,0,22,0,0,0
astronomy,0,0,0,0,0,3,0,0,0
astrophysics,0,0,0,0,0,2,0,0,0
payload,0,0,0,0,0,7,0,0,0
kilogram,0,0,0,0,0,5,0,0,0
boost,0,0,0,0,0,0,0,0,1
vicinity,0,0,0,0,0,1,0,0,0
modify,0,0,0,0,0,0,0,0,4
derivative,0,0,0,0,0,1,0,0,0
specifically,0,0,2,0,0,0,0,0,0
cargo,0,0,0,0,0,2,0,0,0
shuttle,0,0,0,0,0,47,0,0,0
liquidand,1,0,0,0,0,0,0,0,0
series,0,0,0,0,0,8,0,0,0
help,0,0,0,0,0,0,0,0,8
liftoff,0,0,0,0,0,7,0,0,0
partially,0,0,1,0,0,0,0,0,0
reusable,3,0,0,0,0,0,0,0,0
main,6,0,0,0,0,0,0,0,0
external,8,0,0,0,0,0,0,0,0
cut,0,0,0,0,0,0,0,0,2
orbiter,0,0,0,0,0,5,0,0,0
inside,0,1,1,0,0,0,0,0,0
strap,0,0,0,0,0,0,0,0,1
fire,0,0,0,0,0,2,0,0,2
afterward,0,0,1,0,0,0,0,0,0
reuse,0,0,0,0,0,1,0,0,1
compare,0,0,0,0,0,0,0,0,1
launching,0,0,0,0,0,6,0,0,0
safety,0,0,0,0,0,4,0,0,0
locate,0,0,0,0,0,0,0,0,3
open,2,0,0,0,0,0,0,0,0
sparsely,0,0,1,0,0,0,0,0,0
populated,1,0,0,0,0,0,0,0,0
regular,2,0,0,0,0,0,0,0,0
facility,0,0,0,0,0,12,0,0,0
sponsor,0,0,0,0,0,0,0,0,2
commonly,0,0,2,0,0,0,0,0,0
atlantic,1,0,0,0,0,0,0,0,0
coast,0,0,0,0,0,1,0,0,0
east,0,0,1,0,0,1,0,0,0
personnel,0,0,0,0,0,1,0,0,0
installation,0,0,0,0,0,2,0,0,0
closely,0,0,2,0,0,0,0,0,0
headquarters,0,0,0,0,0,1,0,0,0
training,0,0,0,0,0,19,0,0,0
operation,0,0,0,0,0,8,0,0,0
central,2,0,0,0,0,0,0,0,0
instrumentation,0,0,0,0,0,4,0,0,0
tall,1,0,0,0,0,0,0,0,0
assemble,0,0,0,0,0,0,0,0,6
mobile,3,0,0,0,0,0,0,0,0
launcher,0,0,0,0,0,3,0,0,0
proper,1,0,0,0,0,0,0,0,0
cape,0,0,0,0,0,2,0,0,0
deep,4,0,0,0,0,0,0,0,0
town,0,0,0,0,0,1,0,0,0
steppe,0,0,0,0,0,1,0,0,0
largely,0,0,3,0,0,0,0,0,0
underground,0,0,1,0,0,0,0,0,0
disperse,0,0,0,0,0,0,0,0,1
desert,0,0,0,0,0,1,0,0,0
pad,0,0,0,0,0,4,0,0,0
ground,0,0,0,0,0,8,0,0,1
similar,8,0,0,0,0,0,0,0,0
southern,1,0,0,0,0,0,0,0,0
civilian,1,0,0,0,0,1,0,0,0
north,1,0,1,0,0,0,0,0,0
chief,1,0,0,0,0,0,0,0,0
south,0,0,1,0,0,0,0,0,0
port,0,0,0,0,0,5,0,0,0
start,0,0,0,0,0,0,0,0,2
week,0,0,0,0,0,3,0,0,0
month,0,0,0,0,0,3,0,0,0
ahead,0,0,1,0,0,0,0,0,0
assembly,0,0,0,0,0,3,0,0,0
integration,0,0,0,0,0,2,0,0,0
normally,0,0,5,0,0,0,0,0,0
phase,0,0,0,0,0,2,0,0,0
technician,0,0,0,0,0,2,0,0,0
connect,0,0,0,0,0,0,0,0,4
sure,1,0,0,0,0,0,0,0,0
simulate,0,0,0,0,0,0,0,0,3
actual,4,0,0,0,0,0,0,0,0
final,5,0,0,0,0,0,0,0,0
mate,0,0,0,0,0,0,0,0,2
exercise,0,0,0,0,0,1,0,0,1
countdown,0,0,0,0,0,8,0,0,0
demonstration,0,0,0,0,0,1,0,0,0
classic,1,0,0,0,0,0,0,0,0
clock,0,0,0,0,0,3,0,0,0
replace,0,0,0,0,0,0,0,0,4
flat,1,0,0,0,0,0,0,0,0
screen,0,0,0,0,0,1,0,0,1
outside,0,6,0,0,0,0,0,0,0
visitor,0,0,0,0,0,1,0,0,0
restart,0,0,0,0,0,0,0,0,1
sturdy,1,0,0,0,0,0,0,0,0
scaffold,0,0,0,0,0,1,0,0,0
gantry,0,0,0,0,0,1,0,0,0
prelaunch,0,0,0,0,0,1,0,0,0
accord,0,0,0,0,0,0,0,0,1
schedule,0,0,0,0,0,1,0,0,5
checklist,0,0,0,0,0,1,0,0,0
airline,0,0,0,0,0,1,0,0,0
involve,0,0,0,0,0,0,0,0,6
participant,0,0,0,0,0,2,0,0,0
ensure,0,0,0,0,0,0,0,0,2
avoid,0,0,0,0,0,0,0,0,3
unnecessary,1,0,0,0,0,0,0,0,0
wear,0,0,0,0,0,1,0,0,0
plan,0,0,0,0,0,2,0,0,1
tracking,0,0,0,0,0,1,0,0,0
recovery,0,0,0,0,0,1,0,0,0
properly,0,0,2,0,0,0,0,0,0
coordinate,0,0,0,0,0,0,0,0,1
precede,0,0,0,0,0,0,0,0,2
minus,2,0,0,0,0,1,0,0,0
complexity,0,0,0,0,0,1,0,0,0
total,2,0,0,0,0,1,0,0,0
length,0,0,0,0,0,1,0,0,0
zero,0,0,0,0,0,0,2,0,0
point,0,0,0,0,0,8,0,0,1
count,0,0,0,0,0,1,0,0,1
elapse,0,0,0,0,0,0,0,0,2
director,0,0,0,0,0,2,0,0,0
specific,2,0,0,0,0,0,0,0,0
correct,1,0,0,0,0,0,0,0,1
minor,1,0,0,0,0,0,0,0,0
malfunction,0,0,0,0,0,1,0,0,0
inevitably,0,0,1,0,0,0,0,0,0
terminal,1,0,0,0,0,1,0,0,0
event,0,0,0,0,0,3,0,0,0
humanly,0,0,1,0,0,0,0,0,0
conservative,1,0,0,0,0,0,0,0,0
rule,0,0,0,0,0,1,0,0,0
orbiting,0,0,0,0,0,1,0,0,0
task,0,0,0,0,0,4,0,0,0
varied,2,0,0,0,0,0,0,0,0
physical,11,0,0,0,0,0,0,0,0
path,0,0,0,0,0,11,0,0,0
govern,0,0,0,0,0,0,0,0,2
planetary,4,0,0,0,0,0,0,0,0
instance,0,0,0,0,0,6,0,0,0
curved,2,0,0,0,0,0,0,0,0
trajectory,0,0,0,0,0,7,0,0,0
closed,1,0,0,0,0,0,0,0,0
repetitive,1,0,0,0,0,0,0,0,0
primary,16,0,0,0,0,7,0,0,0
interaction,0,0,0,0,0,1,0,0,0
inertia,0,0,0,0,0,3,0,0,0
attraction,0,0,0,0,0,3,0,0,0
tend,0,0,0,0,0,0,0,0,2
straight,2,0,0,0,0,0,0,0,0
deflect,0,0,0,0,0,0,0,0,1
cause,0,0,0,0,0,1,0,0,8
curvature,0,0,0,0,0,4,0,0,0
parallel,0,0,0,0,0,0,0,0,1
effect,0,0,0,0,0,10,0,0,0
release,0,0,0,0,0,0,0,0,3
directly,0,0,2,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,7
horizontal,3,0,0,0,0,0,0,0,0
remove,0,0,0,0,0,0,0,0,2
direct,1,0,0,0,0,0,0,0,1
sufficient,2,0,0,0,0,0,0,0,0
match,0,0,0,0,0,0,0,0,1
stay,0,0,0,0,0,1,0,0,2
revolve,0,0,0,0,0,0,0,0,1
gravity,0,0,0,0,0,12,0,0,0
comparison,0,0,0,0,0,1,0,0,0
regard,0,0,0,0,0,0,0,0,4
approximate,1,0,0,0,0,0,0,0,0
orbital,4,0,0,0,0,0,0,0,0
characteristic,0,0,0,0,0,1,0,0,0
simplify,0,0,0,0,0,0,0,0,2
circular,12,0,0,0,0,0,0,0,0
universal,1,0,0,0,0,0,0,0,0
constant,1,0,0,0,0,1,0,0,0
radius,0,0,0,0,0,2,0,0,0
measure,0,0,0,0,0,0,0,0,2
minute,0,0,0,0,0,10,0,0,0
slug,0,0,0,0,0,3,0,0,0
weight,0,0,0,0,0,4,0,0,0
approximately,0,0,3,0,0,0,0,0,0
metric,1,0,0,0,0,1,0,0,0
square,1,0,0,0,0,0,0,0,0
root,0,0,0,0,0,1,0,0,0
difficulty,0,0,0,0,0,2,0,0,0
precise,1,0,0,0,0,0,0,0,0
adjustment,0,0,0,0,0,1,0,0,0
exactly,0,0,2,0,0,0,0,0,0
practice,0,0,0,0,0,2,0,0,0
noncircular,1,0,0,0,0,0,0,0,0
elliptical,6,0,0,0,0,0,0,0,0
focus,0,0,0,0,0,1,0,0,1
ellipse,0,0,0,0,0,4,0,0,0
perigee,0,0,0,0,0,7,0,0,0
apogee,0,0,0,0,0,4,0,0,0
maximum,2,0,0,0,0,0,0,0,0
determine,0,0,0,0,0,0,0,0,3
axis,0,0,0,0,0,2,0,0,0
plus,0,0,0,2,0,0,0,0,0
complete,1,0,0,0,0,0,0,0,9
sidereal,2,0,0,0,0,0,0,0,0
keplerian,1,0,0,0,0,0,0,0,0
reference,0,0,0,0,0,2,0,0,0
fixed,1,0,0,0,0,0,0,0,0
apparently,0,0,1,0,0,0,0,0,0
motionless,2,0,0,0,0,0,0,0,0
distant,1,0,0,0,0,0,0,0,0
interestingly,0,0,1,0,0,0,0,0,0
nearly,0,0,5,0,0,0,0,0,0
equator,0,0,0,0,0,2,0,0,0
rotate,0,0,0,0,0,0,0,0,2
hover,0,0,0,0,0,0,0,0,1
synchronous,1,0,0,0,0,0,0,0,0
revolution,0,0,0,0,0,2,0,0,0
introduce,0,0,0,0,0,0,0,0,5
pass,0,0,0,0,0,1,0,0,1
meridian,0,0,0,0,0,1,0,0,0
longitude,0,0,0,0,0,1,0,0,0
synodic,2,0,0,0,0,0,0,0,0
differ,0,0,0,0,0,0,0,0,1
beneath,0,1,0,0,0,0,0,0,0
difference,0,0,0,0,0,1,0,0,0
influence,0,0,0,0,0,0,0,0,2
inclination,0,0,0,0,0,1,0,0,0
angle,0,0,0,0,0,1,0,0,0
plane,0,0,0,0,0,2,0,0,0
posigrade,1,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,3,0,0,0
rotation,0,0,0,0,0,1,0,0,0
retrograde,1,0,0,0,0,0,0,0,0
eccentric,1,0,0,0,0,0,0,0,0
eccentricity,0,0,0,0,0,2,0,0,0
unity,0,0,0,0,0,2,0,0,0
ended,1,0,0,0,0,0,0,0,0
parabola,0,0,0,0,0,2,0,0,0
parabolic,4,0,0,0,0,0,0,0,0
overcome,0,0,0,0,0,0,0,0,5
hyperbolic,3,0,0,0,0,0,0,0,0
curve,0,0,0,0,0,1,0,0,0
eclipse,0,0,0,0,0,1,0,0,0
relation,0,0,0,0,0,1,0,0,0
exact,2,0,0,0,0,0,0,0,0
solution,0,0,0,0,0,1,0,0,0
approximation,0,0,0,0,0,1,0,0,0
function,0,0,0,0,0,5,0,0,4
kind,0,0,0,0,0,2,0,0,0
craft,0,0,0,0,0,14,0,0,0
collect,0,0,0,0,0,0,0,0,9
astronomical,3,0,0,0,0,0,0,0,0
lunar,12,0,0,0,0,0,0,0,0
variously,0,0,3,0,0,0,0,0,0
crash,0,0,0,0,0,0,0,0,1
softly,0,0,1,0,0,0,0,0,0
target,0,0,0,0,0,3,0,0,0
gaseous,1,0,0,0,0,0,0,0,0
diversity,0,0,0,0,0,1,0,0,0
requirement,0,0,0,0,0,3,0,0,0
extended,3,0,0,0,0,0,0,0,0
biological,8,0,0,0,0,0,0,0,0
behave,0,0,0,0,0,0,0,0,1
virtual,3,0,0,0,0,0,0,0,0
absence,0,0,0,0,0,6,0,0,0
fully,0,0,3,0,0,0,0,0,0
module,0,0,0,0,0,22,0,0,0
family,0,0,0,0,0,2,0,0,0
designate,0,0,0,0,0,0,0,0,1
command,0,0,0,0,0,10,0,0,0
detachable,2,0,0,0,0,0,0,0,0
working,0,0,0,0,0,1,0,0,0
living,0,0,0,0,0,1,0,0,0
consumable,0,0,0,0,0,1,0,0,0
meal,0,0,0,0,0,1,0,0,0
rendering,0,0,0,0,0,2,0,0,0
hurricane,0,0,0,0,0,1,0,0,0
differentiate,0,0,0,0,0,0,0,0,1
utilitarian,1,0,0,0,0,0,0,0,0
relay,0,0,0,0,0,0,0,0,2
radio,0,0,0,0,0,4,0,0,0
signal,0,0,0,0,0,2,0,0,0
cloud,0,0,0,0,0,1,0,0,0
cover,0,0,0,0,0,1,0,0,0
electronic,2,0,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,3
comet,0,0,0,0,0,2,0,0,0
robotic,3,0,0,0,0,0,0,0,0
deploy,0,0,0,0,0,0,0,0,3
wheeled,2,0,0,0,0,0,0,0,0
rover,0,0,0,0,0,13,0,0,0
rock,0,0,0,0,0,6,0,0,0
soil,0,0,0,0,0,5,0,0,0
landing,0,0,0,0,0,9,0,0,0
engineer,0,0,0,0,0,8,0,0,0
remote,1,0,0,0,0,0,0,0,0
red,1,0,0,0,0,0,0,0,0
pair,0,0,0,0,0,3,0,0,0
individually,0,0,1,0,0,0,0,0,0
composition,0,0,0,0,0,1,0,0,0
location,0,0,0,0,0,1,0,0,0
water,0,0,0,0,0,8,0,0,0
exist,0,0,0,0,0,0,0,0,2
search,0,0,0,0,0,0,0,0,1
sign,0,0,0,0,0,1,0,0,0
twin,3,0,0,0,0,0,0,0,0
respectively,0,0,1,0,0,0,0,0,0
touch,0,0,0,0,0,0,0,0,2
crater,0,0,0,0,0,6,0,0,0
equatorial,1,0,0,0,0,0,0,0,0
plain,0,0,0,0,0,2,0,0,0
equip,0,0,0,0,0,0,0,0,3
camera,0,0,0,0,0,3,0,0,0
suite,0,0,0,0,0,1,0,0,0
microscopic,2,0,0,0,0,0,0,0,0
imager,0,0,0,0,0,1,0,0,0
grind,0,0,0,0,0,0,0,0,1
tool,0,0,0,0,0,1,0,0,0
gamma,0,0,0,0,0,2,0,0,0
ray,0,0,0,0,0,4,0,0,0
alpha,0,0,0,0,0,1,0,0,0
spectrometer,0,0,0,0,0,2,0,0,0
analyze,0,0,0,0,0,0,0,0,1
choose,0,0,0,0,0,0,0,0,2
affect,0,0,0,0,0,0,0,0,2
evidence,0,0,0,0,0,1,0,0,0
dramatic,1,0,0,0,0,0,0,0,0
lay,0,0,0,0,0,0,0,0,1
shoreline,0,0,0,0,0,1,0,0,0
salty,1,0,0,0,0,0,0,0,0
nominal,1,0,0,0,0,0,0,0,0
decide,0,0,0,0,0,0,0,0,4
lander,0,0,0,0,0,2,0,0,0
fail,0,0,0,0,0,0,0,0,4
respond,0,0,0,0,0,0,0,0,4
summit,0,0,0,0,0,1,0,0,0
significant,3,0,0,0,0,0,0,0,0
martian,1,0,0,0,0,0,0,0,0
coat,0,0,0,0,0,0,0,0,1
cell,0,0,0,0,0,7,0,0,0
roughly,0,0,1,0,0,0,0,0,0
diameter,0,0,0,0,0,2,0,0,0
risky,1,0,0,0,0,0,0,0,0
trek,0,0,0,0,0,1,0,0,0
invaluable,1,0,0,0,0,0,0,0,0
stuck,1,0,0,0,0,0,0,0,0
soft,1,0,0,0,0,0,0,0,0
sandy,1,0,0,0,0,0,0,0,0
wheel,0,0,0,0,0,2,0,0,0
unable,1,0,0,0,0,0,0,0,0
gain,0,0,0,0,0,0,0,0,3
traction,0,0,0,0,0,1,0,0,0
strove,0,0,0,0,0,0,0,0,1
unsuccessfully,0,0,1,0,0,0,0,0,0
free,3,0,0,0,0,0,0,0,1
stationary,1,0,0,0,0,0,0,0,0
lifetime,0,0,0,0,0,1,0,0,0
cease,0,0,0,0,0,0,0,0,2
transmit,0,0,0,0,0,0,0,0,6
opportunity,0,0,0,0,0,1,0,0,0
single,2,0,0,0,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,2
subsystem,0,0,0,0,0,22,0,0,0
regardless,0,0,1,0,0,0,0,0,0
supply,0,0,0,0,0,7,0,0,2
onboard,6,0,0,0,0,0,0,0,0
environmental,3,0,0,0,0,0,0,0,0
attitude,0,0,0,0,0,5,0,0,0
guidance,0,0,0,0,0,3,0,0,0
electricity,0,0,0,0,0,3,0,0,0
generate,0,0,0,0,0,0,0,0,2
convert,0,0,0,0,0,0,0,0,1
energy,0,0,0,0,0,2,0,0,0
reasonably,0,0,1,0,0,0,0,0,0
inexpensive,2,0,0,0,0,0,0,0,0
reliable,1,0,0,0,0,0,0,0,0
essential,1,0,0,0,0,0,0,0,0
battery,0,0,0,0,0,1,0,0,0
recharge,0,0,0,0,0,0,0,0,1
dark,0,0,0,0,0,1,0,0,0
thermoelectric,1,0,0,0,0,0,0,0,0
radioisotope,0,0,0,0,0,1,0,0,0
heat,0,0,0,0,0,6,0,0,0
source,0,0,0,0,0,1,0,0,0
combine,0,0,0,0,0,0,0,0,4
change,0,0,0,0,0,3,0,0,1
brake,0,0,0,0,0,0,0,0,1
consist,0,0,0,0,0,0,0,0,1
liquidor,1,0,0,0,0,0,0,0,0
protect,0,0,0,0,0,0,0,0,5
food,0,0,0,0,0,1,0,0,0
dispose,0,0,0,0,0,0,0,0,1
waste,0,0,0,0,0,1,0,0,0
temperature,0,0,0,0,0,8,0,0,0
pressure,0,0,0,0,0,10,0,0,0
keep,0,0,0,0,0,0,0,0,3
certain,1,0,0,0,0,0,0,0,0
shielding,0,0,0,0,0,1,0,0,0
sensitive,2,0,0,0,0,0,0,0,0
reflective,1,0,0,0,0,0,0,0,0
absorptive,1,0,0,0,0,0,0,0,0
coating,0,0,0,0,0,3,0,0,0
electric,1,0,0,0,0,0,0,0,0
heater,0,0,0,0,0,1,0,0,0
respect,0,0,0,0,0,1,0,0,0
antenna,0,0,0,0,0,2,0,0,0
subject,1,0,0,0,0,1,0,0,0
compress,0,0,0,0,0,0,0,0,1
magnet,0,0,0,0,0,1,0,0,0
interact,0,0,0,0,0,0,0,0,1
gyroscope,0,0,0,0,0,1,0,0,0
tracker,0,0,0,0,0,1,0,0,0
compute,0,0,0,0,0,0,0,0,1
timer,0,0,0,0,0,1,0,0,0
receive,0,0,0,0,0,0,0,0,7
appropriate,1,0,0,0,0,0,0,0,0
related,1,0,0,0,0,0,0,0,0
data,0,0,0,0,0,1,0,0,0
counter,0,0,0,0,0,1,0,0,1
biomedical,1,0,0,0,0,0,0,0,0
heartbeat,0,0,0,0,0,2,0,0,0
stop,0,0,0,0,0,0,0,0,1
skeleton,0,0,0,0,0,1,0,0,0
elaborate,2,0,0,0,0,0,0,0,0
network,0,0,0,0,0,4,0,0,0
track,0,0,0,0,0,0,0,0,5
contact,0,0,0,0,0,2,0,0,1
utilize,0,0,0,0,0,0,0,0,1
array,0,0,0,0,0,2,0,0,0
geosynchronous,1,0,0,0,0,0,0,0,0
low,8,0,0,0,0,0,0,0,0
original,1,0,0,0,0,0,0,0,0
fleet,0,0,0,0,0,4,0,0,0
enhance,0,0,0,0,0,0,0,0,1
generation,0,0,0,0,0,1,0,0,0
room,0,0,0,0,0,1,0,0,0
manage,0,0,0,0,0,0,0,0,1
communicate,0,0,0,0,0,0,0,0,1
territory,0,0,0,0,0,2,0,0,0
being,0,0,0,0,0,5,0,0,0
naturally,0,0,2,0,0,0,0,0,0
fit,0,0,0,0,0,0,0,0,1
alien,1,0,0,0,0,0,0,0,0
obstacle,0,0,0,0,0,2,0,0,0
formidable,1,0,0,0,0,0,0,0,0
risk,0,0,0,0,0,1,0,0,1
animal,0,0,0,0,0,7,0,0,0
organism,0,0,0,0,0,3,0,0,0
efficiently,0,0,3,0,0,0,0,0,0
prolonged,1,0,0,0,0,0,0,0,0
exposure,0,0,0,0,0,4,0,0,0
associate,0,0,0,0,0,0,0,0,2
proving,0,0,0,0,0,1,0,0,0
monkey,0,0,0,0,0,2,0,0,0
demonstrate,0,0,0,0,0,0,0,0,2
withstand,0,0,0,0,0,0,0,0,3
brief,1,0,0,0,0,0,0,0,0
weightlessness,0,0,0,0,0,9,0,0,0
dog,0,0,0,0,0,4,0,0,0
nose,0,0,0,0,0,3,0,0,0
cone,0,0,0,0,0,1,0,0,0
creature,0,0,0,0,0,2,0,0,0
female,1,0,0,0,0,0,0,0,0
accustom,0,0,0,0,0,0,0,0,2
special,3,0,0,0,0,0,0,0,0
noise,0,0,0,0,0,3,0,0,0
breathing,0,0,0,0,0,2,0,0,0
blood,0,0,0,0,0,8,0,0,0
telemetry,0,0,0,0,0,1,0,0,0
provision,0,0,0,0,0,1,0,0,0
recover,0,0,0,0,0,0,0,0,3
tolerate,0,0,0,0,0,0,0,0,1
strongly,0,0,1,0,0,0,0,0,0
shoot,0,0,0,0,0,0,0,0,1
tempo,0,0,0,0,0,1,0,0,0
preparation,0,0,0,0,0,1,0,0,0
chimpanzee,0,0,0,0,0,2,0,0,0
old,2,0,0,0,0,0,0,0,0
primate,0,0,0,0,0,2,0,0,0
eat,0,0,0,0,0,0,0,0,1
drink,0,0,0,0,0,0,0,0,1
psychomotor,1,0,0,0,0,0,0,0,0
train,0,0,0,0,0,0,0,0,8
safely,0,0,2,0,0,0,0,0,0
apparent,2,0,0,0,0,0,0,0,0
ability,0,0,0,0,0,1,0,0,0
normal,2,0,0,0,0,0,0,0,0
offspring,0,0,0,0,0,2,0,0,0
course,0,0,1,0,0,2,0,0,0
researcher,0,0,0,0,0,1,0,0,0
unique,1,0,0,0,0,0,0,0,0
wide,2,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,1,0,0,0
plant,0,0,0,0,0,2,0,0,0
relate,0,0,0,0,0,0,0,0,1
rhythm,0,0,0,0,0,1,0,0,0
microorganism,0,0,0,0,0,1,0,0,0
specimen,0,0,0,0,0,1,0,0,0
reenter,0,0,0,0,0,0,0,0,1
success,0,0,0,0,0,2,0,0,0
assortment,0,0,0,0,0,2,0,0,0
