word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PUNCT,VERB,X
far,1,0,2,0,0,0,0,0,0,0,0,0,0,0
big,20,0,0,0,0,0,0,0,0,0,0,0,0,0
hide,0,0,0,0,0,0,0,0,0,0,0,0,6,0
thrilled,1,0,0,0,0,0,0,0,0,0,0,0,0,0
excited,4,0,0,0,0,0,0,0,0,0,0,0,0,0
terrified,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,17,0,0,0,0,1,0
perplexed,1,0,0,0,0,0,0,0,0,0,0,0,0,0
weasel,0,0,0,0,0,0,0,20,0,0,0,0,0,0
cribbage,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cheat,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tomorrow,0,0,0,0,0,0,0,4,0,0,0,0,0,0
biology,0,0,0,0,0,0,0,4,0,0,0,0,0,0
happen,0,0,0,0,0,0,0,0,0,0,0,0,15,0
jerk,0,0,0,0,0,0,0,5,0,0,0,0,0,0
plenty,0,0,0,0,0,0,0,3,0,0,0,0,0,0
absolutely,0,0,4,0,0,0,0,0,0,0,0,0,0,0
case,0,0,0,0,0,0,0,29,0,0,0,0,0,0
care,0,0,0,0,0,0,0,3,0,0,0,0,5,0
package,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bag,0,0,0,0,0,0,0,5,0,0,0,0,2,0
snack,0,0,0,0,0,0,0,1,0,0,0,0,0,0
inside,0,17,9,0,0,0,0,1,0,0,0,0,0,0
bunch,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pink,4,0,0,0,0,0,0,0,0,0,0,0,0,0
spray,0,0,0,0,0,0,0,1,0,0,0,0,0,0
canister,0,0,0,0,0,0,0,1,0,0,0,0,0,0
repellent,0,0,0,0,0,0,0,8,0,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,0,0,0,4,0
pick,0,0,0,0,0,0,0,0,0,0,0,0,9,0
safe,2,0,0,0,0,0,0,0,0,0,0,0,0,0
deterrent,0,0,0,0,0,0,0,2,0,0,0,0,0,0
air,0,0,0,0,0,0,0,11,0,0,0,0,1,0
horn,0,0,0,0,0,0,0,6,0,0,0,0,0,0
need,0,0,0,0,0,0,0,3,0,0,0,0,18,0
overboard,0,0,1,0,0,0,0,0,0,0,0,0,0,0
check,0,0,0,0,0,0,0,0,0,0,0,0,4,0
turn,0,0,0,0,0,0,0,1,0,0,0,0,37,0
cause,0,0,0,0,0,0,0,1,0,0,0,0,4,0
sizzle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
goodness,0,0,0,0,0,0,0,2,0,0,0,0,0,0
sake,0,0,0,0,0,0,0,2,0,0,0,0,0,0
taser,0,0,0,0,0,0,0,2,0,0,0,0,0,0
grab,0,0,0,0,0,0,0,0,0,0,0,0,10,0
approach,0,0,0,0,0,0,0,0,0,0,0,0,8,0
terrific,1,0,0,0,0,0,0,0,0,0,0,0,0,0
win,0,0,0,0,0,0,0,0,0,0,0,0,1,0
arrive,0,0,0,0,0,0,0,0,0,0,0,0,4,0
zootopia,0,0,0,0,0,0,0,1,0,0,0,0,0,0
express,0,0,0,0,0,0,0,1,0,0,0,0,0,0
call,0,0,0,0,0,0,0,0,0,0,0,0,29,0
conductor,0,0,0,0,0,0,0,2,0,0,0,0,0,0
got,0,0,0,0,0,0,0,0,0,0,0,0,8,0
bye,0,0,0,0,0,0,12,0,0,0,0,0,0,0
tear,0,0,0,0,0,0,0,3,0,0,0,0,2,0
run,0,0,0,0,0,0,0,1,0,0,0,0,25,0
wrap,0,0,0,0,0,0,0,0,0,0,0,0,2,0
love,0,0,0,0,0,0,0,0,0,0,0,0,13,0
hug,0,0,0,0,0,0,0,1,0,0,0,0,5,0
jump,0,0,0,0,0,0,0,0,0,0,0,0,10,0
cripe,0,0,0,0,0,0,0,2,0,0,0,0,0,0
waterworks,0,0,0,0,0,0,0,1,0,0,0,0,0,0
start,0,0,0,0,0,0,0,0,0,0,0,0,22,0
flow,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ahhahoho,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jeesh,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wave,0,0,0,0,0,0,0,0,0,0,0,0,2,0
shout,0,0,0,0,0,0,0,0,0,0,0,0,28,0
goodbye,0,0,0,0,0,0,0,1,0,0,0,0,0,0
everybody,0,0,0,0,0,0,0,0,0,0,5,0,0,0
fade,0,0,0,0,0,0,0,0,0,0,0,0,1,0
distance,0,0,0,0,0,0,0,4,0,0,0,0,0,0
climb,0,0,0,0,0,0,0,0,0,0,0,0,11,0
observation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deck,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deep,4,0,2,0,0,0,0,0,0,0,0,0,0,0
phone,0,0,0,0,0,0,0,15,0,0,0,0,0,0
click,0,0,0,0,0,0,2,0,0,0,0,0,7,0
music,0,0,0,0,0,0,0,6,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,0,0,13,0
bend,0,0,0,0,0,0,0,1,0,0,0,0,1,0
gaze,0,0,0,0,0,0,0,0,0,0,0,0,3,0
window,0,0,0,0,0,0,0,8,0,0,0,0,0,0
incredible,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sight,0,0,0,0,0,0,0,3,0,0,0,0,0,0
press,0,0,0,0,0,0,0,6,0,0,0,0,4,0
glass,0,0,0,0,0,0,0,6,0,0,0,0,0,0
borough,0,0,0,0,0,0,0,2,0,0,0,0,0,0
downtown,0,0,0,0,0,0,0,1,0,0,0,0,0,0
central,1,0,0,0,0,0,0,0,0,0,0,0,0,0
plaza,0,0,0,0,0,0,0,1,0,0,0,0,0,0
earbud,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chaotic,2,0,0,0,0,0,0,0,0,0,0,0,0,0
wash,0,0,0,0,0,0,0,0,0,0,0,0,2,0
awestruck,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shape,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rush,0,0,0,0,0,0,0,2,0,0,0,0,6,0
hurry,0,0,0,0,0,0,0,1,0,0,0,0,10,0
map,0,0,0,0,0,0,0,5,0,0,0,0,0,0
app,0,0,0,0,0,0,0,2,0,0,0,0,0,0
figure,0,0,0,0,0,0,0,0,0,0,0,0,5,0
apartment,0,0,0,0,0,0,0,7,0,0,0,0,0,0
building,0,0,0,0,0,0,0,6,0,0,0,0,0,0
landlady,0,0,0,0,0,0,0,1,0,0,0,0,0,0
armadillo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lead,0,0,0,0,0,0,0,3,0,0,0,0,8,0
welcome,1,0,0,0,0,0,0,1,0,0,0,0,2,0
aside,0,0,1,0,0,0,0,0,0,0,0,0,0,0
complimentary,1,0,0,0,0,0,0,0,0,0,0,0,0,0
delousing,0,0,0,0,0,0,0,1,0,0,0,0,0,0
month,0,0,0,0,0,0,0,2,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,0,0,0,4,0
key,1,0,0,0,0,0,0,6,0,0,0,0,0,0
neighbor,0,0,0,0,0,0,0,3,0,0,0,0,0,0
hallway,0,0,0,0,0,0,0,1,0,0,0,0,0,0
greet,0,0,0,0,0,0,0,0,0,0,0,0,1,0
warmly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
expect,0,0,0,0,0,0,0,0,0,0,0,0,1,0
apologize,0,0,0,0,0,0,0,0,0,0,0,0,1,0
slam,0,0,0,0,0,0,0,0,0,0,0,0,5,0
door,0,0,0,0,0,0,0,36,0,0,0,0,0,0
greasy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rickety,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bed,0,0,0,0,0,0,0,3,0,0,0,0,0,0
shut,0,0,0,0,0,0,0,0,0,0,0,0,8,0
flop,0,0,0,0,0,0,0,0,0,0,0,0,1,0
beep,0,0,0,0,0,0,2,4,0,0,0,0,0,0
morning,0,0,0,0,0,0,0,2,0,0,0,0,0,0
alarm,0,0,0,0,0,0,0,2,0,0,0,0,0,0
brush,0,0,0,0,0,0,0,1,0,0,0,0,1,0
rinse,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vest,0,0,0,0,0,0,0,7,0,0,0,0,0,0
strap,0,0,0,0,0,0,0,0,0,0,0,0,2,0
belt,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ready,3,0,0,0,0,0,0,0,0,0,0,0,0,0
protect,0,0,0,0,0,0,0,0,0,0,0,0,5,0
glance,0,0,0,0,0,0,0,0,0,0,0,0,3,0
bedside,0,0,0,0,0,0,0,1,0,0,0,0,0,0
table,0,0,0,0,0,0,0,3,0,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,0,0,0,0,6,0
job,0,0,0,0,0,0,0,5,0,0,0,0,0,0
widen,0,0,0,0,0,0,0,0,0,0,0,0,3,0
enter,0,0,0,0,0,0,0,0,0,0,0,0,7,0
burly,1,0,0,0,0,0,0,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,0,0,0,9,0
criminal,0,0,0,0,0,0,0,2,0,0,0,0,0,0
lobby,0,0,0,0,0,0,0,5,0,0,0,0,0,0
people,0,0,0,0,0,0,0,1,0,0,0,0,0,0
direction,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dodge,0,0,0,0,0,0,0,0,0,0,0,0,3,0
husky,1,0,0,0,0,0,0,0,0,0,0,0,0,0
finally,0,0,13,0,0,0,0,0,0,0,0,0,0,0
desk,0,0,0,0,0,0,0,12,0,0,0,0,0,0
pudgy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
looking,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cheetah,0,0,0,0,0,0,0,3,0,0,0,0,0,0
chat,0,0,0,0,0,0,0,1,0,0,0,0,2,0
short,2,0,0,0,0,0,0,0,0,0,0,0,0,0
excuse,0,0,0,0,0,0,0,1,0,0,0,0,3,0
lean,0,0,0,0,0,0,0,0,0,0,0,0,3,0
hire,0,0,0,0,0,0,0,0,0,0,0,0,1,0
wince,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cute,5,0,0,0,0,0,0,1,0,0,0,0,0,0
sorry,5,0,0,0,0,0,2,0,0,0,0,0,0,0
flabby,1,0,0,0,0,0,0,0,0,0,0,0,0,0
donut,0,0,0,0,0,0,0,13,0,0,0,0,0,0
stereotype,0,0,0,0,0,0,0,0,0,0,0,0,1,0
apologetically,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stammer,0,0,0,0,0,0,0,0,0,0,0,0,1,0
neck,0,0,0,0,0,0,0,2,0,0,0,0,0,0
fold,0,0,0,0,0,0,0,1,0,0,0,0,0,0
remove,0,0,0,0,0,0,0,0,0,0,0,0,1,0
roll,0,0,0,0,0,0,0,2,0,0,0,0,3,0
dicken,0,0,0,0,0,0,0,2,0,0,0,0,0,0
joyfully,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cram,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mouth,0,0,0,0,0,0,0,5,0,0,0,0,0,0
bullpen,0,0,0,0,0,0,0,3,0,0,0,0,0,0
left,1,0,0,0,0,0,0,0,0,0,0,0,0,0
poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alive,1,0,0,0,0,0,0,0,0,0,0,0,0,0
buffalo,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hippo,0,0,0,0,0,0,0,3,0,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tower,0,0,0,0,0,0,0,0,0,0,0,0,1,0
massive,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sized,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chair,0,0,0,0,0,0,0,8,0,0,0,0,0,0
extend,0,0,0,0,0,0,0,0,0,0,0,0,1,0
paw,0,0,0,0,0,0,0,7,0,0,0,0,0,0
gigantic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tag,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sincerely,0,0,1,0,0,0,0,0,0,0,0,0,0,0
snort,0,0,0,0,0,0,0,0,0,0,0,0,2,0
reluctantly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bump,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nearly,0,0,4,0,0,0,0,0,0,0,0,0,0,0
gruff,1,0,0,0,0,0,0,0,0,0,0,0,0,0
line,0,0,0,0,0,0,0,6,0,0,0,0,0,0
stomp,0,0,0,0,0,0,0,0,0,0,0,0,3,0
floor,0,0,0,0,0,0,0,5,0,0,0,0,0,0
item,0,0,0,0,0,0,0,2,0,0,0,0,0,0
docket,0,0,0,0,0,0,0,1,0,0,0,0,0,0
acknowledge,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nod,0,0,0,0,0,0,0,0,0,0,0,0,7,0
birthday,0,0,0,0,0,0,0,3,0,0,0,0,0,0
shy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
blush,0,0,0,0,0,0,0,0,0,0,0,0,1,0
clap,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hoot,0,0,0,0,0,0,0,0,0,0,0,0,1,0
number,0,0,0,0,0,0,0,6,0,0,0,0,0,0
recruit,0,0,0,0,0,0,0,3,0,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fourteen,1,0,0,0,0,0,0,0,6,0,0,0,0,0
miss,0,0,0,0,0,0,0,0,0,0,0,0,13,0
gesture,0,0,0,0,0,0,0,0,0,0,0,0,10,0
pushpin,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cover,0,0,0,0,0,0,0,1,0,0,0,0,4,0
solve,0,0,0,0,0,0,0,0,0,0,0,0,3,0
priority,0,0,0,0,0,0,0,1,0,0,0,0,0,0
assignment,0,0,0,0,0,0,0,4,0,0,0,0,0,0
bark,0,0,0,0,0,0,0,0,0,0,0,0,2,0
file,0,0,0,0,0,0,0,10,0,0,0,0,0,0
team,0,0,0,0,0,0,0,3,0,0,0,0,0,0
wait,0,0,0,0,0,0,0,0,0,0,0,0,21,0
anxiously,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dramatically,0,0,1,0,0,0,0,0,0,0,0,0,0,0
parking,0,0,0,0,0,0,0,8,0,0,0,0,0,0
duty,0,0,0,0,0,0,0,3,0,0,0,0,0,0
dismiss,0,0,0,0,0,0,0,0,0,0,0,0,2,0
quietly,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ankle,0,0,0,0,0,0,0,2,0,0,0,0,0,0
handle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
probably,0,0,3,0,0,0,0,0,0,0,0,0,0,0
forgot,0,0,0,0,0,0,0,0,0,0,0,0,1,0
forget,0,0,0,0,0,0,0,0,0,0,0,0,4,0
sir,0,0,0,0,0,0,0,16,0,0,0,0,0,0
token,1,0,0,0,0,0,0,0,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,0,0,0,8,0
easy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
foot,0,0,0,0,0,0,0,4,0,0,0,0,0,0
noon,0,0,0,0,0,0,0,2,0,0,0,0,0,0
traffic,0,0,0,0,0,0,0,11,0,0,0,0,0,0
enforcement,0,0,0,0,0,0,0,1,0,0,0,0,0,0
orange,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cart,0,0,0,0,0,0,0,8,0,0,0,0,0,0
buckle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
shade,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gas,0,0,0,0,0,0,0,2,0,0,0,0,0,0
pedal,0,0,0,0,0,0,0,1,0,0,0,0,0,0
slowly,0,0,13,0,0,0,0,0,0,0,0,0,0,0
ear,0,0,0,0,0,0,0,7,0,0,0,0,0,0
twist,0,0,0,0,0,0,0,0,0,0,0,0,2,0
excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0
listen,0,0,0,0,0,0,0,0,0,0,0,0,7,0
expired,2,0,0,0,0,0,0,0,0,0,0,0,0,0
meter,0,0,0,0,0,0,0,17,0,0,0,0,0,0
dinge,0,0,0,0,0,0,0,0,0,0,0,0,2,0
dash,0,0,0,0,0,0,0,1,0,0,0,0,2,0
dozen,0,0,0,0,0,0,0,6,0,0,0,0,0,0
car,0,0,0,0,0,0,0,31,0,0,0,0,0,0
moose,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mouse,0,0,0,0,0,0,0,9,0,0,0,0,0,0
boom,0,0,0,0,0,0,2,0,0,0,0,0,1,0
park,0,0,0,0,0,0,0,0,0,0,0,0,3,0
self,0,0,0,0,0,0,0,2,0,0,0,0,0,0
satisfied,1,0,0,0,0,0,0,0,0,0,0,0,0,0
angry,6,0,0,0,0,0,0,0,0,0,0,0,0,0
yell,0,0,0,0,0,0,0,0,0,0,0,0,25,0
interrupt,0,0,0,0,0,0,0,0,0,0,0,0,6,0
red,6,0,0,0,0,0,0,1,0,0,0,0,0,0
street,0,0,0,0,0,0,0,6,0,0,0,0,0,0
suspiciously,0,0,2,0,0,0,0,0,0,0,0,0,0,0
scold,0,0,0,0,0,0,0,0,0,0,0,0,2,0
suspicious,3,0,0,0,0,0,0,0,0,0,0,0,0,0
reason,0,0,0,0,0,0,0,3,0,0,0,0,0,0
slink,0,0,0,0,0,0,0,0,0,0,0,0,1,0
café,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cross,0,0,0,0,0,0,0,0,0,0,0,0,1,0
road,0,0,0,0,0,0,0,6,0,0,0,0,0,0
peek,0,0,0,0,0,0,0,0,0,0,0,0,2,0
completely,0,0,5,0,0,0,0,0,0,0,0,0,0,0
unsnap,0,0,0,0,0,0,0,0,0,0,0,0,1,0
holster,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cream,0,0,0,0,0,0,0,6,0,0,0,0,0,0
parlor,0,0,0,0,0,0,0,1,0,0,0,0,0,0
trunk,0,0,0,0,0,0,0,5,0,0,0,0,0,0
scoop,0,0,0,0,0,0,0,0,0,0,0,0,2,0
bowl,0,0,0,0,0,0,0,1,0,0,0,0,0,0
decorate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sundae,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nut,0,0,0,0,0,0,0,2,0,0,0,0,0,0
whip,0,0,0,0,0,0,0,0,0,0,0,0,3,0
cherry,0,0,0,0,0,0,0,1,0,0,0,0,0,0
counter,0,0,0,0,0,0,0,5,0,0,0,0,0,0
skulk,0,0,0,0,0,0,0,0,0,0,0,0,1,0
daylight,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hour,0,0,0,0,0,0,0,10,0,0,0,0,0,0
trouble,0,0,0,0,0,0,0,5,0,0,0,0,0,0
hit,0,0,0,0,0,0,0,0,0,0,0,0,8,0
simply,0,0,1,0,0,0,0,0,0,0,0,0,0,0
buy,0,0,0,0,0,0,0,0,0,0,0,0,4,0
pop,0,0,0,0,0,0,0,9,0,0,0,0,6,0
innocently,0,0,2,0,0,0,0,0,0,0,0,0,0,0
boy,0,0,0,0,0,0,2,6,0,0,0,0,0,0
notice,0,0,0,0,0,0,0,0,0,0,0,0,8,0
toddler,0,0,0,0,0,0,0,4,0,0,0,0,0,0
cling,0,0,0,0,0,0,0,0,0,0,0,0,1,0
awful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
conclusion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mutter,0,0,0,0,0,0,0,0,0,0,0,0,2,0
buddy,0,0,0,0,0,0,0,6,0,0,0,0,0,0
joint,0,0,0,0,0,0,0,1,0,0,0,0,0,0
town,0,0,0,0,0,0,0,2,0,0,0,0,0,0
tousle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fur,0,0,0,0,0,0,0,5,0,0,0,0,0,0
goofy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stinker,0,0,0,0,0,0,0,1,0,0,0,0,0,0
crush,0,0,0,0,0,0,0,0,0,0,0,0,3,0
hood,0,0,0,0,0,0,0,2,0,0,0,0,0,0
toot,1,0,0,0,0,0,2,11,0,0,0,0,1,0
toy,0,0,0,0,0,0,0,2,0,0,0,0,0,0
realize,0,0,0,0,0,0,0,0,0,0,0,0,5,0
quickly,0,0,8,0,0,0,0,0,0,0,0,0,0,0
tuck,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sign,0,0,0,0,0,0,0,4,0,0,0,0,0,0
reserve,0,0,0,0,0,0,0,0,0,0,0,0,1,0
refuse,0,0,0,0,0,0,0,0,0,0,0,0,2,0
service,0,0,0,0,0,0,0,3,0,0,0,0,0,0
beat,0,0,0,0,0,0,0,1,0,0,0,0,4,0
annoyed,4,0,0,0,0,0,0,0,0,0,0,0,0,0
march,0,0,0,0,0,0,0,0,0,0,0,0,1,0
flash,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hello,0,0,0,0,0,0,4,0,0,0,0,0,0,0
maid,0,0,0,0,0,0,0,12,0,0,0,0,1,0
quick,2,0,0,0,0,0,0,0,0,0,0,0,0,0
question,0,0,0,0,0,0,0,16,0,0,0,0,0,0
customer,0,0,0,0,0,0,0,2,0,0,0,0,0,0
aware,1,0,0,0,0,0,0,0,0,0,0,0,0,0
snot,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mucous,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cookie,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ungloved,1,0,0,0,0,0,0,0,0,0,0,0,0,0
health,0,0,0,0,0,0,0,1,0,0,0,0,0,0
code,0,0,0,0,0,0,0,1,0,0,0,0,0,0
violation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kind,1,0,2,0,0,0,0,4,0,0,0,0,0,0
deal,0,0,0,0,0,0,0,4,0,0,0,0,0,0
course,0,0,3,0,0,0,0,0,0,0,0,0,0,0
warning,0,0,0,0,0,0,0,2,0,0,0,0,0,0
glove,0,0,0,0,0,0,0,1,0,0,0,0,1,0
finish,0,0,0,0,0,0,0,0,0,0,0,0,4,0
sell,0,0,0,0,0,0,0,0,0,0,0,0,10,0
son,0,0,0,0,0,0,0,3,0,0,0,0,0,0
jumbo,0,0,0,0,0,0,0,5,0,0,0,0,0,0
stare,0,0,0,0,0,0,0,0,0,0,0,0,8,0
dollar,0,0,0,0,0,0,0,5,0,0,0,0,0,0
disbelief,0,0,0,0,0,0,0,3,0,0,0,0,0,0
wallet,0,0,0,0,0,0,0,2,0,0,0,0,0,0
kiss,0,0,0,0,0,0,0,2,0,0,0,0,2,0
cash,0,0,0,0,0,0,0,2,0,0,0,0,0,0
treat,0,0,0,0,0,0,0,3,0,0,0,0,1,0
burn,0,0,0,0,0,0,0,0,0,0,0,0,3,0
folk,0,0,0,0,0,0,0,2,0,0,0,0,0,0
backward,1,0,0,0,0,0,0,0,0,0,0,0,0,0
attitude,0,0,0,0,0,0,0,1,0,0,0,0,0,0
articulate,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fellow,0,0,0,0,0,0,0,1,0,0,0,0,0,0
high,1,0,4,0,0,0,0,0,0,0,0,0,0,0
praise,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rare,1,0,0,0,0,0,0,0,0,0,0,0,0,0
non,1,0,0,0,0,0,0,0,0,0,0,0,0,0
patronizing,1,0,0,0,0,0,0,0,0,0,0,0,0,0
catch,0,0,0,0,0,0,0,0,0,0,0,0,10,0
sarcasm,0,0,0,0,0,0,0,1,0,0,0,0,0,0
evident,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tone,0,0,0,0,0,0,0,5,0,0,0,0,0,0
sticker,0,0,0,0,0,0,0,4,0,0,0,0,0,0
chest,0,0,0,0,0,0,0,2,0,0,0,0,0,0
huge,7,0,0,0,0,0,0,0,0,0,0,0,0,0
adorable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
happily,0,0,5,0,0,0,0,0,0,0,0,0,0,0
somebody,0,0,0,0,0,0,0,0,0,0,3,0,0,0
block,0,0,0,0,0,0,0,1,0,0,0,0,1,0
melt,0,0,0,0,0,0,0,0,0,0,0,0,3,0
giant,7,0,0,0,0,0,0,2,0,0,0,0,0,0
hot,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sun,0,0,0,0,0,0,0,1,0,0,0,0,1,0
channel,0,0,0,0,0,0,0,1,0,0,0,0,1,0
juice,0,0,0,0,0,0,0,2,0,0,0,0,0,0
jug,0,0,0,0,0,0,0,2,0,0,0,0,0,0
furrow,0,0,0,0,0,0,0,0,0,0,0,0,1,0
brow,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pack,0,0,0,0,0,0,0,1,0,0,0,0,3,0
van,0,0,0,0,0,0,0,6,0,0,0,0,0,0
driver,0,0,0,0,0,0,0,6,0,0,0,0,0,0
seat,0,0,0,0,0,0,0,3,0,0,0,0,0,0
drive,0,0,0,0,0,0,0,0,0,0,0,0,7,0
shock,0,0,0,0,0,0,0,0,0,0,0,0,1,0
confuse,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hop,0,0,0,0,0,0,0,0,0,0,0,0,3,0
cold,3,0,0,0,0,0,0,0,0,0,0,0,0,0
section,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mold,0,0,0,0,0,0,0,2,0,0,0,0,0,0
snow,0,0,0,0,0,0,0,3,0,0,0,0,0,0
pour,0,0,0,0,0,0,0,0,0,0,0,0,1,0
create,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scandalize,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pawpsicle,0,0,0,0,0,0,0,14,0,0,0,0,0,0
mark,0,0,0,0,0,0,0,4,0,0,0,0,1,0
price,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lemming,0,0,0,0,0,0,0,4,0,0,0,0,0,0
icy,2,0,0,0,0,0,0,0,0,0,0,0,0,0
instant,0,0,0,0,0,0,0,1,0,0,0,0,0,0
frozen,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dessert,0,0,0,0,0,0,0,1,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,0,6,0
recycling,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bin,0,0,0,0,0,0,0,2,0,0,0,0,0,0
open,1,3,1,0,0,0,0,0,0,0,0,0,18,0
fully,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bundle,0,0,0,0,0,0,0,2,0,0,0,0,0,0
have,0,0,0,0,0,0,0,0,0,0,0,0,1,0
plop,0,0,0,0,0,0,0,0,0,0,0,0,1,0
construction,0,0,0,0,0,0,0,3,0,0,0,0,0,0
worker,0,0,0,0,0,0,0,3,0,0,0,0,0,0
lumber,0,0,0,0,0,0,0,1,0,0,0,0,1,0
delivery,0,0,0,0,0,0,0,1,0,0,0,0,0,0
color,0,0,0,0,0,0,0,2,0,0,0,0,0,0
wood,0,0,0,0,0,0,0,3,0,0,0,0,0,0
shrug,0,0,0,0,0,0,0,0,0,0,0,0,1,0
accept,0,0,0,0,0,0,0,0,0,0,0,0,1,0
payment,0,0,0,0,0,0,0,1,0,0,0,0,0,0
haul,0,0,0,0,0,0,0,0,0,0,0,0,1,0
awe,0,0,0,0,0,0,0,2,0,0,0,0,0,0
share,0,0,0,0,0,0,0,1,0,0,0,0,3,0
thirty,0,0,0,0,0,0,0,0,3,0,0,0,0,0
diaper,0,0,0,0,0,0,0,1,0,0,0,0,0,0
daddy,0,0,0,0,0,0,0,2,0,0,0,0,0,0
jokingly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bite,0,0,0,0,0,0,0,1,0,0,0,0,3,0
ciao,0,0,0,0,0,0,1,0,0,0,0,0,0,0
blare,0,0,0,0,0,0,0,0,0,0,0,0,3,0
rap,0,0,0,0,0,0,0,1,0,0,0,0,0,0
