word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
romantic,40,0,0,0,0,0,0,0,0,0,0,0
poet,0,0,0,0,0,143,0,0,0,0,0,0
centre,0,0,0,0,0,6,0,0,0,0,4,0
stage,0,0,0,0,0,36,0,0,0,0,3,0
fine,18,0,0,0,0,0,0,0,0,0,0,0
talent,0,0,0,0,0,14,0,0,0,0,0,0
age,0,0,0,0,0,58,0,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,0,37,0
fiction,0,0,0,0,0,93,0,0,1,0,0,0
start,0,0,0,0,0,4,0,0,0,0,8,0
sensibility,0,0,0,0,0,10,0,0,0,0,0,0
translation,0,0,0,0,0,16,0,0,0,0,0,0
tradition,0,0,0,0,0,28,0,0,0,0,0,0
long,25,0,17,0,0,0,0,0,0,0,1,0
form,0,0,0,0,0,69,0,0,0,0,11,0
allow,0,0,0,0,0,0,0,0,0,0,7,0
break,0,0,0,0,0,7,0,0,0,0,18,0
ground,0,0,0,0,0,5,0,0,0,0,0,0
view,0,0,0,0,0,36,0,0,0,0,7,0
emotionally,0,0,3,0,0,0,0,0,0,0,0,0
intellectually,0,0,3,0,0,0,0,0,0,0,0,0
great,72,0,0,0,0,0,0,0,0,0,0,0
effect,0,0,0,0,0,22,0,0,0,0,2,0
gothic,12,0,0,0,0,0,0,0,0,0,0,0
atmosphere,0,0,0,0,0,20,0,0,0,0,0,0
precise,5,0,0,0,0,0,0,0,0,0,0,0
detail,0,0,0,0,0,14,0,0,0,0,5,0
place,0,0,0,0,0,19,0,0,0,0,7,0
dialect,0,0,0,0,0,3,0,0,0,0,0,0
strong,20,0,0,0,0,0,0,0,0,0,0,0
psychological,28,0,0,0,0,0,0,0,0,0,0,0
attract,0,0,0,0,0,0,0,0,0,0,13,0
keep,0,0,0,0,0,0,0,0,0,0,10,0
poetic,33,0,0,0,0,0,0,0,0,0,0,0
alive,2,0,0,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,27,0,0,0,0,19,0
half,5,0,3,0,1,11,0,0,0,0,0,0
steep,1,0,0,0,0,0,0,0,0,0,3,0
trajectory,0,0,0,0,0,1,0,0,0,0,0,0
artistic,19,0,0,0,0,0,0,0,0,0,0,0
growth,0,0,0,0,0,5,0,0,0,0,0,0
contributor,0,0,0,0,0,1,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,43,0
bear,0,0,0,0,0,0,0,0,0,0,50,0
observational,1,0,0,0,0,0,0,0,0,0,0,0
wit,0,0,0,0,0,17,0,0,0,0,0,0
deal,0,0,0,0,0,1,0,0,0,0,11,0
relatively,0,0,4,0,0,0,0,0,0,0,0,0
simple,13,0,0,0,0,0,0,0,0,0,0,0
dilemma,0,0,0,0,0,5,0,0,0,0,0,0
society,0,0,0,0,0,52,0,0,0,0,0,0
romance,0,0,0,0,0,13,0,0,0,0,0,0
use,0,0,0,0,0,14,0,0,0,0,7,0
impeccably,0,0,2,0,0,0,0,0,0,0,0,0
analyze,0,0,0,0,0,0,0,0,0,0,3,0
deep,17,0,0,0,0,0,0,0,0,0,0,0
internal,5,0,0,0,0,0,0,0,0,0,0,0
ethical,6,0,0,0,0,0,0,0,0,0,0,0
existential,2,0,0,0,0,0,0,0,0,0,0,0
complex,20,0,0,0,0,0,0,0,0,0,0,0
highly,0,0,29,0,0,0,0,0,0,0,0,0
realistic,7,0,0,0,0,0,0,0,0,0,0,0
depiction,0,0,0,0,0,7,0,0,0,0,0,0
provincial,10,0,0,0,0,0,0,0,0,0,0,0
setting,0,0,0,0,0,17,0,0,0,0,0,0
especially,0,0,25,0,0,0,0,0,0,0,0,0
striking,8,0,0,0,0,0,0,0,0,0,0,0
far,2,0,21,0,0,0,0,0,0,0,0,0
distinguished,9,0,0,0,0,0,0,0,0,0,0,0
richness,0,0,0,0,0,5,0,0,0,0,0,0
embrace,0,0,0,0,0,0,0,0,0,0,4,0
different,11,0,0,0,0,0,0,0,0,0,0,0
realism,0,0,0,0,0,15,0,0,0,0,0,0
battle,0,0,0,0,0,1,0,0,0,0,4,0
revival,0,0,0,0,0,7,0,0,0,0,0,0
mention,0,0,0,0,0,2,0,0,0,0,4,0
science,0,0,0,0,0,12,0,0,0,0,0,0
diverse,5,0,0,0,0,0,0,0,0,0,0,0
thrive,0,0,0,0,0,0,0,0,0,0,3,0
light,6,0,0,0,0,8,0,0,0,0,0,0
tragic,15,0,0,0,0,0,0,0,0,0,0,0
personal,26,0,0,0,0,0,0,0,0,0,0,0
large,16,0,2,0,0,0,0,0,0,0,0,0
scale,0,0,0,0,0,11,0,0,0,0,0,0
rural,10,0,0,0,0,0,0,0,0,0,0,0
embody,0,0,0,0,0,0,0,0,0,0,9,0
simplicity,0,0,0,0,0,2,0,0,0,0,0,0
tranquility,0,0,0,0,0,1,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,0,5,0
ambivalence,0,0,0,0,0,3,0,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,20,0
passage,0,0,0,0,0,8,0,0,0,0,0,0
help,0,0,0,0,0,1,0,0,0,0,17,0
close,9,0,3,0,0,1,0,0,0,0,2,0
natural,16,0,0,0,0,0,0,0,0,0,0,0
turning,0,0,0,0,0,2,0,0,0,0,0,0
feeling,0,0,0,0,0,19,0,0,0,0,0,0
past,4,1,0,0,0,23,0,0,0,0,0,0
give,0,0,0,0,0,0,0,0,0,0,45,0
calendar,0,0,0,0,0,1,0,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,0,10,0
genuinely,0,0,1,0,0,0,0,0,0,0,0,0
radical,16,0,0,0,0,0,0,0,0,0,0,0
politic,0,0,0,0,0,12,0,0,0,0,0,0
technology,0,0,0,0,0,6,0,0,0,0,0,0
conflict,0,0,0,0,0,13,0,0,0,0,0,0
material,1,0,0,0,0,11,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,0,0,10,0
toll,0,0,0,0,0,1,0,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,0,49,0
progress,0,0,0,0,0,11,0,0,0,0,3,0
commerce,0,0,0,0,0,5,0,0,0,0,0,0
culture,0,0,0,0,0,16,0,0,0,0,0,0
individual,19,0,0,0,0,13,0,0,0,0,0,0
react,0,0,0,0,0,0,0,0,0,0,3,0
encroach,0,0,0,0,0,0,0,0,0,0,1,0
modernity,0,0,0,0,0,2,0,0,0,0,0,0
backward,0,0,2,0,0,0,0,0,0,0,0,0
revive,0,0,0,0,0,0,0,0,0,0,8,0
traditional,28,0,0,0,0,0,0,0,0,0,0,0
equal,3,0,0,0,0,1,0,0,0,0,2,0
standard,2,0,0,0,0,9,0,0,0,0,0,0
success,0,0,0,0,0,29,0,0,0,0,0,0
wistful,1,0,0,0,0,0,0,0,0,0,0,0
traditionalism,0,0,0,0,0,2,0,0,0,0,0,0
eager,5,0,0,0,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,54,0
free,10,0,0,0,0,0,0,0,0,0,0,0
verse,0,0,0,0,0,82,0,0,0,0,0,0
unconventional,3,0,0,0,0,0,0,0,0,0,0,0
language,0,0,0,0,0,26,0,0,0,0,0,0
experimental,10,0,0,0,0,0,0,0,0,0,0,0
liberate,0,0,0,0,0,0,0,0,0,0,1,0
expression,0,0,0,0,0,21,0,0,0,0,0,0
boundary,0,0,0,0,0,2,0,0,0,0,0,0
emphasize,0,0,0,0,0,0,0,0,0,0,5,0
perception,0,0,0,0,0,10,0,0,0,0,0,0
uniform,1,0,0,0,0,0,0,0,0,0,0,0
linear,3,0,0,0,0,0,0,0,0,0,0,0
account,0,0,0,0,0,17,0,0,0,0,1,0
sentiment,0,0,0,0,0,7,0,0,0,0,0,0
tiresome,1,0,0,0,0,0,0,0,0,0,0,0
insightful,1,0,0,0,0,0,0,0,0,0,0,0
mode,0,0,0,0,0,10,0,0,0,0,0,0
need,0,0,0,0,0,8,0,0,0,0,5,0
intertwine,0,0,0,0,0,0,0,0,0,0,1,0
significantly,0,0,2,0,0,0,0,0,0,0,0,0
american,31,0,0,0,0,0,0,0,0,0,0,0
irish,22,0,0,0,0,0,0,0,0,0,0,0
prominent,9,0,0,0,0,0,0,0,0,0,0,0
figure,0,0,0,0,0,25,0,0,0,0,3,0
tremendous,1,0,0,0,0,0,0,0,0,0,0,0
influence,0,0,0,0,0,35,0,0,0,0,14,0
development,0,0,0,0,0,16,0,0,0,0,0,0
stream,0,0,0,0,0,7,0,0,0,0,0,0
consciousness,0,0,0,0,0,18,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,0,9,0
inner,7,0,0,0,0,0,0,0,0,0,0,0
observation,0,0,0,0,0,5,0,0,0,0,0,0
fantasy,0,0,0,0,0,17,0,0,0,0,0,0
process,0,0,0,0,0,15,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,0,21,0
certain,10,0,0,0,0,0,0,0,0,0,0,0
universal,3,0,0,0,0,0,0,0,0,0,0,0
bury,0,0,0,0,0,0,0,0,0,0,12,0
beneath,0,8,0,0,0,0,0,0,0,0,0,0
restriction,0,0,0,0,0,1,0,0,0,0,0,0
echo,0,0,0,0,0,4,0,0,0,0,8,0
hand,0,0,0,0,0,18,0,0,0,0,1,0
somewhat,0,0,10,0,0,0,0,0,0,0,0,0
curious,2,0,0,0,0,0,0,0,0,0,0,0
structural,2,0,0,0,0,0,0,0,0,0,0,0
linguistic,2,0,0,0,0,0,0,0,0,0,0,0
freedom,0,0,0,0,0,9,0,0,0,0,0,0
idealized,3,0,0,0,0,0,0,0,0,0,0,0
vision,0,0,0,0,0,11,0,0,0,0,0,0
native,6,0,0,0,0,2,0,0,0,0,0,0
sympathy,0,0,0,0,0,11,0,0,0,0,0,0
nationalism,0,0,0,0,0,5,0,0,0,0,0,0
touch,0,0,0,0,0,4,0,0,0,0,6,0
historic,1,0,0,0,0,0,0,0,0,0,0,0
ideal,3,0,0,0,0,7,0,0,0,0,0,0
independent,4,0,0,0,0,0,0,0,0,0,0,0
violence,0,0,0,0,0,8,0,0,0,0,0,0
nationalist,2,0,0,0,0,0,0,0,0,0,0,0
maturity,0,0,0,0,0,7,0,0,0,0,0,0
recognition,0,0,0,0,0,4,0,0,0,0,0,0
version,0,0,0,0,0,19,0,0,0,0,0,0
myth,0,0,0,0,0,13,0,0,0,0,0,0
self,0,0,0,0,0,40,0,0,0,0,0,0
awareness,0,0,0,0,0,7,0,0,0,0,0,0
add,0,0,0,0,0,0,0,0,0,0,7,0
poignancy,0,0,0,0,0,1,0,0,0,0,0,0
primarily,0,0,3,0,0,0,0,0,0,0,0,0
community,0,0,0,0,0,6,0,0,0,0,0,0
artist,0,0,0,0,0,22,0,0,0,0,0,0
group,0,0,0,0,0,40,0,0,0,0,3,0
ethic,0,0,0,0,0,2,0,0,0,0,0,0
pursuit,0,0,0,0,0,3,0,0,0,0,0,0
honesty,0,0,0,0,0,3,0,0,0,0,0,0
antidote,0,0,0,0,0,1,0,0,0,0,0,0
stifling,1,0,0,0,0,0,0,0,0,0,0,0
hypocrisy,0,0,0,0,0,11,0,0,0,0,0,0
parent,0,0,0,0,0,18,0,0,0,0,0,0
class,0,0,0,0,0,74,0,0,0,0,0,0
tension,0,0,0,0,0,5,0,0,0,0,0,0
post,8,0,0,0,0,5,0,0,0,0,0,0
fore,0,0,0,0,0,1,0,0,0,0,0,0
generational,2,0,0,0,0,0,0,0,0,0,0,0
heavily,0,0,6,0,0,0,0,0,0,0,0,0
associate,0,0,0,0,0,0,0,0,0,0,12,0
contemporary,42,0,0,0,0,10,0,0,0,0,0,0
moral,39,0,0,0,0,1,0,0,0,0,0,0
outdated,1,0,0,0,0,0,0,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,0,0,41,0
demonstrate,0,0,0,0,0,0,0,0,0,0,8,0
arc,0,0,0,0,0,1,0,0,0,0,0,0
outward,1,0,0,0,0,0,0,0,0,0,0,0
flow,0,0,0,0,0,5,0,0,0,0,0,0
war,1,0,0,0,0,48,0,0,0,0,1,0
tone,0,0,0,0,0,14,0,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,0,18,0
pessimism,0,0,0,0,0,3,0,0,0,0,0,0
find,0,0,0,0,0,0,0,0,0,0,62,0
depression,0,0,0,0,0,6,0,0,0,0,0,0
head,0,0,0,0,0,2,0,0,0,0,3,0
second,38,0,1,0,0,1,0,0,0,0,0,1
global,2,0,0,0,0,0,0,0,0,0,0,0
sexual,21,0,0,0,0,0,0,0,0,0,0,0
decline,0,0,0,0,0,5,0,0,0,0,4,0
vitality,0,0,0,0,0,4,0,0,0,0,0,0
increase,0,0,0,0,0,0,0,0,0,0,7,0
frankness,0,0,0,0,0,2,0,0,0,0,0,0
starkness,0,0,0,0,0,1,0,0,0,0,0,0
voice,0,0,0,0,0,14,0,0,0,0,0,0
ultimately,0,0,4,0,0,0,0,0,0,0,0,0
established,2,0,0,0,0,0,0,0,0,0,0,0
well,4,0,28,0,0,0,0,0,0,0,0,0
sum,0,0,0,0,0,0,0,0,0,0,4,0
challenge,0,0,0,0,0,4,0,0,0,0,6,0
search,0,0,0,0,0,5,0,0,0,0,4,0
response,0,0,0,0,0,12,0,0,0,0,0,0
midst,0,0,0,0,0,4,0,0,0,0,0,0
destruction,0,0,0,0,0,5,0,0,0,0,0,0
constructive,3,0,0,0,0,0,0,0,0,0,0,0
despair,0,0,0,0,0,6,0,0,0,0,0,0
thoughtful,1,0,0,0,0,0,0,0,0,0,0,0
religion,0,0,0,0,0,18,0,0,0,0,0,0
shadow,0,0,0,0,0,3,0,0,0,0,2,0
totalitarianism,0,0,0,0,0,6,0,0,0,0,0,0
loom,0,0,0,0,0,0,0,0,0,0,3,0
notable,16,0,0,0,0,0,0,0,0,0,0,0
concise,1,0,0,0,0,0,0,0,0,0,0,0
compact,3,0,0,0,0,0,0,0,0,0,0,0
symbol,0,0,0,0,0,12,0,0,0,0,0,0
allegory,0,0,0,0,0,7,0,0,0,0,0,0
shorthand,0,0,0,0,0,2,0,0,0,0,0,0
expedite,0,0,0,0,0,0,0,0,0,0,1,0
storytelling,0,0,0,0,0,5,0,0,0,0,0,0
counterpoint,0,0,0,0,0,1,0,0,0,0,1,0
parable,0,0,0,0,0,8,0,0,0,0,0,0
brutally,0,0,2,0,0,0,0,0,0,0,0,0
detailed,3,0,0,0,0,0,0,0,0,0,0,0
direct,8,0,0,0,0,0,0,0,0,0,6,0
art,0,0,0,0,0,96,0,0,0,0,0,0
subsequently,0,0,6,0,0,0,0,0,0,0,0,0
swing,0,0,0,0,0,1,0,0,0,0,1,0
opposite,2,0,0,0,0,3,0,0,0,0,0,0
epic,3,0,0,0,0,3,0,0,0,0,0,0
colonial,6,0,0,0,0,0,0,0,0,0,0,0
dismantling,0,0,0,0,0,1,0,0,0,0,0,0
empire,0,0,0,0,0,7,0,0,0,0,0,0
twentieth,1,0,0,0,0,0,0,0,0,0,0,0
stylistic,4,0,0,0,0,0,0,0,0,0,0,0
pendulum,0,0,0,0,0,1,0,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,0,0,9,0
school,0,0,0,0,0,50,0,0,0,0,0,0
favour,0,0,0,0,0,3,0,0,0,0,5,0
grand,5,0,0,0,0,0,0,0,0,0,0,0
statement,0,0,0,0,0,6,0,0,0,0,0,0
flamboyant,3,0,0,0,0,0,0,0,0,0,0,0
contrast,0,0,0,0,0,15,0,0,0,0,6,0
typically,0,0,6,0,0,0,0,0,0,0,0,0
exhibit,0,0,0,0,0,3,0,0,0,0,6,0
understated,2,0,0,0,0,0,0,0,0,0,0,0
autobiographical,13,0,0,0,0,0,0,0,0,0,0,0
common,12,0,0,0,0,2,0,0,0,0,0,0
theatre,0,0,0,0,0,33,0,0,0,0,0,0
comfortable,5,0,0,0,0,0,0,0,0,0,0,0
conventional,19,0,0,0,0,0,0,0,0,0,0,0
mold,0,0,0,0,0,2,0,0,0,0,0,0
play,0,0,0,0,0,150,0,0,0,0,11,0
simmer,0,0,0,0,0,0,0,0,0,0,1,0
raw,3,0,0,0,0,0,0,0,0,0,0,0
emotion,0,0,0,0,0,10,0,0,0,0,0,0
revolt,0,0,0,0,0,1,0,0,0,0,0,0
deconstruction,0,0,0,0,0,1,0,0,0,0,0,0
varied,4,0,0,0,0,0,0,0,0,0,0,0
sparsely,0,0,1,0,0,0,0,0,0,0,0,0
populated,1,0,0,0,0,0,0,0,0,0,0,0
witty,7,0,0,0,0,0,0,0,0,0,0,0
dead,6,0,0,0,0,0,0,0,0,0,0,0
retelling,0,0,0,0,0,1,0,0,0,0,0,0
minor,10,0,0,0,0,0,0,0,0,0,0,0
effectively,0,0,7,0,0,0,0,0,0,0,0,0
reinvention,0,0,0,0,0,1,0,0,0,0,0,0
arguably,0,0,3,0,0,0,0,0,0,0,0,0
productive,3,0,0,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,0,17,0,0,0,0,0,0
begin,0,0,0,0,0,0,0,0,0,0,78,0
aspect,0,0,0,0,0,7,0,0,0,0,0,0
short,50,0,1,0,0,0,0,0,0,0,0,0
result,0,0,0,0,0,12,0,0,0,0,10,0
examination,0,0,0,0,0,3,0,0,0,0,0,0
page,0,0,0,0,0,4,0,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,47,0
make,0,0,0,0,0,0,0,0,0,0,7,0
rewarding,1,0,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,3,0,0,0,0,0,0
reading,0,0,0,0,0,22,0,0,0,0,0,0
finish,0,0,0,0,0,0,0,0,0,0,10,0
experience,0,0,0,0,0,44,0,0,0,0,10,0
reach,0,0,0,0,0,0,0,0,0,0,13,0
full,1,0,0,0,0,0,0,0,0,0,0,0
momentum,0,0,0,0,0,1,0,0,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,17,0
show,0,0,0,0,0,0,0,0,0,0,33,0
sweet,1,0,0,0,0,0,0,0,0,0,0,0
spot,0,0,0,0,0,1,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,0,7,0
daemon,0,0,0,0,0,1,0,0,0,0,0,0
man,0,0,0,0,0,86,0,0,0,0,0,0
genius,0,0,0,0,0,11,0,0,0,0,0,0
introspection,0,0,0,0,0,1,0,0,0,0,0,0
inevitable,4,0,0,0,0,0,0,0,0,0,0,0
immediately,0,0,12,0,0,0,0,0,0,0,0,0
prone,1,0,0,0,0,0,0,0,0,0,0,0
