word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,VERB
small,8,0,0,0,0,0,0,0,0,0
child,0,0,0,0,0,0,10,0,0,0
manage,0,0,0,0,0,0,0,0,0,10
everybody,0,0,0,0,0,0,0,0,5,0
call,0,0,0,0,0,0,0,0,0,14
live,0,0,0,0,0,0,0,0,0,28
village,0,0,0,0,0,0,24,0,0,0
sister,0,0,0,0,0,0,55,0,0,0
year,0,0,0,0,0,0,29,0,0,0
old,59,0,0,0,0,0,0,0,0,0
married,5,0,0,0,0,0,0,0,0,0
blacksmith,0,0,0,0,0,0,15,0,0,0
parent,0,0,0,0,0,0,11,0,0,0
die,0,0,0,0,0,0,0,0,0,27
baby,0,0,0,0,0,0,2,0,0,0
remember,0,0,0,0,0,0,0,0,0,26
visit,0,0,0,0,0,0,4,0,0,23
churchyard,0,0,0,0,0,0,9,0,0,0
mile,0,0,0,0,0,0,4,0,0,0
look,0,0,0,0,0,0,3,0,0,106
name,0,0,0,0,0,0,1,0,0,0
gravestone,0,0,0,0,0,0,5,0,0,0
memory,0,0,0,0,0,0,2,0,0,0
sit,0,0,0,0,0,0,0,0,0,26
cold,10,0,0,0,0,0,0,0,0,0
grey,2,0,0,0,0,0,2,0,0,0
afternoon,0,0,0,0,0,0,5,0,0,0
dark,17,0,0,0,0,0,1,0,0,0
flat,1,0,0,0,0,0,0,0,0,0
wild,4,0,0,0,0,0,0,0,0,0
marsh,0,0,0,0,0,0,26,0,0,0
divide,0,0,0,0,0,0,0,0,0,2
black,10,0,0,0,0,0,0,0,0,0
line,0,0,0,0,0,0,2,0,0,0
listen,0,0,0,0,0,0,0,0,0,15
rush,0,0,0,0,0,0,1,0,0,15
sound,0,0,0,0,0,0,6,0,0,1
sea,0,0,0,0,0,0,3,0,0,0
distance,0,0,0,0,0,0,2,0,0,0
word,0,0,0,0,0,0,13,0,0,0
cry,0,0,0,0,0,0,0,0,0,40
terrible,7,0,0,0,0,0,0,0,0,0
voice,0,0,0,0,0,0,7,0,0,0
man,0,0,0,0,0,0,80,0,0,0
jump,0,0,0,0,0,0,0,0,0,8
