word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,SCONJ,VERB,X
satisfy,0,0,0,0,0,0,0,0,0,0,0,2,0
loveliness,0,0,0,0,0,0,0,1,0,0,0,0,0
mixture,0,0,0,0,0,0,0,2,0,0,0,0,0
corporeal,1,0,0,0,0,0,0,0,0,0,0,0,0
benefit,0,0,0,0,0,0,0,1,0,0,0,1,0
spectacle,0,0,0,0,0,0,0,1,0,0,0,0,0
morning,0,0,0,0,0,0,0,14,0,0,0,0,0
hill,0,0,0,0,0,0,0,4,0,0,0,0,0
house,0,0,0,0,0,0,0,7,0,0,0,0,0
day,0,0,0,0,0,0,0,39,0,0,0,0,0
break,0,0,0,0,0,0,0,1,0,0,0,7,0
sun,0,0,0,0,0,0,0,16,0,0,0,0,0
rise,0,0,0,0,0,0,0,2,0,0,0,1,0
emotion,0,0,0,0,0,0,0,4,0,0,0,0,0
angel,0,0,0,0,0,0,0,1,0,0,0,0,0
share,0,0,0,0,0,0,0,0,0,0,0,4,0
long,12,0,13,0,0,0,0,0,0,0,0,1,0
slender,2,0,0,0,0,0,0,0,0,0,0,0,0
bar,0,0,0,0,0,0,0,1,0,0,0,0,0
cloud,0,0,0,0,0,0,0,10,0,0,0,0,0
float,0,0,0,0,0,0,0,0,0,0,0,3,0
like,1,49,0,0,0,0,0,0,0,0,0,11,0
fish,0,0,0,0,0,0,0,1,0,0,0,0,0
sea,0,0,0,0,0,0,0,3,0,0,0,0,0
crimson,1,0,0,0,0,0,0,0,0,0,0,0,0
light,1,0,0,0,0,0,0,4,0,0,0,1,0
earth,0,0,0,0,0,0,0,10,0,0,0,0,0
shore,0,0,0,0,0,0,0,2,0,0,0,0,0
look,0,0,0,0,0,0,0,1,0,0,0,43,0
silent,4,0,0,0,0,0,0,0,0,0,0,0,0
partake,0,0,0,0,0,0,0,0,0,0,0,1,0
rapid,3,0,0,0,0,0,0,0,0,0,0,0,0
transformation,0,0,0,0,0,0,0,1,0,0,0,0,0
active,1,0,0,0,0,0,0,0,0,0,0,0,0
enchantment,0,0,0,0,0,0,0,1,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,0,0,0,12,0
dust,0,0,0,0,0,0,0,2,0,0,0,0,0
dilate,0,0,0,0,0,0,0,0,0,0,0,1,0
conspire,0,0,0,0,0,0,0,0,0,0,0,3,0
wind,0,0,0,0,0,0,0,6,0,0,0,0,0
deify,0,0,0,0,0,0,0,0,0,0,0,1,0
cheap,3,0,0,0,0,0,0,0,0,0,0,0,0
element,0,0,0,0,0,0,0,1,0,0,0,0,0
health,0,0,0,0,0,0,0,1,0,0,0,0,0
pomp,0,0,0,0,0,0,0,1,0,0,0,0,0
emperor,0,0,0,0,0,0,0,1,0,0,0,0,0
ridiculous,4,0,0,0,0,0,0,0,0,0,0,0,0
dawn,0,0,0,0,0,0,0,1,0,0,0,0,0
set,0,0,0,0,0,0,0,1,0,0,0,3,0
moon,0,0,0,0,0,0,0,1,0,0,0,0,0
unimaginable,2,0,0,0,0,0,0,0,0,0,0,0,0
realm,0,0,0,0,0,0,0,1,0,0,0,0,0
faerie,0,0,0,0,0,0,0,1,0,0,0,0,0
broad,1,0,0,0,0,0,0,0,0,0,0,0,0
noon,0,0,0,0,0,0,0,1,0,0,0,0,0
shall,0,0,0,5,0,0,0,0,0,0,0,0,0
sense,0,0,0,0,0,0,0,4,0,0,0,0,0
understanding,0,0,0,0,0,0,0,2,0,0,0,0,0
night,0,0,0,0,0,0,0,22,0,0,0,0,0
mystic,1,0,0,0,0,0,0,0,0,0,0,0,0
