word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
befall,0,0,0,0,0,0,0,0,0,0,1,0
lie,0,0,0,0,0,0,0,0,0,0,10,0
west,5,0,2,0,0,0,0,16,0,0,0,0
distance,0,0,0,0,0,0,0,4,0,0,0,0
range,0,0,0,0,0,0,0,5,0,0,4,0
locate,0,0,0,0,0,0,0,0,0,0,8,0
temperate,1,0,0,0,0,0,0,0,0,0,0,0
zone,0,0,0,0,0,0,0,3,0,0,0,0
latitude,0,0,0,0,0,0,0,1,0,0,0,0
longitude,0,0,0,0,0,0,0,1,0,0,0,0
north,1,0,2,0,0,0,0,18,0,0,0,0
african,1,0,0,0,0,0,0,0,0,0,0,0
westernmost,1,0,0,0,0,0,0,0,0,0,0,0
outpost,0,0,0,0,0,0,0,1,0,0,0,0
fringe,0,0,0,0,0,0,0,3,0,0,0,0
eurasian,1,0,0,0,0,0,0,0,0,0,0,0
landmass,0,0,0,0,0,0,0,2,0,0,0,0
like,1,5,0,0,0,0,0,0,0,0,0,0
continental,7,0,0,0,0,0,0,0,0,0,0,0
shelf,0,0,0,0,0,0,0,1,0,0,0,0
surround,0,0,0,0,0,0,0,0,0,0,5,0
sea,0,0,0,0,0,0,0,7,0,0,0,0
metre,0,0,0,0,0,0,0,4,0,0,0,0
deep,4,0,0,0,0,0,0,0,0,0,0,0
south,1,0,7,0,0,0,0,17,0,0,0,0
east,2,0,1,0,0,0,0,9,0,0,0,0
map,0,0,0,0,0,0,0,4,0,0,0,0
territory,0,0,0,0,0,0,0,3,0,0,0,0
broad,5,0,0,0,0,0,0,0,0,0,0,0
undulating,1,0,0,0,0,0,0,0,0,0,0,0
plain,0,0,0,0,0,0,0,4,0,0,0,0
underlie,0,0,0,0,0,0,0,0,0,0,2,0
limestone,0,0,0,0,0,0,0,11,0,0,0,0
ring,0,0,0,0,0,0,0,3,0,0,1,0
completely,0,0,5,0,0,0,0,0,0,0,0,0
coastal,4,0,0,0,0,0,0,0,0,0,0,0
highland,0,0,0,0,0,0,0,2,0,0,0,0
vary,0,0,0,0,0,0,0,0,0,0,2,0
considerably,0,0,4,0,0,0,0,0,0,0,0,0
geologic,3,0,0,0,0,0,0,0,0,0,0,0
structure,0,0,0,0,0,0,0,6,0,0,0,0
flatness,0,0,0,0,0,0,0,1,0,0,0,0
lowland,1,0,0,0,0,0,0,9,0,0,0,0
level,0,0,0,0,0,0,0,14,0,0,0,0
relieve,0,0,0,0,0,0,0,0,0,0,4,0
low,16,0,0,0,0,0,0,0,0,0,0,0
hill,0,0,0,0,0,0,0,8,0,0,0,0
elevation,0,0,0,0,0,0,0,2,0,0,0,0
lake,0,0,0,0,0,0,0,8,0,0,0,0
bog,0,0,0,0,0,0,0,6,0,0,0,0
ridge,0,0,0,0,0,0,0,2,0,0,0,0
scenic,1,0,0,0,0,0,0,0,0,0,0,0
principal,16,0,0,0,0,0,0,0,0,0,0,0
mountain,0,0,0,0,0,0,0,9,0,0,0,0
top,0,0,0,0,0,0,0,0,0,0,1,0
southwest,0,0,0,0,0,0,0,4,0,0,0,0
high,34,0,2,0,0,0,0,0,0,0,0,0
point,0,0,0,0,0,0,0,7,0,0,2,0
wild,1,0,0,0,0,0,0,0,0,0,0,0
beautiful,1,0,0,0,0,0,0,0,0,0,0,0
coast,0,0,0,0,0,0,0,13,0,0,0,0
heavily,0,0,2,0,0,0,0,0,0,0,0,0
indent,0,0,0,0,0,0,0,0,0,0,1,0
thrust,0,0,0,0,0,0,0,0,0,0,2,0
mouthed,1,0,0,0,0,0,0,0,0,0,0,0
bay,0,0,0,0,0,0,0,2,0,0,0,0
example,0,0,0,0,0,0,0,13,0,0,0,0
drown,0,0,0,0,0,0,0,0,0,0,2,0
river,0,0,0,0,0,0,0,17,0,0,0,0
valley,0,0,0,0,0,0,0,3,0,0,0,0
contrast,0,0,0,0,0,0,0,3,0,0,0,0
little,11,0,1,0,0,0,0,0,0,0,0,0
indented,1,0,0,0,0,0,0,0,0,0,0,0
trade,0,0,0,0,0,0,0,16,0,0,2,0
pass,0,0,0,0,0,0,0,0,0,0,19,0
proximity,0,0,0,0,0,0,0,1,0,0,0,0
british,67,0,0,0,0,0,0,0,0,0,0,0
market,0,0,0,0,0,0,0,18,0,0,0,0
flag,0,0,0,0,0,0,0,2,0,0,0,0
illustrate,0,0,0,0,0,0,0,0,0,0,1,0
complex,2,0,0,0,0,0,0,0,0,0,0,0
northwest,1,0,0,0,0,0,0,6,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,0,6,0
mainly,0,0,9,0,0,0,0,0,0,0,0,0
granite,0,0,0,0,0,0,0,2,0,0,0,0
predominate,0,0,0,0,0,0,0,0,0,0,2,0
parallel,1,0,0,0,0,0,0,0,0,0,1,0
fold,0,0,0,0,0,0,0,0,0,0,1,0
trend,0,0,0,0,0,0,0,4,0,0,1,0
experience,0,0,0,0,0,0,0,2,0,0,4,0
general,20,0,0,0,0,0,0,4,0,0,0,0
glaciation,0,0,0,0,0,0,0,1,0,0,0,0
cover,0,0,0,0,0,0,0,1,0,0,6,0
extend,0,0,0,0,0,0,0,0,0,0,10,0
characteristic,3,0,0,0,0,0,0,0,0,0,0,0
diversity,0,0,0,0,0,0,0,2,0,0,0,0
glacial,3,0,0,0,0,0,0,0,0,0,0,0
influence,0,0,0,0,0,0,0,11,0,0,8,0
peat,0,0,0,0,0,0,0,6,0,0,0,0
notable,4,0,0,0,0,0,0,0,0,0,0,0
feature,0,0,0,0,0,0,0,5,0,0,4,0
rise,0,0,0,0,0,0,0,1,0,0,11,0
seaward,1,0,0,0,0,0,0,0,0,0,0,0
naturally,0,0,2,0,0,0,0,0,0,0,0,0
short,7,0,1,0,0,0,0,0,0,0,0,0
rapid,1,0,0,0,0,0,0,1,0,0,0,0
inland,2,0,1,0,0,0,0,1,0,0,0,0
flow,0,0,0,0,0,0,0,3,0,0,5,0
slowly,0,0,2,0,0,0,0,0,0,0,0,0
marsh,0,0,0,0,0,0,0,5,0,0,0,0
enter,0,0,0,0,0,0,0,0,0,0,12,0
usually,0,0,10,0,0,0,0,0,0,0,0,0
waterfall,0,0,0,0,0,0,0,1,0,0,0,0
famed,1,0,0,0,0,0,0,0,0,0,0,0
plateau,0,0,0,0,0,0,0,3,0,0,0,0
near,0,10,0,0,0,0,0,0,0,0,0,0
sluggishly,0,0,1,0,0,0,0,0,0,0,0,0
southwestward,0,0,1,0,0,0,0,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,0,0,11,0
tidewater,0,0,0,0,0,0,0,1,0,0,0,0
drain,0,0,0,0,0,0,0,0,0,0,5,0
major,27,0,0,0,0,0,0,0,0,0,0,0
salmon,0,0,0,0,0,0,0,2,0,0,0,0
fishery,0,0,0,0,0,0,0,1,0,0,0,0
southeast,1,0,2,0,0,0,0,4,0,0,0,0
porosity,0,0,0,0,0,0,0,1,0,0,0,0
carboniferous,1,0,0,0,0,0,0,0,0,0,0,0
underground,1,0,1,0,0,0,0,0,0,0,0,0
drainage,0,0,0,0,0,0,0,4,0,0,0,0
system,0,0,0,0,0,0,0,23,0,0,0,0
feed,0,0,0,0,0,0,0,0,0,0,2,0
interlace,0,0,0,0,0,0,0,0,0,0,2,0
surface,0,0,0,0,0,0,0,4,0,0,1,0
network,0,0,0,0,0,0,0,4,0,0,0,0
implement,0,0,0,0,0,0,0,0,0,0,4,0
arterial,2,0,0,0,0,0,0,0,0,0,0,0
project,0,0,0,0,0,0,0,3,0,0,1,0
prevent,0,0,0,0,0,0,0,0,0,0,5,0
flooding,0,0,0,0,0,0,0,1,0,0,0,0
make,0,0,0,0,0,0,0,0,0,0,5,0
available,2,0,0,0,0,0,0,0,0,0,0,0
cultivation,0,0,0,0,0,0,0,1,0,0,0,0
improve,0,0,0,0,0,0,0,0,0,0,5,0
lower,0,0,0,0,0,0,0,0,0,0,1,0
aid,0,0,0,0,0,0,0,6,0,0,7,0
farm,0,0,0,0,0,0,0,8,0,0,1,0
scheme,0,0,0,0,0,0,0,2,0,0,0,0
design,0,0,0,0,0,0,0,5,0,0,7,0
wasteland,0,0,0,0,0,0,0,1,0,0,0,0
marginal,1,0,0,0,0,0,0,0,0,0,0,0
production,0,0,0,0,0,0,0,9,0,0,0,0
northwestern,6,0,0,0,0,0,0,0,0,0,0,0
southerly,1,0,0,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,0,0,2,0,0,0,0
estuary,0,0,0,0,0,0,0,4,0,0,0,0
widen,0,0,0,0,0,0,0,0,0,0,1,0
pool,0,0,0,0,0,0,0,1,0,0,0,0
belt,0,0,0,0,0,0,0,2,0,0,0,0
meadow,0,0,0,0,0,0,0,1,0,0,0,0
bridge,0,0,0,0,0,0,0,3,0,0,0,0
drift,0,0,0,0,0,0,0,5,0,0,1,0
drumlin,0,0,0,0,0,0,0,1,0,0,0,0
intersperse,0,0,0,0,0,0,0,0,0,0,1,0
tributary,0,0,0,0,0,0,0,1,0,0,0,0
hydroelectric,4,0,0,0,0,0,0,0,0,0,0,0
station,0,0,0,0,0,0,0,6,0,0,0,0
fall,0,0,0,0,0,0,0,3,0,0,7,0
fish,0,0,0,0,0,0,0,1,0,0,0,0
ladder,0,0,0,0,0,0,0,1,0,0,0,0
outlet,0,0,0,0,0,0,0,1,0,0,0,0
upriver,0,0,1,0,0,0,0,0,0,0,0,0
spawn,0,0,0,0,0,0,0,0,0,0,1,0
shipping,0,0,0,0,0,0,0,3,0,0,0,0
dwindle,0,0,0,0,0,0,0,0,0,0,1,0
reclaim,0,0,0,0,0,0,0,0,0,0,2,0
vital,3,0,0,0,0,0,0,0,0,0,0,0
waterway,0,0,0,0,0,0,0,3,0,0,0,0
construct,0,0,0,0,0,0,0,0,0,0,2,0
successful,7,0,0,0,0,0,0,0,0,0,0,0
sell,0,0,0,0,0,0,0,0,0,0,8,0
railway,0,0,0,0,0,0,0,1,0,0,0,0
company,0,0,0,0,0,0,0,15,0,0,0,0
steamer,0,0,0,0,0,0,0,1,0,0,0,0
horsedrawn,1,0,0,0,0,0,0,0,0,0,0,0
boat,0,0,0,0,0,0,0,2,0,0,0,0
canal,0,0,0,0,0,0,0,4,0,0,0,0
passenger,0,0,0,0,0,0,0,3,0,0,0,0
service,0,0,0,0,0,0,0,30,0,0,0,0
onward,0,0,3,0,0,0,0,0,0,0,0,0
cease,0,0,0,0,0,0,0,2,0,0,4,0
rail,0,0,0,0,0,0,0,5,0,0,0,0
competition,0,0,0,0,0,0,0,4,0,0,0,0
steamboat,0,0,0,0,0,0,0,1,0,0,0,0
survive,0,0,0,0,0,0,0,0,0,0,8,0
tourist,0,0,0,0,0,0,0,6,0,0,0,0
attraction,0,0,0,0,0,0,0,3,0,0,0,0
part,0,0,0,0,0,0,0,9,0,0,0,0
pleasure,0,0,0,0,0,0,0,2,0,0,0,0
craft,0,0,0,0,0,0,0,6,0,0,0,0
soil,0,0,0,0,0,0,0,3,0,0,0,0
originate,0,0,0,0,0,0,0,0,0,0,4,0
ice,0,0,0,0,0,0,0,3,0,0,0,0
scour,0,0,0,0,0,0,0,0,0,0,1,0
waste,0,0,0,0,0,0,0,1,0,0,0,0
freeze,0,0,0,0,0,0,0,0,0,0,1,0
advance,0,0,0,0,0,0,0,0,0,0,3,0
glacier,0,0,0,0,0,0,0,2,0,0,0,0
rock,0,0,0,0,0,0,0,5,0,0,2,0
formation,0,0,0,0,0,0,0,2,0,0,0,0
quartzite,0,0,0,0,0,0,0,1,0,0,0,0
certain,8,0,0,0,0,0,0,0,0,0,0,0
shale,0,0,0,0,0,0,0,1,0,0,0,0
weather,0,0,0,0,0,0,0,2,0,0,0,0
infertile,1,0,0,0,0,0,0,0,0,0,0,0
unproductive,1,0,0,0,0,0,0,0,0,0,0,0
overlay,0,0,0,0,0,0,0,0,0,0,1,0
patch,0,0,0,0,0,0,0,1,0,0,0,0
considerable,6,0,0,0,0,0,0,0,0,0,0,0
success,0,0,0,0,0,0,0,8,0,0,0,0
bare,1,0,0,0,0,0,0,0,0,0,0,0
region,0,0,0,0,0,0,0,8,0,0,0,0
mean,0,0,0,0,0,0,0,4,0,0,2,0
agricultural,10,0,0,0,0,0,0,0,0,0,0,0
climate,0,0,0,0,0,0,0,6,0,0,0,0
classify,0,0,0,0,0,0,0,0,0,0,2,0
maritime,2,0,0,0,0,0,0,0,0,0,0,0
predominant,3,0,0,0,0,0,0,0,0,0,0,0
location,0,0,0,0,0,0,0,2,0,0,0,0
mild,3,0,0,0,0,0,0,0,0,0,0,0
southwesterly,1,0,0,0,0,0,0,0,0,0,0,0
warm,4,0,0,0,0,0,0,0,0,0,0,0
moderate,2,0,0,0,0,0,0,0,0,0,0,0
quality,0,0,0,0,0,0,0,3,0,0,0,0
temperature,0,0,0,0,0,0,0,4,0,0,0,0
uniform,1,0,0,0,0,0,0,3,0,0,0,0
entire,3,0,0,0,0,0,0,0,0,0,0,0
average,4,0,0,0,0,0,0,0,0,0,2,0
air,0,0,0,0,0,0,0,11,0,0,0,0
limit,0,0,0,0,0,0,0,1,0,0,3,0
cold,2,0,0,0,0,0,0,0,0,0,0,0
month,0,0,0,0,0,0,0,8,0,0,0,0
occasionally,0,0,3,0,0,0,0,0,0,0,0,0
reading,0,0,0,0,0,0,0,1,0,0,0,0
record,0,0,0,0,0,0,0,5,0,0,4,0
sunny,1,0,0,0,0,0,0,0,0,0,0,0
sunshine,0,0,0,0,0,0,0,1,0,0,0,0
duration,0,0,0,0,0,0,0,1,0,0,0,0
hour,0,0,0,0,0,0,0,2,0,0,0,0
respectively,0,0,1,0,0,0,0,0,0,0,0,0
ancient,5,0,0,0,0,0,0,0,0,0,0,0
patchwork,0,0,0,0,0,0,0,1,0,0,0,0
field,0,0,0,0,0,0,0,7,0,0,0,0
settlement,0,0,0,0,0,0,0,11,0,0,0,0
glow,0,0,0,0,0,0,0,0,0,0,1,0
light,2,0,0,0,0,0,0,2,0,0,0,0
annual,8,0,0,0,0,0,0,0,0,0,0,0
precipitation,0,0,0,0,0,0,0,2,0,0,0,0
inch,0,0,0,0,0,0,0,4,0,0,0,0
millimetre,0,0,0,0,0,0,0,1,0,0,0,0
expose,0,0,0,0,0,0,0,0,0,0,4,0
darken,0,0,0,0,0,0,0,0,0,0,1,0
cloud,0,0,0,0,0,0,0,1,0,0,0,0
sweep,0,0,0,0,0,0,0,0,0,0,1,0
combine,0,0,0,0,0,0,0,0,0,0,5,0
equable,1,0,0,0,0,0,0,0,0,0,0,0
particularly,0,0,13,0,0,0,0,0,0,0,0,0
beneficial,2,0,0,0,0,0,0,0,0,0,0,0
mainstay,0,0,0,0,0,0,0,2,0,0,0,0
livestock,0,0,0,0,0,0,0,3,0,0,0,0
snow,0,0,0,0,0,0,0,2,0,0,0,0
infrequent,1,0,0,0,0,0,0,0,0,0,0,0
prolonged,1,0,0,0,0,0,0,0,0,0,0,0
severe,2,0,0,0,0,0,0,0,0,0,0,0
snowstorm,0,0,0,0,0,0,0,1,0,0,0,0
rare,1,0,0,0,0,0,0,0,0,0,0,0
verdant,2,0,0,0,0,0,0,0,0,0,0,0
rural,9,0,0,0,0,0,0,0,0,0,0,0
entirely,0,0,3,0,0,0,0,0,0,0,0,0
result,0,0,0,0,0,0,0,8,0,0,8,0
subsequent,7,0,0,0,0,0,0,0,0,0,0,0
migration,0,0,0,0,0,0,0,3,0,0,0,0
specie,0,0,0,0,0,0,0,5,0,0,0,0
connection,0,0,0,0,0,0,0,8,0,0,0,0
rest,0,0,0,0,0,0,0,9,0,0,0,0
overland,0,0,1,0,0,0,0,0,0,0,0,0
northern,16,0,0,0,0,0,0,0,0,0,0,0
possess,0,0,0,0,0,0,0,0,0,0,2,0
unique,1,0,0,0,0,0,0,0,0,0,0,0
partly,0,0,11,0,0,0,0,0,0,0,0,0
climatic,1,0,0,0,0,0,0,0,0,0,0,0
condition,0,0,0,0,0,0,0,5,0,0,0,0
continent,0,0,0,0,0,0,0,6,0,0,0,0
call,0,0,0,0,0,0,0,1,0,0,31,0
clockwise,0,0,1,0,0,0,0,0,0,0,0,0
current,1,0,0,0,0,0,0,5,0,0,0,0
northeastward,1,0,0,0,0,0,0,0,0,0,0,0
extension,0,0,0,0,0,0,0,3,0,0,0,0
issue,0,0,0,0,0,0,0,8,0,0,3,0
gradually,0,0,10,0,0,0,0,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,0,0,7,0
speed,0,0,0,0,0,0,0,3,0,0,0,0
knot,0,0,0,0,0,0,0,2,0,0,0,0
compare,0,0,0,0,0,0,0,0,0,0,3,0
concentrated,1,0,0,0,0,0,0,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,0,0,2,0
salinity,0,0,0,0,0,0,0,1,0,0,0,0
conceal,0,0,0,0,0,0,0,0,0,0,1,0
shallow,1,0,0,0,0,0,0,0,0,0,0,0
variable,1,0,0,0,0,0,0,0,0,0,0,0
movement,0,0,0,0,0,0,0,17,0,0,0,0
mix,0,0,0,0,0,0,0,0,0,0,1,0
polar,1,0,0,0,0,0,0,0,0,0,0,0
produce,0,0,0,0,0,0,0,1,0,0,12,0
excellent,2,0,0,0,0,0,0,0,0,0,0,0
fishing,0,0,0,0,0,0,0,4,0,0,0,0
combination,0,0,0,0,0,0,0,5,0,0,0,0
prevail,0,0,0,0,0,0,0,0,0,0,1,0
westerly,1,0,0,0,0,0,0,0,0,0,0,0
maintain,0,0,0,0,0,0,0,0,0,0,13,0
apart,0,0,5,0,0,0,0,0,0,0,0,0
flora,0,0,0,0,0,0,0,1,0,0,0,0
subsequently,0,0,5,0,0,0,0,0,0,0,0,0
route,0,0,0,0,0,0,0,3,0,0,3,0
appear,0,0,0,0,0,0,0,0,0,0,6,0
hardy,1,0,0,0,0,0,0,0,0,0,0,0
heath,0,0,0,0,0,0,0,1,0,0,0,0
spurge,0,0,0,0,0,0,0,1,0,0,0,0
aquaticum,0,0,0,0,0,0,0,1,0,0,0,0
pipewort,0,0,0,0,0,0,0,1,0,0,0,0
affinity,0,0,0,0,0,0,0,2,0,0,0,0
orchid,0,0,0,0,0,0,0,1,0,0,0,0
species,0,0,0,0,0,0,0,2,0,0,0,0
mediterranean,1,0,0,0,0,0,0,0,0,0,0,0
scatter,0,0,0,0,0,0,0,0,0,0,2,0
sundew,0,0,0,0,0,0,0,1,0,0,0,0
foxglove,0,0,0,0,0,0,0,1,0,0,0,0
bell,0,0,0,0,0,0,0,1,0,0,0,0
heather,0,0,0,0,0,0,0,1,0,0,0,0
sheep,0,0,0,0,0,0,0,5,0,0,0,0
asphodel,0,0,0,0,0,0,0,1,0,0,0,0
yellow,1,0,0,0,0,0,0,0,0,0,0,0
fleabane,0,0,0,0,0,0,0,1,0,0,0,0
lasting,1,0,0,0,0,0,0,0,0,0,0,0
impression,0,0,0,0,0,0,0,1,0,0,0,0
prior,0,0,2,0,0,0,0,0,0,0,0,0
midland,0,0,0,0,0,0,0,4,0,0,0,0
forest,0,0,0,0,0,0,0,3,0,0,0,0
tree,0,0,0,0,0,0,0,1,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,0,16,0
percent,0,0,0,0,0,0,0,18,0,0,0,0
total,6,0,0,0,0,0,0,0,0,0,0,0
devoid,1,0,0,0,0,0,0,0,0,0,0,0
woodland,0,0,0,0,0,0,0,3,0,0,0,0
sponsor,0,0,0,0,0,0,0,0,0,0,4,0
reforestation,0,0,0,0,0,0,0,1,0,0,0,0
program,0,0,0,0,0,0,0,11,0,0,0,0
chiefly,0,0,1,0,0,0,0,0,0,0,0,0
favour,0,0,0,0,0,0,0,1,0,0,3,0
fast,0,0,1,0,0,0,0,0,0,0,0,0
sitka,0,0,0,0,0,0,0,1,0,0,0,0
spruce,0,0,0,0,0,0,0,1,0,0,0,0
weasel,0,0,0,0,0,0,0,1,0,0,0,0
mole,0,0,0,0,0,0,0,1,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,0,7,0
absence,0,0,0,0,0,0,0,4,0,0,0,0
banishment,0,0,0,0,0,0,0,2,0,0,0,0
hand,0,0,0,0,0,0,0,8,0,0,0,0
introduction,0,0,0,0,0,0,0,5,0,0,0,0
pet,0,0,0,0,0,0,0,1,0,0,0,0
zoo,0,0,0,0,0,0,0,1,0,0,0,0
addition,0,0,0,0,0,0,0,2,0,0,0,0
mouse,0,0,0,0,0,0,0,1,0,0,0,0
oppose,0,0,0,0,0,0,0,0,0,0,12,0
reptile,0,0,0,0,0,0,0,1,0,0,0,0
lizard,0,0,0,0,0,0,0,1,0,0,0,0
endemic,1,0,0,0,0,0,0,0,0,0,0,0
mammal,0,0,0,0,0,0,0,1,0,0,0,0
stoat,0,0,0,0,0,0,0,1,0,0,0,0
hare,0,0,0,0,0,0,0,1,0,0,0,0
deer,0,0,0,0,0,0,0,1,0,0,0,0
increase,0,0,0,0,0,0,0,3,0,0,18,0
number,0,0,0,0,0,0,0,24,0,0,0,0
giant,1,0,0,0,0,0,0,0,0,0,0,0
elk,0,0,0,0,0,0,0,1,0,0,0,0
extinct,1,0,0,0,0,0,0,0,0,0,0,0
abound,0,0,0,0,0,0,0,0,0,0,2,0
birdlife,0,0,0,0,0,0,0,1,0,0,0,0
waterfowl,0,0,0,0,0,0,0,1,0,0,0,0
numerous,6,0,0,0,0,0,0,0,0,0,0,0
breed,0,0,0,0,0,0,0,0,0,0,2,0
summer,0,0,0,0,0,0,0,3,0,0,0,0
spend,0,0,0,0,0,0,0,0,0,0,8,0
winter,0,0,0,0,0,0,0,2,0,0,0,0
migratory,1,0,0,0,0,0,0,0,0,0,0,0
stop,0,0,0,0,0,0,0,0,0,0,2,0
spring,0,0,0,0,0,0,0,1,0,0,0,0
invade,0,0,0,0,0,0,0,0,0,0,2,0
colonize,0,0,0,0,0,0,0,0,0,0,1,0
historical,7,0,0,0,0,0,0,0,0,0,0,0
correspond,0,0,0,0,0,0,0,0,0,0,2,0
ethnic,4,0,0,0,0,0,0,0,0,0,0,0
distinction,0,0,0,0,0,0,0,3,0,0,0,0
welcoming,1,0,0,0,0,0,0,0,0,0,0,0
phenomenon,0,0,0,0,0,0,0,2,0,0,0,0
woman,0,0,0,0,0,0,0,15,0,0,0,0
centre,0,0,0,0,0,0,0,16,0,0,1,0
smartphone,0,0,0,0,0,0,0,1,0,0,0,0
ready,0,0,0,0,0,0,0,1,0,0,0,0
racial,1,0,0,0,0,0,0,0,0,0,0,0
minority,0,0,0,0,0,0,0,4,0,0,0,0
double,0,0,0,0,0,1,0,0,0,0,2,0
immigration,0,0,0,0,0,0,0,4,0,0,0,0
significant,12,0,0,0,0,0,0,0,0,0,0,0
key,2,0,0,0,0,0,0,0,0,0,0,0
factor,0,0,0,0,0,0,0,3,0,0,0,0
open,4,0,0,0,0,0,0,0,0,0,8,0
labour,0,0,0,0,0,0,0,4,0,0,0,0
provide,0,0,0,0,0,0,0,0,0,0,30,0
globalized,1,0,0,0,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,0,0,2,0,0,0,0
contemporary,10,0,0,0,0,0,0,1,0,0,0,0
attract,0,0,0,0,0,0,0,0,0,0,6,0
wave,0,0,0,0,0,0,0,7,0,0,0,0
resident,1,0,0,0,0,0,0,1,0,0,0,0
today,0,0,0,0,0,0,0,9,0,0,0,0
small,28,0,0,0,0,0,0,0,0,0,0,0
nomadic,1,0,0,0,0,0,0,0,0,0,0,0
indigenous,1,0,0,0,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,0,2,0
share,0,0,0,0,0,0,0,0,0,0,6,0
custom,0,0,0,0,0,0,0,5,0,0,0,0
official,8,0,0,0,0,0,0,1,0,0,0,0
document,0,0,0,0,0,0,0,3,0,0,0,0
publish,0,0,0,0,0,0,0,0,0,0,4,0
modern,7,0,0,0,0,0,0,0,0,0,0,0
similar,11,0,0,0,0,0,0,0,0,0,0,0
scottish,9,0,0,0,0,0,0,0,0,0,0,0
widely,0,0,7,0,0,0,0,0,0,0,0,0
chapter,0,0,0,0,0,0,0,1,0,0,0,0
decline,0,0,0,0,0,0,0,8,0,0,11,0
school,0,0,0,0,0,0,0,15,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,14,0,0
exert,0,0,0,0,0,0,0,0,0,0,4,0
consciousness,0,0,0,0,0,0,0,2,0,0,0,0
vernacular,0,0,0,0,0,0,0,1,0,0,0,0
decrease,0,0,0,0,0,0,0,0,0,0,1,0
concentrate,0,0,0,0,0,0,0,0,0,0,4,0
read,0,0,0,0,0,0,0,0,0,0,4,0
understand,0,0,0,0,0,0,0,0,0,0,1,0
universally,0,0,1,0,0,0,0,0,0,0,0,0
compulsory,2,0,0,0,0,0,0,0,0,0,0,0
criticism,0,0,0,0,0,0,0,3,0,0,0,0
business,0,0,0,0,0,0,0,6,0,0,0,0
sector,0,0,0,0,0,0,0,12,0,0,0,0
prefer,0,0,0,0,0,0,0,0,0,0,4,0
student,0,0,0,0,0,0,0,3,0,0,0,0
skill,0,0,0,0,0,0,0,2,0,0,0,0
religion,0,0,0,0,0,0,0,9,0,0,0,0
adoption,0,0,0,0,0,0,0,2,0,0,0,0
precise,1,0,0,0,0,0,0,0,0,0,0,0
ritual,1,0,0,0,0,0,0,1,0,0,0,0
belief,0,0,0,0,0,0,0,2,0,0,0,0
somewhat,0,0,2,0,0,0,0,0,0,0,0,0
obscure,1,0,0,0,0,0,0,0,0,0,0,0
hundred,0,0,0,0,0,0,0,3,0,0,0,0
god,0,0,0,0,0,0,0,1,0,0,0,0
element,0,0,0,0,0,0,0,10,0,0,0,0
cult,0,0,0,0,0,0,0,1,0,0,0,0
echo,0,0,0,0,0,0,0,1,0,0,0,0
goddess,0,0,0,0,0,0,0,1,0,0,0,0
worship,0,0,0,0,0,0,0,0,0,0,1,0
seasonal,1,0,0,0,0,0,0,0,0,0,0,0
festival,0,0,0,0,0,0,0,3,0,0,0,0
christian,7,0,0,0,0,0,0,0,0,0,0,0
period,0,0,0,0,0,0,0,14,0,0,0,0
goidelic,1,0,0,0,0,0,0,0,0,0,0,0
teach,0,0,0,0,0,0,0,0,0,0,1,0
public,19,0,0,0,0,0,0,2,0,0,0,0
grammatically,0,0,1,0,0,0,0,0,0,0,0,0
differ,0,0,0,0,0,0,0,0,0,0,2,0
function,0,0,0,0,0,0,0,5,0,0,0,0
noun,0,0,0,0,0,0,0,1,0,0,0,0
pronoun,0,0,0,0,0,0,0,1,0,0,0,0
sentence,0,0,0,0,0,0,0,1,0,0,1,0
phonology,0,0,0,0,0,0,0,1,0,0,0,0
exhibit,0,0,0,0,0,0,0,0,0,0,2,0
initial,6,0,0,0,0,0,0,0,0,0,0,0
sandhi,0,0,0,0,0,0,0,0,0,0,0,1
consonant,0,0,0,0,0,0,0,1,0,0,0,0
word,0,0,0,0,0,0,0,3,0,0,0,0
modify,0,0,0,0,0,0,0,0,0,0,2,0
accord,0,0,0,0,0,0,0,1,0,0,3,0
prehistoric,3,0,0,0,0,0,0,0,0,0,0,0
previous,3,0,0,0,0,0,0,0,0,0,0,0
phrase,0,0,0,0,0,0,0,1,0,0,0,0
tobar,0,0,0,0,0,0,0,0,0,0,0,1
thobar,0,0,0,0,0,0,0,0,0,0,0,1
date,0,0,0,0,0,0,0,9,0,0,8,0
ogham,0,0,0,0,0,0,0,1,0,0,0,0
inscription,0,0,0,0,0,0,0,1,0,0,0,0
stroke,0,0,0,0,0,0,0,1,0,0,0,0
notch,0,0,0,0,0,0,0,1,0,0,0,0
alphabet,0,0,0,0,0,0,0,1,0,0,0,0
shortly,0,0,3,0,0,0,0,0,0,0,0,0
literature,0,0,0,0,0,0,0,14,0,0,0,0
conversion,0,0,0,0,0,0,0,6,0,0,0,0
ecclesiastical,6,0,0,0,0,0,0,0,0,0,0,0
