word,ADJ,ADP,ADV,NOUN,NUM,PUNCT,SCONJ,VERB,X
meat,0,0,0,6,0,0,0,0,0
spontaneously,0,0,2,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,3,0
read,0,0,0,0,0,0,0,1,0
book,0,0,0,2,0,0,0,0,0
speculation,0,0,0,1,0,0,0,0,0
vermin,0,0,0,1,0,0,0,0,0
frog,0,0,0,2,0,0,0,0,0
seed,0,0,0,2,0,0,0,0,0
see,0,0,0,0,0,0,0,7,0
proper,1,0,0,0,0,0,0,0,0
series,0,0,0,2,0,0,0,0,0
flask,0,0,0,5,0,0,0,0,0
half,0,0,0,6,0,0,0,0,0
seal,0,0,0,0,0,0,0,2,0
open,2,0,0,0,0,0,0,0,0
repeat,0,0,0,0,0,0,0,1,0
instead,0,0,1,0,0,0,0,0,0
cover,0,0,0,0,0,0,0,8,0
gauze,0,0,0,1,0,0,0,0,0
air,0,0,0,2,0,0,0,0,0
enter,0,0,0,0,0,0,0,3,0
uncovered,1,0,0,0,0,0,0,0,0
freely,0,0,2,0,0,0,0,0,0
correctly,0,0,1,0,0,0,0,0,0
conclude,0,0,0,0,0,0,0,1,0
surprisingly,0,0,1,0,0,0,0,0,0
case,0,0,0,2,0,0,0,0,0
gall,0,0,0,1,0,0,0,0,0
intestinal,1,0,0,0,0,0,0,0,0
poet,0,0,0,1,0,0,0,0,0
chiefly,0,0,1,0,0,0,0,0,0
component,0,0,0,3,0,0,0,0,0
eat,0,0,0,0,0,0,0,4,0
respire,0,0,0,0,0,0,0,2,0
excrete,0,0,0,0,0,0,0,1,0
waste,0,0,0,10,0,0,0,0,0
perform,0,0,0,0,0,0,0,4,0
necessary,2,0,0,0,0,0,0,0,0
organized,1,0,0,0,0,0,0,0,0
fit,0,0,0,0,0,0,0,1,0
reason,0,0,0,1,0,0,0,0,0
material,0,0,0,7,0,0,0,0,0
eukaryote,0,0,0,10,0,0,0,0,0
bind,0,0,0,0,0,0,0,1,0
term,0,0,0,2,0,0,0,0,0
derive,0,0,0,0,0,0,0,3,0
true,4,0,0,0,0,0,0,0,0
karyon,0,0,0,2,0,0,0,0,0
eukaryotic,5,0,0,0,0,0,0,0,0
task,0,0,0,2,0,0,0,0,0
obtain,0,0,0,0,0,0,0,9,0
food,0,0,0,53,0,0,0,0,0
number,0,0,0,5,0,0,0,0,0
enclose,0,0,0,0,0,0,0,2,0
organelle,0,0,0,6,0,0,0,0,0
microorganism,0,0,0,9,0,0,0,0,0
lack,0,0,0,1,0,0,0,8,0
complex,13,0,0,0,0,0,0,0,0
distinct,4,0,0,0,0,0,0,0,0
prokaryote,0,0,0,7,0,0,0,0,0
pro,0,0,0,1,0,0,0,0,0
prokaryotic,4,0,0,0,0,0,0,0,0
cyanobacteria,0,0,0,4,0,0,0,0,0
photosynthesize,0,0,0,0,0,0,0,2,0
make,0,0,0,0,0,0,0,8,0
chlorophyll,0,0,0,16,0,0,0,0,0
scatter,0,0,0,0,0,0,0,1,0
heterotrophic,5,0,0,0,0,0,0,0,0
coli,0,0,0,1,0,0,0,0,0
bacterium,0,0,0,2,0,0,0,0,0
poisoning,0,0,0,1,0,0,0,0,0
consume,0,0,0,0,0,0,0,2,0
contaminate,0,0,0,0,0,0,0,1,0
transmit,0,0,0,0,0,0,0,1,0
bite,0,0,0,1,0,0,0,1,0
infective,1,0,0,0,0,0,0,0,0
particle,0,0,0,3,0,0,0,0,0
compose,0,0,0,0,0,0,0,3,0
nucleic,3,0,0,0,0,0,0,0,0
acid,0,0,0,3,0,0,0,0,0
core,0,0,0,1,0,0,0,0,0
capsule,0,0,0,2,0,0,0,0,0
responsible,2,0,0,0,0,0,0,0,0
infect,0,0,0,0,0,0,0,1,0
replicate,0,0,0,0,0,0,0,2,0
viral,1,0,0,0,0,0,0,0,0
essential,1,0,0,0,0,0,0,0,0
replication,0,0,0,2,0,0,0,0,0
order,0,0,0,6,0,0,0,0,0
viable,1,0,0,0,0,0,0,0,0
agree,0,0,0,0,0,0,0,1,0
actually,0,0,1,0,0,0,0,0,0
entity,0,0,0,1,0,0,0,0,0
sustain,0,0,0,0,0,0,0,1,0
part,0,0,0,11,0,0,0,0,0
conduct,0,0,0,0,0,0,0,2,0
slipper,0,0,0,1,0,0,0,0,0
vase,0,0,0,1,0,0,0,0,0
ball,0,0,0,2,0,0,0,0,0
swim,0,0,0,0,0,0,0,3,0
wave,0,0,0,0,0,0,0,1,0
flagellum,0,0,0,2,0,0,0,0,0
lashlike,1,0,0,0,0,0,0,0,0
hairlike,1,0,0,0,0,0,0,0,0
cilium,0,0,0,3,0,0,0,0,0
mouth,0,0,0,3,0,0,0,0,0
ring,0,0,0,1,0,0,0,0,0
move,0,0,0,0,0,0,0,2,0
hair,0,0,0,1,0,0,0,0,0
bring,0,0,0,0,0,0,0,3,0
stalk,0,0,0,1,0,0,0,0,0
stretch,0,0,0,0,0,0,0,1,0
coil,0,0,0,0,0,0,0,1,0
pull,0,0,0,0,0,0,0,1,0
away,0,0,3,0,0,0,0,0,0
danger,0,0,0,1,0,0,0,0,0
temporary,2,0,0,0,0,0,0,0,0
cytoplasmic,1,0,0,0,0,0,0,0,0
extension,0,0,0,1,0,0,0,0,0
pseudopodium,0,0,0,1,0,0,0,0,0
false,1,0,0,0,0,0,0,0,0
foot,0,0,0,1,0,0,0,0,0
primitive,2,0,0,0,0,0,0,0,0
locomotion,0,0,0,1,0,0,0,0,0
freshwater,1,0,0,2,0,0,0,0,0
pond,0,0,0,4,0,0,0,0,0
unaided,1,0,0,0,0,0,0,0,0
milky,1,0,0,0,0,0,0,0,0
speck,0,0,0,1,0,0,0,0,0
largely,0,0,1,0,0,0,0,0,0
jellylike,2,0,0,0,0,0,0,0,0
cytoplasm,0,0,0,6,0,0,0,0,0
surface,0,0,0,3,0,0,0,0,0
clear,2,0,0,0,0,0,0,0,0
tough,3,0,0,0,0,0,0,0,0
flexible,1,0,0,0,0,0,0,0,0
permit,0,0,0,0,0,0,0,1,0
shape,0,0,0,3,0,0,0,0,0
flow,0,0,0,2,0,0,0,1,0
take,0,0,0,0,0,0,0,7,0
droplet,0,0,0,3,0,0,0,0,0
vacuole,0,0,0,2,0,0,0,0,0
absorb,0,0,0,0,0,0,0,3,0
layer,0,0,0,7,0,0,0,0,0
scum,0,0,0,1,0,0,0,0,0
damp,1,0,0,0,0,0,0,0,0
rock,0,0,0,3,0,0,0,0,0
brick,0,0,0,1,0,0,0,0,0
wall,0,0,0,8,0,0,0,0,0
relatively,0,0,1,0,0,0,0,0,0
large,13,0,0,0,0,0,0,0,0
fill,0,0,0,0,0,0,0,1,0
grain,0,0,0,2,0,0,0,0,0
sunlight,0,0,0,3,0,0,0,0,0
alga,0,0,0,4,0,0,0,0,0
stiff,1,0,0,0,0,0,0,0,0
transparent,1,0,0,0,0,0,0,0,0
cellulose,0,0,0,6,0,0,0,0,0
contribute,0,0,0,0,0,0,0,3,0
productivity,0,0,0,1,0,0,0,0,0
overtake,0,0,0,0,0,0,0,1,0
multicellular,12,0,0,0,0,0,0,0,0
stream,0,0,0,1,0,0,0,0,0
chain,0,0,0,5,0,0,0,0,0
drift,0,0,0,0,0,0,0,1,0
holdfast,0,0,0,2,0,0,0,0,0
hold,0,0,0,0,0,0,0,1,0
piece,0,0,0,1,0,0,0,0,0
wood,0,0,0,4,0,0,0,0,0
float,0,0,0,0,0,0,0,1,0
lettuce,0,0,0,3,0,0,0,0,0
rest,0,0,0,3,0,0,0,0,0
boxlike,1,0,0,0,0,0,0,0,0
arrange,0,0,0,0,0,0,0,3,0
sheet,0,0,0,1,0,0,0,0,0
weed,0,0,0,1,0,0,0,0,0
land,0,0,0,3,0,0,0,0,0
root,0,0,0,5,0,0,0,0,0
leave,0,0,0,6,0,0,0,0,0
flower,0,0,0,3,0,0,0,1,0
simply,0,0,3,0,0,0,0,0,0
flat,1,0,0,0,0,0,0,0,0
dwell,0,0,0,0,0,0,0,1,0
tube,0,0,0,3,0,0,0,0,0
close,3,0,0,0,0,0,0,1,0
slender,1,0,0,0,0,0,0,0,0
tentacle,0,0,0,1,0,0,0,0,0
catch,0,0,0,0,0,0,0,2,0
dog,0,0,0,3,0,0,0,0,0
connective,1,0,0,0,0,0,0,0,0
nourish,0,0,0,0,0,0,0,1,0
contract,0,0,0,0,0,0,0,2,0
organisms,0,0,0,1,0,0,0,0,0
hormone,0,0,0,6,0,0,0,0,0
directly,0,0,2,0,0,0,0,0,0
touch,0,0,0,0,0,0,0,3,0
sensitive,1,0,0,0,0,0,0,0,0
instance,0,0,0,1,0,0,0,0,0
go,0,0,0,0,0,0,0,2,0
countless,3,0,0,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,5,0
collapse,0,0,0,0,0,0,0,1,0
droop,0,0,0,0,0,0,0,1,0
spread,0,0,0,0,0,0,0,1,0
regulate,0,0,0,0,0,0,0,2,0
impulse,0,0,0,3,0,0,0,0,0
indicate,0,0,0,0,0,0,0,4,0
feel,0,0,0,0,0,0,0,1,0
hear,0,0,0,0,0,0,0,1,0
relax,0,0,0,0,0,0,0,1,0
run,0,0,0,0,0,0,0,1,0
lie,0,0,0,0,0,0,0,1,0
deliver,0,0,0,0,0,0,0,1,0
stimulate,0,0,0,0,0,0,0,1,0
production,0,0,0,1,0,0,0,0,0
flagella,0,0,0,6,0,0,0,0,0
swimming,0,0,0,1,0,0,0,0,0
current,0,0,0,1,0,0,0,0,0
swallow,0,0,0,0,0,0,0,1,0
mouthlike,1,0,0,0,0,0,0,0,0
digest,0,0,0,0,0,0,0,3,0
circulate,0,0,0,0,0,0,0,3,0
special,2,0,0,0,0,0,0,0,0
fiber,0,0,0,1,0,0,0,0,0
cilia,0,0,0,1,0,0,0,0,0
unicellular,1,0,0,0,0,0,0,0,0
possess,0,0,0,0,0,0,0,2,0
photoreceptor,0,0,0,1,0,0,0,0,0
eyespot,0,0,0,1,0,0,0,0,0
respond,0,0,0,0,0,0,0,2,0
say,0,0,0,0,0,0,0,1,0
brain,0,0,0,1,0,0,0,0,0
cactus,0,0,0,1,0,0,0,0,0
dry,1,0,0,0,0,0,0,0,0
region,0,0,0,1,0,0,0,0,0
cattail,0,0,0,1,0,0,0,0,0
wet,1,0,0,0,0,0,0,0,0
herring,0,0,0,1,0,0,0,0,0
near,0,1,0,0,0,0,0,0,0
deep,2,0,0,0,0,0,0,0,0
angler,0,0,0,1,0,0,0,0,0
caterpillar,0,0,0,1,0,0,0,0,0
leaf,0,0,0,1,0,0,0,0,0
adaptation,0,0,0,5,0,0,0,0,0
surrounding,0,0,0,3,0,0,0,0,0
sort,0,0,0,1,0,0,0,0,0
combination,0,0,0,2,0,0,0,0,0
element,0,0,0,7,0,0,0,0,0
compound,0,0,0,7,0,0,0,0,0
extremely,0,0,1,0,0,0,0,0,0
hemoglobin,0,0,0,3,0,0,0,0,0
oxygen,0,0,0,19,0,0,0,0,0
hydrogen,0,0,0,7,0,0,0,0,0
nitrogen,0,0,0,9,0,0,0,0,0
sulfur,0,0,0,1,0,0,0,0,0
iron,0,0,0,2,0,0,0,0,0
polypeptide,0,0,0,1,0,0,0,0,0
attach,0,0,0,0,0,0,0,2,0
heme,0,0,0,1,0,0,0,0,0
ringlike,1,0,0,0,0,0,0,0,0
possible,3,0,0,0,0,0,0,0,0
framework,0,0,0,1,0,0,0,0,0
link,0,0,0,0,0,0,0,1,0
proportion,0,0,0,2,0,0,0,0,0
arrangement,0,0,0,2,0,0,0,0,0
join,0,0,0,0,0,0,0,1,0
array,0,0,0,1,0,0,0,0,0
percent,0,0,0,2,0,0,0,0,0
weight,0,0,0,1,0,0,0,0,0
highly,0,0,4,0,0,0,0,0,0
play,0,0,0,0,0,0,0,3,0
amount,0,0,0,1,0,0,0,0,0
build,0,0,0,0,0,0,0,2,0
chitin,0,0,0,1,0,0,0,0,0
shell,0,0,0,1,0,0,0,0,0
crustacean,0,0,0,1,0,0,0,0,0
jointed,1,0,0,0,0,0,0,0,0
related,7,0,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,3,0
ready,2,0,1,0,0,0,0,0,0
method,0,0,0,1,0,0,0,0,0
manufacture,0,0,0,0,0,0,0,3,0
step,0,0,0,2,0,0,0,0,0
glucose,0,0,0,8,0,0,0,0,0
nutrient,0,0,0,10,0,0,0,0,0
fast,1,0,1,0,0,0,0,0,0
turn,0,0,0,0,0,0,0,3,0
starch,0,0,0,3,0,0,0,0,0
oil,0,0,0,3,0,0,0,0,0
store,0,0,0,0,0,0,0,8,0
finally,0,0,1,0,0,0,0,0,0
dissolve,0,0,0,0,0,0,0,1,0
protoplasm,0,0,0,1,0,0,0,0,0
channel,0,0,0,1,0,0,0,0,0
sugary,1,0,0,0,0,0,0,0,0
glycogen,0,0,0,1,0,0,0,0,0
extra,1,0,0,0,0,0,0,0,0
secure,0,0,0,0,0,0,0,2,0
release,0,0,0,0,0,0,0,3,0
common,4,0,0,0,0,0,0,0,0
essentially,0,0,1,0,0,0,0,0,0
reverse,1,0,0,0,0,0,0,0,0
oxidation,0,0,0,2,0,0,0,0,0
complete,1,0,0,0,0,0,0,2,0
available,2,0,0,0,0,0,0,0,0
especially,0,0,1,0,0,0,0,0,0
alcoholic,2,0,0,0,0,0,0,0,0
fermentation,0,0,0,2,0,0,0,0,0
ethanol,0,0,0,1,0,0,0,0,0
alcohol,0,0,0,3,0,0,0,0,0
yeast,0,0,0,2,0,0,0,0,0
bread,0,0,0,2,0,0,0,0,0
dough,0,0,0,2,0,0,0,0,0
evaporate,0,0,0,0,0,0,0,2,0
bake,0,0,0,0,0,0,0,1,0
exchange,0,0,0,2,0,0,0,2,0
liquid,0,0,0,2,0,0,0,0,0
travel,0,0,0,0,0,0,0,2,0
lymph,0,0,0,2,0,0,0,0,0
fluid,0,0,0,1,0,0,0,0,0
immune,1,0,0,0,0,0,0,0,0
dispose,0,0,0,0,0,0,0,2,0
suited,1,0,0,0,0,0,0,0,0
act,0,0,0,0,0,0,0,1,0
heritable,2,0,0,0,0,0,0,0,0
characteristic,0,0,0,5,0,0,0,0,0
likely,3,0,0,0,0,0,0,0,0
thrive,0,0,0,0,0,0,0,3,0
pass,0,0,0,0,0,0,0,2,0
beneficial,5,0,0,0,0,0,0,0,0
offspring,0,0,0,3,0,0,0,0,0
contrast,0,0,0,1,0,0,0,0,0
adaptive,2,0,0,0,0,0,0,0,0
member,0,0,0,5,0,0,0,0,0
population,0,0,0,1,0,0,0,0,0
relative,2,0,0,0,0,0,0,0,0
approximately,0,0,3,0,0,0,0,0,0
kingdom,0,0,0,21,0,0,0,0,0
classification,0,0,0,12,0,0,0,0,0
formalize,0,0,0,0,0,0,0,1,0
genus,0,0,0,7,0,0,0,0,0
difference,0,0,0,3,0,0,0,0,0
view,0,0,0,0,0,0,0,1,0
product,0,0,0,6,0,0,0,0,0
recognize,0,0,0,0,0,0,0,2,0
adopt,0,0,0,0,0,0,0,1,0
separate,2,0,0,0,0,0,0,1,0
belong,0,0,0,0,0,0,0,4,0
late,3,0,0,0,0,0,0,0,0
existence,0,0,0,3,0,0,0,0,0
technology,0,0,0,3,0,0,0,0,0
note,0,0,0,0,0,0,0,3,0
code,0,0,0,4,0,0,0,0,0
apart,0,0,1,0,0,0,0,0,0
finding,0,0,0,2,0,0,0,0,0
eventually,0,0,2,0,0,0,0,0,0
significant,1,0,0,0,0,0,0,0,0
modification,0,0,0,1,0,0,0,0,0
domain,0,0,0,4,0,0,0,0,0
protist,0,0,0,11,0,0,0,0,0
virtually,0,0,3,0,0,0,0,0,0
rigid,1,0,0,0,0,0,0,0,0
peptidoglycan,0,0,0,2,0,0,0,0,0
typical,1,0,0,0,0,0,0,0,0
sphere,0,0,0,1,0,0,0,0,0
rod,0,0,0,1,0,0,0,0,0
spiral,0,0,0,1,0,0,0,0,0
propel,0,0,0,0,0,0,0,2,0
tail,0,0,0,1,0,0,0,0,0
extend,0,0,0,0,0,0,0,1,0
aerobic,2,0,0,0,0,0,0,0,0
anaerobic,3,0,0,0,0,0,0,0,0
purple,2,0,0,0,0,0,0,0,0
photosynthetic,3,0,0,0,0,0,0,0,0
greenish,1,0,0,0,0,0,0,0,0
clump,0,0,0,1,0,0,0,0,0
autotrophic,5,0,0,0,0,0,0,0,0
decompose,0,0,0,0,0,0,0,1,0
dead,1,0,0,0,0,0,0,0,0
external,2,0,0,0,0,0,0,0,0
appearance,0,0,0,1,0,0,0,0,0
differ,0,0,0,0,0,0,0,1,0
abundant,1,0,0,0,0,0,0,0,0
notable,2,0,0,0,0,0,0,0,0
methane,0,0,0,2,0,0,0,0,0
marsh,0,0,0,2,0,0,0,0,0
prevalent,1,0,0,0,0,0,0,0,0
swamp,0,0,0,2,0,0,0,0,0
methanogen,0,0,0,2,0,0,0,0,0
inhabit,0,0,0,0,0,0,0,2,0
vent,0,0,0,1,0,0,0,0,0
floor,0,0,0,1,0,0,0,0,0
hot,2,0,0,0,0,0,0,0,0
spring,0,0,0,2,0,0,0,0,0
extremophile,0,0,0,1,0,0,0,0,0
pool,0,0,0,2,0,0,0,0,0
acidic,1,0,0,0,0,0,0,0,0
salty,2,0,0,0,0,0,0,0,0
rumen,0,0,0,1,0,0,0,0,0
metabolism,0,0,0,1,0,0,0,0,0
sense,0,0,0,1,0,0,0,0,0
resemble,0,0,0,0,0,0,0,2,0
boil,0,0,0,0,0,0,0,1,0
atmosphere,0,0,0,3,0,0,0,0,0
devoid,1,0,0,0,0,0,0,0,0
ability,0,0,0,2,0,0,0,0,0
suggest,0,0,0,0,0,0,0,2,0
adapted,1,0,0,0,0,0,0,0,0
probably,0,0,2,0,0,0,0,0,0
comparison,0,0,0,1,0,0,0,0,0
able,4,0,0,0,0,0,0,0,0
unlike,0,3,0,0,0,0,0,0,0
difficult,1,0,0,0,0,0,0,0,0
analyze,0,0,0,0,0,0,0,1,0
rna,0,0,0,2,0,0,0,0,0
sample,0,0,0,1,0,0,0,0,0
solitary,1,0,0,0,0,0,0,0,0
colony,0,0,0,1,0,0,0,0,0
characterize,0,0,0,0,0,0,0,1,0
plantlike,1,0,0,0,0,0,0,0,0
funguslike,1,0,0,0,0,0,0,0,0
slime,0,0,0,1,0,0,0,0,0
mold,0,0,0,3,0,0,0,0,0
saprophagous,1,0,0,0,0,0,0,0,0
euglenoid,0,0,0,2,0,0,0,0,0
paramecia,0,0,0,1,0,0,0,0,0
diatom,0,0,0,1,0,0,0,0,0
capture,0,0,0,0,0,0,0,2,0
evade,0,0,0,0,0,0,0,1,0
predator,0,0,0,1,0,0,0,0,0
outside,3,1,0,0,0,0,0,0,0
flagellate,0,0,0,1,0,0,0,0,0
african,1,0,0,0,0,0,0,0,0
sleeping,0,0,0,1,0,0,0,0,0
sickness,0,0,0,1,0,0,0,0,0
dysentery,0,0,0,1,0,0,0,0,0
range,0,0,0,0,0,0,0,3,0
mildew,0,0,0,1,0,0,0,0,0
mushroom,0,0,0,1,0,0,0,0,0
toadstool,0,0,0,1,0,0,0,0,0
inspire,0,0,0,0,0,0,0,1,0
synthesize,0,0,0,0,0,0,0,1,0
nourishment,0,0,0,1,0,0,0,0,0
symbiotic,1,0,0,0,0,0,0,0,0
secrete,0,0,0,0,0,0,0,1,0
enzyme,0,0,0,2,0,0,0,0,0
immediate,1,0,0,0,0,0,0,0,0
degrade,0,0,0,0,0,0,0,1,0
accord,0,0,0,0,0,0,0,2,0
vine,0,0,0,1,0,0,0,0,0
enormous,1,0,0,0,0,0,0,0,0
redwood,0,0,0,1,0,0,0,0,0
autotrophs,1,0,0,0,0,0,0,0,0
vascular,3,0,0,0,0,0,0,0,0
terrestrial,3,0,0,0,0,0,0,0,0
nonvascular,3,0,0,0,0,0,0,0,0
usually,0,0,5,0,0,0,0,0,0
aquatic,1,0,0,0,0,0,0,0,0
liverwort,0,0,0,1,0,0,0,0,0
limit,0,0,0,0,0,0,0,1,0
transport,0,0,0,0,0,0,0,1,0
dodder,1,0,0,0,0,0,0,0,0
indian,1,0,0,0,0,0,0,0,0
pipe,0,0,0,1,0,0,0,0,0
nonphotosynthetic,1,0,0,0,0,0,0,0,0
flytrap,0,0,0,1,0,0,0,0,0
trap,0,0,0,0,0,0,0,2,0
heterotrophs,0,0,0,1,0,0,0,0,0
metazoan,0,0,0,1,0,0,0,0,0
distinguish,0,0,0,0,0,0,0,1,0
main,1,0,0,0,0,0,0,0,0
invertebrate,1,0,0,3,0,0,0,0,0
vertebrate,0,0,0,4,0,0,0,0,0
star,0,0,0,2,0,0,0,0,0
starfish,0,0,0,2,0,0,0,0,0
backbone,0,0,0,3,0,0,0,0,0
support,0,0,0,0,0,0,0,1,0
outer,1,0,0,0,0,0,0,0,0
exoskeleton,0,0,0,1,0,0,0,0,0
salamander,0,0,0,1,0,0,0,0,0
snake,0,0,0,1,0,0,0,0,0
lizard,0,0,0,1,0,0,0,0,0
horse,0,0,0,1,0,0,0,0,0
far,0,0,1,0,0,0,0,0,0
respectively,0,0,1,0,0,0,0,0,0
living,0,0,0,2,0,0,0,0,0
symbiosis,0,0,0,3,0,0,0,0,0
word,0,0,0,4,0,0,0,0,0
state,0,0,0,2,0,0,0,0,0
physical,3,0,0,0,0,0,0,0,0
contact,0,0,0,1,0,0,0,0,0
mutualism,0,0,0,1,0,0,0,0,0
mutually,0,0,1,0,0,0,0,0,0
commensualism,0,0,0,1,0,0,0,0,0
harmful,2,0,0,0,0,0,0,0,0
parasitism,0,0,0,1,0,0,0,0,0
readily,0,0,1,0,0,0,0,0,0
multitude,0,0,0,1,0,0,0,0,0
lake,0,0,0,1,0,0,0,0,0
river,0,0,0,1,0,0,0,0,0
descend,0,0,0,0,0,0,0,1,0
ancestor,0,0,0,2,0,0,0,0,0
alive,1,0,0,0,0,0,0,0,0
formation,0,0,0,1,0,0,0,0,0
belief,0,0,0,2,0,0,0,0,0
evidence,0,0,0,1,0,0,0,0,0
embed,0,0,0,0,0,0,0,1,0
middle,1,0,0,0,0,0,0,0,0
jurassic,1,0,0,0,0,0,0,0,0
rich,1,0,0,0,0,0,0,0,0
critical,1,0,0,0,0,0,0,0,0
event,0,0,0,1,0,0,0,0,0
hypothesis,0,0,0,1,0,0,0,0,0
soupy,1,0,0,0,0,0,0,0,0
mixture,0,0,0,1,0,0,0,0,0
concentrate,0,0,0,0,0,0,0,1,0
warm,1,0,0,0,0,0,0,0,0
bathe,0,0,0,0,0,0,0,1,0
ultraviolet,0,0,0,1,0,0,0,0,0
ray,0,0,0,1,0,0,0,0,0
sun,0,0,0,1,0,0,0,0,0
mix,0,0,0,1,0,0,0,0,0
increasingly,0,0,2,0,0,0,0,0,0
recombine,0,0,0,0,0,0,0,1,0
capable,2,0,0,0,0,0,0,0,0
aid,0,0,0,0,0,0,0,2,0
multicelled,1,0,0,0,0,0,0,0,0
seven,1,0,0,0,1,0,0,0,0
movement,0,0,0,4,0,0,0,0,0
sensitivity,0,0,0,1,0,0,0,0,0
sunshine,0,0,0,1,0,0,0,0,0
shrink,0,0,0,0,0,0,0,1,0
blink,0,0,0,0,0,0,0,1,0
shine,0,0,0,0,0,0,0,1,0
sunflower,0,0,0,1,0,0,0,0,0
slightly,0,0,1,0,0,0,0,0,0
specially,0,0,1,0,0,0,0,0,0
purpose,0,0,0,1,0,0,0,0,0
breathe,0,0,0,0,0,0,0,1,0
lung,0,0,0,2,0,0,0,0,0
transfer,0,0,0,1,0,0,0,1,0
artery,0,0,0,1,0,0,0,0,0
arterial,1,0,0,0,0,0,0,0,0
fresh,1,0,0,0,0,0,0,0,0
exhale,0,0,0,0,0,0,0,1,0
opening,0,0,0,1,0,0,0,0,0
stomata,0,0,0,1,0,0,0,0,0
underside,0,0,0,1,0,0,0,0,0
reactant,0,0,0,1,0,0,0,0,0
nitrate,0,0,0,1,0,0,0,0,0
nitrite,0,0,0,1,0,0,0,0,0
sulfate,0,0,0,1,0,0,0,0,0
ion,0,0,0,1,0,0,0,0,0
nutrition,1,0,0,1,0,0,0,0,0
legume,0,0,0,1,0,0,0,0,0
nodule,0,0,0,1,0,0,0,0,0
tooth,0,0,0,3,0,0,0,0,0
suck,0,0,0,0,0,0,0,1,0
nectar,0,0,0,1,0,0,0,0,0
tropical,1,0,0,0,0,0,0,0,0
pitcher,0,0,0,1,0,0,0,0,0
regardless,0,0,1,0,0,0,0,0,0
repair,0,0,0,1,0,0,0,0,0
bone,0,0,0,2,0,0,0,0,0
scale,0,0,0,1,0,0,0,0,0
portion,0,0,0,1,0,0,0,0,0
engine,0,0,0,2,0,0,0,0,0
burn,0,0,0,0,0,0,0,1,0
coal,0,0,0,2,0,0,0,0,0
get,0,0,0,0,0,0,0,1,0
train,0,0,0,1,0,0,0,0,0
mend,0,0,0,0,0,0,0,3,0
snowball,0,0,0,1,0,0,0,0,0
size,0,0,0,2,0,0,0,0,0
roll,0,0,0,0,0,0,0,1,0
snow,0,0,0,1,0,0,0,0,0
salt,0,0,0,1,0,0,0,0,0
crystal,0,0,0,1,0,0,0,0,0
lifeless,1,0,0,0,0,0,0,0,0
object,0,0,0,1,0,0,0,0,0
happen,0,0,0,0,0,0,0,2,0
chick,0,0,0,1,0,0,0,0,0
mature,0,0,0,0,0,0,0,1,0
hen,0,0,0,1,0,0,0,0,0
add,0,0,0,0,0,0,0,2,0
heal,0,0,0,0,0,0,0,2,0
injury,0,0,0,2,0,0,0,0,0
shrub,0,0,0,1,0,0,0,0,0
bark,0,0,0,1,0,0,0,0,0
crab,0,0,0,1,0,0,0,0,0
leg,0,0,0,1,0,0,0,0,0
cut,0,0,0,0,0,0,0,1,0
skin,0,0,0,1,0,0,0,0,0
asexual,3,0,0,0,0,0,0,0,0
mate,0,0,0,0,0,0,0,1,0
partner,0,0,0,3,0,0,0,0,0
sexual,1,0,0,0,0,0,0,0,0
low,2,0,0,0,0,0,0,0,0
unimportant,1,0,0,0,0,0,0,0,0
high,7,0,0,0,0,0,0,0,0
asexually,0,0,1,0,0,0,0,0,0
binary,1,0,0,0,0,0,0,0,0
fission,0,0,0,1,0,0,0,0,0
soon,0,0,2,0,0,0,0,0,0
illness,0,0,0,1,0,0,0,0,0
death,0,0,0,1,0,0,0,0,0
excretion,0,0,0,1,0,0,0,0,0
taxonomy,0,0,0,3,0,0,0,0,0
comprise,0,0,0,0,0,0,0,1,0
systematic,0,0,0,1,0,0,0,0,0
swedish,2,0,0,0,0,0,0,0,0
succession,0,0,0,1,0,0,0,0,0
linnaean,2,0,0,0,0,0,0,0,0
attribute,0,0,0,1,0,0,0,0,0
closeness,0,0,0,1,0,0,0,0,0
spell,0,0,0,0,0,0,0,1,0
identically,0,0,1,0,0,0,0,0,0
singular,1,0,0,0,0,0,0,0,0
plural,3,0,0,0,0,0,0,0,0
taxon,0,0,0,2,0,0,0,0,0
organization,0,0,0,1,0,0,0,0,0
generic,2,0,0,0,0,0,0,0,0
wolf,0,0,0,2,0,0,0,0,0
coyote,0,0,0,2,0,0,0,0,0
second,2,0,0,0,0,0,0,0,0
lupus,0,0,0,1,0,0,0,0,0
italicize,0,0,0,0,0,0,0,1,0
capitalize,0,0,0,0,0,0,0,1,0
relatedness,0,0,0,1,0,0,0,0,0
distant,1,0,0,0,0,0,0,0,0
family,0,0,0,2,0,0,0,0,0
class,0,0,0,2,0,0,0,0,0
phylum,0,0,0,3,0,0,0,0,0
taxonomic,2,0,0,0,0,0,0,0,0
phylogenetic,1,0,0,0,0,0,0,0,0
degree,0,0,0,3,0,0,0,0,0
diverge,0,0,0,0,0,0,0,1,0
course,0,0,0,1,0,0,0,0,0
frequently,0,0,1,0,0,0,0,0,0
revise,0,0,0,0,0,0,0,1,0
skull,0,0,0,1,0,0,0,0,0
jaw,0,0,0,1,0,0,0,0,0
length,0,0,0,1,0,0,0,0,0
