word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB,X
atom,0,0,0,197,0,0,0,0
building,0,0,0,2,0,0,0,0
block,0,0,0,2,0,0,0,0
object,0,0,0,4,0,0,0,0
feel,0,0,0,0,0,0,4,0
chair,0,0,0,1,0,0,0,0
book,0,0,0,6,0,0,0,0
clothe,0,0,0,1,0,0,0,0
billion,0,0,0,4,0,0,0,0
tiny,20,0,0,0,0,0,0,0
matter,0,0,0,39,0,0,0,0
stuff,0,0,0,3,0,0,0,0
know,0,0,0,0,0,0,27,0
different,33,0,0,0,0,0,0,0
type,0,0,0,29,0,0,0,0
wood,0,0,0,1,0,0,0,0
water,0,0,0,7,0,0,0,0
paper,0,0,0,2,0,0,0,0
plastic,0,0,0,1,0,0,0,0
stone,0,0,0,2,0,0,0,0
steel,0,0,0,1,0,0,0,0
thing,0,0,0,9,0,0,0,0
combination,0,0,0,2,0,0,0,0
people,0,0,0,9,0,0,0,0
join,0,0,0,0,0,0,10,0
pattern,0,0,0,4,0,0,0,0
molecule,0,0,0,13,0,0,0,0
million,0,0,0,3,2,0,0,0
substance,0,0,0,24,0,0,0,0
material,0,0,0,6,0,0,0,0
include,0,0,0,0,0,0,6,0
solid,3,0,0,1,0,0,0,0
liquid,0,0,0,4,0,0,0,0
gas,0,0,0,9,0,0,0,0
example,0,0,0,12,0,0,0,0
light,6,0,0,14,0,0,0,0
sound,0,0,0,1,0,0,0,0
form,0,0,0,6,0,0,4,0
energy,0,0,0,35,0,0,0,0
scientist,0,0,0,66,0,0,0,0
discover,0,0,0,0,0,0,25,0
closely,0,0,3,0,0,0,0,0
relate,0,0,0,0,0,0,1,0
turn,0,0,0,0,0,0,10,0
basic,9,0,0,0,0,0,0,0
element,0,0,0,59,0,0,0,0
gold,0,0,0,12,0,0,0,0
oxygen,0,0,0,21,0,0,0,0
iron,0,0,0,3,0,0,0,0
combine,0,0,0,0,0,0,5,0
small,20,0,0,0,0,0,0,0
individual,2,0,0,0,0,0,0,0
naked,1,0,0,0,0,0,0,0
eye,0,0,0,1,0,0,0,0
line,0,0,0,5,0,0,1,0
row,0,0,0,2,0,0,0,0
reach,0,0,0,0,0,0,3,0
little,3,0,0,0,0,0,0,0
fingernail,0,0,0,1,0,0,0,0
split,0,0,0,0,0,0,40,0
take,0,0,0,0,0,0,3,0
year,0,0,0,15,0,0,0,0
understand,0,0,0,0,0,0,6,0
believe,0,0,0,0,0,0,3,0
unit,0,0,0,9,0,0,0,0
part,0,0,0,6,0,0,0,0
century,0,0,0,6,0,0,0,0
learn,0,0,0,0,0,0,1,0
find,0,0,0,0,0,0,34,0
apart,0,0,7,0,0,0,0,0
lead,0,0,0,1,0,0,10,0
hugely,0,0,1,0,0,0,0,0
powerful,5,0,0,0,0,0,0,0
dangerous,4,0,0,0,0,0,0,0
result,0,0,0,9,0,0,2,0
mean,0,0,0,0,0,0,13,0
life,0,0,0,2,0,0,0,0
hydrogen,0,0,0,15,0,0,0,0
pair,0,0,0,1,0,0,0,0
pure,4,0,0,0,0,0,0,0
make,0,0,0,0,0,0,13,0
fact,0,0,0,16,0,0,0,0
look,0,0,0,0,0,0,9,0
touch,0,0,0,0,0,0,1,0
see,0,0,0,0,0,0,3,0
pack,0,0,0,0,0,0,1,0
page,0,0,0,2,0,0,0,0
thick,2,0,0,0,0,0,0,0
glass,0,0,0,2,0,0,0,0
fruit,0,0,0,1,0,0,0,0
juice,0,0,0,1,0,0,0,0
contain,0,0,0,0,0,0,6,0
trillion,0,0,0,0,2,0,0,0
ancient,11,0,0,0,0,0,0,0
